UCL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
UCL222006,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,0,4,5,3,0,0,0,0,0,43
UCL222007,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,24
UCL222008,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,8,3,0,0,0,0,0,0,5,55
UCL222009,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,25
UCL222010,0,0,0,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,54,3,3,0,0,3,0,0,0,0,59
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,13
UCL222012,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,3,4,0,5,0,0,0,0,0,37
UCL222013,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,6,30
UCL222014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,46
UCL222015,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,26
UCL222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11
UCL222017,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,23
UCL222018,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,34,10,7,0,0,4,4,0,0,0,65
UCL222019,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,5,3,0,0,0,0,0,0,0,45
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,20
UCL222021,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,44
UCL222022,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,5,0,0,0,0,31
UCL222023,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,4,3,0,0,0,0,0,0,6,38
UCL222024,7,0,0,4,27,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,77,30,17,3,0,9,24,6,0,5,177
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,22
UCL222026,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,3,0,0,0,35
UCL222027,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,5,0,20
UCL222028,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,26
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,14
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,27
UCL222031,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,24
UCL222032,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,41,6,11,0,9,0,0,0,0,0,77
UCL222033,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,34,6,7,0,0,0,0,0,0,0,47
UCL222034,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,33,6,3,0,0,0,0,0,0,0,46
UCL222035,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,35,3,4,0,0,0,0,0,0,0,45
UCL222036,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,9,6,0,0,5,0,0,0,0,30
UCL222037,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14
UCL222038,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10
UCL222039,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,16
UCL222040,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,71
UCL222041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,13
UCL222042,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL222043,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,51
UCL222044,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,25
UCL222045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,3,21
UCL222046,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,22
UCL222047,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,5,0,0,22
UCL222048,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,0,0,0,0,15
UCL222049,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,43,3,3,3,0,0,0,0,0,4,54
UCL222050,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,35,4,0,4,0,0,0,0,0,0,45
UCL222051,4,0,5,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,71,9,8,0,0,0,0,0,0,11,108
UCL222052,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,5,5,0,0,0,0,0,0,4,42
UCL222053,0,0,0,3,3,4,4,0,29,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,0,7,3,4,4,0,64
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,3,0,0,0,0,0,23
UCL222055,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,42
UCL222056,3,0,0,3,15,9,0,0,52,0,0,0,0,0,0,0,0,0,0,0,59,5,16,4,4,8,20,9,0,6,135
UCL222057,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,12,0,0,0,0,0,0,0,0,51
UCL222058,0,0,5,0,13,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,61,18,8,0,5,5,15,4,0,0,111
UCL222059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16
UCL222060,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,16
UCL222061,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14
UCL222062,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,19,7,5,0,0,7,0,0,0,0,37
UCL222063,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,62,0,7,4,0,0,0,4,0,6,84
UCL222064,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16
UCL222065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
UCL222066,0,0,0,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,6,4,0,0,0,33
UCL222067,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,0,29
UCL222068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,17
UCL222069,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,5,37
UCL222070,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,25
UCL222071,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,8,0,0,0,6,42
UCL222072,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,35
UCL222073,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,3,9,0,0,0,0,0,0,0,30
UCL222074,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,23
UCL222075,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,44
UCL222076,28,0,5,3,9,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,27,22,33,0,5,5,9,0,0,0,104
UCL222077,5,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,29,3,6,0,0,4,0,0,0,5,51
UCL222078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,30
UCL222079,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,50,6,11,0,0,0,0,0,0,6,77
UCL222080,6,5,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,13,11,7,5,0,0,7,0,0,3,40
UCL222081,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,0,0,0,0,42
UCL222082,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,3,0,0,0,38
UCL222083,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16
UCL222084,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,0,40
UCL222085,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,46,4,10,0,0,0,0,0,0,4,67
UCL222086,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,42,5,0,0,5,0,0,0,0,0,59
UCL222087,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,4,0,6,0,0,3,34
UCL222088,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,35
UCL222089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,19
UCL222090,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,18
UCL222091,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,16
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15
UCL222093,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,3,51
UCL222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16
UCL222095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19
UCL222096,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,44,0,7,5,0,0,0,0,0,0,61
UCL222097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,27
UCL222098,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,0,0,0,0,36
UCL222099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14
UCL222100,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,3,0,0,0,0,6,32
UCL222101,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,26
UCL222102,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,41,4,8,3,0,0,0,0,0,0,57
UCL222103,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,29
UCL222104,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,14
UCL222105,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16
UCL231001,1484,448,434,482,758,272,152,453,12162,48,3,6,4,0,5,6,4,0,872,937,30580,4030,3156,734,677,736,1084,428,239,2689,44350
UCL279997,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,18,12,4,0,0,0,0,0,0,0,41
UCL301001,65169,15724,16167,18837,23665,9133,2482,5990,336876,284,102,127,12,19,28,55,25,12,1591,2258,288337,126859,101332,21723,21840,24992,30214,12530,4159,14636,646626
UCL302001,11849,3316,3511,3952,4861,1934,459,1383,66691,101,29,18,8,3,3,13,3,0,529,705,88350,31846,24832,5652,5590,6224,7260,3242,1110,4547,178642
UCL302002,3168,921,1027,1068,1166,516,124,324,15292,37,10,4,0,3,3,0,0,0,142,207,33924,10547,8441,1981,1981,1988,2296,1137,416,1584,64297
UCL303001,3165,631,645,751,1124,460,100,372,15544,30,0,8,3,0,8,0,5,0,84,131,18470,6217,5216,1004,1039,1091,1546,650,203,931,36364
UCL303002,2210,545,915,1280,1909,495,98,211,11210,9,9,3,0,0,4,0,0,0,27,56,6383,2912,2918,649,1048,1426,2044,576,144,420,18519
UCL303003,2117,461,488,680,894,402,89,198,10508,13,7,3,0,0,0,4,0,0,81,114,11762,4818,3568,677,694,963,1211,572,167,653,25087
UCL311001,521,122,178,222,393,189,56,77,2734,5,0,0,0,0,0,7,6,0,22,44,3343,709,762,160,224,265,478,227,68,238,6470
UCL311002,393,100,94,94,130,72,26,59,2324,17,0,0,0,0,3,0,0,0,30,52,7559,1165,839,179,163,164,230,150,59,410,10924
UCL311003,1106,267,247,243,399,158,55,76,4811,3,0,0,0,0,0,0,0,0,13,20,4592,2657,1970,378,384,356,571,250,91,248,11498
UCL311004,882,178,244,272,338,151,62,74,3773,4,3,0,0,0,0,0,0,0,16,33,2392,1562,1205,269,303,314,422,213,79,198,6964
UCL312001,83,23,17,37,31,17,3,17,629,3,0,0,0,0,0,0,0,0,5,11,3298,434,306,57,50,66,85,34,9,163,4510
UCL312002,646,123,115,101,135,54,17,26,2198,3,0,0,0,0,0,0,0,0,8,14,2157,1002,1079,189,172,165,204,77,27,128,5200
UCL312003,66,25,31,24,23,0,3,15,417,4,0,0,0,0,0,0,0,0,9,4,1519,152,138,34,45,43,46,9,3,88,2090
UCL312004,200,37,51,24,37,9,3,21,835,3,0,0,0,0,0,0,0,0,32,34,2010,586,452,73,82,49,67,31,13,169,3528
UCL313001,173,44,32,62,151,56,3,10,806,0,3,0,0,0,0,0,3,0,5,18,1373,389,387,91,85,101,217,103,15,58,2820
UCL313002,97,15,18,23,56,23,12,15,536,0,0,0,0,0,0,0,0,0,0,0,1554,296,218,45,43,41,73,35,21,62,2378
UCL313003,142,39,21,28,35,19,3,8,502,0,0,0,0,0,0,0,0,0,0,0,379,232,203,51,33,43,38,22,3,28,1037
UCL313004,216,52,66,68,107,45,17,30,961,4,0,0,0,0,0,0,0,0,5,9,694,481,406,88,82,90,129,58,36,67,2137
UCL313005,72,21,27,17,21,14,0,0,338,0,0,0,0,0,0,0,0,0,0,0,414,195,155,26,31,29,33,24,3,19,928
UCL313006,91,30,27,31,38,12,3,19,528,0,0,0,0,0,0,0,0,0,9,11,1307,248,195,44,47,54,51,27,6,77,2050
UCL313007,50,7,9,17,19,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,688,213,129,12,21,20,25,5,3,23,1135
UCL313008,84,17,15,42,61,39,35,9,469,0,0,0,0,0,0,0,0,0,0,4,528,160,122,22,33,55,83,52,34,40,1127
UCL313009,305,53,69,72,119,56,45,38,1387,5,0,0,0,0,0,0,0,0,0,5,1071,604,659,83,109,108,178,78,63,89,3043
UCL313010,83,26,21,24,49,13,0,3,425,0,0,0,0,0,0,0,0,0,0,3,800,142,136,41,23,33,57,16,0,33,1291
UCL313011,182,36,51,35,39,11,8,14,819,0,0,0,0,0,0,0,0,0,0,0,703,527,368,64,78,86,72,27,26,40,2004
UCL313012,86,16,31,33,31,10,0,11,513,3,0,0,0,0,0,0,0,0,0,6,1452,335,260,37,64,61,82,28,4,58,2392
UCL314001,41,16,8,19,24,17,13,4,316,3,0,0,0,0,0,0,0,0,0,6,676,98,77,28,23,39,35,21,13,49,1060
UCL314002,35,12,15,24,63,33,60,32,481,0,0,0,0,0,0,0,0,3,0,12,438,72,64,12,23,37,126,84,65,43,956
UCL314003,36,11,8,8,5,0,0,3,183,0,0,0,0,0,0,0,0,0,21,21,641,98,87,25,17,16,14,4,3,54,958
UCL314004,50,15,5,14,18,0,0,6,211,0,0,0,0,0,0,0,0,0,0,0,513,163,113,26,16,29,21,3,0,17,904
UCL314005,71,25,66,53,66,17,15,8,452,0,0,0,0,0,0,0,0,0,0,6,232,127,105,20,70,62,61,26,20,27,760
UCL314006,81,8,36,55,162,47,81,31,757,0,0,0,0,0,4,3,0,0,3,10,830,156,145,25,55,79,186,60,88,68,1696
UCL314007,38,7,3,16,8,20,3,3,191,0,0,0,0,0,0,0,0,0,0,0,331,98,66,8,14,28,22,33,3,36,643
UCL314008,73,11,18,46,74,21,10,7,335,0,0,0,0,0,0,0,0,0,7,3,252,121,117,18,26,69,103,28,10,26,764
UCL314009,49,7,7,12,6,3,0,6,291,0,0,0,0,0,0,0,0,0,3,5,759,210,165,22,18,23,21,6,3,19,1249
UCL314010,294,84,126,191,364,118,15,36,1533,7,0,0,0,0,0,5,0,0,5,16,335,240,348,100,139,212,405,137,20,56,1982
UCL314011,45,10,14,9,21,13,0,5,202,0,0,0,0,0,0,0,0,0,0,0,126,90,81,7,16,21,24,15,0,9,388
UCL314012,21,12,0,3,3,6,0,8,182,0,0,0,0,0,0,0,0,0,0,0,449,82,38,16,7,9,5,10,3,25,632
UCL314013,157,45,36,74,129,48,10,43,895,0,0,0,0,0,0,0,0,0,5,9,526,182,188,52,40,83,146,59,12,62,1353
UCL314014,36,10,14,17,21,3,9,23,246,0,0,0,0,0,0,0,0,0,0,0,590,163,103,24,22,23,21,9,7,35,995
UCL314015,6,3,4,0,6,0,0,4,105,0,0,0,0,0,0,0,0,0,0,0,437,102,35,10,13,0,14,0,5,14,626
UCL314016,113,26,32,85,133,38,14,33,919,0,0,0,0,0,0,0,0,0,3,9,735,175,171,47,57,100,156,44,13,72,1563
UCL314017,125,46,25,31,34,11,3,16,480,0,0,0,0,0,0,0,0,0,0,4,395,265,244,59,61,48,49,22,18,41,1203
UCL314018,35,11,8,4,11,3,0,6,270,0,0,0,0,0,0,0,0,0,0,0,701,346,183,23,19,13,23,3,3,21,1332
UCL314019,26,10,9,0,15,0,0,3,130,0,0,0,0,0,0,0,0,0,0,0,532,141,99,32,16,13,18,0,3,14,867
UCL314020,90,22,10,18,45,6,18,8,349,0,0,0,0,0,0,0,0,0,0,0,215,156,151,24,21,34,58,6,14,17,696
UCL314021,45,11,9,16,6,6,6,5,278,0,0,0,0,0,0,0,0,0,0,0,1261,242,142,22,18,23,20,11,21,51,1808
UCL314022,42,6,12,9,4,0,0,7,341,3,0,0,0,0,0,0,0,0,3,4,1416,277,143,31,29,22,28,8,10,71,2035
UCL314023,75,3,20,18,15,4,14,0,293,0,0,0,0,0,0,0,0,0,0,0,736,298,224,16,25,32,27,8,22,21,1414
UCL315001,13,6,8,0,8,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,149,30,25,6,9,0,8,4,0,9,245
UCL315002,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,153,40,21,0,0,3,0,0,4,6,229
UCL315003,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,134,6,4,0,0,0,3,0,0,9,161
UCL315004,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,23
UCL315005,3,0,0,0,8,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,105,11,13,5,0,0,9,4,0,6,156
UCL315006,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,24,11,8,0,0,0,0,0,0,0,51
UCL315007,9,0,0,4,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,4,474,57,29,11,7,6,9,0,4,24,607
UCL315008,42,0,0,17,14,12,0,9,165,0,0,0,0,0,0,0,0,0,0,0,218,118,119,8,5,22,17,6,0,26,548
UCL315009,7,0,3,16,32,14,9,6,122,0,0,0,0,0,0,0,0,0,0,0,237,14,11,0,6,17,43,18,9,7,368
UCL315010,7,7,0,3,3,3,5,4,72,0,0,0,0,0,0,0,0,0,0,0,332,32,22,5,7,4,3,5,3,6,426
UCL315011,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,170,12,6,0,0,3,3,4,0,13,213
UCL315012,16,0,7,0,0,4,0,4,89,0,0,0,0,0,0,0,0,0,0,0,179,83,64,7,9,0,9,3,3,9,366
UCL315013,9,4,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,54,31,15,3,6,0,0,0,0,10,111
UCL315014,16,8,4,0,7,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,161,16,24,9,4,0,7,4,0,14,233
UCL315015,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,248,34,22,3,0,0,0,0,0,4,318
UCL315016,11,0,0,0,0,4,0,3,65,4,0,0,0,0,0,0,0,0,4,11,279,68,36,3,3,0,0,4,0,19,407
UCL315017,29,23,17,11,44,0,3,12,189,0,0,0,0,0,0,0,0,0,0,0,103,40,34,21,23,16,45,0,3,17,310
UCL315018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315019,0,0,0,0,36,8,25,4,105,0,0,0,0,0,0,0,0,0,0,0,115,7,3,0,0,4,55,9,30,16,241
UCL315020,19,7,6,4,10,0,4,0,76,0,0,0,0,0,0,0,0,0,0,0,98,25,29,7,6,5,19,0,4,8,195
UCL315021,7,0,0,0,0,0,5,0,40,0,0,0,0,0,0,0,0,0,0,0,91,18,14,0,0,0,0,0,5,10,142
UCL315022,19,4,6,11,13,8,3,0,112,0,0,0,0,0,0,0,0,0,0,4,113,53,51,9,15,15,25,15,3,10,300
UCL315023,15,0,3,3,3,9,0,0,53,0,0,0,0,0,0,0,0,0,0,0,65,23,23,3,7,9,6,7,0,8,144
UCL315024,8,5,7,4,6,6,0,0,77,0,0,0,0,0,0,0,0,0,3,3,247,31,37,5,8,8,3,8,0,22,368
UCL315025,9,3,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,356,29,24,11,0,3,4,0,0,28,448
UCL315026,30,8,6,11,0,0,0,0,118,0,0,0,0,0,0,0,0,0,8,8,387,64,69,21,8,9,0,3,0,29,604
UCL315027,3,4,0,6,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,141,17,13,4,0,8,8,0,0,3,191
UCL315028,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,97,31,8,0,0,8,0,4,0,6,150
UCL315029,13,0,0,3,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,209,89,33,7,5,3,0,0,0,6,346
UCL315030,0,0,0,0,4,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,4,4,9,0,41
UCL315031,26,0,0,11,14,4,4,3,107,0,0,0,0,0,0,0,0,0,0,0,145,68,60,11,0,10,15,10,4,7,340
UCL315032,14,0,4,3,0,0,0,4,76,0,0,0,0,0,0,0,0,0,0,0,352,80,48,0,5,6,4,0,0,15,516
UCL315033,3,0,0,0,3,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,203,11,11,0,0,0,6,0,0,18,244
UCL315034,4,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,127,41,28,3,0,4,7,0,0,0,213
UCL315035,7,4,0,3,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,252,64,52,6,0,9,4,0,0,10,398
UCL315036,6,0,3,19,23,0,0,8,73,0,0,0,0,0,0,0,0,0,0,0,70,11,9,6,8,18,23,0,0,9,151
UCL315037,15,5,9,0,5,0,5,0,103,0,0,0,0,0,0,0,0,0,0,0,416,112,56,16,10,3,7,4,5,12,643
UCL315038,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,82,15,29,6,0,0,0,0,0,0,130
UCL315039,0,0,0,0,3,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,15,7,8,0,0,0,4,0,0,6,43
UCL315040,46,15,18,37,95,39,0,0,287,0,0,0,0,0,0,0,0,0,0,0,127,57,88,28,27,55,116,55,0,12,561
UCL315041,3,5,0,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,63,23,17,3,0,0,3,0,0,4,119
UCL315042,10,7,6,3,8,0,3,10,100,0,0,0,0,0,0,0,0,0,0,0,165,18,15,5,8,7,12,0,3,18,246
UCL315043,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,120,14,0,0,0,0,0,0,0,8,146
UCL315044,22,3,0,3,4,3,0,7,170,0,0,0,0,0,0,0,0,0,0,0,335,22,29,8,0,3,9,3,0,28,436
UCL315045,5,0,6,5,0,0,0,4,79,0,0,0,0,0,0,0,0,0,0,0,335,103,50,10,5,23,9,0,5,21,567
