UCL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
UCL322139,0,0,0,0,0,0,0,0,0,0,3,0,10,9,7,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,21,0,0,3,5,4,0,0,0,0,11,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
UCL331001,334,260,602,762,977,792,336,139,29,4225,6680,6451,14395,19193,24806,20573,6033,1097,92,99322,1314,2012,4671,5281,6957,7775,5310,1982,247,35546,111,459,1930,2650,2680,1770,267,17,0,9887,782,1040,1800,2278,3093,2756,652,104,5,12517,50,138,441,669,860,698,124,6,0,2981,1215,1701,3794,4686,5242,4276,1028,80,0,22018,247,287,648,846,1176,992,287,68,0,4552,2888,1468,1927,2116,3055,2557,689,88,8,14798,3399,1170,1428,1235,1562,1446,472,64,6,10778,220,316,1012,1578,2473,2537,867,83,4,9085,49,84,139,205,268,199,66,8,0,1015,45,136,450,613,713,522,135,20,0,2631,64,143,362,485,690,631,295,67,4,2749,247,545,1411,2005,2308,1830,630,97,3,9075,214,395,799,1080,1446,1312,368,35,4,5652,149,491,1493,2111,3009,2528,462,30,0,10266,348,670,1902,3761,4854,3965,955,75,3,16524,510,1396,3388,4332,6057,5698,1384,111,6,22872,240,219,386,390,505,422,168,30,4,2366
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,13,0,0,11,16,9,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL401001,341,840,1755,1579,1350,982,342,115,37,7333,16097,29112,66378,63978,59021,45137,10431,899,81,291145,136,359,1074,1178,1241,913,376,86,14,5374,29,211,1155,1224,1004,623,128,10,0,4379,1161,2716,7905,9107,9606,7405,1633,180,9,39724,95,335,1731,2077,1943,1335,222,9,0,7755,1752,5158,12873,10712,9237,6808,1728,181,5,48451,327,930,2677,3158,3643,2709,705,87,0,14242,9234,10364,12435,9103,8458,6743,1769,218,22,58339,10804,8188,8662,5187,3704,2646,631,92,5,39917,333,1718,5477,5673,5440,5008,1247,111,4,25010,172,612,1812,2030,1443,846,205,37,0,7151,122,1221,4727,5460,4515,2740,597,89,4,19471,108,541,1625,1660,1608,1417,557,159,19,7695,343,3215,11205,11620,8412,5533,2131,288,22,42775,482,2255,5668,4806,4799,3983,1073,96,6,23163,252,2293,8745,11314,10645,7763,1315,61,0,42384,1138,3913,11302,12851,12121,9595,2517,179,8,53622,1203,8280,26040,23962,21375,18135,4291,321,10,103612,1098,1431,2244,1623,1310,915,336,57,6,9024
UCL412001,6,18,36,22,27,23,13,0,0,150,456,659,1243,1339,1514,1180,220,19,4,6633,9,32,49,41,49,41,20,0,3,238,0,7,27,28,30,15,8,0,0,116,43,95,196,271,303,247,37,0,0,1194,0,3,27,37,43,32,5,0,0,156,67,144,334,243,250,196,42,3,0,1287,16,22,59,79,88,70,12,0,0,352,253,207,245,215,242,217,49,3,0,1425,322,127,113,83,74,59,8,5,0,791,16,24,96,95,162,140,34,5,0,569,5,10,15,22,14,23,4,0,0,103,0,20,50,71,68,36,7,0,0,258,0,17,42,37,29,37,8,0,0,164,8,51,130,129,139,77,25,4,0,559,6,36,91,108,114,111,24,4,0,499,0,85,217,298,289,201,30,4,0,1115,21,112,245,292,313,234,47,7,0,1263,46,181,359,426,500,455,85,0,0,2050,19,29,32,14,30,19,3,0,0,155
UCL412002,8,10,23,26,17,15,11,3,0,115,358,524,1189,1200,1177,742,179,8,0,5383,14,21,46,36,47,21,12,3,0,192,0,7,45,30,37,17,0,0,0,128,31,68,153,152,149,103,27,5,0,674,5,6,38,35,33,21,10,0,0,148,34,126,284,203,178,102,32,4,0,970,5,23,52,53,44,46,9,0,0,230,238,217,272,202,164,123,32,0,0,1255,248,129,134,84,57,25,14,0,0,687,5,16,48,74,68,81,39,3,0,332,5,9,38,35,34,19,4,0,0,141,3,30,76,99,83,34,3,0,0,326,0,12,36,27,34,20,8,5,0,141,5,46,158,185,159,86,31,0,0,673,8,26,74,71,90,57,25,0,0,348,0,36,166,227,217,127,25,0,0,800,17,65,224,279,259,154,46,4,0,1054,19,135,411,360,434,281,82,3,0,1719,7,16,38,47,24,12,6,0,0,154
UCL412003,9,18,32,33,31,21,9,3,0,150,504,550,1250,1204,1298,1072,214,19,4,6110,28,69,164,169,169,143,42,10,4,796,0,5,13,11,10,15,0,0,0,53,60,89,237,216,289,242,39,0,0,1167,5,9,23,17,25,28,3,0,0,102,75,112,241,210,168,145,45,0,0,992,13,35,52,69,77,68,26,0,0,333,242,184,323,254,250,223,65,6,0,1548,360,130,164,104,100,82,16,0,0,956,10,24,81,90,132,133,49,4,0,521,0,8,24,18,17,9,0,0,0,80,3,10,27,41,58,23,0,4,0,176,8,3,23,23,22,22,11,0,0,119,3,24,70,71,61,54,20,0,0,304,6,27,71,73,101,94,23,3,0,394,7,23,106,149,185,109,28,0,0,607,35,65,232,255,266,168,36,0,0,1059,46,169,483,408,421,439,85,4,0,2050,7,9,24,19,14,10,6,0,0,93
UCL412004,4,4,14,21,18,11,4,3,0,75,258,374,887,802,951,703,116,16,0,4108,0,0,3,7,10,7,3,0,0,32,8,28,165,181,166,106,15,0,0,672,38,112,301,257,348,308,27,0,0,1397,0,10,34,21,30,26,4,0,0,131,24,64,209,186,188,131,28,3,0,835,3,4,24,18,43,29,9,0,0,128,180,102,158,104,157,115,29,3,0,851,143,84,112,67,87,75,13,3,0,571,9,23,57,60,72,89,21,3,0,334,0,5,12,5,3,4,0,0,0,25,0,13,16,24,15,8,0,0,0,77,0,5,14,20,19,13,0,0,0,77,6,17,49,42,61,45,9,3,0,230,11,46,77,67,86,67,17,3,0,379,0,25,94,74,113,78,12,3,0,405,14,56,208,168,204,128,30,3,0,814,23,121,290,289,311,284,47,6,0,1374,5,5,15,14,13,7,0,0,0,66
UCL413001,4,6,10,17,15,16,8,0,0,79,264,247,537,895,1077,701,252,21,0,3998,9,8,11,21,26,27,5,0,0,109,0,0,10,27,25,18,12,0,0,100,22,25,51,66,123,62,31,3,0,387,0,0,18,22,28,19,9,0,0,99,24,39,104,129,117,112,34,7,0,576,8,4,16,50,48,25,14,0,0,168,118,94,62,89,93,88,32,3,0,579,225,104,64,37,62,36,16,0,0,556,5,4,5,28,47,35,14,0,0,141,0,8,13,31,32,16,5,0,0,109,0,7,27,74,90,48,15,5,0,266,3,12,15,20,29,18,14,0,0,113,5,34,126,245,307,148,81,18,0,959,9,15,19,39,53,53,27,0,0,211,0,14,58,154,214,125,22,0,0,588,27,39,125,235,309,222,69,14,0,1043,15,58,208,301,361,300,104,7,0,1351,12,15,22,46,45,41,10,5,0,197
UCL413002,6,8,21,11,10,14,9,0,0,81,228,325,717,574,662,650,133,16,0,3301,26,48,136,131,97,70,26,6,0,537,0,7,19,7,4,11,0,0,0,55,20,72,174,170,169,134,18,3,0,758,0,3,16,11,18,18,3,0,0,68,26,56,135,96,87,95,20,6,0,524,0,5,21,24,30,31,11,0,0,130,125,118,183,117,113,111,30,0,0,803,142,83,74,61,42,32,15,0,0,445,0,9,38,39,43,76,21,8,0,239,3,11,11,6,4,4,3,0,0,41,0,6,7,14,15,27,6,0,0,77,0,4,20,18,16,11,3,0,0,73,4,14,34,30,18,23,7,0,0,128,12,30,76,47,66,74,8,0,0,315,5,16,59,53,95,88,18,0,0,328,7,27,91,77,99,94,31,0,0,426,20,84,197,176,271,239,55,0,0,1050,9,10,30,14,15,14,0,0,0,100
UCL413003,8,9,12,12,6,12,0,7,0,71,171,209,613,484,536,478,93,10,0,2588,5,8,41,27,20,14,9,0,0,120,0,13,45,48,31,27,5,0,0,162,10,14,35,20,30,30,0,0,0,142,0,5,19,17,24,10,3,0,0,78,25,35,109,69,102,78,16,0,0,446,0,0,13,11,16,12,3,0,0,63,107,59,119,70,95,92,10,0,0,553,113,53,92,51,53,58,6,0,0,422,0,19,46,50,73,83,24,0,0,298,3,5,3,3,3,6,4,0,0,23,3,9,26,20,15,17,5,0,0,88,0,4,15,4,16,11,0,0,0,54,4,8,41,24,28,23,11,6,0,131,5,10,70,35,35,45,14,0,0,223,9,40,139,133,154,127,39,0,0,635,3,33,119,92,119,84,25,4,0,478,14,66,229,174,167,191,34,6,0,871,3,0,9,7,10,6,4,0,0,34
UCL413004,0,10,18,17,16,12,3,6,0,93,211,293,668,648,703,559,123,27,0,3241,21,44,137,112,116,103,46,15,0,589,0,0,22,22,19,8,4,0,0,80,22,22,65,63,64,57,11,5,0,303,0,4,17,16,17,14,6,0,0,74,34,69,142,118,128,83,21,0,0,600,3,6,33,31,30,34,6,3,0,154,159,66,173,152,140,122,29,0,0,839,126,79,86,76,54,48,12,0,0,478,0,10,35,46,72,86,17,9,0,280,7,3,10,6,5,7,0,0,0,37,3,3,19,22,22,15,4,0,0,102,0,9,12,10,9,23,0,0,0,64,6,18,45,66,58,34,8,4,0,231,4,17,32,41,44,43,17,6,0,196,3,16,70,73,81,65,15,0,0,315,0,29,123,155,133,99,33,3,0,576,21,94,222,179,240,232,39,0,0,1033,11,13,7,7,12,7,3,0,0,60
UCL413005,0,3,7,13,10,9,5,0,0,49,220,289,510,469,603,490,88,6,0,2688,0,9,7,4,16,8,3,7,0,55,3,8,33,33,35,21,5,0,0,129,40,74,144,145,206,163,13,0,0,791,3,14,37,16,15,23,4,0,0,109,23,43,91,60,78,57,15,6,0,366,3,6,4,21,23,11,13,0,0,77,129,85,121,102,133,91,18,0,0,678,134,48,62,40,57,41,14,0,0,392,3,14,35,30,47,54,17,0,0,203,0,8,15,3,7,3,0,0,0,26,0,9,12,11,8,16,5,0,0,57,0,9,5,13,3,3,0,0,0,35,0,6,19,10,16,13,3,0,0,68,3,20,30,44,52,44,13,0,0,209,4,18,57,51,77,49,13,0,0,271,5,45,102,78,100,86,25,0,0,432,19,117,235,184,232,250,30,0,0,1064,8,12,7,8,0,10,4,0,0,50
UCL413006,8,5,6,7,18,8,8,3,5,64,157,188,401,478,579,666,189,22,8,2675,6,10,10,15,19,30,29,8,3,128,0,3,11,14,19,11,0,0,0,57,21,17,22,32,40,59,18,0,0,208,0,0,9,14,17,13,5,0,0,61,18,35,85,105,100,115,33,4,0,491,0,0,12,16,21,23,3,0,0,74,93,78,109,110,120,117,40,9,0,672,137,86,91,77,74,67,22,3,0,557,0,6,14,17,21,43,21,0,0,132,6,0,7,9,5,6,13,0,0,43,0,5,6,16,17,23,13,9,0,81,0,0,6,6,13,24,21,0,0,75,0,8,25,50,36,55,34,8,0,216,3,13,42,48,61,76,18,0,0,260,0,10,30,50,72,62,14,0,0,238,3,23,67,77,109,94,35,5,0,413,9,43,175,200,233,319,77,8,0,1065,9,9,12,18,17,21,13,0,0,92
UCL414001,4,4,5,7,3,13,0,6,0,41,82,79,188,234,285,329,109,18,0,1320,3,3,3,16,27,9,13,8,0,83,0,0,19,9,9,9,0,0,0,42,14,8,17,17,26,25,21,4,0,132,0,3,5,3,9,4,5,0,0,38,6,15,45,50,48,67,27,3,0,259,5,0,6,4,3,18,6,0,0,44,38,36,46,52,68,47,22,4,0,320,60,19,39,54,36,25,17,0,0,241,0,4,6,12,27,34,13,0,0,89,0,0,4,0,0,6,3,0,0,11,0,0,3,4,11,8,7,0,0,36,0,0,4,7,7,13,3,0,0,43,0,0,21,23,23,27,18,3,0,127,3,5,16,13,33,31,10,0,0,112,0,5,17,27,34,25,7,0,0,119,0,6,25,40,36,43,16,0,0,170,8,25,61,69,108,153,39,0,0,463,0,0,5,8,6,10,7,0,0,35
UCL414002,6,0,7,5,15,6,0,0,0,37,76,114,306,288,322,193,43,5,0,1354,0,3,13,5,9,10,4,0,0,46,0,0,7,8,5,9,5,0,0,33,8,16,36,38,48,29,4,0,0,178,0,4,14,8,7,5,3,0,0,40,6,31,87,40,53,33,10,0,0,264,0,5,13,16,29,11,6,0,0,64,53,33,60,46,62,25,14,0,0,289,55,27,38,21,19,18,0,0,0,176,0,0,11,13,15,17,4,0,0,69,3,0,4,0,3,3,0,0,0,19,0,6,13,21,16,7,0,0,0,70,0,0,14,11,6,10,0,0,0,39,3,14,29,38,38,21,4,3,0,147,3,8,26,13,28,32,13,0,0,124,0,4,46,67,50,33,4,0,0,202,5,11,62,74,61,47,10,0,0,266,3,30,80,93,96,70,15,0,0,388,0,0,3,6,0,5,0,0,0,21
UCL414003,6,8,5,9,8,9,3,0,0,44,65,90,244,246,212,188,47,15,0,1097,9,28,85,67,60,53,33,10,0,347,0,0,0,3,0,6,0,0,0,9,9,46,136,132,88,47,14,0,0,475,0,0,8,6,3,6,0,0,0,24,9,24,49,33,17,22,6,4,0,166,0,0,21,12,16,15,6,3,0,82,44,30,41,55,44,54,12,0,0,274,40,21,24,29,17,13,6,0,0,144,0,7,12,10,17,18,3,0,0,64,0,3,6,5,0,3,0,0,0,20,0,0,14,9,7,5,0,0,0,33,0,0,5,3,4,4,0,0,0,12,0,4,18,16,9,14,3,0,0,69,0,9,12,9,8,14,0,0,0,63,0,4,12,9,25,23,0,0,0,79,0,7,47,40,23,21,5,0,0,159,4,5,53,62,54,52,18,0,0,258,0,0,3,0,0,3,0,0,0,15
UCL414004,0,0,8,9,7,0,0,6,0,27,108,128,252,312,315,262,49,3,0,1424,7,0,21,24,18,20,18,0,0,107,0,3,10,0,13,9,0,0,0,36,32,47,127,138,132,101,11,0,0,591,0,5,3,11,7,7,0,0,0,32,6,19,39,43,39,14,12,0,0,180,0,8,12,6,16,13,3,0,0,56,53,33,44,52,53,41,13,0,0,283,77,28,40,37,29,15,5,0,0,235,9,9,21,17,24,26,7,0,0,118,6,0,4,13,0,0,0,0,0,23,0,0,10,12,7,5,0,0,0,34,0,4,9,9,6,7,5,0,0,37,0,9,20,18,22,9,5,0,0,88,5,17,36,29,31,34,6,0,0,160,0,4,21,25,32,19,3,0,0,98,0,15,41,57,49,41,8,0,0,219,5,25,40,75,90,111,24,0,0,375,4,4,7,0,10,4,0,0,0,32
UCL414005,0,4,3,6,6,9,0,0,0,29,86,111,240,252,322,271,62,4,0,1345,9,14,22,20,27,36,11,7,0,146,0,0,15,11,15,7,0,0,0,45,6,20,32,42,38,46,7,4,0,193,0,0,13,8,13,10,0,0,0,38,5,32,59,60,55,34,11,0,0,252,6,5,12,6,17,18,0,0,0,62,43,40,57,38,48,36,12,0,0,288,60,23,28,26,29,9,0,6,0,185,3,0,18,19,34,15,3,0,0,95,0,5,4,9,3,5,0,0,0,23,0,0,13,10,16,5,3,0,0,49,0,0,9,0,3,0,3,0,0,25,0,8,9,20,29,24,9,3,0,101,3,3,23,21,31,21,8,0,0,106,0,0,15,33,38,37,7,0,0,134,0,13,33,39,36,52,13,0,0,194,3,30,79,89,121,118,20,0,0,454,3,5,5,7,3,4,3,0,0,32
UCL415001,0,0,0,4,0,0,6,0,0,10,35,25,80,109,133,87,33,3,0,510,0,5,7,11,11,7,5,0,0,56,0,0,0,12,8,3,3,0,0,28,11,11,29,56,74,48,16,0,0,252,0,0,0,0,5,5,0,0,0,11,0,5,11,20,6,4,0,0,0,49,0,4,8,4,7,0,0,0,0,21,14,12,6,17,17,19,4,0,0,88,27,8,22,5,16,12,0,0,0,92,0,0,3,6,10,9,0,4,0,27,0,0,0,0,6,6,0,0,0,9,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,9,8,11,9,3,0,0,40,0,3,11,12,5,16,3,0,0,45,0,0,0,12,9,10,0,0,0,33,0,3,13,18,21,13,6,0,0,72,0,3,14,25,29,32,13,0,0,120,6,0,3,8,6,0,0,0,0,20
UCL415002,7,0,4,3,6,6,0,0,0,23,85,116,215,225,240,121,16,0,0,1022,9,3,9,15,14,12,3,6,0,64,0,3,4,4,10,3,0,0,0,25,0,11,30,51,51,37,6,3,0,200,0,7,11,8,12,10,0,0,0,44,17,29,75,50,64,40,5,0,0,277,0,13,11,19,16,10,4,0,0,69,52,30,45,33,38,20,10,0,0,227,46,16,11,7,7,5,0,0,0,93,3,8,27,35,31,23,11,0,0,137,0,0,0,3,0,3,0,0,0,14,0,4,8,17,13,7,0,0,0,47,0,6,5,9,5,6,0,0,0,24,0,8,24,22,23,16,0,0,0,87,3,6,10,15,12,6,0,0,0,55,4,5,34,39,47,17,0,0,0,143,3,20,38,37,39,19,3,0,0,160,0,29,71,58,70,36,4,0,0,265,9,4,8,8,8,0,0,0,0,38
UCL415003,4,3,0,0,3,0,0,0,0,10,33,29,60,67,89,65,20,0,0,364,0,3,18,17,19,22,10,0,0,95,0,0,0,4,0,0,0,0,0,8,3,8,14,11,16,7,4,0,0,69,0,0,4,0,8,3,0,0,0,12,4,7,14,8,8,6,3,0,0,53,5,0,4,6,10,9,4,0,0,37,13,12,15,12,9,11,3,0,0,77,6,0,9,5,6,5,0,0,0,32,0,3,7,7,13,14,11,0,0,57,0,0,0,0,0,0,4,0,0,7,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,16,0,0,4,3,6,4,5,0,0,20,0,0,5,5,15,12,0,0,0,34,8,5,24,16,18,23,11,0,0,101,0,3,14,19,16,27,8,0,0,96,0,0,0,0,0,3,0,0,0,0
UCL415004,0,0,0,0,0,0,0,0,0,6,23,31,67,81,97,72,24,0,0,396,0,0,0,4,3,0,0,0,0,12,0,0,0,0,4,4,0,0,0,9,0,5,4,10,8,9,0,0,0,44,0,0,4,3,0,7,0,0,0,14,3,10,35,16,21,6,0,0,0,95,0,0,4,4,0,0,0,0,0,18,18,13,12,10,20,8,5,0,0,91,12,11,6,0,4,4,4,0,0,38,0,0,4,5,14,8,0,0,0,31,0,0,0,0,4,0,0,0,0,4,0,0,5,6,7,4,0,0,0,25,0,4,3,0,5,3,0,3,0,17,0,0,5,21,7,5,9,0,0,45,0,6,6,10,7,3,3,0,0,28,0,0,3,14,9,7,4,0,0,47,0,3,20,21,24,12,5,0,0,100,0,6,22,28,29,39,6,0,0,130,0,0,4,4,0,0,0,0,0,9
UCL415005,0,0,0,4,0,4,0,0,0,10,17,20,76,60,80,71,13,0,0,327,5,9,4,7,5,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,6,15,24,29,10,0,0,0,94,0,0,0,0,0,6,0,0,0,11,4,5,14,9,8,10,9,0,0,54,0,0,5,11,4,3,0,0,0,21,11,9,16,7,7,14,0,0,0,60,7,3,11,14,11,16,4,0,0,71,0,0,5,4,0,0,0,0,0,11,0,0,3,0,6,0,0,0,0,4,0,0,3,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,9,0,0,11,3,5,3,3,0,0,30,0,0,13,4,10,0,0,0,0,31,0,0,13,3,9,13,3,0,0,54,0,7,29,21,34,32,0,0,0,129,0,0,0,0,0,3,0,0,0,4
UCL415006,4,3,0,5,4,5,3,0,0,28,58,91,166,182,162,135,39,8,0,847,0,14,24,25,18,18,10,0,0,113,0,3,0,0,0,0,0,0,0,5,10,23,44,46,42,25,6,0,0,202,0,0,0,5,6,6,0,0,0,28,10,5,24,21,20,10,3,4,0,94,0,6,0,7,7,5,4,0,0,32,33,31,48,35,22,17,9,0,0,188,22,27,20,19,15,16,10,0,0,129,0,6,5,7,16,12,3,0,0,48,0,0,7,4,4,0,0,0,0,15,0,4,3,6,0,10,0,0,0,20,0,0,0,0,9,6,0,0,0,18,0,7,13,11,16,13,10,3,0,67,5,7,23,29,17,17,5,0,0,104,0,5,25,27,24,22,0,0,0,104,4,15,36,24,26,26,11,0,0,141,11,30,64,67,56,54,16,0,0,288,0,0,7,0,4,0,0,0,0,12
