UCL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
UCL315083,18,81,32,20,25,3,0,183,7,27,28,15,24,4,0,108,5,3,5,8,4,0,0,37,0,0,0,0,6,3,0,12,157,292,135,86,147,24,0,842
UCL315084,70,120,92,57,94,0,0,430,42,79,82,50,93,6,0,362,26,19,18,19,42,5,0,123,0,5,0,0,18,0,0,18,297,462,272,201,426,31,0,1678
UCL315085,50,123,62,40,90,23,0,389,45,74,48,50,105,26,0,339,22,29,24,16,58,38,0,195,9,7,3,0,16,50,0,86,373,631,299,242,615,269,0,2424
UCL315086,126,211,117,91,191,56,3,795,64,174,151,121,264,66,0,844,29,66,70,47,135,42,0,386,3,6,5,3,25,7,0,46,419,743,481,411,870,332,3,3257
UCL315087,66,164,102,60,41,0,0,437,36,92,64,68,33,4,0,302,16,25,27,23,26,0,0,116,3,4,6,0,16,0,0,26,493,679,409,270,287,9,0,2143
UCL315088,75,113,73,41,120,49,0,469,34,79,60,66,132,35,0,406,17,23,15,22,102,27,0,205,9,9,3,12,39,11,0,80,448,627,292,272,820,309,0,2769
UCL315089,61,93,38,24,105,34,0,362,31,85,33,31,109,24,0,316,17,22,16,13,63,24,0,157,5,3,0,0,19,15,0,45,400,542,198,157,625,248,0,2177
UCL315090,94,177,114,59,130,52,0,629,71,194,158,111,199,63,0,804,46,99,69,62,178,45,0,500,24,27,18,24,109,13,0,213,671,1069,614,419,1000,364,6,4142
UCL315091,72,61,23,14,102,27,0,290,27,30,3,9,57,9,0,140,6,5,4,0,22,11,0,53,0,0,0,0,10,0,0,12,463,438,140,121,725,199,6,2083
UCL315092,76,141,82,58,106,31,0,502,73,179,128,114,192,49,0,742,52,71,49,64,142,32,0,410,9,16,9,4,47,22,0,104,309,530,336,282,605,201,3,2265
UCL315093,25,35,17,14,52,5,0,150,19,42,24,26,71,14,0,187,11,20,22,21,52,5,0,138,5,3,0,5,33,0,0,50,146,183,93,107,269,40,0,841
UCL315094,73,105,72,54,88,11,4,412,49,122,88,71,158,11,0,500,18,48,22,39,73,21,0,216,3,0,0,0,11,3,0,30,319,505,286,252,492,82,4,1944
UCL315095,47,86,36,18,59,20,3,266,31,48,37,13,82,27,0,242,7,20,26,23,62,19,0,162,5,9,14,0,40,12,0,74,357,383,180,125,626,265,81,2017
UCL315096,58,116,69,43,91,38,0,410,34,68,48,34,78,17,0,275,17,13,21,10,48,10,0,123,9,6,0,3,21,8,0,47,503,716,300,248,623,226,0,2614
UCL315097,36,70,31,16,37,11,0,193,28,45,29,19,42,8,0,174,0,14,6,10,22,0,0,61,0,0,5,0,10,0,0,15,322,424,176,122,330,79,0,1454
UCL315098,76,130,65,29,112,81,0,493,22,46,26,6,39,12,0,159,3,3,0,0,21,5,0,43,0,0,0,0,6,0,0,5,647,901,316,228,834,558,0,3481
UCL315099,68,114,54,29,72,8,0,334,26,65,56,28,52,8,0,227,15,25,9,9,28,0,0,82,4,3,3,0,7,0,0,10,667,830,384,238,570,64,0,2755
UCL315100,32,47,21,18,46,7,0,175,23,38,20,21,52,26,0,173,11,3,8,14,25,6,0,63,0,0,0,0,8,4,0,8,204,251,131,109,268,88,0,1048
UCL315101,43,94,50,17,34,0,0,237,11,35,27,20,29,3,0,132,10,11,10,4,8,0,0,47,0,0,0,4,5,0,0,12,259,409,236,131,237,27,0,1301
UCL315102,40,70,39,20,55,31,0,254,25,76,36,57,76,20,0,292,23,32,26,30,85,31,0,237,3,8,0,9,49,11,0,89,261,368,193,191,415,146,0,1569
UCL315103,71,101,50,26,51,29,7,325,45,102,58,32,104,27,0,368,21,28,21,19,35,15,0,133,0,0,0,0,15,0,0,15,257,385,186,111,326,169,77,1514
UCL315104,53,114,50,31,77,47,0,376,38,59,68,61,99,25,0,353,8,22,26,22,66,3,0,150,11,5,3,3,60,4,0,79,317,477,246,229,511,1524,3,3307
UCL315105,69,87,85,50,51,23,0,360,80,162,115,88,174,21,0,639,23,49,43,40,66,18,0,247,3,5,0,5,16,0,0,36,276,401,284,205,363,90,8,1625
UCL315106,22,54,22,12,41,6,0,158,16,31,18,22,26,9,0,117,5,5,0,6,20,4,0,37,3,0,0,6,4,0,0,8,261,442,156,149,291,51,0,1343
UCL315107,40,101,43,25,69,14,0,291,25,70,33,37,61,10,0,236,18,28,15,13,30,4,0,112,4,4,0,0,13,5,0,32,371,592,260,200,476,113,5,2022
UCL315108,69,4,5,7,16,4,0,101,38,3,0,0,6,3,0,51,3,0,0,0,0,0,0,11,5,0,0,0,0,0,0,3,579,62,35,47,105,34,0,864
UCL315109,36,60,42,21,25,20,0,204,20,67,60,43,38,18,0,253,10,16,28,24,24,10,0,113,0,8,6,3,13,0,0,28,171,288,189,128,172,62,56,1077
UCL321001,12,19,14,13,26,4,0,86,7,19,16,21,29,0,0,91,0,5,9,11,22,3,0,40,5,4,0,0,0,0,0,9,67,99,65,70,162,31,0,490
UCL321002,26,30,21,18,24,8,0,117,15,40,16,18,41,13,0,139,5,17,10,12,48,5,0,93,8,7,3,0,35,4,0,60,100,172,84,83,205,54,0,689
UCL321003,11,27,16,12,23,11,0,91,6,22,19,19,20,13,0,104,3,10,8,6,15,8,0,52,0,0,0,0,0,0,0,4,75,121,72,56,98,65,5,496
UCL321004,16,18,15,8,17,14,0,88,3,13,9,14,19,7,0,59,0,3,9,8,16,9,0,41,0,3,5,0,8,0,0,14,69,111,57,56,91,56,0,439
UCL321005,15,19,18,6,16,4,0,77,9,16,17,21,31,8,0,100,4,16,3,6,15,3,0,52,3,0,0,0,0,0,0,3,105,172,73,72,110,56,0,585
UCL321006,7,12,10,4,16,4,0,54,5,9,3,3,6,3,0,30,0,3,8,0,3,0,0,9,0,0,0,0,0,0,0,0,68,109,54,67,108,31,0,439
UCL321007,24,51,24,6,38,39,0,186,13,19,11,16,34,36,0,132,6,7,3,6,15,28,0,64,0,0,0,0,0,0,0,3,199,292,118,107,336,232,3,1292
UCL321008,37,57,39,33,50,19,3,233,18,55,53,54,64,26,0,264,8,19,21,19,34,16,0,120,3,0,0,0,0,0,0,9,132,211,149,139,225,105,3,960
UCL321009,44,76,22,13,41,21,0,216,27,49,33,9,60,26,0,194,13,15,18,8,57,20,0,131,10,9,0,3,10,4,0,41,219,333,123,82,284,131,5,1180
UCL321010,17,29,15,7,47,4,0,119,8,16,19,9,37,4,0,89,7,5,11,3,22,5,0,49,0,0,0,5,0,0,0,9,120,153,76,63,204,44,11,671
UCL321011,13,26,20,15,29,5,0,111,8,23,9,18,14,4,0,71,0,7,0,9,5,0,0,31,0,0,0,3,0,0,0,0,117,171,91,82,104,8,0,569
UCL321012,15,23,10,13,27,13,0,95,14,47,17,13,42,14,0,146,7,4,18,9,44,23,0,110,0,4,0,0,22,3,0,30,96,126,68,56,183,78,0,616
UCL321013,15,47,23,16,20,6,0,128,11,29,27,22,19,7,0,116,5,12,13,12,17,0,0,59,4,0,0,0,0,0,0,0,108,188,124,83,99,41,0,644
UCL321014,7,21,7,12,8,3,0,51,7,4,12,7,8,0,0,36,3,6,0,0,5,0,0,16,0,0,0,0,0,0,0,0,61,114,49,55,82,17,0,382
UCL321015,28,40,20,28,49,17,0,184,24,44,23,27,88,13,0,219,15,19,7,3,55,23,0,115,3,0,0,9,23,21,0,55,171,247,90,93,293,97,0,985
UCL321016,10,20,16,15,27,5,0,90,16,32,22,28,51,14,0,163,6,9,8,12,35,8,0,79,0,0,0,5,7,6,0,19,72,101,60,78,168,65,0,541
UCL321017,28,73,41,23,18,8,0,181,16,40,25,22,13,3,0,126,13,14,15,11,12,5,0,67,3,0,0,0,4,0,0,6,159,244,165,93,88,29,0,773
UCL321018,13,27,7,7,25,0,0,84,8,17,13,23,26,13,0,99,6,6,3,6,12,0,0,37,0,0,0,0,6,0,0,4,83,153,74,83,125,31,4,548
UCL321019,15,47,21,8,32,0,0,123,12,15,18,8,20,0,0,73,0,3,6,0,10,0,0,20,0,0,0,0,3,0,0,4,129,220,120,74,164,12,0,725
UCL321020,16,53,34,4,29,6,0,145,11,25,24,22,29,0,0,110,3,8,3,0,23,5,0,53,0,0,0,0,4,0,0,9,133,197,106,65,166,22,0,697
UCL321021,19,32,24,11,15,22,0,125,16,29,13,18,22,8,0,100,6,10,8,18,7,6,0,52,0,0,0,0,8,0,0,9,94,150,91,77,94,87,0,596
UCL321022,10,24,16,4,4,10,0,76,9,20,7,12,16,3,0,65,0,4,0,11,7,0,0,21,0,0,0,0,3,0,0,6,105,127,96,61,82,50,0,519
UCL321023,24,36,21,12,31,10,0,129,9,25,22,20,35,17,0,125,6,6,3,7,16,8,0,45,0,4,3,0,8,4,0,18,101,149,85,55,162,67,0,627
UCL321024,13,19,8,9,24,0,0,71,0,22,8,4,16,0,0,49,4,4,3,0,14,3,0,30,0,0,0,0,0,0,0,8,80,116,56,45,119,15,0,424
UCL321025,31,43,23,19,19,5,0,144,13,38,31,20,27,10,0,134,9,11,0,11,17,6,0,49,0,0,0,0,4,0,0,9,89,139,73,71,90,21,0,489
UCL321026,14,20,12,14,13,3,0,76,6,18,17,11,19,11,0,72,3,8,0,8,7,4,0,29,0,0,0,0,0,0,0,7,67,130,55,54,75,29,0,412
UCL321027,25,43,9,8,19,9,0,117,10,22,17,10,17,0,0,79,7,10,13,8,20,0,0,50,5,0,0,0,3,0,0,9,141,199,93,58,113,47,0,654
UCL321028,15,25,13,13,28,13,0,111,12,24,18,19,30,13,0,120,0,8,4,3,16,9,0,42,3,0,0,0,4,0,0,12,130,169,83,94,171,126,9,770
UCL321029,23,68,28,20,34,14,0,200,22,66,50,38,54,5,0,234,8,20,16,13,21,10,0,89,5,5,11,0,0,3,0,20,108,219,133,91,143,44,0,747
UCL321030,12,27,19,17,23,0,0,94,9,14,11,13,23,0,0,72,0,6,0,6,14,3,0,35,0,0,0,0,5,0,0,10,80,111,52,62,115,16,0,429
UCL321031,23,48,28,20,29,11,0,159,13,44,14,20,24,6,0,119,10,12,6,16,14,3,0,51,0,0,0,0,5,0,0,9,118,254,117,105,149,61,0,812
UCL321032,37,95,72,49,48,6,4,311,33,64,64,33,54,5,0,248,11,28,19,13,36,4,0,109,0,0,0,0,3,0,0,12,288,436,279,181,296,74,4,1560
UCL321033,17,65,22,16,38,11,0,162,16,24,31,22,22,15,0,130,3,8,9,3,16,6,0,45,0,0,0,0,4,0,0,5,129,268,127,89,156,61,0,821
UCL321034,23,42,15,14,66,23,0,180,28,25,16,14,68,22,0,167,13,7,0,3,44,7,0,84,4,4,4,0,21,0,0,34,140,213,92,57,387,88,3,980
UCL321035,37,90,58,43,82,8,0,324,29,53,54,51,82,10,0,288,12,17,21,18,39,3,0,109,0,3,0,0,7,0,0,14,234,390,247,204,408,76,0,1554
UCL321036,17,31,30,20,26,3,0,114,9,23,16,22,24,3,0,98,3,6,4,8,15,0,0,33,0,0,0,0,0,0,0,5,147,219,130,92,171,38,0,806
UCL321037,20,22,22,9,27,17,0,115,8,30,24,21,38,11,0,128,4,8,7,4,24,4,6,51,0,3,0,0,3,0,0,15,91,171,93,58,155,71,3,635
UCL321038,25,81,37,19,37,4,0,200,39,67,42,32,63,9,0,247,10,13,24,10,39,5,0,109,5,0,0,0,10,0,0,14,171,264,137,93,200,32,0,909
UCL321039,27,48,47,31,27,9,0,188,20,59,45,44,29,10,0,207,12,29,29,23,26,5,0,111,0,9,5,7,17,0,0,40,135,238,182,136,145,35,13,881
UCL321040,14,42,34,18,26,3,0,135,8,16,15,13,0,0,0,68,0,5,8,4,7,0,0,30,0,0,0,0,4,0,0,5,98,166,85,70,84,21,0,529
UCL321041,29,33,22,23,34,22,0,161,23,29,29,32,55,24,0,192,3,21,5,19,36,19,0,104,0,4,3,6,19,7,0,43,127,165,105,103,265,120,35,928
UCL321042,15,25,10,14,22,6,0,94,5,14,10,11,15,5,0,62,5,8,3,3,20,0,0,40,0,3,0,0,0,0,0,9,102,153,59,51,139,24,0,529
UCL321043,15,32,30,23,25,3,0,128,13,14,15,9,18,0,0,69,7,6,8,7,10,0,0,35,0,0,0,0,0,0,0,4,136,158,93,73,113,17,0,582
UCL321044,52,99,68,62,122,53,0,464,43,86,65,78,102,43,0,424,8,23,19,17,50,19,0,137,0,5,5,0,7,0,0,14,238,351,250,239,441,207,3,1727
UCL321045,16,48,27,18,14,11,0,128,13,23,15,13,18,0,0,81,0,4,4,8,10,0,0,24,0,0,0,0,0,0,0,3,171,271,112,99,108,42,0,810
UCL321046,22,23,25,14,15,0,0,95,14,20,16,19,25,0,0,90,5,12,7,8,12,5,0,53,3,0,0,0,4,0,0,8,112,137,64,54,102,8,0,476
UCL321047,18,31,17,10,18,8,0,107,11,23,17,15,36,6,0,112,7,12,5,8,14,3,0,58,4,0,0,0,7,0,0,8,122,154,79,72,138,34,0,590
UCL321048,7,28,13,11,20,8,0,93,0,27,15,8,29,10,0,88,5,11,10,4,13,14,0,56,0,3,0,3,5,0,0,14,69,106,68,48,117,62,0,467
UCL321049,15,27,6,5,19,0,0,77,13,7,6,5,10,3,0,40,0,8,7,3,14,0,0,30,0,0,0,0,0,0,0,0,82,124,39,58,74,30,0,400
UCL321050,13,27,22,10,29,9,0,107,6,17,9,9,17,18,0,75,3,5,0,7,23,3,0,41,0,0,0,0,8,0,0,11,114,163,67,62,133,82,0,625
UCL321051,24,55,31,23,40,15,0,183,14,33,37,22,42,17,0,162,7,16,17,15,30,5,0,96,0,0,0,0,26,4,0,38,116,180,117,93,224,110,0,842
UCL321052,18,14,4,6,20,5,0,62,4,4,4,9,9,0,0,32,0,6,6,0,0,0,0,9,0,0,0,0,3,0,0,3,122,105,50,112,150,37,0,581
UCL321053,9,17,0,0,28,3,0,69,3,3,6,0,11,0,0,28,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,99,108,30,37,135,28,0,443
UCL321054,29,72,46,13,27,9,0,200,28,49,30,19,54,19,0,209,9,14,6,5,13,6,3,56,0,3,0,0,3,0,0,6,117,226,120,51,159,64,9,744
UCL321055,32,49,22,16,47,38,0,198,31,53,25,27,70,42,0,248,5,15,8,12,33,7,0,79,0,0,4,0,15,7,0,29,154,239,104,72,310,182,0,1063
UCL321056,23,29,9,10,33,11,0,119,12,24,11,8,29,8,0,96,4,8,8,11,28,10,0,75,0,0,0,0,13,3,0,29,89,143,71,61,195,61,0,624
UCL321057,18,45,13,13,28,15,0,129,7,26,13,21,35,15,0,118,3,11,10,12,34,13,0,89,0,4,4,0,28,8,0,39,75,127,59,90,180,79,0,610
UCL321058,19,40,19,3,20,10,0,114,7,25,27,29,26,14,0,134,3,11,6,8,21,8,0,63,0,3,0,5,9,3,0,20,134,187,115,81,180,69,0,773
UCL321059,23,56,41,20,21,3,0,165,10,35,34,31,25,5,0,132,5,11,9,3,14,0,0,41,0,0,0,0,3,0,0,9,180,294,170,106,139,27,3,919
UCL321060,15,32,13,17,33,4,0,115,11,19,12,28,34,4,0,122,13,12,5,9,31,4,0,82,4,3,0,0,27,0,0,38,86,135,64,78,189,36,0,588
UCL321061,36,55,28,11,43,7,0,178,42,42,43,40,83,15,0,273,19,31,20,7,42,16,0,137,0,4,0,0,13,0,0,17,150,213,116,86,228,61,0,856
UCL321062,24,6,3,16,9,24,0,85,14,6,4,14,6,8,0,53,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,267,65,50,138,83,164,0,770
UCL321063,27,55,35,25,20,0,0,162,10,35,33,36,21,6,0,135,6,14,14,12,8,3,0,64,4,0,0,0,3,3,0,11,151,233,138,119,117,38,0,791
UCL321064,27,64,16,16,43,19,0,187,43,57,39,23,85,20,0,256,10,14,19,17,34,12,0,106,0,0,0,0,10,3,0,18,131,193,104,71,214,98,0,811
UCL321065,40,64,35,21,52,11,0,218,17,35,32,35,51,3,0,168,16,25,9,9,37,10,0,102,0,3,0,0,6,0,0,15,189,259,141,127,261,54,0,1033
UCL321066,12,39,20,16,31,5,0,121,12,32,15,25,37,6,0,127,9,12,15,11,15,0,0,61,0,8,0,0,5,0,0,19,75,121,58,60,115,34,6,465
UCL321067,16,6,8,3,9,3,0,46,10,0,8,3,6,6,0,33,0,0,3,0,4,3,0,13,0,0,0,0,6,0,0,6,128,81,65,27,78,48,0,434
UCL321068,23,33,21,12,9,3,0,106,5,19,11,13,23,5,0,73,6,6,7,5,9,0,0,35,0,4,0,0,6,0,0,11,124,200,109,63,106,34,0,638
UCL321069,31,53,28,35,29,7,3,178,22,70,47,34,26,13,0,212,10,31,40,20,27,10,0,137,0,6,3,4,9,0,0,23,139,243,175,119,139,64,4,874
UCL321070,17,31,20,10,18,7,0,91,9,27,19,12,17,0,0,85,0,5,8,4,8,6,0,36,0,0,0,0,3,5,0,8,89,182,93,58,87,32,0,541
UCL321071,14,26,19,9,10,0,0,83,14,15,6,22,15,9,0,77,0,9,10,8,6,3,0,39,0,0,0,0,0,0,0,3,85,140,75,67,86,30,0,479
UCL321072,19,22,18,15,16,0,0,91,10,11,17,27,7,9,0,81,0,8,6,3,10,0,0,21,0,0,0,0,3,0,0,10,126,178,97,92,110,27,0,638
UCL321073,49,66,47,20,52,18,0,250,56,84,48,27,69,10,0,299,27,35,25,9,44,7,0,139,4,5,4,0,6,0,0,16,254,305,168,100,253,99,21,1197
UCL321074,19,28,13,10,32,7,0,108,19,26,18,20,46,10,0,138,3,8,5,14,23,11,0,63,0,3,0,0,13,6,0,18,98,159,72,64,202,84,0,682
UCL321075,15,45,25,12,23,3,0,134,10,26,17,19,16,0,0,91,7,4,0,0,9,0,0,32,0,0,0,0,4,0,0,10,181,271,135,107,159,32,0,883
UCL321076,11,27,0,0,12,28,0,80,6,12,0,0,7,12,0,32,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,81,164,20,13,123,207,0,609
UCL321077,17,17,6,5,32,66,0,146,8,10,4,0,16,25,0,65,3,4,0,0,8,0,0,17,0,0,0,0,0,0,0,0,83,111,33,35,120,479,0,866
UCL321078,8,29,20,10,26,5,0,106,14,16,9,18,40,0,0,108,0,9,0,4,12,3,0,25,0,0,0,0,3,0,0,5,85,114,66,56,146,16,0,484
UCL321079,44,51,14,9,64,18,0,197,9,47,17,14,50,24,0,165,8,9,7,3,14,13,0,61,0,0,0,0,0,4,0,3,223,279,87,77,351,165,8,1188
UCL321080,34,66,36,39,47,45,0,262,22,42,32,35,54,24,0,209,11,17,9,17,17,8,0,82,7,0,0,0,10,0,0,10,245,381,191,162,261,754,0,2002
UCL321081,18,35,14,13,11,0,0,91,8,15,7,12,15,5,0,55,0,6,6,12,3,0,0,27,3,0,0,0,0,0,0,6,82,139,56,61,68,12,0,429
UCL321082,12,23,13,20,17,6,0,93,9,14,12,22,29,3,0,92,4,9,10,7,9,0,0,33,4,0,0,0,6,0,0,4,92,125,76,74,96,12,0,473
UCL321083,23,75,28,21,37,8,0,193,19,30,21,39,39,3,0,155,14,15,11,14,31,4,0,85,0,3,0,0,5,0,0,15,235,343,149,151,278,66,0,1215
UCL321084,39,84,46,16,30,17,3,241,18,56,45,18,29,14,0,176,5,22,22,18,6,7,0,82,5,3,5,0,4,0,0,20,193,319,151,86,138,100,7,997
UCL321085,18,44,39,27,25,4,0,162,17,58,69,49,60,13,0,261,3,17,12,7,15,6,0,65,0,0,0,0,3,0,0,6,54,152,125,91,128,30,0,586
UCL321086,7,11,10,17,3,14,0,62,4,4,6,4,4,15,0,33,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,44,89,108,116,32,127,0,510
UCL321087,17,43,24,10,4,0,0,90,14,28,21,11,9,0,0,86,7,12,15,4,5,3,0,52,3,0,0,0,4,0,0,5,109,154,79,43,59,39,0,488
UCL321088,23,45,12,25,33,17,0,145,16,32,22,20,66,28,0,187,8,23,6,14,27,9,0,79,0,5,0,0,15,3,0,29,99,190,71,87,215,100,0,760
UCL321089,19,43,25,16,39,18,0,162,29,42,24,25,45,23,0,190,6,16,0,11,33,12,0,78,5,0,0,0,6,4,0,18,64,145,84,68,146,86,0,601
UCL321090,15,34,13,5,6,0,0,75,9,30,24,21,17,8,0,111,16,19,30,13,23,0,0,96,5,8,0,0,11,4,0,31,125,209,125,69,97,27,0,653
UCL321091,24,44,13,17,31,19,0,146,19,35,27,34,78,25,0,224,9,5,14,14,32,12,0,86,0,0,0,3,3,0,0,13,84,124,75,87,189,90,0,647
UCL321092,19,25,19,17,19,8,0,120,11,20,19,20,35,16,0,128,9,22,12,14,27,12,0,95,0,0,0,0,0,4,0,6,78,114,76,65,115,72,0,519
UCL321093,16,23,22,15,29,4,0,111,12,24,16,32,21,3,0,112,5,16,6,9,20,0,0,58,0,0,0,0,8,3,0,9,98,138,71,80,134,23,0,560
UCL321094,9,30,13,9,21,0,0,89,7,40,19,11,22,7,0,104,5,13,5,4,11,0,0,46,3,0,0,0,5,3,0,16,89,159,78,53,122,12,0,511
UCL321095,32,67,38,24,31,13,0,205,32,70,32,26,57,19,0,239,7,17,18,17,19,9,0,91,0,5,0,4,11,0,0,14,177,284,139,100,170,69,0,938
UCL321096,20,30,18,15,28,14,0,125,12,13,15,8,26,8,0,79,10,9,8,9,20,16,0,77,0,4,0,0,22,0,0,27,136,150,73,60,152,79,0,645
UCL321097,23,52,18,13,31,4,0,145,6,30,12,20,32,0,0,91,6,14,11,10,15,0,0,51,0,0,0,0,7,5,0,8,136,225,112,82,182,27,0,765
UCL321098,12,23,10,10,22,0,0,75,9,11,9,9,8,0,0,49,3,9,3,0,11,0,0,26,0,0,0,0,6,0,0,8,90,104,59,46,101,3,0,403
UCL321099,23,17,10,11,32,10,0,101,0,12,16,11,36,8,0,91,4,4,5,3,17,5,0,38,0,0,3,0,18,5,0,24,94,111,77,62,178,75,0,603
UCL321100,10,14,10,10,15,11,0,63,8,12,6,7,14,8,0,62,7,8,7,6,34,9,0,70,0,0,0,0,14,0,0,22,77,94,40,57,138,57,0,452
UCL321101,17,21,12,13,27,10,0,108,12,16,20,20,38,11,0,111,0,7,13,11,39,12,0,80,3,4,5,3,19,4,0,37,84,132,68,72,187,51,0,591
UCL321102,18,37,16,11,14,6,0,108,4,19,14,16,23,0,0,73,7,0,4,4,19,0,0,38,0,0,0,0,0,0,0,0,122,181,79,59,132,16,0,596
UCL321103,20,62,33,24,39,8,0,188,19,32,17,24,44,8,0,139,5,13,10,3,29,3,0,63,3,0,0,0,12,4,0,11,140,252,121,94,201,54,0,860
UCL321104,27,30,15,5,31,4,0,109,4,5,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,192,70,75,152,49,0,679
UCL321105,34,72,45,32,22,4,0,216,32,46,45,49,39,10,0,227,10,23,20,22,23,5,0,109,4,6,4,0,11,0,0,19,222,339,191,157,181,67,0,1158
UCL321106,40,34,21,18,39,12,0,164,20,46,46,27,57,12,0,196,11,10,8,13,40,6,0,100,3,0,3,0,17,4,0,30,206,252,135,110,282,101,106,1182
UCL321107,29,51,21,19,25,9,0,151,20,29,10,27,36,9,0,122,13,15,9,19,22,3,0,74,0,7,0,0,11,4,0,19,140,159,64,89,115,36,0,606
UCL321108,14,22,10,8,22,3,0,77,13,15,7,12,27,12,0,78,5,6,6,5,9,3,0,28,0,0,0,0,5,0,0,10,83,108,42,42,115,49,0,437
UCL321109,48,54,18,15,68,50,0,251,31,42,25,21,78,84,0,280,14,18,8,6,33,25,0,102,6,6,0,0,9,0,0,20,203,247,83,66,273,247,0,1139
UCL321110,24,52,26,16,11,4,0,138,16,48,41,34,35,3,0,182,7,22,21,18,14,3,0,95,3,5,3,5,13,0,0,22,156,213,129,126,105,37,0,764
UCL321111,28,48,19,10,18,15,0,130,16,48,47,35,37,7,4,183,16,15,14,9,23,0,0,68,4,4,0,5,8,0,0,13,108,193,123,79,159,66,4,736
UCL321112,34,11,3,0,15,0,0,70,21,6,0,0,5,3,0,36,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,315,100,24,11,154,47,0,653
UCL321113,22,25,16,10,44,15,0,133,6,17,9,9,37,15,0,95,3,5,0,3,11,0,0,22,0,0,0,0,3,0,0,3,94,108,66,42,167,76,3,552
UCL321114,21,24,18,14,43,18,0,140,21,34,27,28,57,17,0,187,8,13,12,25,43,22,0,126,4,5,3,0,13,6,0,24,137,140,94,99,244,97,0,816
UCL322001,8,18,16,11,11,4,0,68,0,9,12,6,8,0,0,40,0,0,7,3,3,0,0,15,0,0,0,0,0,0,0,0,42,91,55,35,36,20,0,278
UCL322002,9,14,5,3,15,0,0,47,0,3,3,8,11,3,0,35,0,0,0,4,9,5,0,23,0,0,0,0,5,3,0,8,42,56,18,27,69,22,0,235
UCL322003,6,20,4,7,5,3,0,53,10,17,11,12,24,3,0,92,0,5,3,6,18,6,0,33,0,0,0,4,0,0,0,5,29,63,27,32,61,19,0,229
UCL322004,11,25,21,9,12,10,0,84,15,26,23,8,25,5,0,107,9,9,5,12,11,9,0,54,0,0,0,0,0,0,0,5,67,120,65,41,79,51,0,422
UCL322005,4,14,8,7,9,5,0,48,4,11,6,8,19,0,3,57,6,3,0,8,14,0,0,27,0,0,0,4,0,0,0,0,26,68,30,31,73,12,3,243
UCL322006,13,35,16,0,14,4,0,88,17,38,23,8,19,3,0,103,11,15,10,4,16,0,0,65,3,0,4,0,3,0,0,9,56,113,58,22,73,21,0,339
UCL322007,21,17,8,9,16,18,0,77,7,11,9,3,20,5,0,51,0,0,5,4,17,5,0,29,3,0,0,0,3,4,0,16,63,62,26,37,84,36,0,312
UCL322008,0,8,12,0,3,0,0,23,0,5,11,3,9,0,0,28,0,0,3,0,6,3,0,20,0,0,0,0,0,0,0,0,25,43,38,22,32,12,0,169
UCL322009,12,15,5,6,15,4,0,55,9,7,3,0,4,7,0,30,0,0,6,4,13,10,0,32,0,0,3,0,3,3,0,8,53,59,40,20,65,36,0,281
UCL322010,12,20,23,11,27,18,0,106,7,16,17,19,33,16,4,107,0,0,5,13,14,4,0,36,0,0,0,0,4,0,0,3,46,62,56,43,97,42,4,359
UCL322011,14,38,27,11,9,3,0,98,11,24,20,12,20,0,0,74,8,3,4,0,4,0,0,23,0,0,0,0,0,0,0,3,62,127,74,46,61,20,0,383
UCL322012,11,22,3,5,5,11,0,57,7,19,8,5,17,10,0,74,3,11,6,8,23,4,0,61,4,0,0,0,8,0,0,13,53,82,37,31,70,32,19,326
UCL322013,9,21,10,7,9,7,0,59,4,7,7,11,4,0,0,34,3,3,9,4,4,0,0,20,0,0,0,0,0,0,0,0,65,114,62,45,46,23,0,357
