UCL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
UCL321024,54,0,0,0,0,54,118,0,0,0,0,122,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,185,0,0,0,0,189
UCL321025,140,0,0,0,0,143,59,0,0,0,0,59,21,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,40,0,0,0,0,0,5,7,0,0,0,0,13,238,3,6,0,0,249
UCL321026,76,0,0,0,0,75,81,0,0,0,0,81,37,3,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,41,3,6,0,0,50,5,0,0,0,0,5,7,0,0,0,0,7,200,6,6,0,0,212
UCL321027,74,0,0,17,0,90,120,0,0,0,0,131,42,10,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,0,55,7,11,0,0,70,7,0,0,0,0,7,13,0,5,0,0,17,274,16,13,15,0,315
UCL321028,70,0,0,25,0,98,92,0,0,3,0,95,53,8,0,0,0,64,13,0,3,0,0,16,0,0,0,0,0,0,23,0,0,0,0,23,19,7,0,5,4,34,0,0,0,0,0,0,114,18,3,5,4,142,6,0,0,0,3,11,51,12,0,3,0,70,336,27,12,38,8,416
UCL321029,220,0,0,0,0,220,96,0,0,0,0,103,39,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,88,6,0,0,0,0,6,24,0,0,0,0,24,432,0,4,0,0,436
UCL321030,82,0,0,0,0,82,83,0,0,0,0,83,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,4,0,0,0,0,4,199,0,0,0,0,199
UCL321031,149,0,0,0,0,146,170,0,0,0,0,173,36,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55,3,0,0,0,0,3,31,0,0,0,0,31,409,0,0,0,0,409
UCL321032,266,0,0,0,0,267,293,0,0,4,0,300,22,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,0,0,55,0,0,0,3,58,7,0,0,0,0,14,27,0,0,0,0,27,651,0,5,4,6,668
UCL321033,116,0,0,0,0,121,175,4,0,0,0,182,38,15,10,0,0,69,0,0,0,0,0,0,5,0,0,0,0,12,12,7,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,67,23,18,0,0,101,4,0,0,0,0,4,28,4,0,0,0,28,389,25,22,0,0,434
UCL321034,174,0,0,26,0,198,50,0,0,0,0,53,3,0,0,0,0,5,58,15,0,0,0,68,5,10,0,0,0,17,72,0,0,0,0,75,31,0,0,5,0,43,3,0,0,0,0,3,180,28,4,6,0,213,16,0,4,5,0,25,20,0,0,14,0,31,440,24,7,46,0,518
UCL321035,256,0,0,19,0,276,318,0,0,17,0,334,36,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,3,0,84,5,0,0,0,0,13,46,0,0,0,0,46,709,0,0,37,0,745
UCL321036,95,0,0,0,0,95,212,0,0,0,3,219,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,24,0,0,0,0,0,0,24,0,0,0,0,24,351,0,0,0,3,355
UCL321037,118,0,0,7,0,127,68,0,0,0,0,68,20,0,0,0,0,21,19,0,0,0,0,16,18,3,3,0,0,21,26,0,0,0,0,29,4,0,0,0,0,5,0,0,0,0,0,0,82,3,7,3,0,102,8,0,0,0,0,7,23,0,0,0,0,30,302,3,8,13,5,334
UCL321038,153,0,0,71,0,229,104,0,0,0,0,104,68,0,8,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,31,3,0,0,10,0,9,0,0,0,0,0,0,103,0,11,10,0,118,3,0,0,4,0,6,11,0,0,0,0,15,377,0,14,81,0,475
UCL321039,214,0,0,0,0,215,135,0,3,0,6,141,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,57,5,0,0,0,0,5,13,0,0,0,0,11,419,0,7,0,6,432
UCL321040,88,0,0,0,0,88,127,0,0,0,0,127,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,28,5,0,0,0,0,5,12,0,0,0,0,10,250,0,4,0,0,253
UCL321041,129,3,0,19,0,154,53,0,0,3,0,56,49,5,7,0,0,59,0,11,0,0,0,16,0,6,0,0,0,6,43,3,0,0,3,51,8,0,0,10,0,17,3,0,0,0,0,5,104,27,7,9,3,149,6,3,0,0,0,10,35,5,0,20,0,55,323,38,7,52,3,422
UCL321042,82,0,0,0,0,82,97,0,0,0,0,99,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,12,0,0,0,0,12,235,0,0,0,0,235
UCL321043,83,0,0,0,0,85,113,0,0,0,0,113,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,3,0,0,0,0,3,12,0,0,0,0,12,224,0,0,0,0,228
UCL321044,492,0,0,15,0,509,253,0,0,0,0,249,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,6,0,0,0,0,6,0,0,0,0,0,0,70,0,0,0,0,70,18,0,0,0,0,18,93,0,0,3,0,93,925,0,0,18,0,947
UCL321045,80,0,0,0,0,80,254,0,0,0,0,254,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,22,0,0,0,0,22,371,0,0,0,0,371
UCL321046,124,0,0,0,0,124,74,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,203,0,0,0,0,203
UCL321047,107,0,0,4,0,108,116,0,0,0,0,120,23,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,30,5,0,4,0,0,7,0,0,0,0,0,0,53,3,6,0,0,61,0,0,0,0,0,4,18,0,0,0,0,16,301,3,3,3,0,310
UCL321048,97,0,0,9,0,110,35,0,0,0,0,35,28,4,6,0,0,33,0,0,3,0,0,4,0,0,4,0,0,4,20,0,7,0,0,24,3,0,0,3,0,10,0,0,0,0,0,0,58,6,16,3,0,79,3,0,0,0,0,3,22,0,0,3,0,27,212,7,19,15,0,249
UCL321049,51,0,0,0,0,51,110,0,0,0,0,112,9,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,20,0,0,0,0,0,0,17,0,0,0,0,16,194,3,0,0,0,208
UCL321050,71,0,0,0,0,71,95,0,0,0,0,95,66,14,0,0,0,77,0,0,0,0,0,0,0,3,0,0,0,3,24,4,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,94,22,0,0,0,115,3,0,0,0,0,7,31,4,0,0,0,37,295,31,0,0,0,322
UCL321051,163,0,0,16,0,181,84,0,0,0,0,91,21,0,0,3,0,21,9,0,0,0,0,11,3,0,0,0,0,4,38,0,0,0,0,45,3,0,0,0,0,10,0,0,0,0,0,0,70,0,3,4,4,80,7,4,0,0,0,6,34,0,0,4,0,39,356,9,10,28,4,398
UCL321052,5,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,117,6,4,0,0,124,82,0,6,0,0,88,0,0,0,0,0,0,8,3,0,0,0,6,3,0,0,0,0,3,212,4,10,0,0,224,6,0,0,0,0,9,21,0,0,0,0,20,250,6,7,0,0,269
UCL321053,13,0,0,7,0,17,9,0,0,0,0,12,0,0,0,0,0,4,39,15,0,0,0,52,5,0,0,0,0,5,15,11,0,4,0,27,24,7,0,0,0,36,3,0,0,0,0,6,89,36,7,4,0,128,11,4,0,0,0,15,10,3,0,0,0,13,135,40,7,12,4,191
UCL321054,142,0,3,26,0,171,75,0,0,0,0,74,25,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,28,0,0,0,0,0,4,0,0,0,0,0,0,47,5,0,0,0,57,3,0,0,0,0,9,6,0,3,0,0,16,277,5,5,34,0,322
UCL321055,132,33,0,47,4,209,58,16,0,0,0,73,30,10,0,0,0,35,15,0,0,0,0,23,12,3,0,0,0,15,31,10,0,0,0,42,25,15,0,13,0,53,0,3,0,0,0,3,118,42,3,13,4,175,13,5,0,0,0,21,29,15,3,15,4,54,351,101,6,72,12,536
UCL321056,117,0,0,0,0,124,72,4,0,0,0,78,38,7,0,0,0,51,9,0,6,0,0,13,0,0,5,0,0,5,41,4,0,0,0,41,9,0,0,0,0,15,0,0,0,0,0,0,102,9,12,0,0,126,3,0,0,0,0,10,22,4,0,0,0,31,319,20,12,4,3,361
UCL321057,138,0,0,3,0,147,46,0,0,0,0,51,28,0,0,0,0,28,4,0,0,3,0,12,0,0,0,0,0,0,34,0,0,0,0,40,7,0,0,4,0,9,0,0,0,0,0,0,72,0,0,14,0,87,8,0,0,0,0,8,31,0,0,5,3,39,298,4,0,24,4,337
UCL321058,165,0,0,3,0,166,124,0,0,4,0,126,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,5,0,0,0,0,5,0,0,0,0,0,0,67,0,0,0,0,67,8,0,0,0,0,8,27,0,0,0,0,30,380,0,0,7,0,384
UCL321059,136,0,0,0,0,134,176,0,0,0,0,176,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,37,0,0,0,0,37,3,0,0,0,0,5,15,0,0,0,0,15,367,0,3,0,0,373
UCL321060,118,0,0,0,0,118,63,0,0,0,0,67,30,0,0,0,0,30,0,3,0,0,0,0,0,5,0,0,0,4,32,0,0,0,0,33,13,0,0,0,0,12,0,0,0,0,0,0,70,10,0,0,0,82,4,0,0,0,0,4,20,0,0,0,0,18,275,10,0,0,3,289
UCL321061,84,0,62,75,34,266,59,0,0,4,0,66,19,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,22,0,0,20,12,11,46,0,0,0,0,0,0,43,0,29,17,11,93,0,0,4,0,3,10,21,0,8,8,4,37,212,0,100,101,53,467
UCL321062,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,89,28,0,0,0,117,57,11,0,0,0,74,0,0,0,0,0,0,10,6,0,0,5,23,3,0,0,0,0,4,166,46,0,0,5,218,10,3,0,0,7,21,22,13,0,0,0,34,210,62,0,6,5,286
UCL321063,148,0,0,0,0,147,140,0,3,0,0,140,20,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,5,0,0,0,0,4,15,0,0,0,0,15,335,0,10,0,0,345
UCL321064,129,0,0,88,5,225,46,0,0,0,0,48,44,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,8,0,12,0,0,0,0,0,0,69,0,0,8,0,85,4,0,0,0,0,7,37,0,0,11,5,50,291,3,0,108,8,414
UCL321065,185,0,0,3,0,188,218,0,0,0,0,218,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,6,0,47,5,0,0,0,0,5,22,0,0,0,0,22,478,0,0,3,0,480
UCL321066,140,0,0,3,0,145,59,0,0,0,0,59,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,58,0,0,0,0,0,0,22,0,0,0,0,24,280,0,0,8,0,284
UCL321067,23,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,79,4,0,0,0,87,9,0,0,0,0,9,3,0,0,0,0,3,8,3,0,0,4,15,8,0,0,0,0,8,102,8,0,0,4,115,4,3,0,0,0,11,20,5,0,0,0,29,159,19,0,0,4,178
UCL321068,85,0,0,0,0,81,187,0,0,0,0,187,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,39,5,0,0,0,0,5,10,0,0,0,0,10,325,0,0,0,0,326
UCL321069,210,10,0,22,0,240,88,0,0,0,0,92,31,0,0,3,0,31,4,3,0,0,0,7,0,0,0,0,0,0,28,0,0,4,0,31,8,0,0,44,0,53,0,0,0,0,0,0,64,0,0,54,0,125,5,0,0,0,0,4,16,0,0,16,0,28,383,15,0,88,0,484
UCL321070,79,0,0,3,3,87,132,0,0,0,0,132,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,7,0,0,0,0,7,0,0,0,0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,17,0,0,0,0,17,275,0,0,3,5,284
UCL321071,102,0,0,0,0,106,92,0,0,0,0,92,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13,217,0,0,0,0,220
UCL321072,62,0,0,0,0,63,174,3,0,0,0,173,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,4,0,0,0,0,4,21,0,0,0,0,21,284,4,0,0,0,286
UCL321073,116,4,6,109,24,269,77,3,3,0,0,87,68,19,17,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,32,5,5,0,3,37,3,0,3,15,7,31,0,0,0,0,0,0,103,20,23,19,12,179,5,0,0,5,0,10,37,5,0,7,6,54,345,30,34,133,55,594
UCL321074,142,0,0,12,3,154,64,0,0,0,0,67,9,0,0,0,0,9,21,5,0,0,0,27,5,0,0,0,0,7,48,0,0,0,0,48,15,0,0,0,0,19,4,0,0,0,0,4,97,6,0,0,0,109,7,0,0,0,0,10,41,0,0,4,5,44,348,5,0,15,4,375
UCL321075,66,0,0,0,0,63,264,0,0,0,0,264,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,5,14,0,0,0,0,13,366,0,6,0,0,364
UCL321076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,3,20,0,0,159,14,0,6,0,0,17,0,0,0,0,0,0,4,0,0,0,3,10,0,0,0,0,0,0,151,8,21,0,7,189,5,0,0,0,0,5,27,3,7,0,0,36,181,7,32,0,7,226
UCL321077,23,0,0,3,7,34,37,0,0,0,0,37,61,8,0,0,0,63,4,0,0,0,0,3,5,0,0,0,0,5,14,0,0,0,0,14,15,9,0,5,0,29,0,0,0,0,0,0,95,13,0,5,0,110,4,0,0,0,0,4,51,8,0,0,0,62,208,30,0,6,9,246
UCL321078,91,0,0,11,12,113,90,0,0,0,0,90,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,7,203,0,0,6,12,228
UCL321079,64,0,0,52,6,123,25,0,0,0,0,26,4,0,0,0,0,0,75,0,19,0,0,92,56,3,3,0,0,63,33,0,0,0,0,33,45,0,11,13,8,73,3,0,0,0,0,3,210,8,29,13,8,270,22,0,0,3,0,28,36,0,10,10,8,71,356,6,40,82,32,519
UCL321080,192,0,0,0,0,192,322,0,0,5,4,333,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,42,0,0,0,0,43,4,0,0,0,0,4,30,0,0,0,0,30,587,3,0,5,5,599
UCL321081,65,0,0,0,0,63,88,0,0,0,0,88,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,7,179,0,0,0,0,179
UCL321082,106,0,0,0,0,106,93,0,0,0,0,93,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,4,0,0,0,0,4,7,0,0,0,0,7,223,0,0,0,0,223
UCL321083,165,4,0,0,0,166,268,0,0,0,0,271,56,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,28,10,0,0,0,0,10,0,0,0,0,0,0,91,0,0,0,0,98,8,0,0,0,0,8,25,0,0,0,0,30,564,8,0,0,0,574
UCL321084,141,11,20,10,3,188,59,8,13,0,0,86,28,5,11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,37,4,16,0,0,61,0,4,0,6,0,19,0,0,0,0,0,0,63,12,29,8,4,117,7,0,3,0,0,13,25,6,15,0,0,52,302,38,81,25,11,458
UCL321085,200,0,0,12,0,214,39,0,0,0,0,39,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,4,0,0,0,3,5,0,0,0,0,0,0,26,0,0,0,3,30,8,0,0,0,0,8,19,0,0,0,0,19,296,0,0,9,4,314
UCL321086,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,68,4,0,0,0,77,31,0,0,0,0,31,0,0,0,0,0,0,20,0,0,0,0,26,0,0,0,0,0,0,121,4,3,0,9,139,15,0,0,0,0,20,14,6,0,0,0,24,151,12,3,0,11,182
UCL321087,104,0,4,0,0,102,79,0,0,0,0,83,18,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,7,216,0,8,0,0,224
UCL321088,141,0,0,20,3,169,43,0,0,0,0,45,36,0,4,0,0,34,13,0,4,0,0,16,3,0,0,0,0,5,41,0,4,0,0,45,10,4,0,7,0,26,0,0,0,0,0,3,109,0,16,7,0,134,10,0,0,0,0,11,39,0,0,4,0,38,326,0,18,32,6,389
UCL321089,152,0,0,26,12,195,20,0,0,0,0,22,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,21,7,0,0,3,3,11,0,0,0,0,0,0,25,0,0,3,3,35,31,0,0,3,0,36,48,0,0,0,0,49,282,0,0,41,18,335
UCL321090,125,13,3,0,0,137,83,0,3,0,0,85,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,48,12,23,3,0,0,38,6,3,0,0,0,12,267,43,7,0,0,323
UCL321091,165,0,0,59,8,229,30,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,14,3,0,0,3,0,13,0,0,0,0,0,0,21,0,0,12,0,31,22,0,0,11,0,38,44,0,0,7,0,53,285,0,0,86,12,381
UCL321092,118,0,0,32,0,151,59,0,0,0,0,59,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,28,0,7,0,0,32,0,0,0,0,0,0,32,0,0,14,0,45,228,0,5,49,0,291
UCL321093,116,0,0,0,0,116,101,0,0,0,0,101,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,4,10,0,0,0,0,10,247,0,0,0,0,249
UCL321094,116,0,0,0,0,116,106,0,0,0,0,106,20,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,33,3,0,0,0,0,3,7,0,0,0,0,7,250,0,6,0,0,254
UCL321095,140,8,9,38,11,213,97,8,0,0,4,113,49,22,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,22,16,8,0,0,40,5,0,6,4,0,15,0,0,0,0,0,0,75,33,16,4,0,133,5,0,0,0,0,4,28,3,3,0,0,37,350,52,26,56,19,499
UCL321096,93,0,0,0,5,101,52,0,0,0,0,55,23,3,4,0,0,28,6,0,8,0,0,22,0,0,4,0,0,9,33,0,0,0,0,31,21,6,0,0,0,27,0,0,0,0,0,0,79,7,17,0,0,111,26,0,0,0,3,29,46,0,6,0,0,56,297,8,25,4,3,345
UCL321097,118,0,0,0,0,118,175,0,0,0,0,178,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,312,0,0,0,0,320
UCL321098,48,0,0,0,0,48,94,0,0,0,0,94,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,154,0,0,0,0,154
UCL321099,101,0,0,0,0,102,34,0,0,0,0,36,14,3,0,0,0,21,11,3,3,0,0,22,0,0,6,0,0,4,57,0,0,0,3,57,30,4,0,0,0,34,0,0,0,0,0,0,119,16,11,0,3,138,14,0,0,0,0,13,25,3,0,0,0,37,285,20,7,3,0,324
UCL321100,92,0,0,4,0,94,33,0,0,0,0,33,12,0,0,0,0,14,4,0,0,0,0,6,0,0,0,0,0,0,34,0,0,0,0,37,13,0,0,0,0,20,5,0,0,0,0,5,66,4,3,0,0,78,11,0,0,0,0,17,21,0,0,0,0,23,224,3,8,6,5,242
UCL321101,150,0,0,4,0,158,57,0,0,0,0,56,35,0,0,0,0,39,8,0,0,0,0,14,0,6,0,0,0,6,21,0,0,0,0,26,8,0,0,0,0,16,3,0,0,0,0,3,85,8,0,0,0,100,8,0,0,0,0,8,19,0,0,0,0,22,313,11,0,9,0,338
UCL321102,70,0,0,0,0,70,138,0,0,0,0,138,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,10,242,0,0,0,0,242
UCL321103,176,0,0,3,0,180,181,0,0,0,0,182,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,13,0,0,4,0,22,400,0,0,4,0,409
UCL321104,4,0,0,0,0,5,0,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,11,0,0,0,0,11,6,0,0,0,0,6,193,3,0,4,0,198,0,0,0,0,0,0,217,3,0,4,0,228,20,0,0,3,6,25,21,0,0,0,0,20,267,10,0,4,10,284
UCL321105,261,4,0,0,0,264,208,0,0,0,0,208,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,6,0,0,0,0,6,35,0,0,0,0,35,539,4,0,0,0,539
UCL321106,201,0,0,29,0,233,146,0,0,6,0,149,45,0,0,0,0,46,8,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,40,6,0,0,9,5,18,5,0,0,0,0,4,95,0,0,18,5,111,5,0,0,0,0,8,38,0,0,5,0,40,485,0,0,50,8,542
UCL321107,119,0,0,20,0,142,83,0,0,6,0,86,46,0,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,29,0,0,0,4,0,4,0,0,0,0,0,0,68,0,8,4,0,81,6,0,0,0,0,3,12,0,3,0,0,15,296,0,12,27,0,330
