UCL_CODE_2021,Couple_fam_with_no_child_F,Couple_fam_with_no_child_P,Co_f_ch_u_15_de_st_no_de_ch_F,Co_f_ch_u_15_de_st_no_de_ch_P,Co_f_c_u_15_d_st_no_no_d_c_F,Co_f_c_u_15_d_st_no_no_d_c_P,Co_f_c_u_15_no_d_st_no_d_c_F,Co_f_c_u_15_no_d_st_no_d_c_P,Co_f_c_u_15_n_d_st_n_n_d_c_F,Co_f_c_u_15_n_d_st_n_n_d_c_P,Cou_fam_with_child_u_15_Tot_F,Cou_fam_with_child_u_15_Tot_P,Co_f_no_c_u_15_d_st_no_d_c_F,Co_f_no_c_u_15_d_st_no_d_c_P,Co_f_n_c_u_15_d_st_n_n_d_c_F,Co_f_n_c_u_15_d_st_n_n_d_c_P,Co_f_n_c_u_15_n_d_st_n_d_c_F,Co_f_n_c_u_15_n_d_st_n_d_c_P,Cou_fam_no_ch_u_15_Tot_F,Cou_fam_no_ch_u_15_Tot_P,Couple_family_Tot_F,Couple_family_Tot_P,OnePF_CU15_DS_no_de_c_F,OnePF_CU15_DS_no_de_c_P,OnePF_CU15_DS_no_no_d_c_F,OnePF_CU15_DS_no_no_d_c_P,OnePF_CU15_no_DS_no_d_c_F,OnePF_CU15_no_DS_no_d_c_P,OnePF_CU15_no_DS_n_n_d_c_F,OnePF_CU15_no_DS_n_n_d_c_P,OnePF_CU15_Tot_F,OnePF_CU15_Tot_P,OneFP_no_CU15_DS_no_d_c_F,OnePF_no_CU15_DS_no_d_c_P,OnePF_no_CU15_DS_n_n_d_c_F,OnePF_no_CU15_DS_n_n_d_c_P,OnePF_no_CU15_no_DS_n_d_c_F,OnePF_no_CU15_no_DS_n_d_c_P,OnePF_no_CU15_Tot_F,OnePF_no_CU15_Tot_P,OnePF_Tot_F,OnePF_Tot_P,Other_family_F,Other_family_P,Tot_F,Tot_P
UCL722013,3,7,0,0,0,0,0,15,12,66,15,74,0,0,0,0,0,18,0,18,18,96,0,0,0,0,0,8,4,14,3,24,0,0,0,0,0,4,0,4,4,22,0,5,30,138
UCL722014,11,27,0,8,3,9,4,6,20,96,28,128,0,0,0,0,0,3,0,3,22,130,0,11,0,0,0,6,20,60,22,71,0,0,0,0,9,20,9,20,24,92,0,0,71,251
UCL722015,14,29,0,0,0,0,3,25,16,72,22,94,0,0,0,0,5,6,5,6,25,100,0,8,3,10,3,28,5,23,13,67,0,0,0,0,7,24,7,24,25,93,3,5,66,223
UCL722016,39,73,3,7,5,13,4,13,23,101,30,139,0,0,3,10,17,41,16,45,48,183,0,0,0,4,0,4,8,7,9,21,0,0,3,0,8,13,11,13,15,37,0,0,107,288
UCL722017,8,15,3,26,4,16,6,49,10,50,25,146,0,7,0,0,5,12,4,18,29,163,0,0,0,7,0,22,4,10,6,35,0,0,0,0,6,12,6,12,8,48,0,4,52,230
UCL722018,15,34,0,0,0,7,3,16,10,48,13,70,0,6,0,0,5,12,0,18,21,86,0,0,0,0,0,13,6,17,8,32,0,0,0,0,0,16,0,16,13,39,3,8,53,173
UCL722019,21,40,0,0,0,0,0,4,7,21,11,27,0,0,0,5,3,25,11,25,14,53,0,0,4,13,0,3,12,35,16,52,0,0,0,0,3,8,3,8,20,63,0,0,57,165
UCL722020,40,87,0,0,0,3,0,0,14,57,12,62,0,0,0,0,4,30,6,32,16,96,0,0,0,3,0,11,4,7,8,20,0,0,0,0,0,3,0,3,5,19,0,3,67,209
UCL722021,15,43,0,0,0,13,6,39,30,125,40,178,0,5,0,7,0,0,3,16,43,186,0,0,0,0,0,8,10,40,18,50,0,0,0,0,9,41,15,41,31,92,8,27,105,349
UCL722022,18,49,3,11,0,6,4,25,15,61,20,102,0,0,0,3,0,7,0,12,23,114,0,10,0,0,0,3,5,29,11,42,0,0,0,0,5,12,5,12,15,57,5,6,59,228
UCL722023,19,42,0,0,0,0,11,44,17,80,30,129,0,0,0,0,4,9,4,9,31,138,0,0,0,0,0,11,4,9,6,27,0,0,0,0,6,15,6,15,14,44,4,13,68,239
UCL722024,19,34,0,7,0,0,6,31,17,74,26,116,0,0,0,0,6,16,6,16,29,127,0,3,0,4,5,26,11,48,23,84,0,0,0,0,14,52,14,52,30,134,3,9,78,315
UCL722025,10,23,5,32,0,7,12,56,37,154,49,242,0,0,0,0,7,30,7,30,59,270,0,0,0,0,0,4,6,25,13,28,0,0,0,0,0,6,0,6,13,33,0,3,81,327
