UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL421027,0,0,3,21,23,49,0,0,0,3,0,4,29,28,52,16,16,29,0,0,0,0,3,3,16,17,33,0,0,4,0,3,3,0,0,0,0,3,3,0,0,0,0,10,7,0,8,3,0,0,0,0,0,0,3,5,5,0,0,0,6,8,9,7,18,21,0,0,0,0,0,4,0,0,0,0,0,4,20,23,47,0,0,0,69,93,164
UCL421028,4,3,4,14,7,23,8,3,8,16,9,27,33,16,51,0,4,4,0,0,0,12,8,24,19,15,30,0,0,0,0,0,0,8,0,7,0,3,4,0,0,0,11,0,9,5,16,20,0,0,0,0,0,0,0,0,0,0,0,0,6,11,23,16,17,36,0,0,0,0,5,5,0,0,0,0,5,4,7,7,17,0,0,0,86,60,147
UCL421029,0,5,0,18,15,35,0,0,0,0,0,0,19,17,34,20,10,33,0,0,0,0,0,0,20,10,33,0,0,0,0,4,4,3,0,3,4,3,9,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,5,15,3,0,4,0,0,0,0,0,0,3,0,4,27,21,49,0,0,0,73,61,135
UCL421030,6,0,4,17,15,33,0,0,0,0,0,0,17,15,33,10,15,25,0,0,0,0,0,0,10,15,25,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,4,6,9,0,0,3,0,0,0,0,0,0,5,3,7,0,0,0,4,11,11,13,10,19,0,0,0,3,0,0,0,0,0,3,0,0,41,24,64,0,0,0,79,69,149
UCL421031,0,7,9,12,17,26,4,0,5,3,6,6,14,25,39,12,13,21,3,0,6,0,0,0,10,17,23,0,0,0,0,4,6,0,0,0,3,3,4,0,0,0,8,5,13,0,5,4,0,0,0,0,0,0,0,3,4,0,0,0,0,3,7,7,9,20,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,0,0,0,53,69,123
UCL421032,0,3,5,18,14,33,0,0,0,12,12,21,26,29,54,7,8,13,0,0,0,12,3,14,14,11,26,0,0,0,0,4,3,3,0,0,4,6,4,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,0,0,0,0,0,0,0,0,0,0,0,0,26,20,41,0,0,0,80,74,150
UCL421033,7,6,12,37,39,74,0,0,0,0,0,0,37,39,74,16,14,28,0,0,0,0,0,0,16,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,6,11,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,17,12,35,0,4,4,85,73,163
UCL421034,9,8,16,25,32,51,0,0,5,4,0,5,25,32,62,24,17,36,4,6,8,0,0,0,23,24,48,5,0,5,0,0,0,0,0,0,0,8,8,0,0,0,4,9,13,0,6,6,0,0,0,0,0,0,0,9,9,0,0,0,0,17,17,4,22,25,0,0,0,7,3,5,0,0,0,4,3,7,59,56,116,0,3,6,127,146,274
UCL421035,5,3,8,26,19,48,0,0,0,6,0,9,26,28,54,14,12,28,0,0,0,3,5,7,18,16,38,0,0,3,0,0,3,0,0,0,0,5,9,0,0,0,6,6,13,0,4,4,0,0,0,0,0,0,0,5,5,0,0,0,0,9,10,9,14,16,0,0,0,4,3,12,0,0,0,3,3,8,18,25,38,0,0,0,80,95,168
UCL421036,7,6,10,49,50,100,0,0,0,8,0,7,56,50,109,19,12,37,18,10,32,4,5,10,46,29,77,4,0,4,0,0,0,3,7,13,0,8,7,0,0,0,10,17,29,8,14,25,0,3,5,0,0,4,0,5,3,0,0,0,14,27,39,26,42,71,0,0,0,4,3,7,0,0,0,3,3,5,16,9,27,0,0,0,150,145,292
UCL421037,6,3,12,32,37,74,0,0,0,0,0,0,32,37,74,21,18,44,0,0,0,0,0,0,21,18,44,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,5,9,0,4,4,0,5,5,0,0,0,0,4,4,0,0,0,0,13,12,4,20,25,0,0,0,3,4,5,0,0,0,3,4,5,53,49,107,0,0,0,128,137,264
UCL421038,0,9,15,26,30,57,4,4,6,9,3,13,35,38,75,18,15,33,0,4,6,6,11,18,26,29,55,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,8,18,28,4,9,8,0,0,0,4,13,13,0,0,0,15,39,49,17,38,55,5,0,3,0,0,0,0,0,0,5,5,3,19,18,31,0,0,0,102,138,245
UCL421039,6,9,15,34,24,63,0,5,7,8,3,10,43,36,79,17,12,33,7,0,9,3,5,6,28,23,49,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,3,5,12,0,6,12,0,6,6,0,0,0,0,5,5,0,0,0,4,13,18,9,24,27,0,0,0,0,0,0,0,0,0,0,0,0,19,13,31,0,0,0,104,102,207
UCL421040,3,3,8,31,13,52,4,0,4,3,6,15,37,20,65,29,22,52,4,3,8,3,3,4,35,36,68,0,0,0,0,0,0,3,3,3,4,0,3,0,0,0,3,8,14,0,4,4,0,4,4,0,0,0,5,5,8,0,0,0,4,14,14,11,18,28,0,0,0,0,4,4,0,0,0,0,3,9,12,13,27,0,0,0,106,93,205
UCL421041,5,9,7,26,29,51,0,0,0,0,0,0,26,29,51,7,10,21,0,0,0,0,0,0,7,10,21,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,6,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,24,20,47,3,0,4,61,79,143
UCL421042,10,0,8,20,23,44,0,0,0,4,0,8,23,26,49,13,15,23,0,0,0,3,13,13,12,26,38,0,0,0,0,0,0,0,5,5,0,9,8,0,0,0,0,9,14,0,5,7,0,0,0,0,0,0,0,10,10,0,0,0,0,11,14,6,24,24,0,0,0,0,0,0,0,0,0,3,0,3,14,12,25,0,0,0,62,86,149
UCL421043,5,0,5,10,5,14,11,4,12,0,0,0,21,3,30,19,15,29,0,0,0,3,4,4,20,16,35,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,7,12,0,0,0,0,3,3,0,0,0,0,3,3,17,19,42,0,0,0,72,53,127
UCL422001,9,5,8,14,10,27,0,3,0,0,0,0,19,13,30,7,3,17,7,0,8,0,0,0,14,11,24,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,11,13,26,0,0,0,52,42,90
UCL422002,3,10,13,31,21,51,0,0,0,0,0,0,31,21,51,3,14,19,0,0,0,0,0,0,3,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,0,0,0,46,59,109
UCL422003,0,0,0,4,9,14,0,0,0,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,17,5,27,0,0,0,26,22,47
UCL422004,0,0,6,4,4,10,0,0,0,0,0,0,4,4,7,9,8,12,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,22,0,0,0,25,28,56
UCL422005,0,0,4,12,11,22,0,0,0,0,0,0,12,11,22,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,22,0,0,0,29,28,51
UCL422006,0,0,4,3,5,12,0,0,8,0,0,0,8,4,15,5,8,10,0,0,0,0,0,0,5,8,12,0,0,0,0,5,5,0,0,0,0,9,10,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,6,4,12,19,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,24,36,58
UCL422007,0,0,0,8,6,14,0,0,0,0,0,0,8,8,19,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,27,0,0,0,25,26,51
UCL422008,9,3,15,14,11,28,4,3,5,3,0,3,21,20,38,12,7,26,0,0,0,0,0,0,18,11,30,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,15,14,26,0,0,0,65,50,117
UCL422009,0,0,0,5,8,12,0,0,0,0,0,0,7,8,12,7,4,12,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,19,28,43
UCL422010,0,5,8,6,6,15,9,5,8,9,0,9,17,17,33,5,0,3,3,10,14,0,3,3,10,13,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,13,17,0,0,0,42,44,84
UCL422011,0,0,0,12,3,12,0,0,0,0,0,0,12,3,12,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,10,9,23,0,0,0,26,20,48
UCL422012,6,0,10,15,17,24,0,0,6,0,0,0,17,16,33,13,10,25,4,3,4,0,0,0,13,16,28,0,0,0,0,0,0,4,0,4,4,0,7,0,0,0,8,3,12,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,5,9,11,12,22,0,0,0,0,4,4,0,0,0,4,4,3,24,18,40,0,0,0,70,60,133
UCL422013,5,5,4,14,11,25,6,3,4,0,4,4,17,16,34,3,4,7,0,0,0,0,3,8,8,7,17,0,0,0,0,0,0,4,0,3,0,6,6,0,0,0,4,5,8,0,8,3,0,4,8,0,0,0,0,4,6,0,0,0,0,10,19,7,18,25,0,0,0,0,0,0,0,0,0,0,0,4,8,7,16,0,0,0,46,52,103
UCL422014,0,0,0,6,9,10,4,0,0,0,0,0,11,4,14,0,3,5,0,0,0,3,3,7,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,6,0,0,0,3,3,10,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,21,18,41
UCL422015,0,0,0,10,3,13,0,0,0,4,7,6,11,9,18,3,6,10,0,0,0,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,5,4,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,15,18,34,0,0,0,36,40,73
UCL422016,0,0,0,9,3,10,0,0,0,0,0,0,9,3,10,0,3,9,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,0,0,0,20,16,36
UCL422017,0,0,0,3,3,12,0,5,5,0,0,0,3,11,7,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,12,17,35
UCL422018,0,0,0,3,3,10,0,0,0,0,0,0,3,3,10,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,13,7,12,0,0,0,20,7,29
UCL422019,5,0,3,12,7,18,5,5,4,0,0,0,11,4,23,10,4,12,0,0,0,0,0,4,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,31,25,58,0,0,0,60,44,102
UCL422020,3,3,9,18,16,33,0,0,0,0,0,0,18,16,33,10,3,15,0,0,0,0,0,0,10,3,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,31,20,44,0,0,0,61,53,112
UCL422021,3,3,3,12,9,15,0,0,0,0,0,0,12,8,20,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,9,5,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,16,22,39,0,0,0,43,41,83
UCL422022,5,7,10,9,19,32,0,0,0,0,0,0,9,19,32,7,14,23,0,0,0,0,0,0,7,14,23,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,21,9,31,0,0,0,38,60,98
UCL422023,3,0,3,13,13,27,0,0,0,0,0,0,13,13,27,5,3,12,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,20,18,42,0,0,0,42,48,89
UCL422024,3,3,6,10,13,23,0,0,0,0,0,0,10,13,23,7,3,10,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,0,23,23,47
UCL422025,0,4,3,11,14,21,0,0,0,0,0,0,11,16,26,13,5,14,0,0,0,0,0,0,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,0,0,0,30,38,69
UCL422026,0,9,9,11,9,21,0,0,10,5,4,7,15,16,37,9,9,11,0,3,5,3,3,12,15,14,29,0,0,0,0,0,0,0,6,7,0,0,6,0,0,0,5,3,5,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,9,5,6,12,14,0,0,0,0,0,0,0,0,0,0,0,0,8,13,18,0,0,0,37,63,103
UCL422027,0,0,0,4,5,3,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,48,110,0,0,0,73,54,124
UCL422028,4,0,4,5,9,13,0,0,0,0,0,0,5,9,13,7,11,20,0,0,0,0,0,0,7,11,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,27,25,46,0,0,0,44,44,92
UCL422029,9,11,18,17,11,31,0,0,0,0,0,0,17,11,31,8,14,23,0,0,0,0,0,0,8,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,4,5,0,0,0,0,4,4,3,12,17,0,0,0,37,55,97
UCL422030,0,0,5,14,8,23,0,0,0,0,0,0,14,10,23,4,5,9,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,12,25,0,0,0,35,33,71
UCL422031,0,5,7,11,10,18,0,0,0,0,0,0,11,10,18,8,16,16,0,0,0,0,0,0,8,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,20,15,38,0,0,0,44,49,94
UCL422032,0,3,3,8,9,22,0,0,0,5,0,5,16,15,31,4,8,14,0,0,0,3,3,9,11,8,26,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,3,10,3,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,3,12,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,10,4,19,0,0,0,55,45,99
UCL422033,0,0,0,0,6,5,0,0,3,0,0,0,3,11,12,14,6,17,0,0,6,0,0,0,14,7,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,11,3,11,13,0,0,0,0,0,0,0,0,0,0,0,0,39,26,64,0,0,0,57,52,106
UCL422034,6,3,8,15,12,23,0,0,0,0,0,0,15,12,23,16,0,10,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,7,5,5,11,13,0,0,0,0,0,0,0,0,0,0,0,0,11,13,30,0,0,0,45,38,82
UCL422035,12,11,13,20,10,37,0,0,0,0,0,4,21,15,45,16,9,21,0,0,0,6,5,11,21,16,34,0,3,7,0,0,0,0,0,0,0,3,9,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,8,6,9,18,0,0,0,0,0,0,0,0,0,0,5,5,10,12,20,0,0,0,70,60,133
UCL422036,0,3,9,23,16,38,0,3,3,0,0,0,26,21,41,12,11,20,0,0,0,0,0,0,12,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,10,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,0,0,0,55,46,100
UCL422037,4,0,3,14,11,23,3,0,8,0,0,0,19,15,33,9,12,13,4,0,4,0,3,3,12,11,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,42,40,79
UCL422038,0,0,5,12,7,20,0,0,0,0,0,3,14,8,27,3,11,12,0,0,0,4,4,9,4,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,14,3,14,0,0,0,37,31,69
UCL422039,0,0,0,5,4,9,0,0,3,0,0,0,3,3,11,5,5,8,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,0,0,0,32,27,57
UCL422040,3,0,3,10,10,17,0,0,0,0,0,4,9,12,19,6,4,6,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,9,15,0,0,0,29,25,53
UCL422041,0,0,6,6,7,16,11,6,13,0,0,0,10,15,24,3,4,8,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,4,8,6,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,0,0,0,33,37,66
UCL422042,0,3,3,4,3,9,0,0,3,0,0,0,7,5,14,6,0,3,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,20,21,46,0,0,0,37,34,74
UCL422043,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,0,5,6,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,11,6,18
UCL422044,0,0,4,6,8,12,0,0,0,4,3,5,8,6,18,3,4,6,0,0,3,3,0,3,11,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,18,18,37,0,0,0,31,39,72
UCL422045,3,0,3,6,9,15,0,0,0,0,0,0,10,9,18,4,0,4,0,0,0,0,0,0,4,0,5,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,27,15,42,0,0,0,39,38,75
UCL422046,4,5,6,10,9,18,0,0,0,0,0,0,10,9,15,6,10,15,0,0,0,3,0,3,7,10,17,0,3,6,0,0,4,0,0,0,0,3,4,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,13,20,34,0,0,0,44,48,97
UCL422047,0,3,4,4,0,8,0,0,0,0,0,0,7,0,9,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,10,16,23
UCL422048,0,3,4,20,11,32,0,0,0,0,0,0,20,11,33,7,3,13,0,0,0,0,4,4,7,5,14,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,4,0,0,0,0,0,4,16,19,35,0,0,0,50,45,99
UCL422049,6,4,3,10,0,10,4,0,6,0,0,0,9,3,14,9,0,12,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,0,0,0,33,21,51
UCL422050,4,0,3,4,3,10,0,0,0,0,0,0,4,3,10,12,7,21,0,0,0,0,0,0,12,7,21,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,9,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,24,22,46
UCL422051,0,4,6,16,11,28,0,0,0,0,0,3,15,15,33,9,10,16,0,0,0,0,3,9,12,9,18,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,7,7,0,0,0,0,6,9,6,6,11,0,0,0,0,6,7,0,0,0,0,6,7,10,15,24,0,0,0,45,68,106
