UCL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL321018,0,0,4,0,4,3,0,0,0,17,0,0,11,3,4,4,0,0,0,24,20,8,62,73,74,47,18,3,0,305
UCL321019,0,3,0,4,0,6,0,0,0,19,0,5,7,6,7,3,4,0,0,29,24,28,77,141,114,82,15,0,0,477
UCL321020,0,3,0,3,10,5,0,0,0,21,4,0,3,0,6,5,0,0,0,12,29,22,59,65,86,81,14,0,0,361
UCL321021,0,0,6,0,3,0,0,0,0,12,0,0,4,3,4,6,0,0,0,11,17,13,41,69,74,66,15,0,0,294
UCL321022,0,0,0,5,0,0,0,0,0,12,0,0,0,5,4,0,0,0,0,17,32,23,30,80,99,47,10,5,0,325
UCL321023,0,8,0,0,0,5,4,0,0,16,0,0,0,5,0,5,0,3,0,15,25,26,50,62,73,82,28,3,0,346
UCL321024,0,3,0,0,4,0,0,0,0,11,0,0,3,0,5,3,0,0,0,19,14,16,44,50,51,37,8,0,0,230
UCL321025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,11,17,31,29,59,6,0,0,164
UCL321026,0,0,5,0,0,0,0,0,0,4,3,3,3,7,0,3,3,0,0,20,23,18,42,49,50,53,6,0,0,242
UCL321027,0,0,5,0,4,3,0,0,0,11,0,0,0,6,3,5,0,0,0,24,29,9,59,98,107,66,21,0,0,387
UCL321028,3,0,4,3,0,3,0,0,0,18,3,0,8,4,5,6,4,0,0,27,27,31,103,96,76,68,30,4,0,432
UCL321029,0,0,0,0,3,3,0,0,0,9,0,0,0,0,5,9,0,0,0,17,13,12,17,22,71,100,31,4,0,269
UCL321030,0,4,4,0,0,6,0,0,0,10,5,0,0,4,3,0,0,0,0,11,3,13,25,33,47,44,10,0,0,178
UCL321031,0,0,3,4,0,0,0,0,0,15,0,0,8,5,3,5,3,0,0,30,26,26,64,99,98,90,27,5,0,429
UCL321032,4,3,8,17,15,5,3,0,0,57,3,0,9,5,11,9,0,0,0,40,78,49,97,172,239,190,48,13,0,883
UCL321033,3,0,3,0,0,11,0,0,0,23,0,0,3,5,12,9,0,0,0,22,21,29,77,116,123,112,28,0,0,496
UCL321034,0,0,0,0,3,3,3,0,0,17,0,5,4,0,6,0,0,0,0,13,7,34,85,74,95,88,38,9,0,421
UCL321035,4,0,9,9,4,3,0,0,0,24,0,5,11,8,8,5,0,0,0,34,42,42,111,141,149,131,27,0,0,650
UCL321036,0,0,3,0,9,4,0,0,0,18,0,0,9,3,9,3,0,0,0,30,30,35,124,104,119,74,19,0,0,508
UCL321037,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,6,0,0,0,12,14,29,43,60,87,63,25,0,0,323
UCL321038,0,0,0,5,0,0,0,0,0,13,0,4,3,4,3,6,0,0,0,15,29,26,48,59,80,100,17,0,0,355
UCL321039,0,0,3,4,6,7,3,0,0,21,0,0,4,7,3,9,0,0,0,25,19,19,52,59,87,104,58,6,0,402
UCL321040,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,23,15,31,68,78,81,14,0,0,305
UCL321041,0,0,3,0,0,0,0,0,0,5,0,0,0,9,0,3,0,0,0,13,18,36,54,51,68,57,22,3,0,309
UCL321042,0,4,0,0,8,3,0,0,0,18,0,3,4,6,4,0,0,0,0,18,24,41,50,51,70,54,9,0,0,298
UCL321043,0,0,5,0,3,5,0,0,0,15,0,0,0,4,9,6,0,0,0,22,37,39,31,71,104,85,20,8,0,384
UCL321044,0,3,4,0,0,4,0,0,0,17,5,3,0,9,8,10,3,0,0,36,17,30,39,71,111,133,22,0,0,423
UCL321045,3,0,13,11,3,3,0,0,0,34,4,0,4,8,7,0,0,0,0,23,50,21,109,156,134,89,15,0,0,579
UCL321046,0,0,0,3,5,0,0,0,0,8,0,0,0,4,4,0,0,0,0,5,34,17,25,37,91,55,11,0,0,269
UCL321047,3,0,10,3,3,0,0,0,0,20,5,3,5,6,0,3,0,0,0,16,19,35,65,48,50,56,14,5,0,293
UCL321048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,9,9,8,33,32,30,34,8,0,0,159
UCL321049,0,0,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,24,61,47,45,52,8,0,0,240
UCL321050,0,4,5,0,3,0,0,0,0,11,0,0,5,3,3,0,0,0,0,8,23,30,83,54,70,65,11,3,0,330
UCL321051,0,0,0,0,3,4,0,0,0,8,0,0,5,0,4,4,5,0,0,9,9,15,41,34,61,91,26,4,0,294
UCL321052,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,0,0,17,4,23,64,34,41,14,4,0,0,192
UCL321053,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,11,11,32,79,55,55,47,8,0,0,286
UCL321054,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,5,0,0,0,12,14,13,41,44,58,97,28,0,0,292
UCL321055,4,6,3,10,0,0,0,0,0,16,0,3,3,0,3,8,4,0,0,28,26,40,116,73,101,110,38,8,0,505
UCL321056,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,15,8,54,51,57,69,14,0,0,276
UCL321057,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,4,0,0,0,13,6,11,31,32,39,57,19,4,0,197
UCL321058,0,3,5,0,4,5,0,0,0,19,3,0,3,3,6,5,4,0,0,25,36,31,77,92,79,66,19,4,0,408
UCL321059,0,4,0,5,4,9,0,0,0,25,0,4,3,4,3,0,0,0,0,22,52,46,75,111,162,113,25,8,0,583
UCL321060,0,5,0,0,3,0,0,0,0,5,0,0,0,5,0,4,0,0,0,10,12,29,19,34,54,59,16,4,0,236
UCL321061,0,0,0,3,3,6,0,0,0,11,0,0,4,0,4,3,3,0,0,13,4,14,28,45,58,73,31,5,0,257
UCL321062,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,0,18,6,15,46,30,48,27,9,0,0,189
UCL321063,0,3,0,4,4,4,0,0,0,15,0,0,0,0,0,8,4,0,0,17,34,40,45,73,121,104,21,0,0,437
UCL321064,3,4,5,0,5,6,0,0,0,16,3,0,0,0,0,0,0,0,0,10,14,17,31,20,58,92,31,4,0,275
UCL321065,3,0,3,0,0,4,4,0,0,13,0,3,0,4,8,5,0,0,0,22,34,33,61,93,118,118,22,0,0,487
UCL321066,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,10,3,4,13,31,48,10,0,0,113
UCL321067,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,7,10,47,29,33,18,0,3,0,155
UCL321068,0,0,8,3,0,4,0,0,0,16,3,0,9,3,6,11,0,0,0,40,13,15,79,114,90,79,15,6,0,416
UCL321069,0,0,0,3,7,0,5,0,0,12,0,4,3,4,4,8,0,0,0,23,22,19,34,46,73,88,29,4,0,319
UCL321070,0,0,5,5,0,0,0,0,0,18,0,0,0,6,5,4,0,0,0,19,14,25,60,90,69,59,19,0,0,331
UCL321071,0,3,3,4,5,0,0,0,0,13,0,0,0,0,0,4,0,0,0,5,25,23,44,51,85,61,18,0,0,302
UCL321072,0,0,3,0,6,4,4,0,0,21,0,0,4,3,0,5,0,0,0,18,24,32,83,81,103,52,7,0,0,382
UCL321073,0,0,3,0,0,5,3,0,0,10,0,0,10,3,0,3,0,0,0,17,20,25,99,78,101,110,36,6,0,475
UCL321074,0,0,0,0,0,0,0,0,0,5,4,0,0,5,13,8,0,0,0,37,26,20,68,57,64,57,21,0,0,308
UCL321075,0,0,9,7,12,4,0,0,0,36,3,0,7,7,0,5,0,0,0,26,50,36,90,148,168,79,16,0,0,587
UCL321076,0,0,0,0,0,0,0,0,0,3,4,4,0,9,0,5,0,0,0,17,9,11,20,37,29,12,3,4,0,127
UCL321077,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,5,6,20,64,59,61,57,12,0,0,274
UCL321078,0,5,0,4,0,4,0,0,0,14,3,0,0,0,0,4,0,0,0,11,12,21,45,36,78,74,20,0,0,282
UCL321079,0,3,5,0,5,3,3,0,0,16,0,4,11,7,3,3,3,0,0,28,16,56,112,108,118,89,37,4,0,531
UCL321080,0,0,10,11,3,3,0,0,0,31,0,3,8,8,4,7,0,0,0,34,44,46,173,182,176,133,33,0,0,777
UCL321081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,29,15,33,55,49,55,8,0,0,242
UCL321082,0,0,0,7,7,4,0,0,0,20,0,0,3,5,4,0,0,0,0,9,14,26,31,57,73,45,16,0,0,255
UCL321083,3,3,8,6,5,3,6,0,0,35,5,0,9,12,9,3,0,0,0,35,43,73,128,167,122,118,20,5,0,676
UCL321084,0,4,0,0,4,0,0,0,0,12,0,3,0,10,8,4,4,0,0,35,22,34,82,90,119,142,48,11,0,547
UCL321085,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,12,8,18,51,11,5,0,109
UCL321086,0,0,0,0,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,7,3,11,23,40,40,19,4,0,0,143
UCL321087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,22,8,18,64,71,71,29,5,0,287
UCL321088,0,0,0,0,3,0,3,0,0,8,0,0,0,4,5,3,4,0,0,17,20,20,33,30,60,55,38,0,0,245
UCL321089,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,11,4,0,8,17,34,53,18,0,0,144
UCL321090,0,0,0,5,3,0,0,0,0,5,0,0,0,3,6,4,0,0,0,8,25,27,28,72,120,50,11,6,0,336
UCL321091,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,9,0,8,10,16,43,50,15,5,0,137
UCL321092,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,6,3,11,11,33,44,50,6,0,0,160
UCL321093,0,0,0,3,4,3,0,0,0,12,0,5,3,10,5,0,0,0,0,17,27,21,30,56,71,53,12,5,0,272
UCL321094,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,7,24,18,41,57,67,63,16,0,0,288
UCL321095,0,0,0,3,0,7,0,0,0,17,0,0,6,0,3,0,0,0,0,14,20,22,56,77,118,97,45,8,0,457
UCL321096,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,17,40,63,70,66,89,20,5,0,371
UCL321097,3,5,4,0,0,3,0,0,0,12,0,0,3,7,11,8,0,0,0,29,38,34,66,99,129,93,12,0,0,477
UCL321098,0,4,3,6,6,4,0,0,0,15,0,0,4,5,4,0,0,0,0,11,24,28,32,54,62,51,7,3,0,261
UCL321099,0,0,0,0,0,0,0,0,0,7,0,5,3,3,0,3,0,0,0,11,15,33,59,43,42,49,17,4,3,250
UCL321100,0,3,0,5,0,0,0,0,0,15,0,0,0,0,4,0,3,0,0,10,15,25,51,43,49,42,15,0,0,239
UCL321101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,16,19,41,43,45,58,17,0,0,247
UCL321102,0,0,0,3,5,4,0,0,0,18,0,4,0,4,3,0,0,0,0,17,34,36,48,87,100,61,8,0,0,377
UCL321103,0,0,10,8,6,0,0,0,0,30,0,0,3,6,0,4,0,0,0,20,31,28,89,88,109,94,17,0,0,441
UCL321104,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,13,18,47,104,144,125,87,7,0,0,533
UCL321105,0,0,7,5,5,3,0,0,0,29,0,0,4,8,3,7,3,0,0,29,55,21,97,143,153,142,49,3,0,664
UCL321106,0,4,5,4,0,3,0,0,0,14,5,4,10,0,5,3,5,0,0,22,41,41,135,125,91,93,37,5,0,573
UCL321107,0,0,0,0,5,4,0,0,0,11,3,0,4,5,3,7,0,0,0,24,15,15,37,40,56,81,9,0,0,259
UCL321108,0,0,4,8,0,4,6,0,0,11,5,0,0,3,4,4,8,0,0,20,10,4,49,53,44,48,25,0,0,238
UCL321109,0,0,3,6,0,0,0,0,0,14,0,0,8,3,5,13,3,0,0,28,17,36,81,81,120,130,51,4,0,526
UCL321110,5,0,0,3,8,0,0,0,0,19,0,0,6,5,6,5,5,0,0,29,25,11,48,65,104,79,38,3,0,364
UCL321111,0,0,8,0,3,3,0,0,0,16,3,0,0,8,5,4,0,0,0,17,20,20,52,52,75,74,19,7,4,310
UCL321112,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,10,21,63,28,42,21,10,0,0,197
UCL321113,0,0,0,0,0,4,0,0,0,12,0,0,0,0,3,0,0,0,0,11,16,18,44,59,51,59,14,0,0,262
UCL321114,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,3,0,0,0,7,16,18,43,39,53,43,4,3,0,215
UCL322001,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,4,3,0,0,6,13,4,18,37,40,52,12,0,0,184
UCL322002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,15,26,19,36,29,16,0,0,149
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,13,18,21,14,0,0,82
UCL322004,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,0,0,0,10,9,14,29,32,36,43,12,5,0,163
UCL322005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,24,24,26,26,7,0,0,109
UCL322006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,9,16,17,45,17,5,0,109
UCL322007,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,26,29,30,36,6,5,0,142
UCL322008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,4,14,17,26,13,0,0,0,81
UCL322009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,32,33,30,46,11,3,0,175
UCL322010,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,11,4,4,7,6,23,27,5,3,0,73
UCL322011,0,0,0,3,0,3,0,0,0,8,0,0,4,3,0,0,0,0,0,10,9,11,33,43,49,67,18,5,0,225
UCL322012,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,4,11,16,27,23,27,5,3,0,114
UCL322013,0,0,8,0,3,5,0,0,0,16,0,0,5,3,0,7,0,0,0,13,13,16,50,56,46,39,5,0,0,231
UCL322014,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,5,6,22,20,9,14,0,0,88
UCL322015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,13,7,9,16,30,34,49,15,0,0,160
UCL322016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,8,25,25,32,41,14,0,0,149
UCL322017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,10,12,15,0,0,0,61
UCL322018,0,0,0,0,5,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,3,5,9,27,31,45,10,4,0,131
UCL322019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,3,0,19,3,7,10,8,33,33,8,4,0,104
UCL322020,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,4,13,17,24,27,7,0,0,95
UCL322021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,16,8,0,0,52
UCL322022,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,20,22,12,18,20,8,3,0,102
UCL322023,0,4,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,11,13,18,43,38,14,0,0,152
UCL322024,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,11,15,34,56,59,39,15,0,0,228
UCL322025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,18,14,20,20,7,0,0,78
UCL322026,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,5,6,24,15,24,25,5,4,0,105
UCL322027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,20,16,5,0,0,57
UCL322028,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,12,10,22,23,4,4,0,87
UCL322029,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,41,29,13,24,9,0,0,124
UCL322030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,5,9,18,17,16,27,12,0,0,111
UCL322031,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,17,16,28,38,9,0,0,120
UCL322032,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,3,0,3,12,23,13,12,0,0,68
UCL322033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,12,3,0,0,0,35
UCL322034,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,5,7,21,14,41,34,13,0,0,130
UCL322035,0,0,0,0,3,0,0,0,0,9,3,0,0,0,3,3,4,0,0,16,8,6,29,24,38,43,16,0,0,170
UCL322036,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,13,7,10,35,29,32,62,11,0,0,195
UCL322037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,17,6,28,22,9,0,0,92
UCL322038,0,0,0,4,0,0,0,0,0,8,5,0,0,6,0,3,0,0,0,10,9,4,12,30,24,24,11,3,0,127
UCL322039,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,10,5,11,13,15,12,26,4,0,0,82
UCL322040,3,4,4,7,6,3,0,0,0,20,0,0,0,0,8,0,0,0,0,12,17,19,23,56,71,32,11,0,0,230
UCL322041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,27,13,19,19,10,0,0,92
UCL322042,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,5,8,5,32,41,27,22,0,0,0,139
UCL322043,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,12,8,14,19,28,41,47,12,3,0,172
UCL322044,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,4,11,14,23,24,4,0,0,83
UCL322045,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,12,7,19,23,44,44,14,0,0,171
UCL322046,0,0,0,0,0,6,0,0,0,5,0,0,3,0,0,0,0,0,0,9,12,45,26,22,34,28,4,0,0,172
UCL322047,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,18,30,23,22,40,8,0,0,147
UCL322048,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,4,27,20,33,27,13,0,0,135
UCL322049,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,10,19,20,26,30,4,0,0,115
UCL322050,0,0,3,0,0,3,3,0,0,14,0,0,3,0,4,0,0,0,0,5,16,19,81,93,108,65,13,0,0,385
UCL322051,0,6,0,3,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,0,9,10,13,19,24,24,12,0,0,118
UCL322052,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,7,9,14,15,19,16,0,0,0,93
UCL322053,0,0,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,9,4,10,30,35,37,50,6,0,0,167
UCL322054,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,11,10,0,8,21,33,50,6,0,0,128
UCL322055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,10,12,15,23,36,48,10,5,0,145
UCL322056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,18,23,8,0,0,0,74
UCL322057,0,0,3,0,4,0,0,0,0,14,0,0,4,0,0,3,0,0,0,13,26,20,41,47,48,30,3,6,0,219
UCL322058,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,12,3,6,10,23,32,63,14,6,0,154
UCL322059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,13,16,7,4,0,0,70
UCL322060,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,7,13,6,13,23,33,52,13,0,0,153
UCL322061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,21,30,16,10,14,3,0,0,94
UCL322062,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,14,40,23,45,35,17,3,0,183
UCL322063,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,11,19,49,41,34,54,20,0,0,234
UCL322064,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,9,12,20,26,33,38,3,5,0,137
UCL322065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,3,4,15,19,22,19,4,0,0,85
UCL322066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,12,27,3,0,0,60
UCL322067,3,0,3,0,0,0,0,0,0,11,0,0,4,5,8,0,9,4,0,21,3,13,52,62,94,149,70,11,0,445
UCL322068,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,6,0,13,22,22,25,24,12,0,0,120
UCL322069,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,4,6,12,15,36,47,11,6,0,133
UCL322070,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,3,13,21,33,20,9,0,0,114
UCL322071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,11,8,0,0,0,38
UCL322072,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,8,10,10,17,20,16,5,0,0,92
UCL322073,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,5,4,26,38,38,56,19,3,0,186
UCL322074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,13,20,8,0,0,43
UCL322075,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,7,13,17,9,0,0,0,45
UCL322076,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,13,27,19,16,17,12,0,0,104
UCL322077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,25,17,19,3,0,0,94
UCL322078,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,3,10,19,17,21,23,4,0,0,105
UCL322079,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,18,27,48,33,27,0,0,0,157
UCL322080,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,6,13,17,24,12,0,0,82
UCL322081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,10,5,19,17,26,31,10,5,0,121
UCL322082,0,0,0,4,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,9,11,7,16,29,43,25,9,0,0,145
UCL322083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,11,22,20,16,11,3,0,95
UCL322084,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,4,9,13,10,3,0,0,49
UCL322085,0,0,0,3,0,0,0,0,0,14,3,3,0,3,0,4,5,0,0,11,17,20,32,44,55,35,17,5,0,222
UCL322086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,12,15,18,27,6,0,0,84
UCL322087,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,6,9,6,36,48,65,43,22,0,0,217
UCL322088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10,16,14,18,4,3,0,63
UCL322089,0,4,0,0,0,0,0,0,0,10,0,0,9,0,0,5,0,0,0,19,10,11,36,31,40,26,8,0,0,170
UCL322090,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,8,5,25,22,25,20,5,0,0,115
UCL322091,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,8,5,13,11,19,26,3,0,0,83
UCL322092,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,10,3,12,24,14,22,9,4,0,0,93
UCL322093,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,9,0,7,25,31,45,47,10,0,0,174
UCL322094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,3,10,13,25,38,7,3,0,103
UCL322095,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,11,10,4,10,21,24,33,11,6,0,126
UCL322096,0,0,0,7,6,4,0,0,0,14,0,0,0,3,3,0,0,0,0,7,11,9,40,70,62,33,9,0,0,230
UCL322097,0,0,4,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,9,3,19,42,22,24,46,19,0,0,176
UCL322098,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,18,20,20,39,43,40,7,0,0,194
UCL322099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,15,12,9,13,3,3,0,68
UCL322100,0,0,3,0,0,0,0,0,0,10,0,0,3,4,0,4,0,0,0,17,5,18,49,50,51,65,26,0,0,265
UCL322101,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,10,7,15,48,42,45,62,15,4,0,240
UCL322102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,11,0,0,0,0,49
UCL322103,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,14,9,9,20,29,57,43,8,0,0,172
UCL322104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,12,17,10,22,54,65,7,0,0,191
UCL322105,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,5,6,9,21,10,15,20,3,4,0,84
UCL322106,0,0,4,0,0,3,0,0,0,16,0,0,0,0,3,0,0,0,0,5,6,23,42,30,52,42,12,0,0,200
UCL322107,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,7,18,16,24,51,25,0,0,143
UCL322108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,19,9,20,18,6,0,0,77
