UCL_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
UCL112002,5,14,12,0,0,0,34,0,30,10,0,5,0,47,28,158,23,24,0,0,232,130,81,14,47,10,0,280,140,69,14,72,3,0,297,376,33,14,98,8,5,528,944,55,25,199,23,0,1247,1148,20,8,136,16,4,1323,396,0,0,41,4,0,439,33,0,0,10,0,0,51,3,0,0,4,0,0,9,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,48,25,9,47,24,23,174,3264,498,113,684,84,30,4674
UCL112003,0,3,0,5,0,0,12,0,6,5,0,0,0,14,9,9,11,14,0,0,40,11,58,82,24,8,5,194,27,6,21,33,10,0,89,77,7,43,60,5,5,198,235,17,27,117,9,0,399,697,3,25,174,8,0,919,503,5,5,63,3,0,582,134,0,0,16,4,0,157,42,0,0,9,0,0,46,15,0,0,0,0,0,24,6,0,0,4,0,0,3,0,0,0,3,0,0,7,22,7,21,42,8,8,110,1776,123,242,562,53,20,2776
UCL112004,0,4,0,0,0,0,6,0,0,0,0,0,0,8,3,5,8,13,7,0,35,19,36,44,15,10,3,123,10,9,16,12,3,0,54,26,20,20,20,9,0,95,109,11,10,39,5,0,176,289,11,23,71,3,0,400,322,10,9,50,4,0,392,308,0,0,29,5,0,349,133,0,0,16,0,0,149,53,0,0,8,0,0,63,20,0,0,6,3,0,36,42,0,0,8,0,0,55,20,6,3,25,5,3,69,1360,113,139,316,68,7,2001
UCL112005,0,0,4,0,0,0,5,0,4,6,3,0,0,12,6,38,7,31,4,4,83,36,90,20,26,19,0,191,48,27,3,47,5,0,132,206,59,17,45,3,3,329,737,50,18,107,18,3,927,752,42,8,95,3,4,903,93,0,0,15,0,0,109,13,0,0,0,0,0,14,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,5,0,0,7,28,15,9,20,6,7,88,1926,322,93,389,60,19,2810
UCL112006,0,21,5,4,0,0,26,3,25,5,4,0,0,42,30,189,13,25,9,6,284,166,111,45,60,15,4,403,148,56,30,67,4,4,317,496,66,20,124,15,6,731,993,42,26,237,37,7,1345,1180,22,26,209,42,7,1486,258,4,6,45,14,3,327,45,0,0,10,0,0,60,10,0,0,5,3,0,14,6,0,0,0,8,0,12,6,0,0,0,0,0,6,3,0,0,3,4,0,8,73,40,0,49,38,7,210,3423,580,182,838,191,43,5260
UCL112007,0,0,12,3,3,0,24,0,0,0,0,0,0,0,0,0,7,0,4,0,10,5,0,3,10,11,0,28,20,0,0,7,0,0,26,56,0,0,11,3,0,76,91,0,0,22,9,0,121,108,6,0,16,7,0,133,59,0,0,9,4,0,73,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,5,0,0,4,12,0,25,350,14,23,96,57,3,540
UCL112008,6,0,3,6,0,0,10,0,3,4,0,0,0,10,8,13,14,13,11,0,56,34,74,72,28,17,9,233,61,23,22,31,6,0,147,182,28,20,62,10,0,298,422,16,19,109,20,0,584,500,13,12,122,15,3,662,288,0,0,45,13,3,342,60,0,0,11,0,0,74,20,0,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,14,22,16,6,26,11,8,92,1607,180,182,463,108,23,2557
UCL112009,5,14,0,4,0,0,19,0,38,3,3,0,0,46,21,189,18,23,5,0,255,67,101,58,34,8,0,269,70,25,4,45,8,0,150,210,30,12,59,7,0,321,574,63,5,122,20,5,788,798,16,10,132,14,4,974,176,3,0,26,9,0,211,18,0,0,10,0,0,24,4,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,10,37,30,6,32,16,7,133,1984,515,119,487,87,18,3208
UCL112010,0,11,3,4,0,0,15,3,11,3,4,0,0,19,21,72,4,23,18,0,147,75,80,35,59,30,6,277,106,41,11,41,16,0,224,251,34,12,81,27,0,402,434,11,9,104,23,4,586,544,9,0,106,23,0,687,89,0,0,31,12,0,137,13,0,0,4,0,0,26,4,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,11,30,14,8,109,1582,289,83,494,176,28,2642
UCL112011,6,5,0,3,0,0,10,0,5,0,3,0,0,4,7,20,3,11,3,0,43,20,52,17,17,3,0,112,49,19,0,22,0,0,94,118,24,6,43,0,4,198,430,22,6,95,14,0,571,632,33,3,63,10,0,739,257,3,0,11,0,0,272,13,0,0,4,0,0,18,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,14,3,29,8,9,75,1555,196,43,301,41,15,2147
UCL112012,0,11,6,0,7,0,28,0,16,0,5,0,0,21,13,186,26,38,7,4,274,66,74,87,47,28,3,308,107,20,29,72,48,6,287,272,39,34,136,37,10,525,561,38,23,228,17,4,871,668,15,8,255,17,4,969,235,6,0,64,9,4,320,64,0,0,27,0,0,91,11,0,0,8,0,0,21,3,0,0,3,0,0,8,3,0,0,0,0,0,3,0,0,0,4,0,0,7,36,28,8,27,18,9,133,2046,430,230,915,194,37,3849
UCL112013,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,4,18,0,5,3,0,0,35,8,3,0,14,0,0,26,10,0,5,4,0,0,16,20,0,0,4,0,0,30,26,0,0,0,5,0,31,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,92,3,13,32,21,0,162
UCL112014,0,0,0,7,0,0,10,3,0,0,0,3,0,6,0,11,7,9,10,0,45,10,13,5,28,11,0,67,29,7,12,29,7,4,82,76,6,3,36,6,0,127,204,12,4,85,7,0,311,658,0,0,120,13,0,798,414,0,3,57,0,0,478,80,0,0,8,0,0,89,12,0,0,0,0,0,14,5,0,0,0,0,0,3,4,0,0,0,0,0,4,5,0,0,0,0,0,5,34,5,5,23,11,5,73,1532,55,38,395,73,12,2109
UCL112015,3,4,10,3,0,0,20,0,18,10,0,3,0,27,5,51,59,17,9,5,139,41,164,148,27,12,0,396,77,65,43,49,11,0,248,198,115,97,55,149,6,624,534,108,103,141,50,4,940,1051,43,41,185,29,8,1351,514,5,10,64,6,0,592,83,0,0,8,4,0,97,15,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,3,5,0,11,42,52,28,30,27,12,186,2564,625,544,586,302,40,4660
UCL112016,0,21,4,9,0,0,32,0,41,10,0,5,0,50,24,219,26,21,5,0,295,69,168,43,37,9,8,332,123,53,21,68,9,0,278,386,77,22,95,18,0,604,851,70,24,152,22,5,1128,1236,25,12,144,14,7,1433,609,4,0,52,7,0,674,119,0,0,13,3,0,144,23,0,0,10,0,0,28,5,0,0,6,0,0,12,5,0,0,5,0,0,6,17,0,0,14,0,0,34,81,76,11,39,54,15,279,3555,747,182,668,150,32,5332
UCL112017,3,6,7,5,14,0,28,7,4,3,4,4,0,20,3,36,47,25,14,9,127,23,127,170,30,27,3,379,47,34,32,51,6,0,171,254,53,70,92,15,6,487,726,36,62,162,15,10,1009,1553,29,75,333,37,0,2034,1060,4,8,145,12,4,1233,307,3,0,50,0,0,365,107,0,0,14,3,0,123,25,0,0,3,0,0,30,12,0,0,7,0,0,19,14,0,3,9,9,0,30,70,27,29,49,33,14,227,4211,357,506,984,187,39,6293
UCL112018,0,15,3,4,0,0,25,8,15,8,9,5,0,37,27,65,25,34,8,5,166,201,147,65,55,9,6,483,252,57,22,87,9,4,435,630,135,46,133,8,16,969,1305,106,33,258,17,5,1715,1177,24,13,172,25,8,1412,128,3,0,26,3,0,162,28,0,0,7,0,0,37,9,0,0,6,0,0,17,3,0,0,6,0,0,3,0,0,0,0,3,0,3,3,0,0,5,0,0,13,65,50,13,36,15,24,202,3836,617,232,830,109,67,5682
UCL112019,6,25,5,6,6,0,43,3,63,10,7,0,0,84,41,301,26,36,17,4,426,366,176,61,87,19,5,710,386,74,33,101,12,0,603,654,130,20,179,71,3,1058,1470,47,16,286,56,0,1867,1145,10,9,170,30,3,1379,327,4,4,39,5,0,375,59,0,0,11,9,0,71,9,0,3,4,0,0,21,4,0,0,0,0,0,7,5,0,0,0,0,0,0,7,0,0,9,4,0,20,78,54,8,68,39,16,254,4552,889,190,1003,266,36,6929
UCL113001,0,13,4,0,0,0,19,0,11,0,0,0,0,15,6,233,23,18,18,3,287,7,65,31,13,23,3,131,5,30,7,18,15,0,72,28,39,9,37,35,0,144,168,35,8,89,37,5,332,462,20,9,111,15,0,612,383,12,8,86,9,0,488,235,0,0,50,4,0,289,124,0,0,17,0,0,144,19,0,0,6,6,0,33,0,0,0,0,0,0,5,0,0,0,6,4,0,10,24,31,9,21,12,7,95,1460,480,102,456,162,20,2682
UCL113002,0,4,0,0,0,0,11,0,4,3,0,0,0,9,0,62,3,7,5,0,83,14,33,22,22,12,0,94,26,17,8,18,6,0,75,110,23,26,56,14,4,229,252,16,11,65,17,4,369,395,9,9,98,19,4,527,131,3,0,32,10,0,167,30,0,0,12,4,0,42,0,0,0,3,0,0,7,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,6,22,19,4,21,26,7,93,982,189,85,344,107,19,1721
UCL113003,0,10,0,8,32,0,53,7,10,11,8,18,0,58,31,12,7,68,19,4,136,161,32,28,134,34,0,383,129,19,9,111,32,0,297,219,22,8,117,19,0,382,149,9,0,74,12,0,244,80,5,0,28,11,0,122,10,0,0,3,4,0,21,0,0,0,6,0,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,17,6,0,49,35,6,108,804,121,73,599,223,22,1833
UCL113004,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,15,0,23,0,23,35,8,11,0,86,0,9,7,19,10,0,42,7,6,11,21,14,0,62,10,4,11,24,27,0,68,24,3,8,54,24,0,123,62,0,0,54,8,0,125,137,4,0,70,3,4,222,132,0,3,59,3,0,203,100,0,0,47,9,0,157,78,0,0,35,0,0,110,140,0,0,83,13,0,231,27,3,8,32,8,6,85,723,55,83,503,151,9,1529
UCL113005,0,5,3,0,0,0,11,0,10,3,0,0,0,12,13,101,15,20,5,4,149,57,47,54,45,25,5,228,73,26,5,60,7,5,177,212,29,11,112,20,9,387,430,16,7,199,26,5,678,407,3,18,89,15,5,542,85,0,0,11,4,0,99,14,0,0,0,3,0,19,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,26,22,11,26,16,4,99,1309,255,130,562,119,29,2406
UCL113006,0,0,4,0,0,0,8,0,4,5,0,0,0,8,8,8,14,12,0,0,36,31,46,57,30,14,0,177,58,21,30,25,6,5,147,120,24,31,47,16,0,240,230,20,16,71,7,0,345,214,14,21,40,14,0,296,16,0,0,0,0,0,18,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,6,13,10,3,68,700,162,181,244,65,12,1359
UCL113007,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,5,5,4,0,0,8,5,9,0,8,0,0,28,4,5,6,14,3,0,24,9,4,0,9,0,0,30,40,4,7,27,3,0,79,149,0,0,55,3,0,215,229,4,0,54,3,0,295,185,0,0,30,0,0,215,76,0,0,15,0,0,89,16,0,0,6,0,0,20,5,0,0,4,0,0,8,8,0,0,3,0,0,9,6,0,4,11,8,0,30,732,36,24,241,23,9,1064
UCL113008,0,11,0,3,0,0,18,0,25,0,3,0,0,33,11,134,11,17,0,4,178,28,51,8,28,10,0,130,65,21,5,30,4,0,122,205,23,12,35,4,0,278,381,29,4,48,5,0,470,187,3,0,23,3,0,218,25,0,0,0,0,0,25,3,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,3,17,9,0,67,933,329,38,214,43,9,1561
UCL113009,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,10,0,0,11,9,8,0,4,98,0,115,18,5,0,9,28,0,56,165,0,0,28,4,0,197,188,0,0,15,4,0,210,90,0,0,6,0,0,95,21,0,0,0,0,0,21,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,9,0,29,504,12,0,87,147,0,755
UCL113010,0,0,0,3,4,0,11,0,6,0,0,0,0,5,3,17,6,4,5,0,33,19,38,19,26,5,0,109,18,17,7,12,6,0,62,58,28,10,21,0,3,117,207,48,5,43,7,0,305,398,11,4,66,8,3,486,296,0,0,26,6,0,323,56,0,0,4,0,0,62,11,0,0,3,0,0,12,0,0,0,0,0,0,0,4,0,0,3,0,0,8,5,0,0,0,0,0,12,22,13,0,12,15,4,69,1109,172,53,211,59,14,1611
UCL113011,0,0,0,0,0,0,9,0,4,0,4,0,0,8,4,27,9,11,4,0,59,62,80,25,18,6,0,186,65,27,9,27,0,0,126,143,29,10,50,8,0,245,249,46,15,52,8,0,369,340,9,0,48,5,0,400,72,3,0,6,0,0,77,7,0,0,4,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,11,0,8,9,7,56,973,227,75,224,40,8,1543
UCL113012,0,0,3,5,0,0,11,0,0,0,0,4,0,5,0,8,28,8,14,3,58,6,22,24,3,5,0,67,22,5,6,22,0,5,54,56,7,8,24,39,0,142,180,6,4,52,12,0,249,419,0,0,65,8,0,497,290,0,0,42,9,0,338,104,0,0,15,0,0,117,45,0,0,7,0,0,52,3,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,3,17,3,4,17,15,3,64,1153,67,75,258,101,17,1665
UCL113013,0,6,0,0,0,0,8,0,0,0,0,0,0,6,3,36,16,6,3,0,61,8,99,34,11,8,0,160,8,38,6,11,6,0,71,65,94,27,37,42,6,267,388,106,44,79,15,5,630,469,51,21,70,38,0,651,148,0,0,15,13,0,180,4,0,0,0,0,0,9,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3,15,11,6,68,1133,448,148,250,131,14,2124
UCL113014,3,3,0,0,0,0,9,4,0,0,0,0,0,5,0,36,4,4,4,0,50,26,84,23,8,12,0,147,33,33,6,14,6,0,96,112,52,9,21,43,0,232,222,34,8,62,32,0,352,404,41,11,60,11,0,527,145,8,0,15,4,0,166,25,0,0,9,0,0,34,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,0,12,15,4,61,1000,298,58,198,134,7,1692
UCL113015,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,0,13,4,4,5,15,7,0,36,4,4,0,23,3,0,37,39,4,8,21,30,5,102,190,5,10,46,19,3,269,388,0,6,55,9,0,459,146,0,0,13,0,0,155,19,0,0,0,0,0,20,4,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,20,6,4,37,798,18,29,215,75,6,1143
UCL113016,0,4,0,0,0,0,15,0,6,3,4,5,0,20,14,32,23,19,4,0,81,62,93,83,35,5,5,284,107,31,21,50,3,3,216,267,62,29,83,6,4,456,537,49,13,113,9,7,722,448,31,29,73,21,5,609,63,3,3,9,0,0,83,14,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,35,21,22,15,21,9,125,1551,342,238,395,66,36,2634
UCL113017,0,0,0,3,0,0,4,0,0,4,0,0,0,4,3,9,12,4,3,0,37,5,29,53,10,11,0,112,12,13,16,30,0,4,76,21,13,17,35,9,0,95,185,11,24,67,7,0,293,350,13,8,106,10,0,481,171,4,7,51,5,0,233,22,0,0,4,0,0,31,3,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,4,4,0,8,7,15,4,16,0,0,50,786,102,145,331,54,4,1434
UCL113018,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,3,8,0,25,7,0,0,5,0,0,8,9,0,0,8,0,0,19,25,0,0,11,0,0,34,41,0,0,11,5,0,50,17,0,0,7,0,0,23,3,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,8,107,0,0,55,23,0,191
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,0,6,0,0,23,0,4,4,5,0,0,19,10,9,0,5,0,0,17,14,3,3,9,0,0,30,59,3,0,39,0,0,100,119,0,0,29,0,0,152,73,0,0,20,0,0,95,49,0,0,3,0,0,48,6,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,7,0,0,21,344,47,11,109,8,0,523
UCL114002,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,8,6,5,3,0,23,11,19,14,11,22,3,75,9,0,3,12,5,0,31,45,4,5,10,8,0,70,125,0,0,29,3,0,163,197,0,0,30,8,0,228,70,0,0,12,0,0,77,11,0,0,3,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,4,0,13,0,0,31,480,33,29,125,54,9,728
UCL114003,4,5,0,0,0,0,10,0,6,0,0,0,0,8,3,62,12,12,5,0,92,56,40,11,19,16,4,155,57,25,12,31,15,0,142,125,12,12,49,14,4,214,251,11,0,81,12,0,360,227,0,3,45,3,0,290,15,4,0,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,10,10,0,52,761,180,55,258,74,12,1337
UCL114004,0,0,0,3,3,0,5,0,3,4,4,0,0,10,11,9,10,8,3,0,36,49,13,11,12,0,6,98,33,4,0,17,4,0,56,75,9,11,32,6,0,133,129,10,9,44,8,0,201,101,0,0,22,9,0,136,33,0,0,17,4,0,50,14,0,0,0,4,0,14,9,0,0,0,5,0,8,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,37,0,6,10,33,0,93,493,50,48,177,73,6,851
UCL114005,0,5,0,5,0,0,8,0,9,0,3,0,0,12,20,44,0,4,0,0,75,49,52,0,26,10,0,137,38,21,0,24,5,0,79,79,5,0,35,0,0,117,98,0,0,31,3,0,142,21,3,0,10,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,20,310,150,0,139,26,0,627
UCL114006,0,0,0,4,0,0,7,5,8,0,0,0,0,9,15,10,0,13,0,0,44,91,10,5,36,3,3,146,43,0,0,22,0,0,64,89,0,0,29,4,0,123,103,0,0,14,3,0,125,27,0,0,7,0,0,28,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,7,0,4,19,378,34,8,140,11,7,582
UCL114007,0,6,0,4,0,0,5,3,9,0,0,0,0,20,17,53,18,9,4,3,101,129,43,10,37,7,3,224,64,17,7,41,9,0,134,177,27,4,64,6,5,275,163,4,0,40,0,4,207,46,0,0,14,4,0,71,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,6,7,9,0,51,615,171,45,227,43,12,1107
UCL114008,0,0,0,0,0,0,6,0,0,0,4,5,0,11,48,8,12,22,10,0,92,93,23,18,35,6,0,173,50,7,0,11,0,0,72,121,14,6,34,5,0,178,120,4,4,15,0,0,142,36,0,0,7,3,0,41,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,5,10,0,35,486,71,34,132,43,6,770
UCL114009,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,0,10,10,0,0,6,0,0,7,0,0,0,5,0,0,11,6,0,0,4,42,0,56,70,0,0,18,14,0,102,240,0,0,35,0,0,278,151,0,0,20,0,0,174,22,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,3,3,21,517,4,3,95,63,4,690
UCL114010,9,4,0,0,0,0,16,4,10,0,0,0,0,14,24,50,7,9,0,3,101,71,24,4,24,7,5,133,57,20,4,22,3,0,100,136,8,4,40,3,0,192,104,0,0,38,6,3,151,59,0,0,12,9,0,83,12,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,0,9,10,3,47,492,134,19,163,41,13,868
UCL114011,0,0,0,3,0,0,7,6,0,0,0,0,0,6,26,5,18,8,0,0,56,101,19,18,32,3,0,168,62,10,9,25,0,0,105,167,8,6,29,9,0,214,91,0,0,25,3,0,124,15,0,0,6,0,0,22,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,10,0,25,471,42,52,135,26,3,728
UCL114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,0,32,3,3,0,4,47,0,60,12,3,0,5,61,0,81,16,0,0,11,0,0,30,35,0,0,4,4,0,47,77,0,0,11,0,0,92,45,0,0,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,198,9,0,47,143,0,398
UCL114013,0,0,3,0,3,0,8,0,5,0,0,0,0,11,9,8,10,11,0,0,36,46,34,9,10,3,0,107,38,18,7,22,6,0,97,124,28,8,29,5,0,191,194,12,10,52,4,0,269,214,0,0,30,8,0,253,86,0,0,9,0,0,101,16,0,0,5,0,0,19,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,6,6,3,48,747,113,66,181,38,9,1159
UCL114014,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,10,0,0,0,0,0,0,7,0,3,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,3,0,0,16,19,5,0,4,0,0,34,60,0,0,20,0,0,87,73,0,0,8,0,0,86,32,0,0,3,0,0,35,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,9,208,30,0,69,0,0,311
UCL114015,0,6,23,5,0,0,34,6,3,13,0,0,0,20,17,21,22,14,6,4,83,95,28,12,20,23,0,187,79,18,10,28,3,0,142,151,31,18,40,13,0,253,383,10,4,63,10,0,467,165,3,0,22,4,0,193,15,0,0,0,3,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,3,19,12,6,8,16,13,64,929,126,111,217,77,21,1476
UCL114016,0,4,0,4,0,0,4,0,4,0,0,4,0,12,26,33,0,24,11,0,88,55,24,0,40,6,3,129,91,11,0,24,10,0,141,133,19,0,54,5,0,206,189,0,0,48,9,0,248,55,0,0,23,6,0,83,5,0,0,4,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,15,5,0,34,570,94,7,220,58,8,961
UCL114017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,4,0,0,4,0,0,0,11,5,0,13,5,0,0,14,0,0,20,46,0,0,49,0,0,95,83,0,0,30,0,0,120,106,0,0,43,0,0,156,99,0,0,31,0,0,123,41,0,0,18,0,0,63,26,0,0,5,0,0,25,11,0,0,7,0,0,17,4,0,0,7,0,0,17,424,0,6,209,17,0,661
UCL114018,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,9,3,4,5,0,27,6,9,11,19,3,0,44,30,0,4,16,7,0,48,44,0,3,29,0,0,80,157,0,4,47,9,0,215,165,7,3,55,12,0,239,114,0,0,26,4,0,144,25,0,0,6,0,0,28,9,0,0,4,0,0,16,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0,7,7,0,0,14,9,0,39,559,33,28,219,58,5,904
UCL114019,0,0,0,5,3,0,8,0,15,15,0,10,0,38,13,22,4,11,7,0,59,126,64,19,29,13,0,244,73,26,9,28,7,4,153,96,26,3,25,7,0,162,143,7,0,17,6,0,177,107,0,3,16,14,0,140,28,0,0,5,11,0,43,4,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,17,24,5,68,613,173,53,155,99,9,1103
