UCL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
UCL121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,165,380,11,26,37,0,0,0,0,0,0,0,0,0,4,0,11,8,6,23,238,208,446,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,57,62,121,57,62,121,3,9,8,363,344,710
UCL121035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,145,321,9,7,17,14,0,14,0,0,0,0,0,0,0,0,0,3,3,8,201,155,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,36,45,27,59,88,5,0,5,248,250,492
UCL121036,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,195,198,393,12,6,24,10,0,10,0,0,0,0,0,0,4,6,4,4,4,6,221,211,434,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,59,97,32,49,77,0,0,0,299,323,620
UCL121037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,102,215,5,8,12,3,0,3,0,0,0,5,0,5,0,0,0,3,4,3,130,111,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,51,13,23,32,0,4,4,164,167,331
UCL121038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,82,170,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,102,90,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,7,10,18,0,0,3,118,104,219
UCL121039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,67,144,6,0,6,8,0,8,0,0,0,0,3,3,4,0,4,6,0,0,97,74,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,54,67,121,14,29,38,0,3,4,164,173,343
UCL121040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,93,202,8,4,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,117,100,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,29,15,29,39,0,0,0,151,140,292
UCL121041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,74,153,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,100,79,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,7,14,18,4,3,4,115,101,218
UCL121042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,49,126,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,79,59,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,89,10,21,36,0,0,0,145,125,260
UCL121043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,66,175,6,5,8,4,0,4,0,0,0,0,0,0,0,0,3,0,6,7,120,74,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,41,58,92,16,33,55,0,0,0,179,167,342
UCL121044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,60,138,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,66,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,11,12,18,0,0,0,98,88,187
UCL121045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,144,5,10,12,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,87,79,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,22,20,23,46,0,0,0,111,118,228
UCL121046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,86,175,0,0,0,5,0,3,4,0,4,0,0,0,0,0,0,9,7,14,109,95,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,44,15,19,34,3,0,3,143,152,291
UCL121047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,74,163,10,6,14,5,0,5,0,0,0,0,0,0,0,0,0,3,4,8,102,92,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,19,43,8,28,36,0,3,3,138,141,279
UCL121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,64,141,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,86,67,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,15,37,19,10,28,0,0,0,121,98,222
UCL121049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,111,258,8,13,20,7,0,7,0,0,0,0,0,0,0,0,0,6,0,6,166,123,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,12,27,0,0,0,174,145,317
UCL121050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,88,0,3,4,0,0,0,4,0,4,0,0,0,0,0,0,3,6,13,57,58,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,30,7,22,26,0,0,3,77,96,173
UCL121051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,91,215,5,11,12,7,0,7,0,0,0,0,0,0,0,0,0,9,11,19,140,111,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,16,17,31,8,18,33,0,4,3,165,153,314
UCL121052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,88,209,5,0,8,4,0,4,0,0,0,5,0,5,0,0,3,11,15,27,143,108,253,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,31,32,65,18,12,34,6,0,9,203,161,358
UCL121053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,73,167,10,7,16,10,0,10,0,0,0,5,0,5,0,0,0,11,18,29,138,92,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,10,20,27,0,0,0,151,125,276
UCL121054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,101,235,12,4,15,5,0,5,0,0,0,0,0,0,0,0,0,0,0,7,154,106,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,57,107,21,49,69,0,0,6,226,221,445
UCL121055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,101,196,11,9,17,3,0,5,0,0,0,0,0,3,0,0,0,0,5,4,115,114,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,32,54,3,14,20,0,0,0,146,163,309
UCL121056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,125,259,9,5,14,10,0,10,0,0,0,0,0,0,0,0,0,6,6,9,155,141,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,27,36,17,27,48,0,0,0,184,190,377
UCL121057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,109,249,11,6,16,10,0,10,4,0,0,0,0,0,0,0,0,0,0,0,158,117,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,35,23,31,53,0,0,0,200,165,369
UCL121058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,313,616,16,23,35,15,0,15,3,0,3,0,0,0,4,0,4,3,0,0,348,341,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,56,64,117,41,62,102,0,0,0,448,460,910
UCL121059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94,197,0,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,107,103,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,15,19,33,0,0,0,132,138,275
UCL121060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,145,292,13,9,19,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,176,156,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,48,80,35,41,79,0,0,0,254,244,497
UCL121061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,63,158,5,7,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,103,69,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,27,19,19,38,0,0,0,128,110,241
UCL121062,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,133,101,234,4,6,9,4,0,4,0,0,0,0,0,0,0,0,0,3,3,8,147,115,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,97,175,36,46,82,0,0,0,266,250,517
UCL121063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,39,93,3,0,9,4,0,4,0,0,0,0,0,0,0,0,0,3,5,6,67,42,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,46,12,21,34,0,0,0,98,96,190
UCL121064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,77,171,0,3,3,3,0,3,0,0,0,3,0,3,0,0,0,8,6,9,104,86,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,24,14,11,31,5,0,5,135,118,249
UCL121065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,87,179,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,98,104,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,16,12,27,13,23,38,0,3,0,134,150,285
UCL121066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,56,147,9,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,8,9,97,64,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,36,13,26,36,6,0,6,125,115,237
UCL121067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,103,199,6,3,12,9,0,9,0,0,0,6,0,3,8,0,3,13,26,40,139,138,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,22,8,19,25,0,5,3,155,170,326
UCL121068,0,0,0,3,10,9,0,0,0,0,0,0,0,0,0,299,285,582,11,16,31,12,0,12,3,4,8,0,0,0,0,0,0,3,5,10,335,317,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,3,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,34,65,100,46,81,125,3,0,5,421,466,889
UCL121069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,102,246,6,4,12,5,0,5,0,0,0,5,0,5,0,0,0,0,3,3,158,110,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,57,96,36,34,73,0,0,0,232,208,440
UCL121070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,42,99,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,44,109,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,36,76,113,26,34,55,0,0,0,129,147,278
UCL121071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,73,163,6,4,6,7,0,7,4,0,4,0,0,0,0,0,0,5,3,12,110,84,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,13,10,18,3,3,11,131,101,233
UCL121072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,96,229,9,10,20,15,0,15,0,0,0,0,0,0,5,0,5,3,8,14,172,114,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,14,25,42,0,0,0,192,152,346
UCL121073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,74,160,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,10,7,18,107,89,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,7,14,14,0,0,0,114,110,226
UCL121074,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,58,39,94,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,68,49,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,41,55,94,32,19,52,4,0,0,137,122,259
UCL121075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,88,0,3,3,5,0,5,0,0,0,0,0,0,0,3,3,0,0,0,60,39,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,55,12,16,27,0,0,0,95,78,180
UCL121076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,125,258,6,3,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,149,128,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,45,66,47,48,93,3,3,4,219,226,450
UCL121077,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,105,107,216,7,4,11,9,0,9,0,0,0,0,0,0,0,0,0,7,15,22,123,135,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,28,47,16,12,29,3,0,5,161,170,337
UCL121078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,113,237,8,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,119,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,30,52,19,33,50,0,0,0,173,184,362
UCL121079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,75,167,6,9,18,9,0,9,0,0,0,0,0,0,0,0,0,0,5,7,105,91,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,18,34,15,18,28,0,0,0,135,125,260
UCL121080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,177,354,11,7,14,0,0,0,0,0,3,5,0,5,5,4,7,4,3,5,199,192,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,33,60,19,32,50,0,0,0,247,265,504
UCL121081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,94,195,10,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,117,100,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,49,9,9,21,0,0,0,149,145,291
UCL121082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,155,316,6,5,20,10,0,9,0,0,0,3,0,3,0,0,0,4,4,7,188,169,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,54,27,24,50,0,0,0,235,233,471
UCL121083,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80,56,136,5,10,10,6,0,6,0,0,0,3,0,4,0,0,0,7,10,12,107,65,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,67,74,138,45,37,79,0,0,0,218,178,398
UCL121084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,78,225,5,8,14,19,0,19,0,0,0,0,0,0,0,0,0,11,4,11,176,98,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,89,133,22,28,47,0,0,0,249,208,464
UCL121085,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,112,85,197,4,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,120,88,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,98,174,29,49,71,4,0,4,233,235,467
UCL121086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,89,188,6,4,13,3,0,3,0,0,0,0,0,0,0,0,0,8,20,31,121,111,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,30,13,15,35,0,4,4,155,147,305
UCL121087,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,85,85,172,12,4,13,12,0,12,0,0,0,0,0,0,0,0,0,6,3,8,118,95,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,23,11,25,30,0,4,6,134,132,270
