UCL_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_ns,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arr_ns,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_ns,Canada_Tot,Ch_ex_SARs_Taiw_Before_1951,Ch_ex_SARs_Taiw_1951_1960,Ch_ex_SARs_Taiw_1961_1970,Ch_ex_SARs_Taiw_1971_1980,Ch_ex_SARs_Taiw_1981_1990,Ch_ex_SARs_Taiw_1991_2000,Ch_ex_SARs_Taiw_2001_2010,Ch_ex_SARs_Taiw_2011_2015,Ch_ex_SARs_Taiw_2016,Ch_ex_SARs_Taiw_2017,Ch_ex_SARs_Taiw_2018,Ch_ex_SARs_Taiw_2019,Ch_ex_SARs_Taiw_2020,Ch_ex_SARs_Taiw_2021,Ch_ex_SARs_Taiw_Yr_arr_ns,Ch_ex_SARs_Taiw_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_ns,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_ns,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_ns,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arr_ns,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_ns,Greece_Tot,Ho_Ko_SAR_China_Before_1951,Ho_Ko_SAR_China_1951_1960,Ho_Ko_SAR_China_1961_1970,Ho_Ko_SAR_China_1971_1980,Ho_Ko_SAR_China_1981_1990,Ho_Ko_SAR_China_1991_2000,Ho_Ko_SAR_China_2001_2010,Ho_Ko_SAR_China_2011_2015,Ho_Ko_SAR_China_2016,Ho_Ko_SAR_China_2017,Ho_Ko_SAR_China_2018,Ho_Ko_SAR_China_2019,Ho_Ko_SAR_China_2020,Ho_Ko_SAR_China_2021,Ho_Ko_SAR_China_arrival_ns,Ho_Ko_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arr_ns,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
UCL112014,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,20,0,0,3,7,5,4,3,7,0,0,0,0,0,0,0,25,3,5,0,0,3,6,9,3,4,0,3,0,0,0,0,38,0,0,5,0,0,3,0,0,0,0,0,0,0,0,4,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,6,6,3,11,6,3,6,0,0,0,0,0,0,0,0,41,13,27,13,10,0,0,7,0,0,0,0,0,0,0,4,78,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,4,0,0,5,0,0,0,0,4,0,0,20,8,0,3,5,7,7,5,20,4,8,7,0,0,0,6,79,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,6,0,0
UCL112015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,0,7,0,0,0,0,0,25,0,0,8,4,5,5,15,8,3,0,0,0,0,0,0,53,0,0,0,4,13,9,25,21,8,8,8,28,8,0,6,143,0,0,21,0,0,8,0,0,0,0,0,0,0,0,0,32,0,3,3,0,0,3,6,4,0,0,0,0,0,0,0,27,0,0,0,3,13,9,7,8,0,0,0,0,0,0,7,47,12,44,5,10,12,3,12,3,0,0,0,0,0,0,12,110,0,8,4,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,5,4,0,0,3,0,0,0,0,0,0,12,0,4,0,3,0,9,61,98,44,38,59,79,17,0,7,417,0,7,0,0,0,6,8,7,0,0,0,4,0,0,0,35,0,0,0,0,0,0,5,3
UCL112016,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,11,0,3,0,0,0,0,0,27,0,0,0,3,5,3,16,7,0,4,3,3,8,0,0,56,3,11,5,30,19,9,52,20,0,9,11,6,4,0,4,181,0,5,18,8,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,18,5,5,3,0,0,0,5,0,0,0,48,23,28,5,3,9,10,6,3,10,0,0,0,0,0,0,100,0,6,10,3,0,0,0,0,0,3,0,0,0,0,0,24,0,0,3,0,12,7,5,10,0,0,0,0,0,0,0,33,3,0,4,5,6,10,100,173,33,49,57,49,17,3,4,514,0,0,0,0,0,3,15,8,0,3,0,0,0,0,0,39,0,0,0,0,7,0,0,3
UCL112017,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,14,0,4,13,9,12,15,34,18,0,6,3,3,4,0,0,110,0,3,0,3,10,24,41,18,3,12,9,7,0,0,6,146,0,4,21,5,0,3,0,0,0,0,0,0,0,0,0,36,0,11,12,3,0,7,8,5,0,4,0,6,0,0,0,49,0,3,3,0,11,3,8,8,0,0,0,0,0,3,0,46,29,58,36,21,28,13,17,13,0,3,0,0,0,0,10,219,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,4,12,9,6,10,8,0,0,0,0,0,0,0,49,3,3,4,9,6,14,50,69,19,20,20,20,13,0,5,262,0,9,0,0,4,5,9,4,3,0,5,0,0,0,0,42,0,0,0,3,7,3,0,8
UCL112018,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,12,0,13,0,0,0,0,0,27,0,0,3,3,3,3,4,0,0,0,0,0,0,0,0,23,0,0,0,6,8,17,23,41,16,37,46,34,0,0,7,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,0,0,20,0,0,0,33,0,0,0,0,3,0,4,27,0,0,6,3,32,16,0,98,6,12,0,0,5,0,0,6,0,0,0,0,0,0,3,42,0,6,4,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,6,3,4,4,0,0,0,0,0,0,0,22,0,0,0,0,0,6,90,99,38,31,61,69,17,3,7,426,0,0,0,0,0,4,4,4,0,0,0,17,17,0,3,48,0,0,0,0,0,0,3,4
UCL112019,0,0,0,0,0,0,9,14,4,13,0,0,0,0,0,40,0,0,0,0,0,0,10,37,5,9,4,3,0,0,0,79,0,0,0,4,4,9,10,5,0,3,3,0,0,0,0,50,0,0,5,0,7,19,49,43,32,34,35,32,7,0,6,267,0,5,9,3,0,5,0,0,0,0,0,0,0,0,0,19,0,0,5,0,3,13,34,42,0,0,0,3,3,0,3,115,0,3,3,0,8,11,9,9,0,0,0,14,16,27,5,110,16,37,12,6,9,6,4,0,0,0,0,0,0,0,0,90,0,7,11,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,4,10,6,10,4,0,0,0,0,0,0,0,37,0,0,6,0,0,21,141,214,73,52,63,53,26,3,16,662,0,0,0,0,0,3,6,6,4,3,0,0,0,0,0,24,0,0,0,0,0,8,6,26
UCL113001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,10,3,11,6,14,0,0,0,0,0,0,0,54,0,0,0,3,0,0,12,3,0,0,3,5,0,0,0,29,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,7,6,5,0,0,0,0,0,0,0,3,24,12,24,6,0,12,3,12,0,0,0,0,3,0,0,0,81,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,14,6,0,4,0,0,0,34,27,6,3,7,17,4,3,0,118,0,4,0,0,0,0,9,0,3,0,0,0,0,0,3,24,0,0,0,0,0,4,0,6
UCL113002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,7,0,0,0,0,0,5,0,27,0,4,0,0,6,3,6,5,0,3,6,0,0,0,8,48,0,15,29,6,0,4,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,15,35,12,4,3,3,3,0,0,0,0,3,0,0,5,84,0,10,13,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,5,11,6,3,11,21,16,0,0,77,0,4,0,4,0,0,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
UCL113003,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,5,0,4,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,10,7,0,3,4,5,0,0,0,0,0,0,0,0,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,5,5,7,8,14,15,0,0,67,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
UCL113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,11,13,0,4,5,6,6,0,0,79,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,21,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,14,8,0,21,12,27,11,8,8,15,16,11,0,9,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,7,6,0,3,0,3,0,0,0,30,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,11,0,0,0,0,3,0,0,0
UCL113005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,4,0,8,6,0,0,0,3,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,15,5,10,0,3,0,0,7,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,25,18,12,10,8,12,0,0,0,84,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0
UCL113006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,0,7,7,5,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,6,11,4,0,5,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,18,4,3,3,4,4,0,5,41,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0
UCL113007,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,13,6,3,0,3,0,0,0,0,51,0,3,0,0,9,9,11,18,0,0,0,0,0,3,0,61,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,12,13,16,22,9,4,6,3,3,0,4,0,6,0,0,0,81,0,7,8,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,9,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,20,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0
UCL113008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,3,12,18,7,0,5,0,0,0,0,5,45,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,14,12,14,4,0,0,0,3,0,0,0,0,0,0,0,0,34,0,7,6,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,3,0,5,3,0,7,16,6,11,4,4,11,0,0,0,70,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,4
UCL113009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,7,6,5,5,0,0,0,5,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,13,4,0,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0
UCL113010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,19,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,17,0,0,0,0,0,3,8,3,6,0,0,6,0,0,0,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,5,7,8,3,0,0,4,0,0,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,15,11,8,3,0,0,3,0,0,49,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,7,6,12,0,0,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,4,3,14,26,5,3,13,7,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
UCL113012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,7,9,11,7,9,3,0,0,0,0,0,0,42,0,0,0,0,0,4,18,0,3,3,0,4,0,0,5,44,0,9,31,6,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,14,21,26,7,3,3,5,0,0,0,0,0,0,0,0,0,74,0,10,16,4,0,3,0,0,0,0,0,0,0,0,4,42,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,5,7,4,13,3,8,11,4,3,4,65,0,0,5,0,0,0,3,4,0,0,0,4,0,0,3,12,0,0,0,0,0,0,0,0
UCL113013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,15,0,0,0,0,5,3,5,3,3,0,0,4,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,11,17,10,10,6,0,3,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,8,8,0,8,0,0,0,0,0,35,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
UCL113014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,7,4,0,0,6,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,17,0,39,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,11,16,5,6,13,6,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
UCL113015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,17,0,5,0,6,0,3,8,0,0,0,0,0,0,0,0,26,0,8,17,5,0,3,0,0,0,0,0,0,0,0,3,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,12,13,30,10,5,5,6,0,0,0,0,0,0,0,0,0,72,0,9,19,12,0,0,3,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
UCL113016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,17,0,0,0,3,9,3,18,17,0,0,4,0,0,0,0,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,18,0,0,0,0,3,3,5,3,0,0,0,0,0,0,0,16,10,17,10,0,6,0,5,0,0,0,0,0,0,0,3,52,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,26,31,10,9,13,25,22,0,5,145,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
UCL113017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,4,6,0,0,0,0,0,0,0,27,0,0,0,0,0,7,4,5,3,0,0,0,0,0,0,30,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,9,28,9,10,6,5,4,3,0,0,0,0,0,0,0,67,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,11,0,0,4,0,0,0,12,6,0,3,3,3,0,0,0,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,3,0
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
UCL114002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,9,8,6,0,5,0,3,0,0,0,0,0,0,3,49,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,4,0,0,0,4,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
UCL114003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
UCL114004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,7,3,7,0,3,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,35,19,0,10,0,7,0,0,0,0,0,0,0,6,84,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,5,12,3,17,7,10,12,5,0,77,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
