UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL321013,5,4,10,39,49,85,0,0,0,0,0,3,0,0,0,55,51,106,0,0,0,0,0,4,8,0,8,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,8,7,16,0,0,0,0,4,8,7,13,28,20,18,38,0,0,0,148,154,304,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,177,362,0,4,6,0,0,0,192,181,366,36,35,70,0,0,0,381,376,750
UCL321014,5,7,9,33,28,62,0,0,0,3,7,6,0,0,0,64,64,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,10,5,0,8,0,0,0,0,0,0,7,11,21,3,0,8,0,0,0,134,122,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,4,6,133,84,219,0,0,3,0,0,0,134,85,219,21,13,33,0,0,0,287,231,515
UCL321015,0,0,6,141,127,272,0,0,0,0,4,4,0,0,0,150,173,320,0,0,0,0,0,0,8,13,25,0,0,0,0,3,8,0,0,0,0,0,4,3,4,8,13,10,23,3,9,6,0,0,0,36,37,78,7,14,21,0,0,0,379,398,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,130,270,0,0,0,0,0,0,142,132,271,48,48,93,0,0,0,566,582,1146
UCL321016,4,0,5,52,67,122,0,0,0,0,0,0,0,0,0,30,51,78,0,0,0,0,0,0,3,0,9,0,0,0,4,3,6,0,0,0,0,5,5,6,0,5,15,9,24,4,0,9,0,0,0,16,19,36,9,4,16,0,0,3,133,171,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,3,3,7,111,110,216,0,0,0,0,0,0,110,109,222,36,33,72,0,0,0,289,323,610
UCL321017,4,5,6,66,79,148,0,0,0,7,6,18,0,0,0,97,113,214,3,3,14,0,4,4,3,4,7,3,0,0,17,24,38,0,0,0,0,6,5,14,19,31,16,6,23,0,0,0,6,14,18,16,22,43,43,44,87,3,4,5,303,347,649,0,0,4,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,113,254,3,0,4,0,0,0,136,117,257,22,25,46,0,0,0,472,493,961
UCL321018,0,0,6,40,48,92,0,0,0,3,3,9,0,0,0,69,76,148,0,0,0,5,0,3,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,13,7,23,0,0,0,0,0,0,11,10,21,5,5,7,0,0,0,150,161,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,5,7,178,161,340,0,0,0,0,0,0,178,161,340,26,32,59,4,0,4,366,365,728
UCL321019,4,0,3,70,53,127,0,0,0,6,5,11,0,0,0,105,104,210,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,8,8,8,12,20,0,0,0,3,5,5,14,19,33,15,15,28,0,0,0,232,226,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,241,239,479,0,0,0,0,3,3,241,242,482,25,23,41,0,0,0,500,489,987
UCL321020,0,6,8,51,57,116,0,0,0,7,5,13,0,0,0,62,57,117,0,0,0,0,0,0,0,3,6,0,0,0,8,4,16,0,0,0,4,0,4,0,0,5,6,10,20,0,0,0,0,0,0,17,22,36,3,8,12,0,0,0,163,178,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,237,210,451,0,0,0,0,0,0,237,211,453,16,19,36,0,0,0,422,420,839
UCL321021,0,5,6,56,55,112,0,0,0,5,4,4,0,0,0,53,65,113,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,0,0,0,0,3,3,9,4,10,16,28,41,6,6,7,0,0,0,25,21,42,5,13,21,0,0,0,176,201,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,122,121,245,0,0,0,0,0,0,122,121,247,57,51,108,0,0,0,354,381,733
UCL321022,3,4,9,39,67,105,0,0,0,0,0,0,0,0,0,48,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,8,7,6,11,0,0,0,5,5,9,4,20,21,4,9,20,0,0,0,116,161,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,145,313,0,0,3,4,0,3,174,150,321,35,45,78,0,0,0,319,360,680
UCL321023,4,0,3,50,51,104,0,0,0,0,6,7,0,0,0,107,104,212,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,8,0,5,7,5,13,27,19,48,0,0,6,0,0,0,21,34,56,4,9,14,0,0,0,233,242,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,85,191,0,0,0,0,0,0,107,85,194,46,29,78,0,0,0,400,357,754
UCL321024,0,0,0,43,44,87,0,0,0,11,13,21,0,0,0,39,41,82,0,0,4,6,0,8,3,0,3,4,0,5,7,0,11,0,0,0,0,4,4,0,0,0,3,9,13,0,0,0,0,0,0,11,16,27,8,9,22,0,4,5,134,148,276,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,114,107,223,3,0,3,0,0,0,120,107,225,17,12,33,0,0,0,272,269,541
UCL321025,0,0,0,61,69,128,0,0,0,6,4,10,0,0,0,49,39,89,0,0,0,0,0,0,0,7,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,9,10,0,0,0,0,0,0,12,17,34,3,6,10,0,0,0,142,154,293,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,110,117,225,0,0,0,0,3,5,107,120,232,14,19,25,0,0,0,267,294,561
UCL321026,0,4,3,37,46,82,0,0,0,3,0,3,0,0,0,46,47,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,18,0,0,0,0,0,0,22,28,52,0,10,10,0,0,0,120,142,265,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,92,196,0,0,0,0,0,0,103,91,198,12,17,30,0,0,0,243,260,502
UCL321027,0,4,4,53,62,118,0,0,0,0,0,0,0,0,0,72,61,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,10,4,0,8,0,0,0,0,0,0,25,21,41,8,12,22,0,0,0,170,174,346,6,5,7,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,177,375,0,0,0,0,0,3,203,182,380,36,28,68,0,0,0,408,398,807
UCL321028,0,0,0,74,74,148,0,0,0,0,5,4,0,0,0,91,99,187,0,4,4,0,0,0,0,0,0,0,0,0,9,5,11,0,0,0,0,0,3,0,0,0,3,11,17,0,0,0,0,0,0,24,32,52,11,14,33,0,0,0,224,248,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,150,349,3,0,6,0,0,0,200,152,357,102,87,186,7,0,9,535,486,1018
UCL321029,10,9,19,52,62,120,0,0,0,10,5,12,0,0,0,52,70,130,0,0,3,4,0,4,0,0,0,0,0,0,6,3,7,0,0,0,3,3,10,0,3,3,15,12,29,6,0,3,0,0,0,13,19,32,4,15,21,0,0,4,169,199,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,173,171,342,0,4,5,0,0,4,176,172,350,30,33,65,0,0,0,386,424,806
UCL321030,0,0,0,46,43,88,0,0,0,0,8,8,0,0,0,34,36,67,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,8,9,14,8,10,20,0,0,0,4,6,9,16,9,24,10,3,14,0,0,0,123,126,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,99,217,0,0,0,0,0,0,119,99,217,13,10,24,0,0,0,257,239,498
UCL321031,8,12,22,41,48,87,0,0,0,3,3,4,0,0,0,46,50,102,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,10,11,18,0,0,4,3,4,5,14,14,29,20,22,38,0,0,0,152,155,307,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,266,280,553,4,0,7,0,0,0,273,286,559,52,63,117,0,0,0,484,530,1013
UCL321032,15,19,33,124,127,256,0,0,0,8,9,25,0,0,0,130,151,277,0,0,0,0,0,6,4,3,6,0,0,0,18,28,43,0,0,0,0,0,0,11,16,33,15,22,39,0,0,0,0,3,4,24,33,59,26,30,58,0,0,3,373,431,801,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,3,8,493,446,935,0,0,0,5,9,12,494,451,947,75,74,149,4,0,6,960,984,1946
UCL321033,0,6,10,52,59,110,0,0,0,9,4,13,0,0,0,80,101,178,0,0,0,0,4,4,0,4,6,0,0,0,5,0,5,0,0,0,0,0,0,0,4,8,7,7,21,0,0,0,0,6,8,13,16,26,4,11,15,0,0,0,182,214,393,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,260,556,0,0,0,0,4,4,293,265,561,46,39,89,0,0,0,529,523,1054
UCL321034,0,0,0,92,124,217,0,0,0,3,6,9,0,0,0,162,201,358,3,0,0,0,0,0,6,11,12,3,5,12,3,5,6,0,0,0,0,0,0,0,6,6,5,3,12,0,6,5,0,0,0,19,20,40,14,20,35,0,0,0,311,399,709,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,10,215,206,422,0,0,0,0,0,0,214,206,423,54,46,101,0,3,3,594,660,1256
UCL321035,3,12,9,128,149,278,0,0,0,15,14,29,0,0,0,122,150,272,0,0,0,3,5,13,8,12,19,0,4,3,5,7,12,0,0,0,0,4,4,16,19,39,24,20,45,4,7,11,4,4,9,30,37,63,23,28,54,0,0,0,387,462,856,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,0,9,5,474,410,881,5,0,7,3,5,6,484,416,900,76,69,144,0,0,0,953,961,1914
UCL321036,0,3,0,46,62,113,0,0,0,7,16,24,0,0,0,69,60,126,0,0,0,0,0,0,5,6,3,0,5,3,7,11,16,0,0,0,0,0,0,5,5,8,8,8,22,0,0,0,4,5,4,20,22,44,16,17,32,0,3,3,193,221,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,275,267,543,0,0,0,0,0,0,276,267,543,29,41,76,0,0,0,500,536,1041
UCL321037,5,9,19,51,54,103,0,0,0,7,5,5,0,0,0,86,71,152,0,0,0,0,0,0,4,4,6,0,0,0,3,6,7,0,0,0,0,4,4,6,5,7,4,12,16,0,0,0,0,0,3,11,13,17,7,9,17,0,0,0,176,170,345,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,6,166,162,327,0,0,0,0,0,0,166,162,327,47,40,84,3,4,3,401,388,788
UCL321038,0,4,3,88,97,186,0,0,0,7,8,12,0,0,0,66,82,150,0,0,0,0,0,0,0,0,0,0,0,7,5,7,11,0,0,0,0,0,3,4,9,14,19,12,31,0,6,3,0,0,0,26,21,48,23,20,45,0,0,0,242,274,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,245,213,467,0,3,3,0,7,11,252,227,478,28,22,54,0,0,0,533,524,1061
UCL321039,11,6,19,64,73,134,0,0,0,3,6,13,4,0,0,61,78,139,0,0,0,0,0,4,0,0,0,0,0,0,3,3,7,0,0,0,3,5,9,5,6,10,16,13,25,0,0,0,0,3,5,16,28,48,22,18,40,0,4,5,194,245,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,4,4,9,210,209,417,0,5,10,0,3,3,212,218,426,40,35,82,6,0,13,466,516,980
UCL321040,7,5,12,36,37,69,0,0,0,6,3,13,0,0,0,28,21,52,0,0,0,3,0,3,12,6,18,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,11,5,20,0,0,0,0,0,0,9,14,25,11,13,21,0,0,0,111,105,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,188,370,5,3,4,0,0,0,184,193,374,18,21,34,0,0,0,326,325,646
UCL321041,0,0,0,76,76,149,0,0,0,10,7,17,0,0,0,72,85,154,0,0,0,0,0,0,6,10,11,5,0,5,8,14,23,0,0,0,4,0,6,3,4,11,12,11,20,0,0,0,0,0,0,27,36,62,11,17,28,0,0,0,231,267,502,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,10,11,21,10,11,21,183,144,321,3,4,13,0,0,4,187,154,336,99,55,156,24,13,35,559,498,1055
UCL321042,0,0,3,42,40,86,0,0,0,14,16,23,0,0,0,39,49,88,0,0,0,0,0,0,9,3,11,0,0,0,9,19,30,0,0,0,0,0,0,0,3,8,4,7,13,0,3,3,5,3,6,15,9,16,7,3,5,10,9,20,146,172,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,121,285,0,0,4,0,0,0,162,119,286,29,22,50,0,0,0,340,312,652
UCL321043,4,6,13,52,56,109,0,0,0,11,10,24,0,0,0,54,57,117,0,0,0,0,0,0,0,0,0,3,3,8,6,5,4,0,0,0,0,0,3,3,0,3,4,0,3,0,0,0,0,0,4,14,19,30,5,18,21,5,6,5,163,177,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,136,315,0,0,0,0,0,0,180,138,315,15,14,32,0,0,0,361,340,706
UCL321044,5,13,18,145,147,291,0,0,0,9,7,20,0,0,0,98,109,206,0,0,0,3,0,5,4,8,12,4,3,11,10,6,17,0,0,0,7,5,4,6,11,12,17,16,34,3,0,5,4,0,8,37,31,70,31,34,71,0,0,0,376,393,765,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,10,3,15,10,3,15,486,377,858,3,3,5,4,6,8,494,386,878,140,117,258,3,5,3,1034,921,1955
UCL321045,3,11,11,53,59,111,0,0,0,3,5,4,0,0,0,141,159,300,0,0,0,0,0,3,0,0,3,0,0,0,5,6,12,0,0,0,4,0,4,6,3,9,11,10,20,0,0,0,0,0,0,9,17,23,5,7,17,0,0,0,245,276,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,236,221,460,4,3,8,0,0,0,236,228,468,37,32,70,0,0,0,522,551,1075
UCL321046,0,0,4,42,42,88,0,0,0,0,0,0,0,0,0,52,60,112,0,0,6,0,3,3,0,0,0,0,6,5,4,4,9,0,0,0,10,9,18,0,5,7,10,16,23,0,0,0,3,3,4,18,25,46,17,22,40,0,0,3,173,190,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,75,155,0,0,0,0,0,0,81,75,162,12,10,17,0,0,0,269,280,545
UCL321047,0,6,5,56,68,117,0,0,0,6,9,12,0,0,0,63,46,106,0,0,0,0,5,5,3,0,5,0,0,0,25,30,59,0,0,0,6,4,12,4,3,9,11,11,23,0,3,0,0,0,0,15,32,47,8,14,20,0,0,0,196,219,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,135,287,4,0,4,0,0,0,154,135,289,23,26,48,0,0,0,376,386,765
UCL321048,3,0,4,31,25,60,0,0,0,3,3,3,0,0,0,19,31,48,0,0,0,0,0,0,3,3,6,0,0,0,5,0,9,0,0,0,0,3,4,4,8,4,8,5,15,0,0,0,0,0,0,19,29,49,4,12,16,0,5,6,116,120,235,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,3,4,123,107,231,0,0,0,0,0,7,126,107,237,48,31,73,0,0,0,288,264,557
UCL321049,0,0,0,29,33,59,0,0,0,3,9,10,0,0,0,47,48,90,7,5,8,0,0,0,0,0,0,9,0,8,4,15,24,0,0,0,0,0,0,4,6,10,11,4,9,5,0,6,0,0,0,8,4,15,23,32,54,0,0,0,138,156,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,83,202,0,0,0,0,0,0,119,83,197,24,13,39,0,0,0,280,255,543
UCL321050,0,4,4,57,47,107,0,0,0,0,4,5,0,0,0,58,61,121,3,3,3,0,0,0,0,0,0,0,0,0,7,15,23,0,0,0,0,0,0,3,8,10,3,7,12,4,3,5,8,12,21,21,28,48,14,13,27,0,0,0,186,207,392,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,146,299,0,0,0,0,0,0,151,146,300,62,55,116,0,0,0,405,416,823
UCL321051,3,9,10,48,78,123,0,0,0,11,13,24,0,0,0,67,64,135,0,0,0,0,0,0,4,10,11,0,3,3,5,3,6,0,0,0,0,4,7,10,8,16,16,17,26,0,0,4,3,6,8,21,30,53,3,4,14,0,0,0,182,231,417,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,7,7,8,13,190,229,423,0,3,4,0,6,6,189,233,427,70,81,157,0,0,0,461,566,1018
UCL321052,0,0,0,11,14,29,0,0,0,0,0,0,0,0,0,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,328,320,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,356,351,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,71,0,0,0,0,0,3,37,36,72,35,28,65,0,0,0,428,420,848
UCL321053,0,3,4,60,39,100,0,0,0,3,3,8,0,0,0,67,56,118,0,0,0,0,0,0,3,8,12,0,4,4,0,0,0,0,0,0,0,3,4,27,28,59,6,0,6,0,0,0,0,0,3,10,16,22,3,7,12,4,4,8,181,168,347,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,111,63,174,0,0,0,0,0,0,111,63,174,27,21,49,0,0,0,321,260,578
UCL321054,3,7,12,48,47,96,0,0,0,3,3,8,0,0,0,57,69,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,4,16,0,0,0,0,0,0,11,8,23,5,7,17,0,0,0,140,148,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,214,198,412,0,3,4,0,0,0,223,198,415,46,45,85,7,0,9,419,400,819
UCL321055,0,0,5,105,124,230,0,0,0,10,16,23,0,0,0,105,114,215,0,0,0,0,0,0,7,7,14,0,0,0,7,3,6,0,0,0,3,4,10,0,3,7,25,16,38,0,4,9,0,0,0,19,45,59,9,6,9,0,0,0,283,336,618,9,7,12,0,4,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,231,178,409,0,0,0,0,0,0,231,178,409,115,86,199,0,0,0,636,620,1259
UCL321056,0,6,6,90,81,172,0,0,0,5,0,9,0,0,0,88,91,176,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,13,22,4,3,0,0,0,0,4,11,19,14,15,25,0,0,0,217,220,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,100,235,0,0,0,0,0,0,134,100,235,43,44,89,0,0,0,400,370,767
UCL321057,5,7,12,68,90,161,0,0,0,0,0,0,0,0,0,53,67,113,0,0,0,0,0,3,0,0,0,0,0,0,13,3,14,0,0,0,0,0,0,7,9,11,0,8,8,3,0,5,0,0,0,26,37,66,10,8,17,0,0,0,181,226,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,132,112,243,0,0,3,0,0,0,132,113,245,36,38,74,0,0,0,350,388,738
UCL321058,0,5,9,51,64,113,0,0,0,13,18,37,0,0,0,50,55,112,8,8,16,0,0,0,4,3,3,0,0,0,17,19,33,0,0,0,0,0,0,9,10,21,12,9,13,13,21,33,0,0,0,28,32,61,25,24,45,0,0,0,230,261,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,184,188,370,0,0,0,0,0,0,184,188,370,43,51,95,0,0,0,460,509,971
UCL321059,9,11,14,50,51,104,0,0,0,9,7,17,0,0,0,62,81,145,4,0,5,0,0,0,3,7,7,0,4,4,0,7,5,0,0,0,0,7,8,10,12,19,10,13,21,0,0,0,0,0,0,20,24,42,23,30,53,0,0,0,196,236,434,0,3,7,5,5,3,0,0,0,0,0,0,4,4,4,14,16,19,10,16,32,320,261,583,0,3,7,7,7,14,326,270,602,32,32,59,0,0,0,592,568,1162
UCL321060,0,3,5,65,68,136,0,0,0,0,0,0,0,0,0,55,58,112,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,15,18,32,0,0,0,3,0,4,26,38,65,15,9,21,0,0,0,180,210,388,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,8,113,98,212,0,0,0,3,0,7,113,100,218,26,26,52,0,0,0,334,344,672
UCL321061,0,0,4,97,95,186,0,0,0,3,9,12,0,0,0,94,96,195,0,0,0,0,4,3,0,0,0,0,0,4,0,3,6,0,0,0,3,6,3,0,3,10,17,25,41,0,0,3,0,5,5,27,30,62,9,4,18,0,0,0,259,282,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,161,162,321,5,0,8,3,0,7,166,167,330,37,50,87,0,0,0,463,505,962
UCL321062,0,0,0,361,404,763,0,0,0,0,0,5,0,0,0,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,6,4,8,0,3,3,0,3,3,0,0,0,383,423,804,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,47,98,0,0,0,0,0,0,60,44,102,66,68,135,0,0,0,504,540,1040
UCL321063,0,10,13,48,48,98,0,0,0,19,19,37,0,0,0,86,103,187,0,0,0,0,0,0,0,0,0,9,11,18,4,11,12,0,0,0,5,0,3,9,8,20,12,10,24,0,0,0,4,0,10,13,14,24,16,22,36,0,0,3,225,248,473,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,173,372,0,5,4,5,0,4,207,178,385,37,34,71,0,0,0,469,473,945
UCL321064,0,0,0,86,68,151,0,0,0,3,7,6,0,0,0,108,92,200,0,0,0,11,16,37,0,0,3,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,13,25,40,0,0,0,0,0,0,29,28,56,3,0,7,0,0,0,261,251,511,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,125,110,236,0,0,0,0,0,0,129,113,243,63,50,107,0,0,0,451,414,864
UCL321065,4,10,13,98,94,189,0,0,0,11,15,28,0,0,0,118,140,256,0,0,0,0,5,3,5,0,5,0,7,5,14,21,34,0,0,0,3,0,10,4,0,4,6,4,11,0,0,0,0,0,0,30,36,63,13,21,37,8,7,13,302,361,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,8,6,245,230,476,0,6,3,0,0,0,250,231,481,45,43,86,0,0,0,605,651,1259
UCL321066,3,0,6,34,37,71,0,0,0,3,4,8,0,0,0,31,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,6,8,14,0,4,4,0,0,0,3,4,12,5,8,10,3,0,4,94,104,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,98,233,0,0,3,3,0,3,136,100,234,19,19,41,0,0,6,258,229,488
UCL321067,0,0,0,184,185,375,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,202,195,402,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,3,5,9,71,46,116,0,0,0,0,0,0,68,46,115,28,36,62,0,0,0,307,280,589
UCL321068,4,11,8,20,35,58,0,0,0,0,7,8,0,0,0,44,48,96,0,0,0,0,0,0,3,6,11,0,3,0,0,0,6,0,0,0,0,0,0,0,4,10,11,5,13,0,0,0,3,3,4,8,18,28,14,15,30,0,0,0,114,147,258,0,0,0,0,3,5,0,0,0,0,4,3,0,0,0,0,4,3,0,4,4,232,215,443,0,0,3,6,10,7,237,221,458,30,34,63,0,0,0,387,420,806
UCL321069,5,11,15,62,80,135,0,0,0,12,17,28,0,0,4,48,71,117,0,0,0,0,0,0,0,8,7,0,0,0,3,0,3,0,0,0,4,5,8,9,6,13,7,12,26,7,9,12,5,5,9,13,11,29,27,28,53,0,0,0,196,256,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,5,9,192,197,388,3,4,3,0,3,8,197,205,398,57,47,107,3,0,4,467,528,991
