UCL_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL321039,0,0,0,0,0,0,4,12,5,23,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,4,10,0,0,40,18,24,72,78,111,188,207,111,40,856
UCL321040,0,0,0,3,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,0,22,27,22,36,96,92,135,68,30,5,503
UCL321041,0,0,4,0,4,10,33,31,22,99,0,0,0,0,0,0,0,0,0,0,11,10,6,8,18,17,25,13,3,114,26,60,83,80,112,159,190,104,43,857
UCL321042,0,0,0,0,3,6,3,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,5,5,0,25,19,48,61,72,94,94,62,40,9,504
UCL321043,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,3,0,0,0,13,21,49,47,79,122,128,69,35,4,543
UCL321044,0,0,0,3,9,21,40,21,5,100,0,0,0,0,0,3,0,0,0,4,16,11,12,21,21,57,46,25,0,217,44,58,115,166,274,464,423,137,14,1699
UCL321045,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,4,4,6,9,7,10,3,0,0,46,28,32,123,186,159,128,81,24,3,764
UCL321046,0,0,0,0,0,0,0,13,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,21,16,34,36,99,95,90,53,8,447
UCL321047,0,0,0,0,3,5,23,13,0,48,0,0,0,0,0,0,0,0,0,5,0,0,5,7,5,8,5,4,0,36,13,42,83,63,83,107,108,58,8,560
UCL321048,0,0,0,0,4,3,11,21,3,50,0,0,0,0,0,0,0,0,0,0,0,3,9,7,4,5,15,19,4,65,12,20,53,56,54,93,88,56,14,447
UCL321049,0,0,0,0,0,3,0,8,0,18,0,0,0,0,0,0,0,0,0,0,3,0,7,8,9,0,7,4,0,35,11,26,80,61,73,77,40,30,0,394
UCL321050,0,0,6,5,4,3,8,13,5,40,0,0,0,0,0,0,0,0,0,0,7,11,13,9,9,7,14,5,0,78,25,52,123,70,99,107,75,41,11,605
UCL321051,0,0,0,0,0,8,11,17,8,51,0,0,0,0,0,0,0,0,0,5,32,4,6,4,15,17,22,21,18,141,46,21,64,63,103,183,162,96,38,774
UCL321052,3,0,6,3,7,14,10,3,3,54,0,0,0,0,0,0,0,0,0,4,3,5,14,5,5,5,0,0,0,44,38,68,150,95,105,62,32,9,3,558
UCL321053,0,0,0,0,4,9,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,5,6,9,12,7,5,0,44,29,57,97,69,67,69,25,5,0,420
UCL321054,0,0,0,0,0,0,3,9,3,15,0,0,0,0,0,0,0,0,0,7,0,4,7,0,8,12,25,11,0,65,9,22,67,55,88,200,208,57,6,719
UCL321055,0,0,5,3,7,11,27,24,8,81,0,0,0,0,0,0,0,0,0,0,4,14,28,15,32,37,44,9,7,188,28,63,159,90,151,198,248,79,29,1043
UCL321056,0,0,0,0,4,9,14,22,13,69,0,0,0,0,0,0,0,0,0,4,0,3,7,8,10,9,13,16,5,69,17,23,86,74,98,119,96,75,29,612
UCL321057,0,0,0,0,3,6,17,33,16,87,0,0,0,0,0,0,0,0,0,3,0,3,13,9,15,11,10,9,4,69,10,22,63,48,83,129,118,89,39,606
UCL321058,0,0,3,0,0,4,23,21,13,63,0,0,0,0,0,0,0,0,0,4,5,4,11,10,8,12,9,9,3,66,30,38,106,127,111,114,134,63,20,743
UCL321059,0,0,0,3,0,0,3,6,0,18,0,0,0,0,0,0,0,0,0,4,5,0,4,7,3,5,5,0,3,24,28,47,93,146,192,165,132,41,9,854
UCL321060,0,0,0,0,7,8,16,21,14,66,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,7,7,4,9,47,17,40,31,51,90,113,122,82,38,575
UCL321061,0,0,0,0,0,4,13,26,4,49,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,13,16,12,0,54,11,17,43,72,84,178,272,133,17,840
UCL321062,5,0,3,0,9,6,24,0,0,58,0,0,6,0,0,0,0,0,0,0,10,11,43,14,21,23,11,7,0,132,73,88,186,102,162,85,53,12,0,754
UCL321063,0,0,0,0,0,8,10,10,3,25,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,4,4,3,29,27,50,65,88,152,162,135,64,11,759
UCL321064,0,0,0,0,0,4,24,17,4,56,0,0,0,0,0,0,0,0,0,0,10,5,5,6,27,14,24,16,3,99,17,25,48,35,103,187,256,106,18,794
UCL321065,0,0,0,0,3,5,23,16,0,57,0,0,0,0,0,0,0,0,0,4,7,0,4,9,3,15,7,10,0,57,37,52,91,133,173,218,168,102,15,989
UCL321066,0,0,0,0,3,4,8,6,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,7,3,0,41,16,12,8,27,67,121,127,60,19,457
UCL321067,4,0,3,0,3,7,10,3,6,39,0,0,0,0,0,0,0,0,0,0,6,5,9,14,15,3,6,3,0,47,47,46,94,66,84,46,33,13,6,423
UCL321068,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,5,0,0,33,13,27,101,138,122,106,78,35,11,614
UCL321069,0,0,0,0,0,3,7,14,0,36,0,0,0,0,0,0,0,0,0,0,4,0,3,16,10,6,8,6,0,60,22,29,60,83,117,173,212,137,23,855
UCL321070,0,0,0,0,0,7,7,10,4,29,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,3,3,4,0,40,11,35,72,107,84,91,85,36,8,523
UCL321071,0,0,0,0,5,0,9,17,3,30,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,10,0,0,25,15,23,60,61,89,83,77,39,3,462
UCL321072,0,0,0,3,0,3,9,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,6,0,0,32,23,34,107,107,133,91,81,21,10,604
UCL321073,0,0,0,3,0,3,13,14,0,36,0,0,0,0,0,0,0,0,0,3,10,6,23,4,21,19,12,6,3,99,18,32,142,102,148,250,299,139,16,1149
UCL321074,0,3,0,0,6,16,21,18,6,81,0,0,0,0,0,0,5,5,0,5,3,5,15,15,14,11,16,13,6,93,25,39,88,87,85,108,138,63,18,657
UCL321075,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,8,7,5,3,0,0,0,24,33,43,119,175,190,134,91,32,10,819
UCL321076,4,0,0,0,9,9,9,5,0,38,0,0,0,5,0,0,0,0,0,9,14,9,44,33,32,27,10,0,0,161,59,62,118,108,105,80,32,4,0,577
UCL321077,0,0,0,0,0,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,11,33,122,107,109,68,27,0,0,476,17,56,202,171,172,146,65,17,0,854
UCL321078,0,0,0,0,0,0,11,5,0,25,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,4,3,0,16,21,27,51,41,96,106,108,25,5,476
UCL321079,3,3,4,13,3,22,24,15,0,87,0,0,0,0,0,3,4,3,0,12,6,21,21,23,16,20,23,17,4,146,58,119,196,178,186,197,163,61,3,1167
UCL321080,0,9,17,14,4,5,21,17,3,100,0,0,0,0,0,0,0,0,0,3,8,8,19,25,15,14,7,8,0,105,42,159,459,429,289,262,209,82,9,1942
UCL321081,0,0,0,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,12,22,44,62,68,91,55,27,6,400
UCL321082,0,0,0,0,0,0,3,10,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,16,18,31,42,69,90,93,92,33,4,461
UCL321083,0,0,0,0,4,4,20,24,11,63,0,0,4,0,0,0,0,0,0,5,3,9,18,11,5,12,3,7,0,64,35,96,195,212,179,193,155,85,15,1170
UCL321084,0,0,0,0,0,0,4,9,0,12,0,0,0,0,0,0,0,0,0,0,5,10,13,8,21,21,12,5,0,103,23,55,104,111,160,243,175,82,17,966
UCL321085,0,0,0,0,0,0,18,11,4,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,20,6,0,40,4,3,18,19,42,162,261,65,6,573
UCL321086,3,6,9,10,16,8,11,3,0,62,0,0,0,0,0,0,0,0,0,4,4,10,31,24,20,14,12,4,0,121,38,48,95,116,104,62,33,9,0,507
UCL321087,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,12,11,4,0,0,0,5,0,37,6,31,39,76,81,96,86,52,5,464
UCL321088,0,0,0,0,8,6,15,26,8,65,0,0,0,0,0,0,5,0,0,3,8,4,6,6,12,17,27,12,0,91,23,29,65,57,112,145,187,79,29,731
UCL321089,0,0,0,5,4,14,12,7,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,22,36,19,9,100,4,6,22,34,75,162,189,78,18,590
UCL321090,0,0,0,0,0,0,4,14,5,18,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,3,4,24,16,28,34,90,141,75,111,96,31,621
UCL321091,0,0,0,3,0,9,21,15,4,56,0,0,0,0,0,0,0,4,0,4,0,5,8,7,14,14,30,18,0,99,13,14,27,40,86,146,224,86,13,641
UCL321092,0,0,0,0,0,0,7,18,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,8,12,9,18,15,5,78,10,20,27,45,59,120,128,95,6,511
UCL321093,0,0,0,0,4,3,14,20,6,51,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,10,7,0,30,23,32,36,68,77,111,112,58,6,527
UCL321094,0,0,0,0,0,0,7,14,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,7,22,22,45,71,82,89,104,46,16,492
UCL321095,0,0,0,0,0,4,5,12,0,22,0,0,0,0,0,0,0,0,0,0,5,0,3,3,9,15,19,13,0,69,13,25,66,100,152,205,235,91,14,908
UCL321096,0,0,0,0,0,8,6,28,14,62,0,0,0,0,0,0,0,0,0,3,4,7,13,10,9,14,12,11,3,78,15,47,90,90,81,125,79,77,27,633
UCL321097,0,0,0,0,0,3,8,13,4,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,4,25,26,49,79,112,162,145,91,51,8,737
UCL321098,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,16,36,38,65,79,75,49,26,8,373
UCL321099,0,0,0,0,7,3,25,15,12,69,0,0,0,0,0,0,0,0,0,0,8,6,15,13,15,7,8,7,0,75,22,54,96,78,85,103,89,38,24,587
UCL321100,0,0,0,5,4,6,8,31,10,68,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4,8,9,13,0,46,17,34,70,53,64,63,62,70,22,449
UCL321101,0,3,4,0,5,11,24,35,17,91,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,9,8,20,3,53,14,25,67,61,67,108,111,80,37,579
UCL321102,0,0,0,0,0,0,4,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,9,0,20,21,48,71,102,118,108,73,38,0,570
UCL321103,0,0,0,0,0,3,5,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,3,7,5,3,42,26,32,114,117,144,185,139,63,11,833
UCL321104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,7,12,6,9,0,0,0,43,16,68,135,166,150,109,13,0,0,655
UCL321105,0,0,0,0,4,4,13,19,13,51,0,0,0,0,0,0,0,0,0,6,11,0,4,10,21,4,14,15,3,76,47,24,115,168,180,216,227,109,19,1109
UCL321106,0,5,12,8,0,6,13,33,13,86,0,0,4,6,0,0,0,0,0,6,13,3,11,12,16,11,17,9,6,96,35,55,178,160,126,164,196,96,30,1039
UCL321107,0,0,0,0,0,5,17,18,4,50,0,0,0,0,0,0,0,0,0,3,0,0,6,0,7,5,9,9,4,44,12,23,57,52,84,151,122,74,19,595
UCL321108,0,0,0,0,3,4,14,11,4,40,0,0,0,0,0,0,0,0,0,3,10,3,3,10,9,9,12,3,0,56,14,13,60,66,63,77,78,28,10,418
UCL321109,0,0,0,0,0,13,21,27,8,72,0,0,0,0,0,0,0,0,0,8,11,12,23,19,35,50,77,19,4,239,24,56,119,116,177,251,275,97,20,1126
UCL321110,0,0,0,0,0,0,6,6,4,19,0,0,0,0,0,0,0,0,0,0,0,5,8,7,4,3,8,10,5,48,14,16,59,78,131,138,182,95,22,741
UCL321111,0,0,0,0,3,4,23,12,0,46,0,0,0,0,0,0,0,0,0,0,9,0,12,6,12,8,8,5,0,66,19,33,74,72,111,130,183,68,13,712
UCL321112,0,4,0,0,10,5,14,6,0,46,0,0,0,0,0,0,0,0,0,0,5,4,12,9,4,7,0,0,0,38,58,68,168,98,112,70,36,8,0,621
UCL321113,0,0,0,0,5,3,10,8,0,32,0,0,0,0,0,0,0,0,0,0,6,3,7,16,11,15,19,3,0,72,15,25,58,98,74,133,95,22,3,534
UCL321114,0,0,4,4,6,9,14,29,11,79,0,0,0,0,0,0,0,0,0,3,5,0,8,4,13,20,31,23,0,106,20,36,68,81,106,140,187,126,24,794
UCL322001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,0,0,15,12,9,26,45,52,68,40,15,0,261
UCL322002,0,0,0,0,0,9,5,10,3,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,3,5,7,23,7,13,38,25,41,47,35,23,8,235
UCL322003,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,21,0,5,6,16,25,46,92,33,5,230
UCL322004,0,0,0,0,3,0,10,19,0,37,0,0,0,0,0,0,0,0,0,0,3,5,3,7,4,9,6,6,0,43,7,19,34,44,57,84,107,54,5,416
UCL322005,0,0,5,0,3,4,13,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,5,31,24,30,48,49,27,0,228
UCL322006,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,8,6,0,30,4,8,20,21,31,88,103,65,9,339
UCL322007,0,0,0,0,0,9,11,18,7,40,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,14,11,8,4,46,3,6,41,33,47,77,51,29,16,302
UCL322008,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,15,3,12,21,28,28,23,28,20,0,157
UCL322009,0,0,0,3,0,5,5,16,4,29,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,8,3,8,3,35,0,14,35,39,42,55,32,32,8,280
UCL322010,0,0,0,0,0,12,3,7,0,20,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,12,15,3,0,47,6,8,19,12,58,106,103,36,3,347
UCL322011,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,14,3,12,35,59,57,97,74,23,3,372
UCL322012,0,0,0,0,0,0,4,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,5,7,4,31,10,8,21,34,30,57,74,55,13,301
UCL322013,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,4,0,0,0,21,14,25,58,69,51,59,34,20,0,335
UCL322014,0,0,0,0,0,3,7,8,6,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,0,7,10,7,10,13,29,28,27,42,24,10,197
UCL322015,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,0,0,6,0,30,6,8,24,40,56,78,57,20,9,295
UCL322016,0,0,0,0,4,0,7,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,4,0,0,16,0,10,33,23,48,62,31,6,0,206
UCL322017,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,27,38,16,25,25,8,0,0,140
UCL322018,0,0,0,0,0,3,15,8,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,19,3,0,36,7,10,8,43,42,106,167,47,4,425
UCL322019,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,6,5,5,22,0,3,13,28,44,83,85,37,14,295
UCL322020,0,0,0,0,8,3,7,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,12,7,0,0,32,4,11,25,27,38,50,41,15,0,212
UCL322021,0,0,0,0,0,3,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,17,0,0,11,8,16,55,86,27,5,206
UCL322022,0,0,0,0,0,3,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,14,17,6,0,50,7,26,32,20,29,49,48,14,0,232
UCL322023,0,0,0,0,0,5,11,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,19,3,11,21,25,67,100,104,35,5,361
UCL322024,0,0,0,0,0,4,4,8,0,17,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,3,0,0,16,19,19,46,70,67,76,74,39,6,407
UCL322025,0,0,5,0,0,3,9,0,0,16,0,0,0,0,0,0,0,0,0,4,3,0,4,0,9,4,9,0,0,30,11,8,28,22,29,46,52,0,0,189
UCL322026,0,0,0,0,7,4,4,7,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,0,18,9,12,35,19,39,36,22,21,0,183
UCL322027,0,0,0,0,0,3,5,5,0,19,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,3,7,0,0,20,4,5,12,13,36,28,31,9,5,149
UCL322028,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,4,0,0,18,5,7,22,18,29,34,38,26,9,182
UCL322029,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,6,0,7,0,6,4,0,5,3,0,0,0,24,3,25,62,35,26,38,30,11,0,219
UCL322030,0,0,0,0,0,7,7,19,0,37,0,0,0,0,0,0,0,0,0,0,3,3,4,8,5,10,5,4,5,36,6,13,25,31,32,65,68,37,4,291
UCL322031,0,0,0,0,4,0,10,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,15,0,9,22,24,33,78,71,28,5,261
UCL322032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,10,18,25,35,42,12,0,144
UCL322033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,4,7,14,10,10,12,0,0,0,63
UCL322034,0,0,4,0,4,3,11,12,0,37,0,0,0,0,0,0,0,0,0,5,0,0,10,4,5,0,4,11,3,37,5,20,43,23,63,50,50,48,10,316
UCL322035,0,0,4,0,0,0,6,14,0,29,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,7,3,0,29,13,18,39,32,57,66,62,30,12,327
UCL322036,0,0,0,0,0,0,12,23,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,0,19,6,10,40,39,45,104,108,64,3,420
UCL322037,0,0,0,0,0,3,5,3,4,19,0,0,0,0,0,0,0,0,4,4,0,0,0,3,5,5,6,5,0,21,0,9,21,9,38,36,48,12,9,185
UCL322038,0,0,0,0,4,3,8,12,3,33,0,0,0,0,0,0,4,0,0,4,3,11,4,10,12,9,7,8,3,63,11,18,35,46,42,69,75,41,8,350
UCL322039,0,0,0,0,3,0,3,11,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,0,0,19,12,11,21,25,26,41,25,17,7,183
UCL322040,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,3,0,0,0,24,16,25,33,62,72,45,21,13,0,283
UCL322041,0,0,0,0,0,0,4,4,4,21,0,0,0,0,0,0,0,3,0,8,0,5,8,5,3,5,8,0,0,33,11,26,53,38,36,37,27,6,3,239
UCL322042,0,0,0,0,0,0,5,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,38,52,29,36,29,16,0,208
UCL322043,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,4,0,0,0,24,10,20,26,32,46,53,18,10,3,227
UCL322044,0,0,0,0,0,3,3,4,0,17,0,0,0,0,0,0,0,0,0,0,6,0,7,6,4,12,27,6,0,64,5,6,24,27,32,50,69,28,3,245
UCL322045,0,0,0,0,0,0,8,5,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,5,0,0,26,18,22,24,38,66,88,88,33,8,387
UCL322046,0,0,0,0,0,6,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,12,4,0,0,3,0,0,26,17,76,50,33,50,45,48,9,5,323
UCL322047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,3,10,26,16,0,0,73,7,24,46,22,38,87,50,7,0,292
UCL322048,0,0,0,0,0,0,9,4,6,23,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,11,3,4,0,33,0,6,32,27,40,60,63,13,5,255
UCL322049,0,0,0,0,0,0,5,10,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,5,14,23,30,37,51,52,27,0,239
UCL322050,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,9,43,35,43,34,7,0,0,166,18,24,131,131,149,101,16,0,0,567
UCL322051,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,12,3,16,19,25,33,29,45,5,3,183
UCL322052,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,15,16,23,24,29,25,15,3,160
UCL322053,0,0,3,4,6,7,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,8,7,7,0,33,3,19,48,35,45,90,44,23,6,310
UCL322054,0,0,0,0,0,4,7,9,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,0,20,10,3,11,29,39,105,82,29,3,308
UCL322055,0,0,0,0,0,5,11,8,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,5,7,7,4,25,3,14,16,27,41,81,84,40,6,326
UCL322056,0,0,0,0,3,0,5,7,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,22,31,22,38,12,8,7,0,147
UCL322057,0,0,0,0,0,3,5,19,0,30,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,5,0,0,21,19,27,49,63,61,63,52,29,0,355
UCL322058,0,0,0,0,0,3,11,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,8,4,43,0,5,16,30,44,133,186,67,12,498
UCL322059,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,0,0,0,15,13,19,54,24,35,28,8,0,0,184
UCL322060,0,0,0,5,0,6,6,3,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,13,5,0,34,17,22,23,49,61,106,91,33,10,406
UCL322061,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,8,5,3,0,0,0,3,0,33,27,45,64,45,14,31,17,5,0,247
UCL322062,0,0,0,0,0,6,13,5,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,24,5,23,44,24,51,57,62,24,10,298
UCL322063,0,0,5,0,0,7,7,6,0,23,0,0,0,0,0,0,0,0,0,3,3,7,18,13,21,24,18,7,0,106,15,24,76,55,61,97,85,29,6,456
UCL322064,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,23,4,15,24,33,41,50,29,17,0,207
UCL322065,0,0,0,0,0,4,0,7,3,8,0,0,0,0,0,0,0,0,0,0,3,0,6,7,10,3,0,4,0,38,7,11,27,26,34,36,33,18,3,188
UCL322066,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,21,0,0,6,14,21,64,70,23,0,214
UCL322067,0,0,0,0,10,12,29,28,4,73,0,0,0,0,0,0,0,0,0,6,3,3,3,9,8,19,32,22,0,103,19,18,81,88,142,333,484,187,15,1373
UCL322068,0,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,17,26,28,27,52,57,23,5,231
UCL322069,0,0,0,0,7,0,7,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,10,5,0,28,7,9,18,22,48,94,91,48,8,341
UCL322070,0,0,0,0,3,8,5,11,3,39,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,11,10,8,0,44,7,10,21,39,66,72,94,46,19,367
UCL322071,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,14,5,0,30,5,3,23,14,18,21,26,6,0,114
UCL322072,0,0,0,0,0,5,4,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,14,7,14,22,27,38,38,28,21,3,195
UCL322073,0,0,0,0,0,4,11,20,3,42,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,4,8,10,4,32,3,10,30,50,57,124,224,88,16,598
UCL322074,0,0,0,0,0,0,8,8,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,22,0,5,5,13,16,71,85,30,6,232
UCL322075,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,17,32,27,25,15,5,0,0,132
UCL322076,0,0,5,3,0,3,9,3,0,28,0,0,0,0,0,0,0,0,0,0,0,9,11,14,17,12,4,0,0,63,19,45,78,54,41,45,31,7,0,320
UCL322077,4,0,0,0,0,0,12,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,3,0,0,16,21,36,48,57,40,34,30,9,0,278
UCL322078,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,3,7,4,5,4,7,5,0,0,34,6,14,25,29,30,48,29,11,4,201
