UCL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL101001,16511,389254,405759,439622,77551,517171,268589,26604,295192,275853,16277,292134,117470,7274,124745,69232,3999,73235,1187279,520966,1708243
UCL102001,215,4615,4826,3886,617,4503,2260,156,2419,2112,96,2205,830,51,872,363,24,385,9652,5557,15207
UCL102002,1559,35430,36992,38572,5993,44565,17897,1365,19263,17407,844,18253,7320,366,7686,3537,192,3724,86299,44182,130483
UCL102003,369,8279,8655,8487,1782,10269,3181,396,3579,2939,180,3119,1230,77,1305,562,25,594,16773,10742,27520
UCL102004,2031,37307,39341,41444,6628,48072,19141,2204,21334,18793,994,19790,7200,394,7601,2946,197,3136,91561,47717,139277
UCL102005,1210,27395,28614,31905,4662,36569,15659,1473,17131,15708,880,16582,6463,335,6800,2946,180,3122,73895,34926,108813
UCL111001,323,7194,7518,6474,1131,7600,2763,335,3102,2538,163,2702,1093,62,1149,488,43,529,13680,8924,22604
UCL111002,285,6327,6615,6318,1171,7488,2681,296,2972,2199,150,2350,1037,59,1102,608,45,646,13125,8042,21168
UCL111003,512,7637,8146,10016,1189,11202,5389,329,5719,5188,202,5390,2227,94,2316,1059,45,1099,24391,9489,33886
UCL112001,112,2879,2997,2295,468,2760,958,164,1116,817,79,895,338,25,366,240,13,253,4761,3637,8391
UCL112002,231,4033,4268,4050,673,4726,1842,202,2042,1749,82,1830,791,60,850,394,21,413,9061,5066,14124
UCL112003,169,4118,4287,4131,679,4809,1601,113,1712,1388,77,1468,533,34,565,267,11,275,8078,5033,13114
UCL112004,112,2756,2867,3480,392,3868,1139,76,1219,1153,62,1215,492,30,525,219,16,236,6591,3339,9926
UCL112005,125,2385,2514,2418,393,2813,1232,98,1333,1051,58,1104,496,28,526,272,18,288,5601,2974,8585
UCL112006,222,4241,4461,4041,835,4871,2039,299,2343,1848,179,2025,887,102,993,483,53,540,9525,5709,15231
UCL112007,33,708,742,995,117,1115,301,20,324,295,14,309,165,4,169,46,3,52,1837,869,2704
UCL112008,121,3510,3627,3427,598,4028,901,98,1002,686,50,732,285,19,303,137,6,142,5562,4284,9845
UCL112009,129,3167,3295,2809,440,3250,1180,109,1291,1083,73,1156,499,29,526,250,21,270,5950,3843,9790
UCL112010,82,1991,2073,2055,364,2417,1091,120,1216,1074,74,1146,531,41,568,314,30,346,5147,2617,7762
UCL112011,112,1837,1946,2178,296,2475,1243,80,1321,1050,52,1098,473,28,505,280,9,287,5338,2301,7639
UCL112012,158,4018,4172,3190,681,3874,1466,209,1673,1165,90,1248,508,52,561,325,28,352,6806,5076,11878
UCL112013,20,188,204,281,40,319,123,15,141,150,11,156,63,9,65,19,4,20,649,265,909
UCL112014,106,2223,2320,2815,409,3227,1215,78,1296,1031,36,1068,483,21,502,281,10,293,5937,2776,8713
UCL112015,188,3850,4036,3868,639,4509,1749,189,1938,1473,139,1609,694,79,767,394,42,435,8363,4933,13298
UCL112016,198,4726,4926,4357,759,5117,2089,238,2326,1960,102,2065,986,68,1056,461,35,494,10053,5928,15986
UCL112017,264,6326,6590,6829,1073,7899,2319,268,2584,2113,117,2236,893,42,938,406,29,435,12825,7862,20683
UCL112018,201,4727,4927,4050,793,4838,1884,231,2114,1502,159,1662,702,91,790,432,49,479,8770,6045,14815
UCL112019,303,6134,6437,5694,926,6621,2577,304,2882,2300,140,2436,1130,61,1188,637,49,680,12635,7610,20245
UCL113001,117,3118,3237,2741,488,3238,869,118,986,709,45,761,266,28,296,111,13,122,4822,3811,8635
UCL113002,66,1925,1996,1845,331,2182,526,68,591,414,43,464,194,21,215,132,15,138,3181,2403,5584
UCL113003,143,2871,3018,2248,477,2721,917,103,1023,679,65,747,263,27,294,147,18,169,4398,3567,7965
UCL113004,61,1228,1289,1035,451,1491,480,192,671,421,141,562,168,54,217,65,17,80,2224,2082,4314
UCL113005,95,2427,2528,2043,417,2453,867,97,966,679,48,728,362,27,387,203,22,220,4255,3036,7290
UCL113006,46,1246,1293,1109,229,1336,502,60,558,386,52,437,210,24,235,175,25,205,2426,1642,4068
UCL113007,82,1343,1426,2141,240,2375,744,52,792,780,34,811,328,12,342,127,3,137,4199,1684,5888
UCL113008,55,2008,2060,1448,222,1674,539,60,595,471,29,504,177,16,194,101,6,110,2796,2342,5130
UCL113009,60,466,528,1059,83,1149,584,17,605,637,14,652,318,4,321,146,0,153,2806,592,3402
UCL113010,74,1352,1426,1286,237,1529,648,71,716,578,47,624,258,17,280,123,11,133,2976,1733,4706
UCL113011,74,1373,1448,1188,212,1402,574,52,625,548,32,579,245,16,264,149,10,155,2785,1685,4469
UCL113012,105,1735,1834,2326,322,2646,672,64,732,634,32,663,240,20,258,124,8,130,4097,2179,6279
UCL113013,75,1597,1669,1555,262,1821,809,74,881,670,42,712,314,17,333,197,10,199,3615,1997,5618
UCL113014,99,1518,1620,1521,232,1754,769,61,832,773,44,820,384,10,398,182,4,181,3729,1882,5606
UCL113015,65,1318,1385,1699,252,1951,582,45,622,436,35,470,198,9,210,110,0,110,3091,1661,4747
UCL113016,91,2588,2679,2243,373,2620,877,104,982,689,61,748,323,40,366,231,21,254,4456,3196,7646
UCL113017,88,1879,1970,2309,345,2658,707,88,794,586,47,627,259,18,272,113,8,126,4061,2383,6444
UCL113018,17,298,313,383,73,456,94,9,105,86,12,92,49,8,50,15,0,22,637,395,1037
UCL114001,30,754,786,757,68,823,268,12,278,229,5,233,101,0,102,37,7,43,1419,855,2272
UCL114002,40,1362,1403,1629,240,1869,331,27,352,203,18,218,95,6,97,43,0,43,2333,1645,3976
UCL114003,50,1472,1526,1222,232,1449,469,62,528,365,35,406,205,32,236,127,28,148,2445,1856,4301
UCL114004,55,985,1037,803,161,961,335,32,364,258,14,273,120,8,120,55,3,57,1614,1203,2824
UCL114005,24,927,955,879,104,976,244,19,266,210,14,222,99,6,107,59,3,63,1521,1065,2589
UCL114006,36,890,927,848,111,961,222,10,238,223,5,226,82,5,81,45,6,45,1450,1031,2477
UCL114007,50,1297,1348,1052,164,1218,425,35,462,304,18,323,166,16,177,92,10,99,2088,1544,3630
UCL114008,38,1095,1141,894,154,1050,264,50,310,252,22,273,108,14,121,51,8,58,1607,1342,2948
UCL114009,28,405,428,542,113,662,380,68,443,406,38,444,177,13,195,42,12,57,1579,649,2233
UCL114010,47,1064,1117,866,164,1030,303,36,340,275,28,303,159,10,167,72,9,77,1721,1311,3038
UCL114011,33,918,950,695,141,834,233,33,265,177,30,210,93,9,103,25,3,30,1263,1140,2400
UCL114012,26,170,196,513,37,550,432,23,454,518,6,529,185,5,191,67,7,71,1740,243,1990
UCL114013,51,1160,1210,930,222,1147,394,56,449,368,43,418,196,15,212,80,9,85,2018,1510,3528
UCL114014,27,307,334,594,40,631,414,9,424,502,9,512,190,0,193,57,0,57,1785,368,2153
UCL114015,49,1394,1446,1130,241,1367,527,81,614,370,47,419,188,28,214,96,11,112,2359,1810,4166
UCL114016,34,938,975,826,133,959,355,50,405,314,28,346,185,15,203,79,10,90,1799,1170,2966
UCL114017,45,477,523,866,198,1065,412,53,468,471,40,510,165,7,177,76,0,78,2041,779,2823
UCL114018,67,1289,1352,1376,228,1599,395,37,436,270,26,298,107,3,111,52,0,53,2273,1590,3862
UCL114019,35,1022,1056,714,318,1033,321,97,420,267,58,323,134,39,175,75,24,98,1544,1559,3104
UCL114020,43,1017,1058,1099,148,1250,473,31,501,449,23,470,207,6,211,94,4,94,2355,1230,3587
UCL114021,60,1235,1295,1143,211,1349,520,41,561,436,27,462,217,16,238,115,3,122,2494,1528,4024
UCL114022,26,1337,1365,934,279,1217,302,35,335,189,24,213,104,11,112,58,14,69,1609,1697,3307
UCL114023,33,784,822,679,156,831,264,30,299,219,21,242,114,18,133,56,4,61,1365,1023,2387
UCL114024,55,1363,1416,1151,173,1326,474,56,527,408,35,445,250,15,270,114,12,125,2457,1649,4108
UCL114025,38,515,554,838,125,954,368,29,394,484,31,512,175,9,181,65,0,71,1961,705,2666
UCL114026,34,545,572,679,68,740,332,13,342,260,5,270,141,5,145,58,4,63,1504,638,2139
UCL114027,44,818,860,952,111,1058,253,24,272,215,18,228,88,5,93,41,5,42,1590,968,2561
UCL114028,25,652,676,634,95,737,283,22,306,234,10,245,129,0,132,34,4,35,1341,789,2133
UCL114029,15,240,250,461,39,509,306,11,312,361,8,372,199,3,201,92,4,97,1430,306,1736
UCL114030,33,733,763,1006,294,1299,232,30,264,183,15,204,78,7,86,39,11,52,1574,1093,2669
UCL114031,35,568,597,899,113,1013,372,18,386,333,18,344,151,11,160,69,4,73,1851,721,2574
UCL114032,16,405,419,511,66,571,282,23,308,285,16,305,162,4,167,60,3,68,1316,517,1834
UCL114033,52,864,913,814,114,926,348,37,386,300,24,323,118,6,129,69,6,75,1699,1047,2746
UCL114034,23,862,881,1044,139,1181,410,26,435,354,22,384,176,14,194,112,4,114,2112,1078,3192
UCL114035,25,704,729,665,212,885,290,40,332,229,20,246,120,12,129,97,14,104,1421,1005,2423
UCL114036,51,932,980,1141,356,1492,275,45,321,218,22,238,78,9,88,44,8,49,1805,1372,3178
UCL114037,34,690,724,698,71,777,306,20,326,281,19,295,145,12,157,58,0,58,1525,811,2333
UCL114038,48,1140,1185,905,166,1073,380,33,416,314,19,331,172,12,181,97,0,101,1915,1369,3287
UCL115001,20,242,260,245,30,281,102,7,113,81,4,83,50,0,50,14,0,14,510,287,798
UCL115002,23,343,371,515,87,595,251,13,264,225,13,236,103,3,107,55,4,55,1171,461,1636
UCL115003,12,102,116,205,25,228,169,8,173,194,4,193,118,0,117,55,4,62,751,141,889
UCL115004,11,215,221,281,83,360,74,11,86,85,10,93,24,4,33,25,17,39,495,340,832
UCL115005,7,168,175,135,44,180,47,9,55,34,7,44,18,4,24,11,0,13,247,235,481
UCL115006,22,146,169,212,57,262,130,14,146,146,18,164,47,3,50,20,0,20,573,243,816
UCL115007,16,292,316,353,31,384,176,7,184,172,4,175,112,0,114,56,0,62,886,340,1228
UCL115008,10,238,241,187,39,227,34,3,37,33,3,31,19,0,15,6,0,6,285,279,564
UCL115009,18,203,223,260,34,298,84,3,88,82,8,88,34,0,37,13,0,13,495,247,742
UCL115010,3,243,252,168,45,209,44,8,47,13,0,18,13,3,15,9,0,9,247,296,543
UCL115011,4,158,162,201,42,241,86,11,99,74,7,85,39,3,38,14,0,14,421,218,641
UCL115012,0,155,156,154,20,178,51,6,57,33,3,40,12,4,18,6,0,12,262,190,454
UCL115013,27,624,649,542,100,641,238,30,267,166,14,184,87,9,99,44,5,47,1095,786,1883
UCL115014,19,396,417,335,86,425,177,28,201,156,13,173,62,9,69,37,4,35,793,532,1322
UCL115015,11,281,292,317,77,392,73,19,88,53,5,59,17,8,28,16,0,16,489,386,876
UCL115016,6,139,144,123,25,148,56,15,66,51,11,60,22,6,21,6,0,4,260,194,455
UCL115017,17,301,321,434,33,470,96,5,102,103,7,109,45,3,55,14,0,14,715,352,1062
UCL115018,10,182,190,191,31,219,38,3,36,27,0,27,11,0,9,5,0,13,281,217,496
UCL115019,61,758,825,722,120,844,245,34,277,142,13,153,52,7,65,26,0,23,1249,935,2189
UCL115020,26,375,400,367,44,413,177,7,184,122,5,130,66,3,75,43,0,43,800,433,1230
UCL115021,0,189,190,158,27,182,46,8,55,48,6,58,19,0,19,5,0,7,284,230,509
UCL115022,15,246,264,446,67,505,142,9,148,145,9,153,52,0,52,33,0,33,824,332,1159
UCL115023,8,232,232,192,44,234,58,12,65,44,8,52,18,0,20,20,5,26,330,297,628
UCL115024,12,199,206,121,40,159,78,19,98,51,17,60,46,9,57,16,3,20,321,286,602
UCL115025,3,77,74,151,10,162,97,5,103,93,4,96,50,0,47,25,0,25,412,96,505
UCL115026,14,230,244,188,35,219,65,8,73,53,12,61,29,4,26,11,0,11,354,283,640
UCL115027,25,247,274,321,35,348,178,10,192,153,15,169,75,7,76,42,0,42,794,304,1099
UCL115028,15,301,320,359,70,433,127,12,138,126,13,137,40,5,42,17,6,20,683,411,1092
UCL115029,19,295,315,185,126,313,89,15,109,70,6,78,29,0,32,9,0,7,397,454,850
UCL115030,3,143,151,178,29,206,58,8,66,39,3,43,17,4,22,14,0,14,311,189,500
UCL115031,10,354,370,486,59,544,103,10,113,95,5,104,40,0,40,17,0,24,759,423,1184
UCL115032,17,181,195,290,50,340,104,12,116,119,7,125,36,0,36,27,3,28,590,250,843
UCL115033,24,182,207,402,35,433,252,9,256,291,10,301,107,5,109,45,0,45,1117,240,1348
UCL115034,5,88,85,170,20,194,108,6,114,118,9,129,50,0,50,22,0,21,474,122,594
UCL115035,23,306,326,417,62,483,228,14,247,230,17,245,117,6,126,35,5,43,1055,415,1467
UCL115036,24,339,357,514,83,597,147,11,162,123,10,134,49,4,57,36,7,38,889,456,1344
UCL115037,3,66,68,142,8,148,76,3,80,65,5,68,39,4,41,18,0,18,343,81,425
UCL115038,6,236,252,207,46,247,63,9,73,43,10,54,20,0,14,25,0,25,361,306,671
UCL115039,23,511,534,358,145,503,148,35,182,136,26,158,56,15,76,35,8,45,753,741,1498
UCL115040,11,93,103,160,19,182,92,5,94,85,0,87,37,0,34,37,0,37,417,125,543
UCL115041,15,376,387,286,60,343,118,27,144,95,14,108,64,3,72,27,4,33,603,488,1089
UCL115042,11,189,203,238,27,271,83,5,84,63,6,70,46,3,48,19,3,23,467,231,699
UCL115043,6,393,403,283,90,379,106,20,132,72,15,86,33,4,43,27,0,22,532,533,1062
UCL115044,5,329,333,235,79,313,120,21,139,75,11,90,51,15,62,33,4,42,517,467,981
UCL115045,0,122,130,123,47,171,50,9,60,33,12,43,22,3,27,19,0,27,254,199,452
UCL115046,11,103,118,192,67,257,89,9,97,88,3,93,37,6,47,24,4,32,450,194,640
UCL115047,11,329,339,315,26,340,110,7,115,71,0,72,40,0,38,22,5,26,569,364,935
UCL115048,19,486,505,581,114,696,174,24,201,141,18,153,54,9,66,28,0,27,996,652,1652
UCL115049,6,151,161,135,23,162,52,5,52,52,0,51,23,5,25,13,0,17,287,180,468
UCL115050,8,65,69,197,31,227,115,4,122,152,8,156,56,3,64,25,0,31,552,109,665
UCL115051,16,277,294,349,76,424,86,13,102,74,4,74,33,0,36,12,3,17,566,380,943
UCL115052,14,225,238,190,14,208,83,4,87,65,3,74,33,0,36,14,3,21,412,254,663
UCL115053,4,208,208,166,20,184,51,7,60,31,3,30,14,0,14,7,0,11,270,238,510
UCL115054,3,45,52,102,5,109,50,3,54,70,0,78,27,3,31,28,0,30,289,65,353
UCL115055,21,319,340,295,26,324,115,14,122,83,0,90,51,0,51,19,0,25,576,372,947
UCL115056,18,466,483,474,88,568,130,15,152,102,15,117,55,5,53,37,8,35,820,599,1419
UCL115057,17,479,496,454,204,662,132,15,148,99,8,106,43,6,47,24,0,30,774,716,1486
UCL115058,5,220,225,335,51,388,64,5,67,48,5,51,23,0,23,9,0,6,486,281,767
UCL115059,14,329,338,248,63,318,73,10,88,62,21,80,28,7,27,12,0,14,433,435,864
UCL115060,14,169,180,201,34,234,134,4,140,148,8,158,43,0,44,34,0,34,580,215,794
UCL115061,0,122,127,146,11,161,65,4,65,41,3,43,16,0,17,23,0,23,292,148,434
UCL115062,9,79,89,140,11,150,75,5,77,78,0,78,47,0,43,20,0,22,362,100,459
UCL115063,3,82,83,122,7,134,59,7,64,104,5,100,27,0,30,9,0,9,328,94,425
UCL115064,26,365,391,580,93,671,199,14,214,232,11,243,136,0,140,49,5,51,1218,485,1706
UCL115065,11,358,371,322,57,374,120,14,134,82,10,94,40,6,47,18,0,19,593,450,1039
UCL115066,8,115,119,252,16,268,153,9,159,174,0,179,84,0,77,42,0,43,708,144,852
UCL115067,18,428,448,374,55,429,122,6,129,80,3,86,52,0,52,15,0,18,655,504,1161
UCL115068,12,197,207,213,29,247,59,4,58,46,0,46,24,0,24,8,0,5,352,234,590
UCL115069,12,366,383,320,51,372,94,16,104,63,0,64,15,0,15,20,0,23,531,431,971
UCL115070,11,239,250,310,47,354,187,14,204,204,5,206,91,0,91,47,0,49,853,302,1157
UCL115071,18,281,299,248,39,285,91,4,100,100,11,108,45,4,45,25,0,25,523,339,862
UCL115072,14,68,76,321,17,336,79,5,84,95,4,98,47,0,51,26,0,27,584,87,675
UCL115073,10,287,296,238,53,289,80,15,95,71,9,84,41,11,50,17,0,17,468,373,840
UCL115074,6,302,310,222,73,296,87,31,118,63,17,80,28,6,40,30,0,31,440,433,873
UCL115075,7,159,167,240,25,267,35,4,35,37,0,37,20,0,20,4,0,4,343,192,533
UCL115076,8,287,295,267,53,323,69,8,74,79,6,83,26,0,29,18,0,24,466,353,818
UCL115077,21,462,485,766,76,843,142,7,154,59,6,66,32,5,38,16,0,16,1037,562,1603
UCL115078,8,236,238,268,65,332,51,3,53,39,13,54,16,4,19,7,0,10,387,325,714
UCL115079,27,375,397,298,67,361,105,14,123,78,16,94,29,0,25,16,5,20,553,474,1024
UCL115080,13,157,171,229,29,260,139,5,140,132,0,136,81,3,83,26,0,26,612,198,813
UCL115081,7,149,161,133,45,185,48,16,68,43,14,53,20,4,26,5,3,7,261,235,496
UCL115082,19,227,245,180,35,216,47,8,55,35,5,41,18,4,18,8,0,13,309,271,580
UCL115083,20,301,322,433,50,481,119,12,131,120,14,133,53,9,56,16,0,16,761,387,1145
UCL115084,10,330,344,360,156,516,70,5,75,48,0,52,12,0,13,8,0,12,506,500,1008
UCL115085,4,78,82,173,14,190,65,4,70,79,5,83,32,0,32,9,0,9,354,98,462
UCL115086,14,261,275,163,173,336,121,87,204,80,69,150,47,39,84,24,43,66,440,664,1112
UCL115087,8,96,101,127,28,156,65,7,76,75,5,90,35,4,42,22,0,22,333,139,472
UCL115088,8,122,131,248,24,268,85,9,91,81,0,81,22,3,24,15,0,15,456,162,616
UCL115089,25,498,524,470,63,532,204,16,222,189,21,210,92,12,98,41,13,51,1024,625,1644
UCL115090,5,301,306,169,42,210,39,6,43,27,3,33,18,3,26,8,3,6,274,361,628
UCL115091,0,180,182,234,42,273,60,12,71,50,11,59,25,0,25,19,0,25,387,244,631
UCL115092,13,201,215,228,26,257,103,7,106,85,5,93,31,3,37,23,0,26,485,247,731
UCL115093,3,93,96,170,15,187,52,0,52,57,0,56,32,0,32,17,0,17,328,113,446
UCL115094,15,433,448,362,86,453,115,19,134,94,11,113,58,9,65,29,6,33,679,562,1242
UCL115095,7,171,181,123,39,164,61,10,66,31,5,33,35,12,42,13,0,14,269,232,501
UCL115096,22,382,408,706,57,763,190,10,195,191,0,195,85,3,89,36,0,43,1229,461,1688
UCL115097,15,329,345,423,75,505,151,15,166,83,6,88,38,0,40,33,0,36,747,428,1173
UCL115098,8,236,245,127,123,253,50,26,77,40,10,49,21,4,29,16,5,21,263,408,670
UCL115099,18,384,409,376,62,437,150,18,165,119,7,126,64,9,74,38,0,40,771,483,1255
UCL115100,11,397,412,409,54,467,117,9,131,86,10,94,41,9,46,25,0,29,691,468,1165
UCL115101,17,254,267,436,75,513,99,5,107,93,6,104,38,8,48,15,0,14,704,358,1063
UCL115102,13,306,319,247,57,305,99,15,109,91,6,98,36,7,40,18,0,18,494,387,885
UCL115103,5,152,155,120,28,150,37,4,46,45,0,42,22,0,26,14,0,14,249,185,431
UCL115104,10,156,165,228,30,251,73,4,77,60,4,62,33,0,32,12,0,14,412,196,603
UCL115105,8,220,226,195,33,233,86,5,86,55,3,60,35,6,44,24,0,24,414,269,682
UCL115106,24,410,432,369,83,453,116,11,130,122,7,133,52,4,57,21,7,26,700,534,1231
UCL115107,24,405,433,376,110,481,201,53,253,164,21,184,70,11,85,41,5,45,874,601,1478
UCL115108,14,68,82,208,11,215,105,0,105,152,4,158,84,0,82,32,0,32,592,85,672
UCL115109,21,594,619,589,99,688,141,21,158,98,8,110,45,3,47,27,4,30,917,729,1649
UCL115110,27,551,576,452,91,541,195,22,213,138,16,151,64,11,75,44,3,44,911,695,1609
UCL115111,29,427,456,393,90,484,168,38,207,130,23,154,76,17,91,46,11,56,835,603,1439
UCL115112,18,132,144,231,25,262,152,4,159,153,9,161,65,5,70,28,0,28,639,176,815
UCL115113,8,251,255,214,34,245,88,11,95,82,4,79,47,5,46,20,0,20,451,297,749
UCL115114,19,392,410,323,55,379,117,24,135,97,7,108,40,3,48,29,3,38,623,494,1115
UCL115115,37,512,548,517,206,729,271,60,333,250,26,272,72,12,81,40,3,41,1182,825,2010
UCL115116,35,607,634,666,117,780,221,21,240,197,7,207,74,9,77,38,11,44,1225,761,1988
UCL115117,7,251,260,318,36,357,48,0,46,52,6,57,29,5,37,12,0,17,464,299,768
UCL115118,7,215,224,228,46,274,76,5,80,76,5,81,25,0,25,5,0,5,420,273,693
UCL115119,18,337,359,422,32,456,231,3,239,218,11,227,100,3,99,62,0,62,1048,395,1446
UCL115120,8,103,109,281,13,292,165,6,171,285,0,287,130,4,132,44,0,44,919,128,1044
UCL115121,11,280,287,237,34,280,98,4,104,76,6,83,36,6,43,15,3,18,477,336,809
UCL115122,13,399,406,326,77,399,116,17,129,96,10,105,53,11,66,22,6,25,621,511,1132
UCL115123,6,119,123,182,28,204,72,7,77,89,5,87,46,4,50,11,0,11,403,154,559
UCL115124,24,298,327,540,70,607,267,27,293,253,16,266,111,8,122,46,10,54,1248,430,1674
UCL115125,22,543,560,535,98,629,144,12,157,127,13,142,55,5,60,19,3,22,894,668,1567
UCL115126,11,121,130,154,8,166,54,0,55,44,3,51,28,5,32,12,0,12,303,137,441
UCL115127,15,149,163,200,39,246,57,6,59,58,0,61,27,4,31,13,5,18,374,205,580
UCL115128,20,183,200,251,64,311,118,32,149,117,14,131,53,8,55,14,0,18,575,296,866
UCL115129,9,86,93,185,21,204,98,6,102,116,0,117,54,3,49,20,0,20,477,117,587
UCL115130,17,658,680,667,95,769,149,10,165,106,8,113,37,0,38,26,0,26,1002,778,1778
UCL115131,25,434,460,613,99,710,212,15,225,179,5,187,77,6,81,61,0,58,1165,558,1720
UCL115132,6,259,267,278,49,323,72,11,85,55,4,62,14,0,20,3,5,7,439,325,757
UCL115133,21,409,427,798,68,863,76,11,90,42,3,45,22,4,31,7,0,7,969,492,1454
UCL115134,25,651,676,561,72,632,187,5,193,158,3,167,67,0,67,49,0,49,1047,737,1786
UCL115135,22,547,570,425,87,519,133,23,151,78,6,84,39,6,40,24,0,27,722,668,1385
UCL115136,8,103,115,190,18,207,122,4,127,151,0,152,76,0,78,39,0,39,589,127,718
UCL115137,17,378,398,508,40,546,228,3,235,226,8,234,96,3,99,61,0,63,1142,434,1573
UCL115138,8,101,109,245,32,274,135,11,151,119,5,125,61,0,61,28,0,28,594,146,744
UCL115139,14,362,375,387,66,452,112,9,117,75,11,89,50,16,59,17,3,22,647,463,1110
UCL115140,9,174,182,198,33,231,54,11,60,49,0,48,20,0,27,10,0,15,344,214,560
UCL115141,9,212,217,229,25,250,70,7,79,54,7,61,32,0,32,17,0,17,405,248,655
UCL115142,13,382,394,513,87,601,82,22,101,59,0,59,19,0,19,9,0,11,690,488,1185
UCL115143,9,342,352,349,44,390,117,6,122,88,0,89,47,0,48,30,0,32,635,394,1027
UCL115144,22,442,462,417,180,596,123,8,136,97,15,108,40,3,50,16,0,16,717,655,1376
UCL115145,8,220,229,244,50,300,65,9,76,62,0,60,27,4,28,4,0,3,409,284,693
UCL115146,20,357,373,464,88,544,130,23,150,119,7,124,38,6,34,15,0,12,773,474,1248
UCL115147,13,69,78,181,17,194,61,3,68,75,3,72,20,0,20,7,0,7,350,89,445
UCL115148,9,236,249,220,33,247,65,7,72,36,0,38,16,3,24,4,0,5,360,280,643
UCL115149,5,172,177,80,103,182,40,33,73,35,30,61,12,17,35,14,12,30,185,363,551
UCL115150,8,111,117,110,10,117,50,6,53,77,0,74,24,0,25,14,4,14,282,127,409
UCL115151,14,213,227,232,36,271,123,7,129,94,6,97,51,4,50,37,0,33,551,260,808
UCL115152,6,180,182,155,33,187,55,4,56,34,0,34,16,3,18,15,0,17,279,222,501
UCL115153,9,231,245,173,46,214,60,7,65,41,7,49,24,6,30,3,0,8,315,299,615
UCL115154,13,212,220,151,41,197,97,10,109,60,11,78,31,4,34,21,5,22,365,292,657
UCL115155,28,686,708,485,117,602,210,42,249,165,35,203,77,25,103,65,12,80,1033,920,1950
UCL115156,4,251,259,196,31,232,54,6,62,30,6,34,12,5,25,7,3,12,316,305,623
UCL115157,9,217,225,189,33,222,77,9,84,36,0,37,33,0,32,9,0,9,348,269,616
UCL115158,23,478,498,351,64,415,121,11,128,103,8,110,65,9,70,27,0,30,691,564,1258
UCL115159,9,89,98,180,16,196,114,3,116,121,4,122,57,0,57,25,0,30,504,115,619
UCL115160,6,68,79,228,10,240,139,4,140,239,8,246,141,4,143,37,6,35,794,96,883
UCL115161,32,629,656,573,91,664,227,24,248,192,6,194,93,11,107,64,3,60,1176,758,1930
UCL115162,20,237,252,356,45,398,189,3,191,180,3,180,82,4,86,26,0,30,848,288,1145
UCL115163,10,125,129,166,22,191,113,0,112,111,0,112,50,0,50,38,0,38,484,146,632
UCL115164,9,139,146,211,33,245,73,8,78,55,0,55,28,0,28,10,0,10,385,185,568
UCL115165,4,111,115,125,18,146,67,4,70,50,7,58,26,0,27,15,0,15,285,138,424
UCL121001,7,115,124,132,13,147,37,8,49,36,0,40,14,0,19,11,0,11,232,140,376
UCL121002,0,107,107,65,25,87,29,4,28,14,5,20,14,5,15,8,0,9,119,146,267
UCL121003,6,83,84,125,33,157,31,0,27,30,6,39,18,0,16,0,0,4,206,120,326
UCL121004,0,50,50,115,8,125,50,0,55,39,0,39,36,0,36,10,0,10,259,58,318
UCL121005,0,20,19,45,7,52,24,0,24,33,0,33,16,0,16,20,0,20,149,28,176
UCL121006,0,98,99,98,38,138,26,0,29,21,6,23,10,0,10,0,0,0,157,146,303
UCL121007,10,163,170,145,17,161,39,4,45,32,0,32,13,3,17,10,0,10,248,184,433
UCL121008,0,73,70,41,28,67,9,14,23,16,11,27,6,4,8,15,3,15,86,129,210
UCL121009,5,155,161,103,42,148,34,11,41,38,7,42,15,3,19,4,0,5,199,215,422
UCL121010,8,91,97,111,47,159,22,3,25,25,5,25,15,4,19,4,0,6,184,155,334
UCL121011,3,133,138,96,35,127,41,3,45,34,5,40,24,0,25,18,5,19,219,177,396
UCL121012,4,28,34,95,3,96,57,0,55,52,0,52,31,0,31,18,0,18,246,33,279
UCL121013,6,128,133,55,29,90,31,12,37,24,4,28,10,5,11,15,4,20,136,185,319
UCL121014,4,98,104,58,16,77,25,0,28,23,4,29,11,3,13,3,0,3,121,127,249
UCL121015,5,80,84,93,12,107,49,4,54,35,0,37,19,0,19,3,0,3,200,102,301
UCL121016,0,40,40,66,16,83,40,3,45,19,5,22,12,0,14,11,0,11,142,68,209
UCL121017,3,27,29,80,5,87,38,6,48,70,0,73,32,5,37,4,0,4,229,44,269
