UCL_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
UCL112015,0,0,11,7,4,0,4,36,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,15,0,4,11,9,0,4,6,8,0,0,0,0,0,0,0,42,3,15,19,7,8,5,0,5,0,0,0,0,0,0,6,65,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,16,0,0,0,0,3,6,11,15,0,0,0,4,0,0,0,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,16,0,0,4,0,4,0,9,0,0,4,3,0,0,0,0,26,0,0,0,0,3,5,29,37,14,14,9,3,4,0,5,116,7,64,7,6,0,0,7,0,0,0,0,0,0,0,0,95,4,8,30,86,64,54,44,24,3,9,0,3,3,0,32,355,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,14,5,0,4,16,0,0,0,47
UCL112016,0,0,0,0,4,0,0,19,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,22,0,10,5,5,3,3,7,9,0,0,0,3,0,0,0,43,7,16,34,8,0,0,3,4,4,0,0,3,0,0,0,74,0,0,0,0,9,3,9,5,0,0,0,0,0,0,0,20,0,0,0,0,4,3,19,28,0,4,4,7,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,7,10,0,7,11,3,3,0,0,0,0,0,52,0,0,0,0,0,4,55,40,29,40,38,13,0,0,3,230,4,40,14,8,3,0,0,0,0,0,0,0,0,0,3,77,3,3,29,51,86,74,73,32,4,6,5,3,5,0,17,412,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,33,8,9,3,12,4,0,0,82
UCL112017,5,0,0,0,0,0,0,24,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,11,0,3,15,21,21,12,14,27,0,0,0,0,0,0,3,124,5,29,24,4,0,4,0,11,0,0,0,0,0,0,0,79,0,0,0,4,3,8,15,0,0,5,3,0,0,4,0,39,0,0,0,5,0,9,14,22,0,0,0,0,0,0,3,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,3,8,11,0,13,8,0,5,0,0,0,0,3,56,0,0,0,0,0,0,17,7,16,30,19,19,12,0,0,122,15,76,29,7,13,8,11,5,0,0,0,0,0,0,7,177,4,27,95,156,166,99,108,31,3,8,9,0,8,6,33,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,4,0,0,9,6,5,0,0,30
UCL112018,0,0,0,3,0,0,0,19,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,4,3,3,0,9,11,0,0,0,0,0,0,0,28,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,3,0,10,3,0,0,0,6,0,0,0,24,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,5,0,0,4,15,9,10,3,10,0,0,0,60,0,0,0,0,0,0,23,32,28,41,43,30,3,0,0,205,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,10,47,35,24,32,32,0,9,0,7,3,0,3,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,28,3,6,6,7,5,3,4,64
UCL112019,3,8,3,0,0,0,0,55,0,0,0,0,0,4,17,0,108,103,153,301,77,0,7,776,0,4,3,8,3,4,20,17,0,3,0,0,0,0,0,69,6,19,10,0,0,0,0,3,0,0,0,8,0,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,4,5,5,9,14,0,0,5,0,0,0,0,37,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,15,0,0,12,16,6,3,17,19,9,9,7,19,7,0,7,130,0,0,0,0,0,0,22,33,14,28,25,11,3,0,0,128,3,42,10,4,4,0,5,0,0,0,0,0,0,0,4,72,5,8,31,62,50,56,48,60,4,4,8,7,5,3,7,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,9,7,4,13,0,0,0,74
UCL113001,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,11,3,0,0,3,0,0,0,3,44,8,15,7,0,0,0,0,5,0,0,0,0,0,0,0,34,0,0,0,0,4,7,14,6,0,3,0,0,0,0,4,36,0,0,0,0,3,3,0,3,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,5,0,8,7,4,0,0,0,0,24,6,36,7,0,0,0,4,4,0,0,0,0,0,0,0,62,0,5,40,66,72,41,35,31,6,3,3,4,0,0,20,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL113002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,8,0,3,4,0,4,0,0,0,0,3,31,0,15,17,3,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,8,3,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,5,10,6,8,0,0,0,0,37,8,28,3,8,0,6,0,0,0,0,0,0,0,0,3,54,0,7,20,45,40,38,20,6,0,0,0,0,0,0,14,193,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL113003,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,0,0,0,11,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,12,3,4,0,0,0,0,0,0,0,3,0,0,0,19,0,0,6,16,12,15,10,4,0,5,0,0,5,0,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL113004,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,4,13,6,0,0,4,4,5,0,0,43,0,5,6,0,5,0,20,39,6,13,17,16,11,0,9,143,0,0,0,0,0,13,22,19,3,3,5,10,3,0,3,87,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,7,0,5,3,3,9,0,3,11,5,6,4,0,0,66,0,5,15,39,30,40,56,51,11,5,9,12,5,0,4,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113005,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,12,0,14,3,0,7,0,5,0,0,0,0,0,0,0,0,29,0,0,10,24,39,15,12,4,0,3,0,0,0,0,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
UCL113006,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,3,5,5,0,0,0,11,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,9,16,16,6,8,3,0,0,0,0,0,0,15,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113007,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,6,7,6,0,0,0,0,0,0,5,57,3,22,9,4,6,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,12,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,6,5,0,4,0,0,0,0,3,0,0,0,18,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,10,0,21,8,0,0,4,6,0,0,0,0,0,0,0,3,41,0,7,16,36,22,35,44,22,3,0,0,6,0,0,7,204,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113008,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,15,0,10,11,3,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,5,8,0,3,5,0,0,0,23,9,12,9,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,18,36,19,14,11,6,7,0,0,0,0,0,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11
UCL113009,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12,3,5,4,0,0,0,0,0,0,0,0,0,0,30,0,0,10,18,31,15,13,0,0,0,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
UCL113010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,5,4,0,0,0,0,0,0,3,22,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,13,3,10,4,6,0,0,0,47,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,11,30,25,15,12,16,0,7,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,16,34,27,37,33,0,0,0,3,0,0,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,8
UCL113012,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,6,3,4,8,11,0,0,0,0,0,0,0,45,0,18,20,11,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,7,3,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,4,11,5,12,5,4,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,9,4,6,23,22,13,4,0,3,81,5,29,6,0,3,0,9,0,0,0,0,0,0,0,0,52,3,3,29,45,51,28,31,13,13,5,8,4,0,0,12,249,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL113013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,10,12,0,0,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,41,36,18,7,11,0,4,0,0,0,0,11,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,5,3,0,0,0,4,0,0,0,16
UCL113014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,24,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,6,0,16,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,11,0,14,0,0,5,0,4,0,0,0,0,0,0,0,0,32,0,0,10,34,57,48,89,31,0,0,9,6,0,4,5,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4
UCL113015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,4,8,0,0,0,0,0,0,0,0,0,28,0,13,15,0,0,0,0,0,0,5,0,0,0,0,3,37,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,4,0,0,0,0,0,0,0,0,0,0,0,5,27,0,4,23,29,28,11,13,7,0,0,6,4,0,0,3,128,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,5,11,5,0,0,0,0,0,0,0,3,3,0,0,28,0,10,3,5,0,0,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,3,4,9,4,8,6,0,0,0,31,8,28,12,0,0,5,0,0,0,0,0,0,0,0,0,53,0,6,18,35,30,13,15,5,4,0,0,3,0,0,6,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,22
UCL113017,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,20,7,24,23,0,4,0,0,0,0,0,0,0,0,0,7,68,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,6,0,0,9,0,0,0,0,0,0,0,0,53,5,0,17,44,44,14,35,11,0,0,0,0,3,0,10,201,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,9,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,7,0,9,0,0,0,0,0,7,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,0,0,0,0,0,0,0,0,0,0,16,0,0,6,14,13,10,13,8,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL114002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,6,0,0,0,0,0,0,0,0,24,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,3,4,0,3,0,0,0,0,0,0,0,6,37,0,4,9,28,25,10,6,9,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,18,6,8,3,0,3,3,0,0,0,0,0,0,0,0,0,19,0,0,7,19,6,7,11,3,0,0,0,0,0,0,7,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114004,0,0,0,0,8,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,19,3,15,19,0,0,0,0,4,0,0,3,0,5,5,9,64,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,3,3,8,0,4,4,0,0,0,28,0,15,7,0,5,3,0,0,0,0,0,0,0,0,0,38,3,0,6,24,11,21,19,4,0,11,0,0,0,6,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,3,7,0,29
UCL114005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,9,0,5,0,6,0,0,0,0,0,0,0,0,0,0,4,10,0,0,3,5,14,18,9,6,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL114006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,8,16,11,6,0,6,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
