UCL_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,10,4,4,4,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,5,0,0,0,0,0,12,9,28,4,14,23,12,16,7,27,11,12,4,0,5,4,12,11,163
UCL112014,0,0,0,0,26,13,29,13,0,7,3,8,3,0,3,106,0,0,6,0,4,0,3,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26,19,29,37,16,8,5,0,3,0,0,0,150,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,8,9,13,0,0,0,0,0,0,0,31,39,93,251,146,86,55,72,43,10,0,3,0,4,0,45,842,0,0,11,13,8,10,12,9,0,7,0,0,0,0,3,75,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,9,24,43,64,63,70,47,118,44,7,6,5,18,6,3,29,550,133,257,484,420,374,284,441,231,44,40,37,62,20,8,132,2981
UCL112015,0,0,0,12,46,28,43,79,14,12,17,17,13,0,9,293,5,0,4,0,9,0,0,5,0,0,0,0,0,0,0,27,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,5,3,6,9,17,29,10,4,4,0,4,0,0,3,88,0,0,0,0,0,7,10,15,0,0,5,7,0,4,0,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,4,7,36,25,9,0,3,0,0,0,7,104,68,197,423,205,100,71,120,47,5,4,7,20,5,0,61,1329,0,0,5,13,8,13,18,12,6,0,0,5,6,4,5,94,0,0,0,4,4,5,7,6,5,5,4,0,0,0,10,45,22,52,95,112,75,41,44,46,8,12,10,22,7,3,39,584,134,404,651,522,400,324,571,510,140,115,145,214,73,12,237,4459
UCL112016,0,0,0,9,27,24,67,78,10,10,20,35,7,0,9,298,11,5,4,0,5,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,6,13,3,0,0,0,0,7,0,0,28,0,0,7,5,11,18,53,35,8,9,3,11,8,0,3,183,0,0,0,0,3,10,19,7,3,11,6,3,0,0,0,62,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,10,24,19,5,3,4,10,0,0,6,85,33,96,212,98,54,73,93,73,9,9,4,11,3,3,28,783,0,3,5,5,0,20,24,8,6,0,0,0,0,0,0,82,0,0,0,3,6,11,5,15,0,0,6,0,9,0,0,55,22,30,48,46,53,60,162,114,41,20,26,28,21,5,20,694,120,243,415,317,351,371,873,771,186,204,200,196,112,11,116,4492
UCL112017,0,0,4,4,48,27,62,46,14,20,30,31,3,4,8,304,0,3,4,3,8,0,6,5,0,0,0,0,0,0,0,36,0,0,5,5,3,0,11,0,0,0,0,3,0,0,0,29,4,4,8,18,30,41,90,22,3,10,6,5,0,8,15,261,4,0,0,0,8,5,6,19,0,0,0,4,0,0,0,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,6,9,22,11,8,3,3,10,0,0,6,76,90,271,640,413,235,190,310,136,23,31,23,38,10,5,108,2531,0,0,6,22,22,19,36,34,6,0,7,6,6,0,4,183,0,0,0,6,7,5,15,15,0,5,0,0,7,0,5,64,30,92,120,119,103,58,153,109,25,21,29,23,11,8,22,916,199,605,1059,875,783,585,1093,670,141,189,180,181,79,31,251,6928
UCL112018,0,0,0,3,19,24,91,184,31,35,27,31,8,8,23,477,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,14,0,0,0,4,0,13,13,9,0,10,3,4,6,0,0,73,0,0,0,0,3,0,12,10,0,0,0,13,0,0,0,38,0,0,0,0,0,3,12,16,13,13,19,57,10,0,9,149,0,0,0,0,0,4,15,16,3,0,4,14,3,0,0,67,22,78,144,55,26,23,42,21,3,19,8,4,0,0,19,459,0,0,10,6,19,9,13,4,0,0,0,7,0,0,0,64,0,0,0,0,7,0,23,30,31,92,99,33,4,0,16,337,6,17,31,17,27,22,62,69,45,16,10,36,16,14,8,385,42,156,236,179,175,176,516,699,236,340,346,405,134,52,115,3800
UCL112019,0,0,4,0,22,17,59,104,27,22,38,28,16,4,3,341,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,27,0,0,7,12,10,23,62,11,5,0,5,6,4,0,0,152,0,0,0,0,7,13,26,41,3,3,12,5,0,0,0,108,0,0,0,0,0,4,4,9,0,0,6,5,0,0,0,26,0,0,0,0,0,4,25,24,0,4,3,8,0,0,3,70,26,101,197,114,61,62,83,43,6,5,4,3,0,0,29,737,0,0,4,17,8,12,27,13,0,0,0,3,5,0,0,95,0,0,0,0,14,4,16,17,0,10,0,10,0,0,0,60,15,30,35,35,45,74,244,194,48,55,64,95,39,23,16,1008,79,268,352,311,284,393,1002,1041,364,380,444,640,215,70,101,5947
UCL113001,0,0,0,3,17,13,18,15,10,4,5,8,0,0,9,95,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,16,9,7,15,5,0,0,0,0,0,5,0,75,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,0,0,0,0,5,10,19,19,0,3,0,6,0,0,5,64,37,87,186,116,69,45,80,32,6,3,5,6,7,3,36,717,0,0,6,4,8,4,13,16,3,0,10,0,0,0,0,85,0,0,0,3,4,0,6,4,0,0,0,0,0,0,0,18,19,33,39,28,22,19,43,40,11,14,8,16,0,0,14,313,87,220,335,268,257,179,350,250,64,50,57,68,19,14,109,2323
UCL113002,0,0,0,3,13,10,11,18,6,6,3,0,0,0,5,69,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,19,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,7,0,5,15,8,0,0,0,0,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,26,32,103,225,127,65,27,30,18,7,3,5,3,0,0,33,672,0,0,0,4,7,4,9,0,0,0,0,4,0,0,0,28,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,14,13,40,68,31,32,18,31,13,8,4,6,5,3,0,0,268,69,264,418,283,195,143,177,106,34,31,34,40,26,7,85,1915
UCL113003,0,0,0,0,29,19,19,46,10,13,23,22,10,7,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,21,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,11,4,24,50,38,20,6,19,5,7,0,0,0,0,0,5,186,0,0,0,0,6,3,6,6,0,5,0,7,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,3,15,13,14,15,15,16,14,4,0,10,0,3,0,0,126,12,84,98,81,103,87,137,110,24,36,49,63,29,15,20,952
UCL113004,0,0,0,5,0,3,11,3,5,0,4,0,5,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,10,15,20,17,5,0,0,0,3,5,0,0,72,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,11,0,0,0,3,4,0,10,12,0,0,0,0,3,0,0,38,8,31,83,85,71,71,123,78,19,19,32,26,25,0,18,696,0,0,5,17,10,18,31,19,3,4,13,10,21,7,3,166,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,12,3,3,22,33,53,50,105,165,79,71,109,189,70,4,29,990,20,83,166,226,256,252,482,444,142,148,230,314,178,18,86,3035
UCL113005,0,0,0,0,6,9,19,11,4,4,8,3,3,0,5,72,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,22,0,0,0,0,9,0,12,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,17,7,42,102,55,20,12,18,8,0,0,0,0,3,0,21,292,0,0,0,0,0,0,7,3,0,3,0,0,0,0,4,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,7,13,18,12,17,7,25,19,3,4,4,3,7,0,10,152,25,91,152,125,120,59,185,115,32,33,31,31,26,3,53,1073
UCL113006,0,0,0,0,10,13,16,24,5,3,3,5,0,0,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,4,0,0,0,0,0,3,15,10,22,68,28,14,3,9,4,0,0,0,0,0,0,14,179,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,0,9,7,10,9,7,7,9,0,0,4,0,0,0,21,84,20,56,109,71,63,52,67,66,27,11,18,19,7,6,133,718
UCL113007,0,0,0,7,7,4,3,7,0,0,0,4,0,0,0,41,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,3,0,0,3,0,4,0,0,0,0,0,13,0,0,9,10,12,6,32,6,0,0,0,0,3,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,3,0,0,3,0,0,0,30,30,108,255,148,94,66,148,65,5,11,9,12,5,0,28,985,0,0,3,11,10,10,16,16,3,9,0,7,8,0,3,98,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,17,13,44,59,54,34,21,52,22,12,5,4,3,3,0,9,333,68,246,433,318,251,184,389,211,39,36,29,48,27,7,59,2348
UCL113008,0,0,0,0,21,14,11,17,4,0,0,6,0,0,5,80,0,0,3,0,3,0,6,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,3,3,5,0,0,0,0,0,0,0,21,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,0,0,0,0,0,30,14,36,117,97,27,21,16,3,0,0,0,0,0,0,18,355,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,19,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,22,10,14,17,32,20,34,16,7,0,0,0,4,0,0,10,171,45,100,204,214,145,121,138,96,31,18,25,30,0,3,57,1229
UCL113009,0,0,0,0,7,3,8,6,0,0,0,0,0,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,5,27,12,0,0,0,4,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,0,0,0,0,0,27,5,28,77,63,42,22,54,40,4,10,4,3,13,0,3,370,0,0,0,0,0,4,7,7,0,0,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,30,19,4,13,14,3,0,0,0,0,7,0,3,110,23,57,148,126,116,74,177,100,11,22,23,15,21,4,21,941
UCL113010,0,0,0,0,4,11,13,14,0,4,6,12,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,15,10,0,0,0,5,0,0,0,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,8,6,0,0,0,0,30,11,28,77,46,26,15,37,16,0,0,11,0,0,0,11,283,0,0,0,7,6,0,3,6,0,0,4,0,0,0,0,25,0,0,0,0,5,0,3,5,0,0,0,0,0,0,0,15,6,7,26,17,6,14,15,10,3,5,6,10,15,0,5,136,27,66,138,103,88,85,156,142,31,40,40,47,20,3,31,1026
UCL113011,0,0,0,0,12,10,26,39,8,4,6,12,4,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,25,8,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,10,8,5,0,0,8,0,0,6,40,0,14,52,23,17,11,13,4,0,3,0,4,0,0,4,152,0,0,0,0,4,6,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,15,16,35,22,5,0,3,17,4,4,0,143,7,39,97,70,90,88,194,158,27,24,32,59,10,8,24,935
UCL113012,0,0,0,6,7,13,15,17,5,8,6,6,9,0,3,93,3,0,0,5,9,5,0,0,0,0,0,0,0,0,0,24,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,14,0,3,6,12,16,23,22,8,0,0,6,0,0,3,0,88,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,22,9,0,4,3,3,5,0,0,54,37,100,234,157,132,76,134,69,3,4,10,16,25,12,42,1033,4,0,3,0,8,11,15,9,0,3,0,5,3,0,4,72,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12,13,22,68,71,37,32,42,26,5,9,7,4,6,0,6,354,91,238,459,360,314,235,358,197,46,66,71,75,51,30,96,2697
UCL113013,0,0,0,0,18,6,22,12,5,0,7,6,0,0,5,83,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,4,3,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,0,3,3,0,0,0,0,36,9,61,91,46,35,15,19,6,0,0,0,0,0,5,16,293,0,0,0,0,4,4,5,8,0,0,4,0,0,0,0,24,0,0,0,0,3,0,3,8,0,4,0,0,0,4,3,24,4,7,19,22,24,25,36,19,5,3,7,0,0,0,3,166,35,98,147,158,158,106,157,106,18,28,37,28,5,7,44,1133
UCL113014,0,0,0,4,18,18,38,64,4,5,14,12,0,4,6,179,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,6,51,7,3,0,4,0,6,0,5,93,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,4,11,6,3,0,0,5,3,0,0,40,12,17,51,56,24,27,35,15,10,0,0,0,0,6,9,262,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11,0,0,0,0,3,0,13,5,0,0,0,0,0,0,0,32,0,12,8,10,16,13,34,17,8,0,3,6,7,0,0,132,16,62,75,132,142,125,331,203,53,25,57,55,27,36,27,1374
UCL113015,0,0,0,0,9,6,3,18,12,6,3,4,4,0,0,68,0,0,3,5,13,5,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,3,5,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,18,16,80,216,104,56,16,32,17,5,3,0,0,0,5,30,586,0,0,3,7,4,0,0,3,0,0,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,17,42,51,55,21,17,15,4,8,3,0,0,4,0,3,227,51,219,394,245,162,85,103,55,25,20,18,21,15,0,60,1474
UCL113016,0,0,0,3,27,17,28,23,13,9,10,7,9,4,9,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,4,5,0,0,0,4,0,0,0,0,25,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,3,9,4,0,0,0,33,19,65,151,43,37,17,29,9,5,3,0,0,0,0,31,417,0,4,8,4,3,4,3,6,0,0,0,0,0,0,0,32,0,0,0,3,3,0,5,10,0,0,0,5,0,0,0,22,10,13,23,34,21,19,25,11,6,7,3,7,5,0,3,202,56,159,250,161,147,106,215,146,49,47,53,78,39,14,73,1586
UCL113017,0,0,0,5,8,10,9,7,5,8,8,8,8,0,3,69,3,4,0,0,7,0,4,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,15,8,7,9,3,0,0,0,0,5,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,8,0,3,0,0,9,0,9,33,32,95,241,119,88,23,72,20,5,3,0,7,0,0,26,750,0,0,0,8,10,7,16,3,0,0,6,3,0,0,0,55,0,0,0,7,0,3,6,6,0,0,0,0,0,0,0,20,14,43,42,51,39,20,18,12,8,0,9,9,0,0,4,270,81,235,382,284,245,113,230,126,28,27,31,34,26,3,70,1906
UCL113018,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,38,6,0,0,0,0,0,0,0,0,0,0,8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,3,0,0,0,0,0,0,0,0,17,10,24,52,14,11,10,12,6,5,3,0,0,0,0,7,156
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,17,25,66,23,40,26,19,16,0,0,5,0,0,0,6,234,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,17,9,7,14,7,0,3,7,0,0,0,4,86,23,60,111,62,74,61,88,49,7,15,16,12,0,0,14,591
UCL114002,0,0,0,0,3,7,5,3,0,0,0,0,0,0,8,20,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,0,5,0,0,0,0,0,0,0,0,24,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,10,28,79,143,81,33,22,27,4,0,0,0,3,0,0,36,465,0,0,4,3,0,5,0,9,0,0,0,4,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,19,18,5,8,9,7,0,0,0,0,0,0,0,86,61,146,224,159,86,65,82,40,4,3,6,17,8,8,57,963
UCL114003,0,0,0,0,4,14,30,18,0,4,0,3,0,0,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,7,20,61,25,25,10,7,5,0,3,0,0,0,0,19,179,0,0,3,4,0,3,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,10,15,9,4,5,10,0,0,3,0,0,0,9,68,16,53,93,67,59,44,66,50,5,13,23,19,8,5,40,567
UCL114004,0,0,0,0,3,0,0,6,0,0,5,8,3,5,7,38,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,9,0,0,0,0,0,3,5,0,26,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,12,7,0,0,0,3,0,0,0,27,12,23,61,32,16,13,11,5,0,0,0,0,0,0,10,190,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,9,21,26,20,16,18,29,12,0,9,3,10,6,9,15,198,38,119,164,109,92,82,131,87,20,51,29,66,39,34,68,1133
UCL114005,0,0,0,0,3,0,10,4,0,4,4,6,0,7,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,28,66,15,11,8,8,3,0,0,0,0,0,0,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8,3,4,5,4,3,0,6,0,0,0,0,0,0,4,4,40,13,50,84,38,41,33,53,28,7,11,11,3,3,26,20,419
