UCL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL315093,0,5,3,4,3,0,8,0,4,0,7,3,0,3,0,19,5,6,13,9,6,10,5,0,52,0,3,6,12,13,12,4,0,46,9,20,25,32,43,28,15,0,181,0,3,6,0,0,0,3,0,16,0,0,3,0,5,4,0,0,17,16,25,32,34,45,39,23,0,207,0,0,0,0,0,0,3,0,0,7,3,6,4,8,17,11,9,62,25,36,55,71,82,77,51,4,398
UCL315094,4,13,15,8,6,0,46,0,0,9,7,8,10,3,0,35,3,18,20,29,37,35,10,0,159,0,10,19,33,59,36,19,0,175,24,57,79,69,96,110,40,3,476,15,7,0,10,5,4,0,0,35,0,0,6,5,8,16,3,0,41,34,63,90,80,112,127,46,3,554,0,0,0,0,6,0,4,0,12,13,4,9,10,15,29,23,3,109,53,99,148,171,246,249,115,8,1088
UCL315095,7,0,4,0,0,0,22,0,0,4,5,0,0,0,0,14,12,47,29,14,15,17,7,0,138,6,26,20,18,16,21,6,0,113,32,71,36,56,55,38,11,3,295,17,3,0,0,6,0,0,0,26,3,5,4,8,3,6,0,0,34,55,79,46,62,58,40,11,6,355,0,3,0,4,4,0,0,0,13,39,93,47,41,34,40,33,13,344,115,257,146,142,133,119,56,22,993
UCL315096,3,10,0,0,0,0,21,3,12,0,0,5,0,0,0,22,12,44,44,31,24,9,0,0,158,6,42,32,41,28,11,4,0,162,75,218,174,118,109,62,15,3,772,14,8,4,7,0,0,0,0,44,0,0,9,7,6,5,0,0,32,93,230,185,136,121,67,15,3,849,0,4,0,4,0,0,0,0,9,33,39,38,44,38,25,15,6,243,139,379,308,267,213,111,39,13,1465
UCL315097,3,5,3,0,0,0,24,0,8,10,3,0,0,0,0,23,7,26,28,17,14,3,0,0,97,7,34,25,27,36,26,3,0,154,43,96,88,75,50,33,10,4,399,9,3,3,3,0,0,0,0,20,7,3,0,7,0,7,0,0,28,64,106,92,86,54,36,8,4,447,0,0,0,0,0,3,0,0,3,9,23,12,5,14,17,7,0,89,91,208,173,146,115,81,20,5,837
UCL315098,20,16,4,5,0,0,70,0,15,21,12,8,3,0,0,61,20,141,90,68,30,7,0,0,358,21,40,57,72,51,20,4,0,262,94,306,232,210,149,31,3,0,1022,21,16,9,3,3,0,0,0,51,8,9,6,8,13,0,0,0,50,122,327,244,229,164,33,8,0,1121,0,0,0,4,0,0,0,0,6,92,156,124,116,89,23,3,0,601,263,704,550,507,348,96,11,5,2482
UCL315099,15,14,9,4,0,0,59,3,9,14,10,6,0,0,0,41,22,86,113,69,37,17,4,0,354,14,50,55,84,41,18,11,0,271,82,168,193,132,91,39,20,0,721,24,9,5,8,3,0,0,0,55,12,10,14,19,7,4,0,0,55,114,188,212,159,98,45,20,0,831,0,0,3,0,0,0,0,0,7,10,20,12,15,8,7,0,0,72,168,370,423,344,202,89,30,3,1638
UCL315100,0,0,0,0,0,0,6,0,0,0,6,4,6,0,0,12,4,11,21,10,3,7,0,0,64,12,10,21,23,21,11,0,0,104,25,58,55,64,47,17,7,3,281,7,6,4,0,0,0,0,0,16,0,5,0,0,4,4,3,0,20,36,67,63,67,52,23,16,3,327,0,0,0,0,0,0,0,0,0,14,8,10,6,16,26,12,3,99,65,102,129,113,93,75,32,9,619
UCL315101,7,8,4,8,0,0,34,0,7,14,4,4,0,0,0,37,3,27,63,24,16,10,9,0,159,3,20,24,41,27,18,0,0,145,31,63,93,64,87,25,13,0,368,4,0,4,0,3,0,0,0,16,10,6,4,6,6,5,0,0,31,38,74,101,67,92,29,10,0,415,0,0,4,0,0,0,0,0,5,6,6,9,0,0,9,0,0,36,51,141,224,151,160,78,21,5,829
UCL315102,5,4,3,3,0,0,23,0,4,0,7,8,3,0,0,16,6,16,21,27,22,14,8,0,123,3,14,21,28,25,16,9,4,111,28,54,39,45,49,54,26,6,304,3,8,4,5,0,0,0,0,23,4,0,4,6,4,7,3,0,32,29,58,49,59,49,65,29,6,354,0,0,0,0,0,0,0,0,6,20,21,11,14,34,28,47,10,181,59,109,104,140,146,131,89,23,810
UCL315103,9,10,21,11,4,0,53,0,0,0,8,9,10,0,0,32,11,25,30,27,42,42,17,0,187,0,14,14,20,30,32,9,0,124,10,28,46,44,62,64,22,0,278,3,0,0,0,0,4,0,0,9,0,0,3,3,0,12,0,0,27,15,27,46,50,75,74,23,0,309,0,0,0,4,0,3,8,0,10,26,37,26,21,39,38,14,5,206,47,105,128,132,206,214,78,6,918
UCL315104,0,0,5,4,0,0,20,0,10,11,6,4,11,0,0,34,13,54,54,42,25,31,4,0,222,5,21,27,28,39,25,10,3,156,39,100,128,104,68,63,18,8,524,13,11,4,0,5,0,0,0,30,0,6,3,4,12,4,4,0,40,48,119,134,105,87,68,27,8,597,0,3,7,5,4,0,3,0,15,14,26,18,22,27,24,19,26,173,86,231,247,215,192,166,62,34,1224
UCL315105,3,3,0,9,0,0,17,0,0,0,0,7,9,0,0,22,4,5,8,16,26,69,11,0,149,0,5,7,12,46,58,26,3,161,6,21,25,41,95,128,40,5,353,3,4,0,0,3,8,3,0,28,0,0,0,0,5,13,6,0,38,18,26,25,46,102,146,47,5,414,0,0,0,0,5,4,0,0,11,6,8,9,13,22,46,37,4,144,29,51,53,94,218,340,119,9,914
UCL315106,4,0,0,3,0,0,9,0,11,3,7,3,0,0,0,22,4,42,39,9,10,0,0,0,114,6,42,41,20,14,17,5,0,130,51,146,94,51,44,13,7,0,406,9,9,0,0,0,0,0,0,25,3,7,5,3,6,4,0,0,27,63,165,101,59,49,15,7,0,464,0,0,0,0,0,0,0,0,10,5,17,6,5,5,11,3,0,57,88,275,197,98,80,43,15,3,808
UCL315107,8,10,14,5,0,0,52,0,10,6,3,3,6,4,0,32,6,72,56,31,18,21,6,4,212,10,42,40,37,28,24,12,0,192,43,157,101,81,75,37,21,3,524,20,6,6,7,3,0,0,0,43,3,11,11,9,10,5,0,0,41,69,177,116,91,88,41,25,3,616,0,0,0,0,0,3,0,0,11,13,16,22,19,19,18,9,7,125,98,337,244,197,172,125,57,14,1247
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,0,3,0,0,0,22,4,6,5,3,8,0,0,0,29,25,49,48,29,28,5,0,0,183,5,12,8,4,3,3,0,0,34,7,4,5,8,0,0,0,0,35,41,70,60,37,30,12,0,0,253,0,0,0,0,0,0,0,0,0,19,10,8,7,5,4,0,0,59,66,97,74,53,43,18,0,0,355
UCL315109,6,11,3,9,5,0,44,0,0,10,5,5,11,0,0,30,4,18,30,28,29,45,6,0,162,0,7,9,21,27,26,7,0,99,11,27,37,33,60,36,18,3,224,0,0,0,0,0,0,0,0,9,5,0,4,3,0,3,0,4,19,15,23,44,34,64,43,21,0,249,0,0,4,0,0,0,0,0,3,5,0,8,10,23,23,13,4,78,19,59,99,102,156,157,59,11,667
UCL321001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,5,11,0,0,18,0,0,0,0,6,3,0,0,22,19,18,23,24,16,22,5,0,121,7,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,4,20,24,23,27,24,22,8,0,144,0,0,0,0,0,0,0,0,3,9,0,8,3,14,11,4,0,48,30,31,29,34,45,40,14,3,229
UCL321002,0,3,4,0,0,0,8,0,0,3,0,3,0,0,0,11,0,8,8,10,9,12,8,0,56,0,6,4,8,13,7,4,3,45,14,23,19,13,27,31,6,4,145,0,0,6,0,0,0,0,0,6,0,3,0,3,4,3,0,0,11,14,31,24,21,32,40,6,4,168,0,0,0,0,0,0,0,0,0,6,14,6,10,13,17,7,5,72,24,59,45,48,72,69,33,12,361
UCL321003,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,6,4,8,7,7,0,0,30,0,3,4,7,7,0,0,0,30,5,18,26,22,21,19,8,0,127,5,0,0,0,0,0,0,0,4,0,0,0,3,6,3,0,0,14,9,24,24,32,27,26,12,0,148,0,0,0,0,0,4,0,0,0,7,15,6,10,8,14,12,0,74,12,46,37,56,57,43,29,0,289
UCL321004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,4,3,3,0,0,0,17,0,4,3,4,6,3,3,0,32,4,19,34,13,21,9,5,0,101,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,8,16,35,13,28,9,4,0,115,0,0,0,0,0,3,0,0,3,15,5,6,10,13,6,10,9,75,25,42,44,36,50,29,21,9,242
UCL321005,7,0,0,0,0,0,4,0,3,0,4,3,0,0,0,11,3,5,10,8,0,6,0,0,31,0,4,8,16,7,4,5,0,46,14,25,34,33,20,20,10,0,153,0,5,0,7,0,0,0,0,17,0,3,3,3,3,0,0,0,14,14,36,36,39,26,25,10,0,184,0,0,0,0,5,0,0,0,3,12,10,18,10,3,14,10,0,74,32,52,74,71,50,51,26,0,356
UCL321006,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,6,6,0,0,0,0,10,0,5,8,3,0,0,0,0,19,9,10,38,17,10,3,3,0,86,0,9,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,4,9,24,36,16,15,5,5,0,108,0,0,0,0,0,0,0,0,0,6,14,16,8,7,4,0,0,56,14,43,64,38,23,7,5,0,192
UCL321007,5,0,0,0,0,0,20,0,3,4,5,0,0,0,0,14,7,40,33,18,0,3,4,0,110,0,15,13,17,16,9,0,0,74,26,96,69,57,34,20,0,0,307,5,3,0,0,0,0,0,0,16,4,0,0,0,4,0,0,0,16,33,101,68,61,34,21,5,0,335,0,4,5,0,0,0,0,0,7,20,47,27,39,41,38,27,0,246,65,222,164,138,99,71,38,0,791
UCL321008,0,4,5,7,0,0,21,0,0,0,5,6,6,0,0,13,0,10,8,3,11,16,3,0,66,0,0,8,13,11,29,7,0,69,8,13,23,38,60,41,23,0,204,0,0,0,0,3,0,0,0,4,0,0,5,0,5,4,0,0,14,8,13,28,38,66,45,23,0,225,0,0,0,0,4,0,0,0,9,14,9,13,13,20,37,24,0,132,23,41,58,76,128,142,60,4,531
UCL321009,6,0,8,3,0,0,22,0,3,6,6,10,3,0,0,31,11,32,23,23,19,14,8,0,131,0,4,15,17,18,14,0,5,76,12,57,41,39,45,36,17,7,243,5,0,0,0,0,0,0,0,8,0,0,8,3,7,0,0,0,19,22,57,45,40,53,34,17,7,278,0,0,0,3,0,0,0,0,7,21,11,14,11,26,25,25,6,142,52,120,111,99,129,94,57,12,683
UCL321010,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,11,5,17,15,7,11,0,4,0,67,4,13,10,11,10,5,0,0,56,13,42,27,17,28,24,9,0,150,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,13,43,28,19,30,20,9,3,163,0,0,0,0,3,0,0,0,3,12,3,5,10,4,9,5,0,60,30,87,64,49,58,43,19,3,359
UCL321011,3,3,0,0,0,0,8,0,0,3,0,0,0,0,0,5,0,5,12,11,8,5,0,0,43,0,0,4,16,12,10,0,0,44,11,17,39,51,35,24,6,0,178,11,0,4,0,0,0,0,0,17,0,0,3,3,5,0,0,0,7,21,18,45,54,36,24,6,0,204,0,0,0,5,0,0,0,0,7,6,7,0,0,7,3,0,0,24,26,27,74,90,60,41,13,0,333
UCL321012,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,6,5,3,4,4,0,31,0,0,0,3,0,11,3,0,25,9,10,6,14,19,22,16,0,105,4,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,6,13,10,6,18,22,27,14,0,117,0,0,0,0,0,0,0,0,0,12,6,9,13,11,14,24,5,94,30,15,26,44,48,56,53,4,273
UCL321013,6,8,0,3,7,0,21,0,4,0,9,6,4,0,0,18,0,10,18,14,24,14,9,4,86,5,0,15,14,19,17,5,0,83,14,20,23,38,13,17,9,0,135,3,0,0,0,4,0,0,0,11,0,0,0,3,3,4,0,0,6,10,19,23,42,20,23,10,0,149,0,0,0,0,0,0,0,0,0,5,8,11,10,5,11,4,0,61,27,45,69,94,78,79,40,4,424
UCL321014,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,7,8,5,0,0,0,0,29,0,3,4,7,9,0,0,0,24,10,30,40,14,14,8,6,0,122,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,8,15,31,37,22,20,14,6,0,141,0,0,0,0,0,0,0,0,0,5,3,4,9,4,4,0,0,25,16,50,57,43,33,10,8,0,222
UCL321015,3,0,0,3,0,0,14,0,3,0,0,6,0,0,0,19,7,19,11,4,10,18,0,0,74,0,4,14,13,11,16,5,0,71,16,19,25,26,26,18,9,0,142,4,4,0,4,4,7,0,0,12,6,3,6,0,0,6,0,0,19,25,27,29,31,24,26,15,0,176,0,0,0,0,0,0,0,0,4,10,8,9,12,19,24,21,20,107,47,65,72,64,81,88,35,24,468
UCL321016,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,3,0,3,4,4,4,7,0,0,22,0,0,0,0,6,11,6,0,26,5,7,17,17,14,25,17,0,107,3,0,0,6,0,0,0,0,11,0,0,0,0,6,0,0,0,10,13,10,15,20,23,30,19,0,126,0,0,0,0,0,0,0,0,0,7,10,0,6,5,19,20,5,82,15,24,22,34,42,71,40,9,261
UCL321017,12,8,26,9,3,0,60,0,8,4,13,20,7,0,0,45,4,23,37,37,42,29,11,4,190,0,3,20,20,29,16,12,0,103,9,19,24,11,27,17,9,0,115,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,13,16,24,16,33,22,9,4,130,0,0,0,0,0,5,0,0,4,0,7,0,0,8,3,0,0,24,18,62,95,96,147,84,43,4,556
UCL321018,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,6,11,11,0,3,0,0,40,0,10,10,8,6,12,0,0,49,5,35,40,32,16,22,4,0,149,3,0,6,0,0,0,0,0,9,0,0,0,0,3,0,0,0,11,9,35,42,35,21,24,7,3,168,0,0,0,0,0,0,0,0,0,4,11,11,8,0,12,0,0,42,16,67,70,67,40,58,9,3,317
UCL321019,6,4,8,3,0,0,17,0,3,4,4,3,5,0,0,14,0,12,20,14,4,3,0,0,59,4,9,12,27,15,4,0,0,78,13,29,75,30,30,14,9,0,209,0,0,0,0,0,0,0,0,7,0,0,4,0,3,0,4,0,18,24,38,79,35,34,21,7,0,232,0,0,0,0,0,0,0,0,0,0,10,7,9,3,0,0,0,28,26,64,129,93,69,37,7,0,437
UCL321020,3,0,0,3,0,0,6,0,0,0,0,4,3,0,0,5,3,9,13,11,11,15,9,0,74,0,6,8,13,15,3,0,0,45,15,33,39,38,45,31,6,0,198,9,3,5,0,6,0,0,0,20,0,0,0,0,0,0,3,0,16,23,33,37,40,53,31,14,0,230,0,0,0,0,4,0,0,0,5,9,7,0,7,9,0,7,0,33,31,54,68,70,93,61,29,0,404
UCL321021,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,3,10,3,11,0,0,0,33,0,3,6,14,5,9,0,0,38,4,19,24,19,33,11,7,0,115,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,12,4,21,27,24,31,18,7,0,136,0,0,0,0,0,0,0,0,3,10,3,17,10,24,8,13,0,92,17,34,68,56,67,38,25,0,312
UCL321022,12,5,6,5,0,0,19,0,0,0,5,0,0,0,0,3,0,8,18,22,6,4,4,0,61,17,3,15,13,10,9,0,0,70,14,10,22,43,24,20,6,0,133,3,0,0,0,0,0,0,0,6,5,0,0,5,0,0,0,0,14,23,14,25,43,26,20,6,0,155,0,0,0,0,0,3,0,0,3,10,6,9,9,10,0,0,0,53,53,36,76,96,61,37,12,0,368
UCL321023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,6,10,7,5,0,0,39,0,6,7,0,11,5,0,0,29,13,30,20,24,31,25,4,0,146,5,0,0,0,4,0,0,0,13,0,0,3,3,3,3,0,0,16,22,28,23,27,34,23,8,0,167,0,0,0,0,0,0,0,0,0,6,16,7,7,5,16,3,0,75,31,62,48,44,62,57,11,4,315
UCL321024,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,3,4,0,9,0,0,27,0,6,7,7,3,5,6,0,38,11,27,28,27,15,14,3,0,130,6,6,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,9,16,29,35,30,14,17,3,0,142,0,0,0,0,0,0,0,0,0,5,3,0,6,0,6,3,0,25,25,41,52,51,32,32,11,0,239
UCL321025,0,0,3,6,0,0,4,0,0,0,0,0,5,0,0,11,0,0,4,3,14,8,0,0,31,0,8,5,9,19,12,3,0,56,4,7,16,12,39,28,4,0,119,4,0,0,0,10,0,0,0,10,0,0,0,5,6,9,0,0,18,9,11,16,17,55,38,9,0,148,0,0,0,0,0,0,0,0,0,0,0,4,0,9,14,5,0,42,6,20,31,31,102,80,19,0,289
UCL321026,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,7,0,4,3,5,7,7,0,0,32,0,3,6,6,10,5,0,0,27,12,23,22,14,19,13,6,0,110,0,0,5,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,8,22,23,15,19,15,6,0,112,0,0,0,0,0,0,0,0,0,4,4,6,3,6,8,0,0,32,18,33,42,37,50,39,13,0,220
UCL321027,7,7,0,0,0,0,14,0,3,5,3,0,4,0,0,13,0,6,15,17,11,7,0,0,55,0,9,18,14,18,6,3,0,77,5,30,34,31,26,20,9,5,156,3,0,4,0,0,5,0,0,10,0,5,0,3,4,3,0,0,16,13,28,42,33,33,22,12,5,187,0,0,0,0,0,0,0,0,8,9,7,9,13,6,5,12,0,55,30,57,93,89,66,39,32,5,404
UCL321028,4,0,0,0,0,0,5,0,3,5,0,0,0,0,0,8,4,21,13,3,0,8,0,0,40,0,8,6,12,5,3,4,0,36,14,45,47,19,25,23,0,0,174,4,0,0,4,0,0,0,0,9,0,0,0,0,4,0,4,0,14,17,48,54,23,28,21,5,0,195,0,0,0,0,0,0,0,0,5,27,25,23,8,17,18,3,5,138,49,108,101,47,52,58,16,8,431
UCL321029,6,8,12,16,3,0,44,0,0,0,6,5,9,0,0,20,0,4,11,18,25,26,3,0,82,0,4,6,16,28,31,12,0,99,4,4,9,26,38,57,14,0,154,7,0,0,5,0,0,0,0,16,0,0,0,5,5,6,5,0,23,15,8,7,33,47,60,16,8,192,0,0,0,0,0,7,0,0,9,4,6,3,12,18,17,10,7,71,14,17,31,81,142,158,51,11,509
UCL321030,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,5,5,4,0,0,23,0,0,4,6,6,5,4,0,26,7,11,12,17,25,13,0,0,94,5,3,0,4,0,0,0,0,8,0,0,3,5,6,0,3,0,13,11,17,19,23,27,11,0,0,116,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,4,0,27,14,24,39,44,49,25,11,0,202
UCL321031,8,0,4,6,0,0,21,0,0,4,9,4,6,0,0,27,4,16,21,32,17,9,0,0,105,0,12,18,16,19,18,6,0,92,17,29,36,30,38,20,11,0,173,4,0,5,0,7,5,0,0,22,0,0,0,4,0,3,0,0,14,14,34,40,35,44,33,8,0,208,0,0,0,0,0,0,0,0,5,9,13,10,16,17,11,10,0,90,28,77,106,112,110,85,22,0,541
UCL321032,3,12,11,5,4,0,39,0,0,4,6,8,3,0,0,25,5,13,46,51,34,26,14,0,184,6,17,32,38,50,29,10,3,181,34,43,68,89,80,41,18,3,379,13,0,0,0,0,3,0,0,18,3,0,7,14,17,18,0,0,55,49,47,77,106,96,58,18,3,456,0,0,0,0,3,3,0,0,9,13,9,19,33,10,15,4,0,102,71,85,182,242,204,154,53,4,1000
UCL321033,4,5,7,0,0,0,18,0,0,9,0,3,0,0,0,11,0,11,7,12,5,11,0,0,60,0,11,20,14,18,11,4,0,83,17,27,44,50,39,20,4,0,194,9,3,7,4,0,3,0,0,18,0,3,9,4,0,0,0,0,19,20,32,53,56,47,22,8,0,238,0,0,0,0,4,0,0,0,8,8,13,15,17,14,14,5,0,80,29,71,104,108,94,63,19,0,487
UCL321034,5,3,3,0,0,0,18,0,3,3,0,0,3,0,0,17,8,17,10,9,9,14,4,0,70,0,7,14,12,16,16,3,3,64,12,22,28,30,23,16,8,0,137,0,0,4,0,0,0,0,0,5,0,0,0,0,0,7,0,0,6,17,21,28,36,20,19,9,0,157,0,0,0,0,0,0,0,0,0,13,12,11,23,31,30,10,0,121,33,70,69,79,89,77,21,10,454
UCL321035,0,5,0,3,0,0,15,0,0,0,0,4,0,0,0,10,3,19,18,11,17,11,0,0,78,4,11,21,19,34,24,5,0,115,25,66,65,74,88,71,20,0,406,10,3,0,8,5,0,3,0,27,4,0,3,7,11,4,3,0,31,32,72,75,85,103,81,25,0,469,0,0,0,8,0,3,0,0,8,19,26,18,18,20,20,18,0,129,59,123,133,149,170,134,47,3,822
UCL321036,8,5,0,0,0,0,16,0,0,0,4,4,3,0,0,11,7,18,12,19,7,3,0,0,57,5,17,21,28,8,14,4,0,100,15,61,46,42,31,21,6,0,231,7,0,0,0,0,0,0,0,16,0,5,3,0,0,4,0,0,18,28,64,53,47,38,25,6,0,267,0,0,0,0,0,0,0,0,0,9,7,8,6,10,7,0,0,52,39,114,103,106,69,51,14,0,498
UCL321037,3,5,5,6,0,0,22,0,0,0,5,3,9,0,0,16,0,8,13,15,7,7,3,0,67,4,6,3,13,13,12,6,0,59,8,11,29,19,32,21,8,0,125,0,0,0,4,0,4,0,0,12,0,0,0,0,4,0,4,0,13,14,14,29,22,33,26,11,0,149,0,0,0,0,0,0,0,0,8,13,5,8,13,13,11,6,5,74,33,33,58,76,82,69,30,5,391
UCL321038,3,0,4,10,0,0,19,0,0,0,5,3,5,3,0,20,0,14,14,18,25,20,5,0,98,0,9,9,10,39,32,9,0,102,12,21,24,32,45,55,19,4,214,7,0,0,0,3,4,0,0,19,0,0,4,0,3,3,3,0,15,22,20,28,33,52,65,25,7,249,0,0,0,0,0,0,0,0,0,4,5,5,0,10,20,14,0,52,25,50,61,72,132,146,53,3,546
UCL321039,5,16,12,17,12,0,62,0,3,0,5,18,11,0,0,36,4,10,18,26,30,34,11,6,148,0,5,13,17,24,40,21,5,119,13,19,10,22,31,30,17,5,154,6,0,0,0,3,0,0,0,19,0,0,0,3,0,10,0,0,15,18,21,16,22,42,37,19,5,185,0,0,0,0,0,0,0,0,3,0,8,9,12,11,12,4,3,57,25,52,63,95,143,150,61,17,610
UCL321040,5,0,9,6,0,0,25,0,0,0,0,4,0,0,0,14,0,8,25,17,22,4,0,0,77,3,8,13,19,18,10,6,0,75,8,8,27,26,43,14,6,0,134,4,0,0,0,0,0,0,0,8,0,0,4,0,0,4,4,0,16,15,8,32,27,43,16,8,0,148,0,0,0,0,0,0,0,0,5,0,0,3,3,3,6,0,0,25,24,30,81,73,93,41,19,4,362
UCL321041,0,3,0,0,0,0,11,0,5,0,3,4,0,0,0,10,0,3,4,7,9,8,0,0,34,0,0,6,10,10,25,0,5,61,12,26,16,22,24,29,16,6,145,8,3,3,0,0,0,0,0,12,0,0,3,0,5,6,0,0,11,18,26,20,23,31,37,22,6,171,0,0,0,0,0,0,0,0,4,30,16,14,18,21,27,15,9,141,47,49,47,61,69,94,35,12,424
UCL321042,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,8,4,3,5,6,0,0,30,0,6,9,11,5,6,0,0,39,17,21,14,31,28,6,7,0,131,3,0,6,0,0,0,0,0,9,0,0,0,3,0,4,5,0,16,20,26,24,34,34,10,11,0,156,0,0,0,0,0,3,0,0,4,5,6,4,0,4,6,3,0,37,32,43,43,56,52,28,16,0,270
UCL321043,3,13,0,4,6,0,27,0,0,0,4,3,0,0,0,7,4,16,16,33,9,3,0,0,85,0,4,13,7,24,7,3,0,60,14,13,23,35,41,25,10,0,157,3,0,0,0,0,3,0,0,10,0,0,0,0,5,0,0,0,10,18,17,25,30,48,32,10,0,176,0,0,0,0,0,4,0,0,4,4,0,6,9,3,0,3,0,24,29,35,59,95,93,45,17,0,382
UCL321044,0,3,7,0,0,0,10,0,0,0,4,3,5,0,0,14,0,6,20,8,23,19,4,0,82,0,4,11,27,38,23,6,0,110,20,32,39,68,110,100,25,0,401,7,0,9,4,4,4,0,0,34,0,0,0,4,4,11,0,0,28,26,35,47,81,123,115,28,0,460,0,0,0,0,0,4,0,0,10,26,16,33,29,62,57,28,0,256,56,69,105,155,262,223,65,6,944
