LGA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
LGA15560,522,0,0,8,0,527,317,0,0,3,4,322,41,5,15,0,0,61,16,3,0,0,0,17,6,5,3,0,0,12,118,0,15,5,0,146,61,0,4,3,4,69,6,0,0,0,0,7,243,21,42,7,4,318,112,0,0,0,3,114,141,3,9,11,0,163,1332,25,56,24,8,1446
LGA15650,1647,56,10,30,10,1754,1958,38,9,0,0,2005,982,343,37,0,0,1367,161,72,0,0,0,237,46,29,0,0,0,78,324,17,3,3,4,348,68,14,4,15,13,111,4,0,0,0,0,7,1586,480,47,17,15,2148,128,36,0,0,4,172,311,92,9,4,0,415,5626,704,65,59,38,6498
LGA15700,3669,144,98,182,41,4131,1967,54,30,7,3,2062,624,168,202,12,9,1010,105,25,5,0,0,131,148,61,13,0,0,217,393,24,37,10,5,457,71,13,3,36,10,128,10,3,7,0,0,21,1342,288,264,54,20,1977,120,22,6,13,4,162,526,73,60,108,3,770,7619,580,454,372,77,9103
LGA15750,1582,17,3,57,3,1663,1328,11,0,4,4,1351,365,223,20,0,0,606,128,47,0,0,0,174,46,31,3,0,0,84,315,36,4,0,0,354,151,11,0,16,6,188,11,12,0,0,0,20,1011,359,30,24,3,1428,197,12,0,8,6,219,492,68,9,21,0,592,4611,467,38,112,22,5243
LGA15800,873,5,0,9,4,893,612,0,0,12,0,625,176,18,43,0,0,243,45,6,0,0,0,51,11,0,0,0,0,9,163,3,0,0,0,172,45,0,3,0,4,53,0,0,4,0,0,6,439,37,50,5,6,539,70,0,0,0,0,73,200,6,11,0,3,226,2199,52,62,26,15,2353
LGA15850,929,15,0,6,6,956,634,0,0,4,0,643,178,31,20,0,0,229,52,7,4,0,0,62,11,17,10,0,0,36,145,4,3,5,0,157,38,0,4,7,3,58,5,3,0,0,0,10,423,67,44,14,6,550,72,0,0,0,0,70,268,18,7,4,4,306,2321,100,51,31,15,2523
LGA15900,15821,2251,1343,45,19,19480,17625,1951,1288,18,17,20894,7713,3798,4336,136,50,16038,589,1132,1245,5,5,2972,185,299,214,6,0,707,2633,719,772,29,23,4169,293,96,85,13,8,493,65,23,30,0,0,110,11480,6064,6679,183,88,24493,537,366,135,5,6,1048,1363,610,850,51,23,2901,46814,11248,10297,305,154,68811
LGA15950,1799,1547,4982,4,5,8351,1194,1174,4252,0,13,6636,423,1048,12721,49,35,14277,0,24,302,0,12,337,5,13,193,0,0,210,129,241,1650,5,4,2037,5,11,95,5,4,117,0,3,39,0,0,43,560,1339,14999,61,60,17020,43,67,397,0,6,512,102,120,1038,5,8,1270,3703,4250,25672,84,87,33794
LGA15990,22839,2964,7169,95,35,33106,23524,2100,7379,61,26,33102,4664,1263,12511,158,54,18650,177,343,399,0,0,918,112,258,291,0,0,667,1911,392,2378,40,34,4758,149,117,164,24,10,463,52,28,75,0,0,160,7070,2397,15824,230,100,25613,520,764,1016,10,8,2320,1375,399,1381,65,17,3233,55334,8623,32767,459,191,97369
LGA16100,877,6,6,5,0,894,675,0,0,0,0,679,183,56,19,0,4,261,21,5,0,0,0,21,0,7,0,0,0,14,94,3,0,0,0,99,26,0,0,4,0,37,4,0,0,0,0,4,329,77,22,4,5,435,60,0,0,0,0,67,248,17,3,8,0,276,2192,98,33,18,7,2350
LGA16150,4679,274,57,22,5,5036,5317,114,39,6,5,5484,2589,713,274,22,5,3601,487,186,79,0,0,747,69,80,28,0,0,182,587,93,35,0,5,720,112,18,13,16,11,163,20,7,3,0,0,28,3857,1095,431,36,22,5445,125,90,29,3,9,254,688,160,95,12,12,969,14662,1733,658,71,61,17181
LGA16200,1908,35,40,26,14,2026,1639,18,9,5,9,1682,494,57,141,4,0,700,149,18,32,0,0,197,38,25,7,0,0,73,434,15,21,3,3,480,57,9,9,13,10,100,6,5,3,0,0,16,1181,129,214,23,17,1556,115,12,35,5,0,164,375,19,55,10,3,463,5219,205,340,65,52,5889
LGA16260,13908,2118,3581,23,14,19645,13462,4242,9990,32,44,27765,5155,3524,24459,108,110,33352,922,1071,1234,0,8,3232,92,189,540,0,4,822,1340,509,2126,24,21,4020,284,269,372,3,13,936,42,30,111,0,0,183,7832,5584,28841,132,159,42551,422,199,936,21,14,1591,1239,608,2792,25,26,4693,36867,12751,46139,228,257,96232
LGA16350,16336,1238,513,111,21,18221,25132,2652,1183,5,19,28985,11307,3233,3677,30,39,18285,1058,871,482,0,3,2413,143,294,351,0,0,789,2061,330,285,13,17,2706,300,33,39,13,8,390,62,20,29,0,4,121,14933,4785,4859,59,66,24696,607,176,117,4,3,904,2800,783,757,17,12,4373,59806,9628,7432,198,123,77183
LGA16380,12526,1479,803,254,45,15106,8313,601,304,21,11,9245,3212,1315,1468,52,17,6054,181,133,152,0,4,467,229,230,187,0,0,647,1168,254,225,25,9,1687,154,51,48,61,29,347,24,22,16,0,0,67,4962,2014,2092,143,58,9273,397,371,182,13,11,980,1198,436,231,141,32,2036,27395,4904,3613,567,149,36631
LGA16400,10068,1372,344,262,56,12097,8169,602,108,19,11,8902,2920,1146,401,26,6,4503,398,116,55,4,0,571,152,123,38,3,0,313,880,211,77,20,8,1199,440,50,11,146,12,660,26,17,3,4,0,52,4810,1666,589,199,29,7297,303,252,36,9,9,612,1042,264,62,123,8,1507,24390,4155,1135,614,110,30415
LGA16490,5620,581,288,28,10,6528,8424,1143,511,12,5,10096,1262,941,1374,12,4,3587,406,124,49,0,0,583,35,101,33,0,0,174,662,257,298,6,6,1229,459,52,63,8,13,591,12,11,5,0,0,30,2836,1489,1825,27,22,6198,195,42,32,5,9,275,782,195,203,24,13,1213,17849,3444,2857,101,57,24311
LGA16550,6785,2735,4339,63,4,13932,4669,3007,4531,42,14,12265,1408,1701,14250,268,24,17652,96,501,2200,0,4,2803,35,55,370,4,3,464,424,327,1930,47,15,2744,89,115,147,6,3,364,18,5,61,0,0,81,2074,2708,18956,328,44,24107,184,108,598,12,0,901,423,365,1792,34,22,2637,14129,8920,30214,478,87,53835
LGA16610,3236,212,62,209,25,3745,2524,79,20,14,0,2640,774,325,161,5,0,1273,162,22,18,0,0,196,38,41,16,0,0,91,441,72,31,6,5,563,77,10,4,60,9,169,9,8,3,0,0,24,1503,484,236,81,14,2315,128,42,0,9,0,186,710,105,65,47,0,930,8101,921,380,367,47,9820
LGA16700,8772,1693,2329,6,9,12822,7399,2075,5065,12,3,14556,2278,2000,11903,72,26,16280,189,435,346,0,0,965,111,207,286,0,10,609,783,305,1166,15,21,2287,91,65,144,6,19,325,27,15,50,0,0,94,3473,3018,13892,95,78,20557,264,119,521,0,3,908,561,292,1061,22,16,1953,20472,7203,22872,138,112,50800
LGA16900,7980,964,201,238,11,9392,8991,946,178,3,7,10121,2721,1175,515,19,11,4440,1066,380,157,0,0,1611,64,66,42,0,0,180,742,215,100,7,0,1069,48,17,10,31,0,101,13,6,7,0,0,29,4659,1859,834,60,12,7422,186,120,71,10,5,380,821,211,102,65,8,1199,22630,4099,1381,372,45,28517
LGA16950,17736,966,192,659,104,19659,11362,331,93,32,16,11836,4628,1075,335,18,7,6063,535,220,46,0,0,798,448,263,72,0,3,784,1880,173,76,25,9,2165,515,38,16,122,32,722,37,20,4,4,4,74,8039,1792,544,173,52,10604,600,360,38,27,32,1063,2034,313,100,206,84,2737,39765,3761,972,1103,302,45896
LGA17000,2534,96,44,33,4,2703,3326,104,23,0,7,3472,863,318,124,0,3,1306,241,32,25,0,0,298,33,14,9,0,0,58,240,40,3,9,4,298,113,5,3,56,0,179,6,0,0,0,0,11,1499,409,164,65,4,2152,119,10,8,3,3,145,410,66,31,37,0,529,7892,679,265,143,19,8998
LGA17040,3180,91,145,42,36,3491,2413,67,107,3,12,2594,654,167,291,10,7,1121,47,14,5,0,0,65,46,10,6,0,0,57,525,52,115,6,24,725,160,35,75,29,52,350,13,3,0,0,0,16,1439,276,495,44,85,2342,236,24,24,10,15,307,529,28,72,26,28,680,7791,482,839,129,167,9417
LGA17080,2404,63,3,12,18,2495,1582,18,0,7,8,1616,478,194,30,10,0,710,163,9,13,0,0,181,17,12,5,0,0,32,339,38,8,3,3,386,83,15,10,28,7,139,7,7,0,0,0,15,1078,271,54,39,10,1464,142,12,0,5,14,164,402,33,18,24,8,491,5604,404,77,83,52,6228
LGA17100,2500,151,741,8,0,3402,1857,229,2469,15,5,4575,587,252,4880,54,32,5807,66,93,275,0,0,436,13,24,68,0,4,103,170,50,476,9,4,709,43,6,176,3,14,241,6,0,34,0,0,36,882,424,5905,66,47,7331,93,26,171,6,0,296,206,34,662,5,18,920,5537,861,9947,97,84,16521
LGA17150,22059,4089,4228,73,28,30469,23051,3862,5404,21,19,32357,3402,2040,8216,99,36,13794,212,639,673,0,0,1529,91,155,227,0,0,481,1068,339,995,44,11,2452,121,141,54,44,11,364,22,10,36,4,0,70,4909,3333,10204,191,55,18691,396,173,755,3,5,1330,1104,514,1024,43,22,2706,51517,11967,21610,332,123,85555
LGA17200,775,3946,9149,46,25,13936,650,4683,13407,58,28,18827,429,5791,41668,300,217,48407,57,1554,4049,8,18,5689,8,137,1246,13,22,1423,110,1430,5191,88,71,6884,21,108,819,17,37,999,4,34,181,0,0,216,626,9057,53152,430,361,63620,33,237,1090,17,12,1381,107,887,5823,114,92,7021,2188,18809,82612,654,524,104787
LGA17310,7619,280,23,73,37,8028,7265,120,15,10,13,7421,3399,1209,242,10,14,4871,436,146,60,0,0,640,113,99,33,0,0,249,1190,142,21,8,6,1367,159,30,9,44,10,254,45,25,9,0,0,82,5340,1650,367,70,31,7457,423,97,8,11,24,564,1407,279,66,98,25,1876,22047,2422,487,257,133,25341
LGA17350,1106,29,0,19,0,1160,585,10,0,3,3,598,207,47,8,15,0,272,41,3,3,0,0,47,3,25,0,0,0,23,147,15,0,0,0,169,35,10,0,0,0,42,4,0,0,0,0,6,432,100,10,14,0,556,58,9,0,0,4,75,117,16,0,3,4,137,2305,159,13,42,12,2527
LGA17400,1536,9,12,44,10,1608,594,4,0,0,0,605,212,11,29,3,0,253,34,3,7,0,0,42,35,0,5,0,0,41,157,0,0,4,4,163,31,0,0,7,0,36,5,0,0,0,0,9,469,16,50,17,4,551,113,0,5,10,5,128,290,10,21,13,0,337,3007,35,84,85,19,3233
LGA17420,16220,1178,1166,5,22,18585,24192,1981,1411,0,42,27626,6078,1545,2576,8,34,10242,45,84,23,0,0,155,18,15,76,0,6,108,1059,183,244,0,6,1497,173,39,22,6,3,239,17,5,10,0,0,39,7405,1873,2949,10,50,12282,465,229,285,0,0,989,1089,160,284,0,6,1545,49368,5425,6094,16,121,61028
LGA17550,11006,2676,1591,765,62,16099,9184,1532,689,34,13,11450,2191,1388,1520,16,14,5129,234,374,211,0,0,824,69,127,55,0,0,251,1396,578,439,33,27,2470,248,174,109,135,26,698,31,23,15,7,0,67,4160,2662,2349,189,71,9433,411,205,279,31,15,939,1539,437,469,305,15,2762,26302,7507,5378,1322,174,40683
LGA17620,1947,57,5,51,7,2065,1731,22,0,7,0,1763,470,210,12,0,0,692,81,25,17,0,0,121,16,23,0,0,0,48,313,24,0,5,0,340,120,28,0,10,5,165,0,3,0,0,0,10,1009,305,33,15,11,1372,297,8,6,0,8,318,336,31,0,11,0,386,5324,424,42,80,21,5899
LGA17640,1624,25,0,16,7,1679,1022,7,4,0,7,1039,142,7,4,0,0,148,14,0,0,0,0,14,4,4,3,0,0,11,189,4,0,0,0,198,47,0,0,0,0,48,0,0,0,0,0,0,394,19,12,0,0,425,136,5,0,3,3,152,282,10,3,3,3,296,3457,69,18,32,18,3595
LGA17650,962,10,0,13,0,982,779,3,0,4,0,787,166,39,10,3,0,219,9,0,3,0,0,20,9,0,0,0,0,8,116,0,0,4,0,121,29,0,0,3,0,37,0,0,0,0,0,0,338,40,16,8,0,405,94,0,0,0,0,103,153,3,0,13,0,173,2324,59,19,37,4,2450
LGA17750,6839,249,264,43,10,7396,8249,100,126,8,9,8484,3381,492,1444,31,10,5361,729,38,136,0,0,902,73,47,71,0,0,193,1070,78,125,9,8,1289,395,25,31,20,6,474,29,5,9,0,0,43,5674,689,1806,66,30,8267,347,149,71,5,8,569,1018,134,206,36,36,1431,22125,1322,2472,156,82,26149
LGA17850,572,0,7,0,0,584,261,0,6,0,0,263,58,5,18,9,0,89,9,0,10,0,0,16,14,0,0,0,0,14,86,0,0,0,0,88,35,0,0,0,0,39,0,0,0,0,0,0,200,5,32,9,0,243,101,0,0,0,0,101,113,0,0,5,4,120,1238,3,47,12,5,1310
LGA17900,511,6,0,223,73,810,225,0,0,21,8,256,46,10,4,0,4,64,59,15,0,7,4,87,88,14,0,0,0,103,103,3,3,15,9,138,111,11,11,24,13,176,5,0,0,0,0,4,416,64,23,48,27,576,122,0,4,42,14,176,480,28,12,72,5,602,1758,96,37,406,120,2421
LGA17950,402,11,0,6,7,420,208,0,0,0,0,211,48,14,8,0,0,74,23,4,0,0,0,30,12,8,0,0,0,22,56,0,0,0,0,57,29,3,0,4,4,45,0,0,0,0,0,0,175,38,9,4,4,231,76,4,0,0,0,77,97,0,3,0,6,97,949,49,17,6,14,1037
LGA18020,1654,6,8,27,14,1711,784,0,0,0,9,796,182,10,22,0,0,214,55,5,7,0,3,64,8,5,6,0,0,24,289,6,9,0,3,305,97,4,8,19,3,135,7,0,0,0,0,5,636,33,51,24,10,752,133,0,7,3,7,155,536,11,11,17,0,584,3743,57,74,75,39,3990
LGA18050,2096,1709,2787,90,6,6692,1658,1995,2874,49,5,6583,365,900,9363,217,21,10867,0,12,334,0,0,341,3,19,98,0,4,125,165,237,1571,52,9,2029,8,11,133,10,8,166,4,4,51,8,0,63,547,1169,11550,290,36,13597,64,64,316,8,0,448,167,191,1295,66,10,1722,4537,5129,18814,501,65,29041
LGA18100,761,12,5,4,3,782,362,3,0,0,0,364,75,9,20,0,0,105,14,0,6,0,0,21,21,0,7,0,0,26,89,6,5,0,0,100,16,4,0,8,0,24,6,0,0,0,0,6,219,13,40,7,0,276,59,0,3,0,0,64,102,5,5,0,0,118,1497,44,53,8,3,1611
LGA18200,977,19,10,27,7,1033,845,10,4,4,0,855,146,53,8,0,0,211,29,3,0,0,0,36,42,0,0,0,0,44,136,6,0,0,0,149,58,10,0,11,3,84,4,0,0,0,0,6,419,75,13,17,11,534,86,5,0,0,0,91,322,33,20,52,10,438,2650,136,48,101,23,2952
LGA18250,5881,682,2256,0,4,8816,4520,735,2175,3,6,7438,1290,519,6874,38,18,8749,17,0,254,0,0,269,13,14,209,0,0,232,391,108,750,20,8,1280,33,12,101,4,0,149,5,0,32,0,0,40,1749,661,8206,68,32,10714,170,68,368,3,0,612,244,61,559,6,7,883,12565,2203,13571,85,47,28465
LGA18350,8564,473,84,85,16,9224,6484,116,51,19,8,6675,1928,342,206,19,3,2505,161,39,27,0,0,226,165,68,43,0,0,268,703,55,23,8,3,787,106,14,7,21,7,154,13,10,0,0,0,21,3071,527,305,49,17,3963,307,157,26,3,0,499,820,70,34,28,3,956,19253,1344,497,185,40,21320
LGA18400,5109,187,29,31,10,5363,8412,81,24,6,9,8530,1734,144,70,31,14,1993,63,15,13,0,0,86,78,19,3,0,0,100,488,14,18,4,10,525,86,5,0,29,4,128,13,0,0,0,0,19,2449,198,110,64,19,2850,326,140,11,4,3,479,733,42,5,14,3,796,17026,646,172,120,43,18010
LGA18450,22498,2170,2834,242,17,27763,21309,2069,2381,77,19,25855,5934,2784,6450,154,45,15359,2158,1613,1382,3,3,5160,126,212,203,3,4,553,2008,514,944,51,32,3544,236,51,110,40,13,454,61,25,42,0,0,135,10520,5207,9128,246,99,25200,531,290,487,16,9,1334,1925,634,1060,61,31,3710,56782,10376,15889,639,183,83868
LGA18500,2624,1745,3409,38,7,7820,1647,1363,2238,36,4,5289,360,1111,4993,86,14,6570,0,7,47,0,5,60,0,8,31,0,0,35,132,271,975,23,0,1412,20,19,45,4,11,95,0,0,22,0,0,21,516,1424,6115,119,32,8202,78,74,428,3,10,587,179,141,637,20,24,992,5051,4741,12822,209,67,22894
LGA18710,1998,58,11,7,13,2082,2687,30,8,4,5,2735,354,61,19,0,0,444,58,0,4,0,0,61,34,4,23,0,0,65,303,20,6,0,3,335,50,0,4,4,0,58,4,0,0,0,0,11,805,90,60,6,12,972,133,21,7,3,5,166,266,17,17,5,14,320,5894,219,98,27,46,6277
LGA19399,148,10,0,8,25,206,53,3,0,0,4,63,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,31,3,10,0,0,45,26,3,0,3,12,44,0,0,0,0,0,0,69,14,7,8,8,105,30,0,0,3,4,38,37,6,0,7,3,58,342,32,10,29,54,467
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,2408,72,10,29,6,2518,1540,38,4,11,5,1598,457,76,17,5,3,557,38,17,0,0,0,65,15,4,0,0,0,14,313,40,15,6,3,372,35,6,4,13,6,74,7,0,0,0,0,13,865,145,38,30,15,1088,134,7,0,3,7,148,354,42,12,13,4,423,5300,304,62,79,32,5779
LGA20260,1942,71,6,24,3,2040,1290,20,0,3,4,1317,424,113,3,3,4,549,66,38,0,0,0,102,3,6,0,0,0,8,238,21,0,3,0,263,55,5,0,13,0,70,7,3,0,0,0,11,793,180,5,20,9,1006,130,19,0,3,0,158,287,35,0,22,0,343,4443,327,17,71,16,4867
LGA20570,13191,1191,203,69,14,14673,13853,803,95,20,19,14783,7379,2085,587,11,21,10087,874,472,74,0,3,1413,146,159,36,0,6,349,1689,340,94,11,8,2137,145,48,19,31,6,246,49,25,0,0,0,74,10282,3124,806,60,40,14309,485,154,22,4,0,670,1599,447,104,55,11,2213,39408,5725,1225,213,90,46650
LGA20660,15283,1643,644,5,13,17586,13770,2288,697,9,5,16757,4417,2396,1709,13,19,8554,708,617,111,0,5,1438,79,135,113,0,0,330,1107,383,206,15,0,1709,224,50,13,0,6,293,22,19,5,0,0,51,6561,3597,2161,28,27,12382,405,166,134,0,4,706,1022,342,216,17,8,1595,37038,8028,3849,53,51,49024
LGA20740,7441,415,60,147,11,8078,4756,137,40,6,10,4942,1899,186,84,0,10,2176,91,108,30,0,0,234,28,31,20,0,0,84,846,45,20,4,3,915,67,14,5,25,3,109,14,0,5,3,0,21,2947,385,156,35,15,3536,299,35,14,10,5,355,1033,95,22,40,0,1195,16478,1075,292,231,38,18102
LGA20830,7806,272,171,227,6,8482,8109,132,75,7,12,8339,2133,304,181,11,3,2627,172,76,46,0,0,293,20,14,9,0,0,36,799,68,46,0,4,923,90,4,3,40,0,141,17,4,0,0,0,28,3235,470,289,51,4,4050,319,9,51,34,0,409,1083,70,63,60,4,1280,20551,952,648,374,34,22560
LGA20910,11055,3196,1448,58,8,15770,9100,2461,1209,49,7,12832,2401,2030,1799,100,5,6344,148,293,250,0,0,691,8,16,94,0,0,122,597,414,241,31,3,1284,40,19,31,4,0,96,5,11,10,0,0,26,3201,2787,2422,141,14,8570,280,149,212,4,6,644,695,318,337,26,8,1380,24333,8906,5625,279,41,39190
LGA21010,2559,115,0,14,4,2691,1717,39,0,5,3,1759,536,256,0,4,0,795,139,79,0,0,0,221,10,17,0,0,0,25,221,28,6,0,0,260,26,10,0,8,0,46,9,4,0,0,0,11,944,392,9,9,7,1356,101,31,0,0,0,128,413,62,0,43,5,520,5729,636,6,66,19,6461
LGA21110,17014,4682,2713,38,21,24467,12256,3265,3159,21,15,18713,3769,3422,7507,108,19,14826,106,91,212,0,0,412,21,81,95,0,3,198,892,652,938,36,11,2524,69,43,75,9,0,199,22,15,23,0,0,59,4878,4308,8845,153,33,18224,503,262,414,3,9,1185,850,366,817,36,8,2089,35498,12881,15959,251,86,64668
LGA21180,20986,1828,386,9,10,23223,18084,2735,476,9,8,21314,6908,2807,1199,13,17,10945,809,270,171,0,0,1250,148,93,108,0,0,356,2761,627,214,13,12,3630,634,146,60,38,9,886,106,31,23,0,0,161,11378,3964,1781,70,46,17227,797,260,44,4,0,1106,3433,735,400,77,10,4654,54677,9523,3083,166,71,67522
LGA21270,1384,40,4,42,0,1472,541,13,0,0,0,553,67,8,5,0,0,87,21,5,22,0,0,44,4,0,7,0,0,10,188,5,0,4,0,194,48,0,0,3,0,62,0,0,0,0,0,3,331,24,39,7,0,396,103,0,3,7,0,109,236,10,15,14,0,281,2591,91,58,66,9,2813
LGA21370,5949,274,5,145,13,6382,4687,86,0,17,7,4791,1196,420,27,5,4,1647,297,200,4,0,0,497,40,43,0,0,0,85,776,91,6,11,9,888,150,13,0,71,4,245,15,10,0,0,0,27,2477,785,32,85,7,3388,325,50,0,5,0,380,881,142,5,86,0,1124,14313,1330,47,337,33,16057
LGA21450,8472,703,91,72,10,9350,19149,672,46,8,17,19890,6153,984,118,0,9,7263,156,68,36,0,0,260,24,36,3,0,0,63,1198,98,19,5,3,1318,138,17,0,53,0,217,37,8,4,0,0,43,7692,1212,176,59,17,9158,408,378,25,0,0,811,1925,208,39,20,0,2185,37648,3174,373,156,40,41387
LGA21610,23091,2289,216,29,10,25637,54387,3576,223,9,23,58223,17185,2547,279,15,30,20049,1052,271,64,0,0,1391,119,75,27,0,0,228,3389,374,49,5,4,3826,625,80,5,77,5,796,125,20,0,0,0,156,22498,3371,426,99,44,26436,1007,574,120,0,6,1707,5070,743,98,15,16,5942,106060,10556,1086,149,97,117951
LGA21670,2549,116,4,60,11,2749,1546,17,5,10,4,1584,460,102,17,5,0,590,98,67,10,0,0,167,18,23,13,0,0,54,325,28,7,8,0,371,27,0,0,6,5,36,17,0,0,0,0,14,938,213,50,26,6,1229,96,26,0,9,0,128,424,47,14,21,4,509,5557,424,72,124,25,6198
LGA21750,3727,156,8,38,5,3927,2771,39,3,10,5,2840,729,223,9,6,0,973,155,72,5,0,0,228,25,29,5,0,0,59,465,49,5,3,6,532,87,27,4,40,4,165,12,8,0,0,0,17,1481,409,23,55,8,1976,176,25,0,7,4,213,533,92,9,11,0,646,8691,719,47,114,28,9593
LGA21830,2896,47,5,11,7,2961,1817,23,0,6,0,1849,370,73,0,4,0,445,46,60,0,0,0,104,9,0,0,0,0,7,401,24,4,5,0,438,141,5,0,3,4,148,9,0,0,0,0,12,973,166,6,10,3,1163,310,0,0,3,3,314,430,34,0,10,6,483,6433,269,12,36,15,6769
LGA21890,14112,2622,799,46,8,17587,10850,4600,2140,52,4,17655,5507,6409,4887,165,15,16980,613,953,591,3,6,2164,112,126,132,0,0,370,1460,893,518,55,3,2934,185,84,62,13,0,341,34,46,31,0,0,101,7905,8512,6217,233,30,22898,443,295,102,9,3,854,1307,863,527,115,17,2824,34623,16896,9785,457,53,61810
LGA22110,9247,417,28,237,22,9958,5295,110,9,9,15,5440,1547,384,62,10,0,2011,274,150,24,0,0,452,109,61,9,0,4,187,945,84,11,16,10,1065,125,24,13,66,6,228,27,16,0,3,0,46,3028,709,126,93,29,3980,324,78,6,13,4,422,1283,149,33,102,18,1584,19183,1467,204,451,84,21385
LGA22170,12571,1873,127,68,18,14658,19264,2485,196,11,8,21966,7121,2983,658,17,18,10792,706,377,81,0,3,1168,119,116,33,3,3,276,1600,505,82,11,4,2205,166,65,20,199,0,460,40,29,10,7,0,86,9757,4086,887,231,26,14987,342,520,64,4,0,932,2034,581,195,136,3,2952,43969,9546,1467,450,59,55490
LGA22250,2177,59,0,23,3,2270,1073,6,0,9,5,1089,284,73,0,0,0,350,55,32,3,0,0,83,0,4,0,0,0,6,250,24,0,0,3,273,60,3,0,14,5,80,10,0,0,0,0,10,657,124,7,13,7,810,136,0,0,4,0,139,296,26,3,62,8,393,4339,213,10,108,27,4700
LGA22310,12125,3955,2245,24,15,18365,10220,4418,3989,39,8,18664,3628,3918,8304,103,22,15973,58,161,211,0,0,438,31,63,171,0,0,271,924,852,984,26,3,2795,64,46,76,0,0,192,21,26,32,0,0,85,4723,5072,9783,141,32,19738,322,244,311,3,6,883,802,517,796,15,5,2132,28188,14206,17116,224,65,59790
LGA22410,3672,105,15,52,8,3852,2462,36,8,8,3,2511,537,143,49,7,0,739,159,79,4,0,0,242,21,7,0,0,0,27,429,36,5,8,0,479,71,12,7,30,3,123,8,5,0,0,0,18,1226,289,69,42,6,1638,182,3,7,5,0,191,480,48,15,22,3,570,8025,481,108,131,16,8766
LGA22490,3040,26,0,3,5,3081,4388,28,5,3,0,4416,280,35,5,0,0,316,0,0,0,0,0,0,7,0,0,0,0,7,210,7,0,0,0,216,55,0,0,0,0,56,0,0,0,0,0,0,552,43,5,3,0,602,131,0,0,0,0,128,426,7,0,8,0,445,8541,98,7,21,8,8673
LGA22620,15508,613,59,116,38,16325,16276,380,47,18,27,16755,6425,1409,163,18,10,8026,882,410,83,0,0,1371,233,117,24,0,3,376,2240,241,38,13,18,2546,201,25,6,29,9,268,53,11,3,0,0,66,10031,2222,317,55,40,12661,550,59,5,3,0,622,2220,330,74,74,6,2703,44584,3596,499,267,108,49063
