LGA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
LGA15520,81,0,0,0,0,84,43,0,0,0,0,43,40,0,0,0,0,40,91,4,0,0,0,94,92,5,0,0,0,95,259,8,0,4,0,273,241,0,0,0,0,250,226,6,0,0,0,225,74,0,0,0,0,74,51,0,0,0,0,51,52,0,0,0,0,52,93,0,0,0,0,96,1337,31,4,5,3,1378
LGA15560,43,0,0,0,0,42,10,0,0,0,0,10,15,0,0,0,0,15,49,0,0,0,0,48,40,0,0,0,0,40,66,0,0,0,0,64,34,0,0,0,0,38,17,0,0,0,0,17,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,11,27,0,0,0,0,27,317,0,0,3,4,322
LGA15650,59,6,0,0,0,68,34,0,0,0,0,31,32,0,0,0,0,35,93,4,0,0,0,100,115,3,0,0,0,114,391,10,4,0,0,409,443,8,0,0,0,448,364,0,0,0,0,365,140,0,0,0,0,144,102,0,0,0,0,102,60,0,0,0,0,60,118,0,0,0,0,118,1958,38,9,0,0,2005
LGA15700,105,3,0,0,0,111,75,3,0,0,0,79,70,6,0,0,0,74,131,6,4,0,0,140,174,0,4,0,0,185,393,10,6,3,0,413,363,11,5,4,0,377,332,8,3,0,0,339,99,5,0,0,0,102,74,0,7,0,0,75,48,0,4,0,0,49,112,7,0,0,0,120,1967,54,30,7,3,2062
LGA15750,72,4,0,0,0,75,21,0,0,0,0,21,32,0,0,0,0,32,84,0,0,0,0,84,112,3,0,0,0,115,318,0,0,3,0,327,246,0,0,0,0,251,193,0,0,0,0,193,74,0,0,0,0,77,42,0,0,0,0,42,31,0,0,0,0,31,101,0,0,0,0,99,1328,11,0,4,4,1351
LGA15800,41,0,0,0,0,40,30,0,0,0,0,27,39,0,0,0,0,39,69,0,0,0,0,70,110,0,0,0,0,107,136,0,0,6,0,141,75,0,0,0,0,75,49,0,0,0,0,49,15,0,0,0,0,15,10,0,0,0,0,10,11,0,0,0,0,8,41,0,0,0,0,37,612,0,0,12,0,625
LGA15850,55,0,0,0,0,54,19,0,0,0,0,25,14,0,0,0,0,14,53,0,0,0,0,53,80,0,0,0,0,83,132,0,0,0,0,132,96,0,0,0,0,94,73,0,0,0,0,73,24,0,0,0,0,28,17,0,0,0,0,17,25,0,0,0,0,25,41,0,0,0,0,41,634,0,0,4,0,643
LGA15900,802,95,53,0,0,959,273,43,16,0,0,333,227,32,25,0,0,288,425,55,31,0,0,515,627,71,58,0,0,760,1908,242,187,0,0,2343,2688,392,233,0,0,3319,4379,428,306,7,4,5122,2383,194,102,4,0,2692,1743,166,95,0,0,2002,1243,122,103,3,5,1478,914,110,74,4,0,1098,17625,1951,1288,18,17,20894
LGA15950,102,76,236,0,0,418,6,6,36,0,0,57,4,8,37,0,0,51,16,14,55,0,0,86,23,10,78,0,0,113,56,54,268,0,0,376,39,52,311,0,0,401,77,121,661,0,0,851,57,83,589,0,4,723,107,168,801,0,0,1075,624,513,968,0,3,2107,87,70,216,0,0,378,1194,1174,4252,0,13,6636
LGA15990,1183,114,294,5,4,1602,240,29,76,0,0,349,201,25,78,0,0,305,271,42,119,0,0,441,387,39,169,3,0,602,1053,94,501,8,0,1654,1033,117,633,9,3,1789,2088,230,1387,12,5,3712,1867,213,1218,8,0,3302,3995,374,1398,15,4,5784,9614,681,1093,12,11,11411,1591,150,418,0,6,2155,23524,2100,7379,61,26,33102
LGA16100,24,0,0,0,0,24,0,0,0,0,0,0,23,0,0,0,0,23,32,0,0,0,0,32,41,0,0,0,0,41,127,0,0,0,0,134,127,0,0,0,0,124,125,0,0,0,0,125,57,0,0,0,0,57,44,0,0,0,0,44,26,0,0,0,0,26,50,0,0,0,0,50,675,0,0,0,0,679
LGA16150,147,10,7,0,0,163,75,3,6,0,0,86,78,7,0,0,0,84,192,6,3,0,0,207,263,10,3,0,0,281,888,41,21,0,0,944,1215,24,0,0,0,1239,1205,7,0,0,0,1216,440,4,0,0,0,440,330,0,0,0,0,327,223,0,0,0,0,224,261,5,4,0,0,267,5317,114,39,6,5,5484
LGA16200,92,0,0,0,0,96,48,0,0,0,0,47,59,0,0,0,0,57,121,0,0,0,0,126,175,0,0,0,0,175,426,0,0,0,0,434,262,4,0,0,3,263,213,8,0,0,0,217,63,0,0,0,0,72,56,0,0,0,0,55,36,0,0,0,0,34,96,0,0,0,0,97,1639,18,9,5,9,1682
LGA16260,837,175,323,3,7,1343,172,50,67,0,0,287,142,49,74,0,0,265,195,70,139,0,0,405,317,90,197,0,0,604,836,303,709,7,4,1847,950,360,1372,4,3,2693,1808,863,3045,11,9,5732,1521,733,1913,3,5,4175,2573,788,1071,5,6,4448,3160,509,511,0,3,4184,935,267,568,3,7,1784,13462,4242,9990,32,44,27765
LGA16350,899,84,34,0,0,1018,285,23,11,0,0,326,244,29,10,0,0,285,467,50,24,0,0,543,657,76,53,0,0,781,2026,307,214,0,0,2547,2960,532,382,0,9,3881,5915,895,256,0,3,7065,4744,307,85,0,0,5145,3604,153,38,0,0,3795,1764,63,24,0,0,1852,1571,137,50,0,0,1758,25132,2652,1183,5,19,28985
LGA16380,406,43,21,0,4,471,178,33,9,0,0,217,146,27,14,0,0,185,264,46,17,3,0,330,389,37,21,0,0,451,1059,115,77,3,0,1250,1484,138,58,0,0,1679,2113,97,44,3,0,2256,930,23,17,0,0,968,614,23,7,0,0,652,331,10,8,3,0,351,402,27,13,0,0,445,8313,601,304,21,11,9245
LGA16400,373,36,9,4,0,422,163,15,5,0,0,185,124,28,5,0,0,153,315,30,13,0,0,351,347,52,4,0,0,402,1154,126,19,0,0,1294,1402,105,18,0,0,1525,1830,129,21,3,0,1986,948,31,3,3,0,984,687,21,5,0,0,708,343,13,7,3,0,363,491,32,5,0,0,531,8169,602,108,19,11,8902
LGA16490,274,38,14,0,0,327,103,19,16,0,0,137,93,23,15,0,0,133,163,29,44,3,0,229,220,40,87,0,0,349,661,164,165,4,0,998,873,365,90,0,0,1332,1911,278,36,0,0,2231,1473,63,13,3,0,1551,1454,50,9,0,0,1515,770,21,8,0,4,798,426,56,15,0,0,492,8424,1143,511,12,5,10096
LGA16550,333,169,227,6,0,728,31,38,47,0,0,120,33,23,48,0,0,104,51,37,74,0,0,162,74,50,114,3,0,246,213,130,285,0,0,626,204,153,363,7,0,727,349,258,732,5,0,1342,274,241,680,7,0,1197,604,472,918,10,5,2001,2098,1230,779,10,5,4129,406,201,274,0,0,891,4669,3007,4531,42,14,12265
LGA16610,130,4,3,0,0,138,53,3,0,0,0,61,71,0,0,0,0,74,144,3,0,0,0,150,221,10,0,4,0,237,622,13,10,0,0,647,454,20,7,4,0,476,393,14,0,0,0,407,155,0,0,0,0,153,89,0,0,0,0,92,53,0,0,0,0,54,131,8,0,0,0,140,2524,79,20,14,0,2640
LGA16700,502,123,214,0,0,843,79,30,46,0,0,152,83,12,35,0,0,125,122,30,72,0,0,223,144,37,111,0,0,289,397,124,346,0,0,865,355,141,530,0,0,1027,807,328,1375,4,0,2516,616,298,954,0,0,1867,1138,415,743,3,0,2303,2565,423,366,0,0,3357,601,123,268,0,0,999,7399,2075,5065,12,3,14556
LGA16900,355,36,9,0,0,399,121,22,3,0,0,150,118,20,6,0,0,145,203,27,8,0,0,234,288,39,11,0,0,333,889,105,33,0,0,1026,1158,169,40,0,0,1369,2327,289,35,0,4,2652,1482,125,14,0,0,1616,1027,57,6,0,0,1097,495,20,5,0,0,519,531,46,8,0,0,587,8991,946,178,3,7,10121
LGA16950,682,27,14,0,0,724,286,6,0,0,0,296,206,21,0,5,0,232,402,12,9,8,0,428,609,21,7,0,0,648,1690,70,11,0,0,1774,1880,66,9,5,0,1953,2432,50,23,0,0,2506,1098,12,4,0,7,1123,827,13,3,3,0,842,579,3,3,0,3,588,674,25,0,7,5,710,11362,331,93,32,16,11836
LGA17000,116,0,0,0,0,120,38,0,3,0,0,38,37,3,0,0,0,47,65,8,0,0,0,76,112,13,3,0,3,133,417,24,3,0,0,443,632,24,5,0,0,658,819,19,3,0,0,836,395,4,0,0,0,403,350,6,4,0,0,354,164,0,0,0,0,165,186,9,0,0,0,195,3326,104,23,0,7,3472
LGA17040,125,0,4,0,3,137,61,4,7,0,0,70,56,3,7,0,0,65,142,0,0,0,0,146,199,8,7,0,0,211,475,14,21,0,0,518,395,19,15,0,0,426,394,4,18,0,4,415,187,6,9,0,0,199,150,5,8,0,0,159,97,3,13,0,0,110,130,5,7,0,0,145,2413,67,107,3,12,2594
LGA17080,76,3,0,0,0,76,50,0,0,0,0,56,41,0,0,0,0,41,119,6,0,0,0,126,161,7,0,0,0,164,399,7,0,5,0,412,263,0,0,0,0,263,241,0,0,0,0,243,61,0,0,0,0,61,45,0,0,0,0,42,40,0,0,0,0,41,81,0,0,0,0,85,1582,18,0,7,8,1616
LGA17100,133,7,65,0,0,217,18,3,19,0,0,36,19,0,18,0,0,41,19,0,38,0,0,54,29,3,41,0,0,72,93,20,171,0,0,285,93,10,286,0,0,391,198,49,922,0,0,1168,120,34,417,9,4,580,245,61,230,0,0,535,704,25,111,0,0,844,198,7,145,0,0,352,1857,229,2469,15,5,4575
LGA17150,967,157,183,0,4,1304,263,39,55,0,0,355,217,37,61,0,0,319,320,70,93,3,0,477,451,81,148,0,0,676,1293,226,417,0,0,1931,1454,298,686,3,0,2438,3031,645,1509,3,3,5197,2861,620,1007,4,4,4492,5092,888,644,0,7,6627,5719,596,333,3,3,6649,1393,206,271,3,0,1876,23051,3862,5404,21,19,32357
LGA17200,44,272,683,0,0,999,10,51,101,0,0,163,7,35,101,0,0,147,10,56,192,0,0,255,11,91,260,0,0,353,41,209,900,3,0,1149,30,229,1050,8,0,1313,40,458,2395,6,8,2908,37,414,2118,0,0,2577,78,820,2566,5,6,3485,294,1813,2294,16,7,4430,45,240,751,6,3,1044,650,4683,13407,58,28,18827
LGA17310,254,8,0,0,3,269,153,0,0,0,0,155,143,7,0,0,0,154,324,9,0,0,0,332,555,13,0,0,0,574,1582,35,4,3,0,1623,1514,25,3,0,3,1545,1339,4,0,0,0,1350,499,3,0,0,0,504,307,4,0,0,0,309,218,0,4,0,3,226,372,3,0,0,0,379,7265,120,15,10,13,7421
LGA17350,37,4,0,0,0,45,33,0,0,0,0,35,14,0,0,0,0,14,41,0,0,0,0,45,86,0,0,0,0,92,125,0,0,0,0,130,95,0,0,0,0,96,53,0,0,0,0,58,23,0,0,0,0,23,12,0,0,0,0,12,17,0,0,0,0,17,42,0,0,0,0,42,585,10,0,3,3,598
LGA17400,64,5,0,0,0,64,32,4,0,0,0,36,25,0,0,0,0,25,46,0,0,0,0,52,72,0,0,0,0,72,127,0,0,0,0,128,76,0,0,0,0,76,72,0,0,0,0,68,13,0,0,0,0,13,18,0,0,0,0,18,8,0,0,0,0,8,43,0,0,0,0,46,594,4,0,0,0,605
LGA17420,1119,79,50,0,0,1244,243,20,10,0,0,273,165,21,10,0,0,197,283,31,25,0,0,332,404,33,24,0,0,454,1126,107,91,0,0,1327,1342,145,129,0,7,1624,2735,345,437,0,3,3516,2768,353,282,0,7,3406,5450,482,207,0,11,6146,6845,271,97,0,9,7230,1719,109,64,0,0,1892,24192,1981,1411,0,42,27626
LGA17550,463,89,46,3,0,601,191,49,14,5,0,254,133,32,15,0,0,177,266,69,27,0,0,365,360,85,55,9,0,504,993,252,150,4,0,1401,1286,344,125,0,0,1763,2233,309,104,5,9,2664,1220,109,31,0,0,1367,929,60,43,0,0,1031,551,23,29,0,0,601,563,111,44,6,0,729,9184,1532,689,34,13,11450
LGA17620,96,0,0,0,0,97,41,0,0,0,0,40,35,0,0,0,0,43,67,0,0,0,0,67,110,3,0,0,0,118,328,6,0,0,0,334,339,3,0,0,0,345,313,4,0,0,0,318,125,0,0,0,0,125,105,0,0,0,0,101,79,0,0,0,0,80,90,0,0,0,0,98,1731,22,0,7,0,1763
LGA17640,52,0,0,0,0,53,20,0,0,0,0,26,19,0,0,0,0,20,53,0,0,0,0,53,60,0,0,0,0,61,200,0,0,0,0,200,192,0,0,0,0,194,178,0,0,0,0,177,91,0,0,0,3,99,62,0,0,0,0,62,43,0,4,0,0,47,55,0,0,0,0,56,1022,7,4,0,7,1039
LGA17650,46,0,0,0,0,46,32,0,0,0,0,31,20,0,0,0,0,25,49,0,0,0,0,49,72,0,0,0,0,75,170,3,0,0,0,172,152,0,0,0,0,152,113,0,0,0,0,112,44,0,0,0,0,44,30,0,0,0,0,30,22,0,0,0,0,25,45,0,0,0,0,46,779,3,0,4,0,787
LGA17750,289,13,9,0,0,303,145,5,3,0,0,148,137,5,6,0,0,147,294,3,16,0,0,315,508,4,28,3,0,546,1877,25,37,0,0,1940,1809,21,19,0,0,1850,1544,5,8,0,0,1560,489,3,3,0,0,493,414,4,0,0,0,420,284,4,0,0,0,290,458,3,0,0,0,467,8249,100,126,8,9,8484
LGA17850,40,0,0,0,0,40,15,0,0,0,0,15,5,0,0,0,0,5,22,0,0,0,0,22,31,0,0,0,0,31,42,0,0,0,0,42,27,0,0,0,0,27,28,0,0,0,0,28,5,0,0,0,0,7,9,0,0,0,0,9,19,0,0,0,0,19,24,0,0,0,0,22,261,0,6,0,0,263
LGA17900,44,0,0,0,0,50,17,0,0,0,0,16,14,0,0,3,0,17,21,0,0,3,0,26,18,0,0,0,0,26,31,0,0,3,0,38,11,0,0,0,0,13,13,0,0,0,0,17,4,0,0,0,0,5,7,0,0,0,0,11,18,0,0,0,0,13,20,0,0,0,0,22,225,0,0,21,8,256
LGA17950,19,0,0,0,0,22,4,0,0,0,0,7,11,0,0,0,0,11,20,0,0,0,0,20,26,0,0,0,0,26,35,0,0,0,0,35,22,0,0,0,0,22,17,0,0,0,0,17,9,0,0,0,0,9,4,0,0,0,0,4,10,0,0,0,0,6,21,0,0,0,0,21,208,0,0,0,0,211
LGA18020,89,0,0,0,3,86,62,0,0,0,0,63,64,0,0,0,0,64,84,0,0,0,0,90,87,0,0,0,0,90,147,0,0,0,0,147,78,0,0,0,0,75,46,0,0,0,3,44,22,0,0,0,0,22,25,0,0,0,0,25,32,0,0,0,0,35,54,0,0,0,0,58,784,0,0,0,9,796
LGA18050,119,105,162,11,0,394,14,20,21,3,0,54,11,18,21,0,0,43,8,19,28,0,0,65,26,25,54,0,0,109,44,71,166,4,0,276,39,78,200,6,0,308,84,130,378,6,0,602,66,110,360,6,0,545,147,245,571,0,0,967,932,1036,703,9,4,2682,181,149,212,3,0,541,1658,1995,2874,49,5,6583
LGA18100,44,0,0,0,0,44,33,0,0,0,0,33,27,0,0,0,0,26,46,0,0,0,0,46,34,0,0,0,0,36,75,0,0,0,0,81,32,0,0,0,0,38,23,0,0,0,0,25,13,0,0,0,0,13,9,0,0,0,0,9,13,0,0,0,0,13,22,0,0,0,0,22,362,3,0,0,0,364
LGA18200,43,0,0,0,0,43,32,0,0,0,0,33,32,0,0,0,0,34,67,0,0,0,0,70,87,3,0,0,0,92,175,0,0,0,0,174,139,0,0,0,0,138,130,0,0,0,0,128,47,0,0,0,0,48,32,0,0,0,0,32,25,0,0,0,0,27,44,0,0,0,0,46,845,10,4,4,0,855
LGA18250,322,46,135,0,0,506,41,4,16,0,0,59,38,6,16,0,0,54,52,9,32,0,0,90,63,13,57,0,0,130,183,36,149,0,0,370,167,27,162,0,0,351,353,63,365,0,0,784,240,66,317,0,0,629,523,110,435,0,4,1069,2238,320,343,0,0,2910,291,35,160,0,0,491,4520,735,2175,3,6,7438
LGA18350,339,4,3,0,0,352,107,0,0,0,0,112,88,8,0,0,0,92,143,6,0,4,0,158,216,3,6,0,0,226,600,22,7,0,6,638,766,17,6,0,3,796,1402,25,6,0,0,1434,877,8,7,0,0,894,783,12,9,0,0,801,761,0,5,0,0,767,398,4,0,0,0,410,6484,116,51,19,8,6675
LGA18400,265,0,4,0,0,272,95,0,0,0,0,104,75,3,0,0,0,77,143,3,0,0,0,150,181,3,0,0,0,185,655,10,3,0,4,674,877,24,3,0,0,903,1809,11,3,0,5,1824,1513,10,3,0,4,1527,1382,0,4,0,0,1383,905,0,0,0,0,905,511,7,4,0,0,515,8412,81,24,6,9,8530
LGA18450,856,94,100,0,0,1053,317,28,45,0,0,384,258,43,39,8,0,347,467,65,60,5,0,597,639,84,103,4,0,822,1928,214,330,8,0,2488,2536,331,461,10,3,3334,4587,552,583,17,6,5745,3379,276,252,12,0,3925,3182,188,168,6,0,3531,1996,97,104,4,0,2204,1175,98,134,5,0,1410,21309,2069,2381,77,19,25855
LGA18500,177,85,165,7,0,432,6,14,24,0,0,39,3,6,29,0,0,41,11,9,30,0,0,47,21,18,33,0,0,71,43,44,118,0,0,200,27,40,128,0,0,202,82,85,234,8,0,407,40,69,246,0,0,350,100,168,392,7,0,671,978,735,685,13,5,2410,179,91,155,0,0,424,1647,1363,2238,36,4,5289
LGA18710,107,0,0,0,0,106,39,3,0,0,0,45,35,0,0,0,0,34,65,3,0,0,0,70,72,0,0,0,0,76,274,7,0,0,0,286,370,7,0,0,0,383,544,0,0,0,3,552,354,3,0,0,0,357,429,0,0,0,0,431,264,0,0,0,0,267,118,0,0,0,0,120,2687,30,8,4,5,2735
LGA19399,9,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,10,4,0,0,0,0,6,8,0,0,0,0,8,5,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,7,3,0,0,0,0,3,53,3,0,0,4,63
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,70,3,0,0,0,78,48,0,0,0,0,52,44,0,0,0,0,49,96,4,0,0,0,102,117,0,0,0,5,121,294,10,0,0,0,305,307,5,0,0,0,308,247,7,0,0,0,254,105,0,4,0,0,107,69,0,0,0,0,75,48,0,0,0,0,48,92,0,0,3,0,98,1540,38,4,11,5,1598
LGA20260,81,5,0,0,0,82,71,0,0,0,0,69,61,0,0,0,0,59,129,0,0,0,0,128,173,9,0,0,0,187,333,3,0,0,0,343,157,0,0,0,0,163,100,0,0,0,0,102,54,0,0,0,0,54,26,0,0,0,0,26,18,0,0,0,0,18,79,0,0,0,0,80,1290,20,0,3,4,1317
LGA20570,564,40,5,0,0,611,334,33,3,0,0,374,290,30,4,0,0,329,641,73,8,6,0,733,961,95,22,0,0,1078,3061,249,33,5,4,3349,3166,110,7,3,8,3297,2479,77,3,4,5,2573,770,23,0,3,4,801,550,20,0,0,0,570,348,11,3,0,0,356,679,35,3,0,0,719,13853,803,95,20,19,14783
LGA20660,764,88,25,0,0,879,252,20,5,0,0,278,198,34,3,0,0,242,309,45,19,0,0,377,419,57,28,0,0,508,1140,233,102,0,0,1479,1400,334,155,0,0,1890,2533,621,164,4,0,3316,2041,340,70,0,3,2457,2156,224,55,0,0,2435,1697,144,24,0,0,1862,859,146,32,0,0,1040,13770,2288,697,9,5,16757
LGA20740,255,11,0,0,0,266,139,0,0,0,0,141,117,6,3,0,0,129,227,12,0,0,0,243,329,13,3,0,0,347,943,25,5,0,0,976,943,15,8,0,0,966,830,26,6,0,3,863,304,8,0,0,0,314,216,4,0,0,0,223,141,4,0,0,0,144,317,9,4,0,0,331,4756,137,40,6,10,4942
LGA20830,324,6,3,0,0,339,169,5,0,0,0,172,158,3,3,0,0,167,298,10,0,0,0,317,448,20,16,0,0,479,1414,39,27,0,3,1480,1824,21,8,0,0,1859,1680,11,3,0,5,1706,591,0,0,0,0,593,417,3,0,0,0,416,292,0,0,0,0,296,496,10,4,0,0,516,8109,132,75,7,12,8339
LGA20910,580,124,35,0,0,746,113,34,20,0,0,162,110,30,18,0,0,153,105,48,29,0,0,188,178,57,30,0,0,267,451,156,121,4,0,739,444,177,200,6,0,821,921,353,313,11,0,1602,672,295,145,8,0,1129,1437,449,128,4,4,2022,3398,590,90,0,4,4079,694,153,68,3,0,921,9100,2461,1209,49,7,12832
LGA21010,98,5,0,0,0,99,58,4,0,0,0,60,57,5,0,0,0,63,139,6,0,0,0,144,174,4,0,0,0,181,375,5,0,0,0,386,321,4,0,0,0,327,220,0,0,0,0,221,66,0,0,0,0,66,56,0,0,0,0,56,52,0,0,0,0,49,102,0,0,0,0,105,1717,39,0,5,3,1759
LGA21110,1001,226,123,0,0,1354,141,48,32,0,0,221,112,33,29,0,0,180,147,48,63,0,0,258,169,75,91,0,0,338,585,212,354,4,0,1153,486,196,593,5,0,1277,1072,409,837,5,0,2318,733,359,371,4,0,1460,1515,538,307,0,3,2364,5252,921,209,4,3,6384,1049,216,138,0,0,1408,12256,3265,3159,21,15,18713
LGA21180,1182,123,22,0,0,1326,384,44,11,0,0,446,382,47,13,0,0,446,583,101,26,0,0,705,774,112,46,0,0,929,2561,504,151,0,0,3216,2977,635,104,0,0,3725,4195,637,43,0,0,4876,1671,169,9,0,6,1850,1225,104,3,0,0,1332,711,75,3,0,0,799,1435,191,39,3,0,1666,18084,2735,476,9,8,21314
LGA21270,67,0,0,0,0,67,57,0,0,0,0,61,67,0,0,0,0,67,100,4,0,0,0,103,62,0,0,0,0,61,84,3,0,0,0,88,40,0,0,0,0,40,17,0,0,0,0,17,7,0,0,0,0,7,9,0,0,0,0,9,9,0,0,0,0,9,36,0,0,0,0,38,541,13,0,0,0,553
LGA21370,243,3,0,0,0,245,144,5,0,0,0,149,143,5,0,0,0,147,332,14,0,4,0,351,469,13,0,0,0,481,1087,22,0,4,3,1115,887,11,0,0,0,904,643,6,0,5,0,652,161,0,0,0,0,165,136,0,0,0,0,133,114,5,0,0,0,124,324,7,0,0,0,329,4687,86,0,17,7,4791
LGA21450,591,23,0,0,0,615,246,26,0,0,0,271,230,16,0,0,0,250,370,17,3,0,0,387,619,29,0,0,0,655,2275,159,10,5,5,2447,3760,194,12,0,3,3976,5678,125,14,0,4,5814,2146,25,0,0,3,2172,1311,16,0,0,4,1334,798,8,0,0,0,803,1137,37,0,0,0,1179,19149,672,46,8,17,19890
LGA21610,1983,124,11,0,0,2121,733,52,0,0,0,790,661,44,11,0,0,716,1181,96,9,0,0,1287,1592,124,20,0,0,1738,5672,543,66,0,4,6282,9117,896,50,0,4,10061,16365,935,40,0,7,17351,7119,293,0,0,0,7414,4093,151,4,0,0,4247,2303,82,3,0,5,2395,3571,237,7,0,4,3816,54387,3576,223,9,23,58223
LGA21670,87,0,0,4,0,90,103,4,0,0,0,102,90,0,0,6,0,93,187,3,0,0,0,191,245,3,0,0,0,250,368,5,0,6,4,379,193,0,0,0,0,193,120,0,0,0,0,121,30,0,0,0,0,29,18,0,0,0,0,18,13,0,0,0,0,13,101,0,0,0,0,106,1546,17,5,10,4,1584
LGA21750,143,6,0,0,0,149,77,3,0,0,0,80,78,0,0,0,0,73,158,4,0,0,0,168,251,5,0,0,0,254,683,6,0,4,0,702,524,3,0,0,0,531,380,3,0,0,0,381,142,0,0,3,0,144,102,0,0,0,0,102,83,0,0,4,4,88,162,4,0,0,0,159,2771,39,3,10,5,2840
LGA21830,137,0,0,0,0,139,72,0,0,0,0,76,101,0,0,0,0,103,169,4,0,0,0,167,222,7,0,0,0,226,387,7,0,4,0,393,232,3,0,0,0,238,166,3,0,0,0,166,57,0,0,0,0,57,58,0,0,0,0,59,77,0,0,0,0,75,139,0,0,0,0,140,1817,23,0,6,0,1849
LGA21890,653,199,68,0,0,929,198,58,27,0,0,281,150,49,27,0,0,222,250,98,59,0,0,401,330,152,98,7,0,586,937,479,437,8,0,1864,1062,669,529,11,0,2262,1837,1140,503,9,0,3494,1366,643,169,5,0,2182,1715,529,100,5,0,2349,1607,338,64,5,0,2015,742,248,71,4,0,1062,10850,4600,2140,52,4,17655
LGA22110,291,20,0,0,4,316,201,9,0,0,0,215,188,9,0,0,0,199,344,14,4,0,0,356,522,12,3,4,0,540,1273,21,0,0,3,1294,1009,13,0,0,0,1020,684,7,0,0,0,691,194,0,0,0,0,194,173,0,0,0,0,171,104,4,0,0,0,108,314,6,0,0,0,324,5295,110,9,9,15,5440
LGA22170,815,102,14,0,0,926,352,48,4,0,0,408,296,53,4,0,0,357,588,89,12,0,0,693,789,128,11,0,0,936,2382,492,60,0,0,2938,3145,615,44,0,0,3807,4917,522,26,0,3,5463,2348,169,4,0,0,2521,1595,77,8,0,0,1686,814,49,6,0,0,864,1228,126,10,0,0,1367,19264,2485,196,11,8,21966
LGA22250,95,0,0,0,0,94,59,0,0,0,0,59,58,4,0,0,0,64,136,0,0,0,0,142,144,5,0,0,0,151,246,0,0,0,0,249,114,0,0,0,0,112,79,0,0,6,0,84,27,0,0,0,0,27,9,0,0,0,0,9,18,0,0,0,0,26,77,0,0,0,0,74,1073,6,0,9,5,1089
LGA22310,688,233,135,5,0,1049,144,55,50,0,0,250,129,63,49,0,0,233,192,75,72,0,0,336,232,95,114,0,0,439,660,311,530,11,0,1508,607,330,779,6,0,1724,1262,707,1119,12,0,3093,951,601,422,3,3,1978,1743,872,314,3,4,2932,2822,778,198,0,3,3799,788,308,211,0,0,1308,10220,4418,3989,39,8,18664
LGA22410,163,6,0,0,0,165,105,0,0,0,0,109,132,10,0,0,0,135,266,0,0,0,0,271,322,11,0,0,0,326,592,13,0,0,0,605,349,3,0,0,0,350,212,0,6,0,0,214,77,0,0,0,0,77,53,0,0,0,0,56,36,0,0,0,0,36,146,0,0,0,0,152,2462,36,8,8,3,2511
