LGA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
LGA56090,294,6,0,0,0,295,104,0,0,0,0,106,90,0,0,0,0,91,167,0,0,0,0,173,252,8,0,0,0,262,660,15,0,0,0,678,1063,12,0,0,0,1069,1634,8,5,0,0,1646,784,0,0,0,0,786,633,0,0,0,0,635,394,0,0,0,0,393,375,5,0,0,0,379,6452,62,6,0,0,6519
LGA56160,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4
LGA56230,109,0,0,3,0,113,45,0,0,5,0,47,43,0,0,0,0,43,83,4,0,0,0,89,111,0,0,0,0,115,368,4,0,0,0,374,476,4,0,5,0,486,588,4,0,0,0,590,273,0,0,0,0,277,230,0,0,0,0,231,130,0,0,0,0,130,161,0,0,0,0,161,2625,21,0,13,6,2661
LGA56300,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,34,0,0,0,0,34,25,0,0,0,0,25,26,0,0,0,0,25,6,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,6,16,0,0,0,0,15,163,0,0,0,0,165
LGA56370,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,52
LGA56460,30,0,0,0,0,30,18,0,0,0,0,22,19,0,0,0,0,19,56,0,0,0,0,56,54,0,0,0,0,54,127,0,0,0,0,127,85,0,0,0,0,85,48,0,0,0,0,48,23,0,0,0,0,23,13,0,0,0,0,13,7,0,0,0,0,7,31,0,0,0,0,36,517,0,0,0,0,521
LGA56580,152,12,4,0,0,166,23,0,0,0,0,23,20,5,0,0,0,26,24,5,0,0,0,28,23,4,0,0,0,31,72,7,8,0,0,88,68,18,12,0,0,97,181,26,14,0,0,211,133,16,5,0,0,159,282,39,3,0,0,326,917,31,6,0,0,957,149,14,4,0,0,161,2050,169,68,0,0,2284
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,80,0,0,0,0,78,45,0,0,0,0,45,59,0,0,0,0,60,94,0,0,0,0,99,124,0,0,0,0,125,310,0,0,0,0,313,263,0,0,0,0,262,233,0,0,0,0,230,113,0,0,0,0,113,62,0,0,0,0,68,43,0,0,0,0,43,66,0,0,0,0,70,1495,6,0,0,7,1508
LGA56790,22,0,0,3,0,21,9,0,0,0,0,11,10,0,0,0,0,11,23,0,0,0,0,18,14,0,0,0,0,22,46,4,0,4,0,53,34,0,0,0,0,37,34,0,0,4,0,38,21,0,0,0,0,20,14,0,0,0,0,14,6,0,0,0,4,14,23,0,0,3,0,23,254,3,0,22,4,281
LGA56860,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
LGA56930,15,3,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,5,0,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,4,5,5,0,0,0,13,69,0,0,0,0,76,15,4,0,0,0,19,127,10,9,0,0,146
LGA57000,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,3,31
LGA57080,3,14,107,0,0,119,0,4,25,0,0,29,0,0,18,0,0,21,0,3,30,0,0,36,4,7,74,0,0,80,0,22,284,0,0,304,11,19,350,0,0,373,7,22,430,0,0,463,11,13,200,0,0,220,22,27,198,0,0,243,21,32,145,0,0,198,10,12,99,0,0,119,81,169,1955,0,0,2208
LGA57140,12,0,0,0,0,12,6,0,0,0,0,6,4,0,0,0,0,4,12,0,0,0,0,12,14,0,0,0,0,14,16,0,0,0,0,16,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,102,0,0,0,0,102
LGA57210,36,0,0,0,0,36,26,0,0,0,0,26,31,0,0,0,0,31,53,0,0,0,0,51,42,0,0,0,0,41,137,0,0,0,0,140,98,0,0,0,0,97,77,0,0,0,0,77,23,0,0,0,0,23,12,0,0,0,0,12,14,0,0,0,0,14,37,0,0,0,0,37,582,4,0,5,3,593
LGA57280,25,3,0,0,0,29,17,4,0,0,0,22,11,8,0,0,0,19,46,9,0,0,0,53,63,15,0,8,0,79,131,15,4,0,0,155,117,8,0,0,0,126,111,12,0,7,0,130,56,4,0,0,0,56,67,0,0,0,0,67,53,4,0,0,3,62,53,0,0,3,0,55,744,81,12,17,5,860
LGA57350,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,9,0,0,0,0,9,7,0,0,0,0,7,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,57,0,0,0,0,57
LGA57420,28,0,0,0,0,28,4,0,0,0,0,4,8,0,0,0,0,8,12,0,0,0,0,12,8,0,0,0,0,8,29,0,0,0,0,34,18,0,0,0,0,18,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,127,0,0,0,0,132
LGA57490,689,37,11,0,0,733,312,15,6,0,0,333,253,8,4,0,0,273,511,34,11,5,0,557,758,52,26,0,0,835,3432,109,55,3,3,3603,5164,78,33,0,9,5277,6047,59,26,5,14,6146,2052,11,17,0,0,2079,1221,12,8,0,0,1243,744,6,6,0,0,756,1278,18,7,0,0,1305,22451,432,215,14,22,23137
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA57700,162,0,0,0,0,162,48,0,4,0,0,49,47,0,0,0,0,47,81,0,0,0,0,83,156,6,0,0,0,161,709,7,4,0,0,717,1294,12,0,0,0,1309,1898,4,0,0,3,1913,855,0,0,0,3,855,553,0,0,0,0,553,316,0,0,0,0,316,330,0,0,0,0,334,6452,30,5,5,6,6501
LGA57770,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,5,4,0,0,3,0,7,12,0,0,0,0,11,8,0,0,0,0,6,13,0,0,7,0,14,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,43,4,0,19,0,69
LGA57840,187,96,25,0,0,309,44,21,4,0,0,67,46,20,12,0,0,78,60,37,9,0,0,106,56,38,17,0,0,115,174,193,97,0,0,466,229,220,90,0,0,549,472,302,89,0,0,870,411,148,42,0,0,602,522,140,38,0,0,702,743,116,24,0,0,884,192,78,26,0,0,300,3140,1411,484,0,7,5043
LGA57910,1115,360,74,0,0,1549,310,106,30,0,0,447,259,121,42,0,0,426,455,260,97,0,0,805,630,388,119,0,0,1136,2026,1489,381,0,0,3897,2537,1933,354,0,0,4820,3966,2111,235,0,4,6323,2520,831,67,0,0,3416,3039,631,66,0,0,3739,2606,313,45,4,0,2967,1228,454,75,0,0,1761,20683,8999,1585,4,8,31280
LGA57980,79,12,9,0,0,106,20,3,4,0,0,34,14,4,7,0,0,22,19,3,19,0,0,40,18,13,21,0,0,48,58,29,57,0,0,145,65,37,90,0,0,187,116,53,77,0,0,250,107,42,34,0,0,180,215,51,29,0,0,293,408,42,21,0,0,470,59,22,12,0,0,89,1177,316,378,3,0,1865
LGA58050,929,43,4,0,0,980,318,23,5,0,0,342,285,20,3,0,0,309,507,44,15,0,0,571,813,77,5,0,0,896,3444,271,37,0,4,3759,5624,271,21,0,4,5918,7703,242,12,3,7,7965,3107,58,3,0,4,3176,1854,46,3,0,0,1905,1100,10,0,0,4,1122,1462,48,4,0,6,1517,27164,1148,116,10,21,28466
LGA58190,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
LGA58260,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,34
LGA58330,33,0,0,0,0,35,15,0,0,0,0,19,24,0,0,0,0,24,40,0,0,0,0,40,46,0,0,0,0,42,102,0,0,0,0,102,140,0,0,0,0,141,127,0,0,0,0,127,64,0,0,0,0,66,37,0,0,0,0,37,26,0,0,0,0,23,44,0,0,0,0,44,693,3,0,0,4,697
LGA58400,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,17
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,6
LGA58510,150,40,25,0,0,210,51,12,6,0,0,76,38,7,13,0,0,60,65,21,14,0,0,100,81,25,25,0,0,135,319,118,92,0,0,527,411,189,122,0,0,721,743,233,99,4,0,1079,472,91,50,0,0,614,431,56,47,0,0,535,234,34,36,0,0,310,145,40,39,0,0,221,3146,874,556,4,3,4577
LGA58540,16,0,0,0,0,16,4,0,0,0,0,4,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,58,0,0,0,0,51
LGA58570,122,54,27,0,0,206,42,10,15,0,0,72,28,13,22,0,0,65,45,18,27,0,0,91,84,33,51,0,0,169,167,90,191,0,0,456,200,142,269,5,0,620,471,217,203,3,0,895,418,151,79,4,0,655,605,137,59,5,0,804,571,79,33,0,0,679,130,50,39,0,0,212,2883,994,1020,11,5,4911
LGA58610,16,0,0,0,0,16,14,0,0,0,0,14,19,0,0,0,0,19,28,0,0,0,0,28,22,0,0,0,0,23,31,0,0,0,0,31,23,0,0,0,0,23,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,186,0,0,0,0,187
LGA58680,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,14,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,53,0,0,0,0,53
LGA58760,1250,54,6,4,0,1312,409,24,0,0,0,431,394,33,0,0,0,426,700,47,0,0,0,752,1112,65,3,0,0,1187,4423,316,22,3,3,4764,7396,322,8,0,3,7736,10785,212,10,0,6,11016,4528,48,8,0,0,4587,2647,32,0,0,0,2676,1490,20,5,0,0,1516,2086,72,6,0,0,2161,37225,1238,77,8,17,38561
LGA58820,24,0,0,0,0,24,8,0,0,0,0,9,14,0,0,0,0,12,31,0,0,0,0,31,39,0,0,0,0,39,98,0,0,0,0,96,116,0,0,0,0,118,108,0,0,0,0,111,51,0,0,0,0,51,37,0,0,0,0,37,16,0,0,0,0,16,38,0,0,0,0,37,580,7,0,0,3,588
LGA58890,13,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,54,0,0,0,0,54
LGA59030,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
LGA59100,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,47,0,0,0,0,47
LGA59170,11,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,23,0,0,0,0,23,10,0,0,0,0,8,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,82,0,0,0,0,80
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,10,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,6,14,0,0,0,0,14,14,0,0,0,0,15,22,0,0,0,0,24,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,107,0,0,3,0,109
LGA59320,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
LGA59330,4,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,36
LGA59340,10,0,0,5,0,18,6,0,0,3,0,3,4,0,0,0,0,3,8,0,0,0,0,14,14,0,0,3,0,25,37,3,0,6,0,47,33,4,3,6,0,42,56,4,4,4,3,65,28,5,0,3,0,37,23,0,0,0,0,29,22,0,0,4,9,30,19,3,0,8,4,31,255,25,7,39,15,335
LGA59350,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
LGA59360,6,0,0,0,0,6,7,0,0,0,0,7,8,0,0,0,0,8,14,0,0,0,0,14,12,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,67,0,0,0,0,70
LGA59370,24,0,0,0,0,25,11,0,0,0,0,14,6,0,0,0,0,6,20,0,0,0,0,20,38,0,0,0,0,38,88,0,0,0,0,86,82,0,0,0,0,82,71,0,0,0,0,69,22,0,0,0,0,24,16,0,0,0,0,16,10,0,0,0,0,10,28,0,0,0,0,24,423,4,0,0,4,433
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,45,0,0,0,0,52,61,0,0,0,0,61,36,0,0,0,0,42,59,0,0,0,0,62,75,0,0,0,0,78,172,4,0,3,0,172,79,0,0,0,0,90,52,0,0,0,0,52,21,0,0,0,0,21,12,0,0,0,0,10,8,0,0,0,0,6,36,0,0,0,0,39,645,14,12,8,4,682
LGA60410,93,0,7,0,0,106,56,4,4,0,0,62,59,0,8,0,0,68,171,3,12,0,0,183,219,5,23,0,0,245,590,9,63,0,0,666,628,3,20,0,0,649,446,0,3,0,0,451,114,0,0,0,0,119,65,0,0,0,0,70,31,0,0,0,0,31,114,0,5,0,0,121,2594,22,149,5,0,2765
LGA60610,105,0,0,0,0,105,106,3,0,0,0,109,94,0,0,0,0,104,239,5,0,0,0,244,361,0,0,0,0,363,746,7,0,0,0,752,420,6,0,0,0,428,242,0,0,0,0,248,73,0,0,0,0,71,43,0,0,0,0,43,37,0,0,0,0,41,118,0,0,0,0,123,2587,27,6,4,0,2629
LGA60810,143,7,0,0,0,156,97,0,0,0,0,97,91,0,0,3,0,96,224,8,0,0,0,238,298,10,0,0,0,315,824,13,0,0,0,839,563,4,0,0,0,568,351,0,0,0,0,351,89,0,0,0,0,89,84,0,0,0,0,84,46,0,0,0,0,44,143,0,0,0,0,145,2967,55,0,9,0,3032
LGA61010,15,0,0,0,0,15,21,0,0,0,0,21,24,0,0,0,0,24,35,0,0,0,0,38,40,0,0,0,0,40,59,0,0,0,3,57,23,0,0,0,0,26,11,0,0,0,0,11,7,0,0,0,0,7,6,0,0,0,0,6,8,0,0,0,0,7,17,0,0,0,0,17,268,0,0,8,3,270
LGA61210,50,0,0,0,0,60,36,0,0,0,0,40,60,0,0,0,0,60,96,4,0,0,0,98,140,0,0,0,0,144,269,0,0,0,0,272,137,0,0,0,0,136,81,0,0,0,0,81,20,0,0,0,0,20,22,0,0,0,0,21,21,0,0,0,0,19,42,0,0,0,0,43,980,4,0,3,0,992
LGA61410,430,7,3,0,0,440,207,3,0,0,0,210,220,6,0,0,0,226,390,11,0,0,0,404,530,9,0,0,0,540,1627,44,10,0,4,1685,1745,26,13,0,0,1781,1717,8,3,0,4,1739,655,3,0,0,0,661,457,3,4,0,0,463,297,0,0,0,0,295,370,6,4,0,0,381,8644,138,36,8,11,8835
LGA61510,70,0,0,0,0,70,64,0,0,0,0,64,55,0,0,0,0,65,130,0,0,0,0,129,200,3,0,0,0,200,466,5,0,3,0,476,324,0,3,0,0,324,172,0,0,0,0,172,53,0,0,0,0,53,22,0,0,0,0,22,16,0,0,0,0,16,69,0,0,0,0,69,1639,15,9,3,0,1660
LGA61610,137,9,0,0,0,158,122,4,0,0,0,130,113,0,0,0,0,117,236,7,0,0,0,242,399,9,0,0,0,403,1001,16,0,0,0,1022,547,8,0,0,0,560,327,0,0,0,0,331,94,0,0,0,0,94,67,0,0,0,0,71,40,0,0,0,0,40,134,0,0,0,0,134,3225,64,0,5,0,3293
LGA61810,57,0,0,0,0,60,39,0,0,0,0,39,49,0,0,0,0,49,82,0,0,0,0,84,105,0,0,0,0,104,179,0,0,0,0,180,116,0,0,0,0,116,82,5,0,0,0,80,21,0,0,0,0,21,19,0,0,0,0,19,14,0,0,0,0,14,49,0,0,0,0,49,809,3,0,0,0,820
LGA62010,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,9,0,0,0,0,9,4,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,59,0,0,0,0,58
LGA62210,52,0,0,0,0,55,36,0,0,0,0,36,48,6,0,0,0,51,86,0,0,0,0,91,105,3,0,0,0,105,170,4,0,0,0,173,117,0,0,0,0,126,71,0,0,0,0,71,20,0,0,0,0,23,15,0,0,0,0,15,10,0,0,0,0,10,43,0,0,0,0,43,778,10,0,6,0,796
LGA62410,36,0,0,0,0,39,25,0,0,0,0,25,16,0,0,0,0,16,44,0,0,0,0,44,55,0,0,0,0,55,101,0,0,0,0,96,75,0,0,0,0,75,53,0,0,0,0,56,13,0,0,0,0,13,12,0,0,0,0,12,13,0,0,0,0,7,41,0,0,0,0,45,477,9,0,5,6,487
LGA62610,266,4,16,0,0,281,161,3,9,0,0,175,140,3,13,0,0,157,292,13,29,0,0,326,487,21,39,0,0,548,1602,46,79,0,0,1729,1446,15,38,3,0,1507,890,6,16,3,0,919,229,7,4,0,0,237,129,0,0,0,0,135,77,0,3,4,0,83,266,4,18,0,4,290,5985,132,260,15,0,6391
LGA62810,336,28,25,0,0,391,141,13,15,0,0,167,92,8,15,0,0,109,154,9,15,0,0,179,226,26,22,0,0,273,600,71,78,3,0,746,712,69,77,0,0,869,1059,80,63,0,0,1203,556,33,12,0,0,610,502,22,21,0,0,553,411,19,20,0,0,450,205,20,18,0,0,239,5001,399,366,9,6,5784
LGA63010,141,0,0,0,0,142,99,0,0,3,0,107,95,0,0,5,0,94,172,0,0,0,0,177,211,0,0,0,0,213,589,4,0,0,0,594,515,0,0,0,0,524,390,0,0,0,0,393,101,0,0,0,0,101,68,0,0,0,0,73,41,0,0,0,0,46,142,0,0,0,0,142,2576,13,0,11,7,2608
LGA63210,52,0,0,0,0,50,44,0,0,0,0,50,35,0,0,0,0,35,77,0,0,0,0,78,98,0,0,0,0,102,186,4,0,0,0,190,166,0,0,0,0,172,107,0,0,0,0,109,39,0,0,0,0,39,27,0,0,0,0,27,13,0,0,0,0,13,50,0,0,0,0,52,890,6,0,4,0,905
LGA63410,11,0,0,0,0,11,7,0,0,0,0,7,8,0,0,0,0,8,16,0,0,0,0,20,24,0,0,0,0,24,37,0,0,0,6,38,22,0,0,0,0,22,11,0,0,0,0,11,7,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,151,0,0,0,4,154
LGA63610,275,8,0,0,0,290,129,10,0,0,0,141,115,4,3,0,0,123,184,14,3,0,0,198,289,7,4,0,0,296,894,37,9,5,0,939,1091,30,5,0,0,1126,1189,15,6,0,0,1206,425,7,3,0,0,430,343,3,0,0,0,346,188,0,0,0,0,187,247,4,3,0,0,250,5361,125,43,9,8,5544
LGA63810,64,0,0,0,0,70,41,4,0,0,0,46,49,0,0,0,0,53,96,4,0,0,0,101,117,0,0,0,0,124,384,6,0,0,4,394,325,0,0,0,0,328,232,0,0,0,0,230,64,0,0,0,0,64,50,0,0,0,0,50,25,0,0,0,0,28,86,0,0,0,0,87,1531,19,4,10,4,1565
LGA64010,379,23,14,0,0,415,225,15,16,0,0,250,239,12,10,0,0,262,520,49,34,0,0,603,880,48,32,0,0,953,2215,78,65,0,0,2359,1497,59,28,0,0,1591,983,55,13,6,5,1059,299,6,8,0,0,320,219,5,0,0,0,229,149,10,0,0,0,162,378,24,4,0,0,412,7992,383,217,6,6,8604
LGA64210,130,5,8,0,0,140,61,3,3,0,0,70,82,3,0,0,0,90,166,6,3,0,0,175,238,5,11,0,0,250,651,19,10,0,0,680,584,10,3,0,0,595,392,15,0,0,0,404,106,0,4,0,0,112,96,6,0,0,0,101,49,0,0,0,0,50,113,0,5,0,0,118,2669,77,39,0,0,2788
LGA64610,101,0,4,0,0,108,49,0,0,0,0,50,82,4,4,0,0,84,116,0,7,0,0,120,160,4,3,0,0,169,521,9,15,0,0,540,364,3,6,5,0,371,206,0,0,0,0,207,59,0,0,0,0,59,36,0,0,0,0,36,26,0,0,0,0,29,86,0,3,0,0,94,1805,20,36,5,6,1863
LGA64810,138,0,0,0,0,142,96,0,0,0,0,100,83,0,0,0,0,83,161,0,0,0,0,163,208,0,0,0,0,211,648,3,0,0,0,655,626,7,0,0,0,635,487,0,0,0,0,491,107,0,0,0,0,111,69,0,0,0,0,69,39,0,0,0,0,39,137,0,0,0,0,144,2809,13,4,7,3,2834
LGA65010,55,0,0,0,0,56,47,0,0,0,0,50,46,0,0,0,0,46,78,0,0,0,0,78,116,0,0,0,0,116,237,0,0,0,0,237,227,0,0,0,0,227,130,0,0,0,0,129,36,0,0,0,0,36,20,0,0,0,0,20,16,0,0,0,0,16,61,0,0,0,0,61,1074,0,0,0,3,1076
LGA65210,24,0,0,0,0,22,15,0,0,0,0,15,12,0,0,0,0,12,20,0,0,0,0,20,40,0,0,0,0,43,61,0,0,0,0,66,40,0,0,0,0,40,29,0,0,0,0,28,14,0,0,0,0,14,8,0,0,0,0,8,7,0,0,0,0,7,20,0,0,0,0,20,284,0,0,6,0,283
