LGA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
LGA35780,0,40,12,0,37,0,91,0,43,7,0,6,0,54,0,235,30,0,17,0,281,0,130,10,0,5,0,147,0,5,0,3,4,0,13,0,5,0,0,0,0,11,0,3,0,0,5,0,11,0,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4,26,0,51,6,483,64,15,113,4,673
LGA35790,0,43,0,0,7,0,50,0,46,0,0,0,0,53,0,186,4,0,0,0,187,0,120,4,0,0,0,129,0,9,0,0,0,0,9,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,16,0,425,13,0,15,6,458
LGA35800,0,8,0,8,19,0,34,0,12,6,0,0,0,20,0,39,9,23,3,0,73,8,5,3,27,6,4,51,0,0,0,14,3,0,18,0,3,0,9,4,0,17,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,19,17,0,34,5,72,17,111,54,3,264
LGA36070,0,17,4,0,9,0,26,0,10,4,0,0,0,12,0,38,5,0,4,0,42,0,15,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,7,0,25,0,77,31,0,22,0,137
LGA36150,0,0,0,0,6,0,16,0,0,0,4,0,0,4,0,8,10,11,7,0,31,0,4,5,11,5,0,26,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,10,0,14,0,13,7,38,38,0,96
LGA36250,0,96,6,16,12,0,131,3,108,9,0,0,0,124,12,562,26,46,17,3,671,34,258,89,115,38,3,536,66,82,43,160,19,9,376,361,70,38,238,56,7,776,630,51,54,394,52,5,1180,2902,42,25,820,275,12,4078,3169,4,7,431,53,5,3669,841,5,0,140,12,5,996,273,0,0,44,7,0,329,95,0,0,12,0,0,110,41,0,0,11,4,0,58,77,0,0,17,3,0,102,147,88,26,131,42,28,457,8659,1366,312,2578,590,81,13594
LGA36300,0,0,0,0,11,0,13,0,3,0,0,0,0,3,0,0,3,3,9,0,15,4,0,0,6,0,0,11,0,0,0,0,4,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,15,8,5,3,11,36,0,68
LGA36370,8,106,20,17,15,8,173,4,121,3,19,4,0,154,52,300,37,117,27,3,534,218,209,102,200,43,10,793,382,79,42,285,41,5,837,1137,73,43,493,58,4,1806,1809,46,16,573,66,14,2524,1628,14,21,258,39,0,1959,345,4,0,51,12,0,417,80,0,4,15,3,0,108,10,0,0,0,4,0,19,4,0,0,6,3,0,12,0,0,0,0,0,0,4,4,0,0,7,10,0,20,126,97,18,144,99,23,512,5818,1054,312,2188,424,71,9869
LGA36510,4,9,0,12,15,0,39,0,8,0,5,8,0,21,10,55,0,35,28,0,126,38,16,3,76,25,4,161,58,9,5,86,17,0,179,204,14,19,157,38,3,428,667,15,13,252,73,8,1028,552,0,0,166,19,3,737,177,0,0,64,7,0,247,88,0,0,25,0,0,115,33,3,0,10,0,0,43,12,0,0,4,0,0,16,4,0,0,0,0,0,4,11,0,0,12,3,0,22,41,9,6,63,49,9,171,1881,125,47,979,277,31,3343
LGA36580,0,5,0,3,9,0,21,0,0,0,0,3,0,5,0,8,0,32,11,0,57,17,0,8,61,13,0,102,33,10,4,69,5,4,132,155,0,4,103,48,3,312,524,0,0,140,25,3,690,338,0,0,60,12,0,414,40,0,0,12,3,0,53,11,0,0,6,3,0,18,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,6,0,8,12,0,0,44,27,8,98,1145,21,20,547,167,20,1914
LGA36630,9,16,0,22,36,0,89,0,24,4,10,26,0,66,41,67,23,69,32,3,238,201,38,15,116,31,0,403,243,15,3,155,11,0,436,609,17,0,194,25,10,855,567,4,8,136,13,0,723,191,0,4,35,6,0,236,16,0,0,10,0,0,31,7,0,0,0,9,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,0,0,6,5,0,15,33,8,3,70,56,6,183,1933,185,70,825,257,26,3306
LGA36660,3,16,0,13,14,0,45,3,10,0,5,10,0,34,21,48,8,79,36,8,201,134,57,28,151,40,4,416,219,16,4,149,22,4,417,658,14,4,265,31,4,974,752,0,0,208,31,5,1001,208,0,0,66,0,0,284,32,0,0,14,6,0,46,5,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,12,0,0,17,29,12,6,64,46,15,169,2068,181,51,1018,251,46,3609
LGA36720,18,119,5,46,21,0,216,6,204,15,23,34,0,279,32,916,36,127,40,3,1158,112,361,96,260,140,6,990,106,152,54,310,85,15,724,449,126,56,513,172,25,1343,2047,131,83,1173,225,23,3677,6785,68,43,2031,349,31,9305,8146,16,11,1395,209,13,9790,3646,4,3,487,63,12,4211,1238,0,0,239,29,0,1508,497,0,0,100,12,0,619,240,0,0,61,5,0,305,248,0,0,136,39,4,413,391,170,22,405,145,67,1206,23962,2270,431,7303,1567,208,35744
LGA36820,6,21,3,10,38,0,76,0,16,0,8,16,0,37,7,47,19,48,25,0,147,32,60,58,100,38,3,300,60,17,15,127,34,3,258,192,21,13,226,39,3,499,329,6,0,263,35,6,636,262,0,0,110,24,0,400,35,0,0,12,3,0,51,3,0,0,7,5,0,6,0,0,0,3,9,0,15,0,0,0,0,4,0,4,0,0,0,0,5,0,3,5,0,0,3,9,0,12,17,15,4,48,43,10,142,937,207,117,973,321,33,2589
LGA36910,9,91,3,31,40,0,181,10,129,13,28,28,0,218,87,507,44,224,71,6,935,344,221,76,325,82,9,1065,707,96,29,441,63,8,1352,2459,108,45,778,200,18,3609,5388,58,34,1111,178,18,6789,3973,24,13,585,75,10,4687,810,0,4,129,36,0,975,203,3,0,27,7,0,247,37,0,0,9,5,0,51,17,3,0,12,5,0,35,9,0,0,4,0,0,12,17,0,0,17,9,0,38,198,102,19,195,148,51,707,14280,1350,288,3914,951,123,20909
LGA36950,0,31,0,4,94,0,130,0,9,0,0,8,0,17,0,39,0,3,26,0,73,0,36,11,8,28,0,81,0,21,0,4,15,0,39,8,57,11,7,5,0,99,0,61,9,3,14,0,92,0,31,0,9,6,0,39,0,3,3,10,3,0,15,0,0,0,7,0,0,9,0,0,0,4,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,14,5,29,0,14,64,4,114,18,326,36,69,276,9,731
LGA36960,0,45,20,0,31,0,93,0,56,25,0,0,4,85,0,240,95,0,5,8,342,0,207,108,0,5,3,325,0,8,0,0,0,0,14,0,9,0,0,0,0,10,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,5,25,0,61,0,579,277,5,64,18,939
LGA37010,19,188,9,20,26,0,271,9,220,17,16,10,5,278,90,831,52,178,80,6,1231,322,503,103,338,57,12,1332,719,182,41,477,84,16,1517,2508,282,73,838,910,18,4633,4753,124,35,1391,371,25,6691,5807,36,35,951,222,15,7074,1195,22,0,221,51,9,1490,308,0,0,71,14,0,396,97,0,0,35,10,0,141,29,0,0,11,4,0,39,22,0,0,21,5,0,43,49,0,0,38,15,0,107,289,193,37,222,158,45,954,16193,2594,413,4825,2030,140,26199
LGA37300,9,21,0,0,123,0,150,0,0,0,0,18,0,18,0,0,0,0,12,0,13,0,0,0,0,13,0,10,0,0,0,0,3,0,13,11,0,0,5,20,0,39,13,0,0,3,21,0,31,15,0,0,7,16,0,33,66,0,0,10,31,0,100,88,0,0,10,12,0,115,87,0,0,5,22,0,117,47,0,0,7,15,0,63,17,0,0,0,3,0,22,7,0,0,0,4,0,8,19,0,0,6,46,0,69,373,26,5,55,351,3,807
LGA37310,10,17,7,21,43,0,103,3,11,0,18,26,0,63,58,73,40,98,81,9,356,200,53,32,171,40,10,501,253,7,16,229,27,3,536,725,15,9,206,37,5,998,696,3,3,129,31,5,860,161,0,0,50,9,0,227,25,0,0,6,7,0,33,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,6,0,6,4,0,0,0,5,0,3,4,0,0,9,4,0,11,68,8,6,99,189,3,378,2212,189,106,1035,514,35,4092
LGA37340,7,28,0,4,46,0,85,3,25,0,0,31,0,60,24,106,28,53,53,0,266,81,84,77,103,66,11,427,117,26,20,86,62,4,309,344,36,31,128,71,5,613,655,15,14,219,67,0,968,715,0,8,176,80,3,985,338,3,0,88,34,0,463,101,0,0,34,12,0,147,42,0,0,10,17,0,69,8,0,0,5,7,0,25,11,0,0,4,4,0,19,16,0,0,36,26,0,71,44,22,7,90,125,12,302,2493,348,181,1049,705,36,4804
LGA37400,0,5,0,0,12,0,14,0,4,3,0,0,0,13,0,4,3,8,10,0,30,3,4,8,11,3,0,26,4,0,0,15,4,0,22,0,0,0,8,12,0,20,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,20,0,32,7,24,12,60,71,0,170
LGA37550,0,31,0,0,13,0,43,0,32,4,0,3,0,40,0,110,0,0,3,0,108,0,54,4,0,0,0,51,0,4,0,0,0,0,4,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,237,14,0,24,0,271
LGA37570,0,5,28,0,0,0,37,0,0,8,0,0,0,11,0,5,13,0,0,0,16,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,0,0,0,73
LGA37600,0,6,20,0,8,0,30,0,6,35,0,0,0,42,0,19,89,0,0,0,104,0,26,166,0,0,0,189,0,0,7,0,0,0,5,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,60,315,0,10,0,384
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,5,11,6,8,0,0,35,0,29,25,0,0,0,54,12,156,65,26,5,4,269,65,81,156,57,12,0,371,68,22,40,57,8,0,202,153,26,33,82,9,3,305,650,19,33,161,19,0,879,1799,12,19,337,46,0,2210,1187,0,4,209,26,0,1427,432,0,6,77,7,0,520,126,0,4,37,6,0,177,60,0,0,17,3,0,81,36,0,0,20,0,0,59,46,0,0,25,4,0,81,45,16,17,65,19,12,164,4679,370,400,1180,176,24,6840
LGA40120,0,0,0,6,0,0,14,0,4,4,5,4,0,13,4,5,8,18,0,0,38,8,3,19,59,5,0,94,3,4,18,55,5,0,81,32,10,12,63,10,0,131,177,0,3,162,13,4,359,292,0,0,124,12,0,430,154,0,4,42,0,0,203,62,0,0,25,0,0,89,26,0,0,9,0,0,35,7,0,0,4,0,0,16,7,0,0,3,0,0,10,10,0,0,4,6,0,19,6,0,0,42,9,6,63,801,20,70,624,64,14,1585
LGA40150,0,0,0,3,0,0,7,0,0,0,5,0,0,6,0,9,0,11,0,0,21,5,0,0,18,3,0,28,4,0,0,16,0,0,23,18,0,0,38,3,0,67,24,0,0,54,9,4,83,27,0,0,42,6,0,71,17,0,0,15,0,0,28,4,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,26,98,9,5,215,39,5,369
LGA40220,4,0,0,14,11,0,23,0,3,3,3,0,0,14,8,30,4,39,20,0,98,26,30,49,79,37,0,219,34,4,17,71,12,0,147,177,29,30,176,5,0,424,449,6,8,195,23,4,679,277,3,0,88,4,5,385,29,0,0,16,3,0,47,11,0,0,0,0,0,12,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,6,0,13,15,7,7,29,28,8,85,1037,110,126,716,148,19,2155
LGA40250,0,61,8,0,16,0,87,0,122,28,0,0,4,153,0,62,12,0,0,0,69,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,32,3,85,0,297,53,6,51,9,414
LGA40310,0,0,0,5,5,0,10,0,7,10,4,0,0,18,7,32,16,27,17,0,100,6,21,44,38,10,10,127,34,9,14,62,3,0,129,157,9,8,97,16,4,296,359,0,7,162,10,0,541,276,0,0,61,5,0,347,30,0,0,12,3,0,42,4,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,16,6,3,19,15,0,64,898,95,104,499,89,20,1707
LGA40430,0,0,0,4,4,0,7,0,0,0,0,0,0,6,4,0,0,17,0,0,23,11,0,0,21,3,0,37,13,4,0,15,0,0,25,23,0,0,10,3,0,35,28,0,0,3,0,0,30,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,6,0,27,83,9,0,87,19,0,203
LGA40520,0,5,5,4,4,0,23,0,12,4,0,0,0,33,12,101,14,43,21,5,189,101,48,9,69,14,0,243,95,30,8,76,16,0,217,201,18,6,58,7,0,291,96,5,0,39,6,0,145,40,0,0,11,0,0,57,3,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,21,6,20,23,4,87,564,248,44,329,102,11,1303
LGA40700,0,12,4,9,0,0,29,0,18,0,10,0,0,26,16,60,31,45,0,0,146,28,14,27,57,4,0,131,37,7,7,47,0,0,100,181,9,7,94,4,3,292,660,5,0,265,24,3,953,676,0,6,214,14,3,915,400,0,0,131,9,0,548,226,0,0,52,4,0,289,120,0,0,25,0,0,140,65,0,0,20,0,0,83,53,0,0,0,0,0,48,57,0,0,9,0,0,68,25,3,7,48,18,8,102,2539,119,92,1017,85,20,3864
LGA40910,0,24,3,5,4,0,29,0,29,4,6,0,0,43,12,278,55,41,16,3,403,34,101,88,78,11,3,313,45,34,22,67,4,0,175,243,53,47,168,53,5,566,776,41,28,365,50,4,1265,1173,32,19,405,48,4,1675,670,3,5,132,11,0,814,153,0,3,28,0,0,182,34,0,0,7,0,0,49,8,0,0,4,0,0,12,10,0,0,0,0,0,4,4,0,0,10,0,0,10,41,41,17,63,10,24,192,3201,633,287,1371,206,44,5736
LGA41010,0,15,8,0,4,0,32,0,30,17,0,7,0,49,0,34,5,13,14,0,72,8,20,12,17,20,4,74,6,9,0,20,18,4,51,32,9,5,25,5,0,87,45,8,0,32,4,0,87,11,0,0,9,7,0,21,0,0,0,0,4,0,4,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,31,3,65,97,136,48,132,110,14,542
LGA41060,9,92,8,16,3,0,133,0,199,42,15,0,3,268,23,1098,166,113,21,11,1432,76,540,270,195,29,12,1117,116,205,87,213,24,3,652,671,246,132,464,113,16,1644,1769,221,107,949,123,10,3185,2994,109,68,1064,103,13,4356,1285,14,11,315,20,6,1644,359,0,0,76,8,0,452,155,0,0,23,4,0,191,61,0,0,18,3,0,78,33,5,0,6,0,0,39,35,0,0,29,4,0,67,90,172,37,138,40,46,519,7676,2906,939,3632,497,118,15768
LGA41140,0,5,0,6,0,0,16,0,6,0,0,0,0,5,4,48,14,17,9,0,82,19,12,14,39,15,0,97,30,15,6,41,14,3,109,94,11,4,49,3,0,161,122,0,8,52,6,0,184,44,0,0,12,3,0,62,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,3,0,28,21,0,56,315,102,42,262,71,8,797
LGA41190,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,7,0,20,6,0,30,3,4,3,23,0,0,36,0,0,0,15,4,0,14,8,0,0,3,0,0,10,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,16,10,14,10,72,22,0,129
LGA41330,0,0,0,6,3,0,14,0,9,0,3,9,0,18,12,3,0,15,9,4,37,36,6,0,20,11,0,77,19,4,0,6,3,0,34,19,3,0,6,6,0,33,4,0,0,4,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,11,16,0,32,88,26,5,83,57,5,261
LGA41560,0,0,3,8,4,0,19,0,11,0,8,0,0,20,12,97,5,31,12,4,152,52,52,24,72,17,0,211,55,15,6,70,16,0,160,255,23,9,110,13,0,413,286,3,4,83,7,0,378,44,3,0,20,3,0,80,11,0,0,5,5,0,17,0,0,0,0,5,0,8,0,0,0,0,0,0,4,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,11,16,6,5,33,14,3,76,734,207,47,456,103,10,1557
LGA41750,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,17,4,0,22,0,0,0,12,0,0,15,0,0,0,8,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,5,4,0,50,19,0,76
LGA41830,0,0,6,0,3,0,12,0,0,0,0,0,0,3,4,12,0,10,7,0,33,7,5,0,15,7,0,41,10,0,0,10,0,0,20,13,0,0,9,0,0,27,6,0,0,0,0,0,4,4,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,0,3,5,13,0,23,41,28,12,52,42,3,179
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,14,6,0,0,17,5,0,24,0,0,0,11,0,0,15,11,3,0,13,5,0,26,6,0,0,7,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,20,20,3,16,64,24,0,127
LGA42030,0,12,4,0,0,3,18,0,21,14,0,0,0,39,5,206,8,8,12,0,245,24,60,19,32,8,0,137,36,31,7,67,14,0,158,315,35,13,148,75,0,586,677,23,10,196,18,5,927,359,0,10,75,15,0,463,60,0,0,19,5,0,79,16,0,0,6,0,0,23,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,23,16,12,27,22,11,105,1508,398,92,598,171,20,2786
LGA42110,0,0,0,10,4,0,14,0,3,4,4,4,0,8,8,7,4,27,10,0,53,28,4,3,35,4,0,76,19,0,4,28,0,0,50,27,0,0,23,6,0,56,9,0,0,14,0,0,25,4,0,0,5,0,0,10,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,7,0,29,94,15,14,166,36,0,325
LGA42250,0,0,0,4,6,0,8,0,0,0,9,0,0,9,0,0,0,32,16,0,45,20,0,0,23,10,0,52,17,0,0,22,9,0,48,29,0,0,21,0,0,57,23,0,0,17,0,0,37,13,0,0,9,0,0,16,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,24,102,0,4,150,56,0,312
LGA42600,0,0,0,7,0,0,10,0,18,5,4,0,0,23,16,109,52,30,4,0,206,27,31,87,75,3,4,234,37,12,15,65,10,0,141,371,14,16,141,16,6,559,826,8,8,358,17,0,1209,812,8,14,308,19,4,1160,426,3,3,134,6,0,576,198,0,7,50,6,0,253,70,0,0,23,0,0,100,47,0,0,21,0,0,66,31,0,0,7,4,0,40,29,0,0,17,5,0,54,30,8,45,42,14,12,146,2920,208,233,1286,98,34,4774
LGA42750,0,0,8,3,0,0,18,0,3,6,7,0,0,10,3,14,0,22,7,0,49,16,12,11,48,8,0,97,31,6,0,24,10,0,78,40,4,0,42,3,0,85,36,0,0,21,7,0,64,9,0,0,11,0,0,19,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,20,0,4,3,23,14,0,50,131,48,18,226,60,3,493
LGA43080,0,0,0,0,0,0,6,0,0,0,7,0,0,7,0,0,0,4,0,0,8,5,0,0,8,0,0,20,0,0,0,7,0,0,4,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,10,0,0,30,10,0,56
LGA43220,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,11,6,0,19,7,0,0,23,3,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,14,6,0,7,51,10,0,78
LGA43360,0,0,0,4,3,0,4,0,0,0,3,0,0,3,5,4,0,6,0,0,24,16,6,13,7,4,5,51,10,5,0,9,4,0,32,33,0,0,12,0,0,51,7,0,0,8,3,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,20,84,8,11,66,33,6,203
LGA43650,0,0,0,4,0,0,9,0,0,0,3,0,0,8,5,22,5,17,14,0,52,18,3,3,29,11,0,59,12,0,0,39,5,0,57,39,7,0,52,30,0,130,77,0,0,62,17,0,154,93,0,0,34,0,0,125,40,0,0,13,0,0,50,7,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,25,285,39,8,277,80,0,688
