LGA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
LGA21180,3251,2126,2908,2375,2088,1766,1246,789,443,16987,33771,24459,30457,26413,24558,23030,18172,9642,3673,194181
LGA21270,90,74,53,56,99,111,76,64,64,691,954,570,556,513,806,1067,958,542,278,6243
LGA21370,666,404,389,370,459,509,434,300,181,3707,6618,4105,3989,3901,4901,5676,4938,3102,1266,38493
LGA21450,2210,1145,1309,1231,1116,820,569,349,170,8918,26732,14308,18525,17441,14390,11460,8421,4485,1466,117228
LGA21610,6173,3545,4042,3748,3114,2307,1378,733,340,25392,83062,47317,55569,57909,45078,35891,23194,11572,4158,363743
LGA21670,242,133,100,120,180,173,163,129,52,1282,1968,1223,1161,1114,1663,2090,2226,1434,499,13372
LGA21750,362,210,240,210,281,289,253,128,47,2023,3744,2288,2649,2482,2835,3226,2972,1571,638,22402
LGA21830,247,226,145,143,190,194,166,100,65,1476,2674,1675,1588,1574,2069,2493,2047,1267,510,15897
LGA21890,1444,1204,1760,1419,1402,960,693,495,406,9779,22134,16132,28309,23582,20233,15206,10396,7285,3884,147167
LGA22110,810,451,479,478,609,643,675,417,234,4796,7321,4187,4447,4566,5654,7647,8385,4680,1487,48371
LGA22170,2145,1310,1523,1489,1543,1158,774,527,314,10780,25749,15529,19079,19617,18895,16733,12665,7200,3051,138517
LGA22250,201,98,78,128,142,138,165,100,51,1100,1674,931,888,1004,1294,1638,1688,1047,399,10562
LGA22310,1276,969,1217,1106,1062,790,677,463,358,7915,25900,17621,22217,21757,20260,15832,12743,7123,3941,147403
LGA22410,311,196,158,222,244,258,242,134,52,1819,3078,1943,1879,2056,2681,3295,2912,1488,576,19917
LGA22490,486,223,180,212,294,221,156,61,14,1852,5496,2796,2517,3315,3659,3162,2465,989,260,24656
LGA22620,2116,1251,1288,1192,1228,1223,838,630,418,10189,22734,14452,15733,14685,14648,15052,13027,7373,3075,120784
LGA22670,2299,1478,2333,1849,1457,1298,902,603,284,12495,27477,19960,27775,23091,18510,16664,13275,8046,3441,158237
LGA22750,3739,2717,2916,2662,2470,2150,1740,1166,594,20159,47765,32349,38040,34267,32937,31639,28367,16298,6801,268473
LGA22830,1419,894,966,913,869,800,556,408,181,7017,13221,8039,8958,8172,8555,8385,6911,4097,1642,67982
LGA22910,265,131,128,179,214,258,240,131,65,1608,2378,1181,1314,1781,2424,2876,2765,1285,457,16472
LGA22980,75,30,40,44,45,61,61,41,46,446,848,514,608,536,656,907,770,536,274,5644
LGA23110,1232,673,979,974,868,683,475,309,187,6382,16807,8987,12358,14146,12786,10924,7892,4520,2109,90528
LGA23190,315,243,219,178,175,174,132,110,64,1603,3740,2369,2561,2282,2443,2723,2168,1398,660,20356
LGA23270,4614,2684,3304,3001,2341,1830,1012,576,214,19561,54731,31811,40143,37150,28692,24614,16119,7823,2450,243524
LGA23350,241,150,151,190,215,210,153,111,30,1443,3006,1537,1446,1899,2401,2744,2385,1206,398,17029
LGA23430,1562,1053,1260,1266,1291,1062,846,664,322,9339,27075,16895,19755,22656,22718,18979,15019,9393,4374,156863
LGA23670,1597,1109,1168,1138,1173,1086,730,523,291,8814,27136,18947,20172,22267,21481,20347,15666,8803,3576,158406
LGA23810,1695,1003,1019,978,920,950,793,576,445,8376,13752,8756,9913,8948,9303,10452,9053,5042,2029,77237
LGA23940,134,83,65,88,122,192,162,90,74,1013,1156,636,635,684,978,1370,1303,639,304,7707
LGA24130,731,485,321,432,580,496,389,214,70,3710,10186,5448,4407,6627,7771,6861,5697,2926,891,50802
LGA24210,964,756,633,750,848,717,597,519,320,6098,20142,14645,13337,16031,16626,15722,12787,9935,4493,123723
LGA24250,177,118,96,146,136,170,123,64,15,1034,1802,963,891,1148,1271,1682,1586,735,230,10315
LGA24330,888,700,1443,1046,777,610,384,223,122,6201,13166,8996,19053,15110,10864,8154,5208,2655,1332,84526
LGA24410,1157,763,817,894,819,726,493,370,316,6356,20926,12870,14943,16764,15243,13421,10487,6385,2885,113926
LGA24600,1075,2732,4810,2561,1480,1118,775,372,217,15145,10474,32105,53517,23836,12357,9670,6748,3280,1304,153293
LGA24650,3610,2163,2975,2749,1927,1199,710,317,122,15785,43605,22599,28339,30503,22406,15036,10577,4291,1145,178500
LGA24780,1234,720,776,741,720,741,575,351,224,6092,10550,6463,7647,6697,7092,7465,6104,3496,1526,57048
LGA24850,978,570,572,594,544,509,327,173,75,4342,10289,6014,7023,6558,6375,5856,4375,2144,719,49344
LGA24900,582,314,332,336,392,388,362,243,107,3061,5061,2959,3085,3034,3718,4392,4338,2661,1031,30276
LGA24970,1560,1743,2035,1429,1330,1084,838,766,610,11390,29638,27259,29322,25972,23754,19919,16104,12212,6202,190387
LGA25060,1203,952,1235,1067,1117,887,578,376,167,7583,19467,14164,18292,17432,16849,13847,10613,6739,3179,120582
LGA25150,650,330,340,362,397,328,254,112,47,2814,7590,4057,4694,5107,5025,4558,3780,1802,631,37238
LGA25250,1799,1336,2352,1750,1446,990,659,536,401,11271,26351,19504,36595,28310,20628,15663,10489,7535,4633,169709
LGA25340,2350,1420,1168,1426,1827,1617,1548,1154,670,13178,27772,17554,14766,17943,22731,22783,22933,15255,5958,167690
LGA25430,252,203,366,337,315,270,264,189,138,2344,2838,1575,1739,2258,2774,3278,3295,1755,653,20168
LGA25490,271,170,156,137,201,202,192,98,38,1463,3287,1735,1731,1865,2243,2604,2283,1040,362,17156
LGA25620,251,163,126,172,264,278,216,105,22,1609,2260,1387,1295,1590,2163,2597,2353,1197,338,15182
LGA25710,689,498,275,426,556,520,326,177,67,3530,11644,8365,5532,7602,9793,9032,6364,2807,873,62007
LGA25810,220,121,157,133,150,195,171,128,94,1365,1806,1144,1370,1166,1459,1899,1765,996,377,11979
LGA25900,805,856,1961,1558,1246,1003,634,440,287,8800,11452,9000,22975,18112,14433,11347,7760,4109,1433,100625
LGA25990,151,92,95,160,176,138,162,77,27,1076,1120,672,646,768,1121,1212,1271,592,189,7585
LGA26080,20,7,19,25,19,48,51,40,19,255,328,229,184,241,331,587,762,501,172,3331
LGA26170,519,258,225,291,296,372,340,206,102,2603,5149,2836,2656,3120,3900,4772,4655,2374,854,30320
LGA26260,270,135,139,139,163,160,171,114,62,1348,2818,1734,1700,1702,2008,2386,2259,1310,578,16508
LGA26350,760,818,1591,979,838,706,556,498,349,7091,11851,12534,23529,14857,12412,10437,8704,5954,2749,103030
LGA26430,185,113,97,113,156,197,196,110,62,1233,1622,938,914,1128,1367,1910,2023,1048,426,11378
LGA26490,539,294,266,376,399,309,312,143,99,2736,7443,3703,3688,5347,5176,4918,4443,2016,721,37457
LGA26610,565,277,354,344,263,333,223,125,76,2554,3984,2309,3053,2704,2372,2881,2256,1319,594,21478
LGA26670,88,55,46,67,69,81,97,61,42,602,957,465,470,617,742,1073,984,498,209,6012
LGA26700,492,267,254,275,308,311,256,198,105,2471,5194,3073,3094,3289,3864,4063,3719,2328,971,29597
LGA26730,617,410,351,428,389,327,270,208,173,3173,6161,3990,4544,4250,4451,4555,3920,2294,1113,35280
LGA26810,789,552,795,789,573,547,502,228,115,4896,7786,4763,5225,5229,5483,6512,6162,3027,1023,45200
LGA26890,66,39,22,36,66,54,64,40,15,397,669,313,365,386,510,676,597,314,141,3960
LGA26980,1326,1376,1435,1151,1151,932,771,621,556,9321,26906,22657,23585,23285,22643,18548,15034,10566,5442,168655
LGA27070,3574,2074,2449,2328,1992,1532,1050,745,494,16230,48710,27526,35795,37230,27832,22607,16991,8905,3327,228924
LGA27170,774,459,435,415,385,328,249,159,81,3285,8670,5405,5868,5451,5186,4929,4233,2252,840,42837
LGA27260,5869,2989,4299,4051,2387,1482,882,435,247,22650,74140,33993,50990,57034,31345,21859,14235,5994,1851,291436
LGA27350,764,736,1856,1165,861,769,533,299,162,7149,9414,9049,26361,15027,10166,8365,6143,3235,1299,89061
LGA27450,2073,1393,1241,1245,1446,1315,848,482,183,10235,28850,18048,18979,20188,21298,19828,15708,8338,2630,153862
LGA27630,96,68,56,56,72,93,90,90,50,659,1017,591,586,575,728,1109,970,596,278,6457
LGA29399,133,278,195,117,150,110,59,18,0,1058,594,1115,827,479,530,464,249,59,8,4325
LGA29799,0,4,38,98,129,111,13,0,0,389,0,9,52,140,182,158,16,0,0,565
LGA30250,68,18,37,21,9,15,5,0,0,173,248,188,198,140,150,108,42,5,0,1085
LGA30300,115,65,67,55,79,72,41,31,23,534,862,525,553,497,623,683,585,254,68,4654
LGA30370,409,292,366,447,461,430,247,133,51,2836,3062,1639,2062,2255,2202,2200,1510,849,261,16044
LGA30410,67,33,38,41,38,82,63,50,10,417,516,275,348,322,410,577,632,302,70,3446
LGA30450,4,21,8,6,9,18,24,10,0,96,45,67,39,38,61,96,108,47,0,497
LGA30760,26,22,21,25,28,40,38,30,28,258,309,193,214,217,239,346,386,187,62,2158
LGA30900,18,5,9,10,14,25,20,0,0,104,109,64,76,49,74,111,102,23,0,610
LGA31000,12952,11723,15091,12485,10709,7975,5351,3545,2574,82406,216728,171634,206045,189151,163213,126394,92569,52586,22646,1240959
LGA31750,0,5,7,9,11,17,13,0,0,62,57,58,70,76,74,105,80,21,0,541
LGA31820,1731,1009,973,853,1088,1172,1155,705,274,8957,16345,10409,10181,10060,12065,14499,15216,9022,2754,100544
LGA31900,350,253,250,207,232,216,175,141,55,1879,2795,1821,1814,1731,2147,2464,2356,1359,498,16991
LGA31950,18,25,24,26,48,98,82,21,0,336,96,111,115,111,140,294,249,63,0,1171
LGA32080,3536,2695,3348,2769,2846,2537,2080,1037,368,21219,32092,19841,22597,23053,24067,21928,17388,8303,2586,171857
LGA32250,42,48,36,42,43,52,61,36,3,364,510,363,358,321,376,594,697,273,17,3501
LGA32260,739,354,464,431,476,493,492,227,71,3741,5231,2772,3319,3182,3790,5113,4936,2319,747,31411
LGA32270,757,557,866,1013,974,853,397,151,57,5625,6479,3513,4664,4809,4477,4206,2534,925,206,31821
LGA32310,363,259,228,300,330,326,267,134,34,2238,2366,1497,1281,1434,1682,1878,1879,895,254,13169
LGA32330,47,6,0,0,0,3,0,0,0,62,423,196,165,120,116,100,33,16,5,1169
LGA32450,122,128,175,195,194,174,172,28,3,1200,776,614,832,826,803,809,757,173,28,5612
LGA32500,189,130,272,170,234,275,229,46,8,1545,994,565,967,797,971,1425,1227,298,24,7271
LGA32600,14,8,11,7,6,8,9,0,0,64,59,25,58,39,56,86,71,21,0,417
LGA32750,12,7,11,17,10,16,10,0,0,77,32,48,63,49,61,80,57,16,0,407
LGA32770,26,0,25,13,7,16,6,0,0,92,443,268,253,174,152,123,36,6,4,1458
LGA32810,281,195,349,249,288,425,460,173,30,2453,2071,1154,1881,1702,2020,2771,2647,1120,222,15588
LGA33100,16,10,11,20,21,46,52,18,0,204,139,82,102,124,180,365,431,103,15,1535
LGA33200,38,36,56,23,57,65,61,12,8,359,272,165,240,139,243,314,323,115,31,1846
LGA33220,1698,1159,1097,1164,1220,1370,1406,963,356,10433,16898,10366,9527,10659,13187,17590,20235,11192,3237,112896
LGA33360,1360,679,857,920,963,928,656,266,95,6729,13731,7151,8002,8463,9080,9034,6465,2581,680,65201
LGA33430,9690,6996,8306,7378,7169,6067,4930,3241,1653,55434,110375,75840,86286,84805,83538,73299,63409,37082,13125,627764
LGA33610,255,130,161,158,150,166,122,73,16,1234,2162,1035,1220,1245,1298,1444,1167,685,240,10486
LGA33620,1014,592,529,559,713,695,589,344,113,5143,8863,5238,4925,5493,6824,8474,8239,4206,1193,53449
LGA33800,194,136,98,94,161,161,172,103,41,1157,1670,1035,960,969,1369,1936,2025,1151,459,11576
LGA33830,50,8,10,6,11,6,0,0,0,92,280,134,170,116,125,90,53,11,6,987
LGA33960,5013,3001,3225,2807,2160,1578,984,621,353,19733,53555,30558,35120,32704,27384,22510,15490,7952,2604,227873
LGA33980,601,1122,2570,2432,2444,1819,469,123,19,11590,4677,3159,6148,6024,5759,4568,1776,542,102,32756
LGA34420,81,27,50,15,32,27,7,7,0,245,272,172,186,102,162,85,53,12,0,1040
LGA34530,704,545,640,646,541,586,534,277,108,4583,7265,4218,4020,4565,4948,5961,5497,2732,769,39982
LGA34570,57,10,7,12,15,5,6,4,0,118,162,115,104,67,89,54,30,11,6,634
LGA34580,770,635,554,517,505,398,279,178,55,3890,7804,5087,5088,4900,5266,5334,4215,2218,661,40580
LGA34590,8279,4731,4786,4413,3683,2637,1794,1071,527,31917,77405,45820,49506,46721,42102,35456,27632,13712,4073,342435
LGA34710,98,70,78,73,71,110,77,23,8,614,721,397,492,492,494,682,668,241,92,4285
LGA34770,2681,1653,1692,1733,1719,1605,1091,651,241,13078,24514,14182,15117,15547,15629,15715,11612,5868,2007,120196
LGA34800,16,43,163,170,141,100,57,7,0,704,151,148,346,358,275,284,211,53,8,1834
LGA34830,15,14,11,14,11,12,4,0,0,79,128,73,88,54,47,54,31,9,0,467
LGA34860,382,253,272,260,280,263,189,105,60,2058,2703,1528,1759,1779,1816,1871,1481,711,230,13870
LGA34880,590,508,814,625,514,445,363,186,53,4095,3921,2394,2913,2689,3138,3413,3080,1705,479,23729
LGA35010,7499,4751,4829,4622,4331,3073,2509,1570,862,34044,94285,56858,57917,61887,62629,54275,48115,26536,8475,470970
LGA35250,22,9,23,9,12,6,4,9,0,90,238,176,147,143,124,104,37,30,0,1001
LGA35300,491,472,580,504,535,512,328,110,26,3558,4489,2782,3583,2906,2625,2500,1539,590,113,21134
LGA35600,91,60,91,56,80,126,67,31,18,611,697,382,552,417,534,785,608,240,117,4326
LGA35670,68,30,39,30,26,27,12,0,0,222,242,153,118,116,105,80,32,4,0,853
LGA35740,769,440,476,581,697,732,656,449,268,5073,8533,5106,4349,6157,8190,9265,9583,5504,1680,58365
LGA35760,217,166,150,133,187,180,183,114,37,1366,1581,993,1033,1015,1327,1620,1610,921,283,10383
LGA35780,213,48,51,68,49,59,48,6,0,538,990,479,463,359,314,348,225,29,5,3199
LGA35790,65,13,27,13,25,18,9,5,0,172,635,332,308,228,249,206,89,15,0,2070
LGA35800,29,13,17,10,18,41,44,13,0,187,373,142,206,166,231,353,368,152,40,2034
LGA36070,66,18,39,24,20,14,13,4,0,191,131,107,140,138,109,61,33,9,0,730
LGA36150,22,0,5,6,7,16,9,4,4,73,135,51,101,78,113,186,143,51,11,866
LGA36250,1965,1254,1026,1065,1308,1158,884,515,309,9482,28393,18199,16030,19409,21510,21351,18597,10338,3815,157650
LGA36300,30,14,26,29,25,26,37,11,4,207,167,68,121,103,96,155,137,37,7,897
LGA36370,1741,1097,1110,992,985,874,627,357,159,7935,16675,10493,10996,10116,9552,9788,7728,4445,1789,81585
LGA36510,780,460,453,532,624,527,434,256,142,4209,7581,4367,3926,4984,6120,6506,5764,3024,965,43250
LGA36580,451,256,223,294,335,286,244,163,42,2300,4641,2508,2456,2895,3382,3733,3425,1642,350,25036
LGA36630,747,428,354,358,471,500,487,282,76,3700,5621,3408,3212,3145,4004,4872,5149,2713,813,32938
LGA36660,702,374,339,372,473,484,474,280,112,3610,6277,3668,3472,3518,4493,5362,5415,3019,999,36217
LGA36720,5021,3397,3156,3456,3597,3311,2781,1928,1059,27703,59777,37482,37745,42085,45335,44808,41863,25159,9216,343461
LGA36820,603,373,353,315,418,477,470,253,129,3403,4581,2508,2450,2685,3461,4473,4567,2266,723,27711
LGA36910,2761,1907,1713,1625,1707,1620,1267,899,443,13941,33971,22078,21710,20266,20705,20319,17881,11211,4365,172512
LGA36950,103,54,45,41,43,38,29,4,5,359,939,542,571,499,455,430,220,63,12,3736
LGA36960,139,21,29,33,26,42,18,4,0,302,1263,497,620,509,409,352,202,66,18,3933
LGA37010,3756,3389,3268,2775,2448,1969,1476,754,320,20162,37254,27757,27629,24794,24428,22887,17901,8816,2780,194244
LGA37300,124,96,162,114,112,98,14,6,0,722,1058,565,870,681,674,492,155,43,5,4537
LGA37310,842,609,847,702,732,587,367,202,107,4992,7230,4009,4839,4386,4746,4499,3540,1828,620,35708
LGA37340,783,633,1146,896,960,1125,834,308,60,6738,6631,4186,6111,5235,5526,6503,5690,2317,542,42752
LGA37400,33,25,36,28,45,67,117,26,0,379,199,104,158,146,227,365,410,122,23,1748
LGA37550,65,9,13,8,5,4,0,0,0,106,357,161,168,98,110,70,36,8,0,1009
LGA37570,23,6,3,0,0,3,0,0,0,32,77,31,54,29,36,36,13,8,0,279
LGA37600,128,13,16,7,8,14,3,4,0,202,745,474,393,273,257,211,94,31,3,2494
LGA39799,0,13,60,75,43,16,12,0,0,220,6,24,87,111,79,34,14,0,0,354
LGA40070,289,693,936,688,562,497,380,200,151,4408,1754,6386,6708,3763,2900,2887,2611,1377,594,28990
LGA40120,430,302,200,273,353,322,246,131,45,2299,7258,4675,3396,4770,5998,5808,4834,2317,755,39817
LGA40150,167,120,104,99,114,104,46,39,6,806,1838,1125,1219,1161,1431,1458,911,403,91,9638
LGA40220,318,190,157,165,242,288,291,189,72,1912,4062,2446,2189,2596,3425,4317,5165,3017,931,28142
LGA40250,61,50,53,21,34,25,7,5,7,264,561,440,479,314,286,218,80,27,19,2426
LGA40310,258,182,109,156,209,190,191,107,66,1463,4380,2534,2298,2963,3371,3513,3227,1750,675,24713
LGA40430,46,22,16,23,27,46,35,28,7,250,384,163,175,188,306,459,525,309,111,2612
LGA40520,143,97,77,94,99,131,123,55,28,856,1667,1148,1152,1119,1340,1536,1480,745,352,10545
LGA40700,298,229,169,217,244,184,169,160,68,1736,7773,5742,4185,5623,6182,5614,5403,3556,1567,45644
LGA40910,440,341,333,325,366,322,195,252,198,2764,8895,6431,7445,7395,6922,6232,5082,4012,1896,54305
LGA41010,112,45,57,50,70,57,38,20,5,454,731,364,492,393,501,508,487,193,47,3727
LGA41060,1171,929,997,928,1029,900,614,390,187,7147,18458,13828,18109,15645,15603,15274,12301,7679,3727,120629
LGA41140,119,73,64,60,101,137,100,72,25,747,1530,797,863,976,1209,1454,1364,757,261,9206
LGA41190,21,11,15,16,27,25,19,16,10,152,338,144,186,172,216,287,234,122,57,1759
LGA41330,44,30,47,47,59,80,94,72,12,492,239,131,245,220,246,383,398,247,28,2138
LGA41560,209,102,106,125,142,190,183,154,79,1302,2148,1225,1272,1344,1714,2388,2674,1586,516,14870
LGA41750,23,9,12,14,6,24,20,3,0,119,209,80,109,130,117,234,192,72,20,1150
LGA41830,18,13,28,18,15,36,43,24,4,199,243,129,177,149,193,337,399,172,49,1848
LGA41960,26,7,15,19,22,16,26,13,0,148,199,92,134,133,153,214,238,101,29,1290
LGA42030,346,213,194,188,164,197,126,94,52,1582,4378,2903,3092,2834,2953,3331,2613,1824,830,24760
LGA42110,83,39,28,50,49,74,55,36,7,423,635,339,340,376,499,776,660,324,107,4054
LGA42250,150,118,218,297,236,219,136,80,52,1510,1447,899,791,1118,1304,1308,1028,422,134,8450
LGA42600,241,192,181,229,261,285,267,180,77,1912,4982,3889,3948,4336,4761,5366,5265,3057,1521,37129
LGA42750,81,35,53,52,66,112,81,42,26,553,792,358,515,520,620,894,819,394,120,5027
LGA43080,14,10,5,10,8,26,9,8,0,90,158,84,90,88,124,164,143,75,41,964
LGA43220,18,4,10,13,12,8,8,9,4,82,223,68,110,129,119,152,113,80,37,1033
LGA43360,17,17,7,13,22,28,30,20,8,164,319,202,209,221,249,344,403,216,86,2249
LGA43650,209,123,93,114,160,135,88,42,17,980,3148,2076,1548,1869,2248,2236,1512,686,223,15548
LGA43710,84,51,65,96,113,101,84,28,3,618,1188,488,534,747,841,892,785,320,79,5884
LGA43790,192,110,106,93,135,138,164,91,34,1055,2007,1091,1189,1155,1497,1633,1711,967,393,11634
LGA44000,10,4,6,3,9,7,3,0,0,38,19,13,14,9,21,22,10,4,0,102
LGA44060,840,636,641,623,630,599,399,235,150,4758,15220,11147,14044,13200,11194,11086,9668,5203,2705,93468
LGA44210,124,79,117,159,147,176,186,77,28,1106,1187,697,736,815,1230,1740,1798,817,211,9224
LGA44340,531,382,339,355,447,397,335,289,197,3271,11643,8386,7056,8569,9203,8216,7171,4688,2268,67204
LGA44550,534,275,280,311,294,270,215,111,56,2334,7632,4590,4798,4952,5191,4617,3967,2002,739,38477
LGA44620,419,262,249,236,283,232,207,159,113,2171,4873,3149,3415,3054,3314,3336,2919,1797,796,26653
LGA44830,53,26,22,36,53,72,84,44,7,401,429,208,230,259,381,647,597,289,87,3123
LGA45040,366,252,358,349,309,245,167,120,58,2222,3655,2383,2629,2377,2656,2935,2502,1638,618,21394
LGA45090,143,65,87,95,86,111,87,65,24,759,1603,845,1044,1134,1060,1146,947,562,210,8558
LGA45120,73,32,29,32,38,38,31,38,7,312,816,378,386,468,528,720,672,390,135,4495
LGA45290,252,244,271,240,286,236,171,134,88,1923,5322,4544,5692,4873,4533,4464,3826,2578,1345,37173
LGA45340,2242,1378,1262,1358,1335,1232,902,568,275,10543,30964,19917,21070,22218,22331,21776,19686,10483,3855,172314
LGA45400,12,6,8,11,9,17,22,9,9,98,148,65,77,89,96,153,161,68,52,907
LGA45540,26,19,30,30,38,47,29,21,12,256,206,133,116,159,212,322,326,170,45,1683
LGA45680,2135,1204,1344,1049,903,759,527,351,232,8504,22658,13087,15693,12613,11171,10820,7139,3941,1594,98729
LGA45890,1481,1104,1511,1445,1180,932,598,373,163,8779,22303,15438,22226,19691,16071,15154,11475,6120,2967,131443
LGA46090,347,244,443,363,265,240,158,80,25,2179,2576,1551,2150,1698,1757,1961,1510,835,263,14311
LGA46300,250,165,163,139,166,166,123,94,62,1323,2582,1618,1796,1611,1772,1886,1609,956,429,14250
LGA46450,338,192,186,173,219,173,135,89,34,1540,3044,2019,1912,1757,2218,2410,2085,1348,513,17307
LGA46510,149,161,200,141,154,140,81,48,37,1113,3844,2751,3536,3203,2726,2711,1904,863,474,22009
LGA46670,130,103,114,83,121,111,106,57,25,852,1593,1083,1254,1074,1277,1427,1312,674,274,9951
LGA46860,5,10,6,12,12,26,23,20,0,101,233,113,145,163,198,298,292,159,26,1624
LGA46970,103,145,411,315,287,184,23,5,0,1477,997,639,1725,1404,1087,744,113,20,3,6740
LGA47140,2142,1317,1290,1355,1173,930,641,386,191,9428,28361,18827,21140,20319,17475,16259,12626,7044,2574,144634
LGA47290,34,22,12,33,35,27,20,12,9,201,323,177,246,246,244,296,247,138,69,1987
LGA47490,35,18,12,21,24,41,45,21,14,234,409,126,203,231,276,376,424,139,58,2240
LGA47630,100,72,93,82,115,93,53,33,10,662,1243,739,876,840,951,909,722,408,169,6859
LGA47700,951,641,519,595,720,570,457,344,278,5077,17465,11657,11965,13330,13001,12278,10976,6737,2464,99881
LGA47800,112,79,77,64,85,76,73,55,26,637,881,492,593,536,631,907,732,483,138,5406
LGA47910,40,5,15,18,20,35,44,28,11,220,475,193,235,271,336,453,480,278,120,2824
LGA47980,251,191,179,213,221,205,181,137,116,1693,6016,4438,4734,4993,5005,4569,4273,2575,1574,38181
LGA48050,152,69,68,74,88,122,162,111,59,907,2000,1128,1035,1278,1561,2292,3399,2313,900,15907
LGA48130,88,60,46,58,59,75,60,35,8,491,1284,708,667,713,851,989,878,455,189,6740
LGA48260,45,39,54,54,61,54,43,30,16,400,1211,979,911,962,1062,1006,980,638,338,8090
LGA48340,163,109,93,99,157,158,127,90,32,1019,1895,1182,1015,1210,1576,1842,1688,846,305,11556
LGA48410,469,419,486,433,396,351,228,210,130,3121,8965,7698,10985,8608,7256,6706,5062,3592,2307,61183
LGA48540,404,233,259,225,270,268,136,106,47,1948,3807,2464,2794,2393,2998,3064,2114,1407,447,21484
LGA48640,32,20,11,13,24,26,11,8,14,156,243,92,111,142,151,188,139,64,43,1176
LGA48750,48,26,24,44,58,66,67,35,7,377,787,430,370,490,697,1069,1226,563,174,5808
LGA48830,174,86,90,99,107,174,194,113,47,1080,1581,742,877,986,1205,2138,2413,1313,419,11678
LGA49399,65,122,281,241,283,313,165,36,7,1515,471,554,1012,855,1096,1273,793,191,29,6261
LGA49799,0,0,0,4,5,0,0,0,0,6,0,0,0,16,10,0,0,0,0,34
LGA50080,559,410,509,465,460,450,337,192,106,3493,6798,4196,4154,4214,4881,5284,4591,2784,1144,38047
LGA50210,1709,904,1014,978,801,610,371,235,131,6743,22012,10594,13720,15076,10646,9021,6873,3278,1023,92236
LGA50250,265,302,949,915,940,677,232,54,3,4328,1763,1055,3120,3053,2872,2293,1033,233,18,15435
LGA50280,384,146,190,259,269,217,152,50,29,1700,3371,1253,1755,2546,2381,2248,1843,741,286,16423
LGA50350,213,142,169,162,151,139,102,52,21,1153,2779,1604,2142,2316,2070,1915,1518,815,353,15517
LGA50420,664,507,663,628,545,457,326,246,175,4211,11004,7264,11283,10380,8510,7565,6425,3793,1627,67849
LGA50490,570,461,709,577,483,366,222,153,122,3655,6730,4915,8381,6485,4985,4417,3207,1794,868,41791
LGA50560,23,13,15,16,38,34,37,19,3,213,207,101,117,155,212,284,333,164,50,1616
LGA50630,38,11,20,23,30,27,17,10,0,176,375,138,244,294,324,324,199,83,20,2005
LGA50770,61,16,16,24,36,38,21,21,5,241,364,136,128,208,231,291,237,163,32,1784
LGA50840,82,45,36,55,68,81,67,33,9,473,865,395,408,539,693,887,875,403,104,5172
LGA50910,34,13,8,20,15,12,7,3,0,118,157,63,77,98,135,126,121,86,41,905
LGA50980,742,377,636,551,591,646,468,183,35,4229,4631,2146,3558,3382,3083,3717,3626,1114,138,25391
LGA51080,43,7,13,9,16,25,8,7,0,133,224,86,116,127,123,177,98,55,14,1017
LGA51120,25,21,19,15,30,27,24,17,6,197,179,80,108,113,123,137,136,64,23,968
LGA51190,528,391,585,499,457,378,257,165,108,3371,5429,3551,4177,4049,4247,4309,3640,2064,957,32415
LGA51260,664,320,375,408,424,448,397,224,80,3348,7738,3657,3812,5029,5335,5270,5335,2839,1039,40061
LGA51310,245,154,139,140,178,174,135,84,50,1304,5679,3421,2729,3693,4281,3505,2526,1618,957,28418
LGA51330,916,827,907,733,620,509,319,249,122,5199,17397,13571,14490,13722,11426,9792,7894,4215,1562,94067
LGA51400,273,182,126,146,181,134,105,39,15,1207,4024,2215,1802,2335,2583,2154,1538,662,132,17447
LGA51470,12,14,3,20,12,7,13,7,0,94,66,48,54,90,68,97,93,47,4,567
LGA51540,241,158,199,161,183,180,160,73,16,1364,1194,619,914,851,972,1348,1569,593,98,8164
LGA51610,56,20,13,40,50,32,26,9,0,243,316,141,116,192,253,250,187,66,9,1530
LGA51680,72,57,40,44,76,90,60,28,12,477,1112,652,474,655,883,935,623,298,74,5707
LGA51710,27,51,197,124,104,59,40,6,0,618,280,155,392,321,318,264,205,42,4,1979
LGA51750,92,107,85,64,85,78,73,51,59,696,1773,1558,1155,1159,1434,1234,1133,991,522,10949
LGA51820,1428,961,1036,1038,929,726,544,335,182,7178,22912,13834,17264,17903,15271,12482,9213,4689,1796,115368
LGA51860,22,10,21,17,17,38,25,12,0,171,128,52,77,84,76,143,89,42,10,709
LGA51890,215,102,104,112,119,114,81,48,23,918,1551,912,902,993,1117,1257,1124,548,179,8585
LGA51960,161,147,284,261,265,185,64,15,5,1383,686,464,765,684,780,645,339,88,14,4478
LGA52030,14,19,14,13,25,34,22,19,6,173,137,59,87,92,109,224,214,103,23,1052
LGA52100,10,11,10,7,12,12,13,3,0,74,167,79,109,116,113,134,152,68,38,964
LGA52170,47,62,41,63,55,59,39,48,43,451,1245,1004,827,811,1082,1037,890,541,205,7636
