LGA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA41830,4,4,13,8,0,0,30,0,0,0,6,10,9,0,0,29,5,38,30,24,25,29,3,0,157,5,8,11,29,34,37,8,0,140,19,52,39,44,67,67,18,0,306,0,7,4,4,4,3,0,0,22,0,3,0,5,9,8,3,0,35,25,56,47,49,82,77,22,3,359,0,0,0,0,0,4,0,0,7,12,22,17,16,39,46,28,10,202,50,135,111,134,210,212,71,15,923
LGA41960,5,0,3,0,0,0,11,0,0,0,4,0,0,3,0,15,3,20,13,7,11,14,3,0,78,0,4,12,15,18,13,3,0,68,16,50,43,39,52,46,12,0,262,0,3,4,0,0,0,0,0,15,0,0,3,4,9,9,0,0,30,21,56,54,42,63,53,14,0,297,0,0,0,0,0,0,0,0,0,12,7,21,20,14,27,20,10,138,32,99,102,91,115,113,41,14,609
LGA42030,106,94,75,31,18,6,428,11,60,65,67,76,57,11,0,349,175,458,388,329,245,190,78,17,1873,54,246,355,396,408,245,118,29,1846,430,1045,844,758,724,464,246,73,4577,76,100,73,37,43,28,10,0,365,18,31,72,74,69,68,40,9,394,528,1177,988,866,838,557,294,85,5331,9,17,9,10,19,16,14,4,99,136,130,139,126,171,178,217,179,1281,918,2185,2056,1890,1825,1276,737,322,11201
LGA42110,11,4,14,11,3,0,53,0,8,3,0,14,12,0,0,44,4,39,50,35,41,60,15,5,244,0,20,24,54,61,51,12,11,249,44,114,98,136,152,90,33,13,679,13,12,14,13,14,5,5,0,70,4,6,8,19,10,24,11,3,81,62,128,117,167,177,115,43,10,827,0,0,0,0,5,3,10,0,22,40,25,44,37,76,68,52,17,368,113,227,251,307,393,321,145,41,1805
LGA42250,18,16,18,14,0,0,75,0,9,16,29,19,12,3,0,91,24,100,134,132,87,71,22,0,571,11,43,87,103,95,90,21,5,454,141,262,338,334,259,145,43,0,1519,20,11,28,22,13,8,0,0,111,13,6,15,33,31,25,9,0,130,172,279,380,395,305,178,52,0,1761,3,12,16,17,6,10,6,7,77,78,64,80,116,140,106,89,49,723,276,521,731,796,674,482,190,60,3750
LGA42600,562,475,443,330,116,35,2446,13,127,195,217,231,215,69,12,1083,382,1425,1503,1178,1006,899,386,129,6907,83,308,523,722,823,694,315,101,3562,410,677,642,749,875,670,344,134,4500,67,52,46,42,35,41,14,9,299,24,44,56,105,127,166,77,37,646,496,779,744,897,1036,873,442,178,5446,8,16,32,26,29,47,48,22,238,104,124,176,184,220,297,304,201,1603,1108,3247,3732,3700,3789,3355,1676,675,21287
LGA42750,23,21,30,24,14,0,143,0,3,12,21,23,23,8,0,89,16,116,98,94,111,78,29,8,559,10,39,59,61,72,79,27,0,352,66,142,119,137,173,104,45,3,786,8,5,11,9,15,14,0,0,59,3,3,10,21,18,17,7,0,82,74,151,141,160,206,135,54,8,929,0,5,4,0,3,0,3,0,17,33,47,44,59,109,87,58,42,482,137,387,384,421,559,432,191,57,2568
LGA43080,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,15,0,3,11,9,12,8,3,0,43,0,4,7,10,11,12,0,0,47,13,41,24,38,21,14,11,0,168,4,0,0,0,4,4,0,0,11,0,0,0,3,0,0,0,0,7,17,41,26,38,33,17,11,0,188,0,0,0,0,0,0,0,0,0,16,5,14,5,21,12,16,3,94,30,58,59,77,81,49,32,7,394
LGA43220,0,0,0,3,0,0,16,0,4,0,0,0,5,0,0,7,4,28,22,6,4,10,0,0,73,6,5,11,10,9,11,8,0,61,12,27,44,26,23,17,3,0,145,0,3,11,0,8,0,0,0,18,0,0,0,4,4,3,0,0,17,14,28,49,28,33,14,3,0,177,0,0,4,0,0,0,0,0,5,6,7,11,12,14,13,12,9,77,27,81,97,63,62,52,28,12,411
LGA43360,10,3,3,0,0,0,29,0,8,4,0,7,5,4,0,28,10,26,24,12,26,23,8,3,132,0,17,21,24,30,28,13,0,132,30,60,57,51,65,62,13,4,347,5,10,6,9,11,4,5,0,36,4,6,6,10,8,5,5,0,39,34,70,73,67,73,74,17,4,423,0,0,5,0,0,9,0,0,18,19,11,21,16,27,39,29,8,171,68,132,155,130,172,188,76,18,940
LGA43650,55,65,32,24,3,0,232,0,25,48,58,41,17,5,0,192,160,262,272,283,160,140,35,7,1325,27,100,234,280,258,141,44,18,1092,305,536,607,631,553,278,81,18,3007,46,59,31,33,29,10,6,0,210,14,16,31,50,45,31,13,3,200,361,603,671,717,625,320,92,24,3417,0,10,14,8,11,4,5,0,49,84,67,82,118,107,108,88,54,695,635,1118,1364,1524,1237,749,275,99,7003
LGA43710,11,5,18,16,6,0,75,0,8,16,11,23,16,3,0,78,12,71,140,96,44,62,16,4,442,0,48,73,90,82,65,15,4,380,71,180,221,204,187,103,34,9,1013,7,13,22,18,14,0,0,0,73,0,8,13,16,22,16,11,0,88,81,202,266,237,217,125,46,9,1179,3,3,12,6,8,9,0,0,46,47,35,52,76,72,75,51,10,414,142,389,565,528,461,363,144,27,2615
LGA43790,18,16,20,21,0,0,116,0,17,18,22,27,21,6,0,114,43,182,160,134,101,87,36,7,753,16,97,107,159,152,120,44,15,708,191,382,349,392,312,215,84,19,1951,25,33,24,29,25,14,3,0,151,11,13,19,35,32,32,10,4,154,228,432,388,453,379,265,95,27,2256,3,5,3,7,10,14,9,0,43,88,97,94,120,134,184,149,55,921,380,858,789,914,828,699,343,94,4909
LGA44000,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,14,7,4,0,0,34,6,9,7,17,15,5,0,0,55
LGA44060,1651,783,488,337,96,24,5073,31,412,496,393,331,247,86,15,2000,1174,4622,3870,2212,1471,1067,391,96,14908,339,1108,1546,1482,1493,1053,396,121,7539,1230,2590,2401,2307,2144,1512,693,250,13140,192,197,176,135,109,94,28,11,935,88,116,220,279,265,281,145,44,1442,1506,2908,2796,2717,2524,1887,866,301,15509,44,85,68,80,75,80,62,20,519,416,541,497,458,450,502,440,283,3588,3595,11298,10921,8130,6832,5178,2330,860,49136
LGA44210,14,18,9,20,3,0,71,0,14,11,14,13,30,3,0,80,21,62,79,76,94,106,32,0,469,6,38,58,107,142,126,31,3,514,97,225,227,317,437,344,124,20,1783,28,27,27,24,27,21,5,0,156,4,4,17,26,36,29,11,0,132,127,248,268,368,496,388,137,22,2068,5,3,10,7,6,12,3,0,50,80,67,81,115,156,234,124,40,893,237,440,527,705,918,914,333,75,4147
LGA44340,1410,1241,923,678,298,52,5530,12,259,451,572,528,378,133,23,2350,842,2820,3223,2864,1941,1563,742,201,14209,150,536,869,1155,1096,979,491,162,5435,734,977,1083,1286,1192,735,443,168,6621,126,92,74,75,68,54,32,12,523,45,51,109,192,205,224,135,67,1026,906,1119,1265,1551,1464,1012,605,239,8163,20,30,40,48,68,58,71,15,348,222,263,250,246,281,319,379,297,2256,2191,5919,7508,7683,6303,4985,2721,989,38296
LGA44550,287,296,208,169,51,4,1249,23,118,182,202,163,125,40,5,861,276,1075,1135,999,626,498,188,45,4854,74,448,644,740,647,500,189,46,3297,672,1416,1252,1209,962,646,251,67,6480,82,122,79,68,55,47,16,3,471,42,66,95,119,129,100,57,16,632,795,1604,1429,1397,1154,788,321,87,7575,14,22,24,29,31,27,15,9,178,218,218,265,207,234,250,197,103,1691,1405,3704,3966,3877,3061,2363,1013,311,19699
LGA44620,103,70,59,25,8,0,385,8,61,75,70,65,48,13,0,347,96,515,420,336,220,180,93,10,1877,32,196,228,324,283,244,89,28,1418,471,1132,941,823,702,443,172,40,4720,65,109,74,52,44,34,8,0,387,35,32,55,73,57,63,31,11,356,569,1271,1071,948,803,531,211,50,5464,8,9,9,12,20,20,8,9,85,196,234,201,213,202,251,255,172,1721,929,2387,2104,1977,1652,1304,678,268,11296
LGA44830,11,3,11,8,0,0,43,0,3,8,11,18,16,3,0,56,9,54,41,41,52,47,14,0,252,7,13,17,38,53,48,15,0,202,28,66,76,97,139,90,21,3,526,7,14,3,0,4,4,0,0,30,0,0,4,8,10,10,7,0,40,35,83,80,106,156,105,25,3,597,0,0,0,0,0,0,5,0,7,28,17,35,51,82,87,62,18,379,75,175,191,252,374,314,126,27,1538
LGA45040,44,32,40,26,11,0,206,7,42,36,35,53,37,8,4,219,60,259,227,173,141,134,62,19,1079,35,171,134,237,260,180,61,15,1093,404,755,655,644,641,409,198,49,3747,73,79,65,53,32,29,4,4,343,20,35,49,62,54,36,26,10,291,496,865,766,758,731,481,225,58,4385,8,15,13,21,17,11,17,3,100,173,203,168,226,243,220,184,106,1526,784,1584,1399,1476,1481,1095,575,209,8608
LGA45090,25,12,14,12,8,0,82,0,11,14,20,15,10,3,0,80,21,180,206,118,61,58,26,14,675,15,68,96,107,102,77,34,8,504,119,269,240,241,231,113,32,9,1250,15,26,27,11,16,11,4,0,107,7,13,19,21,26,19,6,0,112,144,306,286,274,273,142,42,7,1472,0,12,4,7,7,12,5,0,47,72,89,101,78,119,100,96,37,692,249,674,740,616,596,408,205,66,3541
LGA45120,15,8,9,7,3,0,55,0,4,20,10,17,11,4,0,62,18,62,87,61,53,52,13,7,351,7,24,43,55,88,63,15,7,295,77,146,141,139,137,87,30,6,763,16,16,9,9,7,4,0,0,70,0,0,4,13,16,8,0,0,48,88,156,158,166,159,105,36,5,878,0,0,0,0,0,0,4,0,9,37,26,32,34,46,49,59,23,296,150,287,347,332,372,287,138,35,1936
LGA45290,945,635,491,357,156,23,3703,16,200,231,226,273,233,68,11,1257,638,2306,1846,1403,1029,808,351,105,8487,149,410,482,484,513,474,246,71,2831,367,552,471,560,574,359,192,102,3188,54,52,40,22,30,18,10,8,240,22,41,60,72,120,101,48,25,485,443,643,567,663,730,477,248,136,3915,11,34,45,29,28,23,26,8,200,145,246,201,178,164,189,200,160,1474,1451,4884,4318,3623,3226,2565,1291,517,21873
LGA45340,1120,810,659,472,167,29,4091,41,419,598,593,553,438,153,8,2798,979,3898,4018,3061,2161,1763,651,127,16658,314,1717,2708,2910,2620,1978,760,156,13168,2857,6477,6208,5896,5233,3763,1638,454,32519,594,584,499,336,259,182,64,16,2539,195,328,450,588,563,549,249,72,2990,3649,7389,7161,6819,6053,4498,1949,538,38043,58,86,115,121,145,156,121,41,845,899,956,1045,1041,1036,1154,1126,682,7942,5985,15255,16759,15355,13224,10456,4924,1590,83552
LGA45400,5,0,0,0,0,0,5,0,0,0,6,3,3,0,0,14,0,15,16,12,7,11,0,0,67,0,8,4,15,14,18,3,0,63,13,25,32,25,45,23,4,0,166,0,0,0,0,4,0,0,0,8,0,0,0,5,6,3,0,0,15,11,30,28,28,45,25,4,0,178,0,0,0,0,0,0,0,0,0,4,6,12,7,15,21,12,14,95,18,59,65,72,92,80,31,16,424
LGA45540,6,0,3,6,0,0,18,0,0,0,0,5,6,0,0,14,3,5,11,6,23,14,5,0,67,0,0,19,18,14,24,6,0,83,17,20,37,35,57,45,12,3,221,10,12,4,9,0,8,0,0,36,0,3,3,4,10,4,3,0,27,23,33,43,46,72,55,12,3,285,0,0,0,0,0,3,0,0,4,26,28,30,38,42,41,29,9,233,58,68,99,107,155,145,53,16,705
LGA45680,322,167,123,55,13,3,956,39,191,165,129,118,53,15,5,717,454,1553,1136,706,467,294,104,24,4735,222,1167,1158,1065,889,475,126,31,5136,1908,4551,3334,2602,2114,1140,450,129,16233,345,628,349,194,146,66,22,4,1750,123,262,222,236,222,128,61,19,1268,2368,5441,3899,3042,2482,1334,534,153,19249,26,65,50,41,48,47,26,4,311,979,1137,945,789,732,751,620,353,6312,4104,9815,7681,5950,4861,3014,1432,567,37419
LGA45890,2417,969,569,316,82,25,7432,31,481,574,452,367,257,55,4,2221,1481,6264,5052,2555,1609,1022,369,95,18459,546,1931,2038,1824,1602,1041,309,73,9361,1665,3581,3211,2913,2677,1592,710,232,16574,255,349,271,218,168,96,23,0,1387,117,220,248,342,333,253,109,33,1656,2039,4139,3727,3471,3182,1941,839,265,19614,54,152,147,115,85,76,65,22,718,824,1154,1016,906,810,783,612,373,6478,5203,16961,14971,10291,8220,5439,2336,858,64285
LGA46090,50,34,28,13,4,0,223,3,31,24,26,35,24,8,0,155,52,247,155,148,102,72,16,0,799,15,104,125,127,177,127,26,7,708,164,486,374,438,440,254,112,19,2277,29,46,46,27,21,9,5,0,181,14,37,26,31,31,20,4,0,165,208,564,442,493,490,282,119,18,2621,4,16,21,7,6,9,0,0,72,179,194,204,204,214,191,142,32,1358,470,1254,1018,1039,1053,720,314,63,5933
LGA46300,43,41,23,23,5,0,201,0,22,20,30,33,25,10,0,144,76,270,241,174,142,84,46,13,1035,22,92,147,190,170,124,65,13,832,250,550,452,461,385,273,100,41,2510,37,50,45,40,40,13,7,0,228,16,31,42,38,44,30,11,3,215,305,627,539,540,468,321,117,45,2962,0,7,13,15,8,10,3,6,70,137,149,139,134,160,150,116,64,1048,544,1228,1154,1119,1009,743,357,139,6286
LGA46450,34,41,24,12,3,0,176,3,25,37,19,38,17,6,0,151,69,247,185,140,144,98,30,5,920,19,96,131,172,213,127,38,5,803,254,585,483,551,532,350,155,39,2952,53,73,54,33,26,22,5,0,263,11,22,27,38,37,26,15,0,172,318,686,558,614,594,404,173,42,3388,3,3,11,5,13,4,0,3,46,155,170,147,211,198,219,185,62,1345,582,1285,1100,1205,1221,884,437,126,6837
LGA46510,552,294,209,130,38,5,1878,15,127,151,148,139,125,20,3,722,394,1311,1175,785,557,352,108,23,4711,95,277,342,352,343,217,57,22,1705,250,391,376,373,403,247,82,35,2151,25,32,27,30,18,9,4,0,142,6,26,35,57,57,46,15,5,246,283,455,436,456,474,299,99,46,2543,7,32,13,10,20,15,7,3,105,85,170,110,97,101,98,53,68,782,901,2987,2780,2137,1852,1238,382,167,12442
LGA46670,22,8,15,6,3,0,107,0,14,20,19,11,13,4,0,74,50,184,157,93,77,54,17,10,633,15,68,114,114,105,116,27,6,567,164,336,280,279,275,178,54,15,1580,24,32,18,18,13,8,0,0,111,8,21,29,28,23,25,10,0,146,193,389,327,323,314,209,65,17,1835,5,0,3,6,5,11,10,4,47,101,110,78,126,134,129,103,35,817,368,805,720,691,661,542,227,69,4089
LGA46860,10,7,6,7,0,0,38,0,6,7,9,6,8,6,0,32,8,25,17,24,30,32,14,0,151,3,12,13,20,38,33,11,0,130,13,51,44,55,64,39,16,4,287,0,3,4,0,0,3,0,0,12,6,5,4,8,5,6,3,0,31,22,59,55,64,67,45,14,4,334,0,0,0,3,5,0,9,0,10,14,7,4,13,29,21,17,6,104,41,114,105,137,177,147,75,13,804
LGA46970,47,23,11,0,0,0,139,0,21,14,12,14,0,0,0,64,38,214,132,76,39,7,0,0,512,5,73,83,83,63,13,5,0,321,105,537,457,321,217,23,3,0,1657,11,30,20,4,9,0,0,0,67,6,12,21,15,3,4,0,0,60,125,576,498,332,225,25,3,0,1781,0,8,6,10,0,0,0,0,18,149,404,316,278,179,23,4,0,1355,325,1348,1093,815,527,76,9,3,4198
LGA47140,1419,569,245,147,40,3,4027,46,297,422,244,212,126,35,3,1392,1228,3927,3337,1709,1019,655,208,51,12133,452,1759,2020,1701,1357,857,286,49,8482,2194,4541,4296,3783,3198,2068,998,260,21330,375,574,378,259,220,109,19,8,1947,159,227,369,361,308,218,102,29,1771,2728,5335,5036,4404,3728,2397,1117,300,25044,59,129,116,95,83,83,35,13,605,959,1155,1096,937,828,880,796,517,7161,5572,14102,13453,9663,7468,5141,2513,938,58854
LGA47290,4,4,0,0,0,0,29,0,0,0,0,6,6,0,0,16,3,59,42,24,22,10,7,0,161,0,15,22,16,28,27,10,0,119,31,55,57,51,57,30,4,0,284,6,11,6,0,3,0,0,0,38,0,7,9,11,3,5,0,0,32,42,72,72,63,67,30,8,0,352,0,0,0,0,3,0,0,0,8,19,18,29,31,27,26,23,19,197,67,183,163,143,149,98,50,22,880
LGA47490,5,0,3,6,0,0,21,0,6,4,6,3,5,0,0,25,7,43,42,28,32,21,0,0,183,0,12,21,25,30,31,12,0,134,20,69,59,67,74,77,13,0,387,4,3,4,4,4,0,0,0,23,0,0,4,7,4,6,0,0,29,26,77,68,81,83,93,12,0,436,0,0,0,0,4,5,3,0,7,12,12,25,25,38,55,33,18,216,48,148,159,164,205,216,57,22,1023
LGA47630,15,9,13,3,0,0,58,6,12,3,14,15,11,0,0,58,28,157,117,88,61,36,15,8,501,12,56,66,109,84,60,9,0,404,151,244,229,182,153,93,22,10,1096,16,20,19,14,17,8,0,0,96,12,14,18,31,18,11,8,0,120,178,274,263,232,192,113,30,10,1302,0,5,10,3,0,6,4,3,29,77,103,90,102,93,77,48,23,615,298,624,566,550,467,299,114,45,2969
LGA47700,1134,616,394,263,102,21,3533,42,319,445,369,307,240,67,14,1792,897,3089,3228,2051,1345,995,404,97,12109,302,1178,1707,1888,1676,1244,491,86,8577,1453,3056,3040,3133,2729,1965,1066,268,16701,261,243,204,179,112,100,34,8,1142,108,136,230,329,355,300,168,57,1682,1825,3434,3471,3641,3195,2367,1266,332,19522,20,52,98,74,66,82,64,23,476,320,385,438,444,382,485,642,416,3511,3465,9398,10524,9086,7358,5665,3038,979,49516
LGA47800,11,3,20,7,3,0,59,0,5,7,0,7,7,7,0,46,24,81,57,41,53,38,14,0,312,9,25,48,61,68,49,26,0,291,76,177,151,138,171,102,37,8,858,24,17,16,18,14,5,6,0,97,7,6,11,8,26,13,4,0,69,102,197,178,160,211,117,53,8,1025,4,3,3,0,0,9,4,0,26,80,80,64,86,79,83,70,33,580,223,408,364,357,438,314,173,51,2330
LGA47910,11,3,7,5,3,0,34,0,6,0,6,4,4,0,0,30,4,49,57,28,37,21,6,0,209,4,14,28,35,44,43,15,3,179,26,83,78,83,107,72,17,9,472,6,11,9,6,4,3,0,0,36,5,5,0,8,3,13,6,0,41,41,96,86,100,115,83,20,9,543,0,0,0,0,0,7,0,0,12,5,11,18,22,30,59,38,22,208,59,182,198,195,238,226,86,34,1215
LGA47980,1049,794,653,471,203,54,4106,17,191,301,336,311,245,82,15,1492,602,2061,2047,1712,1218,1111,444,154,9347,95,325,430,555,550,522,278,115,2880,319,443,408,469,466,361,176,68,2710,45,36,38,44,39,30,10,0,247,21,26,37,88,107,103,66,20,467,380,501,485,604,610,493,249,90,3427,8,29,37,21,27,35,29,15,207,65,144,121,129,125,191,214,232,1241,1240,4080,4476,4151,3496,3083,1509,675,22701
LGA48050,58,47,71,110,51,9,373,0,12,31,44,61,102,24,7,278,46,157,223,227,252,369,180,47,1493,14,81,132,187,301,432,219,35,1406,135,323,376,419,537,545,347,83,2768,37,28,31,34,27,33,18,7,206,10,16,32,42,60,114,45,22,337,180,369,436,494,630,690,408,103,3317,4,3,4,14,13,25,33,9,107,48,54,57,79,117,211,207,138,906,297,705,949,1084,1442,1938,1126,347,7883
LGA48130,9,6,11,9,5,0,55,0,7,16,9,19,13,4,0,65,15,93,102,61,43,57,18,10,393,10,45,54,79,72,58,12,4,329,107,196,199,190,197,129,42,13,1069,18,26,21,14,16,11,0,0,104,3,7,14,15,23,13,13,0,90,124,230,238,220,230,150,53,14,1257,0,3,4,7,3,10,6,0,27,62,32,48,67,92,103,64,41,509,214,421,461,447,474,398,161,67,2635
LGA48260,212,193,144,89,68,17,882,0,36,58,60,48,38,30,7,271,127,394,363,335,238,275,114,38,1870,17,55,82,119,120,128,67,27,617,94,70,73,107,119,74,44,30,612,10,9,7,3,12,11,3,3,52,7,4,12,11,19,22,16,10,101,112,85,88,126,147,102,64,39,763,4,8,12,10,12,11,13,4,69,28,53,44,44,43,47,54,46,356,290,788,860,883,744,687,399,176,4830
LGA48340,28,24,14,21,4,0,119,4,8,21,22,25,21,7,0,109,25,153,171,133,98,85,48,3,721,17,49,99,144,137,107,50,6,607,189,343,356,370,384,243,68,16,1973,28,38,18,32,23,11,5,0,164,13,16,23,34,39,23,18,5,162,226,401,397,437,446,282,88,24,2302,0,4,3,4,20,11,10,4,51,106,83,100,153,168,178,122,55,975,382,717,831,910,912,708,326,99,4887
LGA48410,1275,524,295,191,55,16,4134,29,348,375,306,213,132,32,7,1448,1062,3908,2770,1478,1026,644,263,101,11254,352,986,965,970,831,519,219,120,4973,795,1451,1268,1291,1172,657,382,187,7206,102,120,87,89,49,46,15,7,515,61,89,112,189,180,124,71,45,878,965,1660,1470,1564,1397,825,469,241,8596,30,72,60,49,36,36,41,17,347,285,457,328,291,289,259,286,213,2410,2823,9097,7245,5192,4090,2616,1376,712,33161
LGA48540,71,59,48,28,9,0,313,3,29,43,50,44,19,9,5,193,75,382,336,265,169,86,31,7,1347,33,131,157,273,239,113,59,4,1011,299,825,664,826,812,459,227,65,4185,75,112,74,54,46,19,0,0,395,16,24,34,48,56,41,19,3,254,396,966,777,932,911,521,258,68,4825,10,10,10,13,9,10,11,0,76,190,214,201,260,269,204,196,110,1652,711,1818,1594,1853,1685,985,564,195,9415
LGA48640,0,4,0,5,0,0,12,0,0,5,7,0,0,0,0,12,3,19,16,12,10,8,0,0,62,0,7,12,6,13,6,4,3,53,17,33,27,41,37,17,3,0,172,0,0,0,0,0,0,0,0,12,0,0,0,5,3,0,0,0,15,20,34,33,51,40,15,3,0,195,0,0,0,0,0,0,0,0,7,17,10,10,20,27,12,11,9,117,35,64,85,95,96,52,22,14,467
LGA48750,21,24,28,43,17,0,138,0,3,7,14,28,41,9,0,109,8,57,68,78,108,150,41,0,504,4,36,62,86,162,146,52,7,554,51,100,143,175,231,218,75,16,1008,12,5,16,7,15,6,0,0,76,7,8,7,22,20,40,13,6,134,72,120,171,207,269,266,86,23,1213,0,4,0,4,5,14,4,3,31,30,24,38,50,63,94,73,24,406,120,248,360,462,673,744,275,70,2953
LGA48830,15,17,32,30,9,0,123,0,12,10,19,28,31,9,0,116,22,132,135,92,101,132,58,7,688,12,46,85,95,200,178,67,15,701,114,276,287,312,485,406,173,31,2086,10,33,29,22,19,16,5,0,136,5,17,21,21,41,50,9,3,167,136,327,332,360,546,468,185,37,2390,3,0,5,5,8,14,6,0,43,89,88,108,111,190,254,199,82,1125,260,627,701,699,1114,1110,534,142,5181
LGA49399,14,19,36,25,3,0,124,0,9,7,8,19,26,0,0,70,29,114,66,72,110,70,14,0,480,12,60,62,76,110,72,12,0,405,94,247,234,284,255,126,26,0,1257,17,17,13,15,9,7,0,0,84,5,11,9,21,17,8,0,0,76,114,275,261,309,281,144,26,0,1415,0,3,0,7,3,6,4,0,26,136,293,240,294,306,185,50,14,1514,290,771,651,780,869,531,119,14,4028
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,12,7,5,0,0,0,28
LGA50080,149,144,161,134,45,7,779,11,71,102,155,150,104,27,9,631,124,575,727,739,640,517,217,44,3582,92,323,468,574,639,508,252,56,2910,674,1297,1140,1174,1113,703,302,105,6503,330,113,90,73,75,39,16,3,735,37,42,59,124,155,130,41,14,606,1035,1456,1289,1371,1337,869,363,128,7838,8,21,29,34,32,59,33,11,224,280,315,270,318,380,378,362,229,2535,1560,2890,3037,3332,3339,2563,1292,485,18511
LGA50210,1343,526,255,136,39,8,3000,21,277,401,246,177,92,30,3,1251,446,2660,3438,1601,859,540,197,37,9772,360,1446,1932,1257,999,572,223,41,6838,1575,3449,3112,2321,2002,1285,467,94,14308,578,321,179,128,102,49,24,3,1390,108,155,244,242,205,175,65,9,1211,2258,3927,3538,2690,2305,1511,568,112,16903,41,72,121,73,80,69,51,14,527,658,844,843,631,563,522,429,232,4730,3831,9893,11622,7018,5232,3439,1532,449,43021
LGA50250,73,48,46,28,7,0,309,0,33,33,39,22,14,3,0,144,70,401,303,169,110,98,16,0,1172,28,178,210,250,199,100,12,0,984,196,906,901,704,555,162,23,4,3447,49,39,34,28,21,6,0,0,183,9,27,27,38,20,19,0,0,143,259,972,963,761,599,185,33,4,3772,5,14,6,11,17,3,0,0,62,293,933,905,949,669,235,60,3,4042,667,2626,2490,2230,1665,668,129,4,10481
