LGA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
LGA40150,0,0,0,39,28,68,0,0,0,0,0,0,0,0,0,1851,1537,3386,66,83,150,82,6,89,15,0,17,4,0,4,14,4,16,55,27,87,2134,1690,3825,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,5,11,0,0,0,0,0,0,8,10,15,21,11,30,27,21,49,0,0,0,0,3,3,0,0,0,0,5,5,147,237,383,168,251,424,20,16,39,2500,2217,4723
LGA40220,3,3,8,15,26,43,0,0,0,0,0,0,0,3,6,3800,3560,7355,181,198,382,92,0,93,25,11,30,28,5,36,52,7,60,173,143,314,4368,3966,8330,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,6,7,18,0,0,0,0,0,0,12,12,22,0,0,3,3,0,4,17,15,29,37,18,54,57,43,102,5,5,7,0,0,0,3,0,3,8,5,11,626,765,1387,548,819,1366,52,46,97,5658,5643,11301
LGA40250,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,93,72,169,17,56,74,0,0,0,0,0,0,0,0,0,3,6,6,104,197,297,220,334,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,0,4,0,0,0,0,0,0,4,0,4,4,0,4,3,3,8,3,0,7,14,12,28,247,359,603
LGA40310,0,0,0,20,15,36,0,0,0,0,0,0,9,4,10,4511,3915,8426,197,200,400,80,0,85,31,4,33,41,16,56,45,17,62,169,159,322,5102,4323,9428,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,8,19,24,5,3,6,0,0,0,17,26,37,42,19,62,63,42,103,0,0,0,0,3,0,0,0,0,0,3,0,514,683,1195,485,784,1267,42,40,86,6204,5876,12081
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,260,512,7,6,17,7,0,7,0,0,0,0,0,5,17,3,18,57,34,92,338,307,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,64,137,41,68,111,4,6,7,466,438,905
LGA40520,0,0,0,54,5,61,0,0,0,0,0,0,0,0,0,1782,1578,3361,96,95,193,26,0,27,15,0,17,6,0,10,28,9,34,103,79,183,2122,1767,3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,8,11,12,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,137,171,303,129,245,370,20,14,30,2412,2197,4614
LGA40700,0,3,10,478,554,1027,0,0,0,3,0,6,25,24,55,6793,6047,12836,347,678,1026,39,0,39,69,5,79,367,136,501,71,27,95,221,236,462,8421,7716,16134,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,7,0,9,22,29,46,19,46,66,10,8,15,53,84,137,69,49,121,134,141,276,0,0,6,8,11,19,0,0,4,16,13,31,1763,1709,3477,794,1390,2182,27,31,55,11153,10994,22147
LGA40910,4,0,4,803,1078,1881,0,0,0,4,0,4,43,41,89,9360,7722,17090,444,813,1262,109,0,109,71,12,81,146,41,186,110,20,122,95,117,215,11187,9854,21046,15,9,24,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,14,19,33,0,0,0,8,12,18,98,128,226,26,38,68,15,4,21,146,184,336,86,61,147,250,257,510,0,5,8,9,28,43,0,0,0,14,31,52,1366,1476,2846,916,1715,2629,41,44,81,13782,13381,27156
LGA41010,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,568,540,1105,39,39,83,14,4,17,0,0,0,7,0,6,5,9,18,67,50,115,713,646,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,6,7,15,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,64,61,129,60,66,126,14,10,23,864,791,1662
LGA41060,370,447,811,767,1155,1920,3,5,8,169,256,426,115,100,209,21003,17579,38581,938,1694,2634,219,5,220,219,31,245,572,203,773,228,71,299,366,445,811,24954,21991,46943,47,69,116,0,0,0,5,16,24,35,53,87,15,19,30,15,4,16,113,162,272,0,0,0,20,24,46,53,44,98,16,66,75,13,28,42,103,163,267,330,330,660,543,659,1203,49,57,101,18,28,39,11,8,19,68,87,161,2759,3199,5961,2293,3921,6208,139,96,237,30760,29951,60711
LGA41140,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,1464,1352,2819,81,74,156,25,0,25,10,3,10,8,6,10,28,7,34,129,128,259,1746,1579,3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,30,16,8,34,0,0,0,0,0,0,0,0,0,0,0,0,239,258,495,179,290,472,15,13,30,2202,2148,4349
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,194,472,8,8,18,3,0,3,0,0,0,0,0,0,7,5,14,43,51,93,339,257,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80,73,154,25,43,66,5,3,15,459,376,835
LGA41330,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,188,181,368,17,34,47,7,0,9,7,0,7,0,0,0,13,0,13,45,26,75,281,247,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,55,49,102,6,5,18,361,312,678
LGA41560,0,0,0,7,0,8,0,0,0,0,0,0,0,4,7,1816,1818,3635,119,115,233,49,0,54,7,0,7,13,3,16,28,12,39,91,78,172,2142,2023,4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,26,11,32,24,11,38,0,0,0,0,0,0,0,0,0,0,0,0,159,235,397,292,384,677,30,28,57,2659,2682,5337
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,97,224,10,3,14,3,0,3,0,0,0,0,0,0,4,0,7,26,30,53,167,129,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,44,101,24,37,69,0,8,9,259,222,481
LGA41830,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,195,217,411,9,13,23,9,0,10,4,0,4,0,0,0,10,4,12,35,37,75,263,273,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,49,35,83,62,67,128,8,3,10,382,385,765
LGA41960,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,182,146,326,21,10,25,6,0,6,0,0,0,5,3,4,3,3,7,26,22,41,249,179,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,3,3,8,3,10,0,0,0,0,0,0,0,3,3,0,3,3,28,18,45,34,40,79,4,0,6,322,248,571
LGA42030,6,3,3,83,104,187,0,0,0,0,0,0,8,7,12,4197,3802,7998,201,220,416,72,0,75,31,6,34,16,4,16,29,13,44,78,95,172,4717,4250,8970,4,3,8,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,3,9,0,0,0,0,3,3,13,21,40,7,9,12,0,0,0,22,38,60,34,27,65,68,68,133,0,4,7,0,3,3,0,0,0,0,13,15,295,435,726,478,794,1268,17,18,37,5577,5572,11151
LGA42110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,472,1018,27,26,56,25,0,23,6,4,6,3,3,4,12,8,16,49,47,91,665,557,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,154,119,277,61,83,140,10,14,27,897,772,1672
LGA42250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1522,1330,2858,79,70,151,68,0,73,12,0,14,3,0,3,20,5,21,53,36,80,1757,1449,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,3,18,18,3,23,0,0,0,0,0,0,3,0,3,3,0,3,217,224,444,136,208,346,24,28,49,2148,1912,4056
LGA42600,193,217,411,121,162,281,0,0,0,151,202,354,25,15,37,5683,5222,10903,210,395,600,37,0,35,73,6,76,178,61,238,71,15,88,154,233,386,6880,6518,13403,13,16,31,0,0,0,6,6,15,24,17,39,0,0,8,3,3,9,43,48,97,0,0,0,21,18,37,3,9,16,7,10,18,3,10,13,32,40,72,74,74,143,151,161,308,6,12,22,7,4,7,3,0,8,18,15,38,1233,1351,2581,793,1276,2068,23,30,55,9101,9353,18455
LGA42750,0,0,0,4,0,4,5,0,5,0,0,0,0,0,5,703,646,1346,54,56,113,22,3,25,8,0,5,4,4,12,15,8,19,98,72,174,921,789,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,19,15,10,21,0,0,0,0,0,0,0,0,0,0,0,0,158,166,329,123,194,312,15,11,24,1225,1170,2391
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,100,211,5,4,9,0,0,0,0,0,0,0,0,0,6,0,12,19,14,33,148,117,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,44,111,9,15,25,8,0,8,232,182,411
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,129,289,4,12,14,8,0,8,0,0,0,0,0,0,5,0,5,25,25,51,206,161,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,54,48,96,18,21,39,0,0,0,292,232,524
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,280,629,27,26,50,21,0,17,8,0,3,0,0,4,10,0,7,34,31,64,445,346,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,52,65,122,33,70,107,10,6,16,551,491,1038
LGA43650,0,4,4,17,18,39,0,0,0,0,0,0,3,0,0,2937,2634,5569,139,140,280,63,0,63,22,6,25,10,3,5,43,9,51,127,100,228,3359,2916,6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,9,0,7,7,0,0,0,3,13,14,22,12,36,32,21,55,3,0,3,0,0,0,0,0,0,5,0,5,332,415,743,334,546,883,35,24,63,4091,3928,8019
LGA43710,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,945,842,1786,35,37,73,23,0,20,8,5,8,0,6,3,21,7,30,69,43,113,1114,940,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,8,4,9,5,0,11,0,0,0,0,0,0,0,0,0,3,0,3,170,150,315,157,189,345,18,14,33,1469,1290,2760
LGA43790,0,4,3,5,5,6,0,0,0,0,0,0,0,0,0,1972,1632,3606,117,136,252,33,3,37,13,4,13,12,4,20,21,6,24,139,110,249,2319,1902,4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,30,22,13,32,0,0,0,0,0,0,0,0,0,0,0,0,221,212,434,141,301,445,26,15,43,2725,2446,5173
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,10,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,16,20,36
LGA44060,747,719,1460,400,649,1049,3,3,5,177,269,444,55,77,132,15598,13970,29570,612,1199,1808,134,3,136,181,27,207,309,96,402,166,49,216,275,266,540,18637,17328,35967,94,84,185,0,0,0,19,23,47,86,100,188,19,31,47,16,9,27,237,257,491,0,0,0,21,19,45,25,21,52,25,40,74,6,18,28,84,103,189,169,163,335,493,518,1015,45,88,130,13,18,26,0,0,0,55,106,163,2128,2436,4567,1961,3454,5419,88,93,185,23372,23941,47313
LGA44210,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1192,961,2151,49,78,121,21,0,21,4,0,10,6,5,8,27,7,38,84,68,157,1393,1124,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,5,5,27,10,39,27,21,50,0,0,0,0,0,0,0,0,0,0,0,0,202,199,399,174,254,430,24,9,32,1810,1608,3422
LGA44340,328,252,580,447,547,992,0,0,5,10,27,40,24,35,63,10474,9464,19932,408,830,1238,91,0,93,124,15,144,419,130,553,76,33,108,235,262,494,12644,11595,24238,33,36,69,0,0,0,4,10,10,61,51,110,8,12,27,8,8,19,116,123,240,0,0,0,10,5,14,23,30,55,17,36,51,12,12,23,57,83,145,112,111,224,282,321,605,18,27,42,9,12,23,6,4,7,31,43,74,2462,2257,4719,1464,2714,4180,37,52,94,16921,16979,33904
LGA44550,0,5,5,182,221,408,4,0,4,0,0,0,9,9,18,6819,6022,12840,298,415,720,114,0,109,56,10,63,29,5,39,61,17,84,204,150,356,7785,6857,14646,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,5,7,0,0,0,0,3,3,48,53,103,18,15,31,12,5,14,78,77,153,61,38,101,143,123,258,0,0,0,0,0,5,0,0,0,6,0,7,1053,1290,2341,881,1490,2362,62,40,101,9925,9795,19724
LGA44620,0,0,3,22,10,30,5,0,5,0,0,0,18,11,27,4776,4517,9292,389,321,708,56,0,56,32,6,36,53,9,63,38,10,44,154,120,270,5529,5008,10540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,64,28,93,64,27,97,0,0,0,0,0,0,4,3,5,4,3,5,159,300,461,446,772,1225,35,33,59,6241,6142,12384
LGA44830,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,342,341,690,29,25,49,20,0,20,0,0,0,0,0,4,11,4,15,52,30,80,465,403,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,7,3,6,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,124,90,218,75,100,173,6,6,10,679,609,1285
LGA45040,0,0,0,9,4,12,3,0,0,0,0,0,9,6,17,3177,2864,6046,251,333,584,63,3,70,28,6,30,9,5,18,32,11,45,141,123,257,3717,3363,7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,4,0,0,0,9,10,10,56,31,83,55,35,91,0,0,0,0,0,0,3,0,3,3,0,5,259,288,548,311,529,840,37,17,57,4387,4234,8620
LGA45090,0,0,0,5,6,6,0,0,3,0,0,0,0,0,0,1696,1239,2934,135,129,268,33,0,34,11,0,13,16,3,22,27,4,34,103,87,193,2029,1473,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,36,19,18,35,0,0,0,0,0,0,0,0,4,0,7,6,250,228,478,69,188,256,32,24,53,2399,1930,4334
LGA45120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,605,1267,40,28,67,18,4,21,12,0,10,4,0,4,16,5,17,73,43,117,824,688,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,155,146,297,71,117,194,7,5,15,1067,957,2028
LGA45290,4,3,11,537,731,1267,0,0,0,7,9,14,47,53,103,5813,4876,10691,266,592,857,50,0,55,85,5,92,395,177,571,43,18,62,371,378,747,7620,6845,14463,14,3,22,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,13,11,27,0,0,0,8,14,20,18,28,44,7,34,38,24,31,50,60,104,166,47,63,107,126,175,301,6,6,10,11,10,18,4,0,4,19,16,35,1185,1244,2433,713,1236,1948,32,30,63,9689,9542,19232
LGA45340,514,477,988,501,659,1160,10,9,22,0,21,26,47,43,94,28965,25594,54561,1384,1613,2995,419,12,425,298,25,322,178,32,208,317,64,386,396,386,780,33030,28940,61972,99,74,174,0,0,0,5,12,22,233,242,471,15,34,46,19,3,30,376,365,742,0,0,0,4,6,13,44,62,102,23,58,76,11,9,19,83,134,214,325,200,527,780,692,1476,56,79,138,7,10,14,3,3,8,64,91,159,3217,4156,7369,3529,6279,9805,150,158,308,40771,40317,81089
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,103,236,0,5,11,8,0,8,0,0,0,0,0,0,9,0,8,15,22,40,170,128,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,60,14,32,44,7,6,13,224,186,412
LGA45540,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,150,140,287,8,12,19,5,0,5,3,0,3,0,0,0,5,0,4,18,21,41,189,178,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,18,38,28,41,72,0,3,4,246,243,486
LGA45680,10,9,19,372,476,846,11,0,13,0,0,0,45,38,84,15688,12309,27999,952,1088,2045,239,12,254,156,9,166,66,14,80,133,44,175,167,189,358,17841,14199,32035,14,13,26,0,0,0,0,0,0,8,0,13,0,3,4,0,0,0,21,23,43,0,0,0,0,6,8,50,80,131,31,56,84,20,16,37,95,162,256,165,107,264,281,285,566,22,18,39,13,18,30,8,0,8,38,38,72,882,1258,2135,1565,2571,4143,147,119,265,20761,18463,39223
LGA45890,261,407,676,1234,1856,3090,9,0,11,15,24,34,165,148,312,23240,17720,40961,1038,1837,2873,204,7,208,249,26,277,344,108,449,217,78,295,349,357,708,27313,22575,49885,61,56,118,0,0,0,7,11,19,21,28,44,6,9,18,3,0,8,104,111,211,0,0,0,9,19,35,143,168,307,52,128,171,29,32,57,230,346,573,269,258,527,595,715,1311,28,49,80,33,39,77,12,4,21,74,87,170,2325,2701,5025,2194,3778,5976,140,110,250,32649,29969,62614
LGA46090,0,0,0,34,30,58,0,0,0,0,0,0,12,14,28,2026,2004,4026,186,194,380,26,0,26,19,6,17,23,3,21,27,9,37,98,84,189,2440,2345,4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,23,9,34,30,9,43,0,0,0,0,0,0,0,0,0,0,0,3,37,84,124,363,351,716,24,22,46,2902,2818,5716
LGA46300,3,0,6,12,5,11,3,0,3,0,0,0,13,14,25,2364,2353,4716,223,157,382,27,0,27,22,0,23,22,3,32,17,7,24,103,84,185,2808,2626,5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,21,10,30,28,10,36,0,0,0,0,0,0,0,0,3,0,0,3,91,186,276,319,404,720,22,18,37,3263,3241,6508
LGA46450,0,0,0,9,3,16,0,0,0,0,0,0,7,3,13,2441,2422,4869,152,189,340,20,0,20,51,9,55,41,11,55,21,11,40,127,105,229,2885,2758,5635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,18,13,33,23,16,35,0,0,0,0,0,0,0,0,0,0,0,0,148,135,280,372,449,817,33,23,55,3449,3380,6832
LGA46510,4,3,3,301,451,753,0,0,0,6,0,6,17,37,56,4141,3240,7383,202,396,594,41,5,47,54,6,65,155,64,216,35,8,51,87,136,221,5047,4354,9400,3,6,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,15,0,0,0,3,11,11,15,23,41,9,21,29,8,12,24,34,68,99,41,64,107,80,148,221,0,0,0,9,12,20,0,4,3,8,19,28,637,636,1278,450,737,1183,22,14,43,6253,5906,12159
LGA46670,0,0,0,83,26,104,0,0,0,0,0,0,0,0,3,1750,1418,3171,104,161,267,16,0,16,9,0,15,13,0,14,17,4,19,104,85,191,2107,1699,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,11,29,17,11,26,0,0,0,0,0,0,0,0,0,0,0,0,129,156,284,158,246,404,30,26,52,2441,2140,4580
LGA46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,209,470,6,15,25,4,0,4,0,0,0,0,0,0,0,0,0,27,15,41,298,249,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,57,50,112,41,66,109,7,5,8,410,369,775
LGA46970,0,0,0,523,99,622,0,0,0,0,0,0,5,3,9,1457,675,2127,244,82,323,9,0,7,14,6,21,9,3,10,156,55,214,105,102,211,2524,1018,3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,6,19,3,24,30,6,39,29,16,42,57,23,80,0,0,0,19,0,19,9,0,11,30,0,28,12,44,54,168,113,288,24,11,37,2809,1216,4029
LGA47140,24,19,41,892,1341,2227,6,3,10,3,3,9,102,88,192,25931,19030,44965,1347,1819,3169,304,13,316,260,17,277,177,17,194,256,77,335,343,273,614,29641,22713,52357,36,40,79,0,0,0,0,0,0,15,13,30,0,0,0,0,0,0,52,59,107,0,0,0,7,11,20,124,168,295,44,103,143,24,24,49,199,311,516,240,199,435,494,565,1055,29,27,61,26,45,65,11,3,19,66,82,146,1577,2096,3667,2169,3611,5777,161,117,280,34110,29174,63281
