LGA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,3,0,0,0,0,0,3,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,3,0,3,0,0,0,107,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,16,8,8,34,54,94,50,179,150,3,3,0,9,0,0,12,605,19,105,63,11,3,8,16,21,3,0,4,0,0,0,20,291,0,5,0,5,5,25,67,27,0,11,10,0,0,3,6,167,0,0,0,5,18,20,75,27,3,6,6,4,0,0,3,155,0,0,4,13,11,5,3,4,0,0,0,0,0,0,5,47,4,7,39,47,64,35,30,28,13,4,4,5,0,0,8,290,0,0,0,0,0,7,34,21,3,3,8,12,0,0,0,86,25,279,76,52,76,30,47,26,7,0,4,0,0,0,57,678,17,37,230,849,1596,1458,2199,870,102,88,106,116,39,48,185,7935,0,0,6,0,4,5,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,7,17,18,0,0,0,0,0,0,0,49
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,3,0,0,0,0,0,0,25,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,11,5,6,8,9,0,4,6,14,0,0,0,0,0,4,0,61,0,11,4,5,3,0,0,3,0,0,0,0,0,0,3,34,0,0,3,0,0,3,8,4,3,0,0,0,0,0,0,38,0,0,0,0,0,3,29,6,8,5,0,0,0,0,0,52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,5,10,0,3,13,16,6,4,4,8,0,0,3,88,0,0,0,0,0,3,63,45,20,38,31,22,12,0,0,228,6,56,12,4,0,0,10,0,0,0,0,0,0,0,7,105,5,4,55,201,224,182,263,136,15,17,8,21,22,13,43,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,17,0,3,9,3,0,0,0,51
LGA36510,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,16,22,10,0,0,0,4,0,0,3,75,3,10,10,3,0,0,0,4,0,0,0,0,0,0,0,36,0,0,0,0,5,17,11,3,0,0,4,9,4,0,3,57,0,0,0,0,3,3,16,6,9,9,12,30,11,0,4,107,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,9,0,6,0,0,0,0,10,0,0,0,53,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,7,58,19,20,15,13,11,5,0,0,0,0,0,0,7,160,3,10,73,270,385,274,277,97,15,7,10,8,9,6,92,1520,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA36580,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,6,0,10,7,0,0,0,0,0,0,0,37,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,4,0,0,0,8,5,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,14,8,7,8,4,0,0,0,0,0,0,4,89,0,3,29,99,182,140,133,33,0,0,0,6,0,0,38,681,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36630,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,4,0,6,0,0,0,0,0,0,0,6,36,0,5,10,4,0,0,5,0,0,5,0,0,0,0,0,24,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,3,4,3,0,0,0,3,0,3,0,29,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,15,6,53,11,8,3,0,4,3,0,0,0,0,0,0,0,92,0,5,42,138,178,90,95,29,5,4,0,6,4,6,40,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11
LGA36660,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,3,8,4,0,0,0,0,0,0,0,42,23,91,35,14,5,0,7,0,0,0,3,0,0,0,14,183,0,0,0,0,0,10,0,5,0,0,0,4,0,0,0,24,0,0,0,0,0,3,12,6,6,3,13,20,7,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,5,4,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,16,9,61,11,9,11,4,5,0,0,0,0,0,0,0,3,117,3,4,36,142,158,114,79,36,6,5,3,0,0,0,27,617,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12
LGA36720,3,10,12,20,6,0,0,158,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,23,6,33,81,98,120,77,216,169,21,22,11,20,0,0,19,894,30,172,103,39,19,30,74,105,18,21,8,8,4,0,33,671,0,8,4,6,30,57,156,77,7,17,12,26,11,7,15,446,0,0,0,0,22,14,158,185,58,55,42,46,10,0,13,599,0,3,10,13,0,0,5,4,0,0,4,0,0,0,0,46,4,24,80,101,67,35,64,47,18,17,15,16,8,3,18,529,0,0,0,0,0,3,99,179,111,141,166,84,18,0,14,831,67,494,179,107,114,56,150,63,7,20,10,21,0,0,43,1342,28,107,619,1875,2881,2350,3520,1539,206,233,186,241,124,82,434,14425,0,0,9,8,3,6,0,0,0,3,0,0,0,0,0,34,0,0,3,5,9,5,24,40,4,17,12,8,0,0,0,121
LGA36820,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,7,10,5,0,0,0,0,0,0,0,46,25,46,26,4,0,5,4,4,0,0,6,6,4,0,16,140,0,0,0,0,0,6,11,13,0,0,0,6,0,0,0,43,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,3,41,19,11,5,7,14,4,0,0,0,0,0,0,4,107,3,10,75,139,139,78,76,17,11,0,9,0,0,0,28,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA36910,7,25,6,14,0,3,4,151,0,0,0,0,0,8,106,164,8,127,552,969,165,11,82,2197,3,11,24,25,42,26,35,35,0,0,0,3,9,0,8,218,8,35,30,7,0,5,4,13,0,0,0,5,0,0,5,125,0,0,0,0,0,20,37,30,6,7,4,12,3,0,3,116,0,0,0,0,8,12,92,65,22,15,17,12,3,0,10,256,3,4,4,0,0,4,4,0,0,0,0,0,0,0,0,17,3,0,21,32,34,32,86,47,7,13,3,11,0,0,9,302,0,0,0,0,3,5,104,148,49,108,124,124,35,0,10,716,13,174,49,31,37,14,32,11,0,0,0,0,0,0,20,384,10,17,137,429,561,428,440,248,21,27,35,28,13,10,89,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,33,60,18,13,10,18,5,3,0,168
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,5,6,3,6,12,4,3,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,0,12,10,5,0,0,70,0,0,0,0,0,0,15,12,0,0,0,0,3,0,0,41,9,17,30,27,41,20,95,61,7,4,9,13,0,3,9,357,35,130,105,30,14,15,38,42,3,8,9,5,7,0,36,463,0,5,0,0,9,21,52,32,4,3,7,7,0,0,5,151,0,0,0,0,10,23,117,100,26,25,24,34,15,0,12,387,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,13,0,12,69,56,57,25,79,39,8,7,11,6,9,6,13,402,0,0,0,0,0,4,47,57,12,14,26,17,12,0,0,199,10,140,52,35,26,24,59,11,0,7,0,4,4,0,5,384,7,23,194,583,893,699,897,449,56,47,59,65,31,28,151,4176,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,27,25,0,9,4,22,4,0,0,109
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,20,15,28,3,5,0,9,5,0,0,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,23,15,0,0,4,5,0,0,3,71,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,3,0,0,0,4,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,4,5,3,15,5,0,0,0,3,43,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,19,0,24,7,0,7,0,3,0,0,0,0,0,0,0,0,52,0,0,18,93,95,87,114,69,3,6,8,3,0,0,36,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15
LGA37340,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,4,3,7,14,10,19,14,0,0,8,12,6,0,0,96,5,25,9,0,0,4,8,10,7,0,3,17,6,0,4,97,0,0,0,0,0,9,10,6,3,5,3,8,6,3,0,41,0,0,0,0,0,4,16,11,3,5,11,21,0,0,0,75,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,5,3,12,0,4,11,3,3,4,14,0,0,4,70,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,23,3,40,13,10,12,9,5,5,0,0,0,4,5,0,9,112,0,3,66,208,222,194,268,123,15,19,8,32,15,8,56,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,7,3,7,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,6,18,32,23,16,18,8,204,0,0,0,0,0,6,6,13,0,0,0,0,0,0,5,36,0,5,8,0,11,6,13,12,0,9,5,0,0,0,3,71,0,68,16,8,4,0,7,21,16,0,5,4,10,0,6,190,0,0,0,0,7,10,29,29,3,5,3,13,10,3,0,110,0,0,0,0,11,12,84,83,20,24,23,40,7,0,9,319,0,0,0,3,4,3,4,0,0,0,0,0,0,0,5,28,0,3,6,22,34,18,65,105,65,93,115,115,72,5,7,718,0,0,0,0,0,0,8,23,9,20,18,17,4,0,0,89,3,19,14,7,3,3,6,5,0,0,0,0,0,0,0,64,0,7,17,30,46,44,32,30,8,0,0,11,3,7,11,260,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,21,4,6,14,15,3,0,3,93
LGA40120,0,0,0,4,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,11,9,9,11,14,3,0,0,0,0,0,0,0,68,10,90,52,6,5,0,0,3,0,0,0,0,0,0,10,169,0,0,0,0,0,7,16,3,0,0,0,0,3,0,0,42,0,0,0,0,9,0,14,9,6,0,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,3,4,16,14,7,11,28,12,0,0,3,0,5,0,0,103,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,101,19,22,11,10,10,0,0,0,0,0,0,0,8,187,4,0,34,82,77,48,42,12,5,6,3,0,0,0,4,317,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,13
LGA40150,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,8,3,25,18,5,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,4,0,0,0,0,0,0,0,0,0,0,39,0,0,4,9,18,9,19,4,0,6,0,0,0,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,13,4,0,5,15,0,0,0,0,0,0,0,70,3,24,11,8,0,0,0,4,0,0,0,0,0,0,5,57,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,4,0,0,0,0,0,0,4,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,3,117,33,14,10,0,6,0,0,0,0,0,0,0,4,189,3,0,29,55,62,25,36,15,0,0,0,0,4,8,9,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
