LGA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
LGA16550,14,28,18,35,9,10,10,368,0,0,17,16,26,70,47,30,0,0,11,0,0,0,3,229,4,11,66,59,160,220,651,794,150,201,307,422,174,39,39,3307,16,241,192,85,36,32,117,199,28,34,34,41,17,0,42,1098,0,6,3,17,62,88,133,67,12,10,18,16,11,5,11,458,0,0,0,18,81,59,141,65,10,15,13,16,14,0,3,437,12,25,70,95,56,29,26,12,3,4,7,0,9,0,14,361,5,9,92,201,379,163,213,111,59,50,76,88,71,0,35,1555,0,0,0,0,5,6,16,26,19,25,59,35,6,0,0,196,5,30,20,16,22,12,45,30,12,13,19,32,4,4,17,271,7,26,132,303,443,412,530,302,53,52,53,72,29,49,88,2558,0,0,4,10,18,6,6,0,0,0,0,3,0,0,9,63,0,0,3,6,17,19,16,22,11,17,20,22,13,0,4,162
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,8,8,0,0,0,0,0,0,0,24,3,11,3,0,0,0,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,0,18,0,0,0,0,0,0,0,0,3,3,5,5,3,0,0,19,0,24,8,8,3,3,8,0,0,0,0,0,0,0,0,52,0,0,23,58,38,31,33,16,0,0,4,0,0,0,14,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA16700,104,105,101,114,64,38,35,1995,0,0,18,17,16,41,48,21,3,0,0,0,0,4,3,183,0,8,23,33,76,49,90,64,9,7,9,3,0,0,5,383,83,440,544,95,46,28,64,131,23,19,15,14,6,0,50,1555,0,5,0,17,79,147,173,74,21,20,23,24,4,3,17,610,0,0,3,151,698,837,1534,759,158,163,162,149,75,9,97,4798,8,44,165,250,150,87,44,34,3,8,4,11,4,6,27,857,0,12,57,203,422,203,390,223,65,88,62,90,22,9,35,1870,0,0,0,0,0,23,112,128,57,133,150,118,20,4,18,763,7,37,15,12,9,15,20,13,3,4,0,10,0,0,3,142,8,21,63,182,250,288,286,156,23,27,35,47,28,6,38,1451,0,6,35,25,13,10,5,3,3,0,0,0,0,0,0,104,0,0,0,10,29,40,69,147,58,69,66,88,60,15,10,657
LGA16900,0,3,0,0,0,0,0,41,0,0,0,0,0,4,16,10,5,0,3,0,0,0,0,32,0,4,31,25,27,13,12,25,0,0,0,0,0,0,6,149,12,131,143,49,17,9,6,13,0,0,0,0,0,0,14,390,0,0,0,0,4,3,6,7,0,0,0,0,0,5,0,25,0,0,0,0,4,8,16,8,3,0,0,0,0,0,0,45,0,5,12,14,10,6,0,0,0,0,0,0,0,0,5,46,0,0,9,4,8,16,12,9,0,0,0,0,4,0,0,60,0,0,0,0,0,0,9,10,7,8,7,0,0,0,0,37,11,151,24,8,9,3,0,0,0,0,0,0,0,0,13,232,0,3,51,98,141,151,140,73,14,10,5,6,5,3,25,734,0,13,332,345,87,34,29,15,0,0,0,4,0,0,20,882,0,0,0,7,3,9,20,26,0,0,3,4,0,0,0,80
LGA16950,0,6,11,7,4,0,4,56,0,0,4,3,0,4,5,6,0,0,0,0,0,0,0,33,3,8,36,39,38,16,31,12,0,0,0,5,0,0,14,203,15,96,119,17,12,10,4,12,0,5,5,0,0,0,25,326,0,0,0,0,6,9,23,18,0,0,0,0,0,0,5,74,0,0,0,3,8,10,30,25,6,6,4,4,0,0,0,84,0,0,5,17,5,4,11,0,0,0,0,0,0,0,6,47,0,3,11,13,14,6,17,7,3,3,11,4,0,0,0,92,0,0,0,0,3,5,33,39,24,21,17,11,4,0,3,154,16,215,53,26,21,8,18,3,0,0,0,0,0,0,9,372,19,18,149,339,308,180,161,74,5,11,9,10,8,0,82,1373,0,0,32,10,4,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,6,17,5,0,4,16,0,0,0,56
LGA17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,11,18,0,0,0,0,0,0,3,47,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,7,0,0,0,0,0,4,0,0,0,6,0,25,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,23,7,0,3,0,7,0,4,0,0,0,0,0,0,49,0,0,22,61,78,77,116,39,0,0,13,4,3,3,18,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4
LGA17040,0,0,0,0,8,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,3,4,10,0,0,3,4,0,0,4,55,3,29,24,9,3,0,0,3,0,0,5,3,4,5,9,102,0,0,0,0,0,4,5,4,0,0,0,4,0,0,0,27,0,0,0,0,0,0,3,4,0,0,3,7,0,0,0,22,0,0,14,11,7,0,0,0,0,0,0,0,0,0,0,31,0,5,3,3,6,0,4,0,0,4,0,0,9,0,0,35,0,0,0,0,0,0,3,3,8,0,4,6,0,0,0,33,4,30,14,3,12,10,8,3,0,0,0,3,0,0,0,92,3,8,19,80,80,62,60,27,0,9,6,5,3,4,20,385,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,10,0,4,0,12,3,7,0,39
LGA17080,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,12,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,0,0,0,6,22,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,9,29,52,33,35,9,0,4,0,0,0,0,22,195,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
LGA17100,4,3,5,0,0,3,3,85,0,0,0,0,8,19,13,6,0,0,0,0,0,0,0,49,0,0,8,13,17,20,20,27,0,0,0,4,0,0,3,105,9,117,148,39,14,6,18,36,3,7,3,5,0,0,16,427,0,0,0,5,10,10,26,16,0,4,5,6,3,0,0,89,0,0,0,150,346,368,735,368,88,82,84,96,26,0,83,2430,6,41,137,171,137,80,69,26,15,7,3,7,0,0,27,724,0,6,23,48,118,50,72,77,47,42,34,38,8,0,9,564,0,0,0,0,0,16,294,343,212,483,880,657,151,9,55,3100,0,5,0,0,6,3,0,0,0,0,0,0,0,0,0,16,0,5,12,37,43,71,94,54,10,7,3,7,8,6,12,366,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,21,53,34,68,15,19,28,43,12,15,3,317
LGA17150,8,4,0,7,0,0,0,200,0,0,0,12,9,30,22,3,0,0,0,0,0,0,0,84,0,14,77,66,195,118,271,156,17,18,17,8,4,5,16,987,49,397,374,90,41,25,44,91,7,4,7,5,5,3,53,1192,0,4,0,11,45,73,103,45,17,0,4,8,4,0,6,322,0,0,5,20,59,65,90,31,4,4,4,8,0,0,0,293,9,37,149,219,120,56,50,15,0,6,15,5,8,0,22,701,3,13,45,124,173,81,85,45,17,12,6,4,5,0,7,614,0,0,0,0,0,17,118,41,15,23,34,6,7,0,6,284,31,179,60,18,28,34,45,21,0,6,5,10,0,0,18,449,23,45,197,431,585,644,631,305,56,38,43,35,25,33,76,3159,0,13,228,188,86,65,69,22,4,5,11,0,0,0,16,712,0,0,6,10,22,18,15,21,3,0,3,9,0,0,0,102
LGA17200,57,49,53,67,29,20,12,928,0,0,12,9,3,60,25,21,0,0,4,6,5,0,7,150,0,11,46,46,129,130,464,543,121,181,239,297,123,14,19,2347,15,97,117,58,34,67,181,508,112,116,120,176,63,8,41,1699,0,0,13,23,101,273,359,228,64,84,116,150,68,41,44,1572,0,0,5,62,205,259,583,408,141,126,162,239,80,15,74,2348,3,22,93,93,83,34,37,35,8,3,5,0,12,11,12,452,0,8,75,195,450,269,554,344,140,209,217,172,77,28,58,2786,0,0,0,0,6,28,81,40,31,54,89,80,21,5,19,451,10,33,21,19,25,50,73,91,29,27,39,42,20,14,4,500,15,33,207,495,859,962,1114,691,160,151,228,271,169,220,128,5705,0,3,33,30,22,19,24,14,5,4,0,0,0,0,3,161,0,0,3,0,20,26,58,93,22,34,32,36,16,12,6,357
LGA17310,0,0,0,3,0,0,0,30,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,6,5,7,8,10,11,0,0,0,0,0,0,3,52,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,22,0,0,0,0,8,3,11,3,0,0,0,3,0,0,0,30,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,7,13,3,7,9,15,6,10,5,10,0,0,3,88,0,0,0,0,0,0,24,41,28,44,52,34,3,0,0,217,0,47,9,3,3,3,7,4,0,0,0,0,0,0,3,85,9,9,31,89,70,69,65,54,5,11,0,6,5,0,24,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,32,0,6,8,4,5,3,4,81
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,14,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,36,20,19,14,3,4,0,0,0,0,0,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,97,101,91,113,28,19,38,2982,0,0,12,8,18,74,56,27,4,3,10,0,0,3,3,231,6,9,51,66,111,81,123,103,11,7,3,5,3,5,7,594,54,376,341,81,41,33,36,29,4,9,3,4,5,0,51,1063,0,0,5,9,32,54,76,44,7,3,5,5,4,0,0,252,0,0,4,58,485,696,1243,392,60,55,52,57,26,9,55,3189,6,63,186,181,198,135,71,14,5,5,3,6,6,8,22,902,5,14,83,245,561,231,461,246,46,61,39,31,23,5,28,2068,0,0,0,0,3,68,308,88,18,30,17,22,16,0,3,568,16,127,52,20,27,20,46,6,3,5,6,10,0,0,5,343,7,30,118,276,392,436,576,257,37,54,31,43,28,11,50,2357,0,0,15,13,10,4,5,5,0,0,0,0,0,0,4,61,0,0,5,51,135,212,349,455,133,143,114,76,31,28,23,1764
LGA17550,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,24,27,24,10,45,30,0,0,0,3,0,0,9,185,15,69,25,10,5,9,16,27,7,3,4,0,0,0,16,201,0,0,7,6,13,43,60,29,6,9,6,15,5,0,6,209,0,0,3,3,10,9,17,3,0,3,0,3,0,0,0,48,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,14,0,6,30,20,24,9,13,6,0,3,6,3,0,0,3,124,0,0,0,0,0,0,8,14,11,11,4,4,0,0,0,54,30,132,27,18,19,15,15,4,3,7,8,0,0,0,14,295,15,29,202,436,617,454,473,176,32,20,20,24,21,17,122,2654,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,18
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,7,4,19,10,3,0,5,7,3,0,0,68,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,4,0,4,0,0,0,20,0,0,0,0,0,0,6,0,7,4,0,0,0,0,0,15,0,15,4,0,3,0,5,0,0,0,0,0,3,0,4,33,0,3,9,35,39,27,35,12,0,3,5,5,0,0,10,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,16,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,3,0,8,4,0,0,0,0,0,0,0,0,0,21,0,3,12,18,19,17,8,6,0,0,3,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,3,0,12,18,4,8,3,5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17750,10,9,3,0,0,0,0,74,0,0,0,0,0,10,22,11,108,123,153,309,74,0,13,824,0,6,0,8,3,6,22,27,0,5,0,0,0,0,4,94,6,25,7,0,0,0,0,10,0,0,3,8,0,0,0,70,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,23,0,0,0,4,5,0,20,17,0,0,5,0,0,0,0,50,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,17,0,0,12,15,10,8,20,25,13,4,4,20,7,0,7,154,0,0,0,0,0,0,54,46,11,31,26,11,9,0,0,195,3,45,9,0,4,0,12,0,0,0,0,0,0,0,4,90,5,6,31,84,70,84,71,63,4,8,13,14,9,4,13,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,25,44,9,8,4,13,0,3,0,115
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,6,5,3,6,3,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,4,21,8,6,4,0,6,0,0,0,0,0,48,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,9,3,3,7,4,0,0,0,0,0,0,0,0,0,26,0,3,12,16,18,4,7,4,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18050,0,5,0,0,0,0,4,138,0,0,4,12,6,8,6,0,0,0,0,0,0,0,0,43,0,4,25,20,62,91,210,207,41,69,114,156,69,12,18,1100,9,82,72,35,22,32,101,230,52,71,61,58,21,5,23,864,0,0,4,14,32,44,67,40,0,6,10,9,6,5,3,250,0,0,0,7,30,25,62,19,14,3,3,11,8,0,4,188,0,0,18,29,25,9,11,11,0,0,0,0,0,0,3,97,0,0,21,39,45,22,14,11,8,3,0,5,5,3,6,179,0,0,0,0,0,6,8,3,0,3,10,5,0,0,0,40,0,14,5,3,10,11,34,42,23,19,16,23,5,0,4,215,8,14,63,162,236,250,332,213,34,54,44,63,33,21,43,1567,0,0,6,8,7,0,3,5,0,0,0,0,0,0,0,33,0,0,0,0,4,6,3,11,0,0,4,0,0,0,0,31
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,5,4,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,17,18,0,0,0,0,0,0,0,0,0,3,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,9,24,6,13,7,0,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
LGA18250,16,23,9,14,21,0,10,566,0,0,4,0,3,11,9,0,0,0,0,0,0,0,4,42,0,9,16,18,64,42,52,51,0,0,3,4,0,0,10,269,23,129,137,43,19,10,34,41,3,13,4,0,4,0,19,467,0,0,8,30,153,243,302,147,45,57,80,137,44,56,48,1364,0,0,3,54,169,253,509,246,43,52,56,84,47,29,49,1588,0,7,55,102,36,14,17,6,0,0,0,0,0,0,12,253,0,10,41,146,318,133,237,123,31,47,42,40,12,9,10,1208,0,0,0,0,0,5,68,77,29,74,103,82,10,0,7,468,6,21,15,13,16,11,29,9,0,3,0,0,0,5,3,137,12,19,88,165,215,261,283,137,16,26,19,19,16,11,30,1315,0,5,25,18,4,4,5,0,0,0,0,0,0,0,0,59,0,0,4,11,16,24,18,36,10,7,8,8,3,0,3,145
