LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA32450,10,31,99,429,219,40,14,126,970,0,5,12,4,0,0,0,4,26,0,0,4,0,0,0,0,0,4,0,5,18,4,0,0,0,4,29,0,32,58,16,6,0,0,23,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,16,6,0,0,23,130,129,192,18,37,22,3,3,190,594,5,21,3,0,3,0,4,5,46,139,286,189,487,252,41,22,342,1769
LGA32500,74,179,340,456,173,32,19,266,1547,0,15,37,11,0,0,0,18,79,0,8,8,9,0,0,0,0,17,0,19,44,13,0,0,0,19,103,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,12,259,313,37,52,37,3,7,241,949,34,48,8,9,5,0,3,27,131,370,567,439,532,219,31,25,554,2745
LGA32600,7,15,9,25,11,6,3,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,3,0,0,0,15,63,0,4,0,5,0,0,0,0,9,26,44,12,35,15,6,4,30,171
LGA32750,5,7,22,26,7,7,3,31,112,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,20,10,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,7,27,29,20,26,7,3,0,35,151
LGA32770,0,15,57,133,55,0,0,16,282,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,18,80,135,55,0,0,16,312
LGA32810,45,207,508,1563,964,107,32,358,3786,4,20,196,93,3,0,4,46,359,0,21,181,97,15,0,0,43,354,5,36,372,185,24,0,4,89,715,11,84,374,70,9,0,0,77,623,0,18,8,3,0,0,0,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,101,384,75,10,0,0,81,660,154,220,29,17,18,3,10,50,505,40,81,26,20,10,0,9,12,202,262,639,1327,1868,1023,112,51,588,5863
LGA33100,3,26,29,57,33,4,14,49,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,7,100,164,17,21,18,0,0,67,390,20,35,7,9,6,8,0,10,105,121,228,54,90,65,15,24,127,721
LGA33200,12,32,91,201,83,23,19,66,522,9,17,20,24,27,0,0,12,109,0,0,0,0,0,0,0,0,0,9,17,20,24,27,0,0,12,109,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,34,10,0,0,0,0,20,89,6,7,4,7,14,0,5,6,58,49,93,125,244,120,27,26,105,789
LGA33220,239,781,4959,16850,13005,1848,473,1986,40135,14,315,1203,643,50,9,4,257,2497,18,196,589,518,29,0,0,147,1500,36,514,1794,1161,84,6,4,404,4001,15,126,440,93,11,0,0,102,789,0,24,99,31,0,0,0,13,176,4,35,185,104,0,0,0,28,360,0,0,4,8,0,0,0,0,10,0,3,5,4,3,0,0,8,32,19,188,738,248,20,0,0,156,1364,342,662,175,92,50,3,7,205,1524,113,175,79,59,41,7,8,52,526,743,2315,7742,18406,13200,1863,486,2794,47553
LGA33360,127,396,1329,8141,8418,1219,237,1187,21060,5,83,233,208,88,19,6,51,698,14,28,314,380,23,0,0,88,853,13,117,550,594,110,21,9,134,1549,4,125,702,299,15,8,0,120,1278,15,30,127,34,3,0,0,19,227,3,6,179,53,6,0,0,32,276,0,4,87,5,0,0,0,16,106,0,0,0,3,0,0,0,0,7,19,172,1095,385,24,8,3,189,1892,198,371,85,44,22,3,0,295,1014,42,69,16,14,9,0,9,27,183,395,1124,3072,9180,8588,1251,251,1840,25699
LGA33430,219,800,5640,41534,64020,13605,3318,5653,134797,83,653,7122,7443,708,48,22,1087,17162,56,855,6354,20055,3130,221,52,1947,32670,137,1503,13474,27497,3839,266,82,3031,49833,168,1617,5034,1574,232,31,26,965,9634,74,2566,9841,1923,148,18,9,1245,15820,88,2036,6038,1824,132,8,9,906,11042,291,3610,9460,3004,177,14,3,2237,18795,9,59,108,53,34,22,12,78,358,629,9880,30474,8383,717,90,57,5435,55658,289,890,445,98,48,4,23,515,2311,41,183,245,188,89,8,4,122,874,1312,13255,50286,77693,68714,13976,3484,14756,243469
LGA33610,20,80,390,1500,1129,213,74,286,3696,0,30,139,27,3,0,0,26,227,0,0,20,10,0,0,0,3,33,0,27,159,40,4,0,0,34,264,0,15,41,14,0,0,0,75,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,14,0,0,0,75,144,23,31,3,16,4,0,0,21,106,12,12,5,12,7,4,0,0,50,57,166,603,1579,1146,214,82,411,4252
LGA33620,150,521,2221,8758,5741,987,249,1190,19820,7,102,350,137,19,4,0,62,692,9,37,150,102,8,0,0,31,339,21,143,498,243,29,4,3,99,1029,12,109,179,59,7,0,0,47,412,0,4,13,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,8,13,12,119,193,62,8,5,0,58,451,144,224,89,45,31,0,5,168,714,39,96,21,20,14,0,5,10,205,362,1100,3024,9135,5823,993,261,1526,22219
LGA33800,25,127,606,2202,893,117,41,306,4312,0,17,113,14,0,3,0,37,179,0,7,35,6,0,0,0,7,56,0,25,144,18,0,3,0,40,235,0,30,63,15,6,0,4,18,135,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,14,6,0,4,20,143,83,117,8,15,7,0,0,40,269,29,40,8,14,6,3,6,9,118,144,333,836,2269,907,126,44,416,5072
LGA33830,4,13,49,121,59,7,0,20,274,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,5,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,29,52,128,59,7,0,23,305
LGA33960,89,946,3733,26865,32195,3983,833,3421,72070,34,733,1554,1426,273,4,12,490,4525,15,204,727,1784,235,8,4,355,3333,51,937,2284,3200,511,13,15,846,7860,3,370,404,179,21,6,3,147,1132,4,46,69,7,0,0,0,22,146,0,28,60,0,0,0,0,5,95,4,19,18,9,0,0,0,3,51,0,23,13,10,9,0,3,20,82,15,491,564,212,28,0,5,192,1499,26,106,69,34,14,0,0,141,384,13,34,14,22,21,3,4,18,138,189,2515,6667,30329,32765,4002,855,4618,81945
LGA33980,69,185,333,2825,1880,295,110,676,6380,0,37,176,86,11,0,0,41,358,0,13,147,241,40,0,0,25,477,0,56,319,330,58,0,0,73,834,0,12,72,25,0,0,0,16,126,0,6,4,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,75,29,0,0,0,20,149,107,176,15,19,6,5,5,60,395,42,70,8,19,9,4,4,28,179,223,508,752,3225,1959,302,122,845,7935
LGA34420,0,6,35,104,37,7,0,22,210,0,0,30,6,0,0,0,7,41,0,0,3,7,0,0,0,9,20,0,0,35,13,0,0,0,13,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,5,0,6,78,127,37,7,0,36,286
LGA34530,60,248,1084,4479,5243,895,183,773,12967,5,106,218,115,7,0,0,84,539,11,19,45,56,10,0,0,13,156,13,124,265,174,14,0,5,99,695,14,146,282,115,8,4,6,47,619,0,7,57,25,0,0,0,12,92,0,16,78,23,0,0,0,22,141,3,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,16,172,419,167,4,3,0,78,873,190,276,34,32,29,3,0,295,860,47,95,14,21,6,0,0,20,204,325,920,1820,4876,5295,902,192,1263,15595
LGA34570,0,9,34,58,39,0,4,17,166,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,17,0,4,4,5,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,0,7,3,16,44,61,42,0,4,28,191
LGA34580,50,182,1021,5234,5337,1000,333,801,13957,0,27,224,148,24,5,0,69,494,0,0,26,51,23,6,0,15,124,0,25,243,198,49,13,0,86,619,0,15,78,27,7,0,0,18,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13,0,23,83,27,7,0,0,20,159,10,23,16,24,22,3,3,27,126,4,7,4,6,8,3,0,44,85,65,255,1367,5495,5424,1019,339,983,14945
LGA34590,120,518,4268,38121,41193,7927,2453,5959,100556,13,405,2534,1712,228,18,6,654,5580,21,346,3130,4192,399,28,7,1059,9182,41,750,5667,5904,625,48,16,1716,14765,14,374,1077,665,40,5,3,421,2597,5,147,162,28,12,0,0,114,461,0,16,111,3,0,0,0,15,146,0,36,25,11,3,0,0,7,80,3,40,106,37,16,9,7,55,281,23,620,1469,751,72,14,10,607,3559,36,192,78,7,11,6,0,231,552,8,33,35,44,32,0,0,41,201,223,2115,11522,44826,41925,7995,2486,8551,119634
LGA34710,11,45,161,543,320,95,31,167,1379,0,10,36,6,0,0,0,11,60,0,0,14,3,0,0,0,0,23,0,10,51,8,0,0,0,12,83,0,7,30,0,0,0,0,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,13,48,82,118,21,13,13,0,0,34,278,14,20,7,18,4,0,0,6,74,106,199,264,585,339,94,37,230,1852
LGA34770,131,579,2969,16201,13928,2065,342,2543,38766,18,271,1651,856,119,13,9,421,3356,15,244,559,405,45,9,4,204,1481,27,518,2210,1257,169,19,13,623,4838,12,241,667,242,19,4,0,155,1342,0,0,23,9,7,0,0,6,44,0,26,15,75,0,0,0,16,138,0,33,49,120,18,0,0,113,327,0,0,4,8,0,0,0,9,23,15,297,756,453,41,4,0,306,1872,227,447,85,56,33,3,10,366,1230,61,111,41,41,18,3,0,61,331,457,1958,6060,18006,14184,2092,365,3901,47026
