LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA23350,35,38,75,1049,1247,2298,0,0,0,64,84,148,5,3,5,1385,1593,2977,0,7,7,10,8,17,22,27,46,5,7,9,38,75,114,0,0,0,18,25,41,24,38,65,188,197,383,14,16,31,18,20,33,340,403,740,183,204,389,5,8,17,3380,3956,7334,19,12,32,0,3,10,4,4,11,0,0,0,0,0,0,17,20,35,17,20,35,4080,3983,8059,36,27,61,9,22,27,4121,4022,8147,786,605,1390,5,5,11,8363,8672,17041
LGA23430,1938,2498,4440,4755,6325,11082,0,13,12,575,641,1215,4,3,9,17214,19616,36830,83,137,219,4894,5322,10216,198,241,441,114,102,214,169,209,381,170,200,369,180,242,427,502,578,1078,908,1177,2084,35,66,99,55,90,147,1195,1804,3001,1308,1658,2967,41,43,87,32401,38465,70872,2458,2105,4561,1163,1134,2294,798,870,1672,3,0,4,440,353,786,248,304,548,685,655,1342,32204,30832,63039,232,166,399,110,195,303,32545,31192,63735,4037,3914,7952,117,135,254,76155,80970,157122
LGA23670,3147,3716,6867,4670,5938,10608,12,9,25,1695,1947,3642,91,92,182,13895,15892,29784,253,301,552,1910,1936,3845,128,187,316,239,292,534,253,341,597,350,331,684,381,452,832,1346,1566,2908,1224,1501,2723,126,174,299,214,216,427,1543,2066,3607,2572,3050,5624,150,179,323,31046,36469,67518,2855,2821,5679,1249,1215,2466,64,91,151,0,5,8,482,497,979,398,503,899,883,999,1882,33972,31156,65130,212,201,413,130,233,366,34316,31593,65910,3977,3962,7931,121,153,279,77662,81018,158680
LGA23810,230,328,558,3355,4319,7682,0,0,0,311,363,675,52,68,116,6806,7800,14603,16,24,38,360,363,725,156,206,368,84,88,170,88,129,215,7,12,23,82,101,184,314,361,673,744,909,1653,72,117,185,54,68,117,774,1096,1873,703,832,1533,24,22,43,13996,16883,30881,169,166,334,312,269,585,22,19,42,3,0,8,77,67,146,119,156,270,198,224,420,18985,17733,36712,112,99,210,51,89,139,19143,17917,37061,3705,3652,7358,66,39,100,37854,39486,77339
LGA23940,20,19,42,455,515,971,0,0,0,76,95,175,0,0,0,586,603,1188,20,32,46,8,12,23,0,5,6,3,6,8,10,9,18,0,0,0,3,13,13,22,30,49,120,123,247,7,5,13,9,3,10,301,308,607,71,69,141,3,3,3,1696,1824,3523,5,8,17,9,11,25,0,0,0,0,0,0,0,0,0,16,22,38,16,23,42,1646,1430,3073,9,7,12,9,8,16,1661,1443,3103,495,471,966,0,4,4,3903,3806,7712
LGA24130,119,169,292,2194,2705,4904,0,0,0,164,218,384,74,65,137,5525,5833,11354,40,57,94,181,208,390,33,50,85,21,25,45,77,101,175,11,4,12,42,47,86,129,134,267,377,422,803,13,26,45,26,27,48,712,1009,1716,403,440,843,13,10,18,10023,11376,21400,51,50,106,99,80,179,31,25,57,0,3,3,35,32,68,45,64,105,76,99,170,12740,12232,24971,101,78,179,34,66,100,12872,12373,25249,1724,1623,3344,24,17,34,25021,25818,50839
LGA24210,2304,3133,5438,3103,3963,7067,3,10,7,1358,1675,3036,14,9,25,11484,13065,24550,102,122,224,5078,5500,10579,61,82,146,55,52,111,231,275,513,402,409,817,349,409,759,639,702,1344,890,1026,1918,53,50,109,53,75,132,1116,1588,2706,1653,2044,3696,33,25,52,26688,31092,57781,1240,1160,2403,2158,2093,4252,169,175,343,0,0,0,340,343,685,346,399,744,690,743,1427,23585,22442,46029,122,105,225,75,93,169,23782,22640,46427,2803,2851,5652,177,183,364,60009,64074,124080
LGA24250,17,44,60,527,681,1202,0,0,0,56,42,96,0,0,0,835,940,1774,0,0,8,29,13,42,8,0,8,0,5,3,23,28,48,0,0,0,18,12,35,20,18,37,104,108,215,0,3,4,20,16,37,185,243,433,82,116,194,7,5,12,1911,2239,4147,10,14,20,15,11,23,8,14,22,0,0,0,6,4,12,13,10,22,20,15,32,2582,2454,5030,16,17,28,11,4,13,2601,2473,5074,471,456,928,6,8,19,5057,5272,10325
LGA24330,2974,3847,6821,1093,1312,2405,0,0,0,370,374,748,0,0,0,7595,8385,15982,46,44,94,1624,1764,3392,45,52,98,29,35,68,50,79,132,160,148,310,160,176,335,181,225,404,240,294,530,11,19,26,38,45,83,307,403,707,884,973,1859,14,11,29,12849,14352,27206,1689,985,2678,1932,1448,3375,59,62,122,0,0,3,116,102,217,128,154,281,244,253,503,19281,18278,37559,241,171,413,69,106,175,19594,18555,38147,3085,2585,5668,75,83,163,42511,42181,84688
LGA24410,1056,1472,2532,3556,4823,8378,0,0,0,2239,2507,4748,16,9,22,9213,10626,19836,280,362,638,761,881,1636,87,130,214,118,125,241,404,508,907,77,80,160,190,256,448,724,854,1583,856,940,1798,125,179,299,187,219,405,1275,1922,3203,1967,2281,4251,133,194,330,22209,26887,49099,1073,1070,2149,527,494,1023,51,63,110,0,0,0,276,269,548,273,341,614,547,612,1164,26547,25132,51675,210,158,365,82,146,225,26832,25432,52268,2852,2738,5592,76,95,167,55225,58865,114097
LGA24600,3975,5523,9500,2293,2425,4712,0,10,9,534,642,1177,6,5,14,9591,10299,19892,24,45,74,932,968,1897,34,52,95,51,53,101,119,140,260,137,137,275,309,340,641,414,552,965,596,660,1257,19,24,39,40,44,87,672,765,1441,1461,1892,3360,34,34,69,17274,19090,36362,5056,4104,9156,3062,2848,5912,297,307,600,4,3,10,276,221,492,317,365,681,595,582,1186,37287,35945,73235,519,393,909,145,180,322,37949,36518,74470,8522,7587,16108,795,658,1450,77521,77215,154742
LGA24650,2247,2818,5059,3146,3861,7004,36,33,70,1020,1109,2133,85,71,154,23726,25589,49318,69,77,147,3648,3700,7352,362,431,792,373,373,742,155,217,378,1067,1077,2142,516,551,1065,1155,1319,2474,603,717,1323,49,95,149,227,303,530,913,1192,2106,3613,4036,7648,44,49,97,40818,44811,85621,4741,4502,9242,5695,5718,11416,31,28,62,0,0,3,4959,4481,9447,203,262,471,5165,4746,9915,22365,20622,42990,154,112,265,100,118,217,22620,20854,43478,7753,5954,13707,131,186,318,89200,89618,178815
LGA24780,562,520,1075,2156,2701,4861,0,0,0,162,173,336,3,0,5,5192,5874,11068,87,136,227,290,269,563,73,114,191,52,51,103,269,338,604,15,15,29,107,120,227,321,362,682,416,498,914,61,83,143,179,202,380,1118,1506,2627,555,623,1175,37,38,74,11093,13106,24197,219,169,383,640,536,1176,6,8,17,7,11,16,219,170,384,42,73,115,265,251,516,12485,11677,24162,61,53,113,26,41,69,12573,11774,24349,2729,2599,5328,58,66,119,28147,29019,57169
LGA24850,160,239,398,2024,2432,4456,14,10,24,169,178,347,0,0,4,5861,6076,11933,16,28,43,375,367,749,18,29,46,43,44,89,61,76,141,8,7,15,70,71,140,140,133,274,392,437,829,50,52,95,36,35,70,491,614,1108,458,498,956,9,13,21,10229,11113,21338,325,309,636,421,389,810,8,5,16,0,0,4,557,503,1061,116,156,274,677,663,1340,11078,9784,20867,85,69,152,25,51,84,11191,9909,21099,1980,1736,3715,19,25,48,25009,24383,49396
LGA24900,137,153,293,1715,1992,3705,0,0,0,86,109,197,53,47,102,3674,3945,7621,16,35,52,54,45,101,18,26,47,4,10,13,30,39,69,0,0,0,34,42,76,79,116,198,422,438,861,20,32,53,9,11,19,797,1014,1810,181,214,391,0,5,6,7191,8123,15316,47,39,90,144,78,218,3,8,12,4,0,4,79,68,142,21,34,56,103,100,201,6007,5393,11395,28,22,51,24,22,43,6058,5434,11491,1421,1238,2665,6,11,18,15114,15181,30298
LGA24970,6517,7184,13701,3604,4605,8210,15,17,35,1495,1850,3346,7,9,17,15469,17151,32624,162,195,359,6672,7254,13929,118,162,279,77,99,182,182,218,397,472,521,991,463,488,953,765,869,1641,1044,1246,2291,46,65,118,115,128,246,1747,2408,4158,2128,2707,4835,66,70,134,34650,40085,74738,7781,6486,14263,2903,2332,5237,345,393,737,0,0,0,889,788,1678,468,533,1003,1364,1320,2683,35195,32160,67357,289,215,506,121,143,264,35604,32521,68124,5762,5148,10909,397,378,771,95314,95843,191160
LGA25060,1280,1812,3097,2317,3025,5346,17,10,30,396,465,864,3,0,5,20844,23292,44133,38,52,87,3368,3597,6963,100,129,232,27,31,61,85,153,241,274,334,610,97,135,231,291,358,646,481,567,1050,20,33,54,24,26,51,834,1200,2038,985,1237,2221,18,19,33,30223,34663,64888,1547,1254,2798,2112,2077,4185,59,58,112,4,7,6,163,155,317,141,167,307,301,323,626,19819,18618,38433,193,156,345,64,109,176,20073,18882,38954,3034,2893,5925,90,90,180,58714,62044,120758
LGA25150,88,134,222,1472,1881,3353,0,0,0,129,161,291,18,7,26,4404,4721,9120,15,19,30,234,209,447,41,59,102,23,25,54,60,83,141,0,0,0,42,53,93,100,120,218,203,311,507,22,23,50,29,36,65,452,628,1074,359,378,738,8,4,13,7611,8721,16333,210,170,383,124,102,225,6,4,21,0,0,0,272,257,526,38,67,103,305,324,628,8769,8166,16931,60,61,124,19,47,66,8850,8270,17121,1234,1085,2313,12,16,29,18445,18825,37265
LGA25250,1482,1993,3471,1917,2612,4528,98,109,202,321,417,734,3,0,3,18421,21345,39773,28,40,69,4917,5386,10305,139,180,316,54,51,97,110,134,242,175,172,346,163,194,359,255,317,572,377,429,814,43,51,97,18,32,56,609,914,1529,1076,1306,2384,24,36,62,28751,33724,62480,3480,2705,6183,8753,7964,16717,127,196,318,13,9,18,253,201,453,280,328,609,545,538,1084,33890,34498,68386,509,416,928,117,257,371,34509,35178,69683,5178,4597,9771,147,151,300,82966,87045,170008
LGA25340,389,725,1118,9126,11926,21055,6,6,11,887,1109,1992,4,4,11,14423,16673,31094,118,151,270,1351,1279,2634,250,309,567,152,156,307,188,257,445,43,24,69,184,233,418,314,401,713,1385,1723,3104,78,121,201,38,46,75,1996,2907,4908,1210,1559,2772,47,65,107,31791,38953,70742,198,174,374,161,158,321,209,202,404,6,9,15,60,49,99,130,244,377,195,295,488,41919,39794,81715,255,259,514,122,297,423,42299,40345,82648,5656,5941,11595,65,78,141,80962,86871,167832
LGA25430,90,124,215,674,882,1555,0,0,0,65,86,157,53,46,100,879,953,1841,29,37,67,55,47,102,3,9,17,3,4,6,20,24,45,0,0,0,9,22,35,41,44,85,117,152,268,22,28,47,4,4,10,354,443,790,154,181,339,5,8,15,2494,2978,5474,21,19,42,12,14,31,15,33,48,4,0,8,10,10,18,45,74,128,58,92,149,5866,5834,11698,59,47,107,31,58,87,5957,5941,11898,1389,934,2325,16,6,25,10053,10142,20192
LGA25490,18,38,59,681,931,1610,0,0,0,120,127,240,0,0,0,2056,2193,4251,6,12,19,28,21,50,9,11,21,6,8,9,96,117,212,5,0,5,8,13,24,39,37,82,391,345,739,7,3,14,12,8,23,377,463,846,148,146,297,6,5,4,3994,4446,8433,8,12,15,12,5,18,0,3,9,0,0,0,3,4,3,13,26,44,16,30,49,3690,3467,7159,17,20,43,5,18,27,3713,3508,7223,684,657,1350,9,10,16,8460,8714,17167
LGA25620,56,67,122,813,902,1720,0,0,0,116,101,220,0,3,5,1099,1118,2218,10,7,21,61,59,120,16,15,31,8,3,11,11,21,37,0,0,0,15,11,22,29,41,67,171,181,356,10,11,18,29,31,62,233,297,525,134,154,288,5,8,12,2761,2967,5728,10,12,25,21,15,35,0,0,5,3,0,6,14,11,26,20,41,60,34,63,94,3990,3490,7481,34,24,59,17,21,37,4043,3538,7579,864,732,1597,0,7,15,7796,7397,15192
LGA25710,244,353,593,2234,2789,5019,0,3,3,386,464,848,203,212,420,6568,7029,13598,26,32,57,839,888,1724,45,59,106,22,20,38,114,156,268,37,40,78,60,72,134,171,199,363,403,509,912,41,50,89,16,25,48,632,848,1489,600,684,1283,18,20,37,12408,14100,26507,174,173,351,228,251,479,41,40,80,0,0,0,45,36,77,55,117,170,98,145,244,15905,14914,30821,109,89,199,53,97,152,16066,15101,31167,1339,1244,2586,28,28,51,30633,31435,62066
LGA25810,27,40,65,575,619,1191,0,0,0,48,46,96,25,29,57,889,1025,1912,18,35,52,19,17,39,20,29,48,0,5,11,36,51,89,0,0,3,11,7,18,21,25,54,102,112,213,23,19,46,7,16,22,523,625,1146,89,93,187,3,8,11,2418,2760,5185,40,15,47,27,15,42,0,0,5,0,0,0,14,10,30,23,23,41,36,40,68,2755,2499,5255,22,15,38,3,12,15,2782,2528,5316,655,594,1252,10,7,18,5996,5995,11992
LGA25900,717,1039,1760,2624,2988,5615,0,0,0,242,258,497,0,0,0,7672,9042,16714,17,24,41,1964,2138,4107,57,76,138,16,16,35,105,145,248,98,81,177,100,122,215,156,192,351,396,430,826,5,17,23,12,34,43,532,682,1212,650,874,1523,30,24,51,14678,17148,31823,1190,907,2097,715,651,1363,1634,1722,3356,0,9,5,71,64,133,187,195,385,259,266,526,25269,24989,50248,317,241,562,109,246,354,25696,25471,51164,4483,4054,8536,127,150,277,49500,51403,100899
LGA25990,7,18,31,478,487,964,0,0,0,17,18,32,0,0,0,553,557,1112,14,16,27,13,7,24,8,4,20,0,4,8,11,10,23,0,0,0,6,8,15,14,21,34,103,80,184,3,13,19,0,0,4,245,277,525,39,39,80,12,11,19,1515,1562,3077,0,0,3,6,4,7,5,0,8,0,0,3,0,0,0,18,15,34,18,21,35,1687,1621,3310,5,9,14,6,9,12,1698,1640,3339,699,387,1090,0,0,0,3951,3630,7585
LGA26080,11,16,25,205,272,478,0,0,0,11,14,26,0,0,0,283,341,628,0,0,4,11,7,17,3,5,5,0,0,0,7,9,9,0,0,0,5,0,5,14,15,26,40,33,81,0,0,0,0,0,4,95,141,234,16,29,38,0,0,0,694,869,1567,7,11,17,0,0,6,3,5,3,0,0,0,0,0,0,0,0,3,0,0,3,715,725,1441,4,6,9,4,0,9,726,728,1456,129,135,262,5,6,8,1576,1760,3334
LGA26170,58,112,177,1579,1914,3496,0,0,0,132,150,277,0,0,0,2140,2338,4476,13,12,21,50,47,96,41,58,104,27,17,46,45,45,86,7,3,7,27,37,59,80,104,187,282,335,614,16,32,51,23,32,51,649,857,1507,270,311,579,10,7,20,5388,6296,11683,27,31,55,3,7,12,11,12,25,0,0,0,14,12,27,27,74,101,44,82,130,8042,7520,15562,53,45,89,31,38,70,8124,7603,15727,1283,1233,2516,19,11,27,14970,15377,30347
LGA26260,29,39,73,688,895,1579,0,0,0,57,77,133,51,47,101,1253,1436,2692,9,5,15,8,17,26,20,35,54,0,3,3,454,483,941,4,0,4,15,22,35,56,68,123,338,343,676,13,10,20,6,14,22,702,828,1526,143,181,322,12,14,33,3822,4478,8308,34,27,62,15,14,29,0,0,6,0,0,0,3,7,11,12,13,20,14,20,37,3463,3173,6636,19,7,25,9,14,23,3495,3197,6687,662,642,1307,3,4,7,8084,8422,16515
LGA26350,928,1382,2310,4146,5255,9398,4,3,6,264,310,571,3,0,3,8152,9842,17997,15,28,48,2409,2780,5184,60,61,115,17,15,28,111,145,254,71,82,158,138,137,280,155,216,373,557,577,1141,14,14,31,20,32,48,791,1054,1847,563,821,1384,21,19,42,17514,21389,38903,1355,1132,2493,623,636,1252,2100,2315,4417,0,0,3,97,94,188,139,148,288,238,239,481,22714,23031,45748,263,230,499,83,134,208,23059,23394,46452,3281,3437,6723,152,158,307,49246,54086,103335
LGA26430,39,65,109,666,743,1402,0,0,0,53,67,116,0,0,0,1095,1238,2333,4,5,11,29,19,50,13,8,13,9,14,20,17,17,41,0,0,0,6,9,10,18,20,34,165,179,345,7,17,20,12,8,18,274,344,618,89,87,180,4,5,11,2463,2776,5238,18,14,29,15,15,34,4,0,6,0,0,3,0,0,0,14,18,35,19,18,39,2396,2244,4633,14,11,27,8,14,22,2419,2272,4687,633,603,1237,7,3,11,5616,5766,11387
LGA26490,97,142,242,1447,1705,3158,0,0,0,247,272,518,0,0,0,3282,3844,7125,9,17,28,115,123,235,47,62,108,9,8,12,85,104,193,0,0,0,19,25,49,35,48,80,264,331,595,17,17,35,12,18,29,660,836,1500,289,355,650,9,12,11,6552,7769,14325,38,30,67,25,32,57,29,30,62,0,0,0,19,12,30,32,40,73,51,51,103,10268,9719,19990,69,59,128,19,61,86,10359,9841,20206,1209,1185,2395,13,22,37,18390,19103,37490
LGA26610,348,378,726,837,1020,1850,0,0,0,63,67,130,90,92,187,2253,2429,4686,72,88,161,41,46,89,11,20,34,19,28,51,34,32,68,0,0,3,69,47,113,58,66,121,223,217,441,9,10,17,32,30,62,578,721,1296,294,301,597,0,0,0,4688,5208,9895,87,58,152,369,253,626,0,0,3,4,0,5,103,93,192,13,23,37,119,114,234,4082,3626,7711,10,10,15,9,7,20,4094,3643,7742,1092,1010,2102,47,18,67,10850,10694,21542
LGA26670,18,11,23,529,561,1089,0,0,0,44,48,94,0,0,0,444,484,925,0,0,0,5,7,10,21,28,50,3,0,4,21,22,48,0,0,0,3,4,11,21,19,40,76,75,157,0,0,3,5,9,17,162,195,356,52,67,118,0,0,7,1399,1520,2916,9,6,11,8,3,11,0,0,0,0,0,0,4,0,9,19,9,26,21,15,34,1268,1081,2340,9,7,14,7,7,12,1280,1095,2376,333,299,638,4,0,8,3066,2952,6018
LGA26700,111,140,249,1597,1934,3534,0,0,0,119,136,247,46,40,85,3263,3699,6962,13,22,35,44,47,96,47,73,124,6,15,25,59,67,129,0,0,4,73,93,164,87,117,202,333,348,683,22,28,52,23,26,54,509,744,1249,270,332,607,10,5,11,6538,7725,14261,99,92,188,48,35,80,6,3,11,0,0,0,21,32,53,27,51,74,46,81,132,6255,6111,12364,32,29,64,15,21,35,6305,6163,12466,1107,1098,2206,18,15,28,14270,15356,29629
LGA26730,143,176,325,985,1336,2324,0,0,0,206,223,433,32,32,67,4273,5073,9345,61,50,115,58,46,105,21,38,57,10,16,17,119,156,269,8,10,13,24,25,49,104,118,225,614,812,1428,35,53,91,17,29,45,492,687,1174,358,432,794,10,4,15,7424,9143,16571,96,71,167,53,58,114,17,17,27,0,3,6,23,23,49,33,38,67,59,61,116,7797,7463,15263,44,38,80,7,30,39,7856,7525,15379,1324,1265,2589,42,31,66,17008,18344,35348
LGA26810,119,175,291,2828,3435,6260,0,0,0,250,298,545,32,37,63,3596,4070,7665,10,17,29,88,71,159,52,64,115,33,32,61,49,60,103,13,6,16,55,55,113,70,88,160,430,428,861,15,21,34,38,39,78,747,985,1733,412,483,897,10,9,13,8717,10193,18910,100,79,183,66,66,130,9,11,19,0,0,0,44,47,87,52,99,150,96,140,239,10836,9839,20675,65,57,123,29,37,60,10938,9925,20866,2686,1881,4570,62,16,77,22794,22481,45280
LGA26890,3,0,3,201,245,451,0,0,0,7,10,20,0,0,0,283,312,594,11,12,22,6,3,13,4,0,6,0,0,0,54,50,103,0,0,0,3,6,4,4,10,17,57,55,111,5,13,22,0,0,3,233,303,532,42,45,91,0,5,5,927,1071,1993,10,8,13,9,7,19,0,0,0,0,0,0,3,3,4,3,0,4,6,0,11,814,677,1492,3,0,3,0,4,3,817,682,1500,218,206,428,3,3,6,1985,1982,3968
LGA26980,4078,5087,9157,4362,5532,9893,0,0,4,1961,2389,4353,12,9,13,12601,14938,27542,235,304,538,2852,3194,6041,108,125,232,89,97,193,297,337,633,124,147,269,378,443,825,655,752,1404,1106,1408,2516,165,267,436,168,222,389,1823,2613,4440,2301,2813,5116,47,88,132,29290,35687,64973,3490,3015,6504,1455,1243,2695,129,130,264,4,6,11,560,521,1082,361,423,783,926,944,1869,37313,35954,73269,298,230,530,95,174,268,37712,36358,74065,4566,4562,9128,246,288,532,81885,87304,169189
LGA27070,3509,4128,7643,3545,4537,8081,58,68,120,791,875,1673,44,39,80,26831,29625,56455,42,64,103,10396,10797,21192,265,314,583,190,213,396,106,146,246,708,708,1413,334,382,713,1203,1346,2550,957,1165,2124,86,127,212,148,182,332,884,1212,2088,4642,4965,9605,23,33,55,51230,56793,108022,7649,6683,14330,10578,10116,20694,41,41,84,8,10,24,4575,3936,8510,359,391,743,4935,4338,9273,28617,26413,55030,202,171,376,95,172,267,28909,26757,55671,6729,6479,13213,196,224,419,113789,115564,229346
LGA27170,145,183,330,2178,2765,4937,0,0,0,316,380,689,6,3,9,4194,4752,8948,10,12,24,88,84,179,132,163,295,26,22,47,262,295,551,13,4,16,70,86,166,208,250,455,323,399,723,26,47,78,50,52,97,531,798,1330,502,576,1082,4,5,9,8934,10700,19637,262,250,513,100,69,169,10,12,20,4,3,8,97,85,184,45,66,112,152,151,308,9792,9170,18961,59,45,109,34,45,80,9886,9261,19147,1405,1324,2728,21,23,39,20908,21966,42875
LGA27260,3682,4383,8063,5269,6162,11435,0,3,3,2547,2645,5189,99,96,191,25277,27695,52973,163,182,343,2923,2924,5848,339,438,779,522,604,1130,362,383,744,710,734,1448,991,1104,2093,1798,2036,3828,1194,1468,2663,88,133,219,238,283,521,1563,1920,3487,4925,5502,10433,97,96,194,49128,54396,103523,22132,20309,42445,14779,14163,28946,63,55,121,4,0,3,9848,8034,17881,593,732,1320,10444,8766,19208,35168,32317,67489,271,174,441,123,177,304,35570,32665,68230,11268,9632,20898,371,548,915,147429,144927,292356
LGA27350,1229,1826,3058,1608,1862,3470,3,6,3,171,203,371,0,0,0,5854,6808,12661,22,24,46,1367,1612,2980,18,28,51,20,15,29,85,97,183,59,75,134,77,89,171,144,169,312,242,230,469,17,18,36,9,20,31,339,519,859,467,632,1096,18,25,43,10507,12432,22948,367,325,687,1073,1116,2190,304,338,641,3,4,8,35,24,54,149,167,321,185,192,379,25956,25767,51717,356,318,680,98,158,255,26408,26243,52656,3420,3083,6505,107,95,201,43609,45653,89258
LGA27450,605,931,1537,5191,6725,11914,0,0,0,1833,1958,3789,118,120,238,10958,12495,23458,357,425,783,589,607,1195,214,242,461,134,130,266,286,361,644,34,46,81,267,317,585,675,810,1486,1050,1241,2295,108,136,245,437,483,918,1574,2225,3801,2675,3027,5702,153,182,336,26674,31529,58200,403,389,791,218,193,407,101,122,228,8,6,16,135,135,270,269,429,697,408,572,983,42617,39669,82282,329,234,561,137,260,403,43081,40163,83246,4497,3978,8481,72,65,141,76064,77942,154007
LGA27630,12,17,26,307,362,667,0,0,0,35,39,70,0,0,0,487,516,1006,10,9,15,11,11,16,4,4,10,4,7,7,201,231,425,0,0,0,0,3,11,35,51,88,50,54,112,5,10,13,0,0,0,388,410,793,51,56,107,0,0,0,1584,1761,3345,17,14,34,12,12,31,3,4,6,0,0,0,3,0,9,3,14,24,12,22,30,1327,1063,2388,0,0,4,3,4,6,1335,1069,2405,294,292,589,3,3,8,3269,3195,6466
LGA29399,7,17,25,115,143,262,0,0,0,5,14,27,0,0,0,226,257,486,0,0,0,17,10,24,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,8,3,11,11,12,21,0,0,0,0,0,3,33,41,74,16,24,36,0,0,0,432,526,961,5,0,8,4,5,6,16,17,35,0,0,0,0,0,0,6,3,12,6,3,12,1140,1058,2197,8,7,16,4,6,10,1152,1074,2223,520,532,1050,48,28,73,2197,2206,4402
LGA29799,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,34,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,0,11,0,3,3,0,0,0,64,13,78,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,80,8,90,4,0,4,0,0,0,87,8,94,337,49,387,0,0,0,493,72,565
LGA30250,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,14,9,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,6,22,0,0,0,0,0,0,257,304,553,33,23,59,3,3,5,324,348,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,163,326,0,0,0,0,0,0,166,163,326,46,31,79,3,0,3,533,550,1086
LGA30300,7,8,12,514,518,1030,0,0,0,19,14,29,0,0,0,540,582,1121,13,17,30,3,0,5,5,5,8,3,3,3,19,15,35,0,0,0,8,4,15,33,33,64,91,91,185,3,5,8,5,4,6,74,68,139,76,84,157,0,0,0,1387,1446,2833,6,0,8,0,6,4,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,681,612,1299,7,3,5,3,0,3,692,617,1307,258,211,474,9,0,5,2364,2294,4660
LGA30370,42,61,101,1415,1370,2791,0,0,0,167,172,339,0,0,0,1480,1401,2884,3,6,6,12,11,24,29,36,63,14,12,32,177,188,366,0,0,0,32,21,56,60,62,121,308,290,596,19,14,31,24,24,45,422,360,778,198,171,368,0,0,6,4360,4144,8502,33,34,68,38,23,59,0,4,4,0,0,0,3,5,12,11,14,28,16,21,43,2529,1990,4513,18,15,35,6,3,9,2544,2009,4552,1726,987,2715,13,10,17,8775,7290,16066
