LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA21110,79674,86373,166047,3378,3215,6602,10259,9820,20076,6043,5777,11820,6176,5950,12129,10364,10531,20897,9446,10864,20303,10957,12694,23653,9769,10645,20414,7232,8338,15569,4242,5417,9659,1815,3124,4937,309,251,560,78146,84360,162507,1526,2016,3542,236,186,424,11,0,14,8,4,13,254,200,449,52343,54527,106865,24921,29307,54228,55283,57515,112797,21881,26194,48077,67587,72212,139798,1254,1214,2468,9931,9517,19455,5638,5463,11100,3968,3819,7784,3271,4251,7521,52121,56980,109100,4249,5008,9257,3625,4131,7760,1876,2017,3886,1365,1952,3320,354,463,819
LGA21180,97485,97076,194566,5736,5271,11005,11788,11001,22789,5645,5481,11127,7025,6342,13363,15918,14603,30520,13256,13208,26460,11872,12736,24606,11399,11710,23111,8812,9434,18241,4636,5030,9666,1405,2269,3672,176,205,385,96614,95906,192523,870,1168,2045,409,404,813,12,7,22,12,16,23,436,429,860,45488,43620,89112,45748,47732,93480,36406,34069,70476,54408,56798,111202,75437,76396,151833,1465,1340,2799,10741,10029,20768,4529,4669,9197,3151,3153,6299,3715,4656,8368,44365,44992,89352,7410,6482,13892,9226,7983,17213,4168,4207,8374,5972,7887,13857,2619,3474,6095
LGA21270,3221,3023,6246,157,138,297,336,319,657,198,134,335,135,99,230,271,286,556,274,245,518,415,396,808,545,519,1067,526,431,958,265,275,542,104,174,278,0,8,10,3142,2926,6067,80,99,180,37,40,77,3,3,12,0,0,0,44,45,93,2691,2521,5211,194,224,421,2825,2670,5500,105,105,208,2849,2678,5525,38,39,72,296,297,595,145,107,249,23,26,54,26,77,107,814,1069,1875,507,445,949,568,437,1006,294,187,479,230,156,386,6,8,16
LGA21370,19001,19533,38533,988,961,1949,2384,2290,4671,1178,1044,2221,961,926,1885,1947,2051,4001,1851,2054,3906,2376,2520,4902,2821,2859,5680,2482,2464,4946,1511,1591,3105,509,757,1266,24,20,38,18539,19009,37546,466,521,988,549,575,1123,12,15,26,12,9,22,575,600,1168,16113,16493,32604,1372,1589,2956,16898,17399,34296,740,821,1565,17057,17562,34621,267,247,518,2172,2125,4304,823,795,1614,190,250,436,245,661,900,4712,6534,11244,2743,2774,5518,3716,3061,6779,1827,1422,3251,1145,1021,2165,68,54,124
LGA21450,57807,59579,117385,4646,4450,9098,9049,8597,17646,3791,3492,7281,3571,3467,7037,8873,9672,18543,8622,8829,17452,7036,7360,14397,5519,5976,11490,3969,4493,8457,2141,2367,4511,585,889,1470,63,92,159,57525,59170,116702,282,407,682,510,564,1071,28,17,43,9,13,21,545,591,1135,41348,42644,83998,13630,13988,27618,44569,45915,90486,10382,10646,21029,49492,50831,100322,1362,1287,2657,8457,8017,16477,2879,2800,5684,1109,1311,2421,1531,2973,4503,21390,26249,47642,6436,5928,12366,8377,6839,15211,3404,2769,6174,1722,1761,3483,274,326,595
LGA21610,181415,183040,364455,14318,13541,27864,28381,26849,55233,11860,11272,23131,12517,11704,24224,27043,28596,55638,29070,28891,57958,22307,22821,45127,17822,18283,36105,11181,12202,23378,5376,6246,11626,1539,2631,4164,302,408,709,180335,181409,361741,1084,1629,2707,1112,1155,2263,48,44,89,35,26,56,1194,1221,2410,97380,97404,194781,75820,77531,153355,96423,96576,192999,75566,76732,152303,145606,146122,291734,3896,3477,7371,26492,25102,51592,9463,9487,18950,4779,5186,9965,5873,9456,15326,78634,85678,164320,15497,14208,29705,20069,17296,37364,8107,7398,15508,5969,6759,12734,3014,3625,6637
LGA21670,6579,6799,13382,264,257,526,745,702,1444,353,324,674,291,261,550,554,606,1161,521,586,1114,825,834,1663,1007,1090,2093,1110,1119,2227,719,720,1433,205,294,499,3,4,6,6465,6641,13110,110,157,268,147,145,292,4,3,12,0,0,3,157,151,302,5415,5594,11012,590,653,1248,5897,6122,12015,189,218,405,5941,6130,12067,71,76,144,679,625,1309,224,214,439,38,56,95,64,175,242,1622,2096,3721,861,923,1776,1314,1231,2542,661,612,1273,538,437,975,32,22,52
LGA21750,11199,11224,22426,584,553,1135,1364,1245,2610,662,571,1234,560,500,1059,1340,1320,2656,1237,1249,2485,1392,1450,2842,1617,1606,3224,1442,1537,2972,776,804,1571,232,402,638,11,14,24,10972,10976,21945,229,250,482,159,149,303,3,8,8,0,0,3,164,152,312,9181,9296,18479,1207,1146,2359,9773,9878,19654,700,639,1338,9829,9930,19762,174,178,349,1254,1138,2386,461,445,904,98,144,244,192,364,558,3452,4512,7967,1614,1431,3042,1905,1476,3384,880,700,1584,600,538,1138,72,59,136
LGA21830,7999,7917,15917,382,356,742,991,943,1937,496,450,936,409,333,738,817,772,1590,768,810,1574,1022,1050,2069,1240,1261,2498,1082,979,2055,591,685,1267,209,296,510,6,8,14,7826,7725,15549,174,192,366,95,91,186,0,6,6,0,4,4,93,100,201,6752,6711,13460,591,617,1202,7206,7156,14363,208,218,425,7190,7143,14330,110,100,214,906,858,1764,327,318,643,64,84,148,100,215,314,2129,2908,5032,1267,1160,2423,1412,1060,2470,700,516,1213,495,418,916,25,19,44
LGA21890,71693,75704,147394,4015,3799,7814,7355,6982,14340,3410,3378,6787,4754,4623,9381,13817,14538,28351,11586,12027,23613,9891,10364,20252,7332,7913,15239,4848,5583,10430,3172,4129,7300,1519,2373,3891,105,123,223,70454,74324,144778,1234,1382,2613,647,720,1368,32,21,53,21,29,46,702,766,1471,46124,48561,94686,22352,24051,46403,45512,47579,93090,22858,24940,47801,59513,63704,123213,1232,1174,2406,6994,6671,13671,2911,2953,5862,2402,2543,4941,3952,5412,9358,40715,44742,85461,4792,4227,9020,4886,4267,9156,2215,2254,4473,3375,4623,8000,938,1398,2340
LGA22110,23784,24628,48411,1132,1056,2189,2599,2542,5143,1230,1096,2325,954,906,1861,2148,2312,4461,2162,2409,4568,2648,3008,5656,3655,3996,7652,4285,4106,8388,2342,2336,4680,636,856,1490,28,15,42,23086,24010,47093,698,625,1327,840,816,1653,11,13,22,7,6,14,854,838,1690,18976,19518,38500,2734,3062,5796,21037,21733,42772,914,1097,2009,21120,21843,42962,327,298,625,2317,2290,4607,790,752,1544,124,238,364,321,862,1185,6919,9015,15935,3294,3203,6496,4696,4047,8745,2015,1686,3703,1161,1097,2264,74,59,123
LGA22170,67681,70963,138641,4336,4240,8575,8845,8328,17176,4135,3687,7819,3887,3841,7725,9315,9791,19110,9519,10117,19632,9274,9628,18900,8081,8667,16746,5931,6750,12686,3236,3975,7211,1125,1931,3059,59,69,125,66556,69522,136077,1125,1436,2565,815,845,1658,37,36,74,24,23,52,878,907,1783,50229,51898,102125,13976,15684,29663,56873,58918,115797,7214,8505,15715,59227,61956,121184,1345,1306,2654,8313,7832,16149,3145,2949,6094,1237,1543,2783,1711,3196,4898,26460,32203,58663,8341,7494,15833,9937,8796,18733,3987,3547,7535,2089,2402,4488,256,286,542
LGA22250,5252,5327,10579,228,259,490,600,588,1184,237,254,489,243,201,436,448,446,894,502,505,1012,633,662,1300,811,832,1644,876,814,1689,502,537,1047,170,227,399,9,3,15,5151,5215,10360,103,111,220,127,119,245,0,3,3,5,3,8,134,133,262,4493,4560,9050,272,326,599,4695,4774,9477,108,145,249,4730,4794,9522,52,65,118,529,531,1059,162,172,335,34,48,77,51,114,168,1079,1547,2631,766,834,1596,1126,915,2038,581,438,1017,402,307,714,16,15,29
LGA22310,71650,76084,147729,3963,3755,7718,9342,8860,18199,4248,4030,8273,4755,4644,9401,10945,11311,22256,10523,11271,21802,9706,10592,20300,7648,8246,15894,6028,6778,12809,3102,4035,7138,1383,2558,3947,137,190,327,70853,74834,145687,794,1250,2043,210,179,391,16,4,19,8,6,13,233,189,420,43551,44764,88317,25913,28833,54742,47525,49173,96696,21715,24179,45891,59170,62384,121555,1442,1345,2794,8974,8522,17496,3885,3701,7582,2753,2826,5588,3002,3976,6976,43785,48006,91791,4374,4396,8773,4095,3988,8083,1834,1730,3565,1510,2041,3558,339,422,761
LGA22410,9971,9953,19924,461,437,900,1111,1070,2176,559,504,1065,474,407,880,916,963,1885,1002,1054,2054,1309,1368,2680,1676,1627,3295,1505,1401,2912,730,759,1488,216,363,576,4,0,7,9699,9684,19382,274,268,539,280,279,555,6,8,8,8,8,14,292,287,583,8324,8371,16690,868,912,1779,8988,9014,17998,269,323,596,8960,9012,17968,121,124,242,1011,967,1980,371,358,728,82,89,180,136,347,480,2561,3394,5952,1581,1567,3148,1953,1650,3601,959,660,1619,584,501,1089,29,29,63
LGA22490,12552,12109,24665,806,749,1557,2075,1861,3941,882,795,1673,603,518,1126,1269,1252,2517,1556,1755,3315,1848,1809,3659,1574,1591,3159,1323,1150,2467,534,459,989,96,171,262,0,0,6,12517,12030,24548,37,81,117,161,178,341,6,9,14,11,11,21,177,196,371,10787,10376,21158,1143,1158,2298,11601,11198,22795,370,389,763,11625,11213,22838,221,245,469,1950,1744,3693,649,635,1283,171,186,360,180,432,608,3752,4906,8656,1798,1572,3374,2218,1508,3722,879,626,1507,413,317,735,24,23,46
LGA22620,58570,62311,120882,3621,3519,7137,8100,7510,15611,3562,3513,7077,3668,3717,7383,7578,8179,15756,7013,7689,14699,7063,7591,14657,7056,8002,15057,6249,6797,13047,3460,3913,7374,1197,1881,3079,53,43,95,57159,60655,117806,1416,1662,3072,1279,1332,2611,43,44,90,34,22,54,1355,1406,2761,49477,52779,102264,5671,6150,11822,51306,54738,106043,3817,4153,7968,52698,56248,108941,997,978,1976,7514,7015,14527,2580,2663,5241,1072,1464,2537,1390,2599,3992,20195,25357,45554,7042,7197,14237,9299,8536,17834,4038,3651,7686,2589,2664,5250,357,348,707
LGA22670,80506,78128,158636,4971,4686,9662,9130,8709,17837,4422,4187,8608,6018,5367,11387,14803,13034,27835,11912,11224,23138,9380,9181,18558,8375,8362,16737,6347,7009,13351,3797,4272,8069,1358,2091,3446,188,208,396,78621,76622,155249,1881,1510,3387,276,299,576,17,21,38,3,10,15,295,326,626,30204,27936,58143,45637,46166,91808,24333,22084,46412,50689,50986,101674,56983,56496,113475,1168,1137,2303,8363,8013,16382,3624,3576,7199,2826,2785,5614,3481,4457,7937,38310,36851,75159,5111,4282,9390,7011,6276,13285,3217,3309,6518,4556,5777,10334,3325,3831,7153
LGA22750,130580,138161,268740,7966,7500,15468,16531,15784,32322,7783,7420,15202,8740,8453,17194,19043,19032,38079,16608,17701,34309,15846,17118,32965,14832,16842,31677,13279,15128,28405,7365,8951,16310,2575,4224,6806,123,144,266,126506,134408,260912,4070,3753,7826,1702,1698,3395,50,43,94,45,49,95,1793,1785,3581,101023,107752,208771,23405,24173,47579,107652,115646,223302,15631,16164,31802,113636,122712,236355,2440,2241,4682,15584,14848,30430,5986,6019,12006,3300,3858,7161,4188,6451,10641,54055,63938,117998,15947,15221,31170,17323,15772,33091,6993,7138,14127,4756,5450,10209,775,822,1597
LGA22830,33863,34209,68070,2163,1928,4089,4738,4396,9134,2191,1950,4136,1980,1938,3915,4386,4592,8977,3971,4210,8183,4326,4242,8570,4125,4260,8388,3374,3546,6923,1959,2143,4105,644,1001,1647,44,47,85,32989,33404,66389,867,807,1671,1251,1307,2554,32,34,61,41,39,79,1320,1381,2699,25224,25696,50921,5900,5992,11898,24986,25678,50666,6025,6076,12096,27982,28691,56677,567,510,1080,4298,3998,8293,1553,1472,3029,437,658,1095,719,1400,2123,10182,12719,22901,4187,3911,8102,5176,4520,9691,2457,2059,4515,1884,1720,3606,459,443,903
LGA22910,8082,8405,16488,340,339,680,873,827,1702,376,351,727,250,215,468,647,672,1315,865,917,1780,1180,1246,2428,1370,1513,2879,1353,1408,2764,643,641,1285,179,279,457,10,4,21,7942,8218,16164,142,186,329,87,87,175,0,0,0,0,0,0,89,86,181,6262,6540,12804,1155,1173,2331,7093,7330,14421,372,422,789,7126,7419,14545,99,88,189,794,735,1533,260,270,528,42,73,119,189,362,551,3247,3879,7130,974,960,1937,1177,1037,2213,531,413,939,318,280,597,18,10,27
LGA22980,2844,2800,5642,137,144,285,281,280,560,169,132,303,119,95,212,302,305,606,270,262,536,310,350,656,476,435,907,415,354,770,252,282,536,114,165,274,0,0,0,2783,2683,5466,63,116,172,40,42,82,0,0,0,0,0,0,39,42,82,2370,2302,4674,283,321,601,2448,2433,4881,210,199,409,2552,2506,5056,35,44,80,257,256,514,109,105,215,15,29,41,43,84,128,716,924,1640,434,431,860,531,405,936,274,182,452,222,204,428,49,33,81
LGA23110,44374,46278,90654,3010,2731,5746,5574,5495,11070,2263,2188,4454,2387,2162,4548,6123,6259,12375,6928,7238,14163,6170,6625,12793,5370,5575,10951,3748,4169,7915,2014,2515,4523,790,1322,2109,67,54,121,43930,45742,89667,448,542,990,306,269,580,11,15,29,9,3,15,328,295,620,29296,29966,59260,13041,14369,27408,30649,31150,61804,11579,13119,24699,37494,39318,76814,938,839,1781,5265,5198,10468,1875,1869,3739,1066,1061,2123,1486,2306,3788,21501,24037,45534,3927,3487,7410,4338,3671,8002,1756,1788,3542,1744,2328,4076,499,688,1186
LGA23190,9975,10390,20362,567,608,1175,1361,1204,2565,649,549,1195,572,596,1172,1272,1292,2564,1099,1180,2283,1177,1267,2443,1342,1381,2724,1047,1122,2173,625,777,1398,255,409,662,9,8,11,9734,10155,19892,238,239,473,172,175,348,5,6,10,0,5,8,182,183,368,8677,9015,17696,683,802,1481,8970,9323,18299,459,530,990,9130,9520,18644,139,185,324,1266,1138,2407,452,412,858,103,154,259,173,391,563,3088,3813,6900,1650,1592,3239,1532,1416,2949,682,632,1313,509,499,1009,26,35,58
LGA23270,122095,121926,244021,9771,9086,18857,18499,17426,35919,7854,7412,15271,8627,7943,16573,19968,20269,40238,18751,18479,37228,14059,14683,28737,12229,12477,24709,7670,8517,16189,3693,4154,7845,973,1483,2452,239,260,493,120938,121089,242027,1151,842,1996,881,847,1725,38,41,84,24,23,47,941,915,1855,66808,67193,134003,48639,48497,97138,55006,54814,109825,59320,59640,118961,96556,97534,194088,2493,2337,4829,17037,16035,33073,6024,6215,12241,3397,3568,6965,4320,6630,10955,51152,54816,105964,9803,9189,18987,12624,10404,23027,5894,5191,11084,5865,6780,12643,2267,3270,5536
LGA23350,8363,8672,17041,445,405,846,1086,1078,2160,484,483,966,271,299,575,722,727,1450,897,1005,1910,1150,1255,2403,1320,1421,2744,1195,1188,2385,640,565,1206,148,247,398,5,5,11,8131,8527,16658,232,151,380,119,123,243,8,3,10,9,7,13,130,132,268,7151,7387,14538,696,787,1487,7625,8015,15640,178,229,409,7616,8004,15616,134,121,257,1013,999,2008,354,378,727,59,113,173,155,366,523,2735,3749,6488,1135,1026,2158,1606,1264,2869,533,433,967,310,264,570,16,14,36
LGA23430,76155,80970,157122,4373,4198,8572,9504,9019,18526,4357,4220,8579,4323,4004,8326,9921,9878,19798,10909,11784,22691,10935,11818,22756,9090,9939,19028,6924,8131,15051,4179,5232,9405,1626,2753,4385,117,135,254,75281,79728,155010,870,1242,2110,329,324,656,19,21,39,5,8,19,355,352,711,49915,51861,101779,23770,26541,50310,54015,56543,110559,19391,21638,41025,65559,69799,135348,1429,1448,2876,9139,8697,17837,3754,3749,7501,2124,2091,4219,2448,3614,6058,39119,43939,83061,7101,6782,13892,7291,6901,14184,2904,2900,5804,2430,3300,5733,644,831,1475
LGA23670,77662,81018,158680,4307,4160,8467,9769,8917,18688,4843,4465,9318,5019,4624,9641,10008,10192,20194,10866,11431,22296,10326,11184,21510,9774,10640,20415,7366,8373,15733,4020,4814,8836,1364,2225,3585,121,153,279,76703,79643,156345,956,1375,2336,454,508,971,17,19,33,15,7,24,485,537,1020,50570,50791,101361,24723,27744,52474,53368,54250,107617,21749,23925,45672,66905,68658,135563,1365,1309,2670,9361,8538,17896,4087,3890,7977,2185,2247,4430,2310,3502,5807,37681,42154,79834,8220,7815,16037,8993,8313,17306,3565,3453,7023,2158,2730,4889,442,616,1060
LGA23810,37854,39486,77339,2181,2130,4311,4927,4518,9444,2244,2130,4374,2182,2205,4386,4830,5114,9945,4339,4627,8968,4501,4808,9310,5056,5411,10471,4438,4617,9051,2366,2678,5047,788,1246,2030,66,39,100,36704,38166,74865,1148,1325,2469,757,774,1527,36,47,80,12,22,41,806,844,1655,29942,31031,60974,4681,5181,9858,32398,33612,66007,2395,2794,5193,33137,34565,67704,569,565,1132,4442,4069,8511,1485,1519,3007,472,621,1099,759,1522,2280,10784,13445,24228,5418,5180,10597,6711,5966,12682,2687,2766,5459,1960,2066,4025,194,215,406
LGA23940,3903,3806,7712,160,150,311,413,431,844,184,191,375,143,121,259,296,341,634,346,340,684,490,487,978,705,670,1372,702,602,1303,343,300,639,126,184,304,0,4,4,3843,3708,7552,59,104,163,71,82,154,5,7,14,0,5,5,73,96,167,3110,2999,6112,318,356,674,3362,3269,6632,110,135,243,3380,3281,6662,36,39,74,370,388,756,124,150,275,21,29,52,37,111,148,900,1230,2130,573,509,1086,771,582,1352,381,271,656,252,207,456,9,4,12
LGA24130,25021,25818,50839,1431,1407,2837,3763,3587,7347,1732,1577,3311,1118,1032,2149,2144,2264,4404,3117,3509,6630,3723,4049,7774,3375,3483,6862,2769,2934,5701,1484,1441,2925,360,526,891,24,17,34,24718,25517,50234,307,293,604,245,191,435,18,13,27,10,8,13,264,211,478,20411,21170,41576,3327,3359,6688,22739,23329,46070,1080,1263,2343,22829,23634,46462,463,429,888,3556,3399,6951,1389,1290,2680,392,427,830,468,982,1450,10335,12644,22980,2934,2668,5601,3224,2523,5746,1425,1089,2515,739,684,1424,42,51,94
LGA24210,60009,64074,124080,2796,2788,5588,7549,7038,14591,3863,3474,7344,3895,3425,7316,6636,6720,13360,7608,8458,16066,7936,8748,16686,7471,8348,15821,5843,7016,12852,4494,5461,9955,1911,2586,4496,177,183,364,59375,62908,122287,635,1163,1798,155,120,278,6,10,12,3,4,11,161,134,294,32915,33471,66387,25326,28673,53998,31143,31597,62744,27042,30464,57506,49295,52007,101299,975,951,1928,7256,6797,14056,3486,3175,6665,2156,2026,4183,2028,2810,4839,34395,36797,71194,4378,4583,8956,4262,4558,8819,1983,2261,4248,2208,3085,5296,522,765,1286
LGA24250,5057,5272,10325,191,221,411,689,705,1397,280,332,614,180,166,350,437,466,896,547,605,1149,635,640,1270,810,871,1685,812,770,1589,380,356,735,92,140,230,6,8,19,4760,4901,9667,291,376,664,43,60,107,4,5,5,0,0,0,46,70,116,4079,4202,8282,538,647,1181,4464,4647,9115,191,240,433,4487,4664,9151,59,70,125,632,657,1288,198,259,458,43,54,88,80,179,257,1666,2186,3850,707,639,1341,798,605,1397,370,296,664,212,210,424,17,12,32
LGA24330,42511,42181,84688,2514,2378,4886,4370,3909,8286,1725,1703,3429,2861,2726,5585,9690,9394,19085,7648,7486,15132,5435,5456,10885,4047,4140,8183,2545,2684,5229,1190,1474,2669,493,835,1332,75,83,163,41697,41560,83254,815,619,1437,319,279,593,9,14,24,9,4,19,337,292,629,24284,23881,48171,15950,16288,32234,24252,23516,47767,15805,16530,32332,33380,33855,67235,722,718,1440,4119,3706,7821,1459,1495,2952,1422,1368,2787,2690,3219,5910,25001,25500,50500,2490,2086,4572,2658,2298,4957,1126,1153,2278,1341,1815,3149,589,837,1428
LGA24410,55225,58865,114097,3479,3353,6831,7281,6826,14100,3399,3076,6481,3317,3083,6404,7269,7698,14971,8125,8653,16782,7348,7914,15263,6411,7051,13460,4752,5772,10524,2798,3598,6400,1043,1843,2888,76,95,167,54366,57693,112065,860,1178,2035,357,340,699,17,11,24,10,8,19,385,359,745,40014,41829,81845,13603,15355,28950,42711,44819,87534,10658,12076,22736,47955,50778,98728,1191,1104,2291,7027,6589,13613,2873,2673,5548,1404,1397,2803,1727,2766,4492,26362,30563,56924,6030,5738,11769,6010,5539,11550,2348,2345,4699,1580,2001,3584,388,489,875
LGA24600,77521,77215,154742,2385,2212,4596,3025,2949,5977,3087,3626,6711,12140,13549,25687,27164,26750,53909,12836,11188,24022,6470,6118,12583,4932,4890,9829,3374,3453,6829,1606,1680,3288,506,809,1313,795,658,1450,69630,70273,139904,7894,6942,14838,466,365,831,11,10,21,27,19,45,500,394,896,30424,27577,58000,39646,42853,82497,37187,33287,70481,32500,36977,69474,41706,39500,81201,564,510,1075,2672,2563,5234,2499,3074,5577,7666,8745,16414,8402,9990,18393,56516,57664,114179,3299,3014,6310,2766,2256,5020,944,863,1812,681,853,1539,448,610,1056
LGA24650,89200,89618,178815,7364,7119,14488,14752,14379,29136,5850,5669,11521,5866,5229,11092,13781,14582,28363,15300,15224,30521,11268,11168,22429,7345,7784,15127,5099,5571,10669,2134,2176,4308,441,715,1153,131,186,318,86967,88895,175865,2232,722,2952,1089,959,2052,31,10,40,23,33,55,1142,1005,2141,53452,52861,106319,31376,32371,63744,48354,48688,97043,34064,35581,69646,71819,72658,144476,1953,2016,3966,13697,13336,27039,4555,4654,9211,2059,2118,4182,2386,4192,6578,36871,41022,77893,7380,6699,14073,10973,8423,19397,3936,3499,7431,2807,3252,6060,788,1149,1935
LGA24780,28147,29019,57169,1643,1610,3251,3744,3553,7300,1675,1601,3275,1676,1539,3213,3790,3895,7687,3236,3471,6717,3456,3651,7104,3673,3804,7480,3014,3093,6109,1662,1838,3500,572,949,1526,58,66,119,27544,28343,55890,602,672,1273,1169,1316,2488,27,22,47,43,35,77,1238,1378,2617,21762,22774,44541,3904,3888,7792,22232,23399,45633,3585,3407,6995,23597,24656,48250,479,455,933,3342,3194,6540,1082,1135,2219,317,399,715,535,1122,1659,8075,9875,17953,3436,3414,6849,4807,4254,9059,2098,1997,4099,1668,1694,3364,323,321,643
LGA24850,25009,24383,49396,1800,1674,3474,3541,3278,6817,1682,1382,3061,1668,1285,2955,3442,3579,7026,3294,3263,6557,3130,3251,6378,2930,2942,5869,2191,2183,4378,1055,1094,2149,267,455,719,19,25,48,24273,24072,48346,736,308,1043,500,525,1030,12,11,20,13,12,28,528,547,1076,19792,19297,39090,3636,3612,7248,20602,20185,40796,2838,2817,5659,22036,21479,43515,534,459,998,3285,3024,6307,1132,1064,2195,421,413,831,504,1078,1581,8276,9831,18108,3025,2747,5773,4079,3230,7310,1804,1335,3135,950,899,1847,104,102,209
LGA24900,15114,15181,30298,754,718,1480,1842,1737,3581,852,799,1654,670,635,1307,1537,1560,3096,1490,1547,3034,1847,1876,3724,2176,2215,4392,2166,2175,4339,1344,1317,2662,428,609,1031,6,11,18,14653,14758,29416,463,427,884,300,295,594,11,17,21,11,16,29,319,324,643,12308,12447,24752,1476,1510,2983,13112,13305,26408,799,798,1593,13208,13371,26584,203,205,411,1667,1568,3234,565,607,1173,112,169,282,218,497,713,3654,5018,8664,2108,2034,4138,3068,2562,5637,1383,1098,2484,996,795,1795,72,53,127
LGA24970,95314,95843,191160,4381,4118,8503,10979,10196,21175,5730,5409,11136,8834,7422,16259,15916,13515,29426,12751,13296,26043,11515,12333,23848,9691,10354,20047,7451,8796,16244,5545,6716,12257,2529,3683,6214,397,378,771,92004,92332,184334,3311,3512,6822,258,239,495,10,9,15,6,11,18,268,261,531,43966,42963,86926,47065,48970,96035,42434,41020,83453,48374,50632,99008,69140,70356,139499,1532,1382,2914,10464,9743,20207,5137,4956,10098,5465,4784,10245,5048,5418,10466,57233,57573,114804,5800,5505,11300,5824,5829,11651,2764,2896,5656,2898,4121,7024,843,1230,2069
LGA25060,58714,62044,120758,3137,2972,6111,6886,6478,13367,3337,3138,6480,3891,3811,7700,8963,9368,18335,8475,8980,17462,8229,8652,16886,6664,7199,13863,4926,5709,10639,2946,3800,6746,1250,1928,3176,90,90,180,57973,61219,119194,743,824,1565,270,244,511,17,12,32,16,14,27,297,269,563,40757,41886,82640,15760,17927,33680,40537,41426,81965,15889,18313,34199,51197,53937,105141,989,1017,2013,6599,6205,12804,2918,2828,5750,1923,1967,3890,2189,3111,5306,32239,35256,67489,4914,4543,9457,4574,4259,8831,1956,2027,3988,2205,3228,5436,495,868,1364
LGA25150,18445,18825,37265,1202,1165,2365,2738,2492,5224,1145,1034,2179,956,925,1884,2262,2441,4697,2505,2606,5108,2447,2585,5036,2235,2338,4566,1863,1918,3780,866,936,1806,223,401,631,12,16,29,18285,18590,36874,161,234,393,276,249,520,13,13,24,7,8,13,291,268,559,14832,15142,29975,2621,2747,5364,16070,16471,32547,1441,1503,2943,16465,16858,33326,341,388,732,2563,2362,4918,829,818,1649,274,349,617,366,829,1187,6163,8009,14177,2346,2201,4548,3041,2355,5401,1342,1016,2362,709,686,1393,60,57,118
