LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
LGA17350,0,0,0,0,0,0,18,11,3,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,33,18,5,10,5,3,0,0,0,0,0,0,5,105,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6,0,0,8,5,0,5,8,5,4,0,7,0,7,0,4,49,13,39,46,31,34,29,48,37,17,7,13,8,4,4,13,326
LGA17400,0,0,0,0,3,0,3,5,0,0,0,6,0,0,3,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,4,0,0,0,0,0,0,6,18,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,34,55,39,24,6,13,0,0,0,0,0,0,0,7,184,0,0,7,3,0,3,6,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,17,15,8,3,5,0,0,0,6,3,0,13,88,21,64,105,112,96,45,60,37,9,9,3,19,0,0,44,623
LGA17420,0,0,41,321,1033,604,629,355,65,99,79,106,53,7,44,3444,5,13,24,55,231,62,53,32,3,0,6,3,0,0,3,486,0,4,22,73,127,88,231,108,37,26,27,20,14,7,10,791,0,3,18,115,229,497,880,446,161,152,174,189,88,29,41,3027,0,6,38,103,654,808,880,343,49,59,46,67,19,15,9,3087,0,0,4,13,147,191,147,52,15,6,15,10,6,0,20,620,0,0,4,16,43,64,135,110,28,12,31,8,5,4,10,469,118,353,1060,753,827,619,1155,628,100,101,75,63,57,25,106,6028,0,6,27,53,80,91,221,153,42,47,57,105,51,18,11,969,0,0,6,211,235,74,97,62,24,19,24,25,15,0,10,797,129,310,633,1024,1162,1166,1498,771,228,245,229,223,126,50,145,7950,510,1614,3533,4702,10481,12757,21081,10696,2445,2432,2157,2335,1158,403,1140,77443
LGA17550,0,0,6,21,90,59,114,128,28,20,30,37,6,7,15,570,4,9,3,7,33,3,8,5,4,0,0,0,0,0,5,86,0,3,3,13,6,4,7,5,3,0,0,0,0,0,0,58,0,4,23,56,80,74,114,56,14,7,3,14,19,0,12,477,0,0,3,9,7,3,13,0,0,0,0,4,0,0,0,55,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,26,0,0,0,5,19,35,82,32,16,5,16,9,4,0,6,229,168,598,1424,807,498,375,681,261,48,25,32,63,27,17,267,5291,4,10,40,38,48,57,115,41,12,7,14,12,8,0,12,428,0,0,0,3,6,6,14,21,4,0,3,5,7,0,3,76,53,139,238,259,204,151,387,314,89,82,81,73,36,3,74,2185,375,1177,2244,1893,1857,1476,2565,1435,343,270,282,334,166,57,635,15106
LGA17620,0,0,0,6,11,4,11,29,10,7,3,16,0,0,6,86,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,15,11,0,8,0,0,0,0,0,42,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,29,79,47,31,19,23,27,8,4,5,13,10,0,14,318,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,11,8,11,8,9,43,25,4,9,0,55,11,19,6,203,17,71,117,126,120,81,203,159,47,48,71,144,45,25,47,1315
LGA17640,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,33,84,48,36,13,25,4,3,5,0,0,0,0,8,269,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,18,16,9,0,6,6,3,0,3,0,0,0,0,75,20,77,145,104,107,54,74,36,10,8,13,5,0,3,19,668
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,13,4,12,52,28,14,12,18,4,0,0,3,0,0,0,8,163,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,14,8,7,6,3,0,0,0,0,0,0,0,0,44,12,35,78,70,67,43,57,26,7,9,4,4,8,0,14,420
LGA17750,0,0,5,5,28,23,82,168,30,35,37,34,15,4,4,471,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,14,0,0,3,4,0,3,12,3,0,0,0,0,0,0,0,36,0,0,11,12,13,32,99,19,5,8,5,4,4,0,0,217,0,0,0,0,9,13,37,64,7,3,14,13,0,0,0,160,0,0,0,0,0,4,4,10,0,6,6,5,0,0,0,34,0,0,0,0,3,10,38,23,4,8,9,8,0,0,4,102,37,123,237,142,83,79,153,70,5,8,4,14,0,0,45,1006,0,3,3,16,16,19,32,17,6,0,0,3,7,0,0,128,0,0,0,0,14,4,15,24,4,13,0,17,11,0,0,97,14,38,50,52,66,106,329,245,56,64,69,110,39,21,20,1284,99,319,430,396,388,533,1511,1507,426,485,509,722,263,111,160,7845
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,7,8,5,8,0,4,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,10,0,0,0,0,0,0,0,0,0,21,6,20,31,26,20,21,21,4,3,0,5,4,8,0,4,174
LGA17900,0,0,0,0,0,6,8,7,0,0,3,0,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,4,18,19,13,12,10,4,5,0,0,0,0,0,0,5,92,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,40,17,18,10,6,4,0,3,6,0,0,0,7,128,12,47,85,53,67,45,55,23,3,19,14,10,20,6,16,472
LGA17950,0,0,0,0,0,0,0,3,0,9,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,5,0,4,0,0,0,4,5,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,0,3,29,3,5,10,7,12,7,15,26,3,7,8,26,4,4,3,153
LGA18020,0,0,0,0,3,3,0,0,0,5,0,4,7,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,7,5,0,0,0,0,0,0,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,28,55,41,17,10,7,7,0,4,0,0,0,0,7,192,0,0,0,6,0,4,7,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,9,13,8,11,3,8,0,0,0,0,0,0,0,3,66,25,59,106,81,78,45,66,35,5,12,11,12,9,5,16,575
LGA18050,0,0,10,23,74,53,82,81,33,27,25,49,13,0,13,482,23,23,24,14,59,16,36,34,16,7,6,3,3,0,12,289,0,16,21,27,30,20,42,28,3,11,5,5,11,4,0,222,0,6,24,195,651,999,693,218,54,37,56,63,48,15,25,3073,0,0,3,14,11,8,9,5,0,0,0,0,0,0,0,55,0,0,3,7,20,16,10,7,6,4,0,4,0,0,0,79,0,0,6,10,15,29,59,40,10,5,10,11,3,0,8,193,60,90,274,336,404,497,1117,1242,383,414,522,534,238,49,111,6268,4,0,23,42,67,108,247,212,72,70,90,140,58,17,23,1190,0,0,0,34,31,6,7,12,6,13,3,3,4,0,3,129,113,316,356,820,748,772,1095,1130,465,555,673,861,320,52,151,8419,280,766,1260,2053,3001,3453,4776,4200,1337,1480,1790,2152,926,197,556,28217
LGA18100,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,25,10,9,0,4,0,0,0,0,0,0,0,0,68,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,3,0,3,0,0,8,0,0,0,0,0,5,0,28,15,28,43,23,16,9,10,18,0,0,3,6,0,6,9,199
LGA18200,0,0,0,0,0,4,0,18,0,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,14,6,21,28,15,10,7,4,6,4,0,0,0,0,0,4,99,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,10,0,10,6,0,0,0,12,7,18,7,98,10,49,66,41,55,34,62,58,26,14,13,22,20,20,22,508
LGA18250,0,0,12,33,141,105,196,191,75,54,56,103,28,9,33,1036,10,9,10,14,41,12,34,13,8,0,3,8,6,0,0,168,0,4,10,55,79,59,122,45,24,21,30,19,21,13,5,522,0,3,19,55,118,128,182,44,29,36,23,37,15,9,11,712,0,5,0,29,39,41,35,17,3,0,4,6,10,3,5,194,0,0,4,8,186,272,163,108,36,26,24,50,14,0,12,906,0,0,5,23,32,48,171,145,30,38,31,42,23,3,22,616,63,130,356,330,381,420,732,339,60,77,46,46,18,14,79,3085,6,6,22,51,59,66,159,95,13,23,35,56,32,9,20,649,0,0,0,120,78,34,49,60,18,14,22,27,10,3,15,450,66,136,270,433,416,393,582,437,149,141,150,149,70,26,70,3494,253,699,1612,2343,4718,5108,7585,4813,1315,1476,1543,1873,877,346,772,35334
LGA18350,0,0,4,14,24,20,38,63,18,15,17,26,8,0,4,249,12,9,11,13,28,3,7,4,0,0,0,0,0,0,3,80,0,4,5,8,6,0,11,10,5,3,0,0,3,0,0,64,5,11,11,45,44,43,108,30,10,0,10,9,9,4,5,342,0,3,10,3,4,0,4,16,3,3,0,3,0,0,5,59,0,0,0,0,12,13,20,7,5,0,0,5,0,0,0,67,0,0,0,4,12,11,33,33,5,8,5,6,3,4,4,119,124,352,928,655,392,251,403,127,11,14,13,26,15,5,158,3481,4,3,32,45,27,48,47,34,7,4,4,4,11,3,13,291,0,0,0,7,8,0,4,8,4,0,0,10,0,0,3,54,36,126,207,272,147,100,149,70,14,18,13,36,19,3,54,1260,283,818,1638,1508,1104,763,1401,763,160,178,206,234,127,24,358,9564
LGA18400,0,3,3,8,43,19,24,7,4,10,5,9,4,0,3,144,8,0,0,7,25,3,0,0,0,0,0,0,0,0,0,42,0,0,4,6,4,5,7,0,0,0,0,0,0,0,0,23,0,0,3,24,15,34,51,18,0,0,0,0,0,0,0,153,0,0,3,3,0,8,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,25,18,0,0,0,4,4,0,0,66,57,206,637,449,298,143,181,63,7,5,9,0,11,3,69,2140,0,4,12,17,13,19,26,18,4,0,5,4,0,0,3,122,0,3,0,8,9,10,6,10,0,0,0,0,0,0,0,52,35,101,236,252,152,140,107,43,4,8,12,5,10,5,30,1141,160,537,1251,1079,868,653,662,346,40,53,56,68,36,7,168,5992
LGA18450,0,0,3,76,349,208,212,216,29,45,75,65,37,7,30,1348,21,20,26,53,119,39,35,12,0,0,0,4,0,0,16,350,7,3,10,21,8,12,31,31,8,5,11,0,0,7,0,156,0,4,22,61,100,131,228,79,23,21,23,32,12,9,6,751,0,0,7,18,37,29,47,37,21,18,23,15,13,0,8,295,0,0,0,0,9,30,16,22,3,6,6,7,6,0,0,101,0,0,4,20,30,65,257,167,54,37,27,45,20,9,10,737,264,1149,2998,1597,980,599,1049,608,86,68,83,61,41,16,333,9935,5,9,23,97,70,93,211,140,26,33,19,39,35,17,15,829,0,0,0,187,190,89,108,126,36,42,62,62,15,4,35,966,98,593,1197,1817,904,994,1249,934,337,190,313,339,111,21,246,9343,712,3948,7438,6272,4330,3976,6073,4592,1228,1104,1368,1643,791,140,1371,44989
LGA18500,0,0,7,11,33,31,68,39,9,12,31,25,5,0,9,292,35,45,18,10,42,7,13,16,7,7,0,12,0,0,9,220,0,4,20,34,30,31,48,47,18,12,10,16,15,6,3,288,4,4,33,242,563,568,461,144,34,29,29,26,28,3,32,2201,0,0,4,17,24,10,15,0,0,4,0,0,0,0,0,77,0,0,0,0,28,14,4,12,4,8,6,0,0,0,5,80,0,0,9,3,23,25,38,20,9,9,3,9,0,7,5,150,111,122,311,348,337,460,708,532,149,140,141,189,94,26,99,3755,10,9,30,39,64,91,219,144,51,32,39,54,38,12,23,863,0,0,0,22,28,17,17,23,3,0,10,3,6,8,3,135,243,346,251,473,396,386,556,458,110,141,156,154,84,14,114,3878,601,862,1175,1742,2425,2476,3197,2153,560,562,641,689,400,133,477,18101
LGA18710,0,0,0,0,8,7,10,8,0,0,0,3,6,0,0,50,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,3,3,10,25,10,0,0,0,3,0,0,0,65,0,0,0,0,0,4,8,0,0,0,7,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,4,0,0,3,0,0,0,24,24,75,153,137,87,64,85,61,0,4,0,0,0,0,20,706,0,0,7,8,7,15,22,19,0,0,0,0,0,0,5,86,0,0,0,5,5,0,3,0,0,0,0,0,0,3,0,19,9,17,38,51,40,26,49,15,0,5,0,16,0,0,8,279,47,140,296,298,252,214,319,177,21,12,15,37,12,5,54,1890
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,0,5,0,0,0,0,4,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,22,4,9,12,12,13,6,23,20,0,0,3,7,0,0,12,122
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA20110,0,0,0,0,9,6,11,13,11,10,12,8,5,3,0,91,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,7,9,0,4,0,4,6,0,0,0,51,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,20,22,78,135,90,63,43,65,21,3,3,13,5,0,0,23,557,0,0,6,4,9,10,12,10,0,0,0,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,37,44,30,32,17,33,19,8,5,8,10,3,0,3,249,70,320,305,208,195,145,243,144,45,43,63,52,11,7,73,1918
LGA20260,0,0,0,0,6,7,19,20,4,4,5,5,8,0,4,84,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,3,5,7,11,13,0,0,0,46,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,11,43,92,32,17,15,22,6,0,0,0,4,9,0,31,281,0,0,0,0,4,0,8,7,3,0,4,0,0,0,3,28,0,0,0,0,0,4,3,6,0,0,0,0,0,0,14,29,7,16,7,18,12,13,22,7,0,3,0,12,10,26,55,205,30,107,133,73,91,84,190,122,29,52,55,72,38,38,245,1340
LGA20570,0,0,0,21,47,59,121,173,43,27,40,66,16,0,15,632,8,3,0,10,22,9,3,6,0,0,0,0,0,0,0,62,0,4,0,11,13,5,19,5,3,3,5,8,0,0,0,79,0,3,6,21,24,43,85,29,3,7,7,14,13,8,4,271,0,0,3,6,14,16,75,69,14,18,15,8,8,0,0,247,0,0,0,0,0,10,10,15,6,10,0,0,3,0,0,55,0,0,0,3,4,16,49,35,22,9,7,7,3,0,0,158,100,376,775,431,289,173,330,232,25,35,44,35,30,9,106,2992,4,0,10,47,31,36,85,57,5,4,8,8,4,0,12,311,0,0,0,6,18,11,28,45,7,11,13,6,8,0,9,168,36,112,134,152,145,102,374,193,68,51,67,44,23,13,35,1552,252,1153,1255,1037,984,877,2621,1879,452,439,563,632,287,56,363,12847
LGA20660,0,6,9,39,146,73,134,85,29,34,46,55,33,10,6,698,17,8,19,23,85,56,18,6,0,5,3,0,0,0,8,254,0,0,12,26,40,51,103,41,22,13,5,18,3,0,3,341,0,0,14,57,81,80,159,55,25,18,12,16,3,5,5,534,3,17,27,61,199,154,166,114,28,39,35,50,17,4,13,926,0,0,0,0,26,49,45,46,5,9,8,6,0,0,5,194,0,0,0,17,37,34,105,51,15,9,24,17,6,0,5,317,111,376,853,523,514,381,763,341,38,50,67,46,25,12,77,4188,0,8,32,46,47,70,120,92,14,22,15,29,19,5,16,537,0,0,0,99,178,99,153,116,27,23,15,29,9,0,15,766,100,282,440,487,451,834,830,569,150,126,136,115,35,9,97,4656,505,2297,3358,2404,3450,3680,6364,4035,846,947,952,947,399,124,611,30922
LGA20740,0,0,0,9,28,13,24,34,10,4,13,11,0,0,16,157,0,3,0,8,13,7,3,0,0,0,0,0,0,0,0,38,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,12,0,0,7,28,30,13,33,10,4,0,0,0,0,0,0,131,0,5,12,22,11,3,5,8,7,7,3,0,0,0,0,83,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,3,9,17,29,4,0,12,0,3,4,3,84,90,402,742,415,272,110,186,90,6,15,6,15,3,0,116,2476,0,0,4,25,17,14,23,32,6,0,0,0,0,0,0,132,0,0,0,17,7,4,3,9,4,0,0,0,3,0,0,46,21,96,127,111,67,56,99,50,19,16,14,6,9,9,29,730,177,931,1215,837,710,402,707,478,101,66,88,92,55,12,261,6135
LGA20830,0,0,0,7,38,27,32,43,7,7,12,15,3,0,11,201,3,0,9,5,30,3,3,0,0,0,0,0,0,0,0,62,0,0,0,9,0,10,10,8,0,0,0,0,0,0,0,36,0,0,7,22,27,29,61,23,5,9,6,7,5,0,9,210,0,0,15,6,13,21,48,27,5,9,4,4,0,0,4,157,0,0,0,0,0,5,3,11,3,6,20,35,13,0,0,99,0,0,0,0,3,7,21,30,3,6,6,7,0,0,0,91,79,316,670,360,255,120,287,111,11,9,8,17,10,4,90,2334,3,4,12,29,12,24,28,9,7,15,6,4,0,0,5,136,0,0,0,0,9,8,15,15,0,0,0,23,8,0,6,87,26,81,135,119,144,69,164,74,13,30,13,45,11,8,21,961,195,842,1103,752,807,527,1097,569,115,150,131,237,90,20,221,6861
LGA20910,0,0,3,27,58,26,45,28,14,6,14,14,5,3,3,259,30,53,44,53,199,40,27,14,3,12,6,3,0,0,12,489,6,10,7,34,35,34,85,54,14,14,12,11,21,6,5,331,0,4,17,90,203,209,412,145,68,66,48,55,17,7,15,1346,9,7,41,65,80,57,27,18,6,0,8,4,0,0,4,319,0,0,0,0,15,10,9,14,5,0,4,7,0,0,0,61,0,0,4,8,13,13,62,48,6,5,8,9,3,0,10,193,152,416,872,718,707,679,1660,1046,157,191,157,160,80,21,129,7146,0,7,33,75,69,112,210,119,27,16,35,64,40,18,16,864,0,0,4,55,57,26,39,26,10,8,6,14,17,4,3,271,124,270,349,645,687,927,830,529,129,123,118,190,87,13,94,5119,515,1543,2478,2561,3296,3415,5530,3395,741,815,780,930,513,132,554,27199
