POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA2343,133,74,64,75,99,90,104,57,27,718,886,490,485,502,623,708,671,376,132,4875
POA2344,8,3,3,6,7,9,3,6,4,42,101,84,54,75,95,119,88,40,10,670
POA2345,12,6,3,9,5,7,3,0,0,54,140,64,74,94,106,94,85,31,10,701
POA2346,47,46,18,34,48,57,39,22,4,314,493,318,280,290,386,446,454,280,74,3020
POA2347,36,10,15,19,36,41,26,13,10,206,285,118,147,159,215,331,307,235,66,1857
POA2350,573,924,420,299,261,296,196,177,119,3269,4773,4435,3538,2970,2984,3210,2486,1714,625,26740
POA2352,59,26,34,26,31,15,17,12,0,228,631,353,318,334,379,354,341,175,38,2918
POA2353,19,10,10,4,21,24,9,11,0,110,184,100,114,121,152,180,149,106,70,1175
POA2354,73,38,45,34,60,68,62,31,8,419,580,315,318,308,452,546,548,346,81,3492
POA2355,8,0,6,7,9,14,9,3,5,65,98,46,49,50,94,116,116,39,24,632
POA2356,12,0,0,0,4,9,0,4,0,37,19,8,11,9,17,29,15,13,0,127
POA2357,107,74,70,63,91,119,116,81,57,772,691,380,387,370,510,638,676,377,194,4225
POA2358,70,40,36,37,43,62,51,17,8,353,664,372,351,380,458,600,550,252,89,3708
POA2359,21,12,15,19,18,22,8,10,0,126,127,67,57,68,99,125,95,55,13,707
POA2360,410,196,207,206,231,206,174,102,63,1790,2930,1734,1735,1596,1794,1908,1758,1154,416,15021
POA2361,20,7,8,12,22,16,13,16,4,112,141,91,65,68,130,165,151,104,29,942
POA2365,112,65,68,66,88,68,61,39,27,593,697,388,358,399,482,546,469,292,104,3733
POA2369,18,16,9,8,9,10,3,9,0,84,158,113,82,77,110,136,117,68,16,880
POA2370,206,120,128,135,139,136,107,82,36,1087,1245,775,787,756,927,1173,1149,703,261,7764
POA2371,11,9,18,11,13,24,31,15,10,137,123,83,86,84,165,238,219,118,38,1160
POA2372,68,38,38,50,52,88,84,45,15,474,696,425,359,418,545,817,1004,482,170,4917
POA2379,3,7,0,3,6,3,5,8,0,36,49,52,28,22,47,40,32,17,4,289
POA2380,336,153,200,161,141,149,114,110,65,1417,2517,1200,1546,1347,1189,1337,1059,741,298,11227
POA2381,31,23,15,11,21,22,33,8,4,165,260,138,167,134,139,209,157,73,21,1290
POA2382,32,29,28,30,44,34,28,6,7,245,249,165,202,180,226,187,156,111,46,1522
POA2386,14,3,3,4,4,10,7,7,0,52,52,20,26,35,45,48,38,22,7,301
POA2387,7,9,10,0,6,4,0,0,0,30,38,24,36,16,24,33,17,5,6,200
POA2388,103,43,61,35,62,69,38,27,3,436,557,272,317,263,291,415,270,152,52,2589
POA2390,228,125,112,124,125,145,86,33,19,1000,1706,967,1128,991,1089,1267,922,517,197,8779
POA2395,19,12,9,12,17,20,27,11,0,126,103,62,52,58,94,132,160,61,10,728
POA2396,23,15,8,11,17,23,18,19,5,129,149,77,76,75,93,135,129,74,34,843
POA2397,4,9,0,0,8,0,13,3,0,42,55,26,26,34,35,44,45,12,3,282
POA2398,19,9,8,8,16,17,5,5,0,97,61,30,28,27,39,40,23,14,5,260
POA2399,32,9,12,17,14,27,15,8,3,143,127,54,89,59,69,104,73,45,4,620
POA2400,480,286,324,306,288,299,195,96,33,2316,2037,1140,1385,1205,1282,1352,1039,582,168,10182
POA2401,6,3,3,0,0,7,0,0,0,18,63,34,27,35,42,46,29,22,7,297
POA2402,38,18,17,16,19,16,18,16,10,177,312,158,157,158,210,265,249,167,58,1740
POA2403,36,20,12,18,22,17,16,5,5,150,151,73,57,86,95,100,92,45,10,719
POA2404,20,11,0,13,16,26,29,21,3,142,222,126,88,142,203,283,323,230,95,1708
POA2405,27,23,21,18,26,18,30,15,4,179,83,63,60,49,73,62,79,34,9,509
POA2406,27,18,20,23,21,25,4,6,4,143,132,80,87,88,97,114,67,45,11,727
POA2408,19,6,11,13,7,6,7,5,0,79,72,20,33,40,51,40,36,9,0,309
POA2409,68,54,32,42,54,51,30,9,0,342,234,167,123,123,154,153,99,30,10,1097
POA2410,9,0,3,5,5,3,6,0,0,37,43,11,28,26,30,41,44,19,0,241
POA2411,3,0,6,0,6,5,3,0,0,27,24,11,14,14,18,18,9,0,0,110
POA2415,7,4,6,0,15,6,12,5,0,61,73,41,50,32,76,75,72,31,7,444
POA2420,57,40,27,32,45,36,20,27,10,300,639,410,289,404,524,666,581,384,123,4023
POA2421,41,17,11,30,9,11,13,3,0,144,423,266,176,284,284,309,252,108,24,2131
POA2422,65,38,44,48,59,67,84,55,15,478,792,430,397,504,694,998,1057,586,212,5683
POA2423,63,44,28,42,57,58,68,26,13,394,489,283,225,285,464,638,630,295,94,3408
POA2424,17,4,11,4,8,6,9,4,0,71,69,58,45,43,72,114,67,28,8,509
POA2425,52,21,17,20,32,26,33,14,10,236,362,195,187,194,300,323,253,154,49,2010
POA2426,22,8,7,4,6,10,8,4,0,68,153,90,74,83,106,143,123,58,18,850
POA2427,17,24,12,13,22,37,52,22,17,220,291,181,179,203,284,658,1007,497,132,3437
POA2428,326,177,173,205,247,314,355,253,123,2186,3204,2004,1794,2182,2702,3994,5029,3297,1411,25621
POA2429,176,89,85,78,110,136,95,60,21,851,1591,864,855,877,1173,1670,1540,820,239,9629
POA2430,776,416,345,379,386,413,446,306,149,3625,6281,3560,3427,3491,4235,5385,5809,3440,1327,36956
POA2431,99,34,54,47,60,73,81,46,10,506,762,403,448,467,592,1025,1310,736,236,5989
POA2439,39,28,27,17,25,44,43,29,13,265,621,360,287,328,488,613,804,446,103,4044
POA2440,621,463,590,505,381,353,249,173,60,3394,4103,2612,2500,2379,2778,3515,3203,1682,595,23372
POA2441,63,47,19,39,46,63,59,22,5,372,713,417,327,427,573,811,742,210,57,4275
POA2443,80,44,49,54,50,109,124,83,47,638,941,579,481,580,896,1513,1898,1350,573,8804
POA2444,681,470,395,413,459,488,454,330,217,3914,8304,5585,4995,5508,6254,6724,7239,5068,2205,51886
POA2445,78,61,21,39,48,57,63,44,8,425,1128,719,449,672,966,1128,1291,751,148,7249
POA2446,302,161,131,142,159,138,124,65,33,1249,2865,1629,1486,1530,1883,2052,1966,1118,398,14929
POA2447,185,83,78,70,92,109,99,62,25,805,1363,689,692,755,886,1349,1303,679,255,7968
POA2448,197,90,108,94,104,183,189,84,33,1075,1360,774,734,835,1043,1634,1860,1151,419,9820
POA2449,57,52,29,25,27,60,30,12,6,289,385,242,204,185,271,395,318,131,32,2167
POA2450,767,530,534,555,608,556,433,387,234,4613,8328,5200,5226,5621,6097,6364,5952,3540,1434,47778
POA2452,303,163,152,152,144,120,104,67,66,1268,2769,1563,1626,1698,1906,1993,1971,1235,530,15281
POA2453,45,19,24,45,28,44,44,24,5,278,425,165,212,254,330,553,488,256,82,2760
POA2454,157,84,61,100,126,103,104,47,22,806,1482,775,640,858,1160,1285,1111,507,213,8028
POA2455,48,32,17,25,40,43,68,32,6,316,459,220,260,272,384,574,695,368,115,3332
POA2456,298,137,170,187,148,177,152,65,27,1367,3160,1611,2163,2119,2028,2358,2569,1126,377,17505
POA2460,608,490,774,606,531,437,289,150,66,3950,5328,3298,3498,3283,3881,4501,4030,2342,937,31084
POA2462,34,21,13,27,25,42,38,10,4,208,370,225,174,246,325,467,517,216,55,2595
POA2463,122,63,41,69,82,111,119,56,23,686,1304,702,623,768,1006,1371,1469,789,327,8343
POA2464,80,51,63,58,61,103,132,65,26,633,947,522,579,691,755,1203,1598,958,319,7576
POA2465,4,0,5,4,5,0,0,3,0,22,63,36,35,40,46,50,42,26,5,341
POA2466,16,9,7,6,17,37,35,20,11,157,175,85,84,111,181,395,549,314,71,1962
POA2469,113,59,54,74,90,124,88,51,16,671,589,352,324,389,573,984,782,311,78,4388
POA2470,448,234,205,213,165,199,170,132,63,1817,3017,1803,1596,1536,1789,1979,2044,1230,507,15509
POA2471,91,72,36,56,67,61,41,20,7,440,507,364,246,326,366,406,364,173,66,2818
POA2472,47,29,18,30,38,35,30,15,4,246,366,186,184,233,257,321,286,123,30,1981
POA2473,48,37,26,39,39,42,46,19,19,324,467,268,248,295,390,542,717,363,151,3439
POA2474,150,59,65,80,75,114,115,48,22,733,1089,541,495,645,803,1171,1109,473,191,6505
POA2475,6,6,7,8,12,7,10,0,0,53,52,36,33,27,62,68,78,36,14,412
POA2476,22,12,16,17,29,25,20,12,7,153,120,66,90,55,119,175,152,70,17,870
POA2477,176,102,93,87,116,114,89,74,28,882,2190,1329,1143,1341,1666,1853,1732,1106,472,12845
POA2478,455,254,292,322,314,302,336,221,139,2633,5112,2909,3049,3778,4006,4400,4731,2791,1339,32120
POA2479,144,59,80,95,92,116,69,31,24,715,1139,484,622,786,846,875,728,251,97,5833
POA2480,943,631,568,591,636,662,518,281,194,5021,7871,5142,4997,5406,6250,6977,5766,2731,1166,46308
POA2481,264,162,288,272,235,214,151,72,30,1687,1982,1243,2544,2100,1838,1873,1638,611,206,14035
POA2482,195,109,105,123,165,161,115,41,12,1032,1171,641,708,856,1082,1084,928,347,124,6937
POA2483,244,146,182,198,190,188,143,51,17,1363,1890,1054,1354,1569,1704,1778,1499,604,180,11635
POA2484,419,270,167,296,322,356,284,164,157,2449,3443,2029,1653,2301,2695,3313,2762,1297,583,20081
POA2485,223,153,229,207,205,198,204,177,110,1699,1904,1251,1817,1674,1638,2146,2489,1845,829,15603
POA2486,468,304,285,290,327,295,237,209,123,2550,5135,3307,3062,3421,3893,4328,4629,3465,1630,32879
POA2487,241,119,135,167,159,163,153,107,22,1260,2779,1407,1164,1937,2108,2322,2216,1135,411,15479
POA2488,71,38,41,54,60,48,22,16,10,356,712,347,380,478,496,558,343,158,60,3539
POA2489,168,57,52,93,93,61,63,36,18,640,1733,633,579,1121,975,938,1062,644,246,7938
POA2490,24,7,8,10,17,8,8,4,0,76,145,67,83,81,78,127,73,23,8,690
POA2500,475,793,612,412,431,359,264,192,101,3645,5352,7958,8424,5020,4735,4663,3749,2487,1070,43461
POA2502,246,119,164,146,121,112,78,50,19,1049,2403,1422,1674,1495,1474,1469,1204,928,423,12500
POA2505,74,48,56,41,47,55,30,16,10,378,875,527,660,626,631,713,507,325,196,5054
POA2506,170,86,86,85,97,85,42,31,24,700,1483,947,975,915,989,1061,764,424,208,7781
POA2508,94,56,55,66,88,62,33,11,10,477,1976,1103,997,1294,1348,1222,784,374,142,9252
POA2515,143,68,63,92,96,92,62,45,37,702,2291,1261,1059,1503,1671,1724,1315,587,210,11625
POA2516,79,59,27,64,55,52,32,15,5,382,1463,815,602,976,992,849,628,299,141,6764
POA2517,154,89,83,116,106,94,78,47,36,801,2658,1512,1347,1836,1912,1653,1405,962,526,13810
POA2518,240,187,182,162,170,171,113,115,77,1416,3356,2286,2565,2434,2482,2620,2036,1306,653,19724
POA2519,200,161,135,135,152,137,110,69,32,1131,2927,2245,2081,2106,2163,2086,1733,1252,462,17066
POA2525,132,103,57,80,87,76,74,89,116,811,2435,1623,1260,1627,1684,1336,1189,841,383,12375
POA2526,197,127,125,121,119,98,82,47,24,938,3141,2100,2115,2088,2089,2135,1546,905,503,16626
POA2527,447,215,231,220,184,169,117,84,119,1784,5469,3197,3930,3298,3126,2982,2225,1127,514,25868
POA2528,454,290,220,223,251,245,243,210,121,2257,3990,2701,2602,2552,2871,3220,2921,2061,679,23599
POA2529,430,299,253,224,268,233,192,146,146,2184,5468,3727,3192,3697,3922,3767,3059,1598,627,29055
POA2530,495,314,280,292,294,243,139,103,35,2196,6935,4322,4321,4547,4308,4010,3400,2229,778,34853
POA2533,171,126,97,117,131,139,166,74,31,1057,2819,1670,1505,1868,2050,2507,2595,1433,552,17008
POA2534,64,50,34,48,54,55,48,41,33,430,977,599,540,631,703,848,805,473,207,5775
POA2535,98,55,43,63,73,106,100,68,37,645,1177,585,572,762,822,1333,1561,975,405,8202
POA2536,354,194,171,178,270,295,254,175,82,1976,2889,1694,1648,1787,2392,3188,3425,1940,687,19653
POA2537,214,130,89,120,154,223,195,92,38,1268,1765,1063,1028,1160,1558,2422,2495,1212,438,13141
POA2538,26,27,18,16,28,46,31,15,10,220,399,212,158,262,287,420,470,220,151,2584
POA2539,304,178,150,176,205,248,210,127,42,1638,3074,1646,1737,2014,2293,3378,3765,2002,605,20509
POA2540,761,574,688,684,562,522,491,332,154,4768,7476,4809,4830,4914,5775,7229,7560,4391,1359,48347
POA2541,731,367,379,363,356,259,180,133,61,2840,5358,3109,3774,3251,3077,3384,3181,2026,940,28097
POA2545,22,21,10,15,19,23,32,6,0,153,128,106,79,103,135,217,247,83,10,1104
POA2546,170,81,74,95,102,164,174,82,37,975,1306,671,751,837,1053,1829,2325,1062,442,10260
POA2548,93,72,71,53,99,108,114,70,54,735,1093,702,783,749,1013,1404,1622,963,341,8667
POA2549,51,34,22,28,56,53,45,18,6,307,673,333,334,380,517,669,673,318,136,4038
POA2550,285,182,149,156,196,236,174,124,87,1599,2797,1609,1533,1720,2147,3079,2502,1185,401,16962
POA2551,90,37,38,36,48,63,68,32,27,441,599,304,288,327,461,612,707,354,138,3783
POA2555,3,6,3,0,5,0,9,0,0,28,30,14,22,26,22,15,29,14,6,167
POA2556,44,41,29,36,33,35,27,7,3,266,397,380,256,253,332,346,305,113,33,2422
POA2557,337,148,225,196,121,83,52,16,5,1188,5312,2180,4224,3430,2003,1475,946,380,101,20060
POA2558,198,115,113,126,108,96,43,13,0,810,2291,1454,1550,1603,1379,1499,920,294,73,11068
POA2559,175,72,65,82,41,36,15,0,0,489,899,416,434,476,288,232,158,52,11,2968
POA2560,1798,1051,1071,1015,835,701,525,346,166,7497,17455,10803,11970,11517,9474,8973,7629,3689,980,82494
POA2563,0,3,10,10,5,0,5,3,0,31,48,45,37,37,30,36,17,17,4,269
POA2564,397,158,205,209,167,120,72,49,16,1387,3226,1829,1814,2082,1726,1590,1168,601,117,14147
POA2565,474,250,304,344,210,184,93,51,18,1943,7422,3536,5202,5636,3355,3132,2089,917,280,31561
POA2566,590,292,314,311,259,213,122,44,8,2157,6302,3457,3694,4214,3310,3316,2367,834,197,27685
POA2567,644,327,267,372,340,231,104,43,14,2338,9635,5928,4836,5984,6262,4257,2547,1076,239,40771
POA2568,17,11,7,7,18,15,18,38,65,203,177,141,82,106,127,130,163,204,121,1257
POA2569,25,14,10,20,14,12,15,0,0,107,262,186,123,166,185,196,182,55,18,1364
POA2570,1034,505,529,604,490,310,220,154,76,3920,15746,7368,10126,9740,7162,5460,4570,2356,961,63487
POA2571,217,143,128,120,147,109,52,25,5,943,2969,1594,1600,1794,1861,1633,1076,423,103,13055
POA2572,84,63,45,50,45,43,41,69,88,524,1058,685,732,588,637,629,576,358,175,5436
POA2573,92,58,55,41,54,26,29,16,9,379,1340,690,845,686,757,558,490,272,87,5730
POA2574,106,73,54,60,57,60,27,18,0,459,1172,757,613,710,834,729,625,354,90,5881
POA2575,236,152,134,144,165,147,113,75,24,1191,3388,1879,2130,2095,2340,2288,2049,1217,388,17785
POA2576,160,85,43,80,110,103,125,158,160,1029,2069,1249,796,1209,1734,1851,2453,2110,860,14336
POA2577,238,149,109,144,183,206,193,141,78,1431,2881,1766,1597,1697,2272,2570,2481,1395,368,17036
POA2578,15,13,11,4,19,21,28,30,22,170,333,214,173,231,309,473,639,367,126,2863
POA2579,103,24,58,51,47,58,64,30,6,448,905,417,472,534,580,708,690,388,67,4770
POA2580,627,390,495,439,457,368,315,160,65,3317,5601,3636,4128,3697,3991,4322,3789,2081,835,32085
POA2581,61,20,24,31,40,33,34,23,0,269,535,228,249,312,396,363,254,127,31,2503
POA2582,207,163,140,140,205,161,105,70,29,1220,2693,1523,1371,1735,2170,1789,1468,731,301,13787
POA2583,74,41,27,43,39,85,68,32,17,421,715,440,383,406,535,865,723,405,158,4616
POA2584,17,4,4,14,8,9,10,0,0,68,114,42,42,73,73,86,69,45,11,555
POA2585,12,9,4,3,3,4,3,7,0,50,31,36,26,21,25,32,38,16,4,231
POA2586,79,43,42,49,52,80,43,33,8,432,499,257,282,259,375,467,414,239,72,2876
POA2587,52,35,20,21,38,48,37,20,6,282,518,270,277,274,354,452,453,281,72,2957
POA2588,5,0,3,0,0,7,7,0,3,25,46,35,20,26,35,52,54,24,7,297
POA2590,109,81,43,69,83,81,96,64,24,658,1173,656,585,658,803,1076,1143,760,273,7126
POA2594,257,142,123,127,135,132,87,84,28,1108,2450,1373,1297,1332,1397,1585,1426,852,356,12066
POA2619,114,67,51,69,72,55,18,11,0,443,2085,1332,933,1360,1722,1216,558,235,56,9498
POA2620,651,492,742,582,484,511,289,127,65,3944,8638,4883,7706,6681,6148,5432,3619,1700,588,45392
POA2621,99,58,55,62,65,52,41,10,0,448,1423,701,702,935,1071,885,573,258,49,6590
POA2622,71,29,34,46,69,82,62,35,8,432,686,278,357,445,628,743,625,358,89,4196
POA2623,13,3,7,9,0,4,6,0,0,44,115,56,86,78,86,89,66,15,0,587
POA2624,24,35,29,24,38,45,20,4,0,224,199,282,274,184,249,287,167,32,3,1680
POA2625,108,77,103,92,100,124,76,21,3,701,317,215,250,231,302,313,169,35,0,1837
POA2626,13,4,8,13,8,4,8,4,0,58,90,46,54,54,96,96,43,24,9,505
POA2627,92,143,150,71,83,61,39,14,3,650,1136,1548,1447,870,1032,848,542,202,45,7665
POA2628,33,27,24,17,30,36,33,8,5,206,400,223,247,243,330,385,286,107,45,2268
POA2629,20,8,27,40,22,25,12,18,5,173,55,44,99,116,118,135,92,72,18,762
POA2630,122,82,157,152,154,113,90,53,32,950,1442,876,1035,1044,1213,1327,1022,696,284,8941
POA2631,6,19,6,4,15,11,9,3,3,79,102,63,59,52,83,115,95,37,9,614
POA2632,35,24,22,16,21,32,25,18,3,193,329,188,201,198,223,279,277,158,54,1908
POA2633,4,0,5,0,3,0,5,0,0,22,45,20,27,39,31,68,64,33,7,328
POA2640,650,436,412,391,397,361,224,167,74,3102,7590,4819,5135,4957,4910,4919,4002,2401,1030,39761
POA2641,363,195,202,176,159,140,122,89,28,1472,3080,2103,2244,1956,1820,1895,1852,1081,366,16399
POA2642,139,69,40,73,86,111,77,35,9,633,1220,615,488,639,733,806,584,244,73,5403
POA2643,54,17,28,28,28,31,33,14,9,244,502,267,275,323,334,401,490,251,98,2940
POA2644,34,27,24,29,25,36,34,14,6,235,407,229,233,237,286,391,354,191,66,2392
POA2645,5,0,5,0,5,10,8,0,0,34,34,25,26,18,31,78,60,31,18,328
POA2646,130,74,69,67,75,90,80,49,30,670,1048,643,597,599,830,1050,1019,650,264,6695
POA2647,51,34,21,21,35,36,65,27,15,310,393,216,195,216,286,349,458,288,79,2484
POA2648,81,53,89,88,68,76,77,25,4,572,402,217,326,300,355,514,470,223,84,2896
POA2649,0,0,0,0,0,0,0,0,0,0,10,0,0,10,3,6,4,0,0,26
POA2650,1115,761,716,590,606,537,380,288,162,5158,12610,8347,8880,7517,7038,6940,5555,3342,1516,61744
POA2651,53,211,70,37,26,12,10,3,0,427,660,962,541,428,291,194,132,60,13,3276
POA2652,100,65,34,56,73,68,61,30,6,510,992,491,499,539,621,693,577,254,79,4735
POA2653,48,47,66,79,55,40,33,21,10,399,429,242,271,311,331,386,369,202,77,2629
POA2655,31,13,4,7,12,13,15,4,3,106,325,129,123,152,157,194,173,93,48,1400
POA2656,21,15,7,13,10,22,9,3,0,108,243,134,97,110,144,218,188,115,61,1313
POA2658,16,20,5,11,19,25,20,17,9,137,263,146,106,139,157,223,207,146,54,1452
POA2659,30,21,10,20,18,19,11,4,0,131,168,127,62,93,109,154,85,76,9,879
POA2660,34,19,5,14,23,15,13,13,7,141,338,182,111,190,187,196,231,139,37,1609
POA2661,6,4,7,3,0,0,3,0,0,23,78,457,177,64,22,0,3,0,0,800
POA2663,78,172,314,288,200,116,61,36,5,1281,854,603,833,761,695,662,529,297,105,5337
POA2665,27,26,12,19,22,21,29,10,4,170,377,172,142,209,243,300,324,154,61,1968
POA2666,82,60,37,44,53,69,43,34,17,443,1027,595,503,522,670,841,768,475,222,5626
POA2668,13,10,0,0,12,8,3,4,0,57,79,44,20,35,72,67,55,25,7,399
POA2669,60,20,21,27,23,38,31,12,0,231,312,142,153,173,204,258,185,86,24,1530
POA2671,90,41,64,73,73,70,45,34,30,514,780,431,514,506,493,546,470,306,148,4203
POA2672,50,29,26,22,25,33,19,11,9,212,317,155,187,196,155,210,171,97,42,1534
POA2675,38,18,64,37,41,34,20,16,3,270,313,182,363,221,211,229,145,79,45,1784
POA2678,0,9,0,0,4,0,0,0,0,16,0,593,45,3,3,0,0,0,0,647
POA2680,572,333,400,359,369,325,253,154,94,2857,4933,3052,3866,3246,3256,3034,2187,1321,669,25554
POA2681,27,22,13,19,24,24,15,9,0,145,338,260,221,196,265,240,165,104,20,1812
POA2700,156,66,68,84,72,78,67,44,21,640,965,503,486,532,565,687,577,383,171,4874
POA2701,42,20,18,20,22,23,15,23,11,191,516,274,271,254,279,304,290,172,91,2459
POA2702,9,6,4,4,5,10,5,6,0,54,148,82,63,70,108,98,113,75,14,782
POA2703,7,5,10,3,0,4,8,0,0,39,178,186,66,52,83,65,70,36,5,728
POA2705,287,157,169,159,159,156,85,60,39,1266,2215,1323,1311,1222,1299,1388,969,653,277,10650
POA2706,18,24,17,16,17,19,16,7,0,141,153,130,146,109,136,175,128,52,10,1037
POA2707,24,11,20,22,13,20,9,3,3,134,209,116,122,136,146,180,125,57,35,1128
POA2710,206,120,140,136,141,156,115,79,32,1123,1681,966,973,963,1212,1468,1289,781,317,9650
POA2711,81,51,51,42,46,82,54,35,12,451,527,347,369,305,381,571,386,264,92,3243
POA2712,27,24,13,9,15,18,17,10,3,135,207,127,109,123,142,205,219,137,70,1347
POA2713,84,44,40,37,47,59,49,28,16,410,470,248,241,250,331,423,388,266,111,2727
POA2714,71,30,11,37,36,41,72,52,17,358,420,193,216,250,284,401,607,346,110,2823
POA2715,40,15,23,20,29,32,24,12,4,195,255,121,158,129,202,249,188,87,45,1433
POA2716,29,9,12,16,13,27,24,9,11,137,162,77,110,86,108,168,157,86,25,976
POA2717,46,36,33,25,29,29,14,14,5,228,204,165,108,123,180,169,146,93,21,1216
POA2720,198,94,93,126,130,136,70,72,20,943,1637,893,892,1018,1066,1199,974,621,227,8529
POA2721,11,0,0,6,3,5,6,0,0,30,54,18,21,22,38,33,29,16,0,233
POA2722,87,64,57,58,66,74,62,32,10,503,645,404,374,378,414,499,444,240,81,3482
POA2725,0,0,0,4,4,7,4,0,0,18,54,20,19,30,53,57,67,30,5,335
POA2726,0,4,3,3,6,8,0,3,0,27,47,21,34,33,20,51,29,14,10,263
POA2727,14,4,8,6,6,15,15,5,0,66,75,42,28,50,35,51,44,13,0,345
POA2729,27,6,6,13,15,12,15,8,4,111,274,150,135,178,213,273,201,125,37,1585
POA2730,31,15,13,7,22,17,11,18,3,140,218,116,115,128,184,213,201,99,46,1319
POA2731,108,55,54,68,62,78,82,64,25,584,1273,623,675,751,871,993,1152,699,213,7253
POA2732,22,5,13,22,29,38,25,16,16,179,261,115,159,140,211,349,317,199,108,1853
POA2733,19,12,11,11,16,19,13,12,4,115,115,41,73,66,53,98,89,42,19,592
POA2734,8,4,6,3,4,9,7,3,0,43,82,64,38,49,58,81,63,31,9,473
POA2735,6,4,0,0,4,0,0,3,0,26,75,43,33,37,53,60,56,23,8,393
POA2736,10,6,13,7,17,10,12,3,0,74,69,39,66,61,68,44,49,27,6,429
POA2737,37,20,20,20,24,27,29,7,4,182,177,85,130,101,103,107,109,24,8,851
POA2738,29,21,18,16,20,20,13,4,3,141,518,243,219,279,267,264,205,96,21,2110
POA2739,45,26,19,29,39,12,9,4,0,180,287,155,191,180,192,189,134,77,17,1431
POA2745,425,278,211,251,253,200,115,48,6,1777,7289,4552,3972,4690,4510,3446,2167,856,206,31690
POA2747,1139,651,803,668,589,400,297,231,96,4873,12868,6725,9256,8884,6199,4720,3765,1794,571,54781
POA2748,14,19,15,10,22,10,7,12,0,109,246,278,168,165,266,298,192,139,40,1794
POA2749,349,170,192,177,145,119,76,30,4,1270,3890,2263,2549,2314,2155,1984,1206,458,116,16929
POA2750,825,554,656,563,479,362,325,298,279,4337,8808,6333,7446,6849,5906,5152,4776,2755,1073,49091
POA2752,70,69,36,49,60,48,15,15,0,361,1272,759,818,739,792,693,414,164,44,5694
POA2753,265,250,194,155,168,161,121,97,84,1495,2993,2353,2402,1968,2326,2194,1655,1050,504,17456
POA2754,104,51,65,66,45,33,39,26,24,445,1344,803,977,837,875,724,797,535,190,7084
POA2756,635,359,372,389,388,363,212,125,44,2892,7386,4619,4779,4461,4746,4487,2923,1448,379,35226
POA2757,11,11,10,7,12,9,10,0,0,67,151,112,107,81,119,123,92,55,22,851
POA2758,104,83,54,52,88,66,32,24,7,509,1585,1130,856,958,1404,1346,978,450,126,8838
POA2759,443,289,314,239,247,205,120,30,10,1884,5390,3429,3745,3580,3239,3707,2333,685,182,26284
POA2760,1014,547,661,598,478,308,243,184,141,4174,8858,4586,5950,5866,4254,3509,2573,1449,514,37555
