POA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
POA2222,678,224,245,297,217,81,8,67,4985,0,0,4,0,0,0,4,0,0,69,72,3044,910,761,237,258,322,235,88,10,146,6020
POA2223,553,148,155,189,176,47,3,97,4825,0,0,0,0,0,0,0,0,0,7,13,4171,877,750,178,190,237,205,56,16,143,6818
POA2224,222,42,32,31,48,9,9,41,2482,9,3,0,0,0,0,0,0,0,0,9,2874,352,338,61,42,56,59,8,12,69,3868
POA2225,30,7,3,9,8,5,0,6,314,0,0,0,0,0,0,5,0,0,0,5,656,122,93,15,7,17,17,6,11,18,957
POA2226,145,36,40,21,20,7,9,14,1026,0,0,0,0,0,0,0,0,0,0,0,1662,412,311,54,65,49,40,26,11,43,2675
POA2227,160,24,22,22,35,16,0,14,1116,0,0,0,0,0,0,0,0,0,0,0,1656,447,330,50,36,50,72,26,12,50,2718
POA2228,484,104,111,80,94,37,16,50,3129,0,0,0,0,0,0,0,0,0,11,12,3166,804,732,168,158,135,144,63,29,104,5503
POA2229,338,59,69,67,63,20,8,31,2317,11,0,0,0,0,0,0,0,0,72,78,3455,710,657,125,122,124,121,67,24,149,5563
POA2230,260,79,79,60,72,40,7,25,1756,0,0,0,0,0,0,0,0,0,18,19,3245,533,631,181,138,137,135,83,30,104,5220
POA2231,3,6,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,216,27,17,6,0,4,6,6,0,13,290
POA2232,615,143,130,116,132,44,10,42,3627,21,0,0,0,0,0,0,0,0,35,56,4188,1187,1031,242,177,171,175,70,27,142,7413
POA2233,196,32,18,19,14,9,10,15,1144,0,0,0,0,0,0,0,0,0,34,33,2637,509,393,53,41,45,49,10,16,89,3847
POA2234,213,25,25,40,55,16,8,39,3179,5,0,0,0,0,0,0,0,0,9,17,4768,577,388,45,47,73,74,27,11,97,6109
POA2250,1285,301,277,333,279,120,19,108,6145,23,0,0,0,0,0,0,0,0,96,120,8559,2115,1866,441,389,405,345,172,32,444,14769
POA2251,154,30,33,28,42,14,13,25,1214,4,0,0,0,0,0,0,0,0,6,12,3876,878,631,79,94,64,83,33,26,134,5899
POA2256,159,50,37,21,27,15,0,23,1036,0,0,0,0,0,0,0,0,0,11,9,2047,413,327,81,53,38,48,34,4,95,3145
POA2257,239,55,40,28,46,21,0,24,1353,0,0,0,0,0,0,0,0,0,9,18,3444,643,534,98,72,61,96,46,15,147,5146
POA2258,47,8,9,6,9,0,0,0,243,0,0,0,0,0,0,0,0,0,0,5,569,124,77,7,13,7,22,3,0,9,832
POA2259,722,107,121,116,111,37,24,75,3428,5,0,5,0,0,0,0,0,0,53,63,6165,1162,1142,162,187,162,156,72,39,278,9515
POA2260,169,46,47,35,56,12,15,20,1116,5,0,0,0,0,0,0,0,0,0,5,2885,721,499,114,91,93,121,58,37,75,4700
POA2261,249,67,74,67,96,20,23,52,1964,23,4,0,0,0,0,0,0,0,38,64,4778,696,584,129,115,94,138,57,33,231,6850
POA2262,68,16,13,8,14,3,0,11,512,8,0,0,0,0,0,0,0,0,4,9,1774,151,137,26,18,10,27,8,0,64,2214
POA2263,134,33,40,23,39,16,4,20,849,5,0,0,0,0,0,0,0,0,13,17,2147,238,229,52,61,36,52,24,5,96,2946
POA2264,79,18,18,17,25,7,10,18,503,0,0,0,0,0,0,0,0,0,9,10,1461,162,146,33,25,25,34,14,12,100,2020
POA2265,39,10,4,7,24,9,0,15,327,3,0,0,0,0,0,0,0,0,5,4,767,137,84,14,16,12,38,13,0,46,1129
POA2267,10,0,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,247,23,14,0,0,3,9,0,0,3,303
POA2278,6,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100,10,11,0,0,3,0,0,0,0,120
POA2280,101,44,45,30,32,5,7,21,735,5,0,0,0,0,0,0,0,0,0,4,1710,312,225,61,56,60,56,21,7,68,2583
POA2281,53,9,12,12,26,6,3,0,359,0,0,0,0,0,0,0,0,0,0,0,1132,158,143,15,21,17,35,8,6,35,1569
POA2282,80,24,32,30,24,14,3,6,623,7,0,0,0,0,0,0,0,0,0,3,1321,279,195,43,46,55,36,22,0,36,2038
POA2283,111,29,37,27,16,7,0,16,652,5,0,0,0,0,0,0,0,0,15,13,1883,249,190,48,61,47,48,23,0,84,2634
POA2284,68,23,18,18,31,4,0,14,454,0,0,0,0,0,0,0,0,0,0,5,795,186,128,25,25,21,37,15,0,39,1279
POA2285,445,72,72,75,89,30,9,35,1846,3,0,0,0,0,0,0,0,0,18,24,1793,693,606,90,85,88,119,39,12,91,3621
POA2286,15,4,4,4,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,195,36,33,5,5,7,14,0,0,3,295
POA2287,959,338,317,287,330,109,26,84,4470,4,0,0,0,0,0,0,0,0,8,10,2722,1104,1239,387,359,342,386,134,40,167,6868
POA2289,178,56,50,31,49,21,0,28,1075,0,0,0,0,0,0,0,0,0,0,4,1383,372,329,63,81,59,70,45,0,47,2448
POA2290,260,99,91,64,54,21,17,43,1531,7,0,0,0,0,0,0,0,0,15,26,2230,483,446,142,116,93,84,34,30,104,3761
POA2291,92,19,20,29,26,16,12,8,547,0,0,0,0,0,0,0,0,0,0,0,993,221,210,47,42,52,64,33,18,31,1711
POA2292,18,10,12,18,21,4,0,5,184,0,0,0,0,0,0,0,0,0,0,0,195,46,38,18,12,18,32,5,0,6,368
POA2293,41,12,12,13,18,12,6,0,171,0,0,0,0,0,0,0,0,0,0,0,222,52,62,14,13,26,26,18,6,8,456
POA2294,9,0,7,4,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,109,35,28,10,12,4,13,5,0,3,212
POA2295,43,11,12,19,24,0,4,3,223,0,0,0,0,0,0,0,0,0,0,0,523,85,89,16,20,24,34,15,8,25,847
POA2296,23,5,10,10,12,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,148,22,37,14,10,14,13,3,0,12,279
POA2297,4,13,12,3,19,5,0,4,99,0,0,0,0,0,0,0,0,0,0,0,129,31,24,16,14,9,22,3,0,7,247
POA2298,168,54,91,94,76,29,5,20,894,0,0,0,0,0,0,0,0,0,76,83,677,139,230,73,105,106,94,37,13,128,1601
POA2299,388,112,189,219,224,77,29,31,1779,0,0,0,0,0,0,0,0,0,3,3,757,238,451,137,204,240,260,98,33,44,2457
POA2300,117,60,48,60,84,58,12,7,757,0,0,0,0,0,0,0,0,0,0,0,928,222,268,87,74,86,143,106,26,24,1965
POA2302,29,8,27,14,33,23,5,3,212,0,0,0,0,0,0,0,0,0,0,0,142,50,41,9,37,20,32,22,9,7,371
POA2303,99,17,26,48,37,16,6,17,668,0,0,0,0,0,0,0,0,0,0,5,861,151,164,28,46,56,48,22,24,39,1436
POA2304,172,48,71,80,67,16,0,45,1107,4,0,0,0,0,0,0,0,0,6,8,1220,264,266,66,90,103,92,22,6,92,2212
POA2305,111,43,45,46,43,16,7,21,705,0,0,0,0,0,0,0,0,0,96,96,867,255,214,60,63,59,51,21,22,125,1734
POA2306,15,5,5,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,121,16,15,5,5,7,0,0,0,8,180
POA2307,81,33,41,60,54,10,3,6,405,0,0,0,0,0,0,0,0,0,0,0,214,86,104,34,46,68,64,15,5,9,646
POA2308,12,0,3,11,17,18,0,9,85,0,0,0,0,0,0,0,0,0,0,0,14,34,16,3,3,10,16,20,4,8,131
POA2311,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,36,10,4,0,0,0,0,0,0,0,50
POA2312,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,100,9,3,0,0,0,0,0,0,3,121
POA2315,81,23,47,46,49,18,14,15,746,3,0,0,0,0,0,0,0,0,24,27,1893,256,204,51,63,68,83,55,30,96,2795
POA2316,14,4,9,9,4,0,0,0,141,0,0,0,0,0,0,0,0,0,0,4,711,74,69,5,5,15,4,0,0,22,915
POA2317,21,4,11,5,8,9,3,8,200,0,0,0,0,0,0,0,0,0,0,4,742,84,68,17,22,18,14,18,5,29,1012
POA2318,45,6,11,13,12,6,3,7,293,0,0,0,0,0,0,0,0,0,0,0,879,169,136,10,25,29,24,21,4,33,1332
POA2319,13,3,0,3,3,9,0,4,136,0,0,0,0,0,0,0,0,0,0,0,629,42,38,8,0,5,3,10,0,29,773
POA2320,285,51,54,63,62,27,8,19,1236,0,0,0,0,0,0,0,0,0,7,7,1933,567,466,87,66,90,85,33,16,79,3422
POA2321,142,24,29,20,30,9,5,9,524,0,0,0,0,0,0,0,0,0,3,4,807,234,246,31,38,33,43,15,3,38,1486
POA2322,324,58,67,85,90,19,0,15,1211,0,0,0,0,0,0,0,0,0,4,9,1178,413,440,87,82,108,112,33,3,42,2496
POA2323,226,49,34,58,51,14,7,10,1002,0,0,0,0,0,0,0,0,0,4,7,1324,390,350,70,44,81,77,26,7,53,2425
POA2324,86,19,31,34,35,8,4,17,605,3,0,0,0,0,0,0,0,0,4,8,1812,192,175,40,35,53,48,12,9,96,2468
POA2325,92,26,34,32,30,15,0,21,599,4,0,0,0,0,0,0,0,0,241,247,1530,225,180,48,50,39,39,29,5,319,2476
POA2326,7,5,0,0,5,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,264,35,24,3,0,11,13,0,0,12,357
POA2327,23,3,3,3,3,0,0,5,113,0,0,0,0,0,0,0,0,0,0,0,302,38,41,8,3,4,10,0,0,17,420
POA2328,8,0,6,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,125,14,17,4,10,4,5,0,4,0,176
POA2329,0,6,0,0,0,4,4,0,36,0,0,0,0,0,0,0,0,0,0,0,99,14,7,5,0,0,5,4,4,8,144
POA2330,115,35,22,45,53,30,18,4,624,0,0,0,0,0,0,0,0,3,0,0,969,339,237,65,34,65,78,40,36,45,1910
POA2331,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,9,23,7,0,0,0,0,0,0,0,43
POA2333,113,19,19,34,62,8,7,11,496,0,0,0,0,0,0,0,0,0,66,64,523,180,202,34,29,39,83,11,9,90,1203
POA2334,11,0,3,6,10,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,154,31,25,0,3,8,10,0,0,8,243
POA2335,34,8,0,11,24,5,0,0,183,0,0,0,0,0,0,0,0,0,0,0,351,108,84,8,0,17,20,10,5,15,628
POA2336,9,0,5,5,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,81,19,25,0,5,7,8,3,0,10,160
POA2337,53,15,30,43,110,33,20,6,396,0,0,0,0,0,0,0,0,0,0,3,307,108,117,37,42,61,136,44,20,23,888
POA2338,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,82,15,6,3,0,5,4,0,0,5,115
POA2339,0,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,22,0,4,4,0,5,0,0,0,0,32
POA2340,638,234,307,341,388,118,53,63,2807,8,0,0,0,0,0,0,0,0,11,18,1668,522,834,266,367,364,435,147,65,145,4816
POA2341,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,0,0,0,60
POA2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,8,0,0,0,0,0,0,0,21
POA2343,12,11,3,9,3,6,0,0,72,0,0,0,0,0,0,0,0,0,0,0,147,21,26,11,9,13,7,6,0,5,234
POA2344,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,27
POA2345,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,4,27,0,6,0,0,0,0,0,0,0,34
POA2346,9,0,0,0,6,0,0,0,30,5,0,0,0,0,0,0,0,0,0,5,95,14,11,0,5,4,11,0,0,7,147
POA2347,3,0,0,0,11,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,80,3,10,0,3,3,11,5,0,9,120
POA2350,338,108,168,437,628,103,14,37,2459,0,0,0,0,0,0,0,0,0,4,5,1483,492,478,145,210,471,662,142,17,82,4182
POA2352,4,0,0,0,3,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,98,3,15,0,0,0,7,0,0,9,126
POA2353,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,0,8,0,0,0,7,78
POA2354,3,5,0,5,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,3,151,20,9,3,0,5,4,8,0,4,205
POA2355,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,55
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA2357,17,5,7,8,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,216,21,22,5,10,8,3,0,0,7,288
POA2358,5,0,4,0,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,189,23,18,3,6,5,0,3,0,7,259
POA2359,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27
POA2360,79,20,28,26,64,45,37,17,501,0,0,0,0,0,0,0,0,0,0,0,477,179,131,32,48,34,89,57,40,53,1131
POA2361,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3,0,0,3,50
POA2365,13,11,5,9,44,13,7,7,140,0,0,0,0,0,0,0,0,0,0,0,127,33,19,11,9,9,55,21,12,21,306
POA2369,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,3,6,0,0,0,0,0,0,4,37
POA2370,14,8,7,24,19,5,4,0,141,0,0,0,0,0,0,0,0,0,43,46,371,39,26,8,11,28,22,7,4,71,571
POA2371,0,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,84,8,0,0,0,0,0,5,0,3,103
POA2372,18,0,0,3,7,0,0,13,103,0,0,0,0,0,0,0,0,0,0,4,323,32,28,0,3,3,12,3,0,22,417
POA2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6
POA2380,57,16,16,26,42,14,5,5,292,0,0,0,0,0,0,0,0,0,0,0,271,95,86,24,22,35,54,17,4,25,635
POA2381,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,37,8,11,0,0,0,3,0,0,3,56
POA2382,0,0,4,4,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,27,11,8,3,3,4,7,5,0,0,68
POA2386,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,17
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
POA2388,4,0,0,0,7,9,4,0,37,0,0,0,0,0,0,0,0,0,0,0,76,7,13,0,0,0,5,7,4,4,123
POA2390,36,10,21,14,25,13,0,3,187,0,0,0,0,0,0,0,0,0,3,9,209,50,49,12,27,15,32,18,0,19,429
POA2395,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,39
POA2396,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,4,4,0,34
POA2397,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,13
POA2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA2399,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,3,0,4,0,4,4,0,0,0,25
POA2400,63,12,25,26,23,15,6,0,314,0,0,0,0,0,0,0,0,0,0,5,270,98,110,19,25,33,33,17,5,17,636
POA2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
POA2402,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,47,3,5,0,0,0,0,0,0,4,68
POA2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,25
POA2404,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,68,3,4,0,3,0,0,0,0,5,87
POA2405,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,17
POA2406,6,0,0,0,13,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,18,14,3,0,0,0,11,3,0,4,53
POA2408,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,17
POA2409,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26
POA2410,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,10
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
POA2415,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,6,29
POA2420,3,0,3,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,164,18,11,0,8,0,0,0,0,17,218
POA2421,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,90,19,9,0,0,0,4,0,0,0,135
POA2422,14,3,4,0,7,0,0,7,67,0,0,0,0,0,0,0,0,0,0,0,380,29,22,7,0,4,7,3,0,22,470
POA2423,10,6,0,0,5,3,0,8,69,0,0,0,0,0,0,0,0,0,0,0,248,17,21,6,0,0,9,0,0,25,326
POA2424,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,35
POA2425,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,121,18,5,0,0,0,0,8,0,12,165
POA2426,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,32,7,9,0,0,0,0,0,0,4,48
POA2427,5,3,3,6,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,286,16,19,4,3,4,4,0,0,12,347
POA2428,108,29,42,49,47,16,0,30,716,10,0,0,0,0,0,0,0,0,7,13,2201,196,176,37,53,73,68,24,9,145,2977
POA2429,19,5,0,8,8,4,0,3,151,0,0,0,0,0,0,0,0,0,3,3,611,50,40,3,3,10,12,9,0,30,770
POA2430,163,42,35,56,76,37,14,27,951,6,0,0,0,0,0,0,0,0,13,22,2453,304,244,61,63,70,92,52,21,164,3522
POA2431,19,13,5,8,6,12,0,0,136,0,0,0,0,0,0,0,0,0,4,4,417,42,49,19,9,10,4,15,9,27,608
POA2439,10,0,7,0,3,0,0,4,58,0,0,0,0,0,0,0,0,0,3,3,339,29,22,3,7,0,8,0,0,15,415
POA2440,69,21,27,35,29,6,7,15,435,0,0,0,0,0,0,0,0,0,91,88,1121,124,133,46,26,39,33,14,9,179,1715
POA2441,6,3,3,0,4,0,0,8,59,0,0,0,0,0,0,0,0,0,0,0,304,32,29,8,6,4,8,4,0,11,405
POA2443,14,3,4,0,6,0,3,6,131,0,0,0,0,0,0,0,0,0,0,0,766,79,37,4,8,6,17,5,8,60,985
POA2444,380,87,131,118,120,54,16,48,1982,8,0,0,0,0,3,0,0,0,22,38,4733,781,751,159,204,184,193,83,31,260,7371
POA2445,4,0,4,3,11,0,0,3,98,0,0,0,0,0,0,0,0,0,0,0,606,48,31,11,10,11,12,6,0,24,762
POA2446,29,7,4,11,6,0,0,5,178,0,0,0,0,0,0,0,0,0,0,4,926,97,71,9,8,15,16,11,3,50,1207
POA2447,22,6,9,8,23,6,5,8,168,0,0,0,0,0,0,0,0,0,0,4,484,54,40,15,15,14,28,12,5,37,697
POA2448,24,9,10,5,16,4,3,5,193,0,0,0,0,0,0,0,0,0,0,5,902,69,54,10,11,7,13,9,5,48,1131
POA2449,3,0,0,3,12,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,131,6,14,0,0,5,11,5,0,14,196
POA2450,605,184,289,333,420,113,76,92,3407,0,4,0,0,0,0,0,0,0,19,30,3790,971,934,247,356,387,469,134,86,272,7652
POA2452,68,35,23,35,37,14,0,6,431,4,0,0,0,0,0,0,0,0,9,10,1097,189,143,52,35,48,51,22,4,50,1683
POA2453,4,7,6,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,4,238,19,15,7,8,0,3,0,0,9,303
POA2454,24,7,10,6,7,3,0,11,198,0,0,0,0,0,0,0,0,0,5,5,837,101,84,21,15,10,19,14,0,61,1154
POA2455,3,0,0,3,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,239,21,12,0,6,8,6,3,0,13,301
POA2456,256,89,102,144,279,83,14,54,1644,0,0,3,0,0,0,0,0,0,5,19,1483,388,344,105,120,165,317,105,23,104,3151
POA2460,93,21,29,24,28,20,6,14,563,3,0,0,0,0,0,0,0,0,181,185,1332,210,172,35,41,41,40,30,9,271,2197
POA2462,4,4,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,140,10,9,10,0,4,0,0,0,12,191
POA2463,24,7,7,16,9,3,4,3,148,0,0,0,0,0,0,0,0,0,0,3,595,66,73,17,18,10,12,6,10,25,832
POA2464,28,17,10,5,4,9,0,9,167,0,0,0,0,0,0,0,0,0,0,0,618,95,76,23,17,12,17,9,5,46,924
POA2465,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,17
POA2466,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,149,3,3,0,5,0,9,0,0,3,178
POA2469,18,5,3,0,19,8,13,17,133,0,0,0,0,0,0,0,0,0,0,5,327,42,30,14,10,6,19,8,14,42,510
POA2470,36,7,4,18,28,9,0,3,224,0,0,0,0,0,0,0,0,0,4,8,597,53,79,7,17,22,29,6,5,38,863
POA2471,9,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,110,13,9,4,0,0,7,0,0,14,161
POA2472,0,0,6,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,86,19,4,3,6,9,0,0,0,8,136
POA2473,8,0,0,4,5,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,186,28,18,6,0,9,8,3,0,9,268
POA2474,27,12,3,0,4,8,7,4,135,6,0,0,0,0,0,0,0,0,3,6,464,59,49,7,3,0,11,8,8,22,629
POA2475,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,24
POA2476,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,8,0,4,0,0,0,0,0,3,67
POA2477,46,10,17,27,21,10,0,0,323,3,0,0,0,0,0,0,0,0,3,11,955,180,117,22,31,41,41,17,3,30,1441
POA2478,223,40,53,54,65,26,11,33,1071,5,0,0,0,0,0,0,0,0,11,18,2496,561,546,112,102,87,120,55,23,159,4257
POA2479,51,12,8,3,4,9,3,18,196,0,0,0,0,0,0,0,0,0,3,3,634,118,136,27,14,37,18,25,6,58,1078
POA2480,292,67,64,96,106,39,16,27,1508,4,0,0,0,0,0,0,0,0,7,11,3182,560,494,107,98,133,150,68,35,152,4977
POA2481,265,85,96,163,235,108,3,32,1407,0,0,0,0,0,0,6,0,0,3,5,1528,419,521,157,169,265,339,212,18,99,3723
POA2482,67,19,11,15,17,7,0,16,395,0,0,0,0,0,0,0,0,0,4,0,906,172,128,36,18,20,29,16,0,54,1393
POA2483,91,27,26,35,31,9,3,17,574,0,0,0,0,0,0,0,0,0,0,5,1250,247,219,50,50,58,60,24,3,67,2036
POA2484,84,27,14,12,19,16,0,16,547,5,0,0,0,0,0,0,0,0,27,31,1720,295,181,47,31,21,30,19,9,138,2489
POA2485,215,81,91,65,70,33,8,9,933,3,0,0,0,0,0,0,0,0,51,57,1767,328,354,111,111,91,99,42,24,148,3080
POA2486,236,72,33,51,52,17,4,18,1198,0,0,0,0,0,0,0,0,0,27,30,3598,620,462,115,73,78,106,46,6,199,5290
POA2487,51,12,15,31,32,11,3,12,396,3,0,0,0,0,0,0,0,0,12,15,1493,288,196,32,27,73,68,37,9,89,2317
POA2488,18,6,0,0,0,4,0,0,88,0,0,0,0,0,0,0,0,0,0,0,309,60,56,11,0,0,8,3,0,12,468
POA2489,46,8,8,9,9,3,0,8,191,0,0,0,0,0,0,0,0,0,6,3,708,152,163,21,15,15,22,17,0,39,1142
POA2490,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,48,9,6,0,0,3,0,0,0,8,74
POA2500,1291,568,547,674,912,409,46,144,8279,18,0,5,0,0,0,0,0,0,113,138,5788,1142,1629,642,649,799,1048,501,76,332,12604
POA2502,275,64,33,92,78,13,5,67,2976,5,0,0,0,0,0,0,0,0,0,5,2873,290,319,75,43,97,93,18,6,106,3925
POA2505,30,8,0,7,6,9,0,5,772,0,0,0,0,0,0,0,0,0,0,0,966,69,65,6,10,16,23,17,0,23,1181
POA2506,71,25,15,15,12,6,3,16,936,4,0,0,0,0,0,0,0,0,8,8,1338,106,93,24,21,18,12,8,3,41,1663
POA2508,44,7,5,10,10,0,0,15,270,0,0,0,0,0,0,0,0,0,23,20,767,175,148,20,16,23,18,13,0,53,1231
POA2515,52,14,22,5,21,0,0,5,403,0,0,0,0,0,0,0,0,0,17,19,1305,235,204,34,47,25,33,22,5,43,1959
POA2516,35,10,5,0,3,3,0,13,253,0,0,0,0,0,0,0,0,0,0,0,643,125,109,13,16,5,26,8,4,35,986
POA2517,62,16,10,14,20,0,0,39,551,4,0,0,0,0,0,0,0,0,14,17,1376,201,172,35,26,23,29,9,9,86,1959
POA2518,203,45,34,39,41,33,6,25,1600,12,0,0,0,0,0,0,0,0,25,34,2625,301,343,60,56,58,72,50,12,107,3672
POA2519,252,102,72,109,118,67,8,39,2202,0,0,0,0,0,0,0,0,0,0,4,2478,328,344,117,86,130,140,77,7,88,3803
POA2525,250,43,20,44,41,21,3,24,1514,0,0,0,0,0,3,0,0,0,58,62,1695,306,348,60,27,61,53,26,3,104,2679
POA2526,197,28,33,37,23,8,7,88,1614,4,0,0,0,0,0,0,0,0,51,57,2226,272,319,42,40,53,44,20,5,197,3223
POA2527,183,36,34,23,24,0,0,30,1053,3,0,0,0,0,0,0,0,0,3,10,2509,295,325,56,51,37,39,9,4,82,3410
