POA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
POA2000,1362,3850,10390,5222,2278,1754,1189,572,155,26784,0,8,17,10,3,4,3,0,0,51,221,249,701,598,400,318,126,31,9,2659,65,69,151,91,80,49,21,4,0,526,26,24,81,66,61,46,21,3,0,328,0,16,27,12,9,4,4,0,0,80,7,10,29,20,19,16,3,4,0,102,4,0,10,9,5,0,3,5,0,43,0,0,0,3,4,3,0,0,0,14,8,5,38,32,26,9,3,0,0,121,0,0,0,0,0,0,0,0,0,0,341,365,1043,831,594,445,191,45,11,3871,341,379,1058,840,603,452,192,45,11,3931,109,76,261,180,119,109,56,12,0,918,1814,4305,11713,6245,2999,2317,1442,629,173,31636
POA2007,470,1436,2570,1251,586,375,282,117,56,7142,0,3,0,0,0,0,0,0,0,8,9,33,29,19,20,7,0,0,0,126,0,3,4,0,0,0,0,0,0,14,0,5,0,3,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,57,37,31,22,11,4,0,0,166,9,60,41,30,22,11,4,0,0,177,0,18,31,12,3,5,4,0,0,73,476,1510,2634,1295,615,391,292,115,54,7392
POA2008,392,2961,3708,1315,657,472,277,92,25,9896,0,3,4,0,0,0,0,0,0,9,9,76,90,28,16,14,7,0,0,239,0,4,0,0,0,0,0,0,0,10,5,3,3,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,9,92,95,36,24,14,10,0,0,282,14,92,96,38,24,14,10,0,0,289,0,32,20,7,3,8,4,0,0,78,406,3079,3829,1362,682,494,290,94,25,10264
POA2009,1268,945,3096,2615,1429,1275,1006,424,98,12157,0,4,4,4,4,5,0,0,0,20,14,24,55,32,18,34,17,5,8,199,0,0,6,3,4,0,0,0,0,16,0,0,0,4,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,28,58,40,26,39,23,9,8,246,12,28,65,37,31,44,23,10,8,257,6,11,12,11,5,24,16,0,0,75,1290,983,3174,2667,1467,1338,1046,435,99,12494
POA2010,1361,2144,7968,5012,3238,2525,1550,830,313,24943,0,0,5,8,4,5,7,9,0,31,25,119,256,160,193,170,139,109,68,1246,0,0,20,14,9,3,8,0,0,59,0,15,29,15,14,0,0,0,0,78,0,0,3,0,4,0,0,0,0,17,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,6,0,21,0,4,11,0,3,3,8,0,0,33,0,0,0,0,0,0,0,0,0,0,25,141,329,200,229,192,158,115,67,1455,25,141,336,202,234,196,163,120,72,1496,6,15,52,22,14,16,12,6,0,142,1398,2302,8352,5238,3487,2743,1716,955,383,26582
POA2011,730,1090,4883,3280,2287,1980,1538,816,407,17018,3,6,0,6,0,6,3,0,0,29,18,609,931,401,288,123,70,30,14,2482,0,12,24,24,10,12,0,0,0,86,0,277,209,55,45,17,3,0,0,603,0,8,22,3,4,0,4,0,0,45,0,123,87,54,38,11,5,0,0,313,0,11,0,7,5,0,0,0,0,27,0,5,10,0,5,0,0,0,0,13,0,7,12,27,10,13,0,0,0,71,0,0,0,0,0,0,0,0,0,0,18,1054,1289,582,397,172,84,34,14,3646,21,1053,1295,588,403,181,89,31,11,3674,0,13,58,23,12,19,11,3,0,143,749,2158,6236,3891,2706,2180,1638,853,419,20835
POA2015,1264,904,3468,2391,1400,852,479,170,41,10983,0,0,0,0,0,0,0,0,0,6,13,29,74,29,13,20,8,0,3,190,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,32,85,27,25,23,14,3,4,224,13,32,83,27,27,23,11,3,4,228,0,0,7,4,3,3,0,0,0,24,1283,944,3565,2420,1431,878,492,176,45,11233
POA2016,1038,1223,3427,2204,1569,1322,919,546,199,12453,0,0,0,0,3,4,0,5,0,16,12,53,96,42,43,33,26,6,4,311,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,53,104,44,46,35,28,13,4,334,12,57,105,45,51,40,28,12,7,348,0,17,35,3,0,6,0,4,0,68,1053,1299,3557,2254,1627,1367,945,568,207,12871
POA2017,2257,3851,10865,5106,2180,1710,1249,607,216,28029,0,0,3,0,3,9,4,3,0,30,157,169,219,135,82,68,43,23,0,886,9,8,11,11,3,7,3,0,0,49,4,5,6,12,9,5,3,3,0,48,0,0,4,3,3,0,0,0,0,20,0,0,3,0,0,4,0,0,0,13,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,169,185,254,160,101,81,58,20,0,1033,166,187,256,167,109,90,56,29,3,1059,17,34,60,35,13,36,11,13,0,224,2443,4067,11185,5299,2300,1831,1320,641,221,29315
POA2018,2601,2355,4794,3197,2188,1687,1336,931,321,19406,0,3,0,6,4,8,0,4,0,25,33,47,64,31,28,22,13,7,0,254,0,7,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,56,76,37,34,23,17,7,0,283,30,54,79,41,36,31,17,14,0,311,0,9,18,0,7,13,6,0,0,50,2637,2420,4885,3244,2229,1727,1352,946,318,19756
POA2019,2490,1385,2218,2268,1866,1343,893,475,154,13092,0,0,0,3,3,0,0,0,0,7,19,30,41,24,34,19,16,9,8,195,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,49,28,32,18,19,12,8,218,20,31,50,27,42,18,24,11,8,229,7,3,3,0,3,4,4,9,0,30,2512,1425,2266,2297,1906,1368,919,498,160,13349
POA2020,2496,3429,7213,3182,1758,1356,894,513,184,21020,0,4,3,0,0,3,0,0,0,19,56,224,336,175,144,84,37,12,6,1075,8,14,29,15,17,10,0,0,0,92,4,14,25,16,18,22,3,0,0,101,0,4,0,0,8,0,0,0,0,10,0,8,6,3,10,4,0,0,0,37,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,3,0,0,0,11,0,8,13,11,4,11,0,0,0,42,0,0,0,0,0,0,0,0,0,0,64,265,420,219,201,132,47,15,6,1367,68,265,423,221,203,134,47,20,6,1384,5,41,106,52,52,58,22,13,0,342,2571,3735,7738,3459,2015,1549,963,545,185,22748
POA2021,1840,1317,3068,2263,1952,1469,1096,717,185,13905,0,4,6,0,0,0,10,16,54,93,37,39,71,35,25,34,23,21,3,292,0,0,0,3,7,0,0,0,0,14,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,38,53,80,45,33,37,27,27,3,333,38,54,88,45,37,38,39,42,57,427,3,9,9,3,6,3,0,4,0,39,1878,1369,3164,2309,1996,1503,1136,764,250,14375
POA2022,1901,1158,3095,2150,1579,1156,998,661,290,12981,0,0,0,0,0,0,3,0,0,7,30,37,56,46,29,38,21,6,0,271,0,0,3,0,4,0,0,0,0,9,0,3,0,3,4,8,3,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,30,42,64,55,33,50,26,17,0,319,30,47,68,51,32,45,26,14,0,323,3,15,29,10,19,10,14,4,0,104,1938,1220,3185,2220,1627,1211,1037,686,296,13414
POA2023,1732,1123,1495,1388,1350,1201,1025,540,176,10036,0,0,0,0,0,0,5,3,0,7,22,37,44,45,16,24,11,11,3,209,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,44,40,44,19,23,19,12,3,229,26,41,47,44,23,28,19,12,3,239,4,0,6,3,7,5,3,0,0,44,1757,1165,1549,1437,1383,1236,1051,554,174,10314
POA2024,1971,997,1810,1693,1565,1140,764,511,379,10820,0,0,0,3,0,0,0,0,0,12,15,22,41,30,19,22,25,19,23,215,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,46,29,22,28,31,21,23,232,14,22,46,31,25,28,30,24,23,240,0,0,4,8,4,0,7,0,0,20,1983,1022,1859,1732,1592,1165,800,533,406,11082
POA2025,1048,592,1086,925,838,712,730,543,204,6664,0,0,0,0,0,4,10,26,64,105,12,18,33,6,17,13,28,27,14,171,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,22,33,9,17,15,28,27,14,187,12,22,37,10,20,18,40,52,80,290,0,0,0,3,0,4,4,3,0,24,1063,617,1126,943,859,735,764,598,280,6981
POA2026,4508,2499,9246,5689,3759,2377,1698,1029,421,31228,0,0,4,4,0,0,0,6,0,16,60,75,193,104,62,55,30,6,8,590,0,9,8,13,5,6,0,0,0,34,0,0,5,0,3,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,90,209,119,70,68,39,8,8,660,58,90,208,126,72,70,40,13,3,678,11,21,58,23,19,17,10,4,5,166,4583,2605,9508,5835,3852,2463,1745,1047,431,32067
POA2027,807,537,1169,985,838,887,952,778,329,7276,0,0,0,0,0,0,0,4,0,6,19,27,31,43,29,33,22,9,0,208,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,37,43,31,39,30,9,0,235,19,27,37,43,31,39,30,18,5,242,3,4,0,6,6,10,0,3,0,41,830,565,1212,1033,878,934,981,798,331,7559
POA2028,560,374,947,648,479,460,509,356,134,4465,0,0,0,0,0,0,0,0,0,0,3,11,12,16,6,6,10,9,0,78,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,15,11,15,4,12,10,8,0,93,3,15,11,15,4,12,10,8,3,96,0,5,4,3,5,3,4,0,3,22,568,392,964,665,485,477,521,364,142,4583
POA2029,1567,950,1355,1409,1280,1023,912,688,343,9521,5,0,0,0,0,0,0,0,3,9,22,27,16,19,25,20,16,16,3,169,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,28,21,20,28,20,17,16,4,180,27,28,21,20,28,18,16,15,7,187,6,4,5,9,3,7,0,4,0,37,1594,984,1380,1438,1308,1047,930,707,356,9742
POA2030,2662,1841,1197,1651,2227,1750,1332,778,410,13857,0,0,0,0,0,0,0,3,0,4,27,52,45,37,26,27,23,12,3,251,0,6,0,0,0,0,0,0,0,13,0,0,4,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,24,62,63,38,31,29,29,12,0,296,24,62,63,38,31,29,31,13,3,303,3,6,11,6,9,6,7,4,0,50,2698,1908,1270,1698,2263,1792,1370,801,412,14205
POA2031,5081,3236,6941,5333,4243,3091,2241,1395,627,32175,0,0,7,5,5,0,25,45,192,278,205,134,211,166,89,91,121,116,114,1253,3,11,5,9,4,5,4,0,0,33,0,22,5,8,3,4,5,0,0,48,3,0,6,7,4,0,0,0,0,24,0,6,6,0,0,4,3,0,0,17,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,13,7,3,3,0,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,225,183,234,189,108,113,137,123,114,1418,226,182,238,188,114,113,162,169,307,1696,12,23,30,17,15,19,17,3,4,141,5317,3449,7214,5537,4368,3222,2415,1563,934,34014
POA2032,1932,2345,2782,1863,1655,1383,1105,768,378,14205,0,0,0,0,7,3,4,3,0,13,25,44,56,27,29,23,14,15,8,230,0,0,0,3,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,50,59,29,30,30,16,19,8,257,23,52,59,32,34,28,15,20,8,271,4,24,14,9,6,9,10,4,0,75,1956,2417,2855,1906,1698,1418,1128,786,389,14550
POA2033,1408,2282,2394,1637,1191,979,695,518,281,11379,0,7,0,0,0,0,0,0,0,11,21,75,44,18,13,18,14,8,0,213,0,5,5,0,0,0,0,0,0,10,0,9,0,7,0,0,4,0,0,14,0,3,0,0,0,0,7,0,0,5,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19,108,50,23,18,22,22,8,0,265,21,109,50,24,21,20,22,8,0,279,0,59,15,0,10,8,5,0,0,101,1427,2451,2465,1660,1218,1014,720,521,281,11763
POA2034,2964,1805,4453,3214,2549,1969,1400,794,298,19447,0,0,0,0,4,0,0,0,0,7,36,48,86,43,46,31,33,8,5,342,0,0,4,3,0,4,5,0,0,13,0,0,0,0,6,0,5,6,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,57,95,53,59,36,33,12,8,378,39,57,95,52,61,36,33,12,9,389,0,4,33,5,9,13,10,0,0,72,3009,1863,4581,3268,2619,2017,1446,800,304,19913
POA2035,5528,3646,4982,5076,4553,3830,2962,2099,965,33644,0,0,3,0,7,6,7,22,21,74,58,90,101,53,62,49,27,17,9,462,0,0,7,3,0,0,0,4,0,16,0,0,3,3,0,3,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,94,112,57,68,55,42,23,12,519,57,96,117,60,77,62,52,45,31,594,8,6,21,15,7,18,20,7,0,95,5597,3748,5117,5153,4635,3907,3028,2151,997,34334
POA2036,5631,3773,4765,4818,4518,3865,3001,1794,691,32855,5,4,0,8,5,3,5,16,0,47,67,64,96,89,57,45,38,25,13,498,0,0,3,0,0,0,0,0,0,13,3,0,0,4,0,4,3,6,0,23,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,73,105,98,59,54,50,33,13,545,73,75,110,102,64,59,51,42,17,592,9,13,4,9,8,12,14,3,0,72,5713,3859,4878,4926,4590,3934,3067,1846,706,33518
POA2037,1702,1983,3621,2620,1915,1774,1404,642,161,15816,0,0,0,3,0,0,8,4,4,16,34,84,101,56,29,39,30,17,3,399,0,7,3,0,0,3,3,0,0,15,0,5,4,0,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,3,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,34,94,109,57,33,53,35,17,3,443,34,99,111,59,33,52,39,19,5,467,0,13,23,3,14,5,11,4,0,74,1741,2097,3751,2690,1965,1829,1452,659,168,16352
POA2038,1484,894,1568,1516,1403,1008,776,334,126,9101,0,0,0,0,0,0,0,0,0,3,14,19,40,34,24,16,16,6,3,173,0,0,5,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,15,22,40,38,22,24,18,6,3,199,15,22,46,38,28,24,21,6,4,204,0,4,9,0,0,0,0,0,0,15,1497,924,1611,1557,1424,1042,799,343,128,9317
POA2039,1432,630,1246,1561,1298,919,766,324,57,8236,0,0,0,0,5,0,3,0,0,5,20,23,23,20,19,11,9,0,0,125,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,29,27,19,25,11,21,4,0,144,20,29,27,19,25,11,24,9,0,150,0,0,7,0,0,6,0,0,0,12,1451,658,1276,1584,1321,936,789,333,57,8397
POA2040,4275,2044,3137,3924,3497,2310,1627,836,414,22062,0,0,0,5,5,5,0,0,4,18,33,69,97,80,65,36,27,10,0,426,0,0,4,4,0,0,0,0,0,10,0,4,3,0,10,0,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,75,100,88,71,47,41,12,3,481,36,73,100,90,77,51,40,11,8,495,3,5,6,6,0,3,11,3,0,34,4313,2121,3245,4018,3569,2367,1675,848,424,22591
POA2041,2553,1196,1720,2376,2477,1996,1578,793,187,14871,0,0,0,0,0,3,5,0,0,10,33,38,36,46,42,44,60,32,45,370,0,0,0,0,4,5,3,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,31,43,36,46,42,57,66,38,45,409,31,43,41,46,46,61,70,38,45,421,9,4,4,6,12,3,10,4,0,40,2592,1246,1768,2434,2525,2056,1654,830,233,15337
