POA_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
POA4413,36,1343,861,250,1928,0.8,1591,2.6
POA4415,44,1083,734,200,1595,0.7,1269,2.3
POA4416,37,1300,872,200,1464,0.8,1458,2.5
POA4417,43,828,720,155,1676,0.8,1292,2.5
POA4418,50,548,591,50,1687,0.7,1125,2.4
POA4419,39,484,1208,163,1682,0.7,1514,2.3
POA4420,41,867,852,175,1984,0.8,1469,2.5
POA4421,48,780,471,180,1066,0.9,856,2.2
POA4422,49,1300,738,120,1531,0.8,1230,2.5
POA4423,40,1860,588,100,1786,0.8,1031,2.6
POA4424,37,1100,823,180,1906,0.8,1437,2.7
POA4425,42,702,828,120,1906,0.7,1350,2.3
POA4426,50,1000,708,110,1562,0.7,1416,2.3
POA4427,51,650,481,176,1218,0.8,1036,2.4
POA4428,44,1000,1183,155,1884,0.8,1557,2.5
POA4454,44,446,1362,150,1949,0.7,1493,2.4
POA4455,37,1408,957,250,2190,0.7,1761,2.5
POA4461,60,0,624,250,1625,0.7,1312,2.1
POA4462,49,205,675,0,1458,0.7,1291,2.3
POA4465,49,997,580,170,1514,0.7,1004,2.3
POA4467,50,0,774,110,1937,0.7,1062,2.5
POA4468,52,150,653,110,1362,0.7,1111,2.3
POA4470,46,876,807,180,1828,0.7,1335,2.2
POA4472,52,867,668,157,1581,0.8,1143,2.2
POA4474,57,750,518,30,1374,0.9,1125,2.5
POA4477,49,479,720,100,1422,0.7,1125,2.3
POA4478,48,729,749,144,1478,0.8,1367,2.4
POA4479,60,3188,374,0,1375,0.6,899,2.2
POA4480,50,867,848,140,2021,0.7,1310,2.3
POA4481,56,0,789,110,2562,0.8,1520,2.3
POA4482,49,953,965,133,2562,0.9,1875,2.2
POA4486,48,700,777,140,1713,0.7,1256,2.2
POA4487,40,1216,782,220,1708,0.8,1401,2.5
POA4488,49,367,721,165,1300,0.7,1114,2.5
POA4489,56,0,472,155,966,0.9,780,2.3
POA4490,49,750,551,125,1267,0.8,985,2.2
POA4491,60,1045,537,120,1375,0.8,1024,2
POA4492,46,750,1061,155,1981,0.9,1638,2.5
POA4493,62,3000,850,0,2124,0.8,1916,2
POA4494,35,0,787,75,1624,0.7,1437,2.6
POA4496,40,532,814,205,1812,0.8,1274,2.5
POA4497,50,250,708,125,1553,0.8,1261,2.7
POA4498,33,0,1024,110,1906,0.8,1625,2.9
POA4500,36,1783,848,375,2163,0.8,1945,2.8
POA4501,36,1517,748,320,1700,0.8,1370,2.4
POA4502,37,1708,805,360,2086,0.8,1847,2.7
POA4503,33,1733,830,360,1942,0.8,1702,2.7
POA4504,33,1900,882,415,2283,0.8,2207,3.1
POA4505,37,1820,768,360,2007,0.8,1748,2.7
POA4506,34,1561,707,345,1629,0.8,1448,2.7
POA4507,62,1650,529,340,1229,0.7,964,2
POA4508,40,1517,618,325,1486,0.8,1269,2.5
POA4509,33,1998,907,410,2261,0.8,2112,3
POA4510,38,1587,635,325,1526,0.8,1314,2.6
POA4511,50,1733,566,385,1414,0.7,1207,2.4
POA4512,43,2000,766,345,2168,0.8,2109,3
POA4514,39,1733,684,350,1811,0.8,1597,2.7
POA4515,42,1517,726,340,1569,0.8,1396,2.6
POA4516,40,2000,783,373,2185,0.8,2180,3.1
POA4517,43,1800,720,325,1853,0.7,1435,2.4
POA4518,41,1820,732,400,1861,0.8,1738,2.8
POA4519,40,1733,679,390,1742,0.8,1525,2.7
POA4520,45,2459,970,485,2955,0.8,2784,3
POA4521,44,2167,876,385,2401,0.8,2172,2.8
POA4550,42,1777,718,390,1793,0.8,1624,2.7
POA4551,44,1950,727,450,1845,0.8,1485,2.5
POA4552,56,1700,637,370,1498,0.7,1260,2.3
POA4553,34,2000,868,500,2232,0.8,2162,3
POA4554,45,1950,698,360,2003,0.9,1898,2.9
POA4555,43,1935,744,420,1998,0.8,1764,2.7
POA4556,42,2000,756,450,2058,0.7,1683,2.5
POA4557,40,1950,844,460,2041,0.8,1724,2.5
POA4558,48,1733,751,415,1784,0.8,1368,2.1
POA4559,43,1931,736,400,2072,0.8,1778,2.8
POA4560,43,1733,683,375,1734,0.8,1410,2.5
POA4561,40,1950,762,400,1981,0.8,1838,2.8
POA4562,46,2044,761,463,2064,0.8,1927,2.8
POA4563,49,1733,661,420,1668,0.8,1427,2.5
POA4564,49,1800,755,440,1790,0.8,1486,2.3
POA4565,51,1842,633,440,1584,0.8,1303,2.4
POA4566,58,1991,767,500,1799,0.7,1433,2.2
POA4567,50,2167,927,550,2195,0.7,1899,2.3
POA4568,48,1731,642,405,1631,0.8,1420,2.6
POA4569,46,1517,625,395,1552,0.9,1294,2.5
POA4570,46,1300,562,295,1400,0.8,1165,2.4
POA4571,49,1600,620,315,1437,0.9,1245,2.4
POA4572,48,1800,882,420,2209,0.8,1670,2.1
POA4573,42,2000,805,490,2080,0.8,1760,2.6
POA4574,49,1517,634,300,1515,0.9,1239,2.4
POA4575,43,2037,801,470,2087,0.8,1693,2.5
POA4580,63,1197,450,280,926,0.7,782,2
POA4581,55,1714,703,300,1294,0.7,1143,1.9
POA4600,54,1000,494,220,1270,0.8,948,2.1
POA4601,50,1083,514,180,1304,0.8,1021,2.3
POA4605,41,953,500,145,1176,0.8,997,2.5
POA4606,51,1078,541,220,1343,0.7,1001,2.2
POA4608,50,1092,537,240,1326,0.8,1014,2.3
POA4610,41,1200,644,260,1547,0.7,1248,2.4
POA4611,50,867,523,250,1233,0.9,1125,2.4
POA4612,53,1300,448,205,1149,1,717,2.2
POA4613,54,765,442,180,938,0.8,791,2.2
POA4614,54,867,448,223,954,0.7,826,2.2
POA4615,52,1000,470,220,1159,0.8,910,2.2
POA4620,56,700,475,200,1197,0.8,907,2.1
POA4621,54,971,459,200,1114,0.8,798,2.2
POA4625,48,1083,609,223,1378,0.8,1123,2.3
POA4626,43,1176,728,220,1510,0.8,1251,2.3
POA4627,47,834,498,140,1125,0.8,965,2.3
POA4630,51,867,543,170,1329,0.7,986,2.2
POA4650,49,1150,519,255,1298,0.8,1035,2.3
POA4655,52,1430,556,340,1327,0.7,1110,2.3
POA4659,61,1257,460,270,1026,0.7,873,2.1
POA4660,57,1127,490,280,1179,0.8,957,2.2
POA4662,44,1300,496,270,1276,0.9,1125,2.6
POA4670,46,1300,611,285,1467,0.8,1189,2.4
POA4671,52,1000,468,247,1200,0.9,966,2.3
POA4673,54,1196,526,200,1447,0.9,1141,2.3
POA4674,56,1000,447,210,1023,0.9,874,2.2
POA4676,57,1042,443,150,1042,0.9,880,2.1
POA4677,53,1500,591,320,1360,0.9,1165,2.3
POA4678,54,1517,544,233,1361,0.8,1202,2.3
POA4680,37,1637,797,275,2139,0.7,1734,2.6
POA4694,49,1127,518,250,1906,0.7,1424,2.3
POA4695,44,1449,601,200,1914,0.9,1506,2.6
POA4697,51,1000,525,150,1050,0.8,1156,2.4
POA4699,42,1690,587,238,1562,0.9,1222,2.7
POA4700,40,1300,745,270,1946,0.8,1409,2.3
POA4701,37,1400,771,270,1925,0.8,1490,2.5
POA4702,39,1560,763,325,1944,0.8,1608,2.7
POA4703,44,1733,741,350,2042,0.8,1588,2.5
POA4704,48,1700,725,250,2083,0.7,1375,2.2
POA4705,50,0,908,135,1694,0.8,1609,2.5
POA4706,52,879,612,80,2050,0.7,1031,2.1
POA4707,55,700,653,108,1687,0.8,991,2
POA4709,35,33,1816,16,3269,0.8,3078,2.9
POA4710,50,1524,617,350,1474,0.7,1256,2.4
POA4711,44,1893,853,340,2341,0.8,2258,3
POA4712,49,910,739,115,1575,0.8,1336,2.4
POA4713,24,0,368,120,707,1.2,693,3.3
POA4714,53,836,459,200,1101,0.8,817,2.1
POA4715,37,1385,909,260,2255,0.8,1896,2.5
POA4716,43,1328,779,200,2048,0.7,1674,2.5
POA4717,36,1083,1579,210,2792,0.8,2364,2.6
POA4718,39,1083,1078,220,2171,0.8,1831,2.5
POA4719,44,1100,873,200,1937,0.8,1321,2.3
POA4720,33,1625,1015,300,2517,0.8,2161,2.7
POA4721,41,1300,1116,211,2314,0.8,1697,2.5
POA4722,42,1192,1057,200,2225,0.7,1800,2.6
POA4723,37,1408,961,210,2245,0.8,1817,2.6
POA4724,46,1000,993,120,2083,0.7,1535,2.5
POA4725,51,1217,809,200,2060,0.7,1384,2.2
POA4726,54,401,667,94,1562,0.7,1267,2.3
POA4727,51,607,721,195,1708,0.7,1318,2.2
POA4728,51,596,621,97,1562,0.8,1031,2.5
POA4730,43,1178,918,200,2175,0.7,1528,2.3
POA4731,63,500,489,95,1281,0.9,831,2.2
POA4732,62,1650,530,44,1625,0.7,1008,2.4
POA4733,50,0,880,260,2208,0.9,1562,3.1
POA4735,57,927,807,160,2010,0.8,1282,2
POA4736,55,520,906,100,2250,0.7,1375,2.2
POA4737,42,1733,715,300,1960,0.8,1636,2.6
POA4738,53,1554,681,243,1875,0.9,1440,2.5
POA4739,56,1268,593,175,1600,0.8,1016,2.1
POA4740,38,1733,863,340,2232,0.8,1825,2.5
POA4741,44,1733,863,250,2076,0.9,1751,2.6
POA4742,42,1300,1463,275,2326,0.8,1881,2.5
POA4743,39,2492,2051,35,2799,0.8,2431,2.4
POA4744,35,1300,1746,109,3327,0.8,3068,2.8
POA4745,36,650,1667,94,2951,0.7,2452,2.5
POA4746,38,1120,1919,52,3154,0.8,2741,2.7
POA4750,36,1733,896,380,2313,0.8,2048,2.8
POA4751,36,1733,904,360,2390,0.8,2147,2.7
POA4753,32,1924,956,400,2570,0.8,2360,3
POA4754,35,1700,769,300,2153,0.9,1971,2.9
POA4756,49,1443,592,220,1604,0.9,1231,2.3
POA4757,50,1200,509,200,1281,0.9,1069,2.5
POA4798,48,1300,591,220,1553,0.8,1338,2.4
POA4799,55,1400,538,220,1434,0.9,1105,2.4
POA4800,46,1614,724,280,1861,0.8,1459,2.5
POA4802,39,1733,891,370,1942,0.8,1617,2.3
POA4804,43,953,1018,200,1619,0.7,1462,2.3
POA4805,46,1500,693,270,1781,0.8,1301,2.4
POA4806,50,1083,640,220,1652,0.8,1217,2.4
POA4807,44,1300,733,230,1848,0.8,1342,2.3
POA4808,46,1195,756,200,1940,0.8,1483,2.5
POA4809,48,1235,645,200,1676,0.8,1283,2.4
POA4810,41,1600,971,300,2351,0.8,1609,2
POA4811,36,1517,902,338,2192,0.8,1783,2.4
POA4812,39,1400,790,260,1937,0.8,1350,2.2
POA4814,34,1502,798,320,2077,0.8,1711,2.6
POA4815,35,1408,724,295,1710,0.8,1484,2.7
POA4816,46,1560,630,150,1521,0.9,1277,2.6
POA4817,36,1517,856,326,2097,0.8,1858,2.7
POA4818,32,1700,954,351,2248,0.8,2054,2.8
POA4819,59,1334,661,300,1372,0.7,1084,1.9
POA4820,43,1298,664,220,1758,0.8,1308,2.4
POA4821,49,758,822,161,1797,0.8,1352,2.3
POA4822,43,800,916,137,1952,0.8,1708,2.6
POA4823,40,550,1268,150,2281,0.8,1644,2.5
POA4824,41,1200,1128,240,2354,0.8,1607,2.5
POA4825,34,1517,1130,260,2603,0.9,2147,2.6
POA4828,54,1219,820,150,2041,1,1176,2.5
POA4829,47,1020,924,142,1974,0.9,1448,2.3
POA4830,33,460,449,125,967,1.3,1253,3.7
POA4849,62,1289,533,254,1178,0.8,926,1.9
POA4850,53,1163,628,200,1557,0.7,1156,2.2
POA4852,55,1400,697,320,1461,0.8,1278,2.2
POA4854,45,1300,671,250,1518,0.8,1273,2.4
POA4855,47,1300,618,260,1474,0.9,1187,2.3
POA4856,47,1083,614,250,1460,0.8,1171,2.4
POA4858,45,1409,714,273,1712,0.8,1420,2.5
POA4859,46,882,563,245,1562,0.8,1154,2.3
POA4860,43,1276,642,250,1476,0.8,1171,2.4
POA4861,48,1139,575,230,1529,0.8,1109,2.3
POA4865,38,1647,810,325,2031,0.8,1743,2.7
POA4868,38,1517,773,350,1824,0.8,1546,2.6
POA4869,32,1517,806,365,1925,0.8,1741,2.9
POA4870,40,1600,807,310,1976,0.8,1504,2.4
POA4871,47,1300,569,175,1374,1,1261,2.7
POA4872,51,1374,634,225,1571,0.9,1228,2.4
POA4873,48,1430,654,260,1547,0.8,1223,2.3
POA4874,33,2000,1281,285,3008,1,2408,3
POA4875,29,1733,566,145,1225,1.1,1413,3.3
POA4876,29,1675,718,120,1292,1.3,1494,3.5
POA4877,52,1603,860,360,1835,0.8,1483,2.2
POA4878,41,1624,792,360,1955,0.8,1540,2.4
POA4879,45,1733,845,400,2044,0.7,1692,2.4
POA4880,41,1500,678,280,1641,0.8,1277,2.5
POA4881,47,1647,609,265,1644,0.9,1323,2.5
POA4882,43,1600,710,300,1837,0.8,1466,2.5
POA4883,47,1368,646,280,1509,0.8,1158,2.3
POA4884,54,1452,703,280,1682,0.8,1321,2.3
POA4885,51,1347,638,250,1502,0.8,1272,2.4
POA4886,50,1000,536,228,1232,0.8,1052,2.2
POA4887,52,1083,504,230,1256,0.8,964,2.2
POA4888,53,1083,477,250,1112,0.9,853,2.2
POA4890,36,992,745,170,1755,1.1,1532,3
POA4891,63,1500,653,250,1449,0.9,1170,1.8
POA4892,32,1100,434,120,884,1.2,1200,3.4
POA4895,46,1281,570,143,1309,1,1113,2.4
POA5000,33,1733,731,400,2056,1,1367,1.8
POA5006,39,1993,937,390,2653,0.8,1873,1.9
POA5007,35,1710,868,370,2153,0.8,1668,2.1
POA5008,37,1712,711,310,1958,0.8,1487,2.4
POA5009,38,1700,750,311,2033,0.8,1554,2.4
POA5010,38,1500,533,230,1555,0.9,1227,2.6
POA5011,36,1733,862,340,2187,0.8,1725,2.4
POA5012,35,1506,572,285,1529,0.9,1320,2.7
POA5013,39,1439,596,260,1652,0.8,1257,2.4
POA5014,40,1582,727,300,1946,0.8,1366,2.3
POA5015,42,1517,818,315,1970,0.8,1424,2.1
POA5016,43,1703,827,305,2242,0.8,1651,2.3
POA5017,40,1400,606,260,1501,0.8,1142,2.3
POA5018,51,1634,756,365,1953,0.7,1569,2.3
POA5019,47,1733,762,300,2146,0.8,1426,2.1
POA5020,47,1950,841,390,2126,0.7,1752,2.5
POA5021,54,1788,789,370,2048,0.7,1546,2.2
POA5022,46,2000,924,340,2547,0.8,1863,2.3
POA5023,39,1710,704,310,1816,0.8,1344,2.3
POA5024,45,2000,814,340,2208,0.8,1664,2.5
POA5025,41,1814,788,373,2125,0.8,1707,2.5
POA5031,37,1800,808,350,2199,0.8,1664,2.3
POA5032,40,1800,824,300,2185,0.8,1634,2.4
POA5033,37,1644,730,300,1937,0.8,1415,2.3
POA5034,41,2100,994,350,2724,0.8,2015,2.4
POA5035,38,1733,882,300,2196,0.9,1628,2.3
POA5037,37,1733,778,320,2088,0.8,1572,2.3
POA5038,35,1733,818,315,2062,0.9,1546,2.3
POA5039,37,1820,812,300,2213,0.8,1543,2.4
POA5040,45,2059,635,164,1956,0.8,1459,2.4
POA5041,42,2000,882,320,2603,0.8,2023,2.6
POA5042,36,1625,680,315,1918,0.8,1470,2.4
POA5043,38,1615,692,300,1837,0.8,1307,2.2
POA5044,46,2000,881,350,2483,0.8,1728,2.3
POA5045,47,1950,936,335,2335,0.8,1602,2.1
POA5046,40,1733,762,335,1964,0.8,1421,2.2
POA5047,37,1733,706,350,1857,0.8,1429,2.4
POA5048,47,1850,792,350,2197,0.7,1574,2.3
POA5049,44,1851,870,375,2247,0.8,1846,2.5
POA5050,45,1799,804,380,2235,0.8,1866,2.6
POA5051,42,1950,962,375,2553,0.8,2165,2.7
POA5052,45,2000,964,380,2664,0.8,2150,2.6
POA5061,44,2383,1111,375,3159,0.8,2289,2.4
POA5062,44,2167,981,340,2869,0.8,2186,2.6
POA5063,42,2078,947,380,2539,0.9,1913,2.3
POA5064,46,2550,870,400,2674,0.8,2123,2.6
POA5065,43,2167,924,335,2562,0.9,1856,2.4
POA5066,44,2455,1038,410,2919,0.8,2394,2.7
POA5067,40,2123,985,380,2533,0.8,1826,2.1
POA5068,43,2000,880,340,2448,0.8,1723,2.3
POA5069,41,2173,993,330,2836,0.8,1967,2.3
POA5070,40,1820,789,320,2111,0.8,1504,2.2
POA5072,41,2000,831,350,2331,0.8,1794,2.5
POA5073,40,1842,772,350,2116,0.8,1664,2.5
POA5074,39,1702,729,335,1895,0.8,1446,2.4
POA5075,43,1650,741,350,1975,0.8,1475,2.5
POA5076,42,1733,826,360,2265,0.8,1936,2.7
POA5081,43,2167,990,360,2735,0.8,2054,2.4
POA5082,37,1950,956,342,2483,0.9,1991,2.5
POA5083,37,1794,882,320,2309,0.9,1776,2.4
POA5084,33,1517,585,290,1545,0.9,1308,2.7
POA5085,34,1645,797,350,2032,0.8,1689,2.6
POA5086,36,1625,736,300,1972,0.8,1572,2.6
POA5087,36,1625,769,310,1979,0.8,1528,2.4
POA5088,37,1500,711,300,1671,0.8,1362,2.4
POA5089,41,1733,854,369,2305,0.8,2035,2.7
POA5090,46,1517,656,320,1715,0.8,1267,2.3
POA5091,42,1582,803,340,2071,0.8,1709,2.6
POA5092,39,1471,736,335,1831,0.8,1489,2.5
POA5093,39,1434,681,320,1670,0.8,1417,2.5
POA5094,38,1348,609,315,1427,0.9,1338,2.6
POA5095,34,1517,775,350,1959,0.8,1655,2.6
POA5096,38,1319,692,310,1699,0.8,1440,2.6
POA5097,42,1500,756,335,1959,0.7,1560,2.4
POA5098,40,1449,659,320,1683,0.8,1372,2.5
POA5106,70,0,359,309,725,0.8,550,1.1
POA5107,36,1379,585,300,1513,0.9,1384,2.9
POA5108,36,1257,586,280,1438,0.8,1224,2.7
POA5109,39,1300,620,295,1508,0.8,1253,2.5
POA5110,36,1387,630,310,1552,0.9,1400,2.8
POA5111,23,0,1300,104,0,0.9,1325,1
POA5112,37,1192,509,230,1302,0.8,991,2.5
POA5113,34,975,487,250,1122,0.8,941,2.5
POA5114,33,1300,721,300,1709,0.8,1478,2.8
POA5115,29,1300,768,300,1607,0.8,1439,2.7
POA5116,38,1387,674,300,1658,0.7,1297,2.4
POA5117,35,1824,886,350,2365,0.8,2245,3.1
POA5118,43,1452,747,280,1959,0.7,1486,2.5
POA5120,35,1733,821,300,2050,0.8,1758,2.8
POA5121,37,1454,719,330,1588,0.8,1389,2.5
POA5125,42,1635,831,320,2261,0.7,1839,2.6
POA5126,39,1517,846,340,2130,0.8,1808,2.6
POA5127,42,1517,812,310,2119,0.7,1733,2.5
POA5131,48,2000,808,395,2426,0.8,2236,2.9
POA5132,48,1950,807,263,2125,0.8,2092,2.8
POA5133,48,1990,857,300,2466,0.8,2200,2.9
POA5134,47,2029,844,350,2196,0.8,1854,2.7
POA5136,40,2167,878,300,2588,0.8,2316,2.8
POA5137,50,2000,919,350,2573,0.8,2297,2.7
POA5138,42,1907,873,363,2166,0.9,1988,2.9
POA5139,39,2000,914,330,2333,0.8,2089,2.8
POA5140,40,2058,1096,500,2859,0.8,2611,2.7
POA5141,41,2167,841,367,2336,0.8,2250,2.9
POA5142,42,1800,866,385,2537,0.8,2068,2.5
POA5144,53,2200,742,300,2250,0.8,1712,2.6
POA5150,44,2300,1187,260,2749,0.7,2666,2.6
POA5151,40,2100,968,280,2928,0.8,2386,2.8
POA5152,45,2167,1070,420,2986,0.8,2425,2.6
POA5153,45,1733,851,345,2343,0.8,2027,2.7
POA5154,45,2198,995,500,2844,0.8,2550,2.8
POA5155,40,1733,964,400,2419,0.8,2073,2.6
POA5156,41,1800,982,345,2469,0.8,2229,2.7
POA5157,48,1950,782,280,2223,0.8,1928,2.7
POA5158,40,1600,838,370,2113,0.8,1854,2.6
POA5159,42,1590,797,355,2106,0.7,1797,2.6
POA5160,50,2167,575,257,1875,1.1,1274,1.6
POA5161,40,1365,704,325,1724,0.7,1333,2.4
POA5162,41,1300,676,300,1650,0.7,1306,2.4
POA5163,40,1300,608,278,1486,0.7,1206,2.4
POA5164,40,1148,494,250,1181,0.7,888,2.2
POA5165,39,1389,637,325,1480,0.7,1189,2.2
POA5166,44,1200,600,300,1367,0.7,1074,2.2
POA5167,43,1517,746,340,1845,0.8,1437,2.4
POA5168,39,1365,653,274,1646,0.7,1246,2.3
POA5169,36,1562,765,340,1877,0.8,1524,2.5
POA5170,45,1310,700,335,1698,0.7,1395,2.4
POA5171,49,1733,724,330,1930,0.8,1496,2.5
POA5172,47,1733,776,320,2085,0.8,1808,2.6
POA5173,40,1400,655,320,1578,0.8,1291,2.5
POA5174,42,1473,729,315,1775,0.8,1444,2.5
POA5201,40,1690,893,340,2199,0.8,1962,2.7
POA5202,39,1404,683,300,1807,0.8,1565,2.7
POA5203,56,1300,545,250,1358,0.7,1071,2.2
POA5204,60,1218,543,280,1241,0.7,958,2
POA5210,40,1532,721,340,1817,0.8,1642,2.7
POA5211,59,1300,551,290,1265,0.7,998,2.1
POA5212,60,1225,593,280,1306,0.7,1088,2.1
POA5213,48,1300,726,285,1662,0.7,1363,2.3
POA5214,61,1200,534,280,1186,0.7,945,2
POA5220,41,880,731,200,1375,0.8,1075,2.3
POA5221,61,867,591,200,1221,0.7,933,1.8
POA5222,56,1083,728,220,1323,0.7,1113,2
POA5223,48,1083,702,220,1617,0.8,1227,2.2
POA5231,46,1733,838,300,2287,0.8,1880,2.6
POA5232,52,1888,745,120,1937,0.8,1843,2.8
POA5233,47,1631,763,280,2136,0.8,1800,2.6
POA5234,42,1600,766,320,2075,0.8,1760,2.7
POA5235,47,1417,683,250,1731,0.8,1361,2.4
POA5236,46,1408,659,250,1562,0.8,1204,2.4
POA5237,49,1083,570,225,1413,0.8,1204,2.3
POA5238,57,1083,484,218,1147,0.7,846,2
POA5240,42,1733,837,325,2125,0.9,1952,2.8
POA5241,43,1473,750,310,1867,0.8,1528,2.5
POA5242,44,1673,841,330,2240,0.8,1843,2.7
POA5243,47,1819,883,340,2419,0.7,2008,2.5
POA5244,45,1625,770,320,2054,0.8,1708,2.6
POA5245,50,1972,785,350,2324,0.8,1777,2.5
POA5250,40,1733,876,370,2333,0.8,2125,2.8
POA5251,37,1625,808,350,2045,0.7,1630,2.5
POA5252,36,1500,841,340,2073,0.8,1766,2.6
POA5253,43,1113,594,240,1380,0.7,1080,2.3
POA5254,44,1300,650,250,1635,0.8,1369,2.5
POA5255,47,1517,670,300,1683,0.7,1361,2.5
POA5256,56,1083,490,250,1185,0.7,877,2
POA5259,48,1127,639,150,1411,0.7,1255,2.3
POA5260,49,873,514,225,1193,0.7,914,2.2
POA5261,46,889,687,150,1762,0.8,1160,2.4
POA5262,42,1034,871,200,1949,0.7,1480,2.4
POA5263,51,1135,1048,108,2143,0.7,1666,2.1
POA5264,54,1000,590,198,1330,0.7,1042,2.1
POA5265,48,467,606,150,1525,0.6,1093,2.1
POA5266,37,845,900,150,1816,0.7,1463,2.3
POA5267,41,764,814,170,1792,0.7,1427,2.4
POA5268,41,888,824,220,1818,0.8,1470,2.4
POA5269,39,672,721,138,1800,0.9,1449,2.7
POA5270,46,1000,923,200,2069,0.7,1822,2.5
POA5271,41,1083,783,225,1765,0.8,1415,2.4
POA5272,44,758,803,150,1891,0.8,1437,2.5
POA5273,41,1033,944,120,2036,0.7,1562,2.5
POA5275,52,1170,674,200,1487,0.7,1149,2.1
POA5276,53,1213,747,253,1673,0.7,1303,2.1
POA5277,47,867,710,190,1620,0.7,1253,2.2
POA5278,49,874,616,162,1399,0.7,1179,2.3
POA5279,47,618,592,150,1431,0.7,1170,2.3
POA5280,49,975,602,175,1496,0.7,1093,2.2
POA5290,41,1083,696,220,1641,0.7,1201,2.2
POA5291,42,1452,832,220,2093,0.8,1853,2.7
POA5301,51,550,624,100,1402,0.7,1129,2.3
POA5302,46,867,785,160,1661,0.7,1378,2.3
POA5303,41,661,900,200,2312,0.8,1791,2.4
POA5304,42,566,769,150,1762,0.7,1237,2.1
POA5306,56,488,530,23,1562,0.7,1062,2.1
POA5307,54,559,456,168,1153,0.7,816,2.1
POA5308,44,589,477,123,1300,0.7,900,2.2
POA5309,45,363,512,135,1292,0.8,966,2.7
POA5310,42,657,374,0,1291,1,1125,2.9
POA5311,48,650,605,160,1451,0.7,1100,2.3
POA5320,58,832,511,175,1125,0.7,838,1.9
POA5321,49,693,467,135,1140,0.7,853,2.1
POA5322,49,975,686,180,1625,0.7,1253,2.3
POA5330,49,1000,614,200,1347,0.7,1049,2.2
POA5331,52,1213,682,180,1375,0.8,1256,2.2
POA5332,52,894,569,190,1300,0.7,1098,2.3
POA5333,45,1083,689,225,1681,0.7,1244,2.3
POA5340,43,1083,789,200,1695,0.8,1357,2.4
POA5341,44,1083,651,205,1502,0.8,1200,2.3
POA5342,46,1148,759,230,1695,0.7,1480,2.5
POA5343,45,1083,629,212,1416,0.7,1092,2.2
POA5344,48,1083,688,205,1869,0.8,1473,2.5
POA5345,47,1044,602,200,1425,0.7,1107,2.2
POA5346,51,867,617,200,1489,0.8,1267,2.4
POA5350,41,1733,885,300,2284,0.8,2205,3
POA5351,42,1514,798,300,2053,0.8,1788,2.7
POA5352,49,1500,781,300,2008,0.7,1489,2.3
POA5353,47,1300,685,249,1691,0.8,1315,2.4
POA5354,59,650,542,200,1138,0.7,825,1.7
POA5355,44,1390,711,295,1797,0.7,1386,2.4
POA5356,44,1171,635,252,1674,0.8,1468,2.6
POA5357,56,867,548,180,1308,0.7,912,2
POA5360,42,1452,801,308,2053,0.8,1867,2.7
POA5371,38,1575,792,300,2147,0.8,1985,2.9
POA5372,33,1400,788,323,1992,0.8,1752,2.9
POA5373,49,1150,647,245,1564,0.7,1206,2.3
POA5374,51,921,485,200,1307,0.7,960,2.2
POA5381,53,542,445,200,933,0.7,756,2.1
POA5400,31,1475,624,278,2040,0.8,1687,2.7
POA5401,45,1018,604,220,1550,0.8,1166,2.5
POA5410,43,1207,669,233,1678,0.9,1463,2.6
POA5411,45,1083,602,245,1609,0.8,1388,2.7
POA5412,57,943,542,225,1375,0.7,1020,2.1
POA5413,51,780,529,200,1209,0.7,982,2.2
POA5414,51,1001,673,188,1625,0.6,1125,2.2
POA5415,52,1475,776,295,1859,0.8,1480,2.4
POA5416,50,835,560,200,1312,0.8,1125,2.3
POA5417,53,882,581,183,1297,0.7,948,2.1
POA5418,50,402,481,175,1125,0.8,833,2.3
POA5419,47,763,527,130,1406,0.7,914,2.3
POA5420,40,555,715,120,2062,0.7,1593,2.6
POA5421,55,298,440,135,880,0.6,575,1.8
POA5422,55,585,466,158,1023,0.6,748,1.9
POA5431,54,641,621,150,1429,0.7,1085,2.2
POA5432,50,890,709,210,1437,0.8,1271,2.4
POA5433,54,964,598,200,1431,0.7,1050,2.1
POA5434,59,668,823,151,1823,0.8,1273,2.2
POA5440,49,0,741,50,1474,0.6,1036,1.8
POA5451,54,1207,711,240,1567,0.7,1260,2.1
POA5452,44,1293,759,280,1800,0.8,1427,2.7
POA5453,46,1330,775,250,1808,0.7,1424,2.3
POA5454,43,704,632,150,1454,0.8,1137,2.4
POA5455,39,1300,924,165,1937,0.9,1437,2.4
POA5460,42,1083,602,220,1591,0.8,1257,2.6
POA5461,45,1015,642,230,1488,0.7,1154,2.4
POA5462,41,997,668,230,1699,0.7,1260,2.5
POA5464,45,737,712,183,1515,0.8,1289,2.4
POA5470,56,640,575,150,1775,0.9,971,2.2
POA5471,53,400,924,0,2166,0.7,1312,2.1
POA5472,53,325,507,83,1062,0.6,875,1.9
POA5473,51,650,487,165,1218,0.7,933,2.1
POA5480,49,867,583,200,1375,0.7,1029,2.3
POA5481,58,867,557,155,1277,0.7,980,2
POA5482,53,988,618,180,1477,0.7,1256,2.3
POA5483,50,1250,760,192,1843,0.7,1388,2.3
POA5485,51,1083,656,200,1455,0.7,1244,2.4
