POA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
POA2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,16,3,13,0,3,0,0,24,0,7,0,4,0,0,10,0,8,0,13,0,0,20,39,3,0,22,3,0,67,316,18,0,60,7,0,398,131,6,0,24,0,0,162,20,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,8,0,0,31,531,74,7,147,11,0,774
POA2559,0,9,0,0,0,0,10,0,22,0,0,0,0,22,0,95,10,0,0,0,104,0,83,11,0,0,0,95,0,27,9,0,0,0,39,0,78,10,0,0,0,89,8,40,0,0,0,0,57,34,8,3,3,0,0,56,35,5,0,4,0,0,36,13,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,34,97,388,46,18,4,0,553
POA2560,13,42,0,7,5,0,63,0,103,8,0,0,0,120,9,614,35,21,12,10,692,35,379,67,43,5,4,530,30,192,25,41,3,4,300,166,200,34,69,9,0,477,994,179,68,178,13,3,1437,3312,245,46,349,44,3,3998,1252,37,7,154,23,0,1471,332,3,9,35,0,0,378,69,5,0,17,4,0,94,8,0,0,3,0,0,14,5,0,0,4,0,0,13,9,0,0,5,0,0,17,110,135,26,67,16,18,375,6348,2130,321,998,135,41,9976
POA2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,0,0,5,0,0,12,6,0,0,0,0,0,4,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,44
POA2564,0,18,0,0,0,0,18,0,32,0,0,0,0,32,0,247,9,5,0,4,258,0,181,4,0,0,0,191,9,77,0,6,3,0,101,18,90,7,11,0,0,126,148,66,12,28,3,0,255,477,140,12,42,11,0,682,132,9,0,20,6,0,171,20,0,0,4,0,0,30,8,0,0,0,0,0,10,0,3,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,8,19,48,3,10,0,9,92,841,916,47,137,26,12,1976
POA2565,0,0,0,4,0,0,6,0,15,0,0,0,0,23,3,90,0,0,4,0,104,5,57,4,12,0,0,79,11,22,0,8,0,0,41,27,20,6,22,11,0,84,202,34,5,33,9,0,283,771,22,0,77,11,7,884,571,0,0,44,7,0,617,463,0,0,18,0,0,486,89,0,0,10,3,0,98,16,0,0,0,3,0,20,5,0,0,0,0,0,5,6,0,0,0,4,0,13,47,16,6,18,10,5,99,2212,282,25,254,64,9,2843
POA2566,0,13,0,4,6,0,20,0,20,0,0,0,0,23,0,224,5,3,0,0,236,7,109,0,3,0,0,115,7,64,0,16,0,0,90,28,54,9,16,0,0,102,148,49,9,51,0,0,261,710,76,10,122,12,0,941,419,6,4,40,7,0,477,103,0,0,10,0,0,109,14,0,0,3,0,0,19,4,0,0,0,0,0,4,3,0,0,0,0,0,3,4,0,0,0,0,0,3,34,38,3,18,10,11,123,1482,656,44,290,37,13,2525
POA2567,0,6,0,0,0,0,7,0,0,0,0,0,0,4,0,29,5,3,0,0,32,6,17,3,12,0,0,33,6,25,0,13,0,0,43,21,22,7,8,13,0,73,66,11,0,35,0,0,118,521,13,4,101,4,0,641,886,21,4,108,9,0,1021,371,3,0,28,0,0,400,79,0,0,7,0,0,83,35,0,0,0,0,0,33,7,0,0,0,0,0,8,6,0,0,3,0,0,8,45,3,4,31,11,9,103,2046,147,16,354,38,14,2621
POA2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,7,6,0,0,6,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,17,8,0,32
POA2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,10,5,0,0,4,0,0,3,4,0,0,0,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,27,0,0,10,0,0,38
POA2570,3,7,0,3,0,0,18,0,4,6,6,0,0,14,3,94,13,15,8,3,132,9,35,28,11,10,0,95,7,5,8,22,8,0,51,28,15,25,34,15,0,125,250,21,6,62,7,0,355,546,14,3,115,20,6,707,1735,0,0,172,19,0,1932,955,0,0,68,4,0,1025,134,0,0,12,0,0,141,42,0,0,7,0,0,51,5,0,0,0,0,0,9,16,0,0,9,3,0,26,74,13,12,49,20,9,170,3814,213,106,582,127,22,4860
POA2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,13,5,13,13,4,0,0,37,8,3,0,4,0,0,16,24,9,3,4,4,0,37,67,0,0,12,0,0,81,114,0,0,35,3,0,155,107,0,0,15,0,0,121,86,0,0,4,0,0,92,26,0,0,0,0,0,33,6,0,0,0,0,0,8,4,0,0,0,0,0,4,5,0,0,0,0,0,3,10,0,0,15,5,0,30,461,30,20,105,16,0,635
POA2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,20,5,0,0,31,0,0,5,8,0,0,12,8,0,3,0,5,0,17,52,0,0,12,0,0,55,97,0,0,10,0,0,106,107,0,0,7,0,0,117,37,0,0,3,0,0,48,10,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,11,318,8,27,54,9,0,417
POA2573,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,11,11,3,0,0,31,7,5,4,4,0,0,13,10,6,12,5,0,0,25,38,4,5,23,0,0,65,214,11,9,24,0,0,255,142,0,0,18,0,0,161,27,0,0,0,0,0,32,10,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,5,0,28,468,39,36,83,12,3,639
POA2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,7,6,0,17,3,0,0,3,10,0,16,4,0,0,3,0,0,10,14,0,0,7,0,0,31,64,0,0,17,4,0,89,59,0,0,10,0,0,73,27,0,0,0,0,0,34,10,0,0,0,0,0,13,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,5,18,202,0,8,69,40,4,324
POA2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,10,0,0,30,9,21,28,15,5,0,79,6,4,11,6,5,0,37,18,11,7,22,8,0,68,93,8,6,41,3,0,158,259,8,10,51,8,0,340,253,3,3,38,0,0,303,182,0,0,13,0,0,201,65,0,0,5,4,0,70,27,0,0,3,0,0,32,3,0,0,4,3,0,11,9,0,0,0,0,0,13,17,3,4,20,12,0,62,961,60,76,239,62,4,1398
POA2576,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,8,0,0,14,6,14,19,6,9,3,53,3,6,8,7,0,0,28,12,7,13,9,3,0,50,32,4,7,22,0,0,67,118,5,13,39,0,0,171,150,0,8,32,0,0,189,148,0,0,14,0,0,168,79,0,0,17,0,0,96,28,0,0,6,0,0,38,20,0,0,3,0,0,30,41,0,0,9,0,0,49,8,3,0,18,0,3,32,645,46,68,189,34,10,1000
POA2577,0,0,0,5,0,0,3,0,0,0,0,3,0,8,3,8,3,7,3,0,22,4,28,48,11,0,0,97,11,11,13,22,11,0,69,20,17,15,33,9,4,89,61,15,18,50,3,0,149,214,28,17,64,4,0,316,226,0,9,51,4,0,286,100,0,0,30,5,0,129,42,0,0,6,0,0,54,17,0,0,6,0,0,24,10,0,0,3,0,0,9,17,0,0,9,0,0,27,15,8,10,28,22,0,92,731,118,128,321,70,7,1374
POA2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,0,0,0,0,0,6,3,0,0,6,0,0,12,23,0,0,7,0,0,30,26,0,0,8,0,0,36,23,0,0,0,6,0,26,22,0,0,3,0,0,25,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,3,0,0,6,115,0,0,37,4,0,160
POA2579,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,8,0,0,8,3,0,0,8,6,0,11,7,0,0,10,0,0,15,18,0,0,13,6,0,37,49,0,0,14,0,0,66,29,0,0,5,0,0,38,7,0,0,3,0,0,11,11,0,0,0,0,0,11,0,0,0,3,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,10,3,0,15,134,0,0,72,17,0,229
POA2580,3,17,0,4,0,0,23,0,38,3,13,0,0,51,21,190,17,38,7,0,271,70,101,60,43,9,0,286,83,25,4,62,11,0,180,221,30,12,73,13,0,352,592,63,5,143,24,5,824,825,16,10,150,20,4,1019,198,3,0,31,10,0,242,28,0,0,8,0,0,37,9,0,0,3,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,0,0,3,0,0,8,38,30,7,42,27,7,158,2095,516,125,604,118,18,3475
POA2581,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,7,0,0,11,0,0,0,8,0,0,9,0,0,0,0,0,0,6,8,0,0,12,0,0,17,15,0,0,15,0,0,30,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,15,36,0,0,61,19,0,116
POA2582,0,0,0,3,6,0,10,0,0,4,0,0,0,6,0,5,28,5,6,0,41,3,16,11,14,6,0,49,10,4,4,18,0,0,38,21,11,3,17,6,0,57,79,15,13,46,6,0,164,148,3,6,60,6,0,217,60,0,0,36,3,0,100,18,0,0,6,4,0,33,16,0,0,3,0,0,18,3,0,0,3,0,0,9,3,0,0,0,0,0,3,3,0,0,5,0,0,4,12,0,0,22,22,4,64,385,62,65,245,56,7,820
POA2583,0,0,0,0,4,0,3,0,0,0,4,0,0,4,4,0,0,5,0,0,16,9,6,5,17,6,0,33,0,0,0,14,0,0,16,17,5,4,20,0,0,54,42,0,0,15,3,0,67,25,0,0,15,0,0,39,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,7,0,22,110,14,9,104,23,0,260
POA2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,4,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,25
POA2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,4,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,13
POA2586,0,0,0,0,7,0,10,0,0,0,0,0,0,4,0,0,8,9,0,0,17,11,0,6,15,5,0,32,11,3,0,6,4,0,19,22,0,0,15,5,0,38,26,0,0,11,9,0,51,9,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,6,71,3,18,64,32,0,185
POA2587,0,0,0,3,5,0,8,0,0,0,3,0,0,6,3,0,0,8,0,0,15,6,7,4,18,3,0,42,12,0,0,13,6,0,34,27,0,0,12,3,0,44,24,0,0,15,4,0,42,3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,27,89,11,9,96,29,0,233
POA2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,17
POA2590,0,5,0,4,0,0,10,0,9,0,0,0,0,14,16,44,0,12,4,0,86,54,52,0,31,10,0,147,35,21,0,26,0,0,85,79,5,0,36,0,0,122,105,0,0,39,3,0,145,25,3,0,18,3,0,49,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,0,29,329,150,0,172,39,0,689
POA2594,0,6,3,10,4,0,21,5,3,0,3,0,0,16,14,10,10,19,7,0,53,91,26,16,36,4,0,165,74,15,4,49,10,0,148,246,22,20,63,13,0,366,250,3,3,38,7,0,307,102,0,0,14,0,0,122,10,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,23,6,0,20,16,3,72,818,90,54,257,69,9,1290
POA2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,4,14,0,17,3,0,0,8,42,0,59,37,3,0,14,78,0,141,76,0,0,21,4,0,104,81,0,0,21,0,0,100,73,0,0,7,3,0,86,25,0,0,6,5,0,38,11,0,0,0,0,0,11,7,0,0,0,0,0,7,6,0,0,3,9,0,20,315,14,0,94,170,5,599
POA2620,0,17,3,9,8,0,30,0,29,8,4,0,0,47,16,164,13,20,9,5,234,50,102,64,57,8,0,279,146,47,27,70,9,0,304,429,51,29,101,82,5,698,590,52,20,152,117,0,936,705,52,10,234,99,3,1105,565,26,0,174,26,0,794,226,5,0,68,12,0,301,133,0,0,35,8,0,170,65,0,0,17,4,0,89,11,0,0,0,0,0,14,12,0,0,3,3,0,19,42,28,9,55,30,15,176,2979,579,184,1006,416,29,5191
POA2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,0,0,5,0,0,12,5,0,0,7,0,0,19,27,0,0,16,0,0,44,53,0,0,21,4,0,75,33,0,0,10,0,0,47,32,0,0,4,0,0,35,8,0,0,0,0,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,10,3,0,14,183,0,0,88,16,0,288
POA2622,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,7,0,0,15,3,0,0,15,0,0,17,4,0,0,5,0,0,7,11,0,0,13,3,0,26,29,0,0,17,0,0,50,47,0,0,21,0,0,74,30,0,0,7,0,0,42,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,17,134,3,0,94,12,0,256
POA2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,4,0,0,9,3,0,0,0,0,0,3,8,0,0,0,0,0,7,5,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,16,0,0,40
POA2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,3,6,0,12
POA2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,25,0,0,9,6,0,41,5,0,0,9,5,0,23,34,0,0,36,29,0,92
POA2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,11
POA2627,0,0,0,0,6,0,6,0,0,0,0,4,0,6,0,0,0,11,4,0,17,0,0,0,13,9,0,22,9,0,8,9,3,0,23,31,0,0,21,25,0,75,49,0,0,23,5,0,81,94,0,0,30,11,0,130,69,0,0,30,4,0,110,38,0,0,16,0,0,58,19,0,0,6,5,0,32,14,0,0,9,5,0,31,4,0,0,5,3,0,17,53,0,0,47,54,0,160,9,0,0,40,16,4,63,396,6,7,255,166,4,828
POA2628,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,8,0,0,16,4,0,0,7,3,0,17,22,0,0,10,0,0,35,18,0,0,10,0,0,32,21,0,0,9,0,0,33,10,0,0,4,0,0,14,0,0,0,4,0,0,3,6,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,12,97,0,0,65,14,0,181
POA2629,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,3,29,0,39,20,0,0,21,40,0,70
POA2630,0,0,0,6,4,0,13,0,3,4,4,0,0,10,11,9,10,11,3,0,46,48,13,11,19,0,6,99,33,4,0,21,4,0,62,77,9,11,40,6,0,138,138,10,9,44,6,0,211,106,0,0,25,9,0,146,39,0,0,18,4,0,60,14,0,0,0,4,0,14,8,0,0,0,5,0,8,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,3,38,4,6,17,34,0,104,518,51,48,212,84,6,924
POA2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,8,5,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,8,3,0,24
POA2632,0,0,0,3,0,0,6,0,0,0,4,4,0,9,0,3,0,12,4,0,20,5,7,0,22,4,0,37,0,0,0,9,0,0,13,20,0,0,18,3,0,41,7,0,0,10,0,0,21,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,43,6,0,82,18,4,163
POA2633,0,0,0,0,5,0,5,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,13,3,0,21
POA2640,10,14,5,3,0,0,34,3,49,3,4,3,0,71,61,192,21,47,7,7,337,428,99,51,74,9,3,665,299,32,7,73,10,0,422,580,50,13,117,37,5,792,917,22,8,162,11,6,1128,890,6,4,116,8,0,1025,247,0,0,31,6,0,284,53,0,0,6,3,0,68,12,0,0,0,0,0,19,3,0,0,4,0,0,9,0,0,0,0,0,0,0,3,0,0,10,0,0,11,62,32,9,36,34,15,182,3581,506,120,679,121,33,5044
POA2641,4,5,0,0,0,0,10,4,12,5,0,0,0,22,31,60,9,22,5,0,135,340,44,24,55,8,7,470,185,8,3,57,10,0,262,401,32,11,82,6,0,541,562,12,0,69,10,4,657,272,0,5,32,0,0,312,21,0,0,5,0,0,32,11,3,0,0,6,0,10,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,44,17,6,22,9,3,107,1877,199,63,359,53,20,2576
POA2642,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,21,7,0,25,5,0,0,19,7,0,32,4,0,0,21,0,0,25,25,0,0,11,0,0,34,29,0,0,16,0,0,46,26,0,0,12,0,0,38,8,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,15,11,0,33,101,0,0,113,39,0,253
POA2643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,14,9,0,0,11,4,0,26,10,0,0,5,0,0,13,29,0,0,8,0,0,40,72,0,0,13,4,0,82,33,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,3,0,9,156,0,0,56,16,0,228
POA2644,0,0,0,0,0,0,4,0,0,0,3,0,0,3,10,7,4,5,0,0,32,16,0,4,23,3,0,46,9,0,0,15,3,0,27,17,0,0,22,0,0,37,17,0,0,0,0,0,20,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,70,8,10,68,21,0,181
POA2645,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,11,6,0,20
POA2646,0,4,0,3,4,0,18,5,8,0,0,0,0,9,19,10,0,16,6,0,50,92,10,5,46,6,3,154,43,0,0,29,0,0,79,93,0,0,35,4,0,132,111,0,0,18,3,0,130,25,0,0,7,0,0,33,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,11,8,4,28,393,32,8,170,29,12,640
POA2647,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,3,8,0,25,7,0,0,5,0,0,8,9,0,0,9,0,0,18,25,0,0,14,0,0,39,40,0,0,11,5,0,52,22,0,0,7,0,0,28,3,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,107,0,0,54,23,0,190
POA2648,0,6,0,0,10,0,8,0,0,0,0,0,0,3,4,0,0,8,5,0,21,15,7,0,19,0,0,36,15,0,3,22,0,0,44,24,7,0,4,0,0,33,15,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,66,16,3,67,28,0,182
