POA_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
POA2518,103,329,0,435,2096,82,0,2617,19,241,0,263,1700,75,0,2029,0,46,0,50,1155,103,0,1306,0,6,0,6,555,97,0,653,3182,934,57,4177,11375,813,7,16375
POA2519,95,215,4,315,1692,78,0,2092,13,239,0,256,1396,80,0,1737,6,58,0,67,1129,58,0,1249,0,0,0,0,425,30,0,462,2836,755,49,3639,9853,636,10,14150
POA2525,63,168,3,232,1077,31,0,1336,3,207,0,218,931,40,0,1186,0,34,0,36,727,76,0,843,0,0,0,0,276,112,0,385,2378,559,40,2977,6550,418,10,9955
POA2526,83,297,0,388,1693,59,0,2135,9,251,0,263,1227,57,4,1551,7,48,0,55,772,81,0,909,0,3,0,3,359,136,0,503,2958,853,65,3867,8984,631,12,13493
POA2527,90,501,8,599,2318,70,7,2989,19,338,0,356,1794,79,0,2231,0,30,0,30,1033,68,5,1131,0,0,0,0,393,124,0,520,4972,1406,157,6533,13086,785,23,20425
POA2528,101,429,3,540,2527,155,3,3227,19,339,0,365,2388,171,4,2928,10,62,0,69,1790,201,0,2061,0,0,0,0,547,129,0,679,3295,1203,112,4605,13640,1360,16,19618
POA2529,155,608,10,775,2876,118,9,3774,15,424,5,446,2492,124,7,3062,6,36,0,39,1420,136,0,1595,0,0,0,0,459,164,0,627,5118,1559,145,6823,15661,1102,27,23607
POA2530,126,619,5,754,3151,110,10,4020,30,465,0,492,2828,80,3,3399,3,80,0,88,2042,95,0,2229,3,4,0,3,720,56,0,779,6285,1797,174,8251,18640,1020,20,27933
POA2533,88,362,0,451,1975,84,0,2509,21,469,0,489,1999,113,6,2601,3,66,0,73,1274,90,0,1433,0,0,0,6,437,117,0,552,2625,1128,133,3884,9612,690,17,14204
POA2534,38,145,0,177,646,22,4,851,4,141,0,150,623,27,0,805,0,16,0,14,423,30,0,473,0,0,0,4,188,16,0,207,874,382,42,1299,3304,194,8,4801
POA2535,43,141,0,193,1068,80,0,1333,18,172,0,195,1288,78,4,1560,3,39,0,41,853,83,0,975,0,0,0,0,319,85,0,405,1071,437,47,1553,4989,475,8,7028
POA2536,96,333,4,433,2540,213,7,3191,24,301,3,331,2897,205,9,3430,3,54,0,60,1724,160,4,1941,0,8,0,8,625,56,0,687,2183,997,108,3290,12177,1293,20,16787
POA2537,73,247,5,327,1927,163,7,2424,14,269,6,285,2030,182,3,2494,3,34,0,38,1079,95,3,1218,0,3,0,3,393,49,0,438,1457,732,90,2275,8203,906,12,11391
POA2538,9,56,0,65,321,32,0,420,4,57,0,64,381,28,0,470,0,11,0,11,200,10,0,220,0,0,0,0,140,12,0,151,323,158,25,505,1521,156,0,2181
POA2539,87,369,3,460,2739,181,0,3378,19,388,3,412,3209,154,0,3768,5,53,0,60,1817,127,3,2005,0,3,0,5,540,57,0,605,2661,1119,111,3894,12489,1054,17,17451
POA2540,213,900,10,1123,5732,374,4,7233,40,764,6,807,6388,361,3,7560,10,129,4,138,3919,341,8,4401,4,4,0,10,1192,162,0,1358,6279,2709,310,9294,28391,3183,48,40914
POA2541,114,397,9,517,2649,216,11,3393,27,391,0,420,2599,161,9,3183,7,67,0,75,1822,134,5,2032,0,3,0,6,856,75,0,940,4097,1456,202,5753,15220,1760,33,22768
POA2545,6,19,0,22,170,20,0,217,0,20,0,23,199,22,0,247,0,9,0,9,75,6,0,83,0,0,0,0,12,0,0,10,108,75,3,185,694,97,0,982
POA2546,64,127,0,194,1512,120,6,1831,22,186,0,203,1975,145,0,2325,4,24,0,32,937,94,0,1062,0,8,0,5,377,61,0,442,1099,464,47,1611,6609,738,10,8970
POA2548,45,138,0,184,1136,76,0,1404,15,140,0,158,1363,96,3,1622,4,33,0,34,859,63,0,959,0,0,0,3,282,56,0,342,977,426,54,1459,5594,519,12,7584
POA2549,28,97,0,122,516,34,0,669,10,72,0,79,563,36,0,673,0,15,0,15,292,18,0,318,0,0,0,0,129,6,0,136,620,242,26,885,2294,184,3,3366
POA2550,127,337,5,469,2410,196,4,3079,27,273,0,306,2054,146,0,2505,8,51,0,59,1015,111,0,1185,0,4,0,5,297,100,0,401,2350,994,138,3481,9580,1107,9,14178
POA2551,17,65,0,89,476,49,0,615,3,70,0,76,568,55,0,704,0,12,0,10,303,37,0,354,0,0,0,0,102,33,0,138,410,224,21,660,2197,329,7,3193
POA2555,0,0,0,0,9,0,0,15,0,3,0,3,22,6,0,29,0,0,0,0,10,0,0,14,0,0,0,0,6,0,0,6,21,7,0,30,88,22,0,134
POA2556,12,36,0,51,273,24,0,346,4,26,0,33,249,21,0,305,0,5,0,5,104,3,0,113,0,0,0,0,32,4,0,33,313,97,0,412,1422,188,3,2029
POA2557,74,181,6,256,1165,55,6,1482,21,125,0,139,774,29,9,952,5,19,0,27,338,18,0,385,0,0,0,0,99,3,0,101,4785,586,58,5429,8735,579,30,14769
POA2558,71,148,5,221,1235,44,0,1499,9,78,0,94,791,36,0,921,8,8,0,19,267,10,0,294,0,0,0,0,62,6,0,73,1861,421,41,2314,6068,391,4,8780
POA2559,20,19,0,37,170,24,0,234,0,8,0,7,131,14,3,155,0,3,0,3,46,5,0,52,0,0,0,0,12,0,0,11,540,70,7,615,1174,279,3,2078
POA2560,374,850,23,1246,7248,482,30,9002,73,689,8,773,6432,426,36,7659,11,91,0,100,3233,361,5,3695,0,0,0,0,800,179,5,991,14092,2929,299,17324,43221,4495,139,65184
POA2563,0,3,0,3,28,0,0,36,0,8,0,8,17,0,0,17,0,0,0,0,13,0,0,17,0,0,0,0,4,0,0,4,35,19,3,60,138,25,0,220
POA2564,87,127,4,213,1288,86,0,1591,19,75,4,97,1011,60,9,1181,7,8,0,18,537,53,0,602,0,0,0,0,103,22,0,117,2357,450,45,2851,7247,823,12,10938
POA2565,181,271,10,462,2537,133,20,3148,36,206,3,243,1769,75,21,2109,4,25,0,26,847,49,7,922,0,0,0,0,266,15,0,282,6485,942,110,7535,15412,1198,63,24210
POA2566,167,308,11,490,2699,123,20,3333,21,201,0,220,2044,103,15,2384,6,20,3,34,717,87,8,837,0,0,0,0,164,32,3,203,5091,965,94,6153,13977,1258,70,21451
POA2567,166,471,12,648,3501,110,5,4261,26,337,4,365,2113,65,8,2555,5,43,3,53,984,42,7,1082,0,0,0,0,219,18,0,245,8689,1533,184,10407,19788,942,38,31180
POA2568,0,11,0,14,97,11,0,130,0,15,0,15,136,17,0,163,0,10,0,10,153,44,0,204,0,0,0,0,51,67,0,121,148,58,0,207,702,175,0,1078
POA2569,11,27,0,39,149,9,0,196,0,31,0,29,150,5,0,182,0,0,0,0,54,0,0,55,0,0,0,0,18,0,0,18,241,77,6,326,740,38,0,1106
POA2570,266,781,6,1050,4216,185,18,5481,43,549,7,600,3779,191,13,4585,3,82,0,87,2051,218,6,2363,0,0,0,0,808,148,0,962,14082,2307,306,16699,28921,2132,82,47829
POA2571,80,213,4,294,1274,63,0,1634,4,144,3,155,874,52,0,1078,0,15,0,15,387,17,0,423,0,0,0,0,93,9,0,103,2648,586,78,3310,6283,487,11,10096
POA2572,22,83,0,111,502,23,0,629,4,49,0,56,491,28,0,576,0,11,0,11,282,63,0,358,0,0,0,0,91,85,0,175,964,231,19,1216,2833,337,3,4380
POA2573,22,65,3,93,457,9,4,563,0,36,0,39,429,25,5,490,4,5,0,3,263,8,0,277,0,0,0,0,84,6,0,88,1091,207,39,1337,2873,181,15,4399
POA2574,18,110,0,129,571,27,0,730,4,61,0,67,528,21,0,623,0,7,0,5,328,20,0,354,0,0,0,0,80,5,0,90,995,280,44,1318,3197,199,0,4713
POA2575,102,273,8,379,1829,78,3,2292,19,261,4,282,1705,62,0,2057,5,64,0,63,1100,52,3,1215,0,5,0,5,358,20,0,388,3069,906,101,4076,9712,601,17,14411
POA2576,124,162,5,287,1500,66,6,1858,18,226,0,239,2129,80,3,2451,5,95,0,98,1880,129,0,2109,5,8,0,9,674,173,0,860,1891,640,70,2603,9017,651,25,12291
POA2577,101,291,5,399,2038,131,0,2573,25,288,0,306,2032,143,5,2480,9,56,0,75,1185,136,0,1393,0,3,0,0,276,85,0,368,2530,877,90,3489,9754,909,29,14178
POA2578,22,32,0,59,396,15,0,473,3,54,0,53,570,14,0,639,0,11,0,11,336,25,0,367,0,0,0,0,107,22,0,126,328,127,15,467,1946,119,0,2531
POA2579,25,74,0,99,561,48,0,708,4,69,0,82,562,46,0,690,0,15,0,16,341,29,0,388,0,0,0,0,52,17,0,67,737,236,26,1004,2563,294,4,3864
POA2580,164,623,11,793,3243,287,4,4329,29,417,6,457,3081,249,6,3795,7,96,0,101,1826,150,0,2080,0,3,0,5,761,73,0,835,4628,1805,207,6643,17634,2203,35,26515
POA2581,16,38,0,51,289,27,0,363,3,32,0,35,192,27,0,254,0,3,0,3,102,21,0,127,0,0,0,0,24,4,0,31,476,110,18,603,1204,163,0,1970
POA2582,71,250,8,327,1341,118,6,1800,19,239,0,260,1126,83,0,1468,0,34,0,32,637,61,0,731,0,3,0,9,263,36,0,302,2317,815,102,3241,7101,755,17,11112
POA2583,25,109,3,140,654,66,0,860,11,73,0,87,573,63,0,723,0,10,0,8,364,36,0,405,0,3,0,3,140,19,0,158,595,273,21,887,2714,299,0,3907
POA2584,0,7,0,8,69,7,0,86,0,11,0,11,51,9,0,69,0,3,0,7,33,3,0,45,0,0,0,0,12,0,0,11,86,29,3,120,280,47,0,442
POA2585,0,6,0,6,20,5,0,32,0,3,0,3,28,8,0,38,0,0,0,0,11,4,0,16,0,0,0,0,4,0,0,4,21,6,0,28,134,37,0,198
POA2586,9,53,0,61,333,70,0,467,0,38,0,44,339,38,0,414,0,6,0,6,211,30,0,239,0,0,0,0,63,11,0,72,342,136,11,489,1579,310,0,2379
POA2587,6,47,0,51,360,38,0,452,5,46,0,45,370,41,0,454,0,12,0,12,240,27,0,281,0,0,0,0,67,8,0,72,394,160,15,575,1651,213,0,2440
POA2588,10,4,0,9,42,7,0,52,0,0,0,0,49,3,0,54,0,0,0,0,19,0,0,24,0,0,0,0,6,3,0,7,44,9,3,56,179,20,0,251
POA2590,35,145,0,179,828,62,0,1071,3,123,0,126,950,66,0,1146,0,38,0,37,652,63,0,760,0,0,0,0,247,28,0,273,901,447,45,1395,4144,423,3,5961
POA2594,50,184,6,235,1242,105,0,1588,17,169,0,187,1150,93,0,1427,0,29,0,30,753,66,0,851,0,4,0,4,322,28,0,356,1828,610,83,2518,6410,687,9,9623
POA2619,71,173,3,251,943,20,0,1218,5,133,0,139,411,9,3,556,0,17,0,21,212,6,0,235,0,0,0,0,53,0,0,56,1932,528,87,2541,4711,166,9,7428
POA2620,237,774,7,1015,4019,399,19,5453,45,645,4,691,2701,227,14,3634,12,112,3,124,1451,119,6,1701,0,8,0,9,513,71,0,589,7869,2442,297,10611,23489,2661,51,36809
POA2621,32,108,0,140,710,39,0,889,14,121,0,130,407,32,0,573,0,21,0,25,222,14,0,257,0,0,0,0,50,0,0,49,1299,377,41,1710,3230,230,5,5174
POA2622,26,65,4,91,595,53,0,744,0,74,0,72,507,49,3,630,0,16,0,20,305,36,0,358,0,0,0,0,76,11,0,89,578,221,26,823,2407,287,6,3518
POA2623,0,6,0,5,78,0,0,89,3,8,0,10,55,0,0,66,0,4,0,4,17,0,0,15,0,0,0,0,0,0,0,0,89,29,0,117,332,24,0,468
POA2624,14,25,0,39,208,46,0,288,0,34,0,35,113,23,0,173,0,0,0,0,27,6,0,32,0,0,0,0,3,0,0,3,223,86,9,311,982,193,40,1522
POA2625,14,21,0,41,157,115,3,311,3,0,0,10,90,74,0,169,0,0,0,0,17,21,0,35,0,0,0,0,3,3,0,0,228,44,5,281,663,576,22,1541
POA2626,0,11,0,8,83,0,0,96,0,3,0,5,30,8,0,43,0,0,0,0,17,5,0,24,0,0,0,0,7,0,0,9,68,26,3,94,282,34,0,413
POA2627,67,66,0,135,678,37,0,848,4,79,0,82,433,27,0,542,0,12,0,12,183,11,0,202,0,0,0,0,44,3,0,45,1088,305,46,1439,4707,379,70,6601
POA2628,20,43,0,58,300,25,0,385,7,32,0,38,222,30,0,286,0,8,0,9,93,4,0,107,0,0,0,0,36,3,4,45,380,104,14,502,1226,141,4,1868
POA2629,0,4,0,10,105,20,0,135,0,0,0,0,83,9,0,92,0,0,0,0,55,15,0,72,0,0,0,0,13,3,0,18,58,18,3,86,480,137,0,701
POA2630,39,155,0,196,1029,102,0,1328,3,119,0,119,832,72,0,1024,0,13,0,15,615,62,0,696,0,0,0,0,250,32,0,284,1216,426,36,1683,5069,753,12,7511
POA2631,0,10,0,13,87,15,0,115,3,9,0,12,84,4,0,95,0,0,0,0,30,4,0,37,0,0,0,0,5,3,0,9,82,28,4,113,336,65,0,514
POA2632,9,37,0,49,206,23,0,279,6,22,0,30,226,24,0,277,0,4,0,4,129,19,0,158,0,3,0,3,49,0,0,54,263,106,10,372,1071,128,8,1588
POA2633,0,3,0,3,65,0,0,68,0,9,0,8,50,7,0,64,0,0,0,0,23,0,0,33,0,0,0,0,7,0,0,7,37,18,0,55,217,14,0,282
POA2640,206,696,10,909,3765,247,3,4927,22,647,4,672,3150,174,6,4000,0,126,0,132,2105,164,0,2401,0,4,0,8,912,108,0,1032,6435,2377,293,9104,21240,1833,29,32197
POA2641,68,286,3,353,1455,90,0,1893,19,261,0,281,1475,99,0,1859,7,64,0,69,921,101,0,1081,0,3,0,3,323,38,0,364,2453,977,120,3548,8880,893,12,13331
POA2642,26,130,0,156,562,91,0,806,4,62,0,63,464,57,0,584,4,9,0,10,201,34,0,244,0,0,0,0,67,7,0,73,862,326,40,1227,2541,413,0,4183
POA2643,15,55,0,76,304,19,0,401,0,42,0,42,424,21,0,490,0,9,0,9,228,14,0,251,0,0,0,0,90,6,0,98,415,158,21,592,1708,137,12,2454
POA2644,15,38,0,54,309,30,0,391,7,33,0,37,286,33,0,354,0,0,0,3,163,21,0,189,0,0,0,0,59,3,0,66,328,108,10,445,1359,187,3,1985
POA2645,5,10,0,15,58,7,0,78,0,3,0,4,49,6,0,60,0,0,0,0,31,0,0,31,0,0,0,0,18,0,0,18,34,14,3,56,217,24,0,297
POA2646,31,147,0,178,807,66,0,1050,8,115,0,124,820,73,0,1022,0,20,0,20,561,68,0,650,0,0,0,0,225,38,0,264,853,406,34,1288,3895,463,0,5648
POA2647,3,57,5,58,263,30,0,349,4,30,0,29,379,50,0,458,0,19,0,24,228,35,0,288,0,0,0,0,65,19,0,79,315,140,16,471,1412,209,0,2097
POA2648,10,61,0,74,370,76,0,514,8,24,0,35,354,79,0,470,0,3,0,3,195,32,0,223,0,0,0,0,71,9,0,84,322,128,10,464,1557,470,0,2491
POA2649,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,15,0,0,21
POA2650,298,1078,10,1391,5204,349,8,6945,54,914,6,976,4281,291,0,5555,9,177,0,188,2870,282,3,3347,0,10,0,15,1283,220,3,1518,9995,3643,454,14090,32028,3013,113,49247
POA2651,6,29,0,35,143,15,0,194,3,28,0,26,90,10,0,132,0,3,0,3,51,3,0,60,0,0,0,0,13,0,0,13,525,111,19,659,1609,344,0,2615
POA2652,28,100,3,127,500,65,0,693,0,71,0,72,451,53,0,578,0,16,0,16,204,31,0,254,0,0,0,0,65,14,0,79,785,277,31,1098,2305,345,5,3749
POA2653,12,52,0,61,292,33,0,386,0,35,0,38,300,31,0,369,4,9,0,8,167,29,0,202,0,0,0,0,63,15,0,77,319,145,15,479,1385,336,0,2203
POA2655,14,27,0,39,140,11,0,194,0,23,0,24,135,17,0,173,0,4,0,4,86,4,0,93,0,0,0,0,38,4,0,48,234,84,12,322,679,67,0,1072
POA2656,6,33,0,42,164,13,0,216,0,25,0,27,153,11,0,188,0,5,0,5,98,8,0,115,0,0,0,0,61,4,0,61,183,92,4,275,724,67,0,1071
POA2658,19,25,0,43,162,17,0,223,0,28,0,30,162,16,0,207,0,6,0,6,118,17,0,145,0,0,0,0,46,7,0,54,193,78,8,283,789,110,0,1188
POA2659,10,29,0,40,96,18,0,154,0,3,0,3,69,9,0,85,0,0,0,0,65,3,0,76,0,0,0,0,13,0,0,9,96,48,7,157,476,82,0,712
POA2660,8,29,3,40,142,11,0,196,0,31,0,31,191,11,0,231,0,10,0,10,113,12,0,139,0,0,0,0,33,0,0,37,248,110,14,379,797,96,0,1272
POA2661,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,68,646,10,0,732
POA2663,18,94,0,114,448,99,0,662,6,57,0,65,405,60,0,534,0,8,0,10,246,41,0,299,0,0,0,0,94,11,0,105,647,243,25,913,2447,1115,31,4519
POA2665,12,39,0,56,233,9,0,300,0,32,0,35,267,21,0,324,0,11,0,7,121,21,0,154,0,0,0,0,53,4,0,61,289,115,19,426,1047,114,0,1590
POA2666,25,131,0,156,645,42,0,841,13,90,0,104,630,37,0,772,4,10,0,10,435,24,0,475,0,0,0,4,202,22,0,222,758,340,27,1129,3211,258,3,4597
POA2668,3,3,0,10,53,7,0,67,0,0,0,0,44,4,0,55,0,0,0,0,20,0,0,25,0,0,0,0,4,0,0,7,57,14,0,71,224,30,0,319
POA2669,8,30,0,43,184,36,0,259,7,16,0,19,139,26,0,185,0,9,0,9,67,15,0,86,0,0,0,0,22,0,0,24,228,75,7,310,746,159,0,1216
POA2671,26,82,0,110,390,52,0,546,10,56,0,66,368,44,0,470,0,17,0,19,258,31,0,306,0,0,0,0,121,27,0,148,658,269,28,952,2109,362,7,3425
POA2672,7,43,0,47,131,23,0,210,0,14,0,13,144,15,0,171,0,5,0,5,85,12,0,97,0,0,0,0,39,4,0,42,207,84,11,304,759,153,4,1214
POA2675,3,25,0,26,178,29,0,229,4,16,0,20,108,20,0,145,0,0,0,0,62,13,0,79,0,5,0,5,35,4,0,45,244,80,3,329,947,193,18,1492
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,618,5,0,647
POA2680,103,466,8,579,2210,247,13,3046,39,337,6,380,1595,214,5,2187,3,82,0,82,1086,154,0,1322,0,4,0,4,514,151,0,669,3784,1378,139,5298,13369,1950,129,20745
POA2681,7,35,0,40,188,17,0,240,0,22,0,25,128,18,0,165,0,7,0,11,80,14,0,104,0,0,0,0,17,0,0,20,282,95,12,397,952,121,0,1472
POA2700,21,98,0,121,516,57,0,687,9,65,0,70,460,53,0,579,0,19,0,22,325,40,0,383,0,0,0,0,156,13,0,171,667,266,31,971,2551,390,12,3922
POA2701,17,54,0,71,216,23,0,304,0,44,0,41,228,19,0,290,0,8,0,8,154,16,0,172,0,0,0,0,73,16,0,91,394,171,20,581,1241,129,0,1952
POA2702,4,17,0,19,75,7,0,98,3,12,0,15,93,10,0,113,0,0,0,0,68,3,0,75,0,0,0,0,14,0,0,14,106,45,6,161,432,41,0,630
POA2703,0,7,0,6,58,3,0,65,0,4,0,9,57,7,0,70,0,0,0,0,36,0,0,36,0,0,0,0,5,0,0,5,84,35,3,126,409,20,0,555
POA2705,38,183,4,223,1038,121,0,1389,0,122,0,123,763,85,4,971,7,38,0,41,546,62,0,653,3,3,0,5,235,37,0,277,1522,629,63,2212,5395,826,12,8444
POA2706,0,17,0,13,140,14,0,175,0,6,0,6,104,12,0,128,0,0,0,0,43,7,0,52,0,0,0,0,10,5,0,10,136,36,11,183,590,110,5,886
POA2707,3,28,0,36,133,17,0,180,0,17,0,17,98,11,0,125,0,9,0,9,50,3,0,57,0,0,0,0,34,3,0,35,172,81,11,262,571,86,0,919
POA2710,41,177,4,227,1116,128,3,1474,6,127,0,132,1063,95,0,1290,3,25,0,28,669,84,0,781,0,5,0,3,277,40,0,317,1203,509,76,1790,5358,819,5,7973
POA2711,31,63,0,90,415,66,0,571,0,45,0,44,293,46,0,386,0,14,0,13,206,43,0,264,0,0,0,0,79,12,0,92,386,177,14,581,1799,340,7,2721
POA2712,6,19,0,22,172,14,0,205,0,15,0,21,176,19,0,219,0,6,0,6,113,18,0,137,0,0,0,0,38,33,0,70,159,58,4,225,788,129,0,1140
POA2713,13,46,3,63,313,52,0,425,0,42,0,40,309,41,0,388,0,3,0,3,230,28,0,266,0,0,0,0,98,8,0,111,353,136,20,511,1486,265,7,2266
POA2714,9,54,0,61,308,24,0,401,3,38,0,45,499,59,0,607,0,9,0,9,291,50,0,346,0,0,0,0,88,23,0,110,326,138,25,489,1664,247,0,2401
POA2715,7,32,0,36,178,28,0,249,6,13,0,20,146,27,0,188,0,0,0,0,71,13,0,87,0,0,0,0,31,7,0,45,177,67,6,252,765,152,0,1172
POA2716,4,18,0,23,127,18,0,168,0,12,0,13,126,20,0,157,0,0,0,0,73,10,0,86,0,0,0,0,17,7,0,25,119,48,0,169,545,100,0,814
POA2717,7,20,0,32,114,22,0,169,0,15,0,15,114,19,0,146,3,3,0,8,77,19,0,93,0,0,0,0,20,3,0,21,115,65,7,193,630,182,0,1013
POA2720,28,164,4,193,907,106,5,1205,9,122,0,128,790,56,0,977,0,23,0,23,542,54,0,620,0,0,0,0,205,23,0,227,1250,477,54,1782,4539,576,9,6904
POA2721,0,0,0,6,27,3,0,33,0,0,0,0,21,6,0,29,0,5,0,5,9,0,0,16,0,0,0,0,0,0,0,0,28,8,4,42,114,25,0,177
POA2722,19,65,0,82,356,61,0,499,4,52,0,58,322,62,0,444,0,14,0,14,200,28,0,240,0,0,0,0,70,11,0,81,465,214,25,698,1772,361,12,2849
POA2725,3,6,0,8,42,7,0,57,0,0,0,3,56,5,0,67,0,5,0,5,27,0,0,30,0,0,0,0,3,0,0,5,40,21,5,63,206,18,0,287
POA2726,0,12,0,12,30,7,0,51,0,13,0,13,21,0,0,29,0,0,0,0,6,4,0,14,0,0,0,0,8,6,0,10,40,27,0,68,120,26,3,220
POA2727,4,6,0,9,34,17,0,51,0,11,0,11,21,9,0,44,0,0,0,0,13,3,0,13,0,0,0,0,0,0,0,0,54,19,0,72,151,43,0,267
POA2729,13,34,0,47,221,7,0,273,0,25,0,25,165,6,0,201,0,3,0,3,108,7,0,125,0,0,0,0,33,0,0,37,233,89,7,328,917,67,0,1308
POA2730,3,17,0,25,169,14,0,213,0,19,0,17,171,9,0,201,0,7,0,7,85,14,0,99,0,0,0,0,46,0,0,46,150,63,5,217,798,89,0,1098
POA2731,32,108,0,138,803,52,0,993,14,94,0,102,977,69,0,1152,0,15,0,15,600,83,0,699,0,4,0,4,152,59,0,213,1097,340,47,1481,4044,456,0,5981
POA2732,10,40,0,53,273,27,4,354,0,31,0,34,258,21,0,317,0,0,0,3,176,19,0,199,0,0,0,0,90,19,0,108,183,98,14,294,1164,137,4,1598
POA2733,3,10,0,14,61,19,0,98,0,10,0,14,65,8,0,88,0,0,0,0,24,12,0,42,0,0,0,0,9,4,0,19,71,33,9,108,272,94,0,478
POA2734,3,14,0,17,62,9,0,81,0,7,0,7,41,6,0,63,0,0,0,0,25,0,0,33,0,0,0,0,8,0,0,9,63,32,0,98,260,28,0,388
POA2735,0,9,0,11,52,0,0,60,0,5,0,8,48,0,0,56,0,0,0,0,15,0,0,23,0,0,0,0,3,0,0,8,53,29,0,85,212,17,0,316
POA2736,0,5,0,5,31,6,0,44,0,0,0,0,41,9,0,49,0,0,0,0,19,3,0,27,0,0,0,0,10,0,0,6,49,19,3,67,233,54,0,363
POA2737,0,11,0,12,76,15,0,110,0,4,0,7,74,30,0,109,0,0,0,0,22,7,0,24,0,0,0,0,3,4,0,8,110,31,4,142,397,137,33,701
POA2738,8,41,4,55,200,12,0,267,0,39,0,39,158,4,0,205,0,5,0,5,84,0,0,96,0,0,0,0,20,0,0,21,417,122,25,558,944,83,5,1592
POA2739,11,36,0,44,133,9,0,191,0,19,0,19,110,5,0,134,0,5,0,5,65,9,0,77,0,0,0,0,17,0,0,17,202,81,13,292,726,123,54,1191
POA2745,157,386,3,546,2822,83,9,3449,28,283,0,313,1804,52,5,2172,3,31,0,33,785,29,0,855,0,0,0,0,199,7,0,206,6738,1207,142,8081,15618,700,22,24423
POA2747,182,505,7,694,3722,312,10,4730,51,387,7,446,3095,226,26,3789,14,57,0,67,1512,213,6,1801,0,0,0,0,467,103,0,572,11033,1865,226,13127,25827,2965,80,41994
POA2748,21,41,0,61,234,7,0,298,4,20,0,26,163,3,0,192,0,5,0,4,124,8,0,139,0,5,0,5,37,0,0,40,198,97,11,303,1189,48,3,1543
POA2749,68,259,7,336,1570,83,0,1984,9,165,3,180,985,40,7,1217,0,11,0,16,422,18,0,455,0,0,0,0,106,5,0,116,3310,754,87,4151,8296,596,13,13057
POA2750,198,497,6,697,4218,236,11,5162,32,457,3,494,4026,261,11,4789,11,68,0,77,2368,304,0,2752,0,0,0,8,772,289,0,1071,7998,1751,163,9915,27600,2776,80,40370
POA2752,24,79,0,104,564,24,0,693,0,49,0,47,356,8,0,414,0,0,0,0,148,11,0,164,0,5,0,5,41,0,0,44,1182,236,17,1433,2814,178,0,4423
POA2753,81,227,6,319,1770,108,0,2192,19,169,0,191,1369,97,0,1654,0,34,0,32,927,89,0,1050,0,3,0,3,414,80,0,504,2723,709,54,3488,10034,936,14,14473
POA2754,23,75,5,100,604,15,0,724,9,91,0,94,678,20,0,797,0,7,0,7,503,18,0,536,0,0,0,0,174,14,0,190,1220,283,27,1533,4007,198,3,5743
POA2756,148,503,5,651,3628,207,0,4487,26,316,0,345,2439,144,0,2926,4,59,0,65,1284,93,0,1448,0,7,0,4,331,40,0,382,6524,1429,178,8126,18294,1416,25,27869
POA2757,10,12,0,23,99,0,0,123,5,9,0,9,84,4,0,92,0,0,0,0,55,0,0,55,0,0,0,0,22,0,0,22,136,35,0,176,507,27,6,710
POA2758,67,142,0,210,1096,38,0,1346,11,91,0,103,864,17,0,978,0,20,0,28,400,24,0,450,0,0,0,0,116,7,0,126,1549,386,29,1964,5089,203,9,7257
POA2759,119,444,9,566,3021,112,6,3713,21,259,3,288,1950,90,10,2337,7,29,0,29,624,25,3,688,0,0,0,0,167,7,4,182,4614,1232,92,5931,14015,947,28,20928
POA2760,142,248,5,396,2874,241,26,3531,25,191,0,216,2133,222,23,2595,4,27,0,39,1241,171,0,1449,0,0,0,0,362,152,0,515,6668,1033,130,7835,18157,2700,71,28762
POA2761,192,321,3,514,3228,145,19,3904,38,194,6,239,1787,81,15,2123,3,26,0,31,676,34,10,754,0,0,0,0,266,17,0,285,6429,1068,123,7627,17643,1360,63,26699
