POA_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA5051,2923,1708,1295,2033,2199,1848,1578,900,235,14722
POA5052,1163,772,467,853,964,760,766,599,238,6590
POA5061,1493,1162,1066,1141,1353,1271,1194,658,234,9569
POA5062,2597,1970,1390,1787,2114,2084,1821,1019,499,15276
POA5063,2119,1443,1568,1814,1697,1402,1380,826,533,12774
POA5064,1864,1273,732,1263,1430,1193,1241,1004,641,10646
POA5065,1866,1336,1133,1406,1404,1194,1273,877,483,10972
POA5066,2245,1529,851,1455,1804,1577,1388,885,292,12021
POA5067,1364,1389,1800,1455,1238,1337,1272,696,201,10748
POA5068,1846,1664,1416,1515,1529,1521,1418,1038,543,12505
POA5069,1267,1098,1083,999,1110,1181,855,466,218,8283
POA5070,2239,1649,2439,2043,1785,1616,1431,1201,830,15232
POA5072,2313,1796,1607,1872,1854,1584,1364,910,451,13753
POA5073,2867,2012,2164,2265,2234,1918,1408,1250,545,16670
POA5074,2335,1565,2299,2047,1666,1475,1281,1072,574,14318
POA5075,1650,1296,1483,1373,1317,1351,1212,993,439,11124
POA5076,1554,1128,1091,1222,1299,1348,1137,618,157,9548
POA5081,1538,1222,1196,1229,1273,1244,1142,710,368,9922
POA5082,2809,2019,2685,2351,1989,1921,1341,643,372,16142
POA5083,1362,956,1319,1156,942,942,724,298,173,7861
POA5084,1919,1510,2294,1560,1233,1053,725,377,167,10824
POA5085,4646,2912,5163,4349,2691,2032,1550,922,484,24743
POA5086,3303,1982,2947,2851,2065,1804,1452,743,355,17507
POA5087,2126,1376,2314,2043,1410,1222,947,649,327,12412
POA5088,650,397,612,626,442,404,310,196,58,3696
POA5089,1246,883,729,864,965,842,799,433,90,6847
POA5090,1214,764,934,973,842,793,909,929,669,8034
POA5091,1387,877,861,1006,1020,869,906,652,141,7713
POA5092,3216,2075,2458,2690,2205,2024,2051,1082,370,18171
POA5093,1657,1116,1289,1305,1156,928,1016,730,167,9361
POA5094,134,147,151,126,121,108,76,82,7,948
POA5095,3963,3131,3683,3354,2609,2097,1459,711,261,21265
POA5096,2525,1707,1951,1830,1707,1692,1277,681,227,13597
POA5097,2326,1435,1781,1763,1746,1669,1594,1006,425,13744
POA5098,2242,1519,1709,1757,1617,1294,1357,1011,400,12910
POA5106,4,30,17,7,9,11,15,23,40,140
POA5107,3851,2400,2656,2668,2075,2144,1582,861,285,18519
POA5108,8811,5632,6308,5925,5246,5020,3594,1712,634,42887
POA5109,3952,2447,2667,2640,2542,2485,2060,1311,457,20565
POA5110,2039,1115,1306,1369,1073,1069,817,375,152,9309
POA5111,0,202,103,16,19,0,0,0,0,339
POA5112,4099,2770,2845,2520,2459,2527,1777,1122,596,20718
POA5113,4301,2572,3021,2444,2138,2153,1537,873,408,19445
POA5114,8832,4877,5671,4757,4281,4093,2327,1212,423,36475
POA5115,3474,1824,2730,1751,1208,986,628,258,60,12917
POA5116,2069,1373,1415,1292,1188,1241,992,758,302,10628
POA5117,908,549,521,503,552,439,274,180,65,3990
POA5118,3324,2269,2028,2161,2612,2767,2016,1254,552,18987
POA5120,623,266,511,390,340,329,232,100,41,2821
POA5121,432,244,422,254,214,266,253,192,60,2337
POA5125,3637,2712,1972,2519,3004,2853,1915,1123,400,20125
POA5126,1367,839,967,998,978,812,834,431,83,7298
POA5127,1327,932,828,1024,973,1248,954,366,105,7761
POA5131,135,138,57,95,161,180,130,54,5,960
POA5132,67,52,24,43,73,55,60,43,3,419
POA5133,61,40,18,41,68,68,43,21,5,360
POA5134,77,57,29,35,69,69,60,22,14,434
POA5136,115,55,51,68,102,63,53,22,5,536
POA5137,77,61,50,61,74,115,79,37,10,552
POA5138,71,37,33,55,52,64,34,14,0,350
POA5139,64,31,24,42,27,49,34,11,3,281
POA5140,83,64,43,55,77,50,40,24,0,442
POA5141,141,98,59,104,110,112,76,34,6,737
POA5142,98,67,58,70,70,93,64,27,15,560
POA5144,56,44,18,46,49,83,73,30,9,404
POA5150,9,4,5,8,0,10,7,7,0,55
POA5151,64,65,47,61,65,47,49,16,5,417
POA5152,1169,670,477,737,1015,808,852,426,120,6274
POA5153,1107,816,544,754,996,1077,841,320,102,6558
POA5154,682,399,177,419,529,469,459,198,59,3393
POA5155,844,400,353,557,601,488,412,151,44,3854
POA5156,193,106,98,138,144,125,130,33,9,976
POA5157,464,342,213,295,498,524,410,189,36,2968
POA5158,4571,2745,2823,3561,3301,3463,2731,1057,329,24581
POA5159,5767,3805,3548,4311,4302,4476,4030,1909,823,32971
POA5160,0,9,0,4,8,3,3,0,0,27
POA5161,1756,1119,1354,1418,1193,1196,1138,652,307,10147
POA5162,5938,4173,4578,4316,4458,4306,3950,2310,791,34810
POA5163,2677,1742,1952,1813,1862,1815,1696,870,280,14709
POA5164,897,624,662,698,618,569,644,338,140,5200
POA5165,941,683,953,751,733,729,591,353,180,5916
POA5166,265,173,245,236,233,230,259,147,33,1812
POA5167,1061,630,765,759,878,795,724,365,190,6180
POA5168,1016,702,757,716,737,735,608,334,101,5702
POA5169,4135,2328,2828,2815,2441,2112,1763,962,374,19767
POA5170,178,139,116,137,178,209,148,41,23,1168
POA5171,1023,621,440,691,886,896,853,603,210,6223
POA5172,715,451,304,471,631,644,545,262,70,4085
POA5173,2670,1502,1392,1711,1652,1590,1432,753,245,12953
POA5174,515,321,339,358,432,440,357,132,20,2922
POA5201,448,199,282,300,298,366,231,82,22,2230
POA5202,206,104,104,115,122,137,82,50,8,926
POA5203,164,104,75,110,178,214,243,142,73,1300
POA5204,381,201,177,255,366,663,880,349,90,3364
POA5210,373,220,168,241,264,251,223,64,4,1813
POA5211,2101,1177,1069,1333,1645,2424,3550,2389,922,16613
POA5212,264,137,147,176,202,326,417,377,158,2211
POA5213,206,126,103,147,185,219,199,80,14,1274
POA5214,976,575,550,697,930,1443,2268,1429,445,9322
POA5220,27,7,22,16,18,25,18,7,7,148
POA5221,29,19,24,23,35,72,97,47,4,354
POA5222,87,37,48,76,85,165,126,74,19,734
POA5223,638,293,413,408,477,632,574,270,86,3799
POA5231,217,144,118,124,216,220,132,71,17,1271
POA5232,49,56,23,24,67,104,49,20,5,405
POA5233,229,183,142,146,214,231,176,89,64,1479
POA5234,271,169,129,138,198,204,140,66,18,1335
POA5235,445,262,202,285,421,407,385,165,42,2616
POA5236,63,28,49,36,54,68,36,14,9,353
POA5237,45,36,35,34,61,67,57,12,0,349
POA5238,564,330,303,314,535,779,958,508,145,4434
POA5240,85,60,48,73,65,76,59,32,3,510
POA5241,463,244,282,289,313,363,257,185,76,2467
POA5242,317,197,158,207,257,209,227,106,52,1717
POA5243,143,85,78,94,119,144,116,49,12,836
POA5244,713,510,407,481,631,666,504,291,98,4308
POA5245,497,335,196,359,452,451,467,303,196,3257
POA5250,775,450,332,460,555,467,373,188,44,3652
POA5251,3784,2372,2722,2497,2346,1889,1816,1046,394,18870
POA5252,1463,772,886,892,953,812,606,208,45,6633
POA5253,3219,2138,2372,2128,2315,2521,2230,1527,580,19038
POA5254,444,277,263,262,342,429,295,110,36,2465
POA5255,1726,1103,918,1012,1354,1412,1384,818,242,9968
POA5256,173,106,126,105,187,325,352,121,27,1526
POA5259,197,83,145,91,143,217,144,89,10,1111
POA5260,267,207,175,164,224,290,248,175,52,1801
POA5261,57,32,31,37,47,62,26,24,7,321
POA5262,101,32,46,58,71,67,65,13,7,455
POA5263,16,12,11,13,24,27,19,11,0,133
POA5264,187,91,137,112,113,211,208,146,54,1261
POA5265,64,33,45,52,47,81,67,30,7,419
POA5266,126,52,97,81,63,82,62,28,24,611
POA5267,384,214,246,255,277,292,220,99,50,2027
POA5268,641,416,477,467,506,427,363,249,117,3662
POA5269,56,34,35,42,40,43,26,10,0,292
POA5270,116,57,68,52,86,103,79,36,7,609
POA5271,1413,755,960,1011,931,966,816,527,206,7589
POA5272,161,84,90,104,103,153,114,41,14,871
POA5273,26,8,19,15,17,19,6,3,0,113
POA5275,319,215,203,223,258,364,416,221,86,2296
POA5276,200,84,121,146,170,259,267,151,24,1419
POA5277,479,256,273,303,414,433,371,202,54,2795
POA5278,82,53,42,51,86,93,78,27,4,509
POA5279,101,55,33,61,83,91,95,33,8,558
POA5280,1145,779,631,736,964,1178,1087,583,240,7335
POA5290,4553,3004,3212,2877,3141,3203,2809,1771,794,25371
POA5291,1841,1079,1017,1338,1489,1471,1169,427,132,9961
POA5301,87,40,38,52,63,105,78,30,3,495
POA5302,154,76,91,98,118,118,98,72,32,852
POA5303,30,9,23,20,19,22,11,12,0,152
POA5304,124,80,119,121,92,138,105,49,26,849
POA5306,8,4,3,6,6,22,11,4,0,69
POA5307,99,34,57,39,51,93,90,53,34,548
POA5308,27,14,7,21,23,24,11,4,3,133
POA5309,19,18,13,14,24,14,17,8,0,130
POA5310,9,0,0,4,7,0,3,0,0,30
POA5311,62,48,50,28,65,63,59,20,4,394
POA5320,95,48,50,56,79,161,162,71,18,738
POA5321,43,33,65,105,89,109,94,21,3,574
POA5322,146,86,80,97,152,150,150,75,12,938
POA5330,561,305,327,338,388,457,584,293,141,3387
POA5331,45,18,23,26,56,49,50,33,6,306
POA5332,57,25,29,46,53,83,55,32,7,380
POA5333,1116,596,663,620,774,797,784,505,220,6081
POA5340,228,169,206,161,190,212,205,89,13,1481
POA5341,1308,855,1008,876,1022,1126,1046,552,250,8041
POA5342,168,142,112,108,175,213,128,52,9,1094
POA5343,791,594,595,548,646,684,686,344,172,5071
POA5344,129,109,84,81,121,162,108,68,16,875
POA5345,590,331,386,373,432,487,560,287,157,3612
POA5346,59,33,25,38,47,82,55,32,6,375
POA5350,104,73,44,59,86,101,42,21,0,535
POA5351,1186,659,604,766,878,902,697,289,97,6077
POA5352,873,455,444,606,709,751,779,462,228,5310
POA5353,675,356,327,446,540,643,558,249,71,3862
POA5354,30,22,25,26,62,102,90,47,8,407
POA5355,1407,917,835,998,1039,1015,1074,631,256,8164
POA5356,136,83,76,102,110,142,94,36,4,782
POA5357,68,22,31,35,55,94,108,39,7,467
POA5360,242,134,122,145,193,205,119,37,16,1220
POA5371,258,195,128,161,216,179,95,49,15,1294
POA5372,650,324,376,333,309,302,222,82,44,2638
POA5373,559,317,307,348,401,578,496,290,90,3378
POA5374,233,146,144,129,185,262,236,125,38,1488
POA5381,48,30,14,35,42,68,50,22,7,329
POA5400,212,241,130,135,131,143,71,21,7,1091
POA5401,147,88,71,101,96,135,100,42,34,824
POA5410,63,35,30,28,40,59,32,12,3,300
POA5411,67,40,25,33,42,58,44,23,6,327
POA5412,154,97,76,81,128,198,216,144,62,1166
POA5413,123,69,73,78,100,156,121,70,14,808
POA5414,18,10,11,11,12,22,27,8,0,134
POA5415,31,17,18,26,44,42,49,16,4,238
POA5416,30,18,15,22,26,38,34,4,0,200
POA5417,243,120,109,148,184,312,272,140,38,1559
POA5418,23,9,14,11,15,22,15,5,0,124
POA5419,52,12,25,27,32,42,21,14,11,237
POA5420,11,6,11,7,10,12,6,9,0,71
POA5421,8,10,17,7,21,27,27,4,4,116
POA5422,218,134,119,166,222,321,336,162,45,1706
POA5431,131,63,70,80,104,163,148,67,51,876
POA5432,40,8,18,23,24,32,42,9,0,192
POA5433,180,113,124,101,147,229,261,132,34,1320
POA5434,71,42,73,72,117,177,243,63,14,861
POA5440,21,28,31,25,40,53,34,16,3,236
POA5451,87,50,48,64,102,136,128,56,12,694
POA5452,93,35,45,59,65,74,58,22,9,459
POA5453,918,458,550,597,682,731,715,393,150,5195
POA5454,80,26,33,56,41,50,59,24,8,363
POA5455,6,0,8,5,5,10,0,0,0,42
POA5460,154,82,71,85,101,108,93,47,4,735
POA5461,500,275,268,229,334,317,328,202,113,2569
POA5462,96,67,56,57,49,80,60,34,3,495
POA5464,114,40,54,67,75,88,77,34,3,559
POA5470,18,15,13,11,17,38,18,19,3,142
POA5471,15,5,0,6,12,20,9,7,0,75
POA5472,23,12,6,18,33,33,41,17,0,179
POA5473,122,73,62,61,88,118,131,60,10,725
POA5480,171,68,75,85,106,126,144,88,30,880
POA5481,45,30,30,37,61,124,108,48,10,496
POA5482,83,35,35,49,54,85,61,57,38,491
POA5483,66,27,33,53,53,70,74,34,13,419
POA5485,130,61,63,67,81,142,134,60,16,747
POA5490,38,12,7,21,14,40,4,17,0,161
POA5491,320,157,179,184,199,273,236,162,81,1792
POA5493,3,12,0,4,8,15,11,7,0,64
POA5495,57,35,52,37,73,152,155,71,10,642
POA5501,1545,935,1000,965,1243,1214,742,299,68,8015
POA5502,298,194,218,199,205,247,167,102,27,1661
POA5510,13,12,9,6,12,24,18,6,0,107
POA5520,99,34,48,53,68,97,93,46,14,550
POA5521,22,16,5,21,15,28,16,12,4,142
POA5522,188,81,99,91,148,276,339,226,90,1527
POA5523,381,138,191,201,221,299,287,165,72,1949
POA5540,2626,1879,1717,1529,1986,2120,1800,1171,445,15274
POA5550,173,105,113,111,138,144,119,57,10,972
POA5552,84,29,36,48,45,51,38,16,3,347
POA5554,929,575,567,571,649,728,659,425,181,5281
POA5555,77,26,41,33,61,100,103,48,8,504
POA5556,579,333,314,404,506,781,869,492,132,4418
POA5558,641,326,396,365,563,870,1137,667,198,5153
POA5560,87,36,26,47,61,70,74,38,7,449
POA5570,73,29,34,47,59,111,167,67,10,591
POA5571,219,111,140,160,169,353,482,266,92,1995
POA5572,21,12,17,14,19,28,17,6,0,145
POA5573,376,166,181,210,259,368,325,227,81,2204
POA5575,350,164,190,203,250,451,489,264,91,2456
POA5576,155,90,73,92,125,191,228,96,30,1073
POA5577,74,47,58,64,68,113,105,50,14,591
POA5580,63,24,24,37,40,73,57,32,16,367
POA5581,42,20,32,33,53,138,184,78,36,616
POA5582,78,13,47,39,54,111,126,101,21,579
POA5583,91,48,50,63,86,167,211,110,26,859
POA5600,996,601,734,719,941,1000,678,432,183,6286
POA5601,0,3,3,0,10,23,26,7,0,83
POA5602,221,90,146,140,165,215,238,101,29,1346
POA5603,86,28,48,37,47,87,76,19,10,430
POA5604,24,9,16,10,26,50,40,22,4,199
POA5605,267,133,140,166,214,289,362,240,112,1915
POA5606,2590,1623,1807,1616,1771,1901,1615,957,429,14300
POA5607,1086,407,492,709,751,872,779,268,40,5396
POA5608,2369,1613,1732,1402,1797,1865,1294,877,245,13195
POA5609,448,244,319,272,261,174,109,86,17,1928
POA5611,16,11,3,11,28,19,24,13,0,124
POA5630,24,18,15,17,28,23,13,8,0,130
POA5631,231,105,108,117,143,115,114,71,38,1047
POA5632,72,24,28,18,31,36,7,9,0,220
POA5633,62,23,35,20,28,52,28,14,6,263
POA5640,189,83,110,110,122,153,136,100,46,1044
POA5641,216,67,103,122,114,149,113,80,37,1006
POA5642,42,33,15,22,40,43,25,8,0,230
POA5650,40,24,17,21,27,18,10,0,3,169
POA5651,5,7,3,0,15,20,10,0,0,60
POA5652,140,46,74,91,76,103,95,43,33,694
POA5653,16,7,0,6,9,18,3,0,0,67
POA5654,48,14,19,27,40,43,19,18,6,233
POA5655,27,3,9,13,13,10,14,6,0,98
POA5660,8,5,6,4,3,7,0,0,0,34
POA5661,38,7,12,17,17,15,14,11,0,139
POA5670,106,37,31,78,53,105,91,39,8,550
POA5671,29,13,19,20,26,38,31,13,0,206
POA5680,358,135,200,217,274,402,445,129,65,2223
POA5690,840,450,606,503,661,656,542,198,47,4506
POA5700,2064,1265,1622,1264,1441,1655,1282,735,233,11563
POA5701,6,4,5,7,3,18,14,7,0,70
POA5710,512,286,536,434,316,306,237,101,26,2750
POA5713,9,5,0,0,4,3,0,0,0,28
POA5715,8,5,3,3,3,9,0,0,0,38
POA5717,3,6,9,6,12,36,20,0,0,90
POA5719,3,21,12,14,7,17,18,3,0,103
POA5720,23,91,237,157,172,128,36,5,3,858
POA5722,27,22,17,22,32,63,64,26,10,272
POA5723,263,219,483,371,344,491,441,245,32,2880
POA5724,12,7,28,21,22,47,39,7,0,189
POA5725,997,639,1725,1404,1087,744,113,20,3,6740
POA5730,20,19,19,15,21,53,33,12,0,195
POA5731,37,56,121,187,224,209,76,15,3,919
POA5732,26,31,45,47,82,113,73,11,0,424
POA5733,28,18,38,25,43,63,44,27,4,281
POA5734,25,16,20,8,18,35,32,0,0,153
POA5950,0,0,3,9,6,23,4,0,0,44
POA6000,975,2063,4917,2845,1737,1406,886,359,138,15331
POA6003,285,420,1279,650,374,323,208,80,22,3638
POA6004,939,1287,3600,2285,1499,1424,1001,371,108,12511
POA6005,482,603,1896,1152,655,603,427,262,114,6196
POA6006,1476,990,1652,1508,1232,1118,723,400,247,9349
POA6007,1082,801,1737,1263,1003,754,646,300,224,7809
POA6008,2723,1690,2445,2327,2054,1928,1828,1046,344,16385
POA6009,3265,4154,2127,2167,2290,2031,2047,1367,586,20039
POA6010,3225,2531,1831,1983,2524,2156,1949,1459,735,18392
POA6011,1503,1297,922,902,1263,1218,1027,619,245,8996
POA6012,1539,1177,968,1110,1305,1078,929,566,218,8894
POA6014,4364,2528,2538,3188,3004,2364,1789,1115,696,21572
POA6015,1214,968,368,561,1075,962,606,556,303,6617
POA6016,2205,1098,1695,1920,1492,1046,685,304,167,10602
POA6017,498,415,1331,824,416,362,306,177,67,4387
POA6018,7752,4562,5523,6225,5453,4265,3497,2595,1372,41253
POA6019,3956,2459,4338,3813,3147,2416,1777,1129,438,23461
POA6020,4223,2402,1535,2712,3033,2811,3049,1507,487,21763
POA6021,3418,2162,2892,3066,2660,2389,2072,1471,643,20764
POA6022,1022,495,647,729,629,507,638,343,78,5087
POA6023,3456,1686,1152,2215,2244,1697,1851,982,318,15594
POA6024,2615,1445,1528,1951,1757,1366,1668,838,180,13344
POA6025,6021,3503,3590,4239,4103,3851,3445,1507,443,30702
POA6026,4146,2593,1758,2934,2899,3225,2791,1168,741,22260
POA6027,7516,5311,5112,5686,5622,5759,4354,1890,767,42019
POA6028,4382,3411,2143,2722,4004,3493,1812,693,195,22863
POA6029,522,377,200,334,408,343,308,189,72,2751
POA6030,8016,5560,5099,5143,5713,4531,2772,1856,772,39485
POA6031,4690,2499,2875,2974,2394,1574,842,298,56,18202
POA6032,28,24,15,18,35,45,18,6,0,183
POA6033,78,50,50,52,65,71,43,9,6,435
POA6034,1033,419,821,541,355,206,143,47,0,3562
POA6035,2743,1138,1387,1468,1328,1046,832,464,146,10555
POA6036,3982,2648,2347,2468,2529,1548,944,391,78,16937
POA6037,864,356,403,438,530,469,356,177,30,3615
POA6038,2707,1151,1921,1649,1170,664,401,146,37,9853
POA6041,234,146,130,150,223,213,264,129,25,1520
POA6042,8,3,6,5,12,18,42,9,0,105
POA6043,10,16,17,3,37,55,63,28,3,220
POA6044,120,88,157,105,157,218,242,118,33,1239
POA6050,2223,1944,2303,2079,1984,1802,1491,1009,708,15545
POA6051,1720,1306,3059,2378,1518,1207,1033,440,120,12783
POA6052,2000,1263,1555,1789,1556,1397,990,493,236,11276
POA6053,2617,1456,2277,2349,2040,1718,1300,737,431,14916
POA6054,3735,2234,2839,2961,2737,2576,2001,1055,404,20546
POA6055,7706,3354,6296,5619,3435,2611,1688,749,238,31684
POA6056,7018,5014,5497,5169,5401,5179,4153,2459,990,40876
POA6057,3118,1955,2142,2127,2071,2047,1510,890,306,16164
POA6058,2491,1469,1798,1900,1591,1462,1340,649,262,12958
POA6059,3713,2772,2916,3052,3249,2999,2473,1821,790,23783
POA6060,3546,2337,5339,4220,2947,2570,1974,1216,757,24906
POA6061,8065,4851,8302,6646,4319,3858,2879,1524,534,40984
POA6062,5500,3804,4998,4622,4079,3899,3535,2224,855,33507
POA6063,3161,2007,2006,2145,1863,1793,1199,451,131,14751
POA6064,5914,4113,4088,4074,3905,3737,2862,1456,490,30643
POA6065,15415,8484,8725,10725,9043,6377,4631,2498,910,66815
POA6066,3540,2591,2305,2182,2425,2702,1498,652,190,18092
POA6067,21,6,23,18,6,9,0,0,0,83
POA6068,0,0,0,0,0,4,0,0,0,10
POA6069,11700,5867,6482,7140,5688,3881,2493,1334,439,45014
POA6070,750,373,226,474,549,504,426,237,51,3589
POA6071,585,374,260,360,524,501,426,201,56,3290
POA6072,133,100,74,94,119,132,95,43,14,796
POA6073,494,306,237,305,437,456,419,290,136,3077
POA6074,168,102,91,104,141,143,141,58,17,951
POA6076,3939,2513,1481,2393,3089,2848,2823,1872,666,21616
POA6077,187,211,93,120,178,285,282,186,35,1584
POA6078,165,130,69,106,114,151,130,43,5,916
POA6079,4,0,0,0,3,6,9,5,0,34
POA6081,931,576,439,573,733,722,501,225,53,4754
POA6082,675,372,353,422,444,484,337,156,30,3269
POA6083,531,408,216,348,640,615,387,176,43,3360
POA6084,1752,1164,944,1040,1354,1219,815,323,67,8681
POA6090,0,0,9,5,3,0,4,0,0,22
POA6100,2154,1981,3436,2766,1976,1851,1295,508,179,16148
POA6101,2709,2025,3616,2812,2119,1647,1230,560,234,16965
POA6102,1628,2675,3272,1756,1127,927,833,861,737,13817
POA6103,1483,1219,2728,1788,1180,1121,749,380,129,10778
POA6104,2343,1703,2687,2263,1967,1758,1319,712,417,15171
POA6105,2912,1998,2963,2441,1843,1538,1145,702,322,15848
POA6106,0,0,0,0,7,4,3,0,0,24
POA6107,9635,6390,9649,7866,5092,4111,2892,1519,565,47725
POA6108,4611,2870,2920,3268,2933,2741,2391,1205,335,23286
POA6109,2726,1636,1908,2022,1546,1297,1051,578,213,12968
POA6110,9932,5622,5816,6812,5543,4356,3362,1837,799,44079
POA6111,4318,2732,2690,2986,3067,3003,2631,1215,374,23009
POA6112,17703,7859,11031,12092,7587,6021,4249,2057,650,69250
POA6121,593,422,235,354,484,496,308,112,23,3033
POA6122,6005,2386,3567,3336,2298,1732,1107,463,141,21031
POA6123,548,270,390,255,246,229,157,52,21,2165
POA6124,272,106,103,150,190,188,93,66,18,1177
POA6125,575,412,346,433,606,522,366,215,47,3516
POA6126,39,23,11,30,36,52,41,19,3,258
POA6147,2748,1715,2114,2218,1766,1710,1509,764,210,14760
POA6148,3507,2424,1654,2564,2495,2107,1937,1306,574,18565
POA6149,3442,2101,1629,2448,2303,2325,2559,1157,507,18476
POA6150,2069,2074,1316,1517,1651,1686,1769,1112,604,13792
POA6151,2450,2237,2432,2250,2242,2149,1925,915,293,16899
POA6152,3838,3720,3932,3383,2901,2859,2675,1551,941,25793
POA6153,3712,2535,2165,2866,2788,2697,2426,1293,515,21000
POA6154,1938,1265,928,1383,1430,1158,959,759,567,10390
POA6155,10919,7635,5657,8222,7644,5825,4451,1889,646,52891
POA6156,3471,2287,1917,2258,2610,2080,1506,1063,639,17839
POA6157,2433,1524,1734,1908,1935,1694,1462,861,436,13985
POA6158,1362,895,710,893,1156,1046,813,463,259,7605
POA6159,458,365,463,490,447,601,513,300,111,3745
POA6160,1011,1076,1682,1359,1364,1325,1064,531,202,9612
POA6161,24,44,74,52,37,81,60,35,3,415
POA6162,1912,1137,1384,1605,1692,1638,1317,667,316,11678
POA6163,8437,6079,7604,7211,6832,6822,5584,3324,1451,53341
POA6164,14625,8129,10320,11011,8513,5889,3800,1611,565,64451
POA6165,4,12,7,10,13,9,4,3,0,75
POA6166,1926,1158,1173,1429,1465,1460,1176,615,182,10581
POA6167,5893,3418,4354,4485,3557,2762,1979,1034,362,27851
POA6168,3495,2921,3122,2686,3054,3458,3121,1997,805,24662
POA6169,6734,3908,3925,4066,4430,4752,3372,2017,756,33961
POA6170,4475,2125,3138,2987,1902,1221,656,254,48,16812
POA6171,10082,4445,6054,5699,4115,2752,1912,1035,166,36249
POA6172,2980,1836,1551,1576,1880,1546,891,498,213,12968
POA6173,3103,1809,1199,1855,1984,1131,507,222,51,11860
POA6174,1428,837,848,821,692,440,254,120,20,5465
POA6175,979,522,454,536,561,402,233,103,31,3817
POA6176,550,245,406,245,219,185,130,43,15,2023
POA6180,1727,802,955,943,716,500,481,317,43,6492
POA6181,73,63,31,54,90,74,45,16,6,451
POA6182,0,0,0,0,0,0,0,0,0,0
POA6207,286,115,131,169,175,173,107,38,10,1194
POA6208,2401,1284,1249,1316,1401,1569,1663,1056,326,12250
POA6209,245,223,153,166,258,306,329,180,40,1911
POA6210,12365,7612,7021,7494,8564,9508,9829,6510,2551,71463
POA6211,1602,775,713,921,994,1044,1210,580,76,7910
POA6213,117,52,61,71,109,112,103,38,18,672
POA6214,138,88,47,90,95,94,89,28,4,675
POA6215,690,409,351,475,575,637,565,289,98,4096
POA6218,109,59,53,54,56,87,73,17,12,516
POA6219,98,68,51,63,98,106,66,28,12,591
POA6220,747,386,530,506,555,542,527,341,146,4289
POA6221,30,160,27,30,52,58,30,14,6,401
POA6223,27,15,10,18,32,25,10,10,0,150
POA6224,227,158,124,132,178,162,151,78,18,1230
POA6225,1622,939,917,1030,1183,1316,1170,570,181,8923
POA6226,207,105,82,121,136,132,87,22,0,892
POA6227,199,75,69,125,100,93,68,35,4,766
POA6228,23,17,3,12,22,21,28,10,3,143
POA6229,7,4,7,15,26,39,51,21,4,170
POA6230,8262,5175,5488,5667,5968,5551,4429,2416,1020,43978
POA6232,2382,1190,1488,1469,1271,1163,967,675,314,10917
POA6233,4513,2199,2230,2697,2451,2406,1894,884,202,19478
POA6236,377,213,184,224,346,360,267,117,33,2118
POA6237,509,241,182,321,359,432,340,119,28,2534
POA6239,831,434,391,499,598,674,610,323,105,4470
POA6240,17,9,7,15,16,39,33,22,0,166
POA6243,13,15,3,11,6,13,18,9,4,89
POA6244,302,100,119,173,197,258,199,140,26,1525
POA6251,50,22,20,30,46,57,45,16,0,288
POA6252,20,6,16,17,18,32,21,17,0,138
POA6253,78,47,44,63,73,119,169,63,13,666
POA6254,79,49,63,82,91,128,67,41,10,615
POA6255,728,322,327,424,565,702,776,348,95,4276
POA6256,89,36,31,50,58,78,52,31,4,426
POA6258,1130,697,661,692,821,996,747,402,142,6289
POA6260,224,139,185,194,226,265,207,89,44,1569
POA6262,99,43,47,64,112,140,109,54,9,682
POA6271,663,344,305,385,500,468,398,183,43,3280
POA6275,205,82,94,182,171,277,317,145,26,1503
POA6280,5659,2923,2874,3579,3944,3927,3942,2243,912,30013
POA6281,1778,621,785,1243,1110,1023,1102,508,108,8272
POA6282,305,117,152,213,285,316,296,89,18,1788
POA6284,708,188,249,521,402,323,211,82,34,2710
POA6285,2233,885,1253,1664,1574,1343,1037,374,132,10496
POA6286,161,50,98,141,98,147,88,37,7,825
POA6288,96,49,62,76,106,87,76,32,3,585
POA6290,181,79,95,149,207,343,440,220,104,1815
POA6302,494,220,256,336,386,620,657,372,106,3450
POA6304,200,100,113,146,203,276,327,163,50,1585
POA6306,168,63,82,105,138,135,124,92,41,945
POA6308,237,123,125,146,208,258,232,139,33,1499
POA6309,39,29,21,24,47,43,47,21,7,276
POA6311,101,42,59,45,84,114,91,44,10,589
POA6312,801,636,522,509,566,604,508,300,159,4591
POA6313,47,19,18,25,38,41,25,20,0,234
POA6315,305,143,175,197,208,282,270,143,48,1779
POA6316,85,31,39,41,46,66,51,16,0,374
POA6317,786,509,539,480,487,528,428,226,94,4082
POA6318,110,28,50,71,64,75,60,22,4,483
POA6320,115,54,58,58,63,100,41,31,11,530
POA6321,100,37,35,57,61,78,57,38,4,465
POA6322,44,22,16,27,33,32,42,23,0,236
POA6323,171,80,57,88,143,178,195,92,7,1025
POA6324,638,342,341,417,509,571,499,207,101,3634
POA6326,78,50,52,46,65,88,80,24,8,492
POA6327,63,16,26,32,47,31,33,13,5,267
POA6328,79,40,69,50,40,71,40,21,0,419
POA6330,6652,4137,4055,4130,4800,5188,4512,2741,1139,37345
POA6333,1099,523,435,727,823,1025,1002,538,160,6328
POA6335,164,68,115,105,81,109,90,25,12,758
POA6336,72,23,51,38,48,54,35,7,0,323
