POA_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA2196,19,49,105,100,98,76,23,3,0,471,29,103,201,142,155,113,29,0,0,765,485,1314,2827,2388,2219,1582,322,31,0,11165
POA2197,4,7,27,26,24,29,8,0,0,129,10,20,45,48,33,23,13,0,0,196,149,311,676,663,578,456,112,13,0,2951
POA2198,7,10,32,43,36,26,8,4,0,155,9,17,47,55,42,14,7,0,0,198,180,326,673,776,758,450,156,27,0,3347
POA2199,11,12,56,48,60,30,11,0,0,226,13,54,99,88,73,70,22,0,0,414,242,699,1525,1278,1174,979,254,24,0,6175
POA2200,16,74,195,158,136,78,26,3,0,683,32,117,351,262,192,162,39,4,0,1164,523,1736,4321,3510,2805,2098,516,37,0,15540
POA2203,4,16,59,64,59,37,7,0,0,252,5,16,81,80,45,27,8,5,0,265,178,510,2186,1981,1615,1036,203,13,4,7719
POA2204,9,39,154,104,113,64,12,0,0,505,4,52,211,157,109,46,25,4,0,607,302,1066,4679,3514,2690,1532,363,29,3,14182
POA2205,9,33,141,67,45,37,5,3,0,340,12,81,357,154,69,37,6,0,0,732,231,1324,5895,3071,1454,881,194,10,4,13062
POA2206,5,25,59,98,95,72,19,6,0,378,15,27,75,81,107,54,22,3,0,396,330,694,1456,1937,2328,1484,376,43,3,8648
POA2207,17,35,75,96,96,67,15,0,0,404,15,37,124,139,120,85,41,5,0,569,465,1103,2526,2892,2649,1962,510,32,4,12136
POA2208,3,17,27,48,56,35,7,0,0,195,6,29,59,68,71,61,6,3,0,295,205,470,1015,1277,1318,848,226,23,4,5385
POA2209,13,19,50,74,52,42,8,5,0,249,6,22,82,83,78,52,14,0,3,344,203,583,1538,1553,1316,1071,245,24,0,6534
POA2210,18,51,71,118,127,108,25,4,0,521,15,62,172,160,150,116,37,0,0,707,561,1309,2919,3063,2968,2246,567,75,0,13702
POA2211,9,34,57,55,63,38,12,3,0,275,8,47,76,91,88,53,12,3,0,373,326,719,1581,1713,1645,1374,289,35,0,7677
POA2212,13,21,55,56,43,50,11,0,0,252,4,34,96,91,68,51,28,0,0,360,304,652,1586,1720,1519,1116,266,11,0,7172
POA2213,16,33,76,62,56,54,18,5,0,312,19,35,121,124,103,84,18,3,0,502,502,918,2046,2483,2403,1728,366,40,0,10496
POA2214,4,0,17,13,22,10,7,0,0,83,5,10,17,21,14,8,4,0,0,78,121,151,342,406,438,268,86,13,0,1829
POA2216,3,29,106,108,94,77,16,3,0,434,14,87,239,166,111,79,22,0,0,722,326,1382,3958,3223,2315,1623,446,55,4,13334
POA2217,12,27,106,96,79,60,24,0,0,401,13,64,187,165,116,81,22,0,0,651,332,1245,3871,3223,2601,1848,450,56,4,13632
POA2218,0,28,55,41,41,39,13,0,0,221,7,35,105,93,63,54,20,3,0,382,224,792,2113,1724,1407,1126,273,25,0,7672
POA2219,3,9,54,44,42,42,11,5,0,214,12,22,60,58,61,50,16,6,0,279,248,419,1147,1365,1499,1119,340,35,3,6176
POA2220,12,47,101,84,69,81,17,3,0,419,7,146,344,198,138,104,24,0,0,962,333,2305,5379,3099,2229,1848,423,35,3,15645
POA2221,8,21,32,40,63,64,11,5,0,241,7,34,54,86,80,63,17,3,5,356,349,761,1287,1541,1816,1448,414,71,3,7695
POA2222,5,21,46,36,37,31,6,0,0,185,0,19,63,69,46,43,14,0,0,267,173,616,1549,1324,1161,923,240,24,6,5999
POA2223,12,21,72,62,83,67,17,3,0,344,5,39,87,103,83,54,22,8,0,410,434,907,2038,2491,2346,1711,470,51,5,10437
POA2224,9,24,51,53,63,52,10,4,0,261,7,27,58,64,68,53,16,3,3,305,345,546,1036,1386,1614,1143,382,88,8,6550
POA2225,0,5,16,15,25,16,12,5,0,86,0,6,8,19,35,19,7,0,0,105,187,224,315,663,809,438,159,19,0,2810
POA2226,18,16,36,35,51,40,11,6,0,200,3,14,34,65,43,21,7,6,0,197,362,502,1103,1623,1655,1005,259,28,0,6527
POA2227,14,19,64,58,62,54,9,5,0,282,17,24,43,76,63,34,16,0,0,284,500,675,1339,1809,1951,1252,327,33,0,7883
POA2228,19,27,90,94,61,49,16,8,0,360,13,34,114,109,80,58,11,3,0,427,463,859,2275,2430,2169,1455,440,70,12,10165
POA2229,39,43,129,111,111,89,26,6,0,568,28,60,124,152,145,99,32,10,5,650,827,1376,3000,3396,3461,2481,746,110,15,15409
POA2230,30,53,169,89,109,102,33,4,0,583,22,60,161,131,140,94,51,12,8,681,736,1492,3894,3086,3335,2935,977,129,14,16597
POA2231,5,3,14,17,6,7,0,0,0,59,3,5,9,16,15,10,0,0,0,63,81,89,194,300,292,197,56,3,0,1206
POA2232,40,62,167,143,155,100,27,7,0,694,26,40,163,155,119,112,24,12,0,644,833,1573,4149,4350,4012,2635,643,94,4,18292
POA2233,51,70,117,139,152,94,17,6,0,650,26,39,76,118,132,70,21,3,0,493,1052,1345,2377,3683,3675,2340,567,62,3,15110
POA2234,40,60,102,126,144,119,24,5,0,620,25,49,111,104,110,98,53,4,0,550,979,1567,2557,3080,3516,3274,916,64,3,15954
POA2250,43,125,255,266,263,228,74,9,0,1262,58,113,269,287,271,202,61,26,3,1301,1981,2922,6780,7056,6953,5483,1504,205,24,32911
POA2251,34,45,78,126,136,119,39,0,0,575,34,48,84,119,159,75,31,8,3,559,1146,1183,2118,3156,3704,2993,812,85,10,15214
POA2256,3,20,55,59,49,27,6,0,0,225,8,30,48,49,50,47,20,8,0,265,336,495,1159,1362,1441,1240,313,55,4,6410
POA2257,15,43,67,116,82,76,11,0,0,417,23,39,106,116,111,92,29,10,0,523,658,947,1944,2798,2841,2388,660,82,13,12327
POA2258,9,20,16,28,30,24,3,0,0,132,5,9,21,23,32,17,3,0,0,113,191,238,464,548,580,507,132,6,0,2672
POA2259,82,122,296,247,260,179,48,6,0,1242,75,121,239,242,232,179,44,19,5,1158,2145,2763,5515,5953,6425,4500,951,123,4,28387
POA2260,17,34,72,82,88,68,22,3,0,386,29,26,77,117,116,60,27,6,0,467,895,1034,1962,2704,3093,2141,626,91,0,12541
POA2261,43,92,222,203,199,144,34,8,0,945,38,93,197,189,185,164,52,17,8,938,1491,2052,4843,5131,4896,4199,1054,108,9,23792
POA2262,21,39,102,68,79,44,7,0,0,367,24,52,91,70,75,60,13,5,0,389,555,832,2023,1667,1788,1425,279,32,3,8601
POA2263,14,38,77,58,61,57,9,0,0,316,16,38,93,78,94,63,20,4,0,404,534,877,2011,1829,1826,1588,410,31,6,9094
POA2264,19,25,59,57,80,47,17,5,0,304,13,26,65,64,62,32,12,5,0,277,390,623,1269,1204,1358,1178,321,45,0,6383
POA2265,3,13,40,38,38,15,10,0,0,164,5,11,24,22,28,25,6,0,0,121,193,270,780,666,652,533,153,21,4,3264
POA2267,0,5,6,5,10,6,4,0,0,44,3,5,11,4,8,12,0,3,0,44,68,78,165,243,236,251,78,10,0,1127
POA2278,0,7,17,16,17,8,5,0,0,77,7,7,7,11,14,5,3,0,0,53,92,140,271,293,281,231,42,0,0,1355
POA2280,43,60,89,101,115,87,30,4,0,531,27,47,62,101,91,64,19,6,0,412,938,1144,2129,2551,2901,2189,483,59,3,12407
POA2281,16,23,39,46,67,27,18,0,0,234,13,21,39,52,78,40,14,0,0,265,419,546,907,1312,1560,1314,278,31,4,6364
POA2282,15,24,33,65,56,52,12,0,0,270,11,17,39,49,49,42,16,5,0,216,667,633,1040,1718,1903,1373,349,38,0,7732
POA2283,37,48,76,71,93,58,19,3,0,410,24,43,81,87,72,72,25,0,0,394,673,902,1814,1850,2282,1929,522,55,7,10032
POA2284,17,33,57,56,41,38,12,0,0,251,9,19,59,43,42,29,5,0,0,220,346,503,1279,1181,1183,1002,193,25,0,5708
POA2285,54,88,191,147,152,96,18,0,0,752,32,62,134,128,104,69,7,7,0,546,1095,1581,4046,4161,3346,2115,407,39,0,16790
POA2286,5,7,40,22,19,14,0,0,0,111,3,13,20,21,14,10,5,0,0,92,161,213,613,450,445,307,54,3,0,2252
POA2287,42,99,203,179,147,92,16,3,0,791,47,90,184,151,154,86,23,3,4,742,1343,2255,4704,4476,3849,2537,543,53,4,19771
POA2289,21,37,75,79,65,38,22,4,0,345,12,35,65,82,40,34,10,4,0,277,735,1061,2196,2513,2296,1447,282,44,10,10574
POA2290,45,79,155,119,111,92,21,5,0,633,26,38,116,144,117,70,19,6,3,534,1075,1539,3740,3753,3561,2530,565,74,3,16840
POA2291,10,27,40,26,33,32,10,0,0,182,11,26,39,50,40,47,13,5,0,213,521,892,1593,1527,1658,1194,292,41,4,7731
POA2292,4,9,22,10,12,5,0,0,0,53,0,3,14,5,4,4,0,0,0,37,76,195,401,311,247,183,28,4,0,1432
POA2293,4,4,27,7,6,13,0,0,0,69,0,4,24,4,13,13,6,0,0,62,56,278,651,376,308,268,64,12,0,2009
POA2294,0,3,3,3,5,7,0,0,0,26,0,6,8,8,10,6,0,0,0,41,25,114,344,229,173,146,36,4,0,1070
POA2295,8,6,23,31,27,12,5,0,0,114,5,13,21,25,32,14,5,3,0,106,220,246,676,815,673,567,126,14,0,3341
POA2296,0,12,14,15,13,0,4,0,0,49,0,3,10,3,5,4,0,0,0,34,35,159,388,249,216,133,26,3,0,1219
POA2297,0,5,13,0,11,15,0,0,0,47,0,9,10,10,5,0,0,0,0,29,39,114,284,229,189,140,22,0,0,1018
POA2298,3,25,52,30,26,15,9,5,0,167,5,18,57,27,25,30,3,0,0,168,247,723,1526,997,825,600,123,17,4,5071
POA2299,7,28,50,40,37,23,0,6,0,196,10,38,63,27,36,31,3,0,0,209,352,819,1455,1123,974,711,132,16,0,5590
POA2300,12,21,47,27,33,28,12,0,0,176,9,29,67,39,42,14,12,4,0,219,254,1001,2094,1163,1159,933,330,54,5,6986
POA2302,0,4,8,3,3,5,3,0,0,18,0,6,9,5,0,3,0,0,0,22,20,101,304,132,99,113,35,5,0,802
POA2303,9,15,26,24,24,22,10,0,0,124,8,18,34,27,32,27,11,4,0,155,253,677,1017,899,928,711,205,21,0,4713
POA2304,8,38,70,60,41,38,10,0,0,274,7,27,88,53,54,38,10,0,0,276,283,782,2457,1783,1274,970,223,12,0,7782
POA2305,9,20,36,34,48,24,15,0,0,180,14,17,32,46,39,18,8,0,0,172,496,597,1106,1494,1611,1057,285,37,0,6689
POA2306,4,9,13,6,4,11,3,0,0,47,3,3,13,14,12,7,5,0,0,57,56,87,211,165,141,118,28,3,0,805
POA2307,3,13,30,16,11,8,0,0,0,83,0,18,39,16,7,7,5,0,0,90,100,361,712,366,253,241,39,7,0,2079
POA2308,0,4,0,0,0,0,0,0,0,4,11,6,0,0,0,0,0,0,0,18,146,232,9,0,0,0,0,0,0,383
POA2311,3,0,3,8,0,0,0,0,0,15,0,5,0,0,6,0,4,0,0,25,18,18,59,82,78,100,34,13,0,414
POA2312,0,0,0,6,3,10,5,0,0,17,0,3,4,9,3,11,4,0,0,26,49,38,91,116,135,155,29,8,0,621
POA2315,10,23,40,44,53,40,9,0,0,217,16,18,34,39,50,48,12,6,0,220,435,443,852,1107,1417,1299,363,68,0,5982
POA2316,9,3,26,19,26,19,7,0,0,113,9,10,15,15,20,18,10,0,0,91,222,223,376,440,651,588,136,14,0,2651
POA2317,5,9,15,19,20,21,7,0,0,106,0,6,9,12,17,20,17,0,0,83,157,173,331,402,567,562,176,28,3,2389
POA2318,25,31,62,49,56,56,12,0,0,274,11,27,36,53,50,35,3,3,0,227,480,526,1120,1390,1468,1031,245,26,11,6293
POA2319,9,12,18,19,17,20,3,0,0,97,5,3,25,22,37,21,4,0,0,115,147,208,434,461,551,548,119,3,0,2468
POA2320,63,113,238,167,150,78,22,3,0,836,39,88,172,157,134,94,24,9,0,711,1331,1759,4129,4155,3800,2705,647,78,3,18599
POA2321,22,51,130,99,76,53,9,0,0,432,26,52,102,64,79,56,17,6,0,401,591,887,2586,2258,1837,1289,311,37,9,9796
POA2322,33,67,137,98,83,64,11,0,0,495,25,66,113,115,77,51,13,8,0,458,771,1205,3131,2630,2269,1556,300,31,0,11893
POA2323,36,59,130,107,74,75,25,3,0,511,23,48,128,88,79,66,16,4,5,451,845,1183,2584,2508,2564,1976,445,41,7,12153
POA2324,24,41,86,78,85,92,22,5,0,440,42,48,112,81,111,83,28,14,0,519,658,866,1824,1783,2062,2018,519,87,5,9817
POA2325,33,68,146,97,98,63,14,7,0,535,45,55,111,96,98,84,24,5,4,531,821,1152,2596,2465,2599,1901,513,60,11,12108
POA2326,14,14,61,21,24,14,0,0,0,148,6,17,39,29,40,25,10,7,0,170,216,314,710,709,667,535,97,12,0,3260
POA2327,9,18,52,18,19,20,4,0,0,155,17,17,32,33,29,17,7,0,0,145,220,367,838,570,673,418,95,9,0,3181
POA2328,4,6,11,5,9,3,0,0,0,43,3,9,6,15,13,5,0,0,0,54,86,108,233,255,278,223,64,22,0,1272
POA2329,0,0,10,4,5,3,0,0,0,17,8,3,9,7,9,4,3,4,0,41,44,59,157,170,174,163,85,19,3,876
POA2330,44,56,138,83,103,44,7,0,0,475,36,51,76,84,85,49,18,9,0,409,760,928,2360,2174,2250,1577,388,72,8,10512
POA2331,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,189,187,74,9,7,4,3,0,0,478
POA2333,19,32,78,56,40,32,8,0,0,258,17,26,61,36,40,27,12,5,0,227,415,528,1422,1321,1276,964,232,37,3,6200
POA2334,8,13,32,16,20,8,0,0,0,96,0,14,17,17,8,9,5,0,0,68,129,154,435,401,314,185,36,4,0,1658
POA2335,18,30,57,39,33,18,11,0,0,199,11,17,37,35,22,11,6,0,0,147,282,382,995,987,837,534,146,10,4,4173
POA2336,3,14,15,3,7,13,0,0,0,53,0,8,6,3,13,6,0,0,0,38,78,110,250,224,244,246,70,20,5,1245
POA2337,14,18,39,37,20,17,6,0,0,147,9,10,29,23,29,29,12,5,3,148,260,329,861,904,809,694,274,42,9,4182
POA2338,3,0,0,3,0,3,5,0,0,18,0,0,5,4,0,4,8,4,0,25,19,33,78,106,134,133,77,16,0,601
POA2339,0,6,0,0,0,3,0,0,0,9,0,3,4,0,3,7,6,0,0,27,14,28,42,70,64,61,38,17,0,345
POA2340,84,91,222,204,168,152,54,4,4,992,75,101,192,150,148,113,47,25,7,852,1815,2028,5353,4894,4757,3885,1211,188,18,24153
POA2341,0,0,3,6,3,3,4,0,0,24,5,6,4,9,9,5,0,0,0,28,23,33,71,105,108,98,32,5,0,475
POA2342,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,0,12,22,8,27,46,57,42,23,6,0,240
POA2343,6,7,7,7,23,16,10,0,0,80,3,7,12,8,16,16,6,3,0,82,116,125,325,357,441,412,191,28,0,2000
POA2344,0,3,5,6,11,4,0,0,0,23,4,0,3,0,0,0,3,6,0,17,25,32,44,64,90,86,37,10,0,389
POA2345,0,0,4,4,3,0,0,0,0,18,0,4,3,6,13,4,0,0,0,32,17,15,63,74,85,66,28,7,0,360
POA2346,0,8,7,0,9,7,6,0,0,40,3,0,12,10,9,10,0,3,0,53,84,85,211,203,277,243,105,16,4,1219
POA2347,0,0,0,0,6,3,0,0,0,17,6,0,3,4,5,7,0,0,0,34,25,22,100,117,133,184,77,24,0,676
POA2350,24,35,95,65,76,68,18,5,0,385,32,32,75,69,70,38,17,14,0,351,855,1180,2501,2214,2275,2064,657,132,7,11888
POA2352,5,4,11,12,13,10,3,0,0,56,5,3,13,6,15,11,7,3,0,56,102,127,253,278,308,244,79,9,0,1394
POA2353,0,0,3,5,4,3,0,0,0,19,0,0,3,5,8,3,4,0,0,22,31,35,91,98,109,100,36,9,0,517
POA2354,3,0,7,11,3,5,3,0,0,35,5,3,0,9,8,18,0,7,0,56,71,101,231,243,321,363,226,55,3,1621
POA2355,0,0,3,3,4,0,0,0,0,14,0,0,0,4,7,0,4,0,0,16,11,16,35,42,64,45,34,9,0,256
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,9,7,4,0,0,41
POA2357,5,5,11,7,18,4,0,4,0,48,10,3,5,14,13,11,5,0,0,61,80,75,257,240,327,344,152,25,6,1507
POA2358,4,6,12,7,10,10,3,0,0,47,8,0,15,10,11,6,0,0,4,53,87,112,259,304,322,348,133,27,4,1605
POA2359,0,0,0,0,3,3,0,0,0,6,0,0,5,0,6,5,0,0,0,9,6,14,36,36,53,59,23,6,3,237
POA2360,19,31,57,41,49,42,19,3,0,268,10,31,52,47,34,40,17,13,4,259,428,530,1148,1115,1238,1103,369,100,14,6046
POA2361,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,3,0,0,20,10,17,33,47,82,88,42,16,4,342
POA2365,6,8,7,12,11,9,0,0,0,47,8,5,4,11,10,18,9,9,0,64,89,108,225,286,318,334,182,53,13,1603
POA2369,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,0,0,0,0,9,16,18,43,37,64,54,9,0,0,249
POA2370,10,7,36,30,25,30,7,0,0,147,15,15,26,23,19,33,17,4,0,156,218,202,491,489,602,631,281,57,7,2983
POA2371,0,0,3,0,0,4,0,0,0,8,0,0,0,5,5,7,0,0,0,22,18,25,50,53,94,96,45,9,0,388
POA2372,5,0,6,16,18,7,8,5,0,64,16,5,12,7,19,27,13,3,0,110,110,122,251,287,362,454,240,59,6,1879
POA2379,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,14,24,18,38,28,15,11,0,158
POA2380,18,31,67,45,38,41,16,3,0,252,9,16,51,38,23,28,9,5,0,182,307,458,1179,1076,884,877,302,43,0,5132
POA2381,0,0,0,0,6,0,0,0,0,7,0,0,4,4,0,5,4,0,0,28,20,47,123,89,88,117,51,9,3,546
POA2382,0,0,3,0,6,4,0,0,0,17,0,9,4,9,6,4,5,0,0,32,18,55,146,128,166,116,40,12,0,684
POA2386,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,7,19,25,32,29,13,3,3,143
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,28,11,19,19,7,4,0,107
POA2388,4,9,7,12,7,8,0,0,0,49,4,3,11,10,3,15,6,4,0,57,58,79,209,194,192,244,88,14,0,1076
POA2390,14,12,32,47,23,36,12,0,0,181,13,22,39,21,56,31,10,5,0,194,264,354,887,788,820,811,285,38,7,4246
POA2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,11,12,31,41,40,49,30,10,0,228
POA2396,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8,0,0,0,10,9,17,40,51,57,74,35,6,6,299
POA2397,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,6,22,29,19,31,15,0,0,128
POA2398,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,14,17,10,29,24,11,5,0,104
POA2399,0,3,5,0,3,0,3,0,0,18,0,0,7,0,0,6,0,0,0,13,10,18,61,43,49,51,17,7,0,257
POA2400,10,22,44,29,38,26,15,0,0,184,8,11,40,30,39,43,16,11,0,200,195,366,902,748,830,801,317,62,6,4237
POA2401,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,10,17,26,36,35,16,7,0,157
POA2402,0,0,6,4,11,7,0,0,0,30,5,5,3,0,10,6,0,3,0,37,38,50,103,113,146,128,50,18,0,630
POA2403,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,8,15,15,38,63,56,61,32,6,0,292
POA2404,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,8,0,0,0,31,28,39,64,101,125,160,65,24,3,611
POA2405,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,0,0,0,0,8,3,17,36,26,47,28,29,9,4,193
POA2406,0,3,0,0,0,0,0,0,0,9,0,0,5,6,0,3,0,0,0,14,8,30,59,62,74,66,19,0,0,324
POA2408,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,5,21,24,33,25,21,3,0,145
POA2409,0,0,4,0,0,0,0,0,0,13,0,5,5,0,0,0,0,0,0,11,22,17,46,45,51,61,25,5,0,269
POA2410,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,5,22,21,23,26,11,3,0,97
POA2411,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,9,16,16,7,4,0,0,55
POA2415,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,12,30,28,59,47,6,5,0,193
POA2420,6,10,16,15,14,20,7,0,0,87,3,5,3,12,14,18,5,0,0,73,111,139,211,303,400,403,127,41,0,1732
POA2421,6,7,12,3,13,6,0,0,0,46,5,3,9,3,17,14,0,0,0,42,57,67,148,232,244,204,76,16,0,1041
POA2422,3,3,15,6,18,21,0,0,0,71,12,13,22,20,25,21,16,3,4,134,118,99,274,350,483,530,219,57,10,2143
POA2423,0,0,0,9,9,5,0,0,0,32,9,0,10,11,13,16,3,0,0,70,88,52,150,177,309,314,96,22,3,1214
POA2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,10,9,14,27,40,47,17,0,0,169
POA2425,3,8,3,0,6,0,0,0,0,27,6,5,3,5,13,13,3,0,0,46,58,54,121,140,224,187,63,12,0,867
POA2426,0,0,0,0,5,0,3,0,0,9,0,0,5,0,3,0,4,0,0,20,23,13,55,61,72,71,29,4,0,330
POA2427,0,0,3,3,7,6,4,0,0,26,0,4,0,0,6,17,5,0,0,32,47,62,113,148,192,266,72,6,0,907
POA2428,13,27,58,63,90,58,27,4,0,341,25,24,52,80,75,58,36,23,6,379,615,611,1278,1622,1889,1971,668,97,10,8763
POA2429,7,8,27,25,34,25,10,0,0,147,5,10,30,18,31,39,17,0,0,156,208,254,595,621,837,903,313,64,6,3798
POA2430,29,43,91,118,109,95,32,0,0,517,38,46,69,86,123,103,38,4,5,520,977,1012,2331,2406,2903,2793,812,100,13,13335
POA2431,3,10,14,10,13,13,9,0,0,69,4,0,6,15,17,24,10,0,0,68,106,121,314,350,410,546,143,23,5,2019
POA2439,11,8,9,15,16,15,4,0,0,75,6,4,12,7,10,4,10,0,0,47,129,91,209,262,378,333,93,11,6,1515
POA2440,15,22,61,58,58,55,19,0,0,290,21,27,56,74,85,68,29,12,0,373,565,656,1370,1419,1725,1762,531,92,12,8134
POA2441,3,5,12,4,17,16,0,0,0,51,10,3,11,11,18,25,4,3,0,83,104,109,235,294,391,431,144,23,3,1730
POA2443,0,5,15,21,30,30,5,0,0,105,6,3,14,16,25,26,7,9,4,109,152,160,328,428,606,722,208,27,3,2636
POA2444,37,93,152,174,172,145,42,4,0,815,46,73,126,122,135,100,41,22,6,673,1636,1910,3859,4395,4887,3974,1143,154,20,21973
POA2445,6,10,16,30,27,30,3,0,0,120,7,11,6,19,26,16,0,5,0,92,281,215,349,565,799,668,136,20,3,3032
POA2446,24,28,75,63,84,58,9,0,0,349,18,18,42,34,48,50,10,7,6,224,520,481,1101,1179,1446,1220,359,65,4,6368
POA2447,8,10,18,18,15,22,11,0,0,98,13,12,27,23,36,35,16,9,0,166,188,181,461,524,607,674,200,42,4,2885
POA2448,11,4,32,23,19,26,5,4,0,123,9,5,21,25,43,23,8,0,6,139,211,191,471,549,717,773,231,44,5,3198
POA2449,6,0,0,4,3,6,0,0,0,23,6,7,6,4,9,9,6,0,0,42,53,52,101,104,163,178,67,12,0,726
POA2450,50,89,189,177,168,117,33,7,0,834,59,74,166,193,165,138,53,18,5,861,1479,1627,3750,4202,4574,3729,1133,127,16,20624
POA2452,17,20,51,52,63,47,12,0,0,253,15,27,44,60,52,46,11,0,0,263,484,464,1199,1316,1449,1210,285,20,3,6426
POA2453,0,0,6,0,10,7,9,0,0,29,0,3,4,8,14,13,8,4,0,59,30,56,153,165,225,303,143,35,8,1111
POA2454,8,8,19,24,27,14,7,0,0,109,3,12,17,30,30,34,8,0,0,145,205,180,442,618,860,764,239,38,3,3355
POA2455,0,7,11,10,7,13,3,0,0,46,0,3,12,10,9,16,4,4,0,48,53,61,198,186,260,318,107,10,0,1188
POA2456,17,30,73,63,54,40,21,3,0,303,9,25,64,71,51,37,21,0,0,283,439,533,1646,1656,1573,1304,404,35,3,7586
POA2460,29,45,91,81,121,78,25,0,0,472,40,44,91,86,94,89,24,13,0,480,772,943,2100,2087,2486,2358,655,108,9,11521
POA2462,0,4,3,5,9,16,0,0,0,35,0,0,9,6,8,10,6,0,0,43,60,74,121,168,245,233,95,12,4,1006
POA2463,6,4,10,21,32,24,5,0,0,103,11,5,30,25,25,23,16,0,0,127,217,201,433,544,727,734,209,23,0,3082
POA2464,10,9,20,18,26,24,4,0,0,107,10,9,20,23,11,21,13,0,0,116,156,173,424,542,565,636,203,15,0,2719
POA2465,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,14,10,23,24,41,21,10,5,0,151
POA2466,0,0,0,3,4,3,0,0,0,18,0,4,0,3,7,5,3,0,0,27,24,22,48,71,114,153,42,7,0,479
POA2469,3,6,0,4,8,8,3,0,0,30,4,5,5,6,14,18,6,3,0,66,72,70,162,202,294,404,167,29,3,1408
POA2470,20,30,59,38,37,41,12,0,0,244,19,37,49,50,60,41,24,14,3,288,432,609,1094,1090,1248,1102,372,71,14,6038
POA2471,5,5,10,11,4,10,5,0,0,36,6,4,11,10,14,7,8,6,0,63,95,93,171,220,236,225,78,21,4,1147
POA2472,3,6,7,8,11,12,0,0,0,36,3,0,7,9,6,17,3,0,0,47,55,60,139,165,181,185,61,13,0,858
POA2473,5,0,8,7,7,6,0,0,0,25,4,0,7,8,7,7,0,0,0,48,73,81,193,210,278,280,76,3,0,1202
POA2474,3,6,25,14,21,10,0,0,0,81,13,8,12,15,27,36,8,6,0,122,146,143,328,403,544,614,217,25,4,2429
POA2475,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,13,5,5,11,34,22,20,7,0,128
POA2476,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,3,0,6,0,21,12,10,38,34,64,94,49,19,0,333
POA2477,20,33,44,45,46,42,24,0,0,248,18,15,29,34,44,35,22,6,4,200,437,427,910,1099,1333,1266,363,84,12,5918
POA2478,24,45,109,122,116,90,30,10,0,535,36,51,102,124,104,69,30,8,6,526,954,1015,2342,3034,3135,2752,932,102,12,14277
POA2479,3,0,10,19,21,5,3,0,0,68,8,9,32,44,34,22,6,0,0,167,147,142,443,569,645,517,229,42,4,2741
POA2480,49,67,172,146,200,156,50,8,0,846,60,66,157,182,179,144,58,28,0,865,1390,1549,3573,4006,4553,4202,1309,184,23,20790
POA2481,9,7,69,55,45,27,7,6,0,226,14,32,163,125,75,47,29,3,0,485,274,440,1865,1506,1282,1037,451,46,0,6898
POA2482,0,8,15,24,24,22,3,0,0,96,19,4,37,46,41,26,12,7,0,186,182,139,458,560,716,578,215,23,4,2875
