POA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
POA2000,0,0,94,0,0,98,0,0,7,0,0,10,0,0,7,0,0,7,0,0,14,0,0,14,0,0,24,0,0,29,0,0,89,0,0,90,0,0,82,0,0,82,0,4,166,0,0,171,0,0,146,0,0,149,0,4,188,0,0,197,5,24,350,0,0,380,0,5,82,0,0,91,0,46,1256,0,4,1309
POA2007,0,5,15,0,0,19,0,0,9,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,3,7,0,0,11,0,4,22,0,0,26,0,7,28,0,0,28,0,5,56,0,0,67,0,3,56,0,0,60,0,0,65,0,0,69,0,11,40,0,0,53,0,0,18,0,0,18,5,36,319,0,0,363
POA2008,0,15,36,0,0,50,0,0,0,0,0,6,0,0,4,0,0,4,0,3,4,0,0,11,0,4,4,0,0,12,0,11,22,0,0,29,0,11,42,0,0,50,0,17,94,0,0,113,4,21,57,0,0,80,0,39,64,0,0,102,9,73,63,3,0,148,0,13,28,0,0,42,12,211,422,0,0,647
POA2009,0,4,70,0,0,75,0,0,3,0,0,3,0,0,7,0,0,7,0,0,10,0,0,8,0,0,26,0,0,26,0,3,54,0,0,58,0,0,64,0,0,62,0,5,123,0,0,130,0,5,116,0,0,119,0,20,171,0,0,191,0,17,237,0,0,256,0,6,55,0,0,69,0,69,936,0,0,1012
POA2010,0,48,79,0,0,134,0,12,8,0,0,20,0,0,25,0,0,27,0,11,37,0,0,47,0,19,37,0,0,49,3,33,117,0,0,153,5,50,139,0,0,186,3,64,260,0,3,327,3,54,200,0,0,261,0,142,289,0,0,434,22,342,351,3,0,720,0,43,105,0,0,147,39,809,1638,5,8,2507
POA2011,0,11,91,0,0,110,0,4,18,0,0,19,0,0,13,0,0,16,0,0,33,0,0,33,0,6,32,0,0,39,0,8,117,0,0,122,0,4,113,0,0,123,0,18,232,0,0,254,0,14,161,0,0,176,0,13,240,0,3,253,3,53,302,0,3,356,0,12,94,0,0,101,10,147,1439,5,8,1602
POA2015,3,29,33,0,0,60,0,0,11,0,0,13,0,3,3,0,0,7,5,9,10,0,0,24,0,9,13,0,0,17,11,22,71,0,0,106,4,24,100,0,0,136,7,58,207,3,0,271,8,54,238,0,0,301,20,100,219,0,4,338,56,214,136,7,0,406,6,39,41,0,0,82,119,555,1070,15,6,1761
POA2016,0,27,35,3,0,68,0,10,4,0,0,19,0,9,4,0,0,15,0,5,11,0,0,14,0,11,22,0,0,29,0,15,40,0,0,57,0,16,54,0,0,72,0,50,116,0,0,164,0,46,103,0,0,155,3,80,142,0,0,228,13,201,101,0,0,315,0,22,44,4,0,67,25,499,678,6,0,1206
POA2017,0,10,100,0,0,116,0,0,15,0,0,15,0,0,9,0,0,13,0,0,24,0,0,26,0,4,20,0,0,27,0,11,144,0,0,161,0,22,155,0,0,179,0,36,477,0,0,510,0,26,474,0,0,503,0,47,526,0,0,573,7,71,313,0,0,394,4,12,122,0,0,139,12,246,2394,0,0,2654
POA2018,30,8,58,0,0,98,9,0,15,0,0,26,4,0,8,0,0,14,15,5,16,0,0,30,14,0,24,0,0,43,28,3,113,0,0,143,38,5,109,0,0,152,63,10,323,0,0,401,47,7,244,0,0,299,114,30,220,0,0,366,185,32,117,0,0,336,51,7,68,0,0,127,606,110,1321,0,5,2042
POA2019,34,22,18,3,0,75,0,0,3,0,0,10,5,8,3,0,0,10,8,0,9,0,0,15,10,10,7,0,0,25,30,17,53,0,0,97,40,25,66,0,0,129,77,68,212,0,0,355,65,46,190,0,0,297,104,109,196,0,0,411,197,150,91,0,0,429,48,28,50,0,0,125,604,468,902,5,0,1982
POA2020,26,6,47,0,0,79,6,0,5,0,0,15,4,0,0,0,0,9,17,0,9,0,0,23,9,0,22,0,0,39,33,11,72,0,0,116,44,11,98,0,0,150,55,11,273,0,0,337,75,14,243,0,0,325,112,29,287,0,0,428,171,27,149,0,0,339,46,11,77,0,0,130,597,114,1267,5,3,1992
POA2021,9,49,24,0,0,77,0,6,3,0,0,13,0,14,5,0,0,16,0,13,9,0,0,24,0,10,10,0,0,28,0,41,38,0,0,80,0,28,31,0,0,69,17,78,72,0,0,158,4,56,45,0,0,109,16,139,66,0,0,221,114,572,66,7,0,754,12,64,15,0,0,103,183,1073,375,9,0,1643
POA2022,21,24,31,8,0,85,4,4,4,0,0,13,0,5,4,0,0,11,5,4,3,0,0,11,8,3,6,0,0,17,3,17,27,0,0,50,4,16,33,0,0,57,19,34,79,3,0,134,12,25,46,3,0,94,16,68,72,0,0,166,108,283,77,0,0,478,21,35,33,6,0,98,216,539,416,26,0,1198
POA2023,58,5,33,0,0,95,0,0,4,0,0,9,0,0,9,0,0,6,4,0,3,0,0,7,7,0,9,0,0,18,10,4,29,0,0,42,11,0,27,0,0,40,20,0,62,0,0,88,9,0,77,0,0,90,28,6,122,0,0,156,308,28,194,0,0,530,46,9,45,0,0,93,497,51,622,0,0,1161
POA2024,27,24,18,0,0,75,0,0,6,0,0,6,0,0,4,0,0,4,8,3,3,0,0,17,7,7,11,0,0,25,15,7,20,0,0,42,9,17,19,0,0,48,18,21,53,0,0,92,14,20,49,0,0,84,40,52,84,0,0,166,232,207,79,0,0,520,42,26,23,0,0,92,413,380,376,3,0,1173
POA2025,23,26,22,0,0,71,0,3,0,0,0,3,0,0,3,0,0,3,0,0,6,0,0,6,0,3,7,0,0,11,6,7,14,0,0,31,0,7,18,0,0,29,6,14,28,0,0,50,0,9,32,0,0,39,13,18,57,0,0,94,109,137,90,5,0,341,15,19,19,0,0,57,178,249,301,5,0,730
POA2026,28,42,83,0,0,159,7,10,12,0,0,28,4,8,11,0,0,17,0,14,18,0,0,35,7,15,28,0,0,50,9,38,90,0,0,134,12,29,109,0,0,148,24,49,190,0,0,266,27,51,180,0,0,254,49,108,305,0,0,462,282,435,395,4,0,1109,54,67,109,5,0,233,494,850,1535,14,0,2892
POA2027,12,11,44,0,0,67,0,0,10,0,0,9,0,0,4,0,0,5,0,0,9,0,0,16,0,0,3,0,0,0,0,0,28,0,0,26,0,5,19,0,0,23,5,9,43,0,0,58,0,8,39,0,0,45,0,10,65,0,0,80,64,53,153,0,5,268,11,9,31,0,0,49,94,107,439,0,5,649
POA2028,8,6,28,0,0,40,0,0,5,0,0,5,0,0,3,0,0,9,0,0,4,0,0,6,0,4,0,0,0,9,3,4,16,0,0,18,0,0,22,0,0,21,0,0,21,0,0,27,8,0,42,0,0,47,3,7,47,0,0,54,35,23,83,0,0,148,12,4,18,0,0,34,70,59,284,0,0,414
POA2029,30,8,33,0,0,70,7,3,8,0,0,14,0,0,6,0,0,7,0,0,0,0,0,5,6,0,6,0,0,15,17,6,24,0,0,47,3,3,34,0,0,46,15,10,60,0,0,84,15,17,75,5,0,103,16,19,98,3,0,131,149,73,135,4,0,360,41,7,30,0,0,86,289,144,506,13,0,954
POA2030,76,10,30,0,0,117,5,0,4,0,0,6,5,3,3,0,0,7,5,0,5,0,0,3,16,3,7,0,0,25,25,3,23,0,0,52,15,6,34,0,0,57,49,21,54,0,0,128,16,8,53,0,0,72,68,19,83,0,0,174,539,110,128,3,4,786,105,20,39,0,0,163,917,201,459,14,4,1591
POA2031,52,58,81,0,0,196,3,13,9,0,0,19,8,10,18,0,0,33,6,7,25,0,0,42,8,12,34,0,0,53,24,34,108,0,0,164,25,41,121,3,0,185,46,62,251,3,0,362,32,55,214,5,0,304,82,100,371,3,0,558,421,472,278,10,0,1182,65,55,91,0,0,216,768,917,1595,30,4,3316
POA2032,42,5,19,0,0,65,7,4,6,0,0,15,8,0,3,0,0,12,9,6,8,0,0,19,14,5,12,0,0,28,32,7,26,0,0,61,31,7,23,0,0,65,40,25,55,0,0,117,45,10,37,0,0,91,55,46,47,0,0,149,235,83,30,0,0,347,38,8,24,0,0,65,551,206,288,3,0,1044
POA2033,27,9,16,0,0,52,3,0,3,0,0,8,0,0,7,0,0,8,0,0,4,0,0,7,0,0,16,0,0,14,14,0,33,0,0,46,11,3,46,0,0,59,18,5,90,0,0,116,19,4,78,0,0,102,30,11,83,0,0,121,142,26,62,0,0,231,24,9,18,0,0,54,287,69,459,0,0,814
POA2034,47,17,35,0,0,106,6,5,16,0,0,22,6,0,7,0,0,14,4,8,6,0,0,18,6,9,19,0,0,38,24,11,41,0,0,75,20,17,49,0,0,80,26,25,101,0,0,156,21,20,116,0,0,158,63,44,199,0,0,302,277,165,222,0,0,672,59,29,52,0,0,143,555,350,876,4,0,1785
POA2035,95,59,55,0,0,204,12,7,11,0,0,33,9,6,3,0,0,26,17,14,22,0,0,49,21,11,34,0,0,67,68,49,54,0,0,170,63,53,82,0,0,202,118,84,158,4,0,367,94,86,150,3,0,341,202,180,158,0,5,541,614,345,129,0,0,1086,129,66,56,0,0,250,1446,972,912,8,4,3346
POA2036,86,25,44,0,0,160,8,10,13,0,0,27,10,8,17,0,0,34,27,17,20,0,0,63,33,10,24,0,0,68,75,34,73,0,0,184,91,41,115,0,0,248,149,73,255,0,0,474,115,74,230,0,0,421,252,124,174,0,0,553,584,181,129,0,0,899,128,44,80,0,0,256,1556,653,1165,0,5,3377
POA2037,12,41,28,0,0,84,0,8,4,0,0,12,5,10,3,0,0,15,0,8,12,0,0,17,0,12,16,0,0,28,0,27,35,0,0,66,4,34,52,0,0,91,5,52,86,0,0,138,4,55,64,0,0,118,15,116,85,3,0,220,39,284,94,0,0,426,7,30,36,0,0,70,86,668,513,11,0,1288
POA2038,20,27,7,0,0,53,3,4,0,0,0,8,0,5,0,0,0,6,5,12,3,0,0,20,3,10,7,0,0,22,14,38,17,0,0,70,6,18,15,0,0,41,32,57,38,0,0,122,11,51,38,0,0,106,48,131,33,0,0,214,144,277,26,3,0,452,24,37,7,0,0,65,311,668,190,5,0,1169
POA2039,24,18,8,0,0,54,3,0,4,0,0,9,7,0,0,0,0,8,3,0,0,0,0,5,0,8,0,0,0,18,20,24,15,0,0,60,21,28,15,0,0,63,18,55,29,0,0,108,27,46,36,0,0,107,65,89,58,0,0,217,189,253,40,0,0,481,18,34,11,0,0,59,393,557,217,5,0,1174
POA2040,46,49,19,0,0,106,10,11,0,0,0,19,5,0,7,0,0,22,14,7,6,0,0,35,23,16,9,0,0,45,58,33,41,0,0,135,62,48,45,0,0,156,123,113,77,0,0,320,121,83,72,0,0,281,253,245,105,0,0,595,677,416,80,4,0,1180,80,46,17,0,0,147,1477,1067,482,4,3,3036
POA2041,30,69,16,0,0,115,3,9,4,0,0,17,3,11,4,0,0,21,9,11,4,0,0,16,4,19,11,0,0,28,24,35,13,0,0,67,13,30,15,0,0,57,27,66,41,0,0,132,33,49,43,0,0,124,67,120,74,0,0,257,288,498,90,0,0,872,37,59,28,0,0,124,531,963,332,0,0,1834
POA2042,12,53,25,0,0,95,5,24,7,0,0,34,0,15,9,0,0,25,0,14,8,0,0,24,4,29,22,0,0,55,17,57,33,0,0,99,9,72,65,0,0,150,23,137,104,3,0,262,21,135,73,0,0,234,32,256,77,0,0,370,99,461,49,4,0,601,6,58,24,0,0,83,225,1313,479,10,0,2028
POA2043,0,32,12,0,0,44,0,3,3,0,0,8,0,5,4,0,0,4,5,0,9,0,0,15,0,17,11,0,0,29,9,38,68,0,0,106,0,30,58,0,0,91,3,83,155,0,0,237,3,68,157,0,0,228,6,120,214,0,0,347,23,182,103,0,0,309,5,21,36,0,0,57,59,600,826,0,0,1484
POA2044,27,15,3,0,0,44,0,10,0,0,0,12,3,4,0,0,0,5,7,11,0,0,0,13,17,8,4,0,0,24,34,32,14,0,0,73,31,28,16,0,0,79,64,58,36,0,0,159,63,60,48,0,0,174,105,108,58,0,0,266,136,141,9,0,0,289,33,20,5,0,0,63,508,484,203,5,0,1200
POA2045,43,5,0,0,0,48,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,11,6,0,0,0,0,6,30,3,4,0,0,36,24,0,4,0,0,27,51,11,4,0,0,60,36,11,5,0,0,50,71,21,4,0,0,93,268,36,4,0,0,309,30,3,0,5,0,40,578,87,27,0,0,692
POA2046,98,23,52,3,0,173,17,5,11,0,0,35,14,4,8,0,0,24,28,3,16,0,0,50,40,4,17,0,0,57,75,22,79,0,0,174,68,26,79,0,0,185,147,42,149,0,0,343,85,46,176,7,0,316,263,79,214,7,0,559,742,122,165,3,0,1036,134,28,60,0,0,220,1714,413,1020,20,0,3176
POA2047,35,9,31,0,0,76,0,0,12,0,0,13,5,0,5,0,0,9,3,0,12,0,0,15,9,6,6,0,0,20,16,3,34,0,0,55,40,4,41,0,0,90,46,23,67,0,0,144,40,20,77,0,0,141,67,37,145,0,0,249,285,79,135,4,0,501,45,11,31,0,0,91,595,201,594,11,5,1405
POA2048,10,34,7,0,0,56,0,7,0,0,0,13,0,5,0,0,0,9,0,7,5,0,0,12,0,10,4,0,0,12,8,23,17,0,0,53,10,25,17,3,0,57,18,41,64,0,0,124,6,43,44,0,0,97,37,71,32,0,0,136,83,213,19,0,0,312,18,16,8,0,0,39,201,485,223,4,0,919
POA2049,30,31,15,3,0,76,9,5,5,0,0,17,3,0,5,0,0,5,5,9,5,0,0,21,9,5,13,0,0,32,26,22,33,0,0,89,24,19,50,3,0,99,33,50,128,4,0,216,46,39,107,0,0,198,73,110,96,0,0,289,179,163,54,0,0,404,19,20,25,0,0,70,467,488,543,11,4,1509
POA2050,3,17,18,0,0,36,0,0,0,0,0,8,0,0,4,0,0,10,0,3,6,0,0,9,0,4,11,0,0,14,0,10,41,0,0,52,0,10,49,0,0,59,3,30,117,0,0,148,4,23,118,0,0,142,10,71,113,0,0,191,29,106,83,0,0,215,0,17,33,0,0,54,46,290,598,3,0,935
POA2060,11,14,42,0,0,63,3,4,5,0,0,13,0,4,8,0,0,13,4,3,5,0,0,15,0,5,14,0,0,20,15,7,45,0,0,69,6,6,73,0,0,87,14,30,117,0,0,161,6,12,106,0,0,126,16,37,115,0,0,161,96,132,188,0,0,414,14,15,44,0,0,74,188,271,769,0,0,1227
POA2061,3,6,25,0,0,36,6,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,5,0,0,9,0,0,9,0,0,17,0,0,23,3,0,14,0,0,16,0,0,43,0,0,42,0,0,34,0,0,35,0,0,37,0,0,40,8,12,112,0,0,135,0,0,24,0,0,27,22,25,338,0,0,384
POA2062,27,9,23,0,0,61,0,3,3,0,0,9,0,0,4,0,0,4,4,3,8,0,0,13,3,0,7,0,0,10,16,12,25,0,0,54,10,6,29,0,0,40,13,8,70,0,0,97,12,19,51,0,0,81,31,27,87,0,0,144,153,61,92,0,0,300,19,12,15,0,0,40,293,145,417,0,0,854
POA2063,41,0,0,0,0,48,0,0,0,0,0,8,6,0,0,0,0,9,4,0,0,0,0,4,8,0,0,0,0,13,18,0,5,0,0,25,13,0,3,0,0,19,39,5,5,0,0,47,16,0,7,0,0,25,41,4,14,0,0,60,322,20,19,0,0,361,37,0,7,0,0,42,548,35,63,0,0,644
POA2064,19,12,30,0,0,54,6,0,4,0,0,10,0,0,9,0,0,6,0,0,7,0,0,12,0,0,14,0,0,15,14,8,36,0,0,56,9,10,26,0,0,46,22,18,82,0,0,123,24,7,72,0,0,106,36,17,94,0,0,151,135,29,42,0,0,212,16,4,25,0,0,46,282,112,445,0,0,840
POA2065,74,43,88,0,0,209,0,3,9,0,0,21,3,6,17,0,0,23,11,3,23,0,0,43,11,3,30,0,0,48,29,23,116,0,0,178,22,33,140,0,0,193,79,62,342,0,0,477,62,39,288,0,0,391,104,87,403,0,0,595,438,241,387,0,0,1070,69,24,89,0,4,181,913,571,1939,0,7,3431
POA2066,147,9,61,0,0,221,22,4,29,0,0,48,18,3,5,0,0,26,19,3,17,0,0,38,23,6,27,0,0,57,69,8,124,0,0,206,58,11,185,0,0,259,182,34,484,0,0,694,119,22,458,0,0,595,284,51,402,0,0,735,1091,113,230,0,0,1430,142,16,109,0,0,269,2170,279,2129,0,0,4577
POA2067,84,14,71,0,0,178,8,0,8,0,0,18,9,4,7,0,0,12,11,0,12,0,0,25,18,0,27,0,0,49,47,7,66,0,0,121,55,5,74,0,0,129,77,10,159,0,0,248,64,12,123,0,0,193,123,18,158,0,0,300,467,56,150,0,0,682,61,6,82,0,0,160,1034,138,938,0,0,2108
POA2068,98,9,10,0,0,118,17,0,7,0,0,24,16,0,0,0,0,16,18,5,3,0,0,28,27,0,5,0,0,31,57,7,19,0,0,87,47,7,23,0,0,74,115,20,47,0,0,177,74,18,43,0,0,145,195,20,60,0,4,276,805,106,31,0,0,946,117,10,14,0,0,136,1583,194,265,3,4,2053
POA2069,109,4,6,0,0,119,22,0,0,0,0,21,3,0,7,0,0,11,24,0,0,0,0,25,13,0,7,0,0,16,55,5,13,0,0,70,50,0,8,0,0,57,108,0,45,0,0,158,76,3,45,0,0,122,153,6,37,0,0,201,691,11,49,0,0,752,98,4,15,0,0,114,1401,33,229,0,0,1667
POA2070,90,0,18,0,0,110,12,0,9,0,0,22,8,0,4,0,0,15,15,0,7,0,0,23,19,0,0,0,0,24,40,0,24,0,0,62,43,4,27,0,0,64,85,4,73,0,0,165,58,0,61,0,0,125,137,4,76,0,0,217,612,12,84,0,0,704,77,5,21,0,0,109,1204,27,397,0,0,1637
POA2071,101,4,18,0,0,121,15,0,0,0,0,19,9,0,0,0,0,13,16,0,10,0,0,29,14,0,5,0,0,16,45,0,21,0,0,62,38,0,30,0,0,70,76,0,60,0,0,140,62,0,62,0,0,122,113,0,102,0,0,217,554,3,71,0,0,633,85,3,20,0,0,102,1120,8,415,0,0,1543
POA2072,32,0,11,0,0,50,4,0,0,0,0,4,3,0,3,0,0,9,6,0,3,0,0,7,10,0,9,0,0,18,29,0,15,5,0,49,17,5,28,0,0,48,34,4,72,15,0,133,18,3,70,7,0,100,59,0,91,11,0,161,251,16,58,5,0,323,41,3,26,0,0,69,506,39,390,45,0,974
POA2073,130,0,11,0,0,141,22,0,0,0,0,22,11,0,4,0,0,18,23,0,0,0,0,28,23,0,5,0,0,31,88,0,19,0,0,107,87,3,21,0,0,109,165,6,44,0,0,217,121,8,56,0,0,182,252,5,81,0,0,336,936,11,52,0,0,995,133,4,18,0,0,152,1989,30,313,0,0,2334
POA2074,131,11,7,0,0,149,25,0,0,0,0,25,21,0,5,0,0,28,19,0,6,0,0,27,35,7,8,0,0,45,123,5,17,0,0,145,112,4,17,0,0,134,208,11,80,0,0,299,178,7,73,0,0,261,380,20,75,0,0,479,1164,31,65,0,0,1254,142,11,30,0,0,183,2532,109,392,0,0,3032
POA2075,133,12,19,0,0,173,16,3,0,0,0,26,23,0,0,0,0,27,26,0,8,0,0,36,24,0,3,0,0,25,97,4,24,0,0,121,80,8,32,0,5,125,172,16,84,0,0,276,141,7,119,0,0,265,336,19,110,0,0,462,1179,44,38,0,0,1263,176,3,27,0,0,204,2400,117,472,0,4,2993
POA2076,149,11,21,0,0,181,25,0,0,0,0,30,24,4,6,0,0,36,23,0,4,0,0,34,37,5,4,0,0,46,127,7,20,0,0,159,124,7,14,0,0,143,271,26,65,0,0,368,237,19,45,0,0,304,478,47,43,0,0,563,1216,36,35,0,0,1286,206,4,16,0,0,224,2926,177,272,0,0,3371
POA2077,139,16,97,0,0,256,34,0,19,0,0,58,23,0,24,0,0,49,27,0,34,0,0,67,62,3,51,0,0,112,179,16,218,0,0,424,206,22,305,0,0,533,370,40,850,0,0,1266,317,57,504,0,0,878,595,60,248,0,0,901,648,30,121,0,0,802,159,12,122,0,0,291,2760,261,2604,3,0,5637
POA2079,51,3,3,0,0,60,8,0,0,0,0,8,14,0,0,0,0,19,13,0,0,0,0,14,13,0,3,0,0,12,61,0,6,0,0,73,78,4,25,0,0,113,172,9,63,0,0,249,142,8,35,0,0,188,224,16,21,0,0,257,224,0,4,0,0,227,59,5,8,0,0,67,1074,41,172,4,0,1290
POA2080,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,17,25,0,0,0,0,25,42,0,0,0,0,42,31,0,0,0,0,39,71,0,0,0,0,67,51,0,0,0,0,56,8,0,0,0,0,8,275,4,0,0,0,281
POA2081,33,0,0,0,0,31,13,0,0,0,0,13,9,0,0,0,0,8,16,0,0,0,0,16,19,0,0,0,0,19,55,4,0,0,0,62,63,0,0,0,0,68,127,3,0,0,0,136,117,9,0,0,0,124,183,9,0,0,0,196,146,0,0,0,0,146,49,0,0,0,0,47,830,33,0,0,0,866
POA2082,26,0,0,0,0,26,9,0,0,0,0,9,6,0,0,0,0,6,18,0,0,0,0,18,9,4,0,0,0,14,60,5,0,0,0,69,66,9,0,0,0,74,159,9,0,0,0,165,120,7,5,0,0,136,181,10,0,0,0,187,119,4,0,0,0,126,37,3,0,0,0,38,818,43,9,0,0,872
POA2083,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,7,6,0,0,0,0,13,23,0,0,0,0,25,30,0,0,0,0,30,38,0,0,0,0,42,39,0,0,0,0,40,40,0,0,0,0,45,30,0,0,0,0,34,19,0,0,0,0,19,247,0,3,0,4,256
POA2084,20,0,0,0,0,23,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,8,7,0,0,0,0,7,16,0,0,0,0,22,19,0,0,0,0,18,36,0,0,0,0,40,37,0,0,0,0,38,71,0,0,0,0,76,163,0,0,0,0,163,32,0,0,0,0,31,429,4,12,0,0,441
POA2085,64,7,3,0,0,76,10,0,0,0,0,12,17,0,0,0,0,18,18,0,0,0,0,18,26,0,0,0,0,25,58,5,0,0,0,66,89,9,0,0,0,94,141,9,3,0,0,154,128,4,6,0,0,132,305,16,0,0,0,318,546,24,3,0,0,573,87,0,3,0,0,92,1489,71,18,0,0,1580
POA2086,80,4,0,0,0,91,11,0,0,0,0,14,12,0,0,0,0,15,18,0,0,0,0,18,28,0,5,0,0,38,92,0,0,0,0,92,93,3,0,0,0,102,167,9,3,0,0,178,183,9,6,0,0,203,373,16,5,0,0,390,740,17,9,0,0,769,135,0,0,0,0,137,1950,63,28,0,0,2034
POA2087,72,5,0,0,0,79,19,0,0,0,0,19,12,0,0,0,0,12,12,0,0,0,0,12,35,0,0,0,0,36,77,3,5,0,0,89,78,4,0,0,0,87,146,7,3,0,0,159,134,3,4,0,0,139,277,15,3,0,0,297,590,10,6,0,0,608,83,5,0,0,0,89,1532,54,27,0,0,1614
POA2088,125,31,67,0,0,232,8,8,15,0,0,27,6,0,13,0,0,22,6,0,19,0,0,27,13,8,24,0,0,41,50,14,70,0,0,128,33,9,67,0,0,112,66,26,179,3,0,276,39,22,135,0,0,197,88,57,207,0,0,354,886,231,234,4,0,1358,122,33,70,0,0,224,1438,435,1112,12,0,2995
POA2089,8,13,39,0,0,59,0,0,9,0,0,9,0,0,5,0,0,8,0,0,11,0,0,11,8,3,22,0,0,34,8,7,54,0,0,64,0,0,61,0,0,70,12,22,105,0,0,137,10,18,120,0,0,146,16,21,161,0,0,197,80,76,172,0,0,329,9,19,46,0,0,73,157,169,806,0,3,1133
POA2090,33,19,49,0,0,96,6,0,8,0,0,16,0,0,7,0,0,10,7,0,12,0,0,17,3,0,13,0,0,19,20,10,53,0,0,80,13,13,51,0,0,75,13,20,117,0,0,152,15,10,116,0,0,138,33,23,161,0,0,223,197,96,184,0,0,476,33,19,50,0,0,96,371,207,813,0,0,1389
POA2092,49,0,4,0,0,57,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13,7,0,0,0,0,7,22,0,0,0,0,24,29,0,0,0,0,31,69,9,6,0,0,80,50,0,3,0,0,54,91,13,5,0,0,111,492,21,11,0,0,525,67,3,3,0,0,75,906,56,25,0,0,983
POA2093,113,18,25,0,0,159,10,3,14,0,0,34,16,3,4,0,0,23,20,4,12,0,0,34,24,6,13,0,0,41,82,11,58,3,0,155,44,12,72,0,0,129,131,33,156,3,0,321,126,33,137,0,0,295,275,45,136,7,0,464,1057,137,97,0,0,1294,124,21,35,0,0,180,2019,323,767,14,0,3125
POA2094,19,4,8,0,0,34,0,3,4,0,0,11,0,0,3,0,0,5,0,8,3,0,0,11,3,0,0,0,0,6,17,4,8,0,0,28,12,7,15,0,0,33,21,13,35,0,0,69,20,16,37,0,0,66,40,31,52,0,0,125,137,83,68,0,0,293,18,10,8,0,0,30,286,179,252,0,0,716
POA2095,11,25,49,0,0,82,4,0,7,0,0,10,4,5,7,0,0,11,0,4,13,0,0,18,0,0,13,0,0,10,4,6,41,0,0,55,7,10,35,0,0,55,18,18,103,0,0,137,0,19,83,0,0,96,23,31,131,0,0,185,128,99,285,0,0,522,18,12,60,0,0,99,225,229,822,0,0,1277
POA2096,48,3,27,0,0,78,16,0,6,0,0,22,6,0,0,0,0,13,19,0,8,0,0,31,13,3,9,0,0,20,34,0,57,0,0,98,43,6,50,0,0,94,72,11,134,0,0,216,52,6,140,0,0,197,144,10,191,0,0,349,505,22,136,0,0,659,63,4,43,0,0,111,1004,62,819,3,3,1890
POA2097,77,0,17,0,0,95,14,6,7,0,0,20,18,0,11,0,0,28,26,0,8,0,0,31,25,0,11,0,0,40,66,3,35,0,0,102,77,3,41,0,0,116,143,11,80,0,0,227,143,5,83,0,0,238,269,15,88,0,0,373,627,14,54,0,0,693,99,3,21,0,0,128,1576,53,456,3,0,2086
POA2099,134,10,78,0,0,224,41,3,27,0,0,69,24,3,29,0,0,51,30,5,38,0,0,77,50,3,69,0,0,125,127,8,165,0,0,293,146,9,241,5,0,397,264,17,496,0,0,779,242,24,413,0,0,682,477,39,399,0,0,910,1063,51,209,3,5,1326,195,13,139,0,0,344,2793,183,2291,8,3,5279
