POA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
POA3824,38,0,0,0,0,38,17,0,0,0,0,17,22,0,0,0,0,22,34,0,0,0,0,36,50,3,0,0,0,48,163,0,0,0,0,163,168,0,0,0,0,168,125,0,0,0,0,129,44,0,0,0,0,44,41,0,0,0,0,41,15,0,0,0,0,15,43,0,0,0,0,43,760,7,0,0,0,766
POA3825,112,8,3,0,0,121,106,12,0,0,0,121,149,4,0,0,0,152,298,3,4,0,0,299,353,11,4,0,0,367,647,16,0,0,0,669,390,7,0,0,0,397,243,3,0,0,0,248,62,0,0,0,0,62,56,0,0,0,0,56,40,0,0,0,0,40,161,0,0,0,0,168,2616,72,15,0,0,2702
POA3831,9,0,0,0,0,9,9,0,0,0,0,9,7,0,0,0,0,7,17,0,0,0,0,17,21,0,0,0,0,21,41,0,0,0,0,42,60,0,0,0,0,60,54,0,0,0,0,59,20,0,0,0,0,20,10,0,0,0,0,10,16,0,0,0,0,16,14,0,0,0,0,14,278,0,0,0,0,277
POA3832,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,37,0,0,0,0,38
POA3833,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,37,0,0,0,0,37
POA3835,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,17,0,0,0,0,17,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,63
POA3840,107,0,8,0,0,110,92,0,3,0,0,94,104,3,0,0,0,104,234,9,10,5,0,246,234,0,4,0,0,241,418,0,3,0,0,422,219,0,0,0,0,217,178,0,0,0,0,178,72,0,0,0,0,71,35,0,0,0,0,34,30,0,0,0,0,33,141,3,0,0,0,147,1864,18,31,5,0,1910
POA3842,33,0,0,0,0,33,27,0,0,0,0,27,33,0,0,0,0,33,91,0,0,0,0,91,100,0,0,0,0,100,119,0,0,0,0,119,74,0,0,0,0,72,52,0,0,0,0,52,22,0,0,0,0,22,7,0,0,0,0,9,4,0,0,0,0,4,28,0,0,0,0,28,582,3,0,0,0,591
POA3844,207,5,4,0,0,218,106,7,5,0,0,115,103,0,4,0,0,105,251,4,10,0,0,263,398,3,16,0,0,415,1118,24,17,0,4,1160,892,16,3,0,0,916,632,3,5,0,0,649,214,0,0,0,0,221,168,0,0,0,0,164,103,0,0,0,0,103,287,7,6,0,0,294,4476,75,60,5,6,4623
POA3847,21,0,0,0,0,21,5,0,0,0,0,5,9,0,0,0,0,9,28,0,0,0,0,28,37,0,0,0,0,39,78,0,0,0,0,78,68,0,0,0,0,74,23,0,0,0,0,29,8,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,8,28,0,0,0,0,28,336,4,0,0,0,344
POA3850,79,6,0,0,0,85,48,0,0,0,0,47,62,0,0,0,0,68,120,6,4,0,0,129,190,7,3,0,0,198,439,13,6,0,0,465,340,3,0,0,0,348,257,5,0,0,0,260,72,0,0,0,0,73,46,0,0,0,0,51,36,0,0,0,0,36,103,9,3,0,0,112,1789,53,21,0,5,1870
POA3851,50,4,0,0,0,53,33,0,0,0,0,33,31,0,0,0,0,31,53,0,0,0,0,57,68,5,0,0,0,64,123,0,0,0,0,125,111,0,0,0,0,118,119,0,0,0,0,123,38,0,0,0,0,38,29,0,0,0,0,31,25,0,0,0,0,25,52,0,0,0,0,48,731,13,0,0,0,752
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3854,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,10,0,0,0,0,10,52,0,0,0,0,52,57,0,0,0,0,57,35,0,0,0,0,40,14,0,0,0,0,14,18,0,0,0,0,18,9,0,0,0,0,9,11,0,0,0,0,11,224,0,0,0,0,219
POA3856,8,0,0,0,0,8,7,0,0,0,0,7,8,0,0,0,0,8,10,0,0,0,0,10,15,0,0,0,0,15,45,0,0,0,0,44,44,0,0,0,0,45,29,0,0,0,0,29,7,0,0,0,0,7,9,0,0,0,0,9,7,0,0,0,0,9,7,0,0,0,0,7,199,6,0,0,0,198
POA3857,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,43,0,0,0,0,43
POA3858,23,0,0,0,0,23,15,0,0,0,0,11,15,0,0,0,0,15,41,0,0,0,0,41,53,0,0,0,0,53,90,0,0,0,0,93,63,0,0,0,0,69,34,0,0,0,0,34,13,0,0,0,0,13,3,0,0,0,0,3,6,0,0,0,0,6,23,0,0,0,0,23,386,0,0,0,0,386
POA3859,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,27,0,0,0,0,27,25,0,0,0,0,25,19,0,0,0,0,19,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,7,0,0,0,0,7,112,0,0,0,0,116
POA3860,46,0,0,0,0,46,40,0,0,0,0,39,31,0,0,0,0,30,83,0,0,0,0,83,123,0,0,0,0,121,281,0,0,0,0,282,209,0,0,0,0,213,110,0,0,0,0,110,50,0,0,0,0,50,25,0,0,0,0,25,21,0,0,0,0,21,57,0,0,0,0,57,1060,0,6,0,0,1068
POA3862,26,0,0,0,0,26,14,0,0,0,0,14,9,0,0,0,0,9,27,0,0,0,0,27,49,0,0,0,0,49,162,0,0,0,0,162,119,0,0,0,0,120,81,0,0,0,0,80,19,0,0,0,0,19,15,0,0,0,0,14,13,0,0,0,0,13,39,0,0,0,0,43,569,0,0,4,0,569
POA3864,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,35
POA3865,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,29,0,0,0,0,29,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,76
POA3869,14,0,0,0,0,14,3,0,0,0,0,3,7,0,0,0,0,7,10,0,0,0,0,10,26,0,0,0,0,26,72,0,0,0,0,72,60,0,0,0,0,60,45,0,0,0,0,45,15,0,0,0,0,15,7,0,0,0,0,7,8,0,0,0,0,8,19,0,0,0,0,19,285,0,0,0,0,285
POA3870,9,0,0,0,0,9,8,0,0,0,0,8,5,0,0,0,0,5,14,0,0,0,0,14,26,0,0,0,0,26,53,0,0,0,0,53,24,0,0,0,0,24,26,0,0,0,0,26,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,205,0,0,0,0,202
POA3871,15,0,0,0,0,15,14,0,0,0,0,14,20,0,0,0,0,20,23,0,0,0,0,23,39,0,0,0,0,39,90,0,0,0,0,90,93,0,0,0,0,93,58,0,0,0,0,58,23,0,0,0,0,23,12,0,0,0,0,14,15,0,0,0,0,15,26,0,0,0,0,26,431,3,0,0,0,429
POA3873,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,45,0,0,0,0,45
POA3874,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,10,5,0,0,0,0,5,16,0,0,0,0,16,8,0,0,0,0,8,6,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,72,0,0,5,0,77
POA3875,111,11,0,0,0,117,68,0,0,0,0,72,72,5,0,0,0,78,143,0,0,0,0,149,218,8,3,0,0,230,595,11,0,0,0,600,488,5,0,0,0,493,299,5,0,0,0,307,86,0,0,0,0,81,74,0,0,0,0,74,44,0,0,0,0,47,131,4,0,0,0,138,2329,47,3,0,0,2379
POA3878,14,0,0,0,0,14,5,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,16,0,0,0,0,16,30,0,0,0,0,30,40,0,0,0,0,40,29,0,0,0,0,28,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,6,0,0,0,0,10,166,0,0,0,0,164
POA3880,20,6,0,0,0,27,13,6,0,0,0,20,12,0,0,0,0,11,31,7,0,0,0,40,35,4,0,0,0,38,86,3,0,0,0,90,65,0,0,0,0,68,36,0,0,0,0,38,12,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,8,28,0,0,0,0,28,353,29,0,0,6,389
POA3882,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,11,0,0,0,0,11,31,0,0,0,0,31,48,0,0,0,0,48,54,0,0,0,0,54,13,0,0,0,0,13,7,0,0,0,0,7,5,0,0,0,0,5,8,0,0,0,0,8,194,0,0,0,0,194
POA3885,11,0,0,0,0,12,14,0,0,0,0,14,5,0,0,0,0,5,16,0,0,0,0,22,40,0,0,0,0,40,67,0,0,0,0,67,55,0,0,0,0,55,32,0,0,0,0,32,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,275,0,3,0,0,278
POA3886,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,42,0,0,0,0,42
POA3887,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,34,0,0,0,0,34
POA3888,23,0,0,0,0,23,28,0,0,0,0,27,24,0,0,0,0,24,31,0,0,0,0,31,43,0,0,0,0,43,68,0,0,0,0,68,35,0,0,0,0,37,27,0,0,0,0,27,11,0,0,0,0,11,8,0,0,0,0,8,6,0,0,0,0,6,22,3,0,0,0,22,318,6,0,0,0,321
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,0,0,0,4,25
POA3890,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA3892,9,0,0,0,0,9,4,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,11,3,0,0,0,0,8,18,0,0,0,0,18,14,0,0,0,0,14,19,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,6,99,0,0,4,0,104
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,21
POA3896,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,35,0,0,0,0,35
POA3898,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,4,5,0,0,0,0,5,10,0,0,0,0,10,21,0,0,0,0,17,15,0,0,0,0,15,4,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,72,3,0,0,0,77
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
POA3902,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,51,0,0,0,0,50
POA3903,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,8,0,0,0,0,7,11,0,0,0,0,11,34,0,0,0,0,34,20,0,0,0,0,20,22,0,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,115,0,0,0,0,115
POA3904,15,0,0,0,0,15,9,0,0,0,0,9,13,0,0,0,0,13,13,0,0,0,0,13,16,0,0,0,0,16,50,0,0,0,0,47,39,0,0,0,0,39,24,0,0,0,0,27,10,0,0,0,0,10,18,0,0,0,0,18,9,0,0,0,0,9,13,0,0,0,0,13,218,0,0,0,0,216
POA3909,51,8,0,0,3,59,33,4,0,0,0,32,25,0,0,0,0,25,42,0,0,0,0,45,90,4,0,0,0,99,206,3,0,0,3,214,140,4,0,0,0,142,104,0,0,0,0,105,27,0,0,0,0,27,31,0,0,0,0,31,16,0,0,0,0,16,46,6,0,0,0,48,815,26,0,0,6,851
POA3910,168,17,0,0,0,186,66,17,0,0,0,77,52,8,0,0,0,57,105,16,0,0,0,122,178,14,0,0,0,188,446,87,0,0,0,536,623,117,0,0,0,736,1007,94,0,0,0,1104,506,22,0,0,0,531,329,4,0,0,0,330,153,7,0,0,0,157,242,24,0,0,0,266,3872,416,0,6,0,4296
POA3911,40,0,0,0,0,42,7,5,0,0,0,14,11,0,0,0,0,9,20,3,0,0,0,23,21,0,0,0,0,20,73,3,0,0,0,76,101,11,0,0,0,111,117,8,0,0,0,120,57,0,0,0,0,58,71,0,0,0,0,71,44,0,0,0,0,44,35,0,0,0,0,41,598,33,0,0,0,626
POA3912,105,14,0,0,0,119,58,9,0,0,0,69,37,3,0,0,0,41,66,11,0,0,0,74,101,9,0,0,0,111,295,51,3,0,0,344,392,56,0,0,0,448,592,35,7,0,0,636,309,8,0,0,0,317,238,5,0,0,0,241,132,4,0,0,0,133,157,13,0,0,0,169,2481,211,19,0,0,2703
POA3913,30,0,0,0,0,30,13,0,0,0,0,13,6,0,0,0,0,6,17,0,0,0,0,18,26,0,0,0,0,29,69,10,0,0,0,78,88,7,0,0,0,99,142,6,0,0,0,149,58,0,0,0,0,58,49,0,0,0,0,46,30,0,0,0,0,32,37,3,0,0,0,35,556,42,0,0,0,594
POA3915,55,8,0,0,0,62,24,0,0,0,0,28,9,8,0,0,0,21,44,4,0,0,0,46,44,16,0,0,0,67,168,41,7,0,0,217,275,50,0,0,0,327,312,29,0,0,0,339,93,4,0,0,0,100,59,7,0,0,0,65,52,0,0,0,0,57,72,13,0,0,0,79,1206,187,18,0,0,1413
POA3916,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,13,0,0,0,0,13,6,0,0,0,0,6,8,0,0,0,0,8,4,0,0,0,0,4,26,0,0,0,0,26,10,0,0,0,0,10,94,0,0,0,0,94
POA3918,30,0,0,0,0,30,12,0,0,0,0,16,11,3,0,0,0,16,24,0,0,0,0,24,27,8,0,0,0,34,80,9,0,0,0,82,91,7,0,0,0,100,142,7,0,0,0,153,81,0,0,0,0,77,62,0,0,0,0,62,34,0,0,0,0,34,48,0,0,0,0,48,646,26,3,0,0,676
POA3919,25,4,0,0,0,26,9,3,0,0,0,16,7,0,0,0,0,12,22,4,0,0,0,26,32,9,0,0,0,41,83,21,0,0,0,102,107,25,0,0,0,132,152,9,0,0,0,164,38,0,0,0,0,35,21,0,0,0,0,21,7,0,0,0,0,13,38,4,0,0,0,43,544,80,0,0,0,631
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
POA3922,51,6,4,0,0,64,36,0,0,0,0,36,32,0,0,0,0,31,41,3,0,0,0,52,80,6,3,0,0,82,191,11,9,0,0,210,225,0,3,0,0,240,181,3,0,0,0,188,76,0,0,0,0,76,55,0,0,0,0,60,40,0,0,0,0,41,69,4,4,0,0,75,1090,38,20,0,6,1154
POA3923,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,4,15,0,0,0,0,15,9,0,0,0,0,9,15,0,0,0,0,15,14,0,0,0,0,14,4,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,0,4,89,5,0,0,0,90
POA3925,26,4,0,0,0,28,10,0,0,0,0,13,10,0,0,0,0,13,24,3,0,0,0,31,33,7,0,0,0,37,99,3,0,0,0,108,93,3,3,0,0,97,106,13,0,0,0,115,38,6,0,0,0,45,29,3,0,0,0,29,14,0,0,0,0,19,38,3,0,0,0,43,527,47,7,0,0,586
POA3926,20,0,0,0,0,23,6,0,0,0,0,9,9,0,0,0,0,9,4,0,0,0,0,4,13,0,0,0,0,14,47,0,0,0,0,49,57,0,0,0,0,59,63,0,0,0,0,63,57,0,0,0,0,63,57,0,0,0,0,57,64,0,0,0,0,64,29,0,0,0,0,29,429,4,0,0,0,433
POA3927,10,0,0,0,0,10,4,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,7,17,0,0,0,0,17,13,0,0,0,0,13,49,0,0,0,0,49,30,0,0,0,0,31,25,0,0,0,0,25,26,0,0,0,0,23,11,0,0,0,0,11,194,5,0,0,0,199
POA3928,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,5,0,0,0,0,5,17,0,0,0,0,17,7,0,0,0,0,7,57,0,0,0,0,57
POA3929,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,11,0,0,0,0,11,7,0,0,0,0,7,5,0,0,0,0,5,32,0,0,0,0,32,16,0,0,0,0,11,105,0,0,0,0,103
POA3930,131,4,4,0,0,138,39,5,0,0,0,43,24,0,0,0,0,24,44,0,3,0,0,52,62,4,4,0,0,70,203,4,12,0,0,214,196,13,12,0,0,222,396,9,3,0,0,417,369,0,5,0,0,366,512,4,0,0,4,517,551,0,0,0,0,556,175,0,0,0,0,177,2703,45,40,0,4,2791
POA3931,156,17,12,0,0,189,44,5,9,0,0,53,52,5,4,0,0,61,88,8,3,0,0,96,118,5,8,0,0,135,266,27,22,0,0,316,386,37,35,0,0,452,676,43,44,0,0,757,434,26,14,0,0,470,330,20,9,0,0,351,247,23,6,0,0,272,189,9,12,0,0,207,2976,214,174,0,0,3368
POA3933,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,9,0,0,0,0,9,12,0,0,0,0,12,6,0,0,0,0,6,17,0,0,0,0,17,43,0,0,0,0,43,12,0,0,0,0,12,125,0,0,0,0,125
POA3934,145,20,0,0,0,160,43,9,0,0,0,47,28,3,0,0,0,31,60,13,0,0,0,63,74,11,0,0,0,87,225,20,0,0,0,252,290,26,0,0,0,319,576,47,0,0,0,623,406,18,0,0,0,428,444,8,0,0,0,452,318,9,0,0,0,322,164,11,0,0,0,180,2770,194,4,0,0,2965
POA3936,99,14,0,0,0,115,37,0,0,0,0,39,40,8,0,0,0,41,47,3,0,0,0,49,40,8,0,0,0,50,137,21,0,0,0,158,192,29,0,0,0,223,289,36,3,0,0,331,173,14,4,0,0,187,149,20,0,0,0,170,96,9,5,0,0,108,88,13,0,0,0,103,1378,173,21,3,0,1582
POA3937,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,22,0,0,0,0,22,20,0,0,0,0,20,31,0,0,0,0,31,19,0,0,0,0,19,28,0,0,0,0,28,33,0,0,0,0,33,12,0,0,0,0,17,192,0,0,0,0,193
POA3938,19,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,8,6,0,0,0,0,6,13,4,0,0,0,9,47,4,0,0,0,51,46,0,0,0,0,46,77,0,0,0,0,83,51,6,0,0,0,52,35,0,0,0,0,41,30,0,0,0,0,30,29,0,0,0,0,28,372,13,0,0,0,393
POA3939,90,11,0,0,0,102,42,0,0,0,0,46,39,3,0,0,0,44,51,5,0,0,0,58,96,4,0,0,0,100,245,20,0,0,0,265,269,17,0,0,0,285,469,16,3,0,0,486,176,8,0,0,0,188,129,0,0,0,0,135,95,0,0,0,0,95,123,3,0,0,0,126,1833,76,18,0,0,1935
POA3940,22,9,0,0,0,28,11,0,0,0,0,9,12,0,0,0,0,9,7,0,0,0,0,12,19,6,6,0,0,21,72,3,0,0,0,73,95,4,3,0,0,105,100,9,5,0,0,108,32,0,0,0,0,32,25,0,0,0,0,24,9,0,0,0,0,3,38,8,0,0,0,44,423,32,11,0,0,472
POA3941,97,4,0,0,0,107,41,0,0,0,0,46,33,3,0,0,0,40,57,0,0,0,0,59,74,0,0,0,0,75,211,3,0,0,0,212,266,0,0,0,0,269,402,3,0,0,0,402,210,0,0,0,0,207,151,0,0,0,0,151,113,0,0,0,0,113,99,5,0,0,0,102,1757,19,0,0,0,1779
POA3942,28,0,0,0,0,30,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,12,0,0,0,0,12,33,0,0,0,0,33,38,0,0,0,0,35,36,0,0,0,0,40,41,0,0,0,0,41,38,0,0,0,0,38,54,0,0,0,0,54,25,0,0,0,0,25,328,4,0,0,0,330
POA3943,25,0,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,16,0,0,0,0,16,15,0,0,0,0,15,23,0,0,0,0,23,14,0,0,0,0,16,29,0,0,0,0,29,40,0,0,0,0,40,19,0,0,0,0,19,191,0,5,0,0,190
POA3944,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,3,0,0,0,0,3,5,0,0,0,0,3,36,3,0,0,0,38,14,0,0,0,0,14,84,3,0,0,0,89
POA3945,9,0,0,0,0,9,5,0,0,0,0,5,6,0,0,0,0,6,11,0,0,0,0,11,6,0,0,0,0,6,29,0,0,0,0,29,23,0,0,0,0,23,34,0,0,0,0,34,14,0,0,0,0,14,11,0,0,0,0,11,9,0,0,0,0,9,9,0,0,0,0,9,168,0,0,0,0,168
