POA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
POA4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,47,6,0,5,3,0,3,0,0,0,0,0,0,0,0,0,5,6,11,45,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,21,0,4,11,0,0,0,59,47,103
POA4428,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,160,75,234,27,9,33,22,0,22,0,0,0,0,0,0,14,3,21,56,17,74,277,103,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,3,7,10,3,14,0,0,0,4,0,4,3,0,3,5,0,5,29,28,64,12,18,31,4,0,4,331,153,487
POA4454,0,0,0,9,5,11,0,0,0,0,0,0,0,0,0,208,89,295,28,7,37,24,0,27,5,0,4,0,0,0,28,6,29,56,34,93,351,150,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,14,15,3,17,0,0,0,4,0,4,4,0,4,3,0,3,46,36,85,7,10,22,7,4,3,422,214,633
POA4455,0,0,0,9,0,9,0,0,0,0,0,0,3,3,9,1631,1480,3118,112,147,266,71,4,73,30,0,29,17,0,20,43,16,58,119,145,265,2040,1806,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,21,12,38,23,19,43,0,0,0,0,0,0,5,0,7,7,0,8,164,213,382,143,180,323,16,17,38,2400,2236,4642
POA4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,7,21
POA4462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,32,0,0,0,0,0,0,40,28,68
POA4465,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,124,152,274,20,14,34,9,0,9,5,0,5,0,0,0,8,6,18,20,22,43,189,192,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,7,4,5,0,0,0,0,0,0,3,0,3,3,0,3,45,46,95,21,38,60,3,0,5,272,279,548
POA4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,28,3,5,4,0,0,0,5,0,5,0,0,0,3,0,5,0,6,13,29,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,40,0,0,0,0,0,0,55,42,96
POA4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,44,0,4,4,5,0,5,3,0,3,0,0,0,5,0,4,17,18,33,46,39,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,48,6,9,10,0,0,0,79,66,142
POA4470,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,480,516,999,28,61,91,21,0,21,4,0,5,11,7,12,9,6,16,51,65,116,607,663,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,53,114,70,82,157,8,4,16,749,807,1556
POA4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,192,376,13,16,31,4,0,7,3,0,3,10,0,11,8,5,10,32,36,74,260,252,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,52,60,108,29,33,59,9,6,15,351,350,699
POA4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,3,5,0,0,0,21,19,36
POA4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,105,0,6,9,9,0,9,0,0,0,0,0,0,6,0,4,17,23,43,88,83,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,78,12,14,27,5,9,9,152,131,284
POA4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,45,127,4,3,7,6,0,6,0,0,0,0,0,0,0,4,7,31,33,55,114,84,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,37,41,74,3,12,15,0,0,0,160,138,300
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,3,8
POA4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,96,204,6,3,9,6,0,6,0,0,0,5,5,4,8,3,11,25,32,64,161,145,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,55,11,18,26,4,0,4,211,189,401
POA4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31,5,4,9,0,0,0,0,0,0,0,0,0,0,7,8,11,18,30,35,43,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,4,5,7,0,0,0,50,57,106
POA4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,25,3,6,8,10,0,10,0,0,0,0,0,0,0,0,0,15,20,33,38,38,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,19,15,29,0,0,0,68,57,123
POA4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,79,198,8,8,11,11,0,11,3,0,0,0,0,0,9,4,12,18,31,49,165,116,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,68,9,5,16,0,0,3,216,155,368
POA4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,484,1016,48,40,90,14,0,20,9,0,5,6,0,5,7,3,17,57,62,118,674,591,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,94,92,184,44,65,107,3,11,19,821,770,1595
POA4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,45,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,7,11,17,42,32,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,22,42,4,9,14,0,0,0,82,61,139
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,16,15,26
POA4490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,178,358,13,15,29,9,0,9,8,0,5,0,0,0,5,5,6,25,31,51,241,228,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,5,0,5,5,0,5,47,40,90,33,25,55,10,0,11,331,297,627
POA4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,23,0,3,5,0,0,0,3,0,3,0,0,0,0,0,0,9,8,12,20,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19,0,0,0,0,0,0,34,28,63
POA4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,26,118,18,3,24,8,0,8,0,0,0,0,0,4,13,10,15,37,35,70,173,72,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,21,35,16,14,25,3,3,3,212,102,314
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,10
POA4494,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,26,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,42,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,4,3,8,0,0,0,53,28,85
POA4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,18,63,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,56,23,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,3,0,3,0,0,0,68,32,100
POA4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,26,86,0,3,4,4,0,4,0,0,0,0,0,0,3,0,3,9,5,16,77,32,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,38,24,57,9,3,12,0,0,0,124,65,186
POA4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,58,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,12,50,28,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,27,0,0,0,0,0,0,67,37,105
POA4500,313,366,679,23,45,63,0,0,4,0,0,0,24,11,35,7600,6325,13923,319,518,840,169,3,169,209,15,225,46,11,58,61,34,94,81,95,172,8841,7424,16267,32,44,76,0,0,0,0,0,0,102,108,213,16,35,54,34,4,36,188,189,376,0,0,0,0,0,0,8,5,11,6,5,12,5,5,5,12,15,30,79,41,122,281,248,526,14,39,53,0,0,0,4,5,6,17,45,63,1483,1949,3429,970,1586,2558,23,27,50,11618,11275,22895
POA4501,71,87,149,8,5,11,0,0,0,0,0,0,5,5,8,835,727,1563,62,50,110,21,0,21,29,4,31,13,5,11,12,7,13,15,16,38,1064,903,1967,8,17,23,0,0,0,0,0,0,14,9,21,3,8,6,6,0,7,29,32,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,14,35,37,71,5,6,10,0,0,0,0,0,0,5,4,8,124,192,318,117,178,293,12,6,20,1354,1318,2679
POA4502,109,91,203,0,7,9,0,0,0,0,0,0,3,4,5,1378,1187,2560,92,71,161,32,3,35,34,3,36,6,0,11,15,4,20,7,21,31,1678,1395,3073,18,6,22,0,0,0,0,0,0,17,13,33,0,3,4,10,4,10,42,31,71,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,16,8,21,57,36,98,7,10,21,0,0,0,0,0,0,7,10,17,293,373,668,179,308,486,9,10,13,2218,2140,4356
POA4503,342,390,735,26,47,68,0,0,0,3,0,3,40,32,69,8576,7487,16062,434,655,1089,210,0,211,211,17,225,26,14,37,78,39,114,69,78,152,10016,8762,18781,40,45,87,0,0,0,0,0,0,84,106,194,18,24,37,37,12,48,181,185,362,0,0,0,0,0,0,5,7,16,5,6,11,3,6,7,17,22,34,84,55,138,276,265,536,31,25,50,0,0,3,3,0,5,34,24,59,1336,1883,3216,1095,1783,2876,39,46,85,12797,12760,25555
POA4504,146,149,293,8,11,16,0,0,0,0,0,0,6,8,13,3416,3029,6446,200,248,442,103,0,103,65,0,62,3,3,12,26,15,44,23,36,60,4002,3491,7497,16,21,38,0,0,0,0,0,0,39,32,67,9,15,22,8,9,16,71,76,141,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,8,6,40,18,57,108,98,204,12,8,18,0,0,0,0,0,0,10,8,19,686,919,1604,521,775,1297,17,17,29,5342,5313,10654
POA4505,149,144,294,9,14,19,3,0,3,0,0,0,4,9,15,4244,3629,7874,251,280,533,173,0,176,94,6,99,22,7,24,34,9,43,52,64,110,5034,4166,9197,11,5,17,0,0,0,0,0,0,31,38,69,5,12,17,7,0,9,57,58,117,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,5,9,46,26,73,109,90,197,11,18,24,3,0,4,0,0,3,16,17,31,587,916,1502,537,862,1402,30,29,54,6309,6075,12391
POA4506,102,122,223,18,16,33,0,0,0,0,0,0,10,17,30,3839,3407,7242,286,370,655,141,9,147,78,5,82,10,0,14,27,14,47,50,61,109,4565,4029,8594,18,10,34,0,0,0,0,0,0,15,26,41,8,5,9,6,9,18,51,51,99,0,0,0,0,0,0,4,0,4,6,0,5,0,0,5,6,0,12,59,26,84,118,78,194,6,13,18,0,3,3,3,0,3,10,12,25,397,612,1016,497,767,1271,23,18,41,5616,5524,11130
POA4507,8,11,20,9,9,26,0,0,0,0,0,0,0,3,5,1787,1699,3486,111,168,280,52,3,55,32,0,31,20,17,40,27,9,35,48,70,117,2105,1997,4103,6,5,12,0,0,0,0,0,0,19,23,41,0,6,3,0,0,0,24,31,55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,23,14,41,52,51,105,4,4,8,0,0,0,0,0,0,3,5,8,424,547,966,327,412,739,33,30,62,2940,3038,5985
POA4508,43,52,91,19,29,47,0,0,3,0,0,0,9,7,15,2644,2364,5011,216,201,417,95,4,98,57,8,61,17,3,26,31,7,41,39,52,90,3176,2731,5908,15,13,32,0,0,0,0,0,0,14,16,32,0,3,7,0,0,0,33,30,69,0,0,0,0,0,0,0,4,6,0,0,8,4,0,4,4,3,11,26,15,41,66,51,115,7,6,8,0,0,0,5,0,5,8,4,10,241,405,645,327,495,822,30,27,58,3851,3712,7563
POA4509,303,287,597,21,34,51,0,0,0,0,0,0,28,14,43,5996,5413,11412,292,482,775,78,0,78,127,9,137,24,5,31,67,19,86,73,96,169,7022,6373,13392,30,54,84,0,0,0,0,0,0,77,77,159,13,19,27,17,0,18,128,153,281,0,0,0,0,0,0,5,0,8,3,12,15,3,0,3,11,9,22,70,36,105,212,202,415,10,25,33,0,4,6,0,0,0,17,25,42,1516,1571,3086,811,1327,2140,43,29,70,9613,9527,19139
POA4510,175,170,343,27,40,67,0,0,0,0,0,0,11,23,34,7450,6647,14092,593,767,1358,326,8,336,148,15,157,42,16,60,84,24,106,140,157,297,8986,7868,16855,27,25,52,0,0,0,0,0,0,52,57,103,15,13,28,16,4,20,106,96,205,0,0,0,0,0,0,0,4,3,5,8,8,3,3,6,7,13,17,107,52,152,213,159,376,30,20,45,5,0,3,3,3,10,40,24,62,788,1193,1976,967,1501,2462,57,49,108,11045,10791,21838
POA4511,15,8,18,11,7,18,0,0,0,0,0,0,0,0,0,1186,1118,2303,67,84,151,53,0,53,19,0,19,4,0,12,6,7,12,16,14,31,1380,1236,2619,3,3,4,0,0,0,0,0,0,14,9,17,0,0,0,0,0,0,18,10,24,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,4,7,12,6,22,34,24,55,0,6,0,0,0,0,0,0,0,0,6,4,177,273,449,192,292,488,7,15,20,1789,1834,3628
POA4512,9,3,15,0,0,3,0,0,0,0,0,0,0,0,0,552,492,1043,29,44,72,52,0,53,5,0,5,0,0,0,5,5,10,42,27,66,692,575,1267,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,12,6,24,0,4,4,0,0,0,0,0,0,0,4,4,124,164,293,89,121,209,7,3,15,932,876,1809
POA4514,5,11,10,7,6,8,0,0,0,0,0,0,0,0,0,1019,955,1976,55,65,117,70,4,72,18,4,19,6,0,3,9,5,14,33,29,65,1219,1069,2291,0,0,0,0,0,0,0,0,0,7,8,12,0,0,0,0,0,0,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,18,6,26,29,16,45,0,0,0,0,0,0,0,0,0,5,0,4,163,237,400,169,225,393,14,9,20,1600,1557,3150
POA4515,0,0,0,14,0,16,0,0,0,0,0,0,0,0,4,713,523,1230,66,116,186,28,0,28,9,0,12,0,0,3,6,0,10,22,21,41,856,668,1522,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,7,3,16,13,11,24,0,0,0,0,0,0,0,0,0,0,0,0,84,109,195,116,131,251,16,6,24,1082,927,2014
POA4516,18,12,29,4,0,4,0,0,0,0,0,0,0,0,0,735,622,1358,47,40,87,50,0,52,8,0,12,0,4,3,9,10,14,15,14,31,885,704,1587,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,3,3,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,15,9,21,5,0,5,0,0,0,0,0,0,5,0,5,118,170,286,106,134,241,3,3,11,1124,1024,2148
POA4517,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,127,112,235,5,5,10,10,0,10,0,0,0,0,0,0,5,0,5,10,4,12,152,125,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,20,33,57,27,34,64,0,0,0,205,198,405
POA4518,20,19,40,0,0,0,0,0,0,0,0,0,0,0,0,892,747,1639,55,52,111,36,0,39,8,3,11,9,0,10,9,3,11,22,12,38,1050,838,1894,3,4,4,0,0,0,0,0,0,3,4,5,0,0,4,3,0,3,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,15,7,22,0,0,0,0,0,0,0,0,0,0,0,0,149,198,349,124,206,332,6,7,6,1344,1257,2606
POA4519,17,25,41,10,0,6,0,0,0,0,0,0,0,0,0,1369,1284,2659,82,81,165,60,6,66,18,0,24,11,5,17,22,0,25,48,45,88,1640,1444,3089,4,3,7,0,0,0,0,0,0,3,3,6,0,0,4,4,0,4,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19,18,11,32,3,0,5,0,0,0,0,0,0,3,3,9,202,288,488,209,304,513,22,10,28,2097,2070,4161
POA4520,54,46,99,5,4,9,0,0,0,0,0,0,0,0,0,1876,1594,3474,89,102,188,71,4,72,35,3,36,6,6,11,15,8,24,44,50,93,2193,1814,4013,6,6,4,0,0,0,0,0,0,43,36,78,5,8,9,0,0,0,53,44,91,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,8,5,10,20,7,30,76,54,128,4,4,10,0,0,0,0,0,0,7,8,9,967,998,1971,301,473,774,8,20,29,3558,3366,6927
POA4521,13,5,24,0,3,4,0,0,0,0,0,0,0,0,0,741,655,1399,41,37,83,42,0,42,5,7,11,4,0,4,5,5,13,15,25,39,882,733,1619,0,0,0,0,0,0,0,0,0,14,16,31,0,0,0,0,0,0,18,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,25,22,39,0,0,0,0,0,0,0,0,0,0,0,0,261,296,555,137,190,326,0,4,13,1306,1250,2554
POA4550,6,10,20,0,4,9,0,0,0,0,0,0,0,0,0,820,730,1555,47,43,92,30,0,32,12,0,12,8,0,8,6,0,6,16,26,43,951,818,1777,0,0,0,0,0,0,0,0,0,4,0,3,3,0,5,0,0,0,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,19,0,0,0,0,0,0,0,0,0,0,0,0,127,157,283,88,154,246,3,4,7,1189,1142,2327
POA4551,29,12,45,143,97,243,4,0,3,6,0,6,24,16,42,9815,9566,19386,540,754,1289,169,4,177,134,11,143,194,99,290,102,39,139,186,271,458,11341,10883,22223,8,0,9,0,0,0,0,0,0,29,22,52,0,0,0,0,0,0,33,23,61,0,0,0,0,0,0,5,4,8,3,12,20,0,5,3,12,22,34,119,56,172,159,108,269,3,4,6,6,0,10,0,5,5,13,11,21,1690,2370,4061,1517,2348,3867,79,65,143,14806,15772,30581
