POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA4132,9375,10031,19410,3726,2164,5889,1249,1954,3201,397,481,878,588,513,1102,5956,5110,11064,2617,4072,6688,9.8,10.1,9.9,63.5,50.9,57,57.3,45.8,51.4,114,104,222,42,121,158,345,632,978,433,923,1359,2107,1749,3859,182,226,414,125,212,336,2421,2184,4609,9974,10314,20286,1934,1956,3892,5656,5809,11460,5225,5522,10749
POA4133,8140,8921,17067,3537,2146,5678,981,1788,2769,331,475,807,360,372,732,5204,4782,9991,2266,3437,5698,6.9,7.8,7.3,63.9,53.6,58.5,59.5,49.4,54.2,182,228,413,43,142,195,564,933,1496,563,989,1551,2092,1430,3522,141,192,333,156,182,336,2387,1805,4188,7824,8397,16218,1878,2068,3947,4132,4431,8560,4826,5286,10117
POA4151,7230,8038,15266,3800,2996,6791,1167,2022,3186,361,533,899,223,207,432,5556,5755,11305,1440,2015,3456,4.1,3.5,3.8,76.8,71.6,74.1,73.7,69,71.2,829,875,1699,226,455,677,2089,2597,4677,655,869,1517,1045,566,1613,56,58,112,95,102,200,1199,722,1924,6557,6954,13510,1734,2013,3747,3719,3852,7574,4169,4755,8921
POA4152,17974,20427,38401,9263,6565,15826,2656,5096,7752,779,1364,2142,554,511,1066,13249,13538,26787,4314,6387,10700,4.2,3.8,4,73.7,66.3,69.8,70.6,63.8,67,1708,1767,3478,541,926,1472,4356,5643,10001,1728,2150,3878,3188,1659,4844,147,209,353,226,441,668,3559,2312,5863,18156,19842,38000,3599,3995,7592,11497,12598,24093,9084,10033,19113
POA4153,1737,1830,3571,888,586,1475,238,471,714,80,117,203,60,38,95,1263,1217,2484,426,565,993,4.5,3.1,3.8,72.7,66.5,69.5,69.4,64.4,66.9,130,137,269,27,91,119,355,447,799,169,207,376,376,177,555,11,30,38,31,43,69,413,250,659,1895,1929,3825,228,252,478,1311,1326,2643,689,745,1434
POA4154,4077,4295,8368,2400,1520,3918,574,1235,1806,166,303,468,105,89,194,3245,3147,6388,770,1083,1850,3.3,2.8,3.1,79.6,73.3,76.4,77,71.2,74,359,307,669,89,178,268,884,1142,2026,430,537,969,865,412,1273,34,52,90,56,89,143,956,548,1503,4696,4902,9594,719,732,1458,2970,3121,6089,2100,2197,4299
POA4155,593,595,1182,270,147,419,99,161,256,23,48,68,14,12,33,409,368,779,162,205,366,4.4,3.8,4.1,69.6,62.1,65.8,66.6,59.7,63.1,46,44,92,13,25,28,106,115,219,40,52,88,121,48,167,3,4,10,6,6,17,127,65,193,619,613,1233,92,91,179,473,474,945,217,207,427
POA4156,1299,1367,2668,668,385,1055,220,412,635,50,95,143,42,39,78,976,928,1905,306,418,723,4.2,4.2,4.2,75.1,67.9,71.4,71.9,65,68.4,135,105,240,34,57,93,288,379,660,109,147,263,244,124,363,14,10,24,17,23,42,273,158,435,1439,1509,2951,175,173,348,1032,1075,2101,520,553,1070
POA4157,7695,8293,15986,3611,2295,5911,1072,2100,3177,373,505,878,245,208,451,5300,5119,10415,2122,2853,4979,4.6,4.1,4.3,68.8,61.7,65.1,65.7,59.2,62.3,199,266,466,76,190,267,804,1246,2049,656,1022,1679,2470,1295,3764,115,151,268,117,203,319,2709,1645,4353,8017,8331,16352,1121,1212,2337,5538,5613,11148,3104,3475,6580
POA4158,1468,1618,3092,702,448,1151,164,389,557,60,110,166,61,54,111,989,1000,1986,425,570,996,6,5.2,5.6,67.2,61.7,64.3,63.2,58.5,60.7,41,51,95,22,53,73,182,259,450,122,216,340,442,254,699,13,20,38,27,43,72,484,324,803,1513,1575,3090,277,302,572,930,930,1858,767,854,1618
POA4159,5739,6229,11967,2714,1588,4302,683,1509,2196,264,396,658,168,135,297,3823,3629,7448,1704,2265,3970,4.3,3.6,4,66.6,58.3,62.2,63.7,56.1,59.8,196,242,444,97,180,283,698,967,1664,504,732,1237,1737,839,2575,65,105,173,89,151,242,1889,1097,2987,5988,6271,12259,875,867,1740,3974,4192,8169,2512,2623,5141
POA4160,7352,8098,15447,3519,2136,5656,1021,2200,3223,299,482,786,224,174,400,5069,4997,10067,2129,2876,5005,4.4,3.5,4,68.9,61.7,65.2,65.9,59.6,62.6,432,405,832,160,309,475,1082,1494,2573,870,1116,1991,1845,975,2819,86,92,178,145,213,362,2073,1284,3359,7624,8040,15664,1212,1319,2535,4900,5190,10086,3563,3847,7404
POA4161,6358,6698,13051,3083,1862,4940,861,1712,2570,297,445,747,235,168,400,4475,4188,8660,1683,2266,3944,5.2,4,4.6,70.4,62.6,66.4,66.7,60,63.3,135,172,306,73,162,235,535,911,1448,515,868,1380,2078,1084,3161,98,99,197,101,184,284,2281,1367,3647,6748,6896,13641,952,1002,1956,4619,4652,9268,2630,2759,5390
POA4163,6260,7409,13671,2400,1607,4007,789,1537,2331,244,366,609,194,153,349,3635,3665,7297,2370,3396,5760,5.4,4.2,4.8,58.1,49.4,53.4,54.9,47.4,50.8,277,256,532,90,203,300,780,1076,1858,631,949,1582,1649,908,2557,64,115,175,106,183,290,1822,1204,3023,5705,6584,12285,1286,1402,2687,3428,3956,7382,3276,3739,7016
POA4164,7180,7804,14981,3720,2398,6117,985,2176,3154,339,566,908,226,179,406,5265,5318,10585,1703,2238,3942,4.2,3.4,3.8,73.3,68.2,70.6,70.2,65.9,68,256,300,549,108,210,323,871,1275,2143,727,1168,1899,2218,1163,3383,91,121,209,131,185,317,2433,1471,3907,7412,7836,15255,1567,1624,3185,3979,4150,8134,4468,4789,9260
POA4165,14915,16370,31286,7155,4285,11440,1837,4126,5962,647,1067,1716,426,367,796,10061,9850,19914,4443,6095,10539,4.2,3.7,4,67.5,60.2,63.6,64.6,57.9,61.1,407,485,890,181,437,617,1307,2387,3698,1459,2196,3656,4942,2535,7480,187,269,455,257,404,664,5394,3204,8593,15461,16477,31942,2554,2834,5382,9700,10222,19927,7339,8171,15511
POA4169,7468,7139,14604,3559,2745,6309,1229,1563,2789,362,470,835,294,238,534,5452,5013,10468,1536,1716,3253,5.4,4.7,5.1,73,70.3,71.7,69.1,66.9,68,845,772,1621,217,323,542,1986,2252,4232,675,749,1426,1051,566,1616,71,71,142,82,113,199,1204,748,1956,5170,4847,10016,2411,2439,4851,2392,2269,4653,4972,4824,9794
POA4170,10818,11645,22465,6134,4739,10873,1561,2937,4495,526,807,1335,346,292,643,8572,8777,17345,1831,2451,4279,4.1,3.3,3.7,79.2,75.4,77.2,76,72.9,74.4,905,1054,1962,305,583,887,2831,3561,6385,1055,1225,2277,1930,1081,3011,85,109,195,130,184,313,2148,1367,3514,9895,10238,20130,2900,3210,6107,5256,5579,10841,6775,7214,13983
POA4171,6402,7076,13475,3641,2627,6269,896,1712,2605,287,478,769,196,168,362,5020,4990,10009,1169,1867,3037,3.9,3.4,3.7,78.4,70.5,74.3,75.4,68.1,71.6,767,771,1538,242,373,613,1900,2201,4101,610,746,1355,854,493,1346,45,60,103,83,143,225,978,696,1675,6075,6433,12505,1661,1869,3529,3276,3516,6792,4054,4410,8459
POA4172,1939,2071,4012,1133,835,1964,250,501,745,76,148,226,60,47,106,1515,1527,3043,335,480,818,4,3,3.5,78,73.9,75.9,74.9,71.6,73.2,118,161,278,42,89,130,390,514,910,213,259,474,456,230,688,15,21,40,24,40,68,499,300,797,1858,1909,3772,437,469,909,1038,1050,2088,1122,1223,2347
POA4173,3252,3517,6766,1731,1169,2902,413,849,1263,141,240,382,98,84,182,2384,2339,4722,780,1087,1870,4.1,3.6,3.9,73.3,66.6,69.8,70.2,64.2,67.1,118,180,296,54,112,174,494,668,1160,277,425,701,891,443,1333,42,55,94,54,101,151,987,596,1586,3332,3527,6857,540,570,1114,2190,2326,4512,1436,1536,2972
POA4174,1118,1147,2267,589,413,1005,165,271,435,48,102,155,29,29,57,824,819,1648,235,295,527,3.3,4,3.6,73.8,71.4,72.6,71.4,68.6,69.9,36,49,88,18,34,46,138,237,375,93,143,235,292,137,429,16,23,38,15,34,52,322,196,519,1092,1107,2197,223,229,455,618,661,1277,607,596,1203
POA4178,10313,11333,21642,4949,3303,8251,1302,2587,3884,442,704,1145,367,273,641,7060,6857,13920,2846,3972,6817,5.2,4,4.6,68.4,60.5,64.3,64.9,58.1,61.3,472,548,1025,197,422,620,1485,2085,3566,911,1299,2211,2638,1481,4121,114,167,277,142,232,373,2893,1880,4773,10290,11025,21316,1875,2005,3883,6308,6707,13010,5203,5638,10842
POA4179,7605,8315,15919,3718,2404,6121,974,2133,3106,303,528,829,282,202,489,5271,5266,10536,2106,2810,4914,5.3,3.9,4.6,69.4,63.3,66.2,65.7,60.9,63.2,404,506,916,152,326,479,1258,1725,2985,762,1017,1774,1927,953,2881,83,115,200,126,176,301,2136,1247,3388,8012,8504,16514,1259,1363,2622,5240,5537,10774,3584,3886,7475
POA4183,1120,1090,2211,314,179,500,161,279,448,82,89,169,25,8,34,586,559,1149,420,421,847,4.1,2,3,52.5,51.2,51.9,50.4,50.2,50.3,64,71,134,22,44,68,147,201,346,89,114,201,306,119,428,10,17,33,16,17,37,334,158,496,1003,948,1951,158,173,326,705,636,1342,411,443,858
POA4184,3798,3760,7554,485,330,814,368,572,937,147,140,286,185,137,323,1177,1189,2368,2308,2271,4586,15.6,11.7,13.6,31.1,31.6,31.3,26.2,27.9,27,76,104,187,36,81,121,217,381,604,288,460,742,1140,512,1653,44,68,115,66,79,144,1248,659,1906,3035,2980,6017,713,752,1460,1850,1768,3618,1784,1870,3651
POA4205,2360,2979,5343,748,496,1245,240,444,683,91,131,215,100,98,199,1180,1165,2341,980,1483,2457,8.6,8.3,8.5,49.9,39.1,43.9,45.6,35.9,40.2,47,48,93,13,46,65,120,247,359,143,264,411,633,427,1058,36,60,97,38,60,97,709,549,1257,2140,2605,4743,418,495,910,1255,1486,2734,1163,1471,2640
POA4207,25426,27116,52542,11178,6622,17798,3059,5872,8931,1134,1702,2829,1051,1005,2053,16424,15190,31615,7213,10077,17287,6.4,6.6,6.5,64.6,56,60.2,60.5,52.3,56.3,423,594,1010,173,503,678,1582,2741,4325,1715,3176,4895,7522,4673,12196,392,580,978,425,639,1068,8343,5891,14240,24918,25838,50752,5585,5977,11563,13854,14132,27986,14454,15593,30040
POA4208,8725,9320,18049,4772,2809,7578,1094,2519,3616,434,642,1074,270,294,565,6570,6270,12837,1825,2678,4509,4.1,4.7,4.4,75.2,67.3,71.1,72.2,64.1,68,198,266,465,85,230,310,726,1301,2027,786,1301,2085,2798,1554,4349,125,181,305,145,216,364,3065,1957,5026,9283,9578,18858,1965,2043,4010,4904,5005,9911,5589,5875,11460
POA4209,26158,28423,54579,13006,7852,20857,3823,7536,11366,1321,2149,3467,1143,1139,2279,19287,18677,37964,5284,8031,13311,5.9,6.1,6,73.7,65.7,69.6,69.4,61.7,65.4,900,1028,1926,260,634,894,2537,4025,6559,2468,4075,6543,7119,4873,11994,382,491,871,454,681,1136,7956,6044,14008,25673,26814,52485,7623,8176,15801,10315,10459,20775,20241,21934,42184
POA4210,8303,8920,17215,4260,2501,6765,1214,2640,3854,405,699,1099,296,291,587,6167,6138,12303,1855,2490,4345,4.8,4.8,4.8,74.3,68.8,71.5,70.8,65.5,68.1,251,326,570,94,221,315,863,1445,2307,833,1324,2157,2566,1415,3981,105,154,257,163,234,401,2831,1803,4628,9067,9340,18409,1371,1537,2908,5137,5203,10338,4684,5089,9774
POA4211,24207,25867,50072,10640,6468,17111,3704,7037,10741,1220,1918,3134,944,745,1693,16511,16170,32679,6630,8629,15265,5.7,4.6,5.2,68.2,62.5,65.3,64.3,59.6,61.9,833,1014,1843,284,685,970,2401,3981,6381,2145,3480,5623,7097,3878,10978,276,390,670,463,702,1167,7840,4977,12813,24748,25690,50439,4125,4362,8488,15525,15928,31450,11791,12646,24438
POA4212,13387,14477,27866,5576,3552,9126,1903,3437,5337,605,873,1477,494,396,890,8578,8251,16827,4127,5441,9563,5.8,4.8,5.3,64.1,57,60.4,60.4,54.3,57.2,658,722,1380,174,372,548,1830,2376,4211,1371,1950,3324,3353,1669,5013,141,179,322,259,378,641,3752,2232,5975,11994,12804,24795,3175,3410,6583,6654,7088,13741,7832,8419,16252
POA4213,11718,12502,24221,5164,3053,8218,1881,3657,5535,564,872,1427,417,325,736,8020,7897,15921,3130,4004,7140,5.2,4.1,4.6,68.5,63.2,65.7,64.9,60.6,62.7,484,577,1058,182,393,578,1453,2206,3662,1106,1655,2761,3350,1732,5083,114,176,293,179,325,508,3646,2239,5883,12453,12865,25317,1906,2054,3962,8236,8371,16605,5310,5807,11120
POA4214,15505,16453,31959,5983,3834,9820,2560,4195,6753,826,1157,1978,677,511,1188,10043,9691,19736,4585,5735,10316,6.7,5.3,6,64.8,58.9,61.8,60.5,55.8,58,847,902,1742,200,401,601,2095,2851,4950,1381,2048,3430,3691,1942,5634,144,186,338,243,393,636,4083,2527,6614,14728,15356,30078,2977,3027,6008,8943,9425,18365,7873,8121,15998
POA4215,23282,26175,49458,7331,5338,12672,3907,5859,9767,1269,1809,3076,1138,988,2122,13644,13991,27634,7629,9967,17596,8.3,7,7.7,58.6,53.5,55.9,53.7,49.7,51.6,1296,1385,2685,298,614,911,3210,4481,7688,2126,3109,5238,4788,3031,7817,272,352,625,340,603,941,5405,3978,9382,18138,19844,37978,6156,6758,12911,9351,10316,19670,13866,15270,29139
POA4216,15965,18480,34445,5605,3800,9407,2191,3880,6072,665,1012,1676,531,499,1029,8994,9186,18181,5968,8131,14099,5.9,5.4,5.7,56.3,49.7,52.8,53,47,49.8,623,753,1377,206,434,639,1728,2576,4307,1546,2338,3887,4270,2104,6376,148,259,404,283,498,777,4698,2862,7558,13911,15666,29573,3348,3817,7163,8116,9189,17301,8385,9526,17912
POA4217,21296,21627,42919,6694,4239,10933,3568,4945,8512,1172,1468,2639,827,684,1508,12254,11341,23593,6196,7536,13741,6.7,6,6.4,57.5,52.4,55,53.7,49.3,51.5,1295,1173,2468,336,558,894,3540,4159,7699,2146,2657,4800,3722,2005,5725,137,207,348,349,471,825,4212,2685,6898,15343,15346,30698,5481,5693,11172,8183,8213,16399,11963,12232,24199
POA4218,15041,16312,31356,5950,4004,9957,2516,4143,6658,808,1182,1988,496,401,900,9768,9739,19503,4134,5438,9574,5.1,4.1,4.6,64.9,59.7,62.2,61.6,57.2,59.3,849,918,1767,238,420,662,2651,3457,6108,1438,2094,3535,3290,1646,4932,131,180,307,242,382,621,3651,2208,5861,12509,13195,25704,3636,4057,7693,6981,7335,14315,8510,9333,17844
POA4220,12803,14759,27563,5363,3599,8966,1987,3944,5930,609,994,1606,408,352,761,8371,8892,17268,3559,4952,8510,4.9,4,4.4,65.4,60.3,62.7,62.2,57.9,59.9,570,742,1310,207,453,659,1983,2994,4978,1233,1873,3103,3352,1633,4984,88,163,254,224,377,598,3673,2165,5839,11912,13216,25123,2405,2944,5353,7407,8263,15676,6140,7200,13346
POA4221,11206,12652,23858,4717,3015,7730,1778,3626,5408,589,884,1469,367,297,668,7456,7819,15269,3184,4221,7407,5,3.8,4.4,66.5,61.8,64,63.2,59.4,61.2,427,594,1019,156,368,526,1505,2490,3996,1017,1618,2637,3269,1613,4878,109,162,267,191,334,528,3572,2105,5678,10904,11790,22698,2077,2434,4511,6849,7307,14153,5477,6314,11797
POA4223,5696,6444,12146,2365,1412,3776,939,1870,2813,255,416,669,171,153,319,3733,3850,7579,1717,2268,3985,4.5,3.9,4.2,65.5,59.7,62.4,62.5,57.4,59.8,213,287,504,104,205,303,769,1173,1943,549,820,1371,1661,869,2531,39,94,128,99,160,258,1798,1125,2920,5841,6356,12199,999,1078,2077,3821,4130,7950,2634,2973,5605
POA4224,2868,3209,6074,1161,698,1857,480,937,1417,123,196,321,97,70,171,1869,1898,3763,731,994,1727,5.2,3.8,4.5,65.1,59.2,62,61.7,56.9,59.2,111,142,253,42,104,141,393,593,985,251,418,669,752,383,1141,23,36,58,55,69,125,835,488,1324,2679,2872,5551,508,602,1111,1591,1673,3264,1415,1618,3030
POA4225,4164,4410,8575,1233,868,2102,615,1013,1627,197,265,459,140,114,258,2188,2266,4453,1560,1751,3315,6.5,5.1,5.8,52.5,51.3,51.9,49.1,48.7,48.9,171,191,365,61,102,164,598,815,1418,397,545,945,1023,458,1488,24,47,68,64,115,176,1113,618,1735,3192,3288,6479,898,1072,1967,1837,1851,3686,2119,2382,4499
POA4226,14434,16726,31162,5854,4029,9892,2327,4278,6605,719,1048,1771,493,484,977,9396,9848,19245,4269,5916,10188,5.2,4.9,5.1,65.1,58.9,61.8,61.7,56,58.6,814,919,1732,231,464,692,2290,2944,5236,1465,2179,3645,3174,1873,5048,130,203,338,256,438,692,3566,2514,6076,13358,14724,28074,3225,3923,7153,7465,8239,15704,8297,9714,18014
POA4227,8724,10206,18935,3896,2717,6609,1468,2906,4370,475,746,1221,334,271,601,6172,6639,12809,2119,3040,5160,5.4,4.1,4.7,70.7,65,67.7,66.9,62.4,64.5,516,602,1120,137,287,418,1421,2036,3464,865,1328,2185,2003,1261,3268,89,132,220,126,231,356,2216,1618,3837,8525,9616,18137,2013,2272,4283,4638,5308,9950,5278,6057,11336
POA4228,2095,2276,4372,834,509,1340,380,677,1053,101,147,246,76,52,128,1386,1383,2773,587,733,1318,5.4,3.8,4.6,66.4,60.8,63.5,62.8,58.5,60.6,87,101,189,19,67,88,270,412,677,177,274,458,637,289,933,17,30,39,39,64,106,696,381,1072,2196,2290,4490,324,352,677,1541,1536,3079,843,976,1821
POA4270,1716,1726,3444,825,464,1284,198,452,649,109,128,229,59,42,97,1186,1080,2266,455,556,1009,5,3.9,4.5,68.9,62.6,65.7,65.5,60.2,62.8,39,67,105,17,43,56,94,213,306,134,258,395,633,280,910,18,20,43,25,41,66,677,339,1013,1795,1746,3547,264,271,540,1274,1213,2480,661,727,1390
POA4272,3213,3601,6813,1072,645,1718,483,881,1362,183,249,428,87,55,145,1822,1831,3654,1202,1572,2776,4.8,3.1,4,56.8,50.7,53.6,54.1,49.2,51.5,206,220,431,67,133,196,536,765,1298,372,521,894,801,364,1162,33,51,81,71,91,163,902,502,1405,3140,3376,6511,516,614,1133,1981,2133,4120,1522,1714,3236
POA4275,1721,1727,3454,762,477,1241,192,426,620,93,137,233,35,31,65,1083,1069,2154,460,488,947,3,2.8,2.9,62.9,61.9,62.4,61,60.2,60.6,46,70,114,19,43,62,149,280,430,161,226,385,536,270,808,17,25,45,25,45,74,589,341,922,1571,1592,3168,303,294,595,952,907,1864,830,895,1726
POA4280,7899,8163,16060,3973,2306,6272,907,2037,2948,363,501,869,279,263,546,5524,5104,10629,1901,2589,4494,5.1,5.1,5.1,70,62.5,66.2,66.4,59.3,62.8,92,139,233,51,198,246,375,824,1204,506,1012,1517,2766,1466,4228,84,187,269,120,198,322,2967,1849,4819,8228,8324,16555,1494,1575,3070,5074,4946,10023,4029,4361,8389
POA4285,8364,8864,17222,3637,2018,5656,904,2022,2931,371,516,888,290,266,552,5201,4824,10027,2630,3440,6074,5.5,5.5,5.5,62.2,54.4,58.2,58.7,51.4,55,100,148,248,71,177,248,368,882,1244,511,970,1481,2598,1494,4091,108,187,292,150,187,335,2852,1868,4718,8472,8711,17183,1373,1507,2884,5354,5477,10832,3898,4188,8087
POA4287,516,311,827,106,72,173,36,65,102,10,15,31,0,4,6,153,160,311,347,133,474,1.9,3.1,2.6,29.8,51.6,37.9,29.2,50,37,3,6,17,0,8,4,62,22,79,21,37,55,98,39,138,0,5,5,4,9,12,103,55,158,307,291,597,34,39,75,211,221,433,109,102,213
POA4300,24469,25996,50461,12815,8347,21166,3140,6119,9252,1129,1740,2865,1139,1055,2197,18224,17265,35486,5153,7606,12758,6.3,6.1,6.2,74.5,66.4,70.3,69.8,62.3,66,1232,1308,2542,350,710,1057,2909,4519,7423,2309,3130,5443,5979,3932,9909,348,488,842,404,557,962,6734,4978,11707,25730,26462,52188,5838,6190,12027,12959,13222,26191,16183,17112,33298
POA4301,12599,13513,26111,5701,3487,9189,1777,2962,4734,637,844,1483,742,734,1473,8856,8027,16883,2960,4705,7666,8.4,9.1,8.7,70.3,59.4,64.7,64.4,54,59,240,241,478,88,233,319,794,1257,2049,893,1519,2413,3258,2528,5782,274,319,594,223,304,527,3753,3154,6908,13353,13642,26995,3104,3487,6591,6641,6668,13310,8393,9056,17444
POA4303,1615,1687,3301,492,278,761,175,240,417,78,86,166,107,92,203,847,692,1546,598,801,1404,12.7,13.6,13.1,52.7,41.3,46.8,46,35.6,40.7,30,36,66,10,23,32,84,127,209,85,155,240,360,241,605,39,33,74,33,38,69,436,312,749,1463,1515,2978,311,300,607,903,959,1861,755,767,1527
POA4304,6920,7302,14219,2677,1684,4362,822,1419,2246,342,430,773,355,290,646,4194,3828,8021,2290,3032,5328,8.4,7.6,8,60.6,52.4,56.4,55.5,48.4,51.9,104,156,265,82,152,234,463,736,1200,427,759,1190,1852,1222,3073,147,182,327,111,130,243,2104,1536,3641,6680,6836,13522,1408,1481,2887,4203,4176,8378,3428,3690,7122
POA4305,24294,26830,51124,9971,6564,16539,2747,5527,8273,1075,1611,2688,1206,987,2200,14995,14693,29685,7798,10479,18276,8,6.7,7.4,61.7,54.8,58.1,56.8,51.1,53.8,433,577,1008,237,646,879,1582,2890,4470,1768,2708,4475,7100,4634,11739,423,652,1083,365,586,950,7893,5880,13772,24203,25636,49839,4735,5162,9901,14804,15417,30220,12313,13711,26024
POA4306,17075,16694,33771,8561,5406,13966,1977,4315,6295,802,1251,2047,428,433,861,11771,11401,23170,4540,4651,9189,3.7,3.8,3.7,68.9,68.3,68.6,66.4,65.7,66.1,526,660,1182,231,554,775,1636,2796,4434,1502,2078,3582,5219,2778,7995,219,370,588,232,378,612,5669,3530,9198,16436,16754,33193,3510,3718,7233,9801,9676,19479,8892,9565,18454
POA4307,643,642,1281,325,170,497,70,176,244,26,36,63,15,18,28,433,400,828,175,204,381,3.2,3.5,3.4,67.6,61.9,64.7,65.4,59.8,62.6,7,8,21,4,8,14,29,59,85,49,70,116,194,100,299,8,25,29,13,12,24,213,134,348,638,618,1255,88,103,188,458,453,912,228,233,467
POA4309,1369,1352,2724,586,302,886,151,338,490,71,83,152,24,30,54,835,748,1580,427,514,946,2.9,4,3.4,60.8,55.3,58.1,59.1,53.1,56.1,15,22,34,15,20,39,81,160,241,77,146,223,391,212,605,13,27,46,18,30,46,419,265,693,1340,1319,2661,202,219,419,946,901,1850,522,565,1088
POA4310,2486,2642,5129,888,488,1381,287,573,865,144,168,309,60,35,98,1385,1271,2655,937,1208,2148,4.4,3,3.7,55.7,48,51.7,53.3,46.6,49.8,56,74,127,34,46,77,185,341,523,160,265,420,629,359,991,28,30,54,40,54,94,688,444,1137,2367,2435,4799,379,405,781,1672,1702,3370,972,1033,2002
POA4311,4137,4150,8290,1519,868,2390,408,751,1163,188,255,444,176,136,314,2290,2011,4299,1581,1886,3471,7.8,6.6,7.3,55.4,48.4,51.9,51,45.2,48.1,35,57,96,15,69,85,148,346,492,236,400,638,1240,742,1979,88,106,186,78,104,182,1399,950,2356,4189,4058,8245,630,684,1311,2864,2642,5508,1712,1873,3586
POA4312,1144,1155,2305,288,166,456,137,218,353,53,52,110,28,21,47,514,462,970,560,629,1190,5.7,4.1,4.9,44.6,40,42.3,42,38.4,40.2,21,20,45,9,26,37,75,102,177,83,135,219,348,178,529,10,23,25,22,34,55,377,238,614,1059,1073,2126,149,156,308,751,746,1499,420,444,862
POA4313,940,1007,1950,292,183,474,105,194,297,43,61,100,18,25,42,460,459,918,420,499,919,4.3,5.5,4.9,49,45.2,47.1,46.9,42.8,44.8,7,20,28,10,28,34,48,105,157,45,90,132,290,146,436,14,22,35,17,20,38,318,189,505,898,950,1839,166,180,341,635,647,1281,378,442,816
POA4314,1417,1389,2805,293,195,489,128,233,350,53,42,93,59,34,91,525,497,1020,747,757,1497,10.6,6.3,8.5,37.2,35.6,36.4,33.2,33.4,33.3,17,12,33,5,19,24,43,116,157,56,125,177,383,233,614,16,34,42,17,35,52,410,296,712,1228,1215,2442,218,234,457,889,851,1743,514,542,1050
POA4340,2357,2555,4907,898,558,1458,239,513,757,115,165,282,83,65,146,1333,1306,2639,750,949,1697,6.1,5,5.5,56.7,51.1,53.8,53.3,48.5,50.8,35,42,82,19,37,56,107,258,366,136,249,391,665,438,1110,37,60,97,24,48,67,731,545,1268,2159,2285,4438,356,434,795,1389,1447,2833,1003,1144,2142
POA4341,6081,6459,12543,2357,1414,3774,651,1381,2032,274,364,644,236,226,464,3522,3392,6911,2204,2671,4877,6.7,6.6,6.7,57.9,52.5,55.1,54,49,51.4,70,102,167,46,107,150,259,585,846,377,730,1107,1816,1137,2950,98,155,256,97,156,251,2007,1452,3460,6244,6314,12562,1054,1177,2235,3899,3830,7727,2954,3260,6211
POA4342,1081,1119,2197,427,256,682,114,253,367,51,55,104,45,38,86,638,600,1239,371,443,812,7.2,6.1,6.7,58.9,54.1,56.4,54.6,50.8,52.6,9,18,27,0,18,21,44,84,129,43,97,144,299,186,493,26,33,56,16,23,42,343,245,592,1040,1026,2068,184,186,370,697,705,1404,451,457,907
