POA_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
POA0830,412,2027,2498,780,372,6089,756,6844
POA0832,154,1887,2817,930,298,6088,474,6558
POA0834,4,141,214,111,134,611,125,738
POA0835,34,350,439,212,199,1226,106,1333
POA0836,26,439,869,537,485,2363,200,2565
POA0837,17,82,51,22,26,197,64,261
POA0838,13,109,113,62,39,331,63,392
POA0839,13,165,74,13,9,273,76,348
POA0840,6,156,86,26,22,293,38,333
POA0841,4,74,81,45,28,224,42,272
POA0845,31,96,40,9,8,189,70,257
POA0846,17,104,54,17,14,204,31,239
POA0847,24,90,24,6,8,161,21,178
POA0850,219,1188,902,337,198,2837,541,3378
POA0852,635,1357,463,113,101,2671,564,3234
POA0853,6,46,120,27,9,205,7,211
POA0854,71,95,46,6,8,221,32,256
POA0860,237,507,230,60,39,1078,132,1211
POA0862,49,202,64,9,11,335,54,385
POA0870,621,2741,2486,895,424,7167,614,7784
POA0872,1480,1873,507,132,86,4073,627,4707
POA0873,120,632,315,125,118,1313,243,1558
POA0874,31,120,64,19,5,241,18,253
POA0875,101,309,277,102,56,841,60,905
POA0880,188,466,419,103,46,1220,257,1476
POA0885,23,97,87,23,8,232,45,282
POA0886,42,252,89,32,8,427,80,507
POA2600,188,1554,1283,268,140,3440,196,3638
POA2601,447,1137,282,28,0,1898,169,2071
POA2602,1163,6313,4550,1201,508,13728,495,14227
POA2603,279,1789,1509,392,221,4187,148,4341
POA2604,407,3222,1793,335,99,5864,468,6332
POA2605,244,1636,1849,471,230,4428,103,4537
POA2606,486,2789,1545,351,178,5360,208,5565
POA2607,272,2077,2167,666,363,5529,205,5737
POA2609,40,193,109,28,19,387,163,548
POA2611,522,4981,5808,1442,700,13454,466,13920
POA2612,1151,4491,2027,463,177,8309,378,8690
POA2614,439,3235,2924,808,428,7829,294,8123
POA2615,662,5775,7279,2246,1141,17097,520,17619
POA2617,986,6219,5175,1406,714,14493,530,15027
POA2618,0,59,158,110,110,430,26,451
POA2900,184,1217,573,88,34,2094,101,2192
POA2902,229,1949,2418,797,428,5822,220,6041
POA2903,144,1110,1487,503,249,3496,107,3603
POA2904,174,1342,2135,742,355,4745,105,4850
POA2905,325,3120,4247,1655,899,10249,303,10550
POA2906,193,1912,2650,981,614,6349,174,6523
POA2911,38,571,842,148,75,1680,39,1713
POA2912,243,1524,1076,262,132,3226,140,3369
POA2913,448,4848,5900,1666,867,13736,440,14173
POA2914,270,3295,5220,1355,667,10806,390,11193
POA2899,31,356,339,119,62,910,127,1034
POA6798,37,189,131,62,24,440,59,499
POA6799,7,38,38,20,24,131,36,168
POA9797,16,3,0,0,0,30,5,33
