POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA3925,0,3,0,6,3,12,23,33,21,106,0,0,0,0,3,0,4,3,0,9,20,25,69,65,73,76,69,45,20,464,92,172,431,563,614,734,666,274,101,3657
POA3926,0,0,0,0,0,3,3,15,14,43,0,0,0,0,0,0,0,0,0,0,3,3,21,19,25,24,22,13,9,144,63,125,204,386,454,512,492,314,96,2643
POA3927,0,0,0,5,0,5,0,6,5,17,0,0,0,0,0,0,0,0,0,0,3,16,3,17,14,22,20,17,3,124,32,78,109,196,215,330,344,155,37,1495
POA3928,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,12,0,3,37,9,16,30,36,73,88,98,42,14,404
POA3929,0,0,4,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,5,8,11,10,19,28,27,11,8,115,13,47,47,79,129,251,271,152,30,1023
POA3930,3,0,0,6,9,22,28,73,44,193,0,0,0,7,5,0,8,3,3,24,32,21,27,74,80,51,70,90,94,532,413,810,912,2115,2955,2410,2097,1372,516,13598
POA3931,14,3,24,28,41,53,138,283,217,800,0,0,7,8,9,10,8,10,12,62,43,36,83,103,143,125,202,290,315,1349,502,1120,2091,2677,3415,3073,3483,2917,1387,20669
POA3933,0,0,0,0,0,0,4,5,7,21,0,0,0,0,0,0,0,0,0,3,7,0,6,6,7,0,0,3,3,40,35,56,74,88,165,162,128,62,25,803
POA3934,5,0,10,7,10,14,60,150,90,346,0,3,0,7,13,4,4,11,14,51,43,18,40,66,100,65,89,86,62,565,458,850,1144,2236,3102,2418,2296,1595,594,14702
POA3936,7,0,17,12,33,31,134,188,106,514,0,0,5,4,0,8,11,20,11,61,32,32,66,107,126,116,125,136,66,808,265,564,1153,1337,1777,1896,2047,1348,444,10828
POA3937,0,0,9,0,5,8,3,0,8,25,0,0,0,6,3,13,3,0,0,24,0,0,4,11,12,21,29,15,10,101,36,66,106,141,255,327,308,114,35,1384
POA3938,3,0,6,6,8,4,29,24,13,77,0,0,0,0,0,3,0,0,0,6,9,14,7,13,20,12,18,20,16,130,64,152,245,301,399,505,619,345,91,2732
POA3939,12,9,20,17,29,64,149,247,139,675,0,0,5,8,8,17,15,12,9,69,74,58,123,130,179,156,152,158,99,1123,340,638,1566,1640,1955,2251,2326,1568,600,12880
POA3940,3,5,7,13,18,20,69,94,110,352,0,0,0,0,0,3,9,8,3,33,16,15,22,42,55,32,60,115,127,483,79,177,468,439,505,541,777,818,678,4485
POA3941,4,5,15,13,28,32,100,178,81,454,0,0,0,7,7,11,10,15,7,54,41,41,125,135,148,161,187,157,93,1082,253,502,1273,1486,1988,2081,2023,1096,373,11077
POA3942,0,0,0,0,0,0,13,20,15,54,0,0,0,0,0,0,0,0,0,0,14,12,10,25,26,36,54,35,19,228,45,120,201,247,356,499,650,349,79,2540
POA3943,0,0,0,5,0,0,6,7,4,22,0,0,0,0,0,0,0,0,0,0,7,7,20,12,21,43,49,31,11,204,28,65,132,155,231,367,594,320,65,1956
POA3944,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,15,11,18,0,62,12,42,67,53,103,174,211,180,38,873
POA3945,0,0,4,0,3,3,14,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,13,3,5,0,50,10,24,106,104,153,193,160,70,10,829
POA3946,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,19,9,6,41,24,38,67,49,13,8,256
POA3950,3,0,5,14,15,21,56,84,79,272,0,0,0,0,5,4,3,4,0,18,10,9,27,22,31,48,37,48,19,267,131,216,537,496,646,704,680,396,204,4004
POA3951,0,0,0,0,0,4,8,3,0,18,0,0,0,0,0,0,0,0,0,0,5,0,8,9,9,5,13,9,0,55,26,43,66,80,165,175,168,49,9,788
POA3953,4,0,10,7,7,31,79,108,74,317,0,3,0,0,0,10,3,8,9,31,27,17,49,55,53,56,72,64,30,419,182,311,731,903,975,1084,1147,669,245,6254
POA3954,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,6,16,6,18,19,33,58,89,45,26,7,307
POA3956,0,0,4,0,4,12,25,24,11,90,0,6,0,0,0,0,0,7,0,12,10,8,17,31,21,44,43,29,9,208,56,99,256,315,387,574,544,221,60,2508
POA3957,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,6,14,30,30,37,48,38,22,3,222
POA3958,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,5,4,6,8,0,5,0,29,7,13,19,25,44,45,38,20,4,222
POA3959,0,0,0,0,0,0,8,18,5,38,0,0,0,0,0,0,0,0,0,0,10,3,0,9,24,14,16,14,3,85,29,53,71,129,176,238,240,113,16,1063
POA3960,0,0,3,0,3,6,32,40,32,121,0,0,0,0,0,0,0,0,0,4,10,8,24,19,26,45,49,34,12,218,53,84,182,210,314,476,532,320,137,2296
POA3962,0,0,0,0,0,3,17,12,10,49,0,0,0,0,0,0,0,0,0,3,4,3,9,15,7,6,13,4,6,64,15,43,74,91,102,154,200,76,20,773
POA3964,0,0,0,0,0,6,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,10,17,18,17,35,18,8,4,138
POA3965,0,0,0,0,0,5,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,4,0,24,0,4,12,18,25,45,58,23,5,194
POA3966,0,0,0,0,0,3,12,6,3,26,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,3,6,3,0,35,11,25,44,51,81,72,96,36,11,424
POA3967,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,5,4,11,4,15,20,29,11,5,98
POA3971,0,0,5,4,19,23,59,70,56,231,0,0,0,0,6,5,3,5,0,23,17,14,35,41,39,51,67,41,21,326,80,152,360,369,518,712,750,393,142,3460
POA3975,5,9,34,80,79,98,83,72,48,509,0,10,49,67,75,58,62,23,15,363,44,48,125,149,80,50,39,17,20,579,396,1177,2530,3434,2405,1450,813,305,158,12666
POA3976,12,13,129,189,187,199,239,175,51,1202,7,27,166,223,198,168,95,46,15,937,90,131,313,261,202,175,128,64,11,1374,642,2024,4194,3633,3106,3012,1728,721,180,19238
POA3977,53,72,308,396,398,483,710,665,314,3407,10,48,318,365,366,283,187,113,46,1733,279,358,1016,866,594,485,355,291,156,4412,2741,7380,18170,19840,13828,10279,6678,3273,1105,83295
POA3978,16,10,81,99,75,111,108,106,33,627,0,10,52,78,86,50,46,13,10,356,60,122,402,283,122,98,67,34,7,1191,704,2504,9368,8703,3853,2219,1403,605,99,29457
POA3979,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,12,4,0,33,9,7,32,46,49,56,55,19,0,279
POA3980,0,3,5,4,5,10,34,22,13,93,0,0,0,0,0,0,0,0,0,0,8,13,15,30,29,34,40,16,7,194,88,194,412,437,489,462,376,140,38,2644
POA3981,0,5,21,9,13,22,49,68,40,230,0,0,6,3,6,0,0,5,0,30,14,10,34,27,37,20,30,36,29,239,166,294,786,650,675,609,435,275,130,4017
POA3984,3,5,19,15,28,50,93,75,26,313,0,0,4,5,3,6,8,9,0,28,29,17,50,79,60,78,91,68,18,497,154,309,926,799,912,1101,1038,476,114,5830
POA3987,0,0,3,12,10,4,11,10,5,52,0,0,0,0,0,0,0,0,0,6,10,7,12,30,20,27,12,11,0,130,41,73,164,215,265,240,147,64,10,1220
POA3988,4,0,0,0,0,4,4,9,4,24,0,0,0,0,0,0,0,0,0,4,4,5,8,10,5,12,9,6,0,54,25,43,134,134,127,173,134,65,10,845
POA3990,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,3,6,10,18,32,20,12,0,102
POA3991,0,0,0,3,0,5,6,3,0,17,0,0,0,0,0,0,0,0,0,4,0,3,9,7,8,7,10,3,0,49,14,21,31,42,53,71,66,19,0,324
POA3992,3,0,0,0,0,9,9,9,5,36,0,0,0,3,0,0,0,0,0,10,6,0,6,19,10,7,15,0,3,68,27,61,149,172,159,190,173,46,13,991
POA3995,0,4,19,19,29,59,140,184,133,578,0,3,4,4,11,12,5,15,6,62,35,23,79,83,66,105,141,126,69,716,276,502,1130,1154,1358,1718,1819,1067,424,9451
POA3996,8,3,5,6,3,19,34,71,51,195,0,0,0,3,0,0,3,10,18,38,7,8,16,16,38,30,60,61,39,274,90,198,474,675,695,987,1229,719,235,5305
POA4000,3,16,29,18,21,12,20,28,15,167,0,7,40,12,15,5,6,3,7,84,118,367,1159,794,566,482,217,90,20,3813,949,3339,7242,4020,2777,2308,1292,530,120,22573
POA4005,0,0,0,8,10,21,59,86,56,251,0,0,4,5,10,9,12,15,5,65,13,71,237,175,119,121,114,102,85,1033,187,1135,4288,2955,2293,2127,1559,759,292,15594
POA4006,0,9,17,18,27,26,41,45,20,206,0,10,21,19,10,13,0,11,0,81,60,297,792,452,320,242,154,141,73,2540,410,3522,9544,4351,2483,1747,1044,670,282,24057
POA4007,0,0,3,6,9,3,30,59,32,153,0,0,6,11,6,9,0,7,4,36,35,70,196,151,147,122,64,37,33,867,319,1161,2778,2216,2206,1969,1385,767,314,13117
POA4008,0,0,0,0,0,0,5,7,0,19,0,0,0,0,0,0,0,0,0,0,8,50,112,98,91,79,43,3,0,482,11,91,197,176,188,184,107,23,9,982
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
POA4010,0,0,0,0,5,8,9,17,9,47,0,0,0,0,0,3,0,3,0,12,7,22,36,23,24,9,21,29,19,186,69,354,1026,512,381,264,197,169,86,3056
POA4011,0,4,4,6,17,23,43,49,41,189,0,3,6,0,5,0,5,0,3,25,11,34,82,68,56,46,48,26,24,395,357,1105,2378,2383,2215,1816,1218,664,244,12379
POA4012,0,4,7,17,35,42,80,132,103,432,0,0,8,12,6,12,3,8,13,70,34,71,190,120,77,73,63,48,30,701,444,1642,4516,3892,3164,2291,1563,733,395,18640
POA4013,0,3,0,7,9,20,12,33,12,95,0,0,0,3,7,4,3,3,0,24,10,23,31,34,23,12,16,4,0,164,109,358,960,844,616,497,309,147,37,3872
POA4014,0,4,16,7,19,40,78,116,80,352,0,0,9,3,9,7,5,0,5,44,13,18,69,57,45,33,33,33,52,345,265,643,2042,2263,1722,1288,922,514,319,9984
POA4017,11,11,19,23,57,89,315,459,218,1212,0,4,14,28,27,31,14,18,7,149,40,54,139,134,144,134,169,173,138,1114,896,1832,4024,5258,5588,4626,3631,2005,803,28664
POA4018,5,3,4,23,17,53,103,190,98,495,0,0,12,15,3,26,15,10,4,84,13,33,71,59,37,35,60,108,140,550,252,729,2231,2326,1466,1311,1197,989,473,10969
POA4019,4,5,15,35,47,95,181,263,125,767,0,0,9,7,9,11,13,13,7,71,43,58,115,178,179,157,162,130,79,1096,476,877,1894,2485,3076,3081,2805,1471,466,16632
POA4020,7,6,15,23,56,78,220,351,188,949,0,6,3,5,15,21,13,9,16,90,57,57,123,138,174,184,188,151,110,1176,620,1032,1892,2832,3688,3918,4019,2265,831,21099
POA4021,13,0,9,12,26,44,109,132,75,415,0,0,4,4,4,7,4,6,0,37,29,32,58,71,68,75,84,123,126,666,303,513,988,1187,1269,1156,1160,748,372,7688
POA4022,7,0,12,9,16,23,77,112,68,326,0,0,4,3,5,8,8,0,0,35,22,16,35,36,30,24,47,91,134,435,220,424,804,775,869,775,802,780,395,5850
POA4025,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,10,22,44,21,27,31,12,4,0,168,23,71,108,62,102,100,53,18,0,536
POA4030,3,0,7,14,13,32,47,82,61,256,0,0,12,14,10,4,0,7,14,58,21,107,209,102,77,44,55,54,52,737,364,1947,4331,2840,2365,1608,969,505,265,15195
POA4031,3,0,13,12,9,21,58,70,64,243,0,0,4,9,0,7,5,4,3,37,21,34,97,61,48,39,36,27,18,377,354,968,2527,2309,2069,1371,827,373,206,11011
POA4032,3,5,15,24,29,48,83,240,181,635,0,6,13,20,17,12,9,12,12,97,50,83,237,189,152,151,175,266,332,1621,365,1581,3619,2629,2031,1807,1522,1442,927,15933
POA4034,9,11,33,38,72,130,317,553,396,1562,0,7,24,38,47,48,42,30,31,266,94,108,289,226,200,150,167,246,283,1761,1074,2749,6572,6596,5665,4944,4195,3051,1651,36494
POA4035,3,0,4,10,13,30,110,205,105,480,0,0,4,10,11,7,17,4,14,62,23,25,66,57,42,48,64,69,36,421,768,1580,2682,3661,3948,3458,2423,1337,505,20352
POA4036,0,0,6,5,13,14,48,87,38,197,0,0,0,3,0,5,3,0,0,22,13,19,42,23,32,22,21,14,5,183,150,380,1079,1048,890,729,570,290,103,5234
POA4037,0,0,0,0,4,6,13,31,8,63,0,0,0,0,0,0,0,0,0,0,9,9,11,7,12,14,7,5,0,63,243,424,713,1038,1440,927,541,207,43,5567
POA4051,3,0,6,11,25,40,69,144,80,376,0,0,15,7,5,10,13,12,7,69,59,170,199,121,88,82,60,48,18,846,825,2691,4905,4426,4216,2701,1695,853,302,22608
POA4053,9,8,17,28,50,66,199,400,291,1068,0,3,11,28,24,19,22,24,10,139,65,106,246,199,169,130,124,98,76,1200,1018,3144,7377,7325,6228,4645,3541,2082,898,36261
POA4054,10,4,11,7,20,27,72,121,86,366,0,0,11,20,19,6,6,8,0,71,26,22,36,47,33,21,32,37,29,270,374,744,1861,2046,1923,1306,1227,781,323,10588
POA4055,8,0,7,9,13,9,56,147,74,326,0,0,4,3,0,3,6,0,0,23,21,12,38,53,50,22,50,40,30,311,587,1018,2265,3446,3465,2214,1858,942,312,16110
POA4059,0,0,3,3,6,4,13,38,32,112,0,0,8,0,17,8,5,3,0,42,33,76,103,74,47,32,31,18,12,416,629,2033,2933,1958,1647,944,591,294,110,11145
POA4060,0,0,0,4,4,0,17,43,35,114,0,0,0,0,0,4,6,3,6,16,13,4,37,34,56,35,22,25,11,233,431,896,1324,1788,2239,1509,937,456,183,9762
POA4061,3,0,0,8,10,6,30,76,61,188,0,0,6,4,3,8,7,3,0,26,13,12,21,30,29,28,22,29,9,195,504,772,1206,2357,2780,1929,1596,1029,329,12510
POA4064,0,0,0,0,3,8,18,30,24,84,0,0,12,3,4,4,5,7,7,28,8,37,108,48,48,32,23,29,13,353,261,1326,2725,1750,1588,1129,696,287,94,9859
POA4065,0,0,0,0,6,8,8,25,28,78,0,0,0,0,4,0,0,0,3,10,5,13,20,33,32,16,21,13,26,173,240,657,955,1489,1651,1060,704,336,182,7283
POA4066,0,5,10,4,6,8,24,34,27,108,0,4,5,5,0,3,0,3,0,23,35,96,189,80,67,79,120,118,58,845,700,2814,4148,2523,2030,1553,1268,726,222,15996
POA4067,0,0,0,5,0,3,11,3,6,32,0,4,5,3,5,0,0,0,0,16,76,125,129,56,29,33,34,27,10,526,1921,2616,1993,1261,857,709,718,450,118,10632
POA4068,0,0,8,8,10,20,32,49,36,161,0,3,9,18,7,15,5,4,5,62,26,66,142,91,73,46,56,40,29,564,667,2935,3981,3788,3077,2153,1798,1070,455,19917
POA4069,3,0,4,13,15,22,54,97,91,297,0,6,3,3,14,12,17,7,8,70,25,31,56,74,66,54,98,205,290,893,929,1836,2288,4741,5630,4096,3376,2175,1001,26067
POA4070,0,0,3,5,4,7,15,43,13,100,0,0,0,0,6,0,3,0,0,13,14,9,13,26,31,17,24,31,3,169,329,559,966,1716,1902,1385,1015,607,148,8626
POA4073,0,0,4,4,5,16,29,41,47,142,0,4,5,6,3,7,5,9,10,44,4,0,17,12,18,23,34,66,66,243,218,414,798,1264,1406,1187,876,559,322,7053
POA4074,0,4,4,9,27,40,81,111,58,347,0,0,13,11,16,28,16,9,5,104,22,21,55,68,62,56,64,63,59,476,550,1238,2631,3528,3148,2912,2561,1201,382,18159
POA4075,4,5,12,11,29,56,66,141,104,430,0,0,12,21,17,33,22,14,3,131,29,33,86,111,64,63,77,93,96,660,615,1449,3369,3852,3610,2543,1986,1185,559,19172
POA4076,51,26,49,73,58,61,60,48,22,434,6,6,13,15,22,25,20,7,8,120,29,47,206,204,130,68,46,22,8,762,299,662,2038,1764,1145,725,457,200,63,7356
POA4077,12,24,138,246,277,367,318,325,151,1868,3,19,131,166,258,277,188,90,56,1198,150,188,471,335,248,272,184,153,79,2087,1106,2757,5887,4680,3918,3540,2307,1394,617,26196
POA4078,8,11,21,48,74,102,162,169,74,664,0,6,32,42,73,70,38,21,19,287,56,46,122,143,117,93,68,53,30,728,805,1658,3397,3595,3776,2980,1952,996,302,19463
POA4101,0,6,22,28,30,39,81,140,70,424,0,13,30,21,15,15,32,32,36,201,238,437,927,519,409,278,267,176,121,3369,1362,4642,9411,5643,4433,3067,1996,960,379,31877
POA4102,0,9,6,15,21,28,48,67,34,223,0,3,8,3,0,5,12,6,9,56,35,112,206,125,110,137,132,119,68,1046,387,1974,3308,1464,1063,879,607,439,217,10342
POA4103,0,0,9,18,28,32,54,72,53,272,0,5,12,17,6,18,9,6,6,82,18,58,127,62,67,60,49,29,11,487,365,1779,3585,2354,1745,1317,842,358,144,12491
POA4104,0,0,0,3,12,9,20,41,27,118,0,3,7,3,3,4,4,0,4,30,5,19,35,32,36,45,30,25,23,270,173,651,1057,975,880,775,580,460,240,5794
POA4105,0,3,9,23,31,26,52,84,44,274,0,0,4,13,15,25,5,4,5,85,10,36,94,83,43,60,41,29,17,407,259,1010,2484,2183,1827,1444,1005,527,193,10938
POA4106,0,0,3,8,3,6,7,17,24,67,0,0,6,0,8,0,0,0,3,20,0,12,24,19,11,5,13,3,30,121,37,162,344,277,170,147,106,45,64,1356
POA4107,0,4,11,5,10,11,25,55,48,161,0,0,4,4,12,6,6,8,5,44,5,17,36,25,23,19,27,18,20,195,145,428,1150,1134,827,635,375,265,178,5134
POA4108,9,3,14,18,16,19,41,74,25,203,0,0,16,10,22,11,12,6,6,85,11,39,109,58,40,24,41,47,29,390,140,558,1444,955,677,563,457,316,109,5220
POA4109,10,13,55,65,113,135,280,396,193,1250,5,12,82,98,83,112,98,67,70,625,78,193,442,264,194,158,163,121,53,1669,915,3016,6594,5510,4038,3807,3479,2109,767,30237
POA4110,12,12,34,53,84,67,116,112,59,540,0,13,51,45,67,72,35,7,12,305,51,61,179,150,115,76,56,52,24,771,385,1025,3267,2772,1796,1330,875,436,152,12030
POA4111,0,0,0,0,0,4,3,8,0,19,0,0,0,0,0,0,0,0,0,8,24,22,6,6,4,0,5,3,6,75,161,217,139,116,108,105,66,35,13,962
POA4112,3,0,10,15,26,39,40,64,22,230,0,3,12,30,9,19,16,5,9,106,19,21,49,53,38,26,9,17,0,232,253,585,1169,1288,1107,893,597,288,69,6243
POA4113,6,6,41,37,76,107,177,190,117,760,0,8,43,40,49,53,61,33,23,318,49,126,283,212,125,98,100,73,56,1122,620,2268,5327,4676,3325,3014,2405,1135,452,23223
POA4114,18,44,251,271,227,227,356,290,101,1787,7,33,195,221,220,157,99,57,22,1025,225,242,616,483,435,286,265,194,107,2863,1078,2198,4368,3694,3439,2797,2344,1211,361,21487
POA4115,0,4,11,19,27,58,103,132,101,460,0,5,28,21,30,22,28,8,5,162,37,50,112,81,75,45,50,49,35,547,508,1143,2576,3311,2525,2148,1650,754,323,14936
POA4116,0,5,29,54,72,88,149,120,57,580,4,5,46,57,38,45,58,30,19,300,44,55,176,168,99,83,72,66,68,825,659,1609,4053,4804,3217,2685,2002,805,280,20109
POA4117,0,6,5,18,15,9,12,11,3,80,0,4,12,23,5,8,3,6,0,52,18,9,36,44,11,9,11,0,0,144,90,192,421,568,260,187,123,42,3,1888
POA4118,10,6,42,53,104,150,216,183,82,845,0,4,35,43,42,60,42,31,9,273,118,118,272,240,167,145,119,94,33,1307,955,2107,4418,4395,4012,3786,2300,923,271,23172
POA4119,0,0,6,12,25,19,41,45,9,153,0,0,5,3,8,17,10,5,0,52,18,25,55,42,29,25,18,6,0,217,173,431,1046,1129,864,617,458,196,45,4946
POA4120,0,0,6,5,10,22,43,45,47,183,0,0,4,5,3,8,7,3,0,35,12,37,125,67,58,80,78,97,56,601,203,1118,2654,1703,1175,1001,689,395,184,9124
POA4121,4,7,4,10,24,32,84,165,118,444,0,6,9,8,4,13,8,11,10,75,33,34,101,106,81,81,74,73,70,644,577,1522,3270,4175,3782,2573,1741,1004,551,19200
POA4122,12,13,23,43,74,101,227,448,280,1222,0,10,36,29,49,39,49,40,25,274,109,158,294,248,205,179,143,196,177,1707,1371,3401,6642,7095,6269,4446,3306,2409,1100,36048
POA4123,0,0,12,16,25,36,112,180,54,435,0,3,20,14,20,20,16,14,3,107,51,36,100,97,78,52,67,61,23,562,546,1189,3274,4032,2733,2097,1744,907,207,16725
POA4124,7,6,14,22,46,64,166,155,82,565,0,0,11,20,27,28,30,13,8,141,60,63,149,145,124,94,87,84,48,856,713,1421,3025,3328,3163,2508,1748,742,265,16914
POA4125,0,0,14,18,26,46,100,135,30,372,0,3,11,17,21,18,14,15,3,101,41,95,206,75,77,53,67,81,19,730,368,1108,2335,1410,1359,1264,1081,692,159,9784
POA4127,11,4,36,61,57,131,236,215,112,867,0,4,49,42,45,30,30,26,12,238,105,90,208,208,171,138,147,90,58,1213,761,1587,3561,3878,3365,2848,2755,1325,456,20545
POA4128,4,0,14,16,24,40,62,70,30,255,0,0,9,11,15,16,3,12,0,64,21,37,55,70,68,53,61,27,6,399,432,935,2053,2537,2335,2072,1561,597,122,12646
POA4129,3,0,16,3,13,19,47,34,14,154,0,0,3,4,8,8,4,0,0,36,18,18,48,37,39,22,22,6,5,217,182,407,1061,951,848,684,493,216,41,4884
POA4130,0,0,3,4,12,18,65,53,50,205,0,0,0,0,0,10,7,4,5,27,12,8,39,20,26,14,27,27,16,193,245,466,950,1188,1348,1163,1011,381,145,6899
POA4131,5,6,39,52,49,75,98,90,29,440,0,4,42,54,52,39,25,7,3,238,95,132,227,206,162,120,115,83,42,1186,427,974,1965,1641,1391,1190,888,412,122,9007
POA4132,19,17,127,134,138,154,192,137,27,941,0,21,137,136,140,98,64,38,16,639,191,186,381,401,242,174,108,57,25,1760,1090,1957,3967,3623,2953,2397,1509,561,126,18187
POA4133,7,10,59,80,77,95,177,200,77,782,4,10,28,53,73,41,41,13,4,270,135,141,343,240,177,150,139,125,77,1520,645,1670,3790,2859,2289,2038,1622,1000,354,16278
POA4151,3,0,5,8,6,27,36,72,91,251,0,0,8,8,5,5,8,7,8,54,18,60,119,90,68,58,58,43,58,565,403,1540,3649,2848,2361,1701,1131,704,404,14741
POA4152,4,9,13,16,28,78,226,432,316,1126,0,0,9,17,15,21,31,33,20,153,50,82,170,170,138,119,112,133,100,1076,1109,3052,6281,7113,6566,5326,3975,2295,978,36703
POA4153,0,0,0,0,5,15,31,24,15,85,0,0,0,0,0,3,5,11,3,26,5,5,17,18,17,16,15,4,3,104,138,260,450,625,673,582,429,183,54,3395
POA4154,0,0,0,9,5,7,36,54,11,120,0,0,4,0,3,3,5,3,5,25,14,13,14,27,19,22,12,14,3,141,301,525,913,1987,1903,1079,715,294,69,7792
POA4155,0,0,0,0,3,3,6,19,3,35,0,0,0,0,3,0,0,0,0,7,0,3,7,11,4,15,10,0,0,50,48,98,80,151,242,200,181,81,19,1107
POA4156,0,0,4,0,6,4,18,27,3,58,3,0,0,0,0,0,4,5,0,11,3,0,6,10,9,10,9,4,0,55,136,205,228,445,607,429,290,111,32,2474
POA4157,3,0,13,25,29,54,171,219,86,606,0,0,3,5,5,9,4,11,5,48,29,43,109,88,101,76,95,66,78,673,540,1103,2467,2634,2482,2589,2179,1037,329,15364
POA4158,0,0,4,0,0,12,43,48,22,133,0,0,0,0,0,0,3,0,0,8,0,7,24,23,7,16,11,13,8,120,62,185,468,532,493,513,477,202,54,2986
POA4159,3,6,10,6,21,25,105,179,72,428,0,0,5,0,7,8,4,5,0,28,19,23,43,36,50,44,55,121,154,548,378,757,1498,1817,1978,1838,1715,1016,420,11411
POA4160,3,0,3,5,14,33,89,156,81,384,0,0,0,4,10,5,9,10,0,39,20,14,33,46,35,37,66,65,115,423,578,964,1459,2245,2872,2686,2077,1209,476,14567
POA4161,0,0,19,19,29,41,143,133,59,452,0,0,4,4,3,4,15,5,3,47,35,32,92,80,71,53,46,56,72,527,451,889,2129,2251,2137,2036,1642,679,256,12470
POA4163,5,5,9,7,17,27,103,196,115,481,0,0,0,4,3,10,4,4,6,32,21,25,53,56,59,100,148,169,172,809,414,716,1167,1525,2102,2425,2418,1634,719,13115
POA4164,5,3,6,19,16,27,89,128,89,386,0,0,0,6,8,5,7,5,0,38,27,30,48,74,71,31,46,42,29,392,608,1210,2318,2602,2643,2112,1526,802,328,14144
POA4165,5,5,22,35,43,84,247,407,238,1086,7,3,8,13,8,15,8,14,11,68,61,39,116,131,141,110,141,168,116,1032,1071,1989,3955,4956,5388,4816,3981,2593,1029,29787
POA4169,4,4,9,14,19,24,48,69,41,231,0,0,12,7,11,6,7,16,8,61,24,101,269,180,124,80,70,47,25,911,316,1805,4127,2466,1891,1608,1195,625,257,14291
POA4170,0,0,9,17,22,41,81,108,123,408,0,0,10,7,12,13,16,7,5,77,48,93,229,145,114,90,71,58,34,886,626,2193,5277,4826,3764,2420,1520,666,358,21654
POA4171,0,3,6,0,6,16,37,81,45,190,0,0,7,8,4,3,4,3,3,30,27,25,70,78,75,51,47,32,12,421,400,925,2171,2754,2689,2057,1150,510,196,12849
POA4172,0,0,4,3,7,14,30,33,15,108,0,0,0,6,6,0,0,0,5,15,14,22,35,29,27,5,14,3,0,153,108,358,950,848,708,456,296,108,31,3867
POA4173,0,0,0,11,12,34,70,83,36,249,0,0,0,6,3,5,0,0,5,23,7,6,33,52,25,22,34,33,7,218,164,456,1305,1282,1022,1006,764,415,114,6538
POA4174,5,0,0,4,7,9,22,17,3,62,0,0,0,0,0,0,0,0,0,11,7,5,15,21,17,11,3,10,0,96,76,142,478,474,418,283,202,73,26,2168
POA4178,3,5,18,20,47,72,186,273,172,794,0,0,8,9,18,9,10,18,3,78,51,41,112,128,152,136,129,157,175,1077,643,1409,3063,3634,3891,3310,2572,1498,736,20759
