POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA3162,1537,765,193,0,6,2501,1270,698,248,5,0,2220,375,531,535,9,0,1454,0,21,16,0,0,38,0,16,3,0,0,25,123,146,79,5,0,350,11,0,3,0,0,17,4,7,3,0,0,13,513,726,644,10,0,1896,38,44,18,0,0,94,99,90,54,5,0,251,3459,2330,1145,25,6,6966
POA3163,2142,1124,515,6,0,3788,1651,1230,1320,13,0,4212,607,1300,2913,31,4,4853,12,52,83,0,0,149,8,24,35,0,0,67,154,263,276,9,0,702,8,17,19,0,0,44,4,11,8,0,0,20,788,1663,3339,44,5,5835,58,61,65,0,0,189,129,149,237,3,3,519,4775,4227,5467,63,15,14547
POA3165,3017,355,395,0,5,3771,2918,652,678,3,0,4257,1145,395,542,11,0,2085,28,16,20,0,0,68,18,0,19,0,0,40,223,69,91,3,0,387,13,0,5,0,0,22,4,0,0,0,0,4,1428,485,684,11,3,2606,76,16,26,0,0,116,198,62,61,0,0,322,7631,1574,1838,19,6,11074
POA3166,2357,385,183,0,6,2929,2033,557,381,0,4,2979,971,711,855,3,4,2553,28,93,63,0,0,180,14,25,18,0,0,59,225,106,86,0,0,425,23,10,6,0,0,42,6,0,7,0,0,14,1278,952,1029,5,7,3273,76,32,21,0,0,135,186,106,79,4,0,374,5932,2037,1697,9,17,9692
POA3167,1278,61,23,0,0,1369,1091,130,58,0,0,1278,398,127,90,0,0,617,38,10,27,0,0,72,8,0,0,0,0,8,96,22,7,0,0,119,12,0,0,0,0,19,4,0,0,0,0,5,555,157,127,0,0,837,41,6,4,0,0,51,114,17,21,0,0,150,3078,367,239,0,0,3684
POA3168,910,322,135,0,0,1364,513,502,299,0,0,1320,803,1351,1159,3,12,3337,41,60,17,0,0,120,10,27,15,0,0,48,224,274,124,0,6,625,41,53,33,0,0,127,10,13,5,0,0,18,1132,1776,1349,3,12,4273,46,68,22,0,0,139,129,175,162,6,3,477,2737,2841,1968,6,19,7572
POA3169,2262,306,38,0,0,2615,1384,520,136,0,0,2042,790,735,304,0,4,1838,87,108,9,0,0,203,34,14,0,0,0,43,208,94,35,0,0,337,30,31,11,0,0,69,13,4,0,0,0,20,1164,983,353,0,9,2506,72,32,9,0,0,111,219,101,35,0,0,358,5097,1945,576,0,8,7627
POA3170,2370,238,7,0,0,2616,2067,451,9,0,0,2522,821,346,0,3,0,1170,82,3,0,0,0,86,10,0,0,0,0,5,195,50,0,0,0,245,19,0,0,0,0,21,0,0,0,0,0,4,1125,404,4,3,3,1541,64,26,0,0,0,84,206,47,0,0,0,264,5830,1169,17,4,8,7029
POA3171,1937,239,92,14,0,2279,1196,387,69,0,0,1663,1119,569,265,4,3,1957,31,47,6,0,0,80,23,0,4,0,0,25,362,116,39,4,0,522,108,35,20,71,0,234,5,3,0,0,0,14,1643,775,337,80,3,2837,106,32,133,0,0,268,282,79,56,26,9,443,5167,1505,685,120,11,7486
POA3172,2759,398,26,29,0,3210,2421,319,46,0,0,2785,631,222,32,0,0,887,75,16,0,0,0,98,4,3,0,0,0,6,256,44,8,5,0,313,76,17,0,36,0,131,12,0,0,0,0,15,1055,304,44,41,3,1451,61,41,0,4,0,100,206,56,12,24,0,300,6498,1119,130,91,4,7851
POA3173,2719,172,13,0,0,2900,3862,357,39,0,3,4261,1016,201,40,0,0,1252,46,36,3,0,0,88,11,7,0,0,0,10,253,30,7,0,0,286,52,7,0,0,0,60,3,0,0,0,0,6,1386,281,47,0,0,1716,88,36,0,0,0,128,272,36,6,0,0,317,8326,887,109,3,0,9321
POA3174,3438,210,347,0,0,3995,3023,545,567,0,7,4143,1805,767,924,3,6,3509,271,71,240,0,0,580,30,14,23,0,0,66,557,103,126,0,4,788,142,33,31,0,0,206,27,4,12,0,0,46,2832,989,1353,3,17,5194,119,19,31,0,0,170,518,136,176,0,5,834,9934,1896,2473,0,21,14334
POA3175,4033,683,187,17,9,4927,3508,1066,315,8,0,4897,1798,1909,1240,12,12,4966,372,420,74,4,0,868,29,65,70,0,4,170,588,279,118,4,8,993,230,95,39,43,6,408,30,19,15,0,0,59,3044,2783,1551,60,26,7465,178,79,31,0,0,293,787,436,261,19,43,1536,11546,5045,2340,110,78,19113
POA3177,801,112,0,3,0,914,1019,245,4,0,0,1267,730,228,3,4,7,966,155,145,0,0,0,299,13,15,0,0,0,25,248,46,3,0,0,302,67,12,0,0,0,78,13,3,0,0,0,17,1231,443,9,4,8,1688,46,25,0,0,0,68,309,82,0,0,5,398,3398,904,16,9,12,4339
POA3178,3780,319,11,0,0,4112,4949,154,37,0,0,5142,1234,88,37,0,0,1360,89,0,0,0,0,88,11,5,0,0,0,14,225,9,9,0,0,244,4,6,0,0,0,12,5,0,0,0,0,5,1570,106,47,3,0,1729,100,205,3,0,0,308,251,51,0,0,0,303,10655,842,102,9,4,11604
POA3179,703,8,0,0,0,718,806,28,3,0,0,837,348,24,0,0,0,375,24,0,0,0,0,27,0,0,0,0,0,0,60,0,3,0,0,60,0,0,0,0,0,0,3,0,0,0,0,3,440,24,4,0,0,473,19,0,4,0,5,27,72,4,0,0,0,80,2047,66,16,0,5,2129
POA3180,848,187,5,0,0,1035,876,186,0,0,0,1065,408,95,0,0,0,507,16,4,0,0,0,20,7,5,0,0,0,11,74,14,0,0,0,92,6,0,0,0,0,9,0,0,0,0,0,6,512,116,4,0,7,636,10,88,0,0,0,96,72,12,0,0,0,81,2313,595,10,0,5,2917
POA3181,645,630,570,0,5,1855,467,628,1218,7,4,2320,357,807,3171,12,10,4356,0,39,366,0,0,405,0,5,44,0,0,51,77,177,363,5,4,636,6,0,19,3,0,29,5,8,14,0,0,27,445,1034,3988,23,18,5506,35,34,72,0,0,136,55,93,379,10,0,535,1644,2421,6234,34,17,10351
POA3182,308,401,1052,61,0,1819,226,435,1956,109,6,2728,100,345,4809,229,3,5492,0,80,300,0,0,384,0,26,275,4,6,313,34,88,657,57,3,832,4,3,39,8,0,52,0,0,13,0,0,20,140,541,6101,294,15,7086,9,33,107,4,0,155,36,76,772,73,4,953,721,1489,9980,534,29,12745
POA3183,620,345,630,6,0,1602,543,458,1286,3,0,2289,174,349,2557,16,0,3090,0,6,102,0,0,113,6,17,50,5,0,69,70,112,381,7,0,558,11,3,18,0,0,38,0,0,5,0,0,12,261,490,3111,22,0,3884,30,19,54,0,0,102,66,56,384,0,3,504,1517,1365,5468,31,3,8381
POA3184,456,355,708,0,0,1528,392,341,1177,0,0,1908,116,213,2867,0,0,3203,0,19,58,0,0,82,0,0,31,0,0,35,43,37,343,0,0,420,5,0,12,0,0,17,5,0,9,0,0,11,166,270,3324,0,0,3763,7,10,46,0,0,70,44,60,350,0,0,452,1071,1042,5602,0,8,7717
POA3185,941,345,375,4,0,1664,801,301,484,9,0,1599,184,303,1389,25,0,1899,0,3,34,0,0,37,0,0,16,0,0,21,70,81,161,5,0,319,3,0,3,0,0,12,0,3,3,0,0,5,259,394,1605,35,0,2292,21,20,41,0,0,85,57,29,115,0,3,203,2078,1092,2609,46,6,5834
POA3186,2637,861,571,10,3,4080,1741,436,348,0,0,2522,527,535,664,32,5,1762,0,27,6,0,0,36,0,8,5,0,0,12,140,93,88,5,0,324,7,5,7,5,0,29,3,6,4,0,0,10,687,673,770,40,0,2179,64,31,82,0,6,187,153,68,97,8,0,335,5282,2074,1874,65,10,9306
POA3187,1816,494,145,3,0,2458,1567,453,33,4,0,2060,496,323,44,5,0,866,8,8,19,0,0,39,3,7,48,0,0,55,122,59,10,3,0,201,10,4,5,0,0,19,0,0,5,0,0,5,641,395,136,4,0,1186,49,76,133,0,0,262,121,64,61,0,0,238,4196,1481,514,12,6,6207
POA3188,1834,469,298,11,0,2614,1664,478,254,16,3,2413,454,384,314,16,0,1167,102,147,154,0,0,399,3,0,5,0,0,12,105,81,52,10,0,247,13,0,7,0,0,17,4,0,3,0,0,5,680,611,531,22,6,1849,55,24,29,0,0,112,147,68,84,3,0,303,4378,1648,1198,59,9,7289
POA3189,656,41,21,0,7,723,775,78,79,3,0,927,292,57,133,0,0,485,17,4,41,0,0,65,3,0,50,0,0,61,54,17,14,0,0,91,0,0,4,0,0,9,0,0,0,0,0,0,371,83,249,4,0,700,31,3,5,0,0,41,73,7,25,0,0,106,1901,219,376,7,3,2511
POA3190,965,319,174,3,0,1463,1131,506,293,19,7,1953,296,334,315,15,0,961,32,111,3,0,0,144,3,9,0,0,0,8,87,77,43,8,0,203,3,3,0,0,0,3,5,0,0,0,0,9,430,529,353,22,0,1333,17,20,6,0,0,49,88,57,32,0,0,176,2634,1432,865,48,4,4976
POA3191,1038,377,277,6,5,1705,807,285,284,0,0,1385,201,220,409,8,0,845,3,10,57,0,0,74,0,0,25,0,0,25,44,50,52,6,0,147,6,0,8,0,0,6,0,0,0,0,0,0,250,281,545,14,0,1095,22,11,37,0,0,69,54,34,83,6,0,179,2180,987,1223,25,8,4433
POA3192,2256,584,296,3,0,3141,2277,714,554,9,0,3551,698,603,700,18,5,2013,50,36,24,0,0,111,10,33,3,0,0,55,159,105,83,9,3,361,14,9,3,0,0,27,0,0,4,0,0,7,934,791,827,23,4,2583,57,43,58,0,0,160,192,86,89,5,0,373,5715,2217,1830,42,5,9811
POA3193,2696,762,173,21,0,3656,2043,427,97,10,0,2586,387,318,117,27,0,843,0,3,9,0,0,12,0,0,9,0,0,17,85,77,19,9,0,195,6,5,10,0,0,19,0,0,0,0,0,0,480,406,164,39,0,1086,53,18,4,0,0,82,139,51,23,4,0,222,5415,1666,473,78,3,7633
POA3194,1063,600,131,5,0,1799,992,673,233,13,0,1917,288,635,550,18,0,1491,7,31,11,0,0,54,4,3,25,0,0,36,66,110,48,0,0,227,10,3,3,0,0,16,6,0,3,0,0,9,381,781,646,18,0,1828,34,30,11,0,0,75,62,67,42,0,0,173,2535,2150,1063,29,3,5784
POA3195,3296,1125,412,5,0,4845,3884,1350,477,5,3,5718,716,867,567,17,6,2171,44,90,78,0,0,214,7,13,11,0,0,37,149,165,96,11,5,413,9,6,3,0,0,18,0,7,0,0,0,11,930,1149,754,25,10,2868,95,32,101,0,0,227,176,124,128,5,0,427,8373,3784,1878,41,11,14088
POA3196,1927,908,615,62,0,3511,2387,1048,880,6,0,4326,594,741,881,5,3,2216,56,45,103,0,0,205,9,5,8,0,0,16,118,97,131,0,0,345,7,9,9,69,0,95,4,3,8,0,0,10,785,888,1128,73,7,2880,51,35,47,3,0,146,168,125,152,33,0,485,5319,3005,2830,180,8,11338
POA3197,1040,492,217,0,0,1757,1175,558,177,5,0,1918,282,352,133,3,0,769,24,17,27,0,0,66,8,3,0,0,0,14,64,58,32,0,0,153,5,0,6,0,0,11,7,0,4,0,0,9,379,438,200,0,0,1025,18,11,88,0,0,121,80,54,46,0,0,186,2699,1550,721,14,5,4991
POA3198,1644,321,21,0,7,1989,2087,424,43,0,0,2555,1062,558,67,3,0,1695,122,94,25,0,0,243,17,16,0,0,0,34,244,81,11,5,0,339,14,8,8,33,0,66,6,5,0,0,0,18,1472,759,110,41,3,2388,43,138,9,0,0,189,300,119,17,29,0,463,5545,1762,203,67,6,7586
POA3199,5518,791,87,24,6,6426,6822,858,143,0,5,7832,3212,1437,574,9,15,5241,334,177,53,0,3,563,58,46,36,0,0,141,686,248,67,3,0,1010,48,22,10,16,0,96,18,6,9,0,0,37,4365,1939,754,22,17,7090,152,251,49,0,0,455,895,287,169,36,4,1388,17749,4126,1200,86,29,23190
POA3200,523,16,0,0,0,537,574,19,0,0,0,592,627,22,0,0,3,649,120,64,0,0,0,192,0,0,0,0,0,3,105,6,0,0,0,115,4,0,0,0,0,6,0,0,0,0,0,9,865,100,0,0,3,973,18,0,0,0,0,20,226,27,0,0,0,258,2201,163,4,3,3,2377
POA3201,1498,309,14,30,0,1852,3396,561,7,0,0,3963,1116,467,10,0,0,1591,71,34,0,0,0,109,21,57,0,0,0,81,264,75,3,0,0,338,80,30,0,29,0,141,5,14,0,0,0,16,1564,667,17,35,0,2280,53,72,0,0,0,130,282,87,0,28,5,405,6789,1701,40,92,8,8625
POA3202,256,27,0,0,0,279,367,23,18,0,0,405,113,35,49,0,0,202,0,5,0,0,0,9,0,0,0,0,0,0,28,7,3,0,0,41,6,0,0,0,0,8,0,0,0,0,0,0,155,52,55,0,5,262,10,5,0,0,0,15,18,11,0,0,0,30,813,110,72,0,5,996
POA3204,2951,692,309,7,3,3963,2557,953,730,9,4,4255,1019,814,1285,25,9,3152,12,20,60,0,0,94,3,9,53,0,0,72,249,142,154,9,0,547,17,11,16,0,0,47,6,6,6,0,0,20,1305,1007,1569,33,10,3923,80,23,35,0,4,143,197,98,123,7,0,431,7102,2766,2772,55,24,12716
POA3205,94,597,370,11,0,1067,101,548,651,5,4,1310,56,454,1505,28,0,2048,0,187,346,0,0,531,0,12,119,0,0,137,9,141,194,3,9,354,0,7,14,0,5,17,0,0,4,0,0,11,69,802,2183,36,12,3095,3,38,70,0,0,106,12,77,239,10,13,358,270,2060,3513,59,34,5932
POA3206,345,1092,169,6,0,1616,214,669,119,3,0,1009,110,591,350,4,0,1054,0,0,152,0,0,156,0,0,13,0,0,18,29,126,64,0,0,228,0,3,3,0,0,10,0,3,3,0,0,9,141,731,595,6,0,1474,10,30,19,0,4,71,18,65,50,0,0,137,737,2592,952,15,3,4302
POA3207,184,1034,833,3,4,2056,154,1013,1070,0,0,2239,91,908,1512,9,0,2519,0,256,234,0,0,488,0,7,28,0,0,36,20,158,185,4,0,367,4,10,4,4,0,17,0,0,5,0,0,7,116,1337,1973,12,0,3439,7,49,55,0,0,110,18,212,305,4,0,538,485,3647,4232,18,9,8392
POA3211,180,0,0,0,0,180,162,0,0,0,0,165,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,48,0,0,0,0,48,8,0,0,0,0,6,50,0,0,0,0,50,449,0,0,0,0,451
POA3212,1769,212,9,0,0,1984,2815,109,6,3,0,2931,808,210,23,0,5,1042,25,0,0,0,0,28,22,9,15,0,0,43,191,30,3,0,0,225,24,13,4,0,0,39,9,0,0,0,0,11,1076,263,45,0,5,1383,67,15,0,0,0,88,198,29,4,0,0,232,5919,627,62,5,10,6618
POA3213,558,6,8,0,0,578,740,22,11,0,0,772,74,8,18,0,0,102,5,0,5,0,0,9,0,0,0,0,0,7,30,4,0,0,0,36,12,0,0,0,0,12,0,0,0,0,0,0,126,15,26,0,0,164,17,0,0,0,0,12,70,0,3,0,0,75,1511,38,50,0,5,1603
POA3214,2387,74,18,0,0,2478,2149,96,16,0,0,2263,2031,270,38,4,0,2346,817,325,5,0,0,1153,110,42,0,0,0,153,431,28,12,0,8,480,60,8,3,28,3,95,27,9,0,0,0,36,3475,686,63,30,6,4267,95,7,3,36,0,143,772,151,13,4,0,945,8881,1018,110,74,10,10093
POA3215,3096,209,49,18,0,3374,2387,188,52,0,0,2630,1373,476,128,3,5,1981,66,93,11,0,0,171,23,25,9,0,0,55,301,69,31,0,6,407,32,11,0,0,6,50,7,7,0,0,0,7,1801,675,182,3,12,2672,109,9,0,0,0,122,301,75,18,4,0,402,7683,1155,299,29,18,9190
POA3216,7097,761,16,77,8,7951,7458,450,32,7,10,7950,2977,1047,57,4,10,4091,249,141,3,0,0,400,74,117,0,4,0,193,775,212,0,7,14,1008,64,26,0,106,0,197,19,20,0,0,0,35,4152,1564,65,123,18,5929,203,340,7,12,0,565,520,228,5,42,6,795,19428,3345,122,258,44,23191
POA3217,981,28,0,16,0,1020,3635,115,0,0,7,3758,1700,70,0,0,0,1775,0,0,0,0,0,6,0,0,0,0,0,0,230,18,0,0,3,252,28,0,0,8,0,42,6,0,0,0,0,7,1972,88,0,8,3,2073,62,0,0,0,0,67,229,7,0,23,0,252,6870,243,0,45,11,7171
POA3218,1528,111,130,33,0,1801,1914,97,104,4,0,2121,918,273,561,8,3,1776,40,33,45,0,0,120,7,19,21,0,0,48,217,56,69,5,0,344,18,0,8,10,0,35,0,0,0,0,0,5,1206,387,713,21,7,2335,44,6,8,3,0,57,146,38,63,4,0,245,4842,633,1015,66,8,6561
POA3219,2478,181,15,0,0,2676,2410,159,17,0,0,2587,1384,430,63,0,5,1884,307,186,29,0,0,528,45,89,5,0,0,144,394,100,9,0,4,509,25,37,0,4,0,66,13,15,0,0,0,29,2172,862,105,6,14,3154,99,24,3,0,0,124,438,149,22,3,0,612,7603,1370,163,8,14,9154
POA3220,1954,361,166,13,5,2492,1570,243,104,0,5,1919,809,655,387,10,7,1869,20,73,15,0,0,101,20,39,24,0,0,89,212,109,35,10,0,369,25,9,18,0,6,59,6,8,5,0,0,12,1094,881,481,18,19,2492,51,15,8,3,5,88,144,76,60,26,0,299,4815,1574,822,59,31,7298
POA3221,125,0,0,0,0,129,106,0,0,0,0,106,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24,4,0,0,0,0,4,11,0,0,0,0,11,270,0,0,0,0,271
POA3222,2837,121,25,0,0,2984,2613,19,0,0,0,2635,1003,85,0,4,0,1091,9,5,0,0,0,15,10,0,0,0,0,8,227,14,3,0,0,241,20,6,0,3,0,31,8,0,0,0,0,6,1272,106,0,9,0,1392,124,4,0,0,0,136,231,16,4,5,0,257,7074,278,35,16,0,7397
POA3223,2130,106,8,12,5,2247,924,30,5,3,8,967,561,110,10,0,0,676,0,0,0,0,0,0,0,6,0,0,0,10,134,23,6,0,0,164,8,4,0,6,0,22,3,0,0,0,0,4,709,147,8,12,4,874,72,10,0,0,0,77,278,18,0,7,0,305,4112,310,20,33,12,4479
POA3224,2005,117,0,50,0,2175,2204,69,0,0,0,2272,580,76,0,0,6,665,22,6,0,0,0,27,8,6,0,0,0,14,186,32,0,4,0,219,24,0,0,33,0,63,8,0,0,0,0,9,825,119,0,37,6,993,160,37,0,8,0,206,184,20,0,15,0,226,5384,361,4,108,7,5859
POA3225,1287,96,13,29,3,1434,514,17,3,4,0,535,173,22,10,0,0,205,0,9,0,0,0,9,0,0,0,0,0,0,70,13,7,3,0,91,6,0,0,10,0,17,3,0,0,0,0,3,254,47,18,10,0,331,60,45,0,0,0,110,130,15,0,6,0,151,2251,218,46,51,3,2564
POA3226,2606,139,3,13,0,2766,2403,90,3,0,0,2495,794,113,11,7,0,920,14,12,0,0,0,27,12,0,0,0,0,12,218,27,0,0,0,252,22,0,0,0,0,28,4,0,0,0,0,9,1061,155,11,12,0,1243,105,7,0,0,0,111,256,29,3,15,0,304,6432,426,22,36,0,6918
POA3227,916,50,17,0,0,982,643,36,4,0,0,688,147,20,13,5,0,181,15,8,0,0,0,21,4,0,0,0,0,4,80,5,6,0,0,90,6,0,0,4,0,12,0,0,0,0,0,0,244,36,22,5,0,309,41,4,0,0,0,40,118,17,0,11,0,153,1959,134,51,16,0,2172
POA3228,2762,174,16,7,5,2970,3358,128,7,3,0,3494,1072,209,21,0,4,1303,0,3,0,0,0,3,4,0,0,0,0,4,310,37,6,0,0,355,24,0,0,13,0,30,3,0,0,0,0,0,1406,249,24,14,3,1703,168,44,0,0,3,214,282,37,9,9,0,335,7981,630,57,31,20,8713
POA3230,680,29,0,12,0,720,333,13,0,0,0,356,107,23,3,0,0,132,10,5,0,0,0,12,0,8,0,0,0,9,59,8,0,0,0,73,5,0,0,3,0,11,6,0,0,0,0,6,186,42,3,3,0,239,45,5,0,3,0,54,73,7,0,0,0,80,1322,99,6,25,5,1453
POA3231,444,3,0,3,0,447,203,5,0,0,0,205,25,0,0,4,0,30,4,0,0,0,0,4,0,0,0,0,0,0,39,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,71,0,3,3,0,76,18,0,0,0,0,18,45,0,0,0,0,46,780,7,8,9,0,800
POA3232,296,20,17,0,0,340,101,11,4,0,0,115,43,11,0,0,0,54,0,0,0,0,0,0,0,0,10,0,0,10,46,5,0,3,5,61,0,0,0,4,0,9,0,0,0,0,0,0,103,19,9,9,5,141,27,3,3,0,3,33,36,0,0,0,0,39,564,48,32,7,5,664
POA3233,490,19,7,9,0,525,220,12,5,5,3,238,86,37,9,0,0,133,3,0,0,0,0,5,0,4,5,0,0,10,64,16,5,0,3,85,16,5,5,6,5,37,0,0,0,0,0,0,165,62,24,6,4,272,32,0,0,3,4,37,89,22,9,0,0,116,997,118,38,26,11,1196
POA3234,58,0,0,0,5,65,30,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,5,0,0,0,0,10,11,0,0,0,0,13,129,0,0,0,5,136
POA3235,85,0,0,0,0,85,69,0,0,0,0,69,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,18,3,0,0,0,3,9,22,0,0,0,0,22,200,0,0,0,3,201
POA3236,46,0,0,0,0,47,29,0,0,0,0,29,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,4,21,0,0,0,0,21,113,0,0,0,0,118
POA3237,54,0,0,0,0,54,36,0,0,0,0,36,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,21,0,0,0,0,21,127,0,0,0,0,127
POA3238,54,0,0,0,0,56,38,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,12,3,0,0,0,0,5,15,0,0,0,0,15,119,0,0,3,0,130
POA3239,94,0,0,0,0,98,61,0,0,0,0,58,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,9,20,0,0,0,0,20,204,0,0,4,0,206
POA3240,308,0,0,0,0,311,332,0,0,0,0,332,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,27,5,0,0,0,0,4,0,0,0,0,0,0,49,0,0,0,0,53,7,0,0,0,0,7,36,0,0,0,0,35,733,0,4,0,0,737
POA3241,415,10,0,4,0,424,489,7,0,0,0,497,83,9,0,0,0,88,17,9,0,0,0,23,0,0,0,0,0,0,62,5,0,0,0,74,18,0,0,0,0,26,3,0,0,0,0,5,185,27,0,4,0,214,24,0,0,0,0,25,71,0,0,6,0,83,1184,42,0,13,0,1242
POA3242,157,0,0,0,0,157,146,0,0,0,0,146,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,64,0,0,0,0,64,8,0,0,0,0,8,19,0,0,0,0,19,385,0,0,0,0,385
POA3243,66,0,0,0,0,66,61,0,0,0,0,61,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,11,0,0,0,0,11,169,0,0,0,0,169
POA3249,611,0,0,8,0,618,427,0,0,0,0,426,45,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,21,0,0,0,0,21,0,0,0,0,0,0,134,0,0,0,0,136,42,0,0,0,0,40,92,0,0,0,0,91,1302,0,0,10,5,1314
POA3250,1914,129,0,14,0,2063,1565,29,0,7,3,1594,520,187,0,6,0,713,150,69,3,0,0,219,26,22,0,0,0,43,233,35,0,0,0,273,27,18,0,29,0,73,9,9,0,0,0,16,963,341,3,37,3,1349,42,24,0,3,0,67,203,75,3,9,0,279,4674,594,4,64,8,5355
POA3251,109,0,0,0,0,108,78,0,0,0,0,80,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,11,0,0,0,0,11,20,0,0,0,0,20,239,4,0,0,0,241
POA3254,35,0,0,0,0,35,64,0,0,0,0,63,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,16,3,0,0,0,18,132,3,0,0,0,135
POA3260,915,17,0,0,0,934,545,3,0,0,4,555,129,36,0,0,0,167,21,21,0,0,0,40,3,0,0,0,0,3,108,7,0,0,0,120,28,0,0,0,0,31,6,0,0,0,0,4,304,64,3,0,0,372,59,0,0,0,0,61,131,14,0,6,6,154,1949,99,5,9,5,2072
POA3264,402,16,0,4,0,422,262,5,0,4,0,272,68,15,0,0,0,80,13,12,0,0,0,23,0,0,0,0,0,4,53,8,4,0,0,59,16,0,0,0,0,13,0,0,0,0,0,0,138,36,4,3,0,188,24,0,0,0,0,24,39,11,0,0,0,52,875,68,3,9,0,962
