SA2_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
127021511,3464,12418,112,212,1422,4289,1538,4508,716,1838,1663,3899,232,557,0,0,97,274,2710,6563,0,0,0,0,0,0,24,48,22,47,30,77,7772,23612,659,..,8431,23612
127021512,4718,15990,111,272,446,1347,559,1618,74,196,13,14,13,20,0,0,81,236,177,464,0,0,0,0,0,0,13,32,13,32,14,40,5482,18136,225,..,5710,18136
127021513,4348,15647,90,221,1079,3375,1173,3589,276,624,254,608,520,1221,0,0,71,195,1114,2652,0,0,0,0,0,0,7,27,6,20,29,53,6672,21973,343,..,7016,21973
127021514,2673,9217,82,216,177,553,255,768,0,0,0,0,0,0,0,0,58,151,58,151,0,0,0,0,0,0,0,0,0,0,9,21,2988,10158,78,..,3066,10158
127021515,2425,8295,141,305,702,2416,839,2724,558,1268,631,1429,1122,2607,604,1428,55,176,2973,6899,0,0,0,0,0,5,10,12,7,16,36,82,6282,18007,517,..,6802,18007
127021516,4653,16312,186,525,937,3345,1122,3872,208,405,20,63,31,99,0,0,95,299,357,870,0,0,0,0,0,0,0,7,0,7,36,114,6169,21170,297,..,6467,21170
127021517,2272,7746,78,191,127,438,200,631,28,37,0,0,71,142,0,0,55,181,156,363,0,3,0,0,0,0,6,7,3,13,4,18,2642,8771,97,..,2736,8771
127021518,1201,4161,26,44,0,5,25,47,0,0,0,0,0,0,0,0,22,58,22,58,0,0,0,0,0,0,3,6,4,8,3,3,1254,4274,84,..,1340,4274
127021519,5004,16263,209,530,433,1411,640,1944,384,687,5,9,0,0,0,0,94,261,478,960,87,102,0,0,0,3,3,5,94,111,25,69,6248,19339,328,..,6570,19339
127021520,3012,9971,83,223,198,628,281,855,7,29,0,0,0,0,0,0,35,112,44,145,0,0,0,0,0,3,0,0,0,3,6,15,3344,10983,96,..,3442,10983
127021521,16,26,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,0,..,20,33
127031522,3668,12411,272,550,1005,2835,1276,3379,33,44,76,166,73,220,0,0,38,98,222,528,0,0,0,0,0,0,0,3,0,3,13,28,5186,16353,278,..,5465,16353
127031523,5481,17518,108,291,767,2013,875,2307,21,34,180,337,134,276,0,0,31,68,358,726,0,0,0,0,0,0,0,0,0,0,3,11,6719,20558,283,..,7004,20558
127031524,5626,17730,39,87,683,1882,724,1969,143,191,0,0,0,0,0,0,28,56,165,247,0,0,0,0,0,0,0,5,0,5,4,18,6527,19962,206,..,6732,19962
127031599,2910,9910,113,252,623,1595,737,1842,105,150,185,270,102,227,0,0,75,209,477,852,0,0,0,0,0,0,0,6,0,6,8,18,4124,12635,290,..,4408,12635
127031601,517,1424,38,56,107,224,149,283,393,705,618,1209,418,1045,494,1213,9,14,1930,4186,0,0,0,0,0,0,6,13,6,13,18,24,2621,5925,345,..,2961,5925
127031730,2903,10618,69,222,164,444,227,666,11,25,0,0,99,207,238,444,28,81,371,758,0,0,0,0,0,0,0,0,0,0,19,67,3526,12113,268,..,3797,12113
127031731,369,1185,175,378,73,208,248,585,416,878,2425,5424,928,2465,3007,6681,3,15,6785,15457,0,0,0,0,5,5,10,24,16,34,28,57,7451,17322,1170,..,8619,17322
127031732,2465,8341,96,213,908,2429,1005,2640,202,416,686,1496,195,422,0,0,65,181,1153,2509,0,0,0,0,0,0,10,24,10,24,14,41,4644,13553,396,..,5041,13553
127031733,3941,14661,24,60,271,636,291,698,0,0,0,0,0,0,0,0,21,53,21,53,0,0,0,0,0,0,0,0,5,4,0,7,4255,15432,108,..,4364,15432
128011529,4429,13486,136,284,838,2057,975,2340,170,278,733,1311,171,321,0,0,14,31,1083,1944,0,0,0,0,0,0,25,60,25,60,6,9,6516,17835,311,..,6821,17835
128011530,3711,11110,332,638,979,2267,1315,2900,398,666,713,1487,1585,3037,374,753,21,66,3088,6003,68,103,0,0,0,0,0,5,72,104,21,53,8207,20171,566,..,8774,20171
128011531,3812,11521,211,436,1146,2503,1353,2938,23,55,327,621,485,734,0,0,15,41,852,1453,0,0,0,3,0,0,20,54,22,62,0,6,6043,15975,468,..,6515,15975
128011602,1553,4760,330,633,1171,2774,1500,3410,183,299,1327,2382,683,1277,275,496,12,38,2482,4494,0,0,0,0,0,0,0,0,0,0,6,16,5549,12676,495,..,6040,12676
128011603,3409,10557,307,566,722,1693,1028,2262,23,49,0,0,0,0,0,0,11,16,34,69,0,0,0,4,0,0,0,0,0,4,9,20,4480,12903,165,..,4639,12903
128011604,3834,11318,44,102,501,1135,551,1231,1516,2550,2699,4969,1313,2455,547,977,31,64,6104,11011,0,0,0,4,0,0,91,185,92,185,16,31,10603,23780,1249,..,11855,23780
128011605,971,3200,0,0,50,116,50,116,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,4,4,0,0,1028,3325,41,..,1066,3325
128011606,1982,6134,82,164,396,943,481,1104,209,319,123,198,105,193,439,788,10,31,889,1522,0,0,0,0,0,0,9,17,5,16,9,17,3361,8794,230,..,3589,8794
128021533,1784,5348,92,200,145,337,237,543,205,296,0,0,77,131,0,0,5,7,287,440,10,4,46,70,0,0,0,3,49,78,7,8,2365,6410,85,..,2452,6410
128021534,3136,9981,13,27,117,321,131,346,0,6,33,64,26,39,0,0,6,20,69,123,0,0,0,0,0,0,0,0,0,0,4,4,3333,10459,106,..,3436,10459
128021535,5648,17626,52,126,990,2584,1040,2714,0,0,147,229,18,32,0,0,4,6,168,266,0,0,0,0,0,0,0,0,0,0,11,24,6873,20633,178,..,7055,20633
128021536,5667,17366,570,1524,636,1573,1206,3096,322,537,148,251,160,313,0,0,29,62,654,1164,0,0,0,0,0,0,18,41,18,38,10,14,7556,21681,314,..,7872,21681
128021537,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,23,3,..,14,23
128021538,3337,9874,324,590,1080,2482,1397,3066,640,1165,2299,4319,1934,3611,210,416,9,27,5088,9541,0,0,0,0,0,0,15,28,15,28,14,17,9854,22530,815,..,10668,22530
128021607,4705,14463,139,249,329,805,468,1050,175,351,514,958,85,149,0,0,15,25,780,1489,0,0,0,0,0,0,17,28,17,28,9,10,5962,17035,235,..,6199,17035
128021608,2254,6816,129,225,87,201,221,422,3,4,0,0,0,0,0,0,10,13,14,23,0,0,0,0,0,0,4,8,4,8,3,9,2490,7274,72,..,2557,7274
128021609,1086,3432,0,0,20,52,20,52,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,3,4,0,0,1115,3502,31,..,1141,3502
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
201011001,5470,15701,74,133,125,264,202,396,245,347,0,0,0,0,0,0,0,0,246,351,4,13,0,0,0,0,0,0,4,13,15,24,5933,16478,296,..,6232,16478
201011002,4134,9531,576,983,170,314,747,1299,274,370,60,83,4,4,0,0,0,0,336,464,0,0,0,0,15,17,29,54,48,77,21,52,5284,11419,652,..,5932,11419
201011005,2480,6735,57,89,11,22,70,109,41,55,0,0,0,0,0,0,0,0,43,55,0,0,0,0,0,0,0,6,5,5,12,15,2604,6924,159,..,2762,6924
201011006,3771,9932,219,452,0,0,219,452,7,3,0,0,0,0,0,0,5,3,3,6,0,0,0,0,0,0,0,0,0,0,13,15,4006,10413,158,..,4168,10413
201011007,1419,4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,1422,4177,70,..,1490,4177
201011008,5499,13254,738,1151,40,64,773,1216,210,297,22,32,0,0,0,0,0,0,227,328,0,0,0,0,0,0,0,5,5,6,6,3,6515,14812,456,..,6968,14812
201011481,3709,8191,462,754,37,75,498,828,54,85,0,0,0,0,0,0,0,3,51,87,23,34,21,25,4,3,5,13,48,71,10,19,4321,9203,349,..,4673,9203
201011482,5342,13260,528,762,102,173,626,935,80,122,0,0,0,0,0,0,5,6,85,126,0,0,0,0,4,3,7,14,13,18,10,20,6074,14365,468,..,6538,14365
201011483,4189,10137,611,1134,68,126,677,1255,187,291,14,15,0,0,0,0,0,9,205,313,4,3,3,6,0,0,3,14,14,22,9,9,5090,11731,441,..,5535,11731
201011484,4177,9568,1875,3075,34,66,1904,3141,14,28,0,0,0,0,0,0,4,7,20,36,0,0,0,0,0,5,0,0,3,5,6,7,6113,12760,507,..,6621,12760
201021009,2440,6216,74,128,8,10,81,134,0,0,0,0,0,0,0,0,3,6,4,6,10,14,3,11,3,3,9,15,25,49,3,0,2550,6406,384,..,2937,6406
201021010,3259,7551,26,40,12,21,28,55,106,133,0,0,0,0,0,0,0,0,111,133,39,64,7,15,6,4,19,38,64,126,6,9,3476,7876,419,..,3893,7876
201021011,4321,9281,140,211,35,63,176,273,4,6,0,0,0,0,0,0,0,13,6,18,12,14,12,10,9,9,15,35,45,69,17,34,4567,9681,1675,..,6237,9681
201021012,2360,6222,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,7,6,4,6,2375,6242,341,..,2717,6242
201031013,1551,3391,11,22,3,11,21,28,0,0,0,0,0,0,0,0,0,0,0,0,9,16,12,21,0,0,7,7,29,44,4,13,1601,3478,371,..,1970,3478
201031014,1777,4066,14,16,0,0,14,16,3,3,0,0,0,0,0,0,0,0,9,4,16,29,53,84,5,13,4,7,84,129,5,3,1885,4220,359,..,2243,4220
201031015,1870,4792,6,14,0,0,6,14,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,4,5,4,5,17,20,0,0,1897,4830,271,..,2163,4830
201031016,3302,7141,350,490,18,25,374,515,68,85,0,0,0,0,0,0,0,0,67,89,49,64,0,0,0,0,26,51,76,118,21,29,3839,7892,356,..,4196,7892
201031017,2354,5251,51,62,0,0,50,70,3,4,0,0,0,0,0,0,0,0,3,4,28,41,0,4,0,0,19,36,51,85,8,14,2462,5419,456,..,2919,5419
202011018,5704,12642,560,890,205,360,766,1243,142,227,6,13,0,0,0,0,4,0,146,238,0,0,0,0,5,6,13,35,25,39,12,23,6649,14195,737,..,7387,14195
202011019,5127,12294,267,365,0,0,267,365,13,30,0,0,0,0,0,0,0,7,15,28,0,0,0,0,0,0,7,11,9,10,22,45,5439,12755,346,..,5781,12755
202011020,4908,11517,901,1392,109,209,1013,1606,53,84,19,39,0,0,0,0,0,0,75,125,0,0,0,0,0,0,4,9,4,9,16,34,6015,13285,463,..,6477,13285
202011021,3363,8016,513,776,111,221,624,998,22,31,0,0,0,0,0,0,0,0,22,33,0,0,0,0,7,9,0,0,7,9,7,10,4022,9065,380,..,4407,9065
202011022,8078,18698,616,959,41,91,661,1055,212,323,0,0,0,0,0,0,3,5,222,333,8,15,0,0,0,0,0,4,15,20,13,36,8983,20141,576,..,9561,20141
202011023,1765,5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,16,20,4,11,0,0,0,5,23,30,0,3,1788,5406,83,..,1870,5406
202011024,3602,10466,9,14,0,3,12,16,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,9,13,23,3629,10519,164,..,3800,10519
202011025,5084,13779,208,372,10,24,217,396,0,0,0,0,0,0,0,0,0,0,4,3,16,32,33,51,5,3,5,16,60,105,6,20,5370,14301,272,..,5640,14301
202021026,2859,8166,5,20,0,4,6,20,0,0,0,0,0,0,0,0,0,0,0,0,13,19,14,27,3,5,0,0,33,51,0,0,2900,8242,206,..,3110,8242
202021027,4698,10027,235,322,15,22,250,347,4,3,0,0,0,0,0,0,3,4,11,11,12,12,0,0,0,0,17,46,33,60,8,11,4993,10453,478,..,5470,10453
202021028,4029,9034,16,20,0,10,19,27,11,8,0,0,0,0,0,0,0,0,8,11,21,24,3,3,7,3,7,14,30,50,6,17,4099,9134,765,..,4864,9134
202021029,2167,4816,31,48,0,5,33,49,6,15,0,0,0,0,0,0,0,0,6,15,35,45,3,11,7,16,0,6,49,74,0,3,2261,4958,550,..,2807,4958
202021030,3853,9619,265,402,14,29,278,431,5,5,0,0,0,0,0,0,0,0,4,5,3,8,45,124,4,3,31,58,85,192,0,3,4226,10254,482,..,4705,10254
202021031,2771,7308,207,343,15,36,225,376,6,15,0,0,0,0,0,0,0,0,6,15,0,4,0,5,0,0,3,3,4,6,0,14,3011,7722,301,..,3312,7722
202031032,1872,4751,4,7,0,5,3,12,14,13,0,0,0,0,0,0,0,0,14,13,20,30,3,7,12,15,7,14,42,65,15,22,1945,4868,175,..,2123,4868
202031033,3035,6759,95,151,0,0,96,157,3,6,0,0,0,0,0,0,0,0,3,6,48,80,14,16,6,4,20,47,83,145,15,31,3236,7093,832,..,4067,7093
203011034,2423,7351,82,170,0,0,82,170,0,0,0,0,0,0,0,0,6,4,6,4,0,0,0,0,0,7,0,0,0,7,0,3,2518,7535,95,..,2613,7535
203011035,2826,7957,9,11,0,5,9,16,5,4,0,0,0,0,0,0,0,0,5,4,0,0,3,5,0,0,0,7,8,7,0,10,2847,8005,298,..,3140,8005
203011036,2409,6416,45,56,0,8,46,66,4,3,0,0,0,0,0,0,0,0,4,3,11,7,8,8,0,0,0,0,16,20,3,0,2475,6504,249,..,2730,6504
203021037,4934,12105,1022,1607,180,345,1201,1957,51,83,0,0,0,0,0,0,4,5,53,82,13,16,234,326,0,0,4,14,257,361,24,47,6471,14555,460,..,6930,14555
203021039,4055,9320,814,1283,447,888,1260,2173,224,355,102,171,348,529,151,257,0,0,831,1307,3,8,3,12,21,19,22,51,55,83,24,37,6216,12917,790,..,7008,12917
203021040,7063,17493,827,1258,233,497,1059,1757,971,1425,65,81,0,0,0,0,0,3,1035,1505,0,0,0,0,0,0,12,29,17,29,9,21,9181,20816,708,..,9886,20816
203021042,7534,20893,783,1205,189,334,974,1531,0,4,13,21,0,0,0,0,0,0,18,22,0,0,0,0,3,5,0,0,3,5,10,30,8544,22477,485,..,9028,22477
203021043,6437,17971,598,1122,31,62,633,1184,55,77,0,0,0,0,0,0,0,0,62,78,5,4,0,0,0,10,0,0,4,11,10,19,7144,19267,370,..,7516,19267
203021044,4747,12254,324,473,9,19,330,488,0,0,0,0,0,3,0,0,0,0,3,4,0,0,69,85,0,3,0,3,68,95,0,9,5153,12847,244,..,5401,12847
203021045,5828,13520,798,1165,53,85,854,1253,50,84,0,0,0,0,0,0,6,8,57,92,13,14,26,34,0,0,4,8,40,55,12,17,6791,14936,406,..,7197,14936
203021046,3177,8464,647,1003,207,477,858,1485,98,139,0,0,0,0,0,0,0,0,98,139,0,0,0,0,4,5,11,20,12,24,8,16,4148,10128,360,..,4508,10128
203021047,5485,13280,513,879,221,416,730,1299,279,490,0,0,0,0,0,0,0,7,284,497,29,32,37,50,0,0,8,16,81,104,14,25,6589,15201,441,..,7029,15201
203021485,3455,9167,336,594,22,51,358,645,9,26,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,7,9,3826,9841,243,..,4068,9841
203021486,6334,16783,405,623,34,72,439,699,95,164,0,0,0,0,0,0,0,0,99,170,0,0,0,0,3,4,69,177,70,176,15,20,6950,17846,373,..,7328,17846
203021487,8314,22112,846,1325,63,124,905,1451,37,68,0,0,0,0,0,0,5,0,37,68,30,42,17,18,0,0,0,5,45,66,6,15,9313,23718,524,..,9836,23718
203021488,3447,7774,525,780,91,176,616,957,57,96,0,0,0,0,0,0,4,7,56,100,0,0,0,0,0,0,5,8,7,7,5,5,4128,8834,398,..,4526,8834
203031048,6509,15896,238,345,34,64,272,408,30,48,0,0,0,0,0,0,5,3,36,48,0,0,0,0,0,0,4,5,3,8,0,0,6824,16362,554,..,7376,16362
203031049,2715,6042,57,95,98,212,155,298,24,37,13,22,7,14,0,0,0,0,43,67,24,61,13,24,0,0,7,11,41,99,10,26,2960,6535,3781,..,6740,6535
203031051,4112,8659,194,283,110,226,310,508,20,28,3,8,0,0,0,0,0,0,20,42,27,44,0,3,3,3,0,0,33,49,12,22,4479,9286,3042,..,7529,9286
203031052,2288,4989,176,272,38,78,218,351,41,55,0,0,0,0,0,0,0,4,46,57,0,0,41,66,0,0,5,11,51,78,0,8,2601,5481,1607,..,4207,5481
203031053,8119,22268,293,500,334,695,630,1204,16,18,30,52,4,10,0,0,0,4,57,85,13,26,17,33,0,0,0,0,31,60,20,37,8855,23650,2218,..,11074,23650
203031489,3811,10388,189,456,91,197,274,658,51,82,0,0,0,0,0,0,0,0,51,82,0,5,13,14,0,0,5,13,16,29,4,4,4161,11161,773,..,4935,11161
203031490,6956,17843,231,415,197,386,429,808,11,22,8,15,0,0,0,0,0,3,28,42,14,26,32,59,0,0,0,0,43,86,0,4,7457,18783,1801,..,9259,18783
204011054,2940,6350,104,137,0,0,103,142,7,12,0,0,0,0,0,0,0,8,7,19,50,64,71,101,7,10,11,17,139,195,15,24,3209,6726,1087,..,4298,6726
204011055,2999,6474,115,163,0,0,115,163,16,19,0,0,0,0,0,0,0,0,16,19,15,27,7,12,0,5,0,0,28,41,0,0,3156,6699,511,..,3667,6699
204011056,5446,14298,485,726,29,54,520,778,23,39,0,0,0,0,0,0,3,13,31,56,35,58,0,0,0,0,4,8,37,70,10,12,6039,15211,435,..,6473,15211
204011057,4097,9416,143,221,12,29,151,250,40,96,62,188,48,121,4,3,0,6,151,411,23,31,25,54,5,12,0,0,59,98,24,64,4480,10243,2394,..,6877,10243
204011058,1869,4189,79,121,9,5,85,131,0,0,0,0,0,0,0,0,0,0,0,0,11,15,40,54,3,7,7,28,64,104,3,4,2018,4432,459,..,2481,4432
204011059,2572,5931,255,334,4,5,258,341,0,3,0,0,0,0,0,0,0,4,3,12,15,24,30,27,12,12,9,23,67,88,10,23,2917,6389,237,..,3150,6389
204011060,1601,4231,10,4,12,10,12,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,0,3,10,14,0,0,1626,4261,312,..,1933,4261
204011061,108,231,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,113,239,39,..,148,239
204011062,1830,4044,7,6,0,6,4,13,5,5,0,0,0,0,0,0,0,0,5,5,10,13,22,40,0,0,0,0,32,53,6,9,1869,4116,409,..,2285,4116
204021063,4190,9333,634,884,3,8,635,890,9,3,0,0,0,0,0,0,0,0,7,8,27,24,7,15,0,0,13,34,45,71,17,30,4896,10332,521,..,5411,10332
204021064,1566,3711,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,20,9,15,0,0,0,0,26,34,3,6,1595,3757,226,..,1824,3757
204021065,1559,3682,120,159,0,0,117,160,4,8,0,0,0,0,0,0,0,0,8,13,15,25,0,0,3,4,7,32,32,65,7,7,1714,3921,205,..,1917,3921
204021066,7248,17265,1168,1632,74,124,1251,1753,0,0,0,0,0,0,0,0,3,5,3,5,13,26,7,10,9,11,14,29,46,73,9,18,8563,19118,617,..,9175,19118
204021067,3907,9673,8,10,5,8,7,15,5,6,0,0,0,0,0,0,0,0,9,6,27,39,19,27,5,6,6,12,58,81,5,13,3981,9787,484,..,4468,9787
204031068,1946,4451,71,108,0,0,69,114,15,18,0,0,0,0,0,0,0,3,17,17,10,20,3,0,0,0,14,23,28,44,16,34,2072,4653,228,..,2302,4653
204031069,3411,7933,164,281,47,95,212,376,134,300,34,96,29,61,31,68,8,15,230,544,35,65,13,18,4,3,13,39,65,123,43,106,3962,9073,1358,..,5322,9073
204031070,1250,2977,37,67,0,0,37,67,11,13,0,0,0,0,0,0,0,6,8,21,20,21,8,6,3,5,10,20,32,52,10,20,1335,3135,113,..,1448,3135
204031071,1904,4356,108,168,0,0,108,168,6,4,0,0,0,0,0,0,0,0,6,4,12,18,0,0,0,0,5,5,10,25,8,22,2039,4574,233,..,2272,4574
204031072,2523,5688,38,55,0,0,38,55,18,19,0,0,0,0,0,0,0,0,19,17,15,17,6,13,0,10,6,16,31,49,0,7,2620,5819,481,..,3098,5819
204031073,5395,13805,472,688,31,66,505,753,193,267,0,0,0,0,0,0,5,5,193,270,43,45,0,0,4,4,0,0,41,45,13,18,6149,14889,331,..,6481,14889
204031075,1867,4914,38,39,0,0,38,39,8,14,0,0,0,0,0,3,0,0,12,14,15,18,0,0,0,0,0,3,14,24,6,20,1927,5010,149,..,2082,5010
204031491,4109,11762,10,21,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,13,0,0,6,10,14,31,7,23,4151,11844,188,..,4336,11844
204031492,5585,12969,996,1450,67,126,1068,1573,107,154,0,0,0,0,0,0,6,7,104,155,11,13,0,0,17,15,9,25,38,54,4,18,6800,14770,567,..,7366,14770
205011076,6882,18047,359,559,0,6,365,567,277,413,0,0,0,0,0,0,0,5,279,419,3,7,134,165,0,0,0,0,143,177,7,20,7677,19226,535,..,8217,19226
205011077,2565,6328,18,25,4,0,16,22,12,25,0,0,0,0,0,0,0,0,12,25,6,3,23,33,3,0,3,9,29,50,3,4,2627,6435,455,..,3082,6435
205011078,3212,7920,120,164,3,14,120,176,10,16,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,3,5,4,10,8,3350,8128,309,..,3660,8128
205011079,7939,20700,408,622,47,72,453,701,338,508,0,0,0,0,0,0,5,12,347,519,15,23,181,263,0,3,12,15,200,300,8,25,8950,22246,626,..,9576,22246
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
205021081,5702,13754,747,1078,30,65,778,1144,90,133,0,0,0,0,0,0,0,0,92,139,10,15,15,22,11,11,11,21,42,75,13,29,6632,15142,619,..,7250,15142
205021082,3268,7897,20,37,5,9,23,46,14,17,0,0,0,0,0,0,0,0,14,17,31,42,51,74,3,5,3,7,86,122,6,19,3394,8099,688,..,4080,8099
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
205021084,4382,9822,316,467,60,98,375,570,43,63,3,8,0,0,0,0,0,5,51,74,65,95,113,177,0,0,11,23,191,308,31,56,5022,10831,1446,..,6473,10831
205021085,2956,6165,78,102,5,9,82,115,25,33,0,0,0,0,0,0,0,0,29,38,71,97,7,10,11,14,5,7,87,130,28,58,3182,6505,881,..,4060,6505
205021086,2922,6176,173,257,40,76,211,331,22,28,5,0,0,0,0,0,0,0,19,30,10,16,33,43,0,0,4,6,43,68,5,9,3207,6621,892,..,4101,6621
205031087,4184,9129,49,69,4,11,57,76,75,91,0,0,0,0,0,0,0,0,80,92,19,27,25,38,4,14,19,26,67,98,8,10,4392,9406,3199,..,7593,9406
205031088,63,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,66,147,71,..,134,147
205031089,3686,9239,169,228,7,6,176,238,0,5,0,0,0,0,0,0,0,0,3,3,4,6,5,7,4,0,14,24,29,47,4,11,3894,9530,492,..,4387,9530
205031090,4560,10942,99,137,21,41,121,178,30,35,0,0,0,0,0,0,3,4,32,43,8,10,11,14,0,0,9,6,23,37,7,11,4750,11201,476,..,5225,11201
205031091,5460,12140,278,416,223,501,504,913,118,168,30,32,6,5,0,6,3,4,159,220,14,24,7,15,0,0,7,17,26,55,18,42,6162,13369,6402,..,12569,13369
205031092,8,13,9,11,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,..,13,21
205031093,10958,24749,443,594,127,241,565,839,117,200,3,4,3,12,0,0,4,4,132,218,56,61,138,188,0,0,8,21,205,271,17,39,11878,26113,4411,..,16289,26113
205041094,4619,11446,12,24,23,59,35,86,50,82,0,0,0,0,0,0,3,5,55,88,0,3,0,0,0,0,0,3,6,5,3,4,4718,11632,407,..,5124,11632
205041095,6421,14936,986,1300,35,43,1018,1340,270,334,0,0,0,0,0,0,0,0,269,335,56,68,10,18,0,0,0,0,62,82,6,7,7777,16706,758,..,8529,16706
205041096,5446,12615,366,475,56,104,423,580,490,710,0,0,0,0,0,0,6,0,491,710,4,3,30,48,8,7,3,11,47,73,5,6,6405,13986,648,..,7058,13986
205041098,1801,4572,9,16,5,9,13,21,7,11,0,0,0,0,0,0,0,7,7,19,0,0,0,6,0,0,0,0,0,6,0,0,1819,4616,175,..,1997,4616
205041493,4144,10329,144,208,16,39,166,252,626,824,0,0,0,0,0,0,0,0,629,824,0,0,0,0,0,0,0,6,3,4,14,20,4952,11426,403,..,5355,11426
205041494,6017,14953,332,498,42,66,372,569,446,670,0,0,0,0,0,0,0,0,448,674,13,25,59,83,11,20,0,3,86,132,17,32,6936,16356,559,..,7500,16356
205051099,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,23,10,..,34,23
205051100,2056,4585,53,88,0,0,53,88,3,4,0,0,0,0,0,0,0,0,3,4,24,39,0,6,3,5,0,0,28,48,11,17,2150,4741,2211,..,4361,4741
205051101,5729,13920,8,17,0,0,8,17,220,292,0,0,0,0,0,6,8,17,228,310,28,24,13,23,3,7,19,38,64,93,8,21,6039,14360,874,..,6912,14360
205051102,1586,3973,16,39,0,0,16,39,0,0,0,0,0,0,0,0,0,5,0,5,18,20,8,12,0,0,5,9,27,39,3,3,1635,4053,145,..,1779,4053
205051103,5478,13236,383,565,109,146,494,711,402,544,28,51,0,0,0,0,0,3,426,597,25,29,25,37,7,3,5,8,58,78,13,26,6477,14647,663,..,7139,14647
205051104,2302,5101,104,177,7,14,107,196,48,57,0,0,0,0,0,0,6,5,55,65,23,26,26,54,4,3,8,15,62,104,8,4,2523,5468,749,..,3277,5468
206011106,1477,3794,695,1392,996,2346,1698,3738,361,547,111,184,1883,2989,731,1118,0,5,3079,4834,0,0,0,0,0,0,44,99,44,99,9,12,6304,12480,824,..,7125,12480
206011107,2476,6722,549,1127,767,1701,1322,2820,1806,2825,280,427,632,985,100,133,5,12,2814,4386,0,0,0,0,0,0,28,78,28,78,8,20,6655,14025,1002,..,7651,14025
206011109,3052,8637,125,230,299,712,426,938,223,403,61,88,58,77,0,0,0,0,340,565,0,0,0,0,0,0,4,12,4,12,5,3,3820,10159,308,..,4132,10159
