SA2_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
303011051,122,317,4,446,1813,31,13,2305,21,453,0,480,1296,38,7,1823,9,76,0,81,943,38,3,1064,0,0,0,0,334,27,0,362,2918,1074,67,4058,9192,272,38,13553
303021052,59,78,0,140,839,55,5,1035,8,105,0,117,543,33,0,693,4,17,0,23,250,20,0,296,0,3,0,0,103,5,0,113,1641,420,40,2101,7742,389,23,10257
303021053,88,133,4,224,1402,47,3,1678,12,211,0,224,845,45,6,1111,0,56,0,56,600,34,3,697,0,4,0,4,351,42,0,400,2778,678,58,3520,10953,533,11,15022
303021054,40,36,0,74,369,7,0,455,0,41,4,50,224,13,0,276,4,11,0,16,120,7,0,145,0,0,0,0,51,0,0,51,711,167,22,897,3244,158,11,4313
303021055,57,94,0,147,784,75,0,1006,7,102,0,108,515,71,0,698,0,19,0,18,297,92,0,414,0,0,0,0,137,53,0,193,1481,381,32,1894,6920,610,16,9441
303021056,64,62,0,128,682,21,0,831,5,103,3,112,451,20,3,587,0,14,0,14,295,10,0,319,0,0,0,0,193,20,0,211,1838,305,38,2191,4437,247,9,6878
303021057,40,62,0,103,496,33,0,633,5,97,0,101,358,23,3,487,0,22,0,21,207,40,0,270,0,0,0,0,107,42,0,148,1227,262,26,1513,3445,251,14,5222
303021058,33,33,0,70,477,135,6,682,6,34,0,38,281,134,0,453,0,18,0,21,215,118,0,353,0,0,0,0,124,65,0,192,770,224,11,1007,6588,992,66,8656
303021059,76,93,0,172,903,64,0,1148,10,191,4,201,646,35,5,884,4,65,0,64,523,32,0,614,0,4,0,6,245,13,0,263,1573,482,34,2087,6141,339,12,8583
303031060,108,162,3,277,1245,43,17,1587,58,240,3,293,984,33,22,1334,7,46,0,48,557,24,3,631,0,0,0,6,220,14,0,236,2750,627,52,3428,8430,552,66,12482
303031061,51,48,5,99,410,21,3,532,19,94,0,109,393,11,9,520,0,26,0,32,313,15,0,356,0,0,0,0,83,4,0,87,808,244,22,1068,3796,273,28,5167
303031062,61,108,0,172,723,22,3,924,12,161,5,174,544,16,4,743,4,28,0,30,427,17,0,477,0,0,0,0,139,3,0,148,1723,463,48,2233,4539,192,21,6986
303031063,88,142,5,236,1208,78,6,1531,14,172,0,187,782,57,5,1028,4,48,0,55,538,61,0,647,0,0,0,0,221,57,0,285,2935,611,64,3610,8548,686,27,12873
303031064,86,160,5,252,742,19,10,1024,23,148,0,172,447,20,18,662,4,22,0,24,226,8,0,269,0,0,0,0,61,0,0,62,2692,473,48,3207,4929,229,51,8422
303031065,43,93,0,137,683,41,3,869,8,101,0,111,496,20,4,629,6,34,0,41,562,36,0,631,0,0,0,3,380,35,0,414,1541,372,47,1960,6815,575,31,9377
303031066,85,155,0,241,895,15,4,1159,18,188,3,210,717,13,14,943,3,46,0,49,587,19,4,658,0,0,0,0,256,7,0,262,2324,546,47,2912,5823,175,26,8933
303041067,29,48,0,74,401,22,3,504,6,57,0,65,310,35,0,415,0,8,0,8,245,40,0,291,0,0,0,0,81,28,0,105,843,188,11,1043,3525,364,17,4949
303041068,67,103,3,173,883,34,8,1094,4,100,0,99,578,28,3,711,5,25,0,31,331,13,0,378,0,8,0,8,148,10,0,164,1890,398,58,2347,6103,317,27,8799
303041069,28,48,0,75,368,22,5,471,17,79,0,97,350,12,3,462,4,25,0,28,300,18,0,344,0,0,0,0,113,4,0,123,691,222,15,922,2961,276,30,4197
303041070,49,73,0,115,582,23,0,718,12,71,0,80,334,19,3,439,0,16,0,18,262,17,0,293,0,0,0,0,178,14,0,189,1392,274,43,1714,4135,230,15,6094
303041071,79,116,4,198,903,26,3,1132,14,172,0,184,488,11,0,685,0,36,0,38,367,3,0,411,0,0,0,0,191,8,0,202,2478,506,53,3034,5118,154,16,8326
303051072,42,122,3,169,648,30,3,844,16,142,0,164,646,30,4,843,0,19,0,17,374,15,4,411,0,0,0,0,117,4,0,120,1673,466,51,2201,4485,323,16,7018
303051073,143,329,3,473,1739,63,31,2312,73,354,6,427,1310,48,22,1804,8,45,0,51,560,55,6,663,0,0,0,3,152,59,0,215,4571,1098,79,5748,11308,809,93,17956
303051074,44,96,0,145,549,12,13,717,5,86,6,94,276,10,9,391,4,10,0,7,104,6,0,117,0,0,0,0,15,0,0,20,2488,413,47,2946,4354,241,35,7576
303051075,102,256,0,352,1349,36,22,1758,43,194,5,236,788,16,11,1060,3,29,0,28,463,13,0,506,0,0,0,0,245,20,0,264,3398,743,81,4222,7691,347,44,12305
303051076,46,100,0,141,762,72,4,973,6,75,0,84,586,41,5,716,5,18,0,19,381,26,0,423,0,0,0,0,189,14,0,210,1340,378,36,1767,5306,672,22,7757
303061077,56,109,4,178,691,28,5,910,12,122,0,134,470,15,6,622,0,23,0,23,339,15,5,382,0,0,0,0,192,4,0,198,1726,447,42,2214,4475,254,24,6971
303061078,73,172,7,253,1146,46,5,1458,32,158,0,195,849,30,10,1088,0,29,0,28,373,23,4,423,0,0,0,0,79,8,0,84,2487,607,57,3148,7701,548,39,11438
303061079,47,113,0,159,689,26,4,875,14,142,6,167,612,22,0,806,0,35,0,37,414,10,0,466,3,0,0,3,154,13,0,175,1252,436,36,1725,5522,369,45,7661
303061080,147,256,6,400,1472,89,13,1978,63,316,3,379,1276,74,8,1736,6,58,0,61,843,57,0,965,0,0,0,0,364,21,0,390,3115,922,75,4111,9767,799,58,14731
304011081,56,114,0,169,684,16,3,863,8,189,0,203,624,13,0,834,9,53,0,59,456,9,3,522,0,3,0,3,184,4,0,193,1412,474,45,1928,4103,127,15,6174
304011082,33,102,0,138,685,17,0,840,8,159,0,169,600,19,6,792,0,27,0,28,283,8,0,318,0,0,0,0,94,4,0,100,1315,381,35,1727,3771,134,11,5641
304011083,25,49,0,71,353,9,0,436,5,70,0,68,273,4,0,352,0,8,0,8,138,4,0,147,0,0,0,0,39,0,0,35,867,181,26,1072,2046,64,5,3181
304011084,53,156,0,208,1023,18,0,1253,21,197,0,217,687,22,0,933,6,34,0,42,516,14,5,583,0,0,0,0,323,11,0,326,1796,495,42,2335,5365,137,11,7848
304011085,49,73,0,126,556,4,3,688,7,117,0,119,414,4,0,539,0,28,0,30,172,0,0,199,0,0,0,0,54,0,0,56,802,296,25,1117,2380,34,8,3539
304021086,63,137,8,205,962,17,0,1185,16,150,0,165,681,21,3,873,0,32,0,38,474,18,0,526,0,5,0,5,120,0,0,127,2291,472,54,2811,5078,154,20,8058
304021087,71,86,0,165,729,17,3,910,13,196,0,210,574,18,0,802,0,38,0,44,439,18,0,493,0,0,0,0,255,15,0,272,1313,394,18,1728,3694,117,16,5559
304021088,74,115,5,194,995,6,10,1201,20,293,0,316,860,8,5,1192,0,70,0,77,528,8,0,617,0,0,0,0,194,9,0,203,2256,611,38,2906,5360,118,28,8414
304021089,48,38,0,91,393,5,0,492,5,81,0,90,242,0,4,334,0,26,0,25,138,0,4,171,0,3,0,3,43,5,0,47,997,205,14,1219,2042,56,14,3331
304021090,78,97,0,175,766,18,3,952,15,184,3,196,496,13,12,709,5,85,0,87,525,20,0,637,0,6,0,9,205,11,0,221,2140,489,52,2685,4476,121,22,7301
304021091,52,80,5,129,619,22,3,768,5,115,0,124,381,15,0,510,0,21,0,27,286,45,0,350,0,0,0,0,188,92,0,279,1028,262,28,1320,3027,214,8,4573
304031092,61,85,0,145,715,13,5,872,8,148,0,157,423,12,3,599,0,30,0,34,258,30,0,326,0,0,0,0,181,33,0,216,1651,364,31,2045,3764,157,22,5987
304031093,34,57,0,91,468,8,0,572,0,110,0,113,368,18,0,506,0,28,0,27,220,29,0,276,0,0,0,0,97,38,0,135,1018,281,36,1335,2743,149,7,4228
304031094,88,92,0,176,910,20,15,1124,13,183,0,203,725,28,6,955,8,54,0,62,429,18,0,509,0,6,0,3,150,9,0,159,2385,502,21,2912,7645,303,62,10920
304031095,46,50,0,96,555,16,0,671,8,120,0,126,427,16,0,571,0,27,0,27,278,11,0,315,0,4,0,4,88,10,0,96,1152,275,24,1453,3611,142,17,5225
304031096,61,45,0,106,574,32,8,712,18,142,0,155,530,32,3,722,3,48,0,52,380,20,0,448,0,0,0,0,104,6,0,117,1381,355,10,1748,8608,497,73,10922
304031097,43,57,0,100,553,16,7,678,9,112,0,124,445,16,7,589,5,24,0,30,379,14,0,421,0,4,0,3,164,17,0,185,1331,291,16,1636,5800,234,22,7698
304041098,44,60,0,101,584,33,0,713,3,76,0,73,383,15,7,474,0,13,0,13,230,10,0,247,0,4,0,4,95,7,0,106,1556,285,26,1865,5070,400,9,7344
304041099,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,4,0,10,12,3,0,30
304041100,34,73,5,103,525,17,0,642,5,130,0,133,489,18,0,637,0,34,0,37,501,28,0,570,0,0,0,4,344,44,0,396,1233,359,42,1631,4109,253,0,5993
304041101,36,106,0,145,696,24,3,862,4,119,0,128,458,18,0,601,0,27,0,27,299,11,0,332,0,0,0,0,168,0,0,166,1829,383,44,2255,4511,220,13,6999
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,119,207,3,329,1544,33,11,1912,18,418,3,437,1122,19,11,1593,7,131,0,136,869,13,0,1021,0,8,0,8,314,7,0,326,3610,949,95,4656,8407,189,30,13277
304041104,50,142,0,191,827,14,3,1034,16,200,0,210,699,9,3,925,0,37,0,37,345,6,0,396,0,0,0,0,155,8,0,160,2656,540,86,3287,5345,116,6,8759
305011105,53,84,0,136,1135,283,41,1600,16,124,0,141,603,127,12,882,0,28,0,31,311,64,4,405,0,0,0,0,70,9,0,84,1097,408,16,1519,11115,2348,332,15319
305011106,11,29,0,40,467,58,4,570,0,30,0,33,232,26,6,290,0,4,0,3,99,16,4,124,0,0,0,0,68,3,0,72,590,201,7,803,7587,767,52,9215
305011107,68,44,0,109,555,37,10,706,13,83,0,98,315,34,4,451,0,14,0,14,189,33,0,238,0,3,0,3,63,52,0,117,867,249,30,1142,4008,356,17,5526
305011108,26,102,0,127,892,54,7,1078,4,170,0,176,629,52,6,860,0,30,0,34,384,35,3,454,0,0,0,5,195,11,0,209,748,473,19,1237,7366,611,72,9282
305011109,70,106,3,182,1220,97,11,1508,12,173,0,192,922,87,7,1206,0,46,0,46,532,76,0,658,0,3,0,3,206,67,0,276,1330,520,39,1885,8495,762,37,11184
305011110,43,70,0,116,731,187,24,1059,17,107,0,124,432,183,8,741,0,18,0,16,240,120,3,377,0,0,0,0,82,65,0,152,1457,408,27,1888,10495,2404,217,15008
305011111,26,25,5,47,472,198,27,739,6,27,0,32,294,73,7,402,0,8,0,8,89,17,0,117,0,0,0,0,21,6,0,34,666,156,7,830,5344,1478,201,7855
305011112,117,118,0,240,1065,50,8,1368,10,144,0,154,653,40,7,853,4,21,0,24,316,13,0,358,0,3,0,3,105,4,0,116,2037,544,44,2632,9534,690,118,12965
305021113,33,39,0,75,440,14,3,541,0,67,0,63,185,12,0,262,0,6,0,6,96,0,0,108,0,0,0,0,43,3,0,43,929,182,17,1135,2321,119,6,3587
305021114,66,90,0,155,756,18,3,938,5,126,0,144,412,34,3,595,0,25,0,25,226,35,0,289,0,0,0,0,89,17,0,110,1380,360,31,1772,3959,256,15,6005
305021115,47,39,0,83,420,33,4,539,4,49,0,53,276,13,4,346,0,7,0,7,157,3,0,176,0,0,0,3,49,0,0,50,751,212,15,975,4089,328,22,5418
305021116,47,45,0,92,499,12,0,605,5,65,0,69,226,4,0,296,0,12,0,12,95,5,0,109,0,0,0,0,35,4,0,41,1005,194,21,1215,2747,102,8,4067
305021117,76,101,0,180,960,45,0,1179,7,114,0,118,558,30,3,713,0,21,0,19,300,21,0,350,0,0,0,0,203,10,0,214,2572,476,61,3111,7876,531,19,11535
305021118,51,66,0,116,515,13,3,650,11,98,0,110,322,8,0,434,0,19,0,19,127,10,0,147,0,0,0,0,49,3,0,54,1383,297,35,1716,3592,139,12,5459
305031119,21,32,0,56,261,17,0,337,8,42,0,50,183,14,0,243,0,5,0,5,139,31,0,174,0,0,0,0,72,17,0,86,428,141,6,584,2945,254,13,3800
305031120,34,48,0,80,487,10,0,578,4,78,0,77,293,10,0,378,0,15,0,15,180,7,0,200,0,0,0,4,52,3,0,57,1179,216,23,1420,3750,139,4,5319
305031121,37,46,0,88,584,57,0,730,9,97,0,102,395,27,0,523,0,27,0,27,254,18,0,300,0,0,0,0,94,8,3,103,851,243,18,1114,3490,335,31,4965
305031122,86,96,0,184,975,42,3,1202,4,142,0,144,618,27,0,798,4,41,0,42,400,13,3,453,0,0,0,3,165,19,0,180,1642,448,36,2115,6533,325,26,9001
305031123,38,47,0,84,364,4,0,459,7,50,0,56,186,5,0,250,0,13,0,13,96,6,0,111,0,0,0,0,59,3,0,59,1111,168,24,1313,2093,56,13,3476
305031124,42,66,0,111,740,57,12,913,9,118,0,117,506,14,3,645,3,36,0,35,343,11,3,396,0,0,0,0,177,18,0,191,760,317,20,1098,4626,368,49,6141
305031125,46,50,5,100,501,12,0,609,5,83,0,87,311,15,0,409,7,21,0,26,180,7,0,212,0,0,0,0,59,5,0,68,1023,199,26,1258,2523,111,6,3898
305031126,45,36,0,87,563,102,3,758,10,67,0,77,326,93,4,503,0,12,0,10,206,85,4,306,0,0,0,0,103,30,0,132,1415,280,39,1745,6792,861,66,9462
305031127,35,37,0,69,390,14,0,474,3,72,0,70,237,9,0,319,0,13,0,13,136,10,0,155,0,0,0,0,35,3,0,40,775,210,23,1009,3045,180,14,4241
305031128,52,132,0,184,1232,110,18,1549,15,141,6,155,721,58,4,940,0,29,0,31,435,45,0,516,0,0,0,0,157,12,0,176,1328,589,30,1949,13849,1451,82,17330
305031129,42,30,0,72,378,13,3,464,3,56,0,57,191,15,0,265,0,15,0,15,97,0,0,109,0,0,0,0,42,0,0,42,789,149,16,952,2204,77,3,3234
305031130,44,39,0,81,533,16,3,633,7,58,0,73,306,14,0,396,0,5,0,8,182,3,0,197,0,0,0,0,80,0,0,80,1191,209,30,1427,5068,297,17,6800
305031131,63,80,0,138,848,37,6,1026,4,103,0,108,489,17,0,614,0,14,0,16,295,15,0,330,0,0,0,0,173,22,0,191,1691,358,41,2089,6729,403,18,9240
305041132,137,166,0,302,1200,39,6,1551,10,231,0,240,691,16,8,960,0,55,0,52,386,20,0,463,0,0,0,0,176,12,0,185,2816,658,70,3538,6919,239,29,10730
305041133,30,35,0,70,448,37,0,558,0,77,0,82,365,79,9,529,0,12,0,12,228,75,0,312,0,0,0,0,65,42,0,105,769,205,25,998,3931,390,16,5334
305041134,86,92,0,179,883,17,0,1078,7,150,3,160,529,19,3,709,0,35,0,34,295,13,7,348,4,0,0,4,158,28,0,186,2241,426,62,2724,4904,216,27,7866
305041135,73,98,4,180,921,23,4,1126,6,158,0,167,501,27,4,698,0,27,0,30,240,18,0,288,0,0,0,0,78,14,0,92,1810,447,46,2308,7550,364,32,10251
305041136,37,34,0,79,429,16,4,528,8,55,0,65,236,12,0,310,3,17,0,18,123,7,0,149,0,0,0,0,37,0,0,37,940,216,26,1183,3640,154,8,4991
305041137,56,80,0,142,785,26,10,963,9,157,0,165,550,12,5,739,4,33,0,33,351,19,3,402,0,0,0,0,113,6,0,121,1598,439,17,2060,8396,371,55,10877
306011138,43,90,0,131,621,24,0,782,3,64,0,68,393,11,0,476,0,4,0,4,171,9,0,193,0,0,0,0,43,6,0,48,1107,278,41,1422,2758,148,11,4342
306011139,80,152,8,229,1704,110,4,2048,18,166,5,187,1591,102,8,1894,0,40,0,39,768,58,3,864,0,0,0,0,163,13,4,182,1737,514,77,2325,7403,619,39,10388
306011140,30,39,0,71,409,19,0,506,0,67,0,63,295,8,0,369,0,11,0,9,142,5,0,153,0,0,0,0,29,0,0,29,658,184,35,878,1928,111,7,2925
306011141,116,174,4,290,1226,58,7,1583,16,165,0,181,867,68,12,1124,4,29,0,35,416,89,5,538,3,0,0,0,137,92,0,226,2807,662,111,3583,6480,581,30,10677
306011142,118,207,5,331,1613,125,3,2081,19,162,0,179,1273,112,10,1578,3,33,0,35,613,84,3,739,0,3,0,3,131,19,0,157,2975,697,114,3783,8944,883,56,13671
306011143,52,79,0,138,837,62,12,1042,7,93,0,100,681,62,8,854,6,11,0,15,276,35,4,330,0,4,0,4,67,9,0,79,809,282,37,1128,3639,442,29,5240
306021144,39,89,0,137,576,42,0,756,10,70,0,78,383,19,0,485,3,8,0,13,215,15,0,242,0,0,0,0,21,0,0,25,1502,407,82,1990,3709,380,9,6090
306021145,69,97,3,168,1278,740,30,2219,14,80,0,95,1013,712,22,1843,0,20,0,26,451,331,9,814,0,0,0,0,102,83,9,190,1203,406,32,1643,8608,5003,494,15750
306021146,53,123,0,174,821,67,0,1068,6,159,0,169,814,98,0,1075,5,43,0,46,540,71,0,653,0,0,0,0,198,30,0,234,1240,495,53,1785,4651,577,8,7018
306021147,65,162,5,232,819,44,0,1103,10,127,0,139,631,60,4,828,0,23,0,28,301,54,0,383,0,0,0,3,76,65,0,140,1891,589,85,2568,5103,833,17,8516
306021148,56,137,0,196,966,114,8,1283,10,126,0,135,685,81,7,904,0,28,0,32,341,54,0,432,0,6,0,6,105,36,0,146,1602,516,80,2188,4786,776,31,7782
306021149,81,145,3,233,1044,39,0,1321,15,167,0,183,712,30,0,927,0,34,0,36,388,12,0,443,0,3,0,3,171,22,0,195,1580,561,70,2209,5261,427,12,7914
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,33,78,0,110,536,82,3,729,10,51,0,55,427,59,0,545,3,12,0,12,238,37,0,293,0,0,0,0,86,4,0,92,741,242,37,1019,3233,647,11,4902
306021152,29,47,0,73,517,70,0,660,7,48,0,51,447,46,0,549,0,9,0,9,233,35,0,282,0,5,0,5,64,10,0,73,590,205,23,817,3117,492,8,4430
306021153,53,142,0,194,765,48,3,1006,13,105,0,124,575,10,0,705,3,26,0,24,284,19,0,326,0,0,0,0,64,9,0,75,1546,474,66,2089,4262,312,10,6671
306021154,22,47,0,69,629,98,0,793,6,47,0,53,460,60,6,582,0,7,0,7,337,27,0,376,0,0,0,0,226,10,0,237,666,236,13,917,3993,1041,93,6051
306021155,20,57,5,80,383,49,0,512,4,44,0,49,387,30,0,474,0,13,0,13,224,22,0,255,0,0,0,0,91,16,0,106,687,228,28,942,2461,389,3,3802
306021156,80,99,0,181,864,56,0,1105,14,103,0,119,739,40,0,907,6,28,0,34,419,23,0,477,0,0,0,0,211,13,0,226,1294,373,75,1739,4622,364,22,6744
306021157,27,64,0,92,519,112,7,730,7,53,0,59,484,127,0,672,0,15,0,14,207,44,0,266,0,0,0,0,43,14,0,55,655,242,29,928,2754,781,15,4470
306031158,25,86,0,113,664,81,4,856,11,86,0,96,608,75,0,782,0,10,0,13,260,39,0,309,0,0,0,0,72,15,0,93,605,282,20,914,2627,443,10,3997
306031159,40,117,4,164,1041,108,3,1311,14,96,0,110,944,89,0,1140,5,31,0,38,584,70,0,691,0,5,0,5,311,31,0,346,1186,406,46,1637,5338,788,129,7888
306031160,45,136,0,181,1208,127,0,1518,13,95,0,108,1162,116,5,1390,0,15,0,16,475,52,0,541,0,0,0,0,120,23,0,143,1133,369,35,1534,4803,769,55,7165
306031161,68,159,0,224,1761,155,15,2152,13,126,0,142,1961,198,4,2306,4,21,6,32,926,99,0,1058,0,4,0,4,221,26,0,245,1424,480,51,1956,7592,1039,205,10792
306031162,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,8
306031163,17,55,10,86,116,11,0,211,0,20,0,23,68,7,0,94,0,4,3,4,28,4,0,31,0,0,0,5,0,0,0,3,410,338,129,882,794,69,0,1744
306041164,36,91,3,136,1049,96,5,1281,16,84,0,100,883,106,6,1093,3,16,0,16,428,41,0,479,0,0,0,0,101,12,0,109,927,327,39,1290,4152,618,24,6088
306041165,39,53,0,96,1108,278,12,1490,9,66,0,76,1156,311,7,1545,0,16,0,14,501,117,7,642,0,0,0,0,83,26,0,106,722,228,29,974,5027,1373,117,7497
306051166,49,189,4,241,1313,94,3,1646,13,173,0,195,1491,141,7,1838,0,35,0,36,883,99,0,1015,0,0,0,0,321,83,0,403,1481,606,77,2166,6957,1011,288,10418
306051167,31,87,0,119,878,147,0,1134,7,47,0,56,865,126,0,1049,0,18,0,19,392,56,0,461,0,0,0,0,93,19,0,110,538,239,28,804,3438,733,4,4981
306051168,23,87,0,111,666,100,5,884,4,66,0,77,551,71,0,697,7,12,0,18,251,33,0,306,0,0,0,0,60,3,0,66,648,281,39,964,2607,493,10,4072
306051169,69,194,3,267,1285,131,0,1687,15,159,0,177,1364,141,4,1691,0,38,0,39,648,99,0,789,0,0,0,0,153,51,0,204,1289,535,48,1871,5401,757,85,8109
306051170,35,153,0,190,1207,123,9,1533,14,118,0,135,1325,131,9,1599,4,39,0,42,882,89,0,1014,0,0,0,0,300,44,0,343,1505,509,75,2085,6938,1033,113,10172
307011171,10,76,8,95,536,57,3,687,3,41,0,46,501,39,0,585,3,4,0,6,219,33,0,254,0,0,0,0,48,20,0,68,630,206,44,881,2547,366,5,3801
307011172,35,118,0,152,781,125,0,1054,4,76,0,77,616,96,0,785,0,9,0,9,358,66,0,430,0,0,0,4,102,32,0,143,1502,372,61,1941,4356,1137,52,7486
307011173,22,106,0,131,596,65,0,792,3,83,0,84,511,54,0,655,0,18,0,25,320,36,0,381,0,0,0,0,125,11,0,135,1025,341,44,1413,3124,463,8,5006
307011174,20,59,0,80,498,66,0,643,5,31,0,36,421,54,0,510,8,5,0,8,272,24,0,305,0,0,0,0,88,10,0,99,623,151,22,795,2196,325,0,3317
307011175,22,52,0,72,499,137,0,711,6,41,0,49,412,69,0,527,0,13,0,13,223,39,0,279,0,0,0,0,51,18,0,76,672,192,26,890,2498,872,63,4320
307011176,40,91,0,135,628,101,6,867,0,56,0,56,496,76,0,628,0,11,0,11,247,60,0,324,0,0,0,0,60,53,0,116,1091,314,45,1453,3519,798,20,5789
307011177,33,101,0,133,753,119,0,1010,3,62,0,65,691,102,0,853,0,8,0,14,335,39,0,390,0,3,0,6,96,14,0,111,1005,314,45,1359,3388,654,0,5403
307011178,15,53,0,66,504,72,0,638,3,32,0,31,466,53,0,553,0,3,0,3,202,18,0,227,0,0,0,0,41,3,0,47,454,153,16,629,2128,368,0,3126
307021179,39,183,3,222,1136,127,3,1489,12,111,0,124,1174,111,0,1408,0,27,0,26,725,126,0,879,0,4,0,4,138,95,0,233,1180,480,50,1707,5016,760,0,7482
307021180,29,146,0,172,793,90,0,1055,6,100,0,111,642,50,0,809,0,11,0,11,399,37,0,444,0,0,0,0,142,23,0,168,1087,448,54,1592,3952,509,14,6072
307021181,6,55,0,62,384,57,0,509,3,25,0,30,342,41,0,410,0,6,0,6,209,24,0,244,0,0,0,0,67,9,0,77,402,152,27,588,1851,299,17,2745
307021182,24,111,4,135,528,68,0,735,7,79,0,83,491,49,0,623,0,18,0,18,354,34,0,404,0,0,0,0,205,7,0,210,818,317,52,1186,2944,387,18,4538
307021183,56,228,4,293,1617,173,4,2083,14,152,0,169,1394,109,0,1675,0,29,0,29,786,76,0,894,0,0,0,0,325,30,0,355,2724,815,150,3689,8657,1301,22,13670
307031184,31,73,0,103,585,39,0,730,4,57,0,61,588,44,0,692,5,10,0,7,355,36,0,399,0,0,0,0,105,13,0,119,717,238,39,985,2757,293,7,4042
307031185,19,91,0,106,592,48,0,744,3,67,0,71,594,54,0,715,0,19,0,19,274,20,0,312,0,0,0,0,101,14,0,114,522,250,12,783,2543,264,5,3598
307031186,24,73,0,93,660,56,0,809,8,72,0,75,662,74,0,811,0,13,0,10,361,39,0,411,0,0,0,0,105,7,0,116,614,243,27,884,2869,366,0,4122
307031187,25,84,0,110,545,48,0,712,9,66,0,76,741,62,0,878,0,10,0,15,475,47,0,536,0,0,0,0,211,18,0,227,634,269,15,922,3224,374,6,4525
307031188,44,99,0,143,850,94,0,1087,5,79,0,86,843,90,0,1026,0,11,0,11,360,50,0,420,0,3,0,3,63,11,0,79,813,286,27,1125,3545,527,26,5217
307031189,78,250,5,332,1561,140,0,2034,20,172,0,190,1691,124,0,2006,6,47,0,56,1163,122,0,1347,0,4,0,4,397,69,0,461,2093,820,112,3026,8630,956,7,12619
308011190,24,114,0,138,691,330,0,1166,11,36,0,49,299,87,0,433,0,7,0,8,112,16,0,134,0,0,0,0,15,3,0,16,1434,372,56,1862,3492,2050,85,7491
308011191,40,140,0,183,1125,227,0,1534,7,65,0,74,1065,137,3,1275,0,14,0,14,425,67,3,505,0,0,0,0,81,17,0,100,1272,358,56,1685,4668,1208,106,7673
308011192,58,188,0,247,1133,204,4,1592,0,110,0,114,610,151,7,876,0,22,0,21,219,51,0,287,0,0,0,0,53,34,0,87,2703,665,151,3517,6244,1258,241,11264
308031205,31,98,0,129,609,59,0,798,6,68,0,79,496,48,0,627,4,12,0,11,297,26,0,335,0,0,0,0,127,18,0,145,961,388,65,1415,3644,554,7,5623
308031206,11,51,0,61,228,35,0,327,5,25,0,27,205,34,0,270,0,5,0,5,97,13,0,115,0,0,0,0,17,0,0,24,257,135,11,403,952,197,0,1553
308031207,29,110,0,140,785,45,0,971,10,87,0,91,972,89,3,1161,0,23,0,29,548,79,0,650,0,0,0,3,122,48,0,166,799,348,30,1170,3571,433,5,5185
308031208,30,176,0,209,758,37,0,1006,3,171,0,175,617,35,6,829,0,40,0,38,427,21,0,490,0,6,0,6,170,14,0,183,1462,625,95,2176,4432,299,8,6916
308031209,19,118,4,141,458,72,0,668,3,80,0,80,342,38,4,461,0,7,0,11,158,14,0,187,0,3,0,3,26,6,0,36,774,298,38,1114,2116,945,6,4180
308031210,32,203,4,242,924,37,0,1209,4,111,0,124,771,51,0,942,0,10,0,18,363,43,0,425,0,0,0,0,94,30,0,118,2262,694,136,3093,5269,547,15,8929
308031211,14,88,3,102,441,13,0,566,5,57,0,64,299,24,0,389,0,9,0,9,191,14,0,218,0,0,0,5,69,6,0,77,704,269,47,1012,2516,250,11,3791
308031212,17,45,0,56,424,55,0,536,3,17,0,20,443,63,0,531,0,5,0,5,198,34,0,233,0,0,0,0,56,9,0,72,252,115,13,389,1724,348,0,2461
