SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
123031446,213,100,94,126,122,105,60,62,74,954,2653,1254,1256,1602,1402,1229,960,495,195,11041
123031447,287,208,181,152,176,127,102,94,100,1428,3989,2397,2565,2230,2516,2178,1727,908,345,18861
123031448,148,105,66,103,92,83,64,40,6,704,2038,1323,1101,1237,1369,1158,1023,431,87,9771
124011449,84,33,42,41,80,70,66,32,6,460,817,398,465,633,817,1041,984,535,122,5803
124011450,224,118,106,127,115,106,89,32,17,932,3753,2204,1794,2487,2594,2401,2191,1103,268,18784
124011451,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,4,0,0,13
124011452,116,104,88,85,134,118,127,78,24,873,1754,1188,1250,1537,1956,2122,2255,1083,366,13511
124011453,128,86,47,92,90,84,57,26,6,613,2020,1294,1106,1438,1661,1728,1345,557,129,11277
124011454,255,121,104,148,155,133,79,96,132,1225,4173,2439,2016,2743,3068,2866,2552,1357,638,21850
124011455,95,55,42,48,75,55,52,34,23,468,1083,547,477,694,834,947,1094,569,224,6466
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5
124031457,339,174,191,177,170,123,79,40,11,1308,3420,1938,2402,2243,1809,1768,1587,583,162,15912
124031459,194,115,107,140,119,95,79,45,16,904,2682,1699,1475,1860,1868,1588,1528,851,266,13820
124031460,277,184,127,151,162,124,67,23,3,1114,4640,3133,2587,2994,3133,2371,1428,517,133,20924
124031461,252,163,204,164,128,106,88,78,55,1240,3423,2149,2391,2526,2002,1824,1795,884,253,17242
124031462,543,362,469,351,345,239,193,170,80,2749,5594,3217,4227,4061,2981,2151,1614,959,345,25153
124031463,151,105,90,98,103,80,48,29,0,708,2785,1612,1493,1795,1558,1290,888,438,110,11960
124031464,375,277,344,258,232,168,163,173,203,2190,2708,2487,3577,2469,2030,1735,1457,1020,548,18024
124031465,76,76,40,52,61,52,19,15,0,392,1323,805,850,768,833,723,437,180,46,5962
124031707,349,170,192,177,145,119,76,30,4,1270,3890,2263,2549,2314,2155,1984,1206,458,116,16929
124031708,244,100,136,131,68,37,30,16,3,773,3787,1515,2575,2527,1343,751,527,246,53,13328
124041466,216,176,182,137,126,105,101,96,100,1233,2597,1764,2347,1742,1833,1603,1564,1190,576,15222
124041467,307,191,198,169,160,171,90,73,41,1399,3098,2013,2500,1863,1867,1944,1190,634,203,15315
124041468,121,222,457,435,249,125,87,31,3,1730,1183,1086,1129,1107,1080,944,637,275,59,7499
124051469,90,75,76,42,70,46,20,8,0,436,1214,935,902,823,861,1005,498,141,35,6418
124051470,350,212,239,195,179,157,96,19,4,1450,4175,2486,2840,2761,2378,2699,1831,546,144,19867
124051580,337,186,212,207,164,89,74,43,3,1311,2974,1661,1992,1844,1556,1310,1020,520,116,12990
124051581,531,307,378,312,277,201,161,135,141,2433,3655,2104,2841,2433,2074,1810,1326,742,339,17313
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
125011582,380,343,458,308,240,211,155,78,49,2206,3370,3257,4535,2688,1980,1744,1133,595,227,19531
125011583,84,126,199,120,69,63,58,44,60,823,1538,1908,2927,1469,934,833,494,312,130,10544
125011584,220,144,167,125,105,110,50,24,4,953,1889,1228,1470,1112,1016,1034,637,274,171,8823
125011585,114,74,135,90,89,65,33,24,7,621,1345,1112,1545,1082,1113,1120,742,343,160,8566
125011586,170,191,348,196,190,170,93,61,49,1468,2900,2840,4769,3087,2399,2522,1564,722,282,21083
125011587,62,53,60,52,34,44,17,13,5,339,911,688,871,641,586,666,467,191,71,5087
125011709,75,214,540,499,256,122,51,15,0,1769,1724,993,1494,1947,1440,838,576,213,41,9260
125011710,200,113,516,280,103,83,44,17,0,1352,2805,1689,7989,4361,1536,1192,673,176,32,20454
125021477,278,178,255,241,208,171,131,61,30,1552,4699,2827,3725,3820,3191,2891,1906,944,403,24417
125021478,266,153,153,181,148,160,86,43,30,1222,3509,2152,2136,2712,2570,2458,1619,857,395,18407
125021711,65,52,44,71,55,62,34,38,19,436,2204,1456,1008,1716,1578,1436,1062,698,392,11544
125021712,179,96,109,155,110,100,64,44,6,877,4065,2042,2352,3357,2264,2131,1686,1000,255,19158
125031479,622,362,464,442,345,243,154,85,113,2820,4524,3054,2921,2648,2508,2343,1552,741,465,20752
125031480,386,272,263,217,212,166,115,47,61,1748,3084,2220,2165,1888,1931,1789,1397,697,462,15631
125031481,531,348,526,364,249,198,117,68,23,2420,4198,3704,5097,3227,2387,2136,1462,684,222,23116
125031483,869,459,456,486,323,269,141,73,24,3110,5406,3294,3560,2948,2333,2224,1474,795,296,22332
125031484,571,300,420,361,245,177,118,62,25,2284,5023,3091,3863,3171,2626,2251,1545,852,398,22825
125031486,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,14
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,11
125031713,288,149,117,172,158,100,91,89,55,1216,3530,1929,1817,2297,2168,1730,1710,1104,290,16574
125031714,562,356,559,446,297,267,150,60,26,2719,4815,3006,4643,3601,2596,2383,1556,849,305,23747
125031715,139,79,91,94,82,75,69,58,69,756,2406,1306,1188,1805,1449,1043,864,576,224,10865
125031716,158,94,110,133,89,64,34,35,10,722,1524,949,1059,1196,879,763,507,291,143,7309
125041489,315,204,381,404,192,176,125,106,99,1991,3860,2263,4832,4631,2451,2159,1443,742,397,22778
125041490,70,51,49,47,59,47,27,26,0,376,1668,936,765,1227,1198,1018,875,568,154,8408
125041491,655,202,334,333,196,211,244,232,177,2585,4442,2076,4408,4133,2158,1629,1385,906,430,21549
125041493,274,198,258,222,204,165,100,102,63,1593,4213,2655,3151,3334,2910,2513,1945,1373,623,22717
125041494,96,54,56,57,71,54,32,20,9,449,2402,1233,956,1732,1562,1174,1046,800,255,11160
125041588,252,101,172,207,135,85,86,71,91,1208,3140,1355,1941,2931,1531,1188,920,583,289,13887
125041589,357,207,481,366,179,166,74,34,22,1894,4544,2170,4828,4571,1963,1622,1038,571,254,21555
125041717,109,135,326,186,69,51,31,7,6,913,1884,1325,4364,2708,722,507,354,143,37,12035
125041718,129,87,201,133,72,60,26,10,3,721,1585,1244,2870,1922,845,627,419,221,64,9792
125041719,98,88,198,144,65,60,27,14,9,705,1475,1021,2795,1746,720,592,404,170,102,9024
126011496,168,104,100,131,126,103,59,58,27,880,4114,2644,1708,2896,3121,2788,2202,1377,561,21410
126011720,102,59,116,108,61,62,35,20,23,587,2714,1694,2295,2391,1734,1540,1085,608,305,14354
126011721,145,96,108,119,95,73,54,25,15,735,3581,2155,2803,3088,2275,2040,1622,693,311,18572
126021498,118,65,105,118,107,87,74,57,115,855,2584,1586,2236,2295,2192,1778,1372,847,420,15306
126021499,83,76,48,63,92,67,71,116,245,871,1681,1230,608,1027,1449,1210,1064,725,592,9586
126021500,174,238,357,223,146,118,85,47,33,1422,3269,3354,5663,4004,2277,1948,1633,1017,722,23889
126021501,149,99,204,151,153,149,82,49,49,1082,2695,1757,2547,2500,2024,1868,1240,705,375,15707
126021503,137,92,204,174,95,93,67,44,14,913,3126,1977,4185,3668,2252,2069,1530,788,304,19894
126021590,48,38,16,24,31,34,35,8,0,237,709,566,373,472,605,645,471,196,99,4140
126021722,43,30,34,39,38,50,63,51,59,412,1279,817,630,960,958,1015,833,375,205,7076
126021723,130,110,160,137,126,129,68,56,27,944,2990,2086,2975,2939,2207,2396,1904,939,403,18842
126021724,177,121,149,157,147,136,102,58,87,1134,3425,2237,2883,3219,2674,2378,1702,1031,499,20042
126021725,121,59,194,136,57,68,54,48,75,803,2037,949,3380,2438,1044,899,660,389,250,12031
127011504,659,339,294,325,256,255,125,60,24,2337,4348,2731,2276,2221,2014,2201,1226,679,222,17916
127011505,259,148,159,193,144,107,106,99,120,1336,2743,1565,2074,1817,1438,1169,992,499,240,12527
127011592,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,0,4,0,25
127011593,86,75,36,46,79,41,23,6,0,397,1224,1217,755,722,1089,996,590,207,72,6869
127011594,220,132,116,115,109,119,73,22,4,918,2536,1986,1623,1563,1722,1800,1091,437,117,12884
127011595,228,124,118,113,107,84,45,17,6,846,2856,1991,1640,1795,1748,1640,915,333,86,13011
127011596,253,146,107,153,110,87,37,21,8,912,3186,2005,1665,2065,1838,1383,737,293,73,13239
127011597,281,175,136,160,161,91,48,19,4,1079,4344,2582,2139,2839,2382,1565,860,329,108,17147
127011726,83,43,44,45,37,26,23,9,5,323,1019,549,738,621,547,501,429,245,46,4691
127011727,243,73,154,148,60,34,24,0,0,743,4082,1401,3255,2692,1290,902,491,136,32,14281
127011728,168,79,104,105,94,60,48,36,11,702,3042,1345,2358,1995,1245,1027,873,498,106,12486
127011729,344,132,181,182,104,64,28,9,6,1051,5279,1921,3605,3363,1568,945,629,228,78,17619
127021509,289,201,160,164,144,167,94,30,10,1272,3141,2493,2296,2031,2204,2392,1692,630,264,17144
127021510,282,209,138,172,206,182,142,53,24,1399,3361,2729,2273,2169,2511,2844,2203,1031,421,19547
127021511,378,273,297,277,315,286,178,132,141,2278,3652,3419,3206,2840,3451,3381,2300,1021,585,23862
127021512,386,244,235,224,216,214,94,53,27,1700,3485,2664,2373,2218,2457,2337,1457,773,331,18110
127021513,378,265,253,264,272,244,151,85,63,1982,3847,3278,3020,2731,3007,3047,1817,900,444,22101
127021514,120,92,94,79,89,91,71,45,34,719,1776,1463,1343,1145,1276,1525,1104,433,160,10226
127021515,301,214,232,241,230,226,161,87,25,1722,3069,2304,2378,2337,2460,2530,1775,896,344,18085
127021516,458,250,229,252,220,200,128,57,22,1822,4260,3054,2643,2683,2714,2594,1803,1093,330,21171
127021517,130,81,81,88,75,93,100,77,56,780,1555,1241,1069,1047,1107,1218,1018,562,199,9016
127021518,62,60,39,52,62,56,27,15,8,385,704,636,426,417,630,606,489,299,134,4341
127021519,292,162,184,181,155,171,139,95,60,1435,3751,2493,2570,2293,2400,2398,1988,1106,468,19468
127021520,108,87,77,84,98,87,71,32,20,660,1835,1424,1320,1281,1358,1495,1444,678,283,11112
127021521,0,0,0,0,0,6,0,0,0,7,5,0,4,9,7,20,6,0,0,43
127031522,301,210,170,164,159,131,90,63,52,1335,3508,2324,2209,2126,2172,1991,1272,658,264,16525
127031523,333,172,171,220,177,131,94,59,15,1383,4636,2411,2522,3191,2625,2196,1799,986,320,20689
127031524,251,265,206,180,159,124,98,150,166,1600,4532,2993,2937,3183,2966,2236,1280,765,386,21276
127031599,410,185,225,201,161,140,74,63,23,1484,3062,1742,1745,1619,1422,1404,900,560,168,12625
127031601,159,86,108,137,79,90,44,18,8,729,1092,666,1105,1026,669,663,409,211,74,5919
127031730,222,112,134,158,101,48,18,12,5,798,3271,1575,2199,2435,1345,729,379,108,38,12079
127031731,495,309,673,475,291,301,276,196,82,3098,3391,2119,4293,3025,1910,1559,1131,602,194,18224
127031732,338,191,212,198,166,154,76,52,37,1429,2757,1778,1996,1775,1604,1588,1165,696,306,13659
127031733,230,154,87,138,119,78,45,46,77,977,3506,2604,1723,2153,2339,1756,857,449,228,15606
128011529,168,129,102,123,148,103,69,47,13,906,3503,2217,1749,2371,2702,2288,1566,1068,409,17877
128011530,229,161,167,191,160,116,100,86,42,1248,3628,2229,2721,2912,2684,2226,1838,1443,866,20555
128011531,206,93,77,145,140,118,98,91,143,1110,2729,1798,1423,1878,2280,1971,1728,1630,938,16375
128011602,196,104,161,145,161,121,99,105,86,1179,2356,1308,2110,1945,1706,1382,1130,723,402,13068
128011603,179,89,61,83,106,83,54,32,24,707,2622,1533,1117,1592,1769,1695,1395,768,396,12899
128011604,252,170,241,223,254,241,160,102,115,1756,3505,2473,3683,2979,3194,3469,2791,1364,639,24088
128011605,42,22,11,34,27,24,9,9,7,178,673,508,235,350,518,462,350,177,59,3321
128011606,73,71,56,44,60,72,42,16,5,443,1512,1197,1028,1090,1261,1171,918,443,185,8813
128021533,61,37,33,49,41,23,32,41,11,323,1245,751,639,842,913,717,645,486,331,6570
128021534,96,76,43,62,75,64,44,8,4,474,1838,1364,1072,1168,1328,1756,1332,484,152,10491
128021535,188,121,80,105,128,136,82,43,12,892,4011,2852,2072,2551,2937,2990,2161,867,332,20776
128021536,220,114,110,157,169,120,89,57,33,1071,4642,2530,1908,3135,3364,2489,2113,1177,429,21787
128021537,7,5,0,6,0,0,0,0,0,19,12,8,12,11,4,0,0,0,0,48
128021538,218,145,202,185,159,154,102,83,40,1286,3919,2417,3854,3554,2904,2402,1806,1367,796,23017
128021607,175,112,67,99,118,83,75,70,76,877,3811,2093,1557,2595,2393,1664,1592,1136,328,17182
128021608,80,49,28,60,46,33,34,20,12,352,1521,871,688,983,1045,828,748,465,121,7278
128021609,41,36,11,10,39,20,10,5,0,179,643,543,273,361,604,594,356,105,21,3497
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32
201011001,300,151,138,133,141,84,46,41,14,1059,4028,2384,2086,2453,2113,1529,1238,655,158,16639
201011002,115,120,105,122,172,132,142,102,76,1080,1779,1583,1377,1377,1727,1672,1539,988,449,12488
201011005,89,135,33,67,63,50,49,11,3,499,1480,983,566,859,1028,965,845,338,84,7155
201011006,238,115,118,104,69,59,53,33,8,797,2274,1415,1950,1284,1108,1000,850,447,224,10553
201011007,82,32,22,23,41,34,28,8,0,271,886,555,336,514,668,632,421,143,30,4177
201011008,277,169,181,147,156,125,83,64,43,1245,2832,1883,2209,1729,1770,1722,1562,1012,510,15223
201011481,146,101,105,95,110,87,74,39,20,780,1542,1053,1436,1182,1083,1227,1087,663,380,9655
201011482,204,123,125,102,122,127,84,41,23,948,2761,1560,1831,1927,1892,1871,1544,812,352,14555
201011483,215,163,188,97,106,87,76,77,59,1063,2155,1636,1938,1553,1422,1237,1173,670,321,12102
201011484,251,168,166,117,152,115,98,62,30,1163,2153,1612,2014,1528,1408,1570,1443,907,359,12989
201021009,114,54,54,68,87,86,76,24,17,574,1247,601,636,888,949,951,710,357,119,6462
201021010,137,67,49,76,114,109,96,58,25,721,1332,662,655,849,1115,1306,1218,627,222,7983
201021011,142,71,87,104,122,164,161,85,38,976,1293,661,777,1065,1505,1810,1754,764,259,9883
201021012,124,70,49,76,87,69,48,17,6,554,1186,718,523,795,999,976,734,291,75,6291
201031013,75,31,16,35,50,55,79,36,8,394,516,289,260,297,510,566,680,308,91,3511
201031014,82,58,80,127,139,103,104,49,15,758,672,415,401,520,682,736,719,335,101,4580
201031015,93,69,33,41,81,53,51,23,0,441,942,513,465,566,757,668,622,259,38,4827
201031016,139,77,63,58,85,63,79,76,35,662,1194,779,803,665,948,1108,1283,967,389,8131
201031017,108,56,36,69,95,114,93,54,18,637,808,451,378,469,738,1023,971,489,119,5449
202011018,276,194,259,187,215,192,141,146,158,1762,2265,1980,2439,1717,1907,1917,1670,963,549,15416
202011019,244,135,153,116,112,113,91,50,34,1049,2477,1617,1931,1409,1423,1569,1394,729,288,12838
202011020,189,143,142,107,130,124,92,73,28,1037,2132,1750,1731,1480,1648,1753,1647,1092,599,13824
202011021,143,123,86,76,87,79,33,29,15,674,1636,1522,1243,1122,1112,1125,873,472,247,9335
202011022,375,220,275,206,193,185,153,129,120,1851,3553,2210,2948,2530,2280,2450,2347,1727,818,20868
202011023,76,26,23,48,39,38,19,8,4,285,1352,642,494,829,781,617,494,169,26,5406
202011024,185,82,43,104,85,78,45,32,6,660,2560,1235,974,1536,1446,1107,1042,519,114,10540
202011025,283,139,138,141,120,107,69,33,14,1057,3411,1674,2276,1996,1552,1519,1201,569,162,14352
202021026,134,64,46,75,81,89,55,24,3,581,1732,992,825,1045,1154,1242,860,331,57,8242
202021027,128,121,275,231,198,139,133,130,121,1478,1594,854,1065,1361,1514,1621,1740,1055,476,11292
202021028,126,82,91,101,127,139,136,69,15,882,1280,736,705,909,1314,1744,1603,728,180,9193
202021029,119,55,57,67,95,104,73,50,15,640,736,346,420,472,678,866,859,491,144,5012
202021030,156,100,90,88,133,134,105,63,27,886,1826,990,930,1288,1590,1462,1388,753,308,10535
202021031,100,59,33,65,98,69,57,40,7,534,1534,764,515,1002,1284,1062,976,513,163,7823
202031032,97,66,51,66,79,101,63,48,6,582,882,498,436,549,671,845,641,288,62,4875
202031033,128,87,65,83,117,178,158,82,74,977,1092,590,608,649,903,1286,1239,600,291,7252
203011034,153,56,61,84,72,43,30,15,7,525,1909,882,900,1127,1063,711,620,315,128,7650
203011035,154,68,62,63,95,93,53,21,3,612,1757,857,821,1103,1171,1146,816,274,65,7995
203011036,113,57,56,80,56,60,54,22,4,516,1227,713,661,865,890,970,788,334,117,6560
203021037,201,128,152,133,121,129,61,66,39,1026,2569,1795,2627,1949,1717,1534,1349,889,507,14941
203021039,157,169,185,154,176,186,152,132,74,1389,1787,1771,2417,1706,1733,1894,1543,813,329,14000
203021040,235,176,196,186,158,134,88,53,33,1256,3817,2306,3529,3123,2633,2391,1731,940,466,20933
203021042,241,272,196,129,158,150,156,86,22,1404,4362,3746,2771,2982,3036,2712,2208,1401,475,23690
203021043,326,257,589,528,331,191,115,39,13,2388,4043,2317,3141,3075,2787,2228,1778,841,303,20515
203021044,176,76,92,85,97,77,62,62,15,740,2399,1457,1630,1622,1631,1595,1423,937,317,13006
203021045,271,181,180,171,190,139,128,85,50,1385,2184,1769,2153,1610,1875,1974,1897,1303,544,15306
203021046,143,80,69,85,90,86,59,25,11,654,1982,1302,1143,1340,1460,1316,1007,556,184,10290
203021047,195,154,145,128,148,113,90,76,45,1086,2442,1707,2257,1830,1939,1764,1887,1281,623,15723
203021485,141,100,107,89,55,27,25,35,14,590,2138,1277,2427,1540,762,654,535,474,354,10171
203021486,432,314,269,219,233,180,111,59,26,1828,3380,2944,2730,2074,2298,2239,1597,844,236,18348
203021487,259,269,224,167,179,140,117,51,58,1464,4512,3407,3851,3259,2859,2390,2162,1334,763,24528
203021488,200,143,191,144,129,114,80,48,24,1070,1430,1133,1518,1065,1105,1082,892,502,224,8958
203031048,219,118,90,119,83,102,89,91,37,952,2921,1644,1731,1917,1940,2264,2318,1298,425,16456
203031049,87,45,51,51,84,84,103,35,17,543,860,544,612,623,812,1271,1266,548,190,6727
203031051,91,58,37,69,95,152,141,128,84,862,1023,609,614,765,1120,1718,2160,1072,300,9380
203031052,55,22,23,40,41,62,91,59,22,421,660,387,317,448,558,902,1227,760,296,5560
203031053,341,192,162,243,246,165,154,88,75,1658,5310,2414,2395,3832,3435,2647,2370,1116,417,23933
203031489,182,86,84,92,90,87,66,41,11,744,2648,1229,1671,1664,1306,1087,1018,422,120,11161
203031490,234,122,101,155,129,138,156,87,39,1158,3833,1802,1709,2560,2546,2511,2437,1155,506,19056
204011054,82,48,47,54,83,103,93,54,11,576,921,545,567,644,882,1184,1250,669,218,6877
204011055,113,66,64,71,97,125,130,70,26,760,944,552,530,640,800,1167,1280,663,291,6868
204011056,255,179,141,158,181,161,98,68,40,1284,2899,1872,1900,1808,2132,1947,1606,972,348,15490
204011057,256,268,213,208,219,228,142,79,15,1623,2065,1359,1224,1322,1486,1844,1653,760,230,11947
204011058,71,44,36,42,57,77,68,44,38,470,685,384,391,491,557,750,741,379,134,4516
204011059,144,90,109,93,95,99,78,31,29,768,987,798,814,693,817,946,856,456,209,6578
204011060,63,82,50,48,60,65,48,25,5,457,831,770,602,565,647,654,487,200,47,4815
204011061,14,0,8,6,9,6,6,0,0,51,54,21,21,28,49,41,18,10,0,241
204011062,97,60,44,56,84,101,81,33,4,553,578,372,295,404,583,763,673,390,100,4158
204021063,211,124,126,126,131,150,112,120,59,1161,1499,1045,1118,1010,1210,1601,1611,1122,512,10721
204021064,82,28,34,44,62,59,78,26,3,406,582,303,280,370,521,751,684,229,45,3764
204021065,63,36,24,30,40,36,33,30,9,310,659,370,387,410,532,591,589,313,119,3973
204021066,326,177,193,172,199,183,163,139,101,1657,3428,2181,2314,2225,2408,2441,2302,1675,821,19791
204021067,167,91,52,102,107,124,102,60,3,813,1770,889,786,1068,1455,1621,1416,649,148,9808
204031068,52,43,56,85,62,71,45,29,11,455,784,397,362,586,696,785,776,377,127,4889
204031069,172,255,161,143,179,176,140,67,31,1329,1720,1493,1348,1369,1488,1630,1405,665,199,11316
204031070,58,20,31,25,46,34,28,23,0,276,523,312,286,317,479,545,425,216,39,3145
204031071,34,48,23,34,36,59,34,24,10,310,708,461,415,473,589,780,671,393,187,4674
204031072,88,54,46,67,68,81,97,61,42,601,958,457,463,616,733,1062,979,498,209,5984
204031073,308,182,144,167,162,104,78,46,18,1214,3003,1903,1858,1841,1962,1912,1604,782,286,15152
204031075,73,45,38,43,61,68,38,24,10,402,1046,475,423,590,712,832,601,300,112,5088
204031491,187,102,103,88,74,70,53,31,21,726,3042,1743,1942,1787,1427,1131,953,443,218,12690
204031492,277,174,195,158,143,156,113,84,44,1347,2628,1762,2071,1815,1799,1889,1673,1032,335,15001
205011076,401,175,201,200,186,191,147,102,25,1627,4016,2010,2673,2249,2194,2391,2208,1268,425,19431
205011077,127,74,50,79,77,117,80,49,14,657,1109,708,583,684,872,1104,924,444,112,6540
205011078,138,70,67,77,73,69,73,50,51,660,1554,853,906,976,997,1119,1080,512,194,8201
205011079,375,192,250,206,225,152,145,103,48,1683,4264,2544,2973,2655,2796,2771,2504,1562,601,22664
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,286,164,165,136,173,164,163,126,125,1513,2717,1674,1814,1597,1798,2014,2049,1421,567,15647
205021082,130,75,91,89,114,113,120,51,16,798,1382,726,816,873,1079,1377,1224,563,127,8170
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,218,123,129,140,157,159,181,117,57,1275,1604,858,881,1048,1256,1773,2256,1160,332,11164
205021085,117,74,74,77,128,151,139,77,18,855,932,493,522,615,813,1314,1239,621,185,6735
205021086,58,24,24,37,39,62,71,49,22,380,711,438,415,451,716,1184,1643,918,276,6759
205031087,171,95,78,96,105,152,147,83,42,961,1389,776,686,891,1167,1698,1781,848,267,9507
205031088,0,0,0,4,4,0,3,6,0,17,19,13,11,18,25,23,30,11,4,144
205031089,130,83,67,89,88,122,87,51,21,732,1705,971,1016,1013,1317,1491,1275,614,238,9642
205031090,223,80,84,114,103,111,113,71,41,930,2099,1108,991,1238,1432,1620,1617,908,349,11365
205031091,194,95,123,146,150,207,213,97,49,1277,2130,1065,1183,1453,1680,2311,2340,1102,390,13658
205031092,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,0,21
205031093,388,205,203,268,267,289,311,222,104,2255,4064,2269,2409,2798,3159,4157,4458,2400,815,26534
205041094,234,202,129,139,111,134,103,50,17,1108,2167,1380,1323,1352,1465,1833,1428,642,119,11718
205041095,374,204,208,192,211,214,160,94,46,1696,2795,1852,2138,1824,2039,2344,2221,1279,553,17041
205041096,467,242,281,274,245,209,157,122,114,2113,2538,1651,1809,1532,1763,1949,1716,1056,466,14482
205041098,89,41,55,45,47,52,61,13,6,407,883,536,548,559,611,720,535,188,42,4619
205041493,271,161,160,136,121,128,86,75,92,1220,2097,1401,1652,1379,1414,1512,1236,784,389,11862
205041494,258,160,187,203,192,209,224,224,177,1825,3227,1920,2417,2275,1997,2069,1904,1092,460,17367
205051099,0,0,0,0,0,5,0,0,0,7,0,6,0,0,0,12,8,6,0,23
205051100,70,38,18,40,58,81,80,23,3,413,691,535,413,489,686,972,889,307,52,5039
205051101,272,182,148,151,156,159,148,78,25,1318,2724,1580,1626,1633,1614,2059,1990,969,299,14491
205051102,133,95,414,367,149,93,77,21,8,1346,777,468,833,802,601,599,532,208,45,4866
205051103,222,174,164,157,159,121,104,67,73,1248,2798,1703,1891,1779,1884,1854,1703,1065,470,15145
205051104,82,54,55,72,57,85,80,38,16,540,782,467,460,512,691,999,999,470,157,5537
206011106,73,74,246,138,99,61,37,24,7,750,1229,1385,4137,2446,1336,888,570,362,165,12516
206011107,98,79,187,163,85,72,41,37,12,781,1820,1682,3554,2394,1654,1285,896,555,278,14106
206011109,82,74,72,67,90,73,30,29,17,538,1871,1246,1313,1540,1553,1243,709,451,315,10234
206011495,84,69,173,102,73,44,40,26,18,632,1390,1553,3458,2254,1456,1071,745,539,230,12695
206011496,50,98,224,128,101,74,52,34,7,775,1183,1499,3968,2330,1411,1034,715,424,217,12778
206011497,112,86,161,119,115,96,37,26,12,767,1638,1406,2605,2153,1603,1239,887,576,275,12380
206011498,118,86,137,88,110,80,63,54,58,794,2382,1531,2337,2191,2063,1406,1009,658,384,13956
206021110,72,61,84,69,67,59,44,7,0,459,1386,988,1517,1342,1276,1089,688,342,154,8777
206021112,150,117,201,157,155,90,50,36,11,969,2739,1842,3778,3240,2649,1834,1204,832,479,18604
206021499,141,101,146,155,128,92,66,42,22,883,2266,1510,2823,2274,2207,1622,1027,690,315,14734
206021500,61,50,138,85,102,55,27,20,7,544,1444,953,2261,1658,1557,958,599,395,203,10020
206031113,202,118,233,162,181,133,69,32,10,1133,2643,1605,2594,2475,2134,1661,1079,540,222,14954
206031115,117,103,215,135,97,78,50,23,18,823,1169,1079,2355,1469,1053,794,640,268,122,8946
206031116,114,119,139,110,129,124,74,43,16,862,2224,1823,3093,2403,2124,1864,1318,722,411,15981
206031501,150,158,105,119,148,109,62,32,25,916,2558,2257,1927,2080,2478,2052,1350,706,451,15840
206031502,100,109,148,111,107,93,66,22,9,763,1712,1527,2248,1782,1613,1430,1049,489,216,12068
206041117,99,331,449,174,126,75,48,35,23,1369,894,5058,5533,1810,1045,847,660,430,210,16499
206041118,99,168,631,306,130,137,83,17,6,1573,1212,1829,6067,2910,1392,1196,693,194,43,15544
206041119,39,39,77,92,82,68,90,42,14,554,354,395,1202,854,614,719,706,362,157,5362
206041120,0,0,0,0,0,0,0,0,0,0,3,9,35,17,12,5,0,0,0,80
206041121,85,61,119,114,90,45,42,19,11,578,1537,1108,2509,2087,1305,940,654,296,125,10545
206041124,82,256,185,147,99,111,78,62,49,1064,604,3213,1840,928,565,544,443,351,238,8721
206041125,50,58,120,88,76,76,100,90,93,749,549,550,1521,986,696,675,705,533,256,6466
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,116,287,592,344,225,129,64,21,9,1796,577,2280,3808,1881,988,727,437,180,42,10934
206041504,53,584,643,222,102,62,34,11,0,1706,470,6458,6777,1883,778,453,260,75,15,17176
206041505,58,336,678,333,129,110,50,16,4,1716,544,3793,7260,2461,948,650,316,82,18,16071
206041506,240,275,448,277,171,138,80,32,11,1679,1770,2877,4579,2477,1568,1173,813,332,123,15718
206041507,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5
206041508,61,67,182,122,70,72,42,18,0,640,505,755,2418,1261,632,558,342,171,40,6680
206041509,74,158,454,206,86,56,31,14,0,1080,880,2579,7026,2978,1143,781,501,185,28,16101
206041510,24,95,223,140,72,41,27,3,0,638,565,1205,2939,1290,655,406,212,83,15,7364
206051128,110,226,253,210,150,153,99,59,20,1279,2068,1693,2704,2539,2265,1971,1523,1019,275,16051
206051129,148,75,220,244,182,118,69,38,14,1107,1888,1177,3116,2692,2300,1674,976,399,134,14358
206051130,148,101,166,210,202,164,117,65,15,1190,2292,1168,2131,2802,2707,2064,1578,873,234,15842
206051134,142,136,328,212,152,90,67,43,14,1193,1888,1614,4317,2865,1983,1360,925,444,164,15566
