SA2_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
101021007,30,99,312,710,388,75,39,153,1809,0,0,25,31,0,0,0,3,64,0,0,0,0,0,0,0,0,4,0,0,29,33,0,0,0,7,70,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,10,10,3,0,0,9,51,0,5,4,0,0,0,0,6,14,40,115,355,755,393,71,39,175,1950
101021008,3,17,116,1232,854,156,61,161,2604,0,23,131,128,4,0,0,19,304,0,13,77,120,15,0,0,15,246,0,41,211,244,21,0,0,41,554,0,19,26,0,0,0,0,9,58,8,13,15,0,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,30,45,4,0,0,0,16,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,92,372,1483,870,156,62,220,3271
101021009,3,25,247,1036,562,135,42,79,2126,0,75,303,193,3,0,0,41,621,0,60,268,222,7,0,4,35,594,0,135,574,412,12,0,4,74,1213,6,294,270,24,4,0,0,48,644,8,81,253,17,0,0,0,32,387,0,139,468,30,0,0,0,37,670,0,17,57,6,0,0,0,3,83,0,6,5,5,0,0,0,0,17,13,532,1052,77,9,0,0,116,1799,4,7,4,4,0,0,0,10,23,3,5,0,0,0,0,0,3,19,20,700,1881,1533,581,136,42,285,5182
101021010,0,9,53,301,357,85,27,29,855,0,20,164,58,5,0,0,13,261,0,27,286,130,8,0,0,17,472,0,49,446,184,8,0,0,29,729,10,136,121,23,4,0,0,24,319,0,43,98,0,0,0,0,11,153,0,76,205,9,0,0,0,14,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,262,422,37,3,0,3,51,786,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,8,326,927,525,372,85,30,108,2376
101021012,0,9,41,946,1976,485,88,88,3619,0,3,212,208,38,0,0,28,480,0,4,63,108,24,3,0,8,215,0,7,278,317,60,3,0,34,700,4,37,25,16,0,0,0,15,102,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,25,17,0,0,0,17,113,0,6,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,3,8,58,346,1283,2037,483,89,142,4443
101021610,0,18,24,351,1223,162,12,58,1846,0,0,0,9,0,0,0,0,17,0,9,26,62,0,0,0,3,100,0,9,26,67,0,0,0,12,115,0,0,0,0,0,0,0,4,3,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,64,427,1223,162,12,74,1990
101021611,20,125,411,1371,2298,797,243,260,5523,0,0,19,19,3,0,0,4,43,0,0,8,16,4,0,0,0,24,0,0,24,31,3,0,0,4,65,0,0,0,13,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,6,15,4,4,0,4,30,4,8,3,5,0,0,0,9,30,0,4,5,0,0,0,0,0,16,27,140,454,1421,2308,800,242,280,5664
101031013,4,28,157,465,231,43,13,91,1041,0,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,6,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,9,3,3,0,0,0,0,0,0,11,5,0,5,6,0,0,0,0,17,14,36,175,472,231,43,15,100,1093
101031014,5,40,310,1277,636,128,32,117,2551,0,26,87,22,4,0,0,9,145,0,9,12,11,3,0,0,3,36,0,39,99,35,6,0,0,8,191,0,43,57,10,0,0,0,12,126,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,50,62,10,0,0,0,15,147,0,15,6,9,3,5,3,5,37,0,4,4,5,0,0,0,0,12,10,148,480,1331,646,137,38,149,2938
101031015,19,60,167,484,419,103,45,140,1435,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,5,0,0,0,0,14,0,7,3,0,0,0,0,0,13,21,77,173,488,421,103,51,145,1471
101031016,34,122,300,907,661,197,76,145,2434,0,3,20,29,11,0,3,0,68,11,13,53,90,21,3,3,9,203,11,21,72,123,26,6,3,15,276,13,65,213,163,42,5,8,41,536,6,24,33,38,9,4,0,4,109,0,10,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,16,22,93,245,204,46,9,10,50,677,18,17,10,0,0,0,0,18,62,18,26,30,7,8,0,10,28,126,98,285,653,1239,747,211,101,247,3579
101041017,10,42,241,1266,864,179,44,158,2801,0,11,94,82,5,5,0,20,213,0,26,53,52,10,0,0,18,160,0,30,148,135,16,0,0,35,372,0,52,232,101,12,3,0,34,439,0,0,21,3,0,0,0,0,26,0,0,19,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,275,117,12,3,0,37,496,3,35,25,8,4,0,0,12,92,0,0,9,3,0,0,0,4,17,16,152,698,1533,895,189,45,246,3770
101041018,3,36,295,1349,1086,233,46,174,3220,0,11,82,102,4,0,0,17,214,0,7,83,113,11,3,0,26,238,0,15,168,213,19,0,0,44,453,0,28,153,95,6,0,4,22,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,7,0,29,158,98,6,0,4,22,308,3,14,24,0,3,0,0,8,65,0,4,9,0,4,0,0,0,15,7,88,652,1655,1114,240,48,245,4063
101041019,16,70,421,1490,935,160,36,172,3291,0,36,148,29,0,0,0,16,233,0,5,55,19,5,0,0,5,93,0,37,205,46,9,0,0,23,326,3,21,38,7,0,0,0,9,86,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,27,43,7,4,0,0,9,95,8,21,15,7,4,0,0,15,75,0,0,0,3,6,0,0,3,13,29,155,682,1556,952,162,36,223,3796
101041020,72,222,632,1564,882,179,63,301,3914,0,16,3,4,0,0,0,3,25,0,0,0,0,0,0,0,0,4,0,16,0,6,0,0,0,3,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,21,23,17,10,0,0,0,12,75,0,0,0,0,0,0,0,0,3,95,259,655,1582,879,180,68,314,4029
101041021,0,17,184,513,463,87,15,65,1337,0,6,79,66,3,0,0,10,157,0,0,14,21,4,0,0,3,43,0,6,89,84,5,0,0,15,193,0,0,20,8,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,3,36,3,19,43,7,0,0,0,15,89,0,7,5,0,0,0,0,0,8,7,45,341,611,468,87,17,101,1672
101041022,0,0,7,6,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,3,14
101041023,0,20,134,583,292,51,16,78,1167,4,19,56,32,0,0,0,14,135,0,0,28,12,0,0,0,6,48,4,23,94,48,0,0,0,19,185,0,4,37,0,0,0,0,7,47,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,3,0,0,0,7,58,7,32,43,4,3,0,0,7,95,0,3,7,0,0,0,0,0,13,11,79,313,642,295,48,20,114,1516
101041024,30,90,229,546,344,60,19,135,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,10,7,0,0,0,17,60,0,4,3,0,0,0,0,0,10,32,109,247,555,351,61,19,155,1530
101041025,14,107,419,1762,1094,213,38,128,3777,0,20,211,116,6,0,0,38,393,0,24,132,161,24,0,0,13,357,0,45,341,281,33,0,0,49,745,5,42,319,104,0,0,0,32,519,0,0,19,5,0,0,0,3,29,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,10,5,48,342,117,4,0,0,36,558,16,26,17,4,3,0,0,36,98,4,7,8,16,3,0,0,5,49,45,229,1132,2175,1135,213,38,254,5230
101041026,16,75,517,1573,907,180,43,248,3564,0,16,66,35,3,0,0,22,149,0,18,28,41,4,0,0,13,110,0,36,96,80,7,0,0,35,259,0,7,13,4,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,10,14,6,0,0,0,7,34,18,30,12,3,6,0,0,39,100,3,3,0,3,0,0,0,4,11,38,148,639,1663,920,184,46,333,3966
101041027,20,115,626,1689,868,178,40,264,3810,0,13,83,75,0,0,0,19,191,0,23,52,39,6,0,0,6,135,3,39,133,114,7,0,0,25,323,3,28,119,42,13,0,0,26,231,0,5,16,17,0,0,0,0,38,0,0,5,7,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,4,37,137,60,13,0,0,31,285,21,48,90,10,3,0,0,27,204,0,10,5,6,0,0,0,0,25,51,247,996,1884,890,180,46,348,4651
101051539,8,119,869,3805,2655,426,103,384,8360,10,133,353,317,46,0,0,77,930,0,3,109,45,12,0,0,11,186,10,134,459,366,54,5,0,88,1112,0,75,183,17,6,0,0,28,309,0,29,34,0,0,0,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,20,0,106,226,21,4,0,0,38,396,13,36,17,9,3,0,0,14,100,0,3,8,9,0,0,0,11,30,30,401,1576,4199,2717,432,104,542,9995
101051540,52,162,585,1911,1676,465,147,488,5482,0,3,27,15,3,5,3,3,65,0,0,0,0,4,0,0,0,8,0,3,26,15,10,5,3,3,64,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,13,5,17,6,8,0,0,0,14,43,0,0,0,4,0,0,0,3,14,59,187,623,1936,1687,476,151,505,5618
101061541,10,20,219,1009,822,149,28,85,2337,0,6,120,48,0,0,0,13,191,0,0,12,3,0,0,0,0,20,0,6,132,55,0,0,0,16,210,3,28,21,13,0,0,3,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,28,21,11,0,0,3,19,92,0,8,0,0,0,0,0,4,14,5,3,3,5,0,0,6,8,22,17,61,376,1077,828,153,28,137,2675
101061542,32,90,354,1239,1665,559,189,253,4377,0,0,0,8,0,0,0,3,17,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,10,4,0,4,4,6,0,3,0,21,0,0,10,11,5,5,0,5,35,31,101,370,1260,1678,566,190,268,4458
101061543,11,58,366,1652,1251,269,62,233,3892,3,36,220,87,3,5,0,47,400,0,0,10,0,0,0,0,0,13,3,36,225,87,5,4,0,45,412,0,25,77,7,0,0,0,10,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,7,0,0,0,10,120,6,6,3,0,5,0,0,6,23,0,3,0,7,0,0,0,5,14,21,128,677,1752,1267,271,60,292,4461
101061544,22,82,438,1236,796,196,67,293,3128,0,15,29,15,7,0,0,20,91,0,0,0,0,0,0,0,0,0,0,15,29,15,8,0,0,20,93,0,0,12,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,3,3,3,26,12,14,6,6,0,0,0,12,46,0,3,4,0,6,0,0,4,17,30,119,491,1268,810,196,68,331,3312
102011028,8,34,143,748,969,339,81,71,2391,0,0,5,15,0,0,0,0,16,0,0,13,69,16,0,0,3,105,0,0,15,85,22,0,0,3,125,0,5,19,33,13,3,0,3,77,0,0,13,23,4,0,0,0,39,0,0,20,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,11,0,11,55,67,13,3,0,8,153,0,0,6,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,40,219,895,1001,346,81,86,2677
102011029,9,57,502,1318,1521,445,104,128,4092,0,0,8,20,0,0,0,0,34,0,4,24,26,12,0,0,0,61,0,4,28,48,12,0,0,0,94,0,0,53,20,4,0,0,22,94,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,0,0,18,3,8,60,23,7,0,0,21,120,0,13,101,28,4,0,0,4,145,0,0,0,0,3,0,0,0,7,13,91,690,1409,1547,453,103,160,4457
102011030,20,73,282,538,426,137,74,165,1719,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,15,4,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,4,27,0,11,10,0,0,0,0,16,39,0,6,9,9,3,0,0,4,28,24,98,308,547,432,134,78,185,1817
102011031,9,117,926,1204,1652,561,155,189,4809,0,30,264,137,8,3,7,56,508,0,6,51,77,12,3,0,14,158,0,32,314,211,21,8,7,69,658,0,43,51,116,3,4,0,14,231,0,0,45,18,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,10,0,45,101,133,5,4,0,24,305,0,3,5,0,0,0,0,5,10,0,4,0,0,0,0,0,0,10,11,204,1352,1555,1682,565,156,282,5804
102011032,22,73,340,1717,1111,330,50,156,3799,11,42,198,76,4,0,0,23,357,9,123,351,654,24,3,0,80,1241,19,161,549,739,31,3,0,101,1600,42,179,745,360,8,0,0,136,1475,0,41,435,155,6,0,0,45,683,19,176,1063,254,11,0,4,104,1636,0,60,247,136,0,0,0,31,477,0,3,3,5,0,0,0,3,13,65,467,2489,913,26,3,3,318,4278,0,3,3,0,0,0,0,4,10,12,16,14,4,0,0,0,0,48,118,714,3393,3368,1168,332,56,578,9730
102011033,0,9,54,820,804,202,28,55,1974,0,0,7,109,8,0,0,5,124,0,0,4,12,12,0,0,0,20,0,0,10,124,19,0,0,5,150,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,8,0,0,3,7,4,0,0,0,13,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,6,8,0,7,67,948,823,207,28,65,2145
102011034,0,21,94,873,750,208,40,75,2062,0,53,535,111,4,0,0,87,787,0,29,74,79,6,0,0,14,195,0,76,606,191,12,0,0,101,982,0,0,62,30,0,0,0,8,99,0,12,10,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,13,73,32,0,0,0,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,110,774,1096,766,207,41,183,3175
102011035,3,16,90,920,916,214,53,60,2266,0,0,72,126,4,5,0,5,214,0,0,16,37,0,0,0,5,62,0,0,87,169,8,5,0,13,272,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,10,5,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,181,1090,923,219,53,67,2561
102011036,5,15,69,827,1052,320,74,52,2414,0,41,41,95,3,0,0,12,195,0,4,75,146,8,0,0,15,238,0,46,114,239,9,0,0,30,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,6,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,68,189,1069,1062,320,74,80,2862
102011037,18,73,257,931,763,156,32,78,2309,4,5,62,26,3,0,0,10,106,0,0,12,27,4,0,0,0,44,4,5,75,53,7,0,0,5,150,0,40,25,31,3,0,0,8,105,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,40,25,38,4,0,0,9,120,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,24,112,363,1032,774,159,33,96,2589
102011038,3,40,249,938,819,221,45,70,2388,0,0,27,31,0,0,0,0,67,0,0,21,49,0,0,0,3,72,0,6,51,80,0,0,0,3,137,0,22,100,47,0,0,0,9,186,0,0,25,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,15,0,24,136,53,3,3,0,13,232,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,72,438,1068,827,229,45,88,2760
102011039,5,76,369,1112,1706,645,96,168,4179,0,0,31,32,4,0,0,4,71,0,5,50,229,31,3,3,18,332,0,6,78,258,30,3,3,24,399,4,22,184,459,96,5,0,66,837,0,4,64,107,17,0,0,7,193,7,20,43,46,7,0,0,31,136,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,19,6,44,292,613,118,7,4,102,1182,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8,15,128,738,1977,1856,652,108,290,5769
102011040,24,185,1450,3074,1851,499,90,381,7548,6,36,481,923,18,3,5,76,1545,0,24,137,383,48,6,0,36,623,0,58,618,1302,65,10,5,108,2169,18,118,273,167,11,4,0,83,675,0,0,7,8,0,0,0,0,16,0,11,45,14,0,0,0,11,70,0,0,0,0,0,0,0,0,0,4,6,30,10,0,0,0,0,59,25,131,349,202,13,5,4,94,820,17,90,107,40,8,3,0,43,308,5,12,10,3,0,0,0,22,53,71,478,2532,4620,1940,513,98,654,10904
102011041,11,39,204,954,1262,509,115,100,3192,0,13,160,71,0,0,0,8,257,6,3,9,59,22,3,0,3,97,6,17,167,128,22,3,3,12,353,0,14,50,67,13,0,0,13,158,0,0,18,6,0,0,0,0,20,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,3,24,0,20,90,78,9,4,4,13,214,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,9,11,76,465,1161,1298,515,124,127,3776
102011042,13,100,778,1892,964,223,54,198,4216,0,66,492,588,13,0,0,78,1231,0,38,126,214,5,0,0,29,412,0,101,614,794,21,3,0,103,1645,6,118,117,39,8,0,0,19,302,20,8,18,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,7,3,0,0,0,40,20,129,150,55,10,0,0,26,397,5,34,41,13,3,0,0,14,104,6,0,3,3,0,0,0,0,9,42,365,1591,2754,994,231,53,342,6380
102011043,3,41,185,1760,1073,201,59,118,3446,0,18,480,123,0,0,0,39,666,0,28,32,132,10,0,0,23,223,0,48,507,254,19,0,0,67,889,0,19,42,31,5,0,0,14,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,17,0,22,51,31,3,0,0,15,123,13,5,0,0,0,0,0,21,43,0,0,0,3,0,0,0,0,3,19,118,746,2048,1085,201,59,221,4502
102021044,12,79,605,3243,2519,518,95,304,7367,10,110,174,129,8,4,0,35,469,0,69,93,133,31,0,3,49,389,16,174,268,263,36,3,3,87,854,5,79,219,117,7,0,0,32,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,5,81,224,121,7,0,0,31,463,3,9,3,3,0,0,0,3,16,0,0,0,0,0,0,0,0,6,27,346,1107,3630,2564,526,101,431,8717
102021045,0,27,254,1797,1411,203,44,168,3909,0,9,19,41,4,0,0,9,85,0,0,0,7,0,0,0,0,8,0,9,18,49,5,0,0,9,97,0,0,3,4,0,0,0,0,4,0,6,14,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,16,0,7,27,5,0,0,0,0,42,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,44,302,1857,1424,204,44,179,4052
102021046,8,64,762,1608,888,214,42,221,3806,0,0,28,23,0,0,0,3,63,0,0,0,7,0,0,0,0,7,0,0,28,31,0,0,0,3,71,0,20,74,29,6,3,0,8,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,17,0,24,82,32,6,3,0,14,159,8,27,41,23,4,0,0,18,119,0,3,0,0,0,0,0,0,3,9,118,919,1695,899,217,42,258,4157
102021047,12,43,354,2099,1841,514,134,180,5174,0,12,272,84,10,3,3,18,392,0,0,17,37,10,0,0,0,64,0,13,285,119,13,3,3,19,453,0,16,186,14,5,0,0,10,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,13,0,18,197,14,4,0,0,10,245,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,12,76,834,2234,1861,516,136,212,5885
