SA2_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
125031480,3,9,55,145,157,213,202,151,105,1044,3,13,59,92,139,187,129,95,56,770,93,98,222,175,172,165,159,119,163,1378,531,1125,2154,1876,1922,1787,1393,697,463,11951
125031481,4,6,73,115,144,200,226,141,55,962,5,23,111,131,108,147,149,95,46,808,91,233,510,310,207,172,110,65,27,1728,577,2503,5089,3221,2380,2128,1455,676,221,18249
125031483,8,21,74,160,211,244,234,160,75,1183,0,13,97,113,145,195,162,127,32,889,175,194,394,414,290,238,150,91,25,1978,803,1664,3546,2944,2325,2218,1474,788,296,16057
125031484,4,6,93,118,145,165,229,181,121,1060,3,15,115,143,160,133,92,58,20,742,108,122,367,292,189,132,128,104,48,1499,670,1566,3851,3159,2613,2248,1539,854,398,16902
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,16
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,6,0,0,10
125031713,0,0,12,29,43,88,192,248,83,712,4,4,12,21,20,34,42,48,36,212,51,37,75,114,94,62,79,94,70,677,448,878,1812,2293,2168,1729,1707,1100,288,12424
125031714,0,24,114,122,132,161,236,190,74,1061,3,20,144,153,145,141,119,98,57,870,119,179,538,400,257,229,157,91,29,1998,586,1729,4632,3586,2588,2368,1550,849,305,18190
125031715,4,0,9,13,21,48,119,121,23,354,0,0,10,9,7,15,26,17,28,108,18,20,66,68,43,47,58,78,77,471,257,607,1193,1801,1449,1042,866,573,224,8008
125031716,0,0,21,30,28,43,68,45,37,277,0,9,15,22,35,24,31,18,11,161,25,39,94,110,62,50,30,39,9,457,189,515,1057,1196,879,763,504,291,143,5529
125041489,0,3,18,23,41,83,123,105,69,464,0,4,30,26,19,31,45,29,19,207,52,109,337,334,157,161,129,125,125,1527,388,1416,4831,4629,2445,2148,1437,734,397,18436
125041490,0,0,0,5,7,11,38,37,25,127,0,0,0,3,7,8,8,11,3,45,7,10,38,23,28,19,26,25,4,195,157,433,765,1227,1198,1012,874,571,150,6387
125041491,0,3,6,14,31,38,82,59,35,265,0,10,22,23,7,20,11,12,10,116,64,96,323,287,166,188,246,228,183,1783,333,1257,4404,4129,2154,1622,1379,906,430,16618
125041493,4,5,19,36,51,87,165,157,116,636,0,0,18,30,36,40,51,35,20,223,54,93,222,167,143,106,94,121,83,1090,536,1381,3147,3333,2906,2512,1936,1371,617,17736
125041494,0,0,3,0,0,17,50,78,50,201,0,0,8,6,12,12,12,11,9,67,7,7,26,21,23,27,22,28,12,160,258,513,950,1731,1562,1167,1049,800,255,8287
125041588,0,0,17,30,38,53,92,92,54,386,0,5,19,22,18,28,30,31,23,176,24,42,152,193,112,66,101,85,102,869,241,719,1941,2926,1524,1185,923,581,289,10323
125041589,0,3,26,25,51,71,117,102,55,444,0,8,34,28,27,43,41,38,22,242,63,123,466,320,144,139,79,64,59,1463,355,1311,4822,4568,1958,1618,1033,564,254,16490
125041717,0,0,12,13,16,21,23,19,4,102,0,8,22,4,0,7,15,4,0,68,24,113,329,166,65,41,36,14,5,790,108,1112,4354,2700,721,508,350,143,37,10035
125041718,0,3,22,23,33,34,48,56,15,240,0,3,24,22,17,34,22,20,8,148,12,69,205,122,58,50,26,11,7,559,129,954,2869,1918,840,622,419,221,64,8043
125041719,0,0,14,17,21,35,43,30,8,175,0,6,16,16,11,15,15,26,26,130,8,67,196,114,51,59,30,11,12,551,101,808,2792,1742,717,589,404,170,102,7420
126011496,0,0,4,7,8,30,47,47,33,179,0,0,7,15,14,16,27,23,20,115,21,31,59,71,65,63,54,77,75,506,467,1235,1704,2896,3121,2786,2200,1368,560,16341
126011720,0,0,0,3,11,18,31,30,24,128,0,0,21,8,8,12,10,6,8,78,11,24,111,86,34,18,39,34,22,370,274,909,2295,2390,1734,1536,1078,608,305,11127
126011721,0,4,5,3,15,25,63,37,30,181,0,6,20,14,21,31,26,22,17,160,16,40,93,99,59,36,55,28,20,444,315,1166,2802,3085,2270,2032,1619,697,311,14296
126021498,0,0,7,7,8,31,84,133,83,349,0,0,0,6,8,10,9,28,20,81,15,18,62,70,60,47,41,81,116,506,262,795,2228,2295,2189,1771,1372,843,413,12186
126021499,6,0,0,3,0,17,24,31,38,114,0,0,4,0,5,3,5,3,0,18,20,16,33,40,51,48,66,125,247,651,249,516,608,1033,1449,1208,1064,725,592,7432
126021500,3,0,8,8,16,25,95,81,99,343,0,4,40,24,20,35,18,25,35,205,58,153,329,179,114,100,77,56,41,1112,567,2339,5664,4004,2272,1949,1624,1017,716,20149
126021501,0,3,3,10,12,35,82,77,50,273,0,6,11,3,12,31,25,22,7,108,23,55,181,127,148,129,82,49,50,846,294,974,2547,2499,2023,1865,1235,703,375,12515
126021503,0,6,3,17,23,66,97,103,52,355,3,3,26,28,18,25,39,32,25,199,20,52,142,132,66,63,61,40,24,600,289,1204,4182,3665,2251,2060,1523,788,303,16261
126021590,0,0,0,0,0,6,25,25,22,89,0,0,0,0,0,3,4,3,18,35,9,9,10,20,16,8,22,11,3,101,104,274,374,472,605,645,471,193,99,3243
126021722,3,0,0,4,8,23,30,31,24,121,0,0,9,6,11,13,13,5,9,66,5,12,22,33,25,38,56,56,66,295,145,387,628,960,956,1010,836,375,205,5513
126021723,0,0,16,24,33,64,104,101,67,407,0,10,38,19,21,38,32,43,33,227,21,49,161,121,83,95,54,60,25,673,320,1228,2967,2934,2205,2391,1897,939,406,15293
126021724,0,0,7,27,33,81,144,187,113,590,0,0,7,25,13,23,33,51,26,188,32,35,110,120,87,105,84,81,84,739,390,1211,2882,3217,2671,2370,1696,1029,499,15966
126021725,0,0,5,9,0,21,37,54,39,157,3,4,25,21,11,21,13,8,6,113,10,30,173,108,36,55,50,53,75,593,123,616,3374,2437,1042,898,654,386,250,9779
127011504,9,5,55,133,180,286,244,132,45,1084,0,6,33,67,127,170,127,63,21,629,123,116,241,259,223,233,138,99,35,1460,706,1291,2270,2205,2009,2199,1227,675,222,12800
127011505,4,4,14,43,54,104,209,128,62,620,0,5,5,29,31,39,70,53,25,254,52,59,128,132,100,81,100,106,122,887,354,802,2073,1814,1438,1162,990,499,240,9363
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,8,4,0,4,0,24
127011593,0,3,7,21,32,58,69,63,24,276,0,4,14,11,35,59,54,28,25,217,14,22,21,28,37,29,26,8,0,185,242,599,747,722,1088,995,590,207,72,5256
127011594,3,11,34,59,94,147,200,112,29,699,0,9,31,55,98,197,146,68,39,646,40,42,80,72,62,80,61,32,10,484,426,1014,1621,1557,1724,1805,1087,439,117,9783
127011595,3,7,24,60,81,119,159,81,22,554,0,0,25,36,74,122,73,56,26,405,44,21,63,80,55,61,36,25,3,390,429,975,1638,1789,1737,1635,910,332,88,9531
127011596,0,3,26,47,61,94,115,78,17,449,0,3,21,34,38,78,78,42,18,318,41,45,80,94,82,68,27,19,3,464,462,897,1662,2057,1833,1383,735,293,73,9395
127011597,0,11,24,44,78,95,143,82,39,517,5,8,33,26,55,82,63,51,28,341,41,47,85,104,85,58,49,14,4,494,586,1184,2135,2832,2377,1563,860,329,114,11986
127011726,0,0,4,4,4,24,38,27,15,117,0,0,0,0,0,3,3,5,4,21,7,10,40,31,15,14,22,9,0,162,121,267,738,621,547,501,429,245,46,3515
127011727,0,0,9,21,26,35,56,30,10,192,0,0,11,12,13,17,23,19,7,100,21,24,95,89,36,24,16,4,0,309,295,723,3255,2693,1293,901,491,136,32,9810
127011728,0,0,11,26,35,63,116,113,36,399,0,0,17,22,16,44,44,35,12,196,17,22,63,79,45,46,58,39,14,384,265,696,2353,1997,1242,1032,872,498,106,9050
127011729,3,0,11,22,44,65,74,41,15,275,0,6,11,16,20,25,31,12,8,133,36,51,127,127,57,50,31,9,6,497,428,992,3608,3358,1567,947,624,228,78,11824
127021509,6,11,37,82,171,299,266,148,116,1139,0,10,45,63,179,318,250,121,74,1067,58,51,118,124,103,133,94,42,16,735,553,1195,2289,2022,2197,2378,1680,630,265,13210
127021510,3,21,84,144,135,220,363,328,183,1496,0,19,68,85,133,176,188,149,76,899,56,45,74,124,127,106,108,67,35,760,585,1316,2266,2162,2506,2838,2190,1028,421,15315
127021511,6,8,73,161,358,547,390,199,122,1861,0,25,108,175,344,549,391,184,156,1936,87,110,245,205,264,235,188,149,147,1637,676,1856,3187,2823,3422,3363,2288,1019,585,19224
127021512,3,8,47,95,174,302,265,195,86,1178,4,6,42,72,204,327,198,120,82,1054,104,71,182,177,163,165,96,70,32,1062,613,1291,2365,2207,2446,2329,1450,773,331,13819
127021513,3,9,65,168,281,482,339,195,107,1659,4,11,74,133,299,475,302,163,116,1576,104,88,204,206,215,206,138,104,73,1339,684,1679,3008,2722,2995,3034,1818,894,444,17278
127021514,0,11,31,81,84,160,200,121,49,737,0,5,50,41,70,151,123,65,43,559,27,22,72,41,38,53,70,56,38,417,286,754,1333,1143,1279,1517,1094,432,160,8001
127021515,18,33,143,262,322,350,308,175,84,1681,0,22,134,181,242,370,314,224,98,1592,74,80,194,205,193,214,165,112,35,1277,503,1131,2362,2330,2451,2516,1775,896,344,14307
127021516,13,32,137,264,290,350,324,278,113,1798,0,33,162,208,256,367,293,206,85,1601,88,94,174,186,164,163,117,77,28,1090,646,1458,2635,2673,2705,2583,1793,1086,334,15909
127021517,6,10,39,87,68,151,194,125,48,728,0,11,56,39,79,132,111,91,42,566,33,16,55,69,57,61,98,74,55,519,254,600,1063,1041,1103,1214,1012,562,199,7046
127021518,0,0,3,4,17,25,113,117,44,316,0,0,4,5,7,18,22,21,17,90,20,18,35,27,33,38,24,24,4,228,170,321,426,417,630,601,489,299,134,3486
127021519,7,35,139,159,204,250,369,318,131,1611,3,25,109,90,142,195,240,168,135,1111,43,62,119,130,112,126,163,115,70,942,529,1212,2560,2285,2391,2390,1979,1101,468,14922
127021520,0,8,37,73,91,175,252,200,95,930,0,5,40,48,97,174,170,95,82,714,32,26,50,41,59,57,52,50,38,410,294,708,1319,1278,1353,1486,1439,675,277,8830
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,11,0,0,4,9,7,20,6,0,0,40
127031522,3,0,26,57,74,113,189,159,75,695,0,12,30,49,42,77,76,54,27,366,58,65,122,120,103,98,81,77,53,775,478,1158,2205,2122,2164,1991,1272,658,264,12311
127031523,0,0,16,27,52,108,177,202,148,731,4,3,13,14,23,47,50,46,29,222,69,46,134,152,104,78,91,58,21,747,571,1120,2522,3186,2621,2185,1791,988,320,15315
127031524,7,4,8,17,26,53,85,73,43,327,0,0,6,14,16,19,23,22,11,115,68,88,145,118,69,73,100,160,172,989,682,1552,2933,3186,2964,2227,1274,766,389,15970
127031599,4,11,64,78,89,140,162,127,47,731,5,9,48,78,81,103,76,47,20,464,79,53,185,166,131,120,95,72,18,926,429,840,1734,1618,1415,1404,891,560,168,9050
127031601,0,0,18,25,44,68,79,45,15,303,0,0,22,26,22,32,31,19,11,166,26,46,97,132,77,91,48,25,10,544,129,402,1101,1026,669,662,409,211,70,4677
127031730,0,0,9,17,23,39,61,18,16,182,0,5,9,15,12,43,29,14,15,144,34,38,120,136,86,44,13,8,0,479,325,834,2201,2435,1345,726,378,108,38,8383
127031731,10,12,58,111,103,129,146,101,47,708,0,21,82,75,79,86,72,56,17,471,67,207,624,444,269,285,267,196,90,2444,360,1375,4283,3012,1908,1554,1128,594,194,14412
127031732,7,15,52,91,121,122,191,174,91,873,3,16,87,92,85,125,120,73,42,642,64,83,185,155,127,131,102,83,44,970,396,915,1982,1764,1597,1574,1165,692,304,10395
127031733,6,0,12,39,56,105,107,114,53,481,0,4,8,20,50,62,48,41,14,244,41,40,55,89,67,52,28,44,90,509,569,1209,1712,2153,2335,1749,856,449,228,11260
128011529,0,0,3,4,6,24,46,69,51,208,0,4,0,4,7,10,9,7,4,50,16,20,54,47,52,31,42,52,31,351,450,1002,1749,2368,2702,2286,1566,1064,409,13598
128011530,0,0,5,13,29,44,102,133,101,439,0,0,9,13,5,13,17,19,8,92,39,40,118,110,90,65,91,145,151,837,467,1109,2721,2909,2684,2221,1836,1443,866,16261
128011531,6,0,4,8,16,38,110,136,112,430,0,0,3,0,11,10,28,31,20,106,27,21,44,93,80,61,67,109,162,667,390,829,1429,1878,2275,1968,1723,1629,938,13055
128011602,0,0,4,5,14,37,54,47,44,223,0,0,7,6,3,3,8,12,10,48,26,25,124,95,112,95,102,110,105,789,272,708,2110,1945,1707,1382,1129,719,398,10381
128011603,0,0,0,3,4,8,44,55,46,163,0,0,0,0,0,13,11,7,4,35,18,11,35,43,50,39,28,20,25,276,315,695,1117,1592,1771,1697,1395,771,396,9748
128011604,0,0,8,13,11,34,83,95,49,295,0,0,3,4,0,9,7,7,10,38,32,49,167,146,141,122,118,108,109,1000,487,1309,3679,2979,3193,3468,2791,1364,638,19902
128011605,0,0,0,0,0,4,10,9,6,23,0,0,0,0,0,0,0,3,0,3,0,0,0,13,6,7,7,5,3,44,123,222,235,350,518,462,350,177,59,2485
128011606,0,0,0,6,0,4,31,36,28,108,0,5,0,4,5,0,6,6,9,24,8,8,28,17,24,26,27,14,15,167,225,595,1028,1090,1261,1171,918,445,185,6922
128021533,0,0,0,0,0,3,21,35,33,96,0,0,0,0,3,0,3,0,0,8,3,7,13,20,15,10,22,73,134,293,163,354,642,842,913,717,645,486,331,5090
128021534,5,3,0,0,6,22,75,61,35,210,0,3,0,6,3,12,26,19,13,90,8,9,15,28,31,21,25,19,8,167,298,637,1069,1168,1325,1756,1331,484,152,8219
128021535,0,0,4,3,9,27,77,101,65,297,0,0,4,15,7,4,8,16,3,53,19,16,36,41,45,35,42,50,58,347,581,1399,2072,2551,2929,2986,2163,869,332,15883
128021536,3,0,9,7,20,30,90,69,68,300,0,0,0,3,3,8,4,15,8,38,18,17,59,66,61,64,61,74,78,495,507,1090,1907,3135,3364,2483,2109,1177,429,16196
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,12,4,7,12,11,4,0,0,0,0,34
128021538,0,0,10,23,31,41,82,106,107,393,0,3,11,17,18,3,14,18,9,90,32,42,121,117,76,85,86,119,120,800,441,1303,3853,3554,2903,2402,1797,1367,796,18418
128021607,0,0,3,4,12,23,51,79,24,187,0,0,0,0,0,8,0,6,0,20,8,10,34,35,25,35,43,79,80,347,500,901,1557,2592,2393,1663,1595,1136,328,12667
128021608,0,0,0,0,5,3,22,37,13,76,0,0,0,0,0,0,4,6,0,17,6,4,11,26,14,11,12,18,4,106,183,368,688,983,1043,826,748,465,121,5429
128021609,0,0,0,3,0,0,10,6,3,20,0,0,0,0,0,0,0,4,3,5,6,8,0,0,10,8,4,8,0,39,148,230,273,361,604,594,356,105,21,2691
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32
201011001,3,13,17,17,17,29,75,92,49,318,0,0,9,6,12,0,9,4,5,45,35,30,80,71,51,55,40,36,22,417,527,1061,2086,2453,2113,1529,1236,655,158,11814
201011002,0,8,13,12,17,28,78,87,84,320,0,3,0,0,4,0,5,3,6,20,25,53,81,88,114,103,130,138,94,829,233,761,1376,1374,1727,1671,1539,988,449,10118
201011005,0,0,0,10,4,10,38,41,14,118,0,0,0,0,0,0,3,3,0,14,44,46,28,30,26,20,36,16,13,266,235,418,566,859,1028,965,845,338,84,5353
201011006,3,9,20,19,27,36,87,91,68,361,0,3,11,3,13,10,5,0,0,39,27,34,80,73,40,33,36,41,36,403,254,816,1950,1284,1108,998,850,447,224,7936
201011007,0,0,5,0,8,11,41,31,4,102,0,0,0,3,0,0,0,0,0,7,7,4,9,7,14,17,17,10,3,87,121,205,336,514,668,632,421,143,30,3072
201011008,27,22,49,44,50,104,179,201,147,819,6,7,13,6,11,11,11,3,7,66,55,52,135,100,128,119,122,113,88,923,386,928,2205,1721,1772,1717,1562,1012,511,11808
201011481,0,7,20,15,27,49,95,98,96,405,0,0,9,3,5,5,9,0,3,37,28,38,81,66,80,56,66,76,96,595,223,606,1436,1182,1083,1227,1087,663,380,7889
201011482,7,6,10,13,20,32,79,116,94,382,0,0,4,0,7,0,5,8,3,27,24,24,69,54,62,71,77,60,45,492,296,743,1830,1920,1892,1873,1539,812,352,11267
201011483,5,8,16,17,24,40,84,124,64,386,0,4,3,3,10,11,7,9,0,48,52,61,136,60,58,38,58,100,75,634,304,918,1938,1553,1422,1237,1173,670,321,9534
201011484,7,21,38,39,56,74,167,212,128,731,0,3,3,4,13,6,8,7,6,62,56,75,135,115,119,100,123,125,60,913,351,945,2014,1526,1405,1567,1443,907,359,10525
201021009,7,0,9,18,12,31,49,70,23,212,0,0,0,0,3,0,3,0,0,7,20,16,46,55,64,61,79,38,28,406,149,267,636,888,950,951,710,357,119,5025
201021010,7,3,14,10,25,47,67,113,53,344,0,0,0,0,3,5,7,3,0,19,17,20,39,65,86,94,100,86,37,544,151,278,655,849,1114,1303,1218,627,222,6414
201021011,3,0,5,11,17,25,58,84,43,250,0,0,0,0,0,0,0,3,6,18,19,22,75,79,95,133,148,110,67,750,139,244,777,1065,1505,1810,1752,764,252,8311
201021012,9,3,0,12,12,19,59,44,22,185,0,0,0,0,0,0,3,4,4,14,30,14,40,68,78,58,63,31,7,391,195,244,523,795,999,976,734,291,75,4828
201031013,0,0,9,13,14,27,55,65,41,218,0,0,0,0,0,3,4,0,0,7,16,13,13,36,48,45,83,43,7,315,74,115,254,297,510,563,676,308,91,2890
201031014,0,3,7,6,10,32,56,58,13,191,0,0,0,0,0,3,0,0,0,7,22,17,40,52,76,63,71,60,26,427,96,196,401,520,682,736,719,335,101,3792
201031015,0,0,11,5,11,29,38,35,11,150,0,0,0,0,3,0,0,0,0,6,29,23,32,37,75,52,65,31,3,337,117,241,465,566,758,668,622,259,38,3736
201031016,9,4,23,28,41,70,140,194,134,632,0,0,3,3,10,9,6,5,3,38,25,25,51,45,70,66,105,127,43,560,177,363,803,664,945,1108,1283,967,384,6693
201031017,0,5,7,11,28,33,90,93,28,309,0,0,0,5,0,5,3,4,0,17,29,11,26,52,81,109,100,77,19,502,119,193,378,469,738,1023,971,489,119,4496
202011018,13,14,48,53,54,84,169,155,107,694,0,11,22,23,34,29,23,10,6,147,50,75,202,156,180,174,173,219,218,1456,358,1179,2433,1719,1904,1919,1670,959,549,12689
202011019,13,9,35,51,50,100,175,180,91,701,0,3,16,24,32,31,18,12,3,147,51,39,109,84,93,89,92,75,48,678,366,874,1929,1413,1423,1566,1390,729,288,9976
202011020,7,6,29,18,23,50,82,149,142,502,0,7,12,8,14,6,11,3,6,67,48,43,104,79,92,86,75,83,79,684,363,938,1723,1472,1648,1752,1647,1092,600,11238
202011021,7,7,14,12,8,24,59,63,74,276,0,0,4,7,3,3,3,0,0,22,21,37,64,44,44,42,32,40,30,353,298,876,1241,1116,1112,1125,873,472,247,7347
202011022,14,14,48,67,74,105,233,336,210,1097,4,4,26,33,30,27,16,14,4,159,60,71,208,148,147,131,168,197,210,1339,439,1152,2947,2530,2280,2453,2347,1727,818,16681
202011023,0,3,5,4,9,12,46,32,5,110,0,0,5,0,0,0,3,0,0,13,0,6,12,25,9,26,18,8,0,113,107,279,494,829,781,617,494,169,26,3792
202011024,4,0,5,6,13,21,55,54,24,178,0,0,3,0,7,3,5,0,0,17,15,14,22,49,41,37,37,45,11,268,270,440,974,1536,1446,1109,1042,519,114,7451
202011025,7,6,37,38,42,44,116,123,50,466,0,3,19,18,23,17,9,3,0,95,44,29,99,94,78,61,54,50,21,538,345,853,2271,1996,1553,1519,1201,569,162,10462
202021026,0,0,13,10,14,32,52,61,11,197,0,0,3,4,3,0,10,0,0,18,24,17,31,58,55,71,40,22,8,334,219,407,825,1045,1154,1242,860,331,57,6137
202021027,3,0,12,21,21,37,75,99,56,328,0,3,0,6,3,5,4,0,3,22,33,23,85,85,103,82,133,161,193,903,183,345,1065,1361,1514,1621,1740,1057,476,9362
202021028,0,3,5,0,22,34,68,87,38,265,0,0,0,4,0,4,4,5,0,20,35,16,70,68,74,114,120,78,22,607,165,291,705,909,1314,1744,1597,728,180,7632
202021029,3,0,6,0,15,31,88,102,52,306,0,0,0,0,6,4,0,8,3,17,24,19,49,62,83,93,84,70,24,509,104,161,420,468,676,866,859,493,144,4188
202021030,6,8,11,12,16,41,67,107,76,347,0,0,5,9,3,3,3,6,0,32,36,37,80,56,107,91,95,74,40,615,230,429,929,1288,1590,1459,1388,754,308,8372
202021031,0,0,6,6,4,16,32,63,32,164,0,0,0,3,6,4,7,3,0,25,21,10,21,48,51,50,48,40,18,320,151,264,515,1002,1284,1062,976,513,163,5934
202031032,3,0,9,14,10,38,48,47,16,190,0,0,0,0,0,5,0,5,0,11,15,23,38,55,75,97,66,48,11,437,115,225,436,549,668,845,641,288,62,3834
202031033,5,4,10,11,28,55,106,126,80,412,0,0,0,0,0,4,0,0,0,8,36,42,49,82,107,155,157,106,87,817,124,235,608,649,901,1286,1239,600,291,5935
203011034,3,3,11,9,12,22,31,52,24,161,0,0,4,3,7,0,5,8,0,29,11,12,23,52,27,20,33,43,55,279,187,340,900,1127,1059,711,620,311,128,5387
203011035,5,0,10,17,20,35,49,50,14,198,0,0,0,0,0,0,0,0,0,4,26,18,47,48,81,67,53,36,9,395,213,331,815,1103,1169,1146,816,274,65,5925
203011036,0,0,3,10,9,19,38,45,24,152,0,0,0,0,0,0,4,0,0,10,29,16,45,63,41,56,63,52,38,403,165,281,661,868,890,970,788,334,117,5062
203021037,3,9,14,17,30,34,82,144,118,454,0,0,10,12,14,12,11,7,9,69,38,47,110,88,79,83,65,103,81,695,268,1061,2627,1949,1714,1529,1349,889,507,11900
203021039,3,7,9,20,22,50,90,137,85,426,0,3,4,12,11,12,16,20,5,87,31,87,150,119,135,152,149,148,79,1045,322,1141,2416,1706,1733,1894,1540,813,329,11904
203021040,11,12,22,22,37,57,129,194,123,600,4,0,15,7,14,12,19,19,21,110,35,60,121,105,81,69,84,74,70,700,354,1314,3530,3118,2628,2391,1731,937,466,16474
203021042,4,3,14,4,16,31,68,135,101,379,0,3,3,12,4,10,8,5,4,58,52,110,160,63,59,66,103,92,42,741,773,1979,2771,2982,3036,2710,2204,1401,475,18337
203021043,11,5,23,33,44,73,165,155,96,610,0,5,6,10,13,9,10,14,5,70,43,57,164,166,121,79,72,70,31,797,489,1127,3137,3075,2784,2226,1775,841,303,15760
203021044,7,4,9,9,14,50,116,149,63,414,0,0,0,0,6,7,3,0,3,28,20,11,41,40,41,29,63,66,23,339,297,690,1630,1622,1631,1595,1423,937,317,10136
203021045,9,12,39,33,65,100,215,294,170,933,0,0,13,15,20,15,11,14,6,94,45,65,148,139,124,123,140,132,81,994,372,964,2152,1603,1876,1974,1893,1303,544,12681
203021046,4,3,8,11,8,18,24,48,26,146,0,0,0,5,3,0,3,4,9,27,8,21,49,61,47,46,34,23,22,324,172,600,1143,1340,1460,1316,1007,556,184,7772
203021047,3,6,26,49,55,93,291,413,258,1191,0,0,14,7,15,28,32,57,38,199,36,53,102,94,108,71,123,144,120,864,315,932,2253,1830,1935,1764,1881,1281,623,12816
203021485,9,3,15,13,10,23,35,79,59,240,0,0,6,0,3,10,3,0,3,28,15,47,71,51,32,13,26,67,89,416,180,874,2427,1538,762,654,535,474,354,7809
203021486,22,42,92,107,127,165,241,229,83,1106,5,11,54,100,99,67,48,43,10,432,110,99,234,193,168,151,142,114,44,1251,564,1338,2722,2068,2295,2239,1596,844,236,13905
203021487,11,3,20,20,37,58,129,169,181,636,0,3,20,12,13,13,11,7,5,85,54,96,137,83,106,78,94,111,119,888,644,1954,3848,3259,2853,2390,2162,1334,763,19204
203021488,10,11,35,57,66,109,204,154,103,747,3,0,28,35,22,31,25,25,15,196,55,65,189,139,134,119,94,82,32,913,250,655,1515,1062,1105,1077,894,502,224,7290
203031048,11,5,13,23,24,50,124,161,101,508,0,3,3,7,5,8,5,6,3,34,18,15,47,48,34,63,79,95,51,459,341,745,1731,1920,1940,2264,2318,1294,425,12973
203031049,0,3,4,4,3,8,19,22,22,79,0,0,5,0,0,0,0,3,0,10,17,5,35,35,52,61,90,30,20,360,93,264,612,623,812,1271,1266,548,190,5682
203031051,4,4,8,11,16,54,126,135,63,419,0,0,0,0,5,0,7,17,6,44,17,17,27,54,80,119,150,151,96,717,125,302,614,762,1120,1719,2160,1071,300,8166
203031052,0,0,0,0,0,3,17,36,34,96,0,0,0,0,0,0,0,0,0,9,3,3,15,33,22,43,81,62,20,290,73,186,317,448,558,902,1228,760,296,4771
203031053,0,0,8,7,12,19,46,95,79,273,0,4,6,0,9,0,0,3,0,30,51,38,88,135,114,96,107,111,106,838,407,1046,2395,3832,3435,2647,2370,1116,417,17660
203031489,5,0,8,3,10,7,26,24,16,105,0,0,0,4,0,3,0,0,0,13,23,27,46,58,68,68,60,30,21,401,209,624,1671,1658,1306,1087,1018,422,120,8114
203031490,4,3,13,11,5,19,65,94,72,297,5,4,5,4,3,4,4,4,0,32,35,39,67,98,94,94,129,111,122,787,354,756,1709,2560,2545,2508,2436,1155,500,14529
204011054,0,4,6,9,12,31,76,87,44,269,0,0,4,3,0,4,7,3,0,25,19,20,42,45,66,78,95,63,37,473,103,233,567,644,882,1184,1250,669,218,5755
204011055,3,0,9,8,10,37,89,92,69,317,0,0,0,0,4,3,5,0,6,16,30,34,54,57,90,122,130,95,51,651,126,232,530,640,798,1167,1280,665,291,5737
204011056,7,9,19,24,37,70,149,205,91,607,0,0,3,3,8,8,12,8,3,49,67,51,102,116,128,131,95,89,42,824,398,837,1900,1808,2135,1946,1605,972,348,11944
204011057,10,5,16,9,12,39,68,97,51,301,0,0,7,0,10,8,0,0,4,39,97,131,186,173,185,209,156,85,30,1261,347,585,1219,1322,1486,1844,1653,760,230,9452
204011058,5,3,6,10,8,26,63,55,34,210,4,0,4,7,3,4,4,0,6,27,17,12,19,36,51,70,58,44,40,351,97,182,391,491,557,750,739,379,134,3725
204011059,8,7,14,19,23,58,105,100,61,400,0,0,3,6,0,3,4,3,0,26,24,35,96,75,82,90,77,67,53,601,155,459,814,693,813,943,856,456,209,5396
