SA2_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
101021007,18,3,0,9,8,6,0,4,126,0,0,0,0,0,0,0,0,0,0,0,441,43,28,8,3,10,14,4,0,23,568
101021008,122,35,37,29,31,6,0,27,885,0,0,0,0,0,0,0,0,0,0,3,934,167,164,40,41,30,30,10,8,46,1465
101021009,442,162,220,170,126,44,7,20,2100,5,0,0,0,0,0,0,0,0,4,8,1216,405,531,185,232,196,143,54,16,51,3031
101021010,170,48,70,74,57,25,3,14,797,0,0,0,0,0,0,0,0,0,0,0,499,217,209,52,77,77,65,22,8,16,1251
101021012,144,24,34,40,41,9,4,19,1049,0,0,0,0,0,0,0,0,0,0,0,1371,293,226,43,49,54,57,30,9,41,2183
101021610,211,41,19,24,33,10,0,9,756,0,0,0,0,0,0,0,0,0,0,0,396,319,303,58,29,22,43,11,8,28,1211
101021611,35,12,3,3,24,3,0,6,435,0,0,0,0,0,0,0,0,0,0,0,1560,219,146,17,11,16,33,10,3,52,2063
101031013,8,3,0,5,3,4,0,3,48,0,0,0,0,0,0,0,0,0,0,0,139,12,19,7,3,3,10,5,0,10,207
101031014,51,23,36,31,57,35,28,15,515,4,0,0,0,0,0,0,0,0,25,32,670,83,87,20,51,31,66,39,38,67,1163
101031015,15,0,0,0,13,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,326,26,23,0,0,3,17,0,0,8,402
101031016,68,20,23,44,145,41,3,17,577,0,0,0,0,0,0,0,0,0,0,0,1050,210,175,29,54,81,193,68,5,57,1920
101041017,39,11,10,17,14,14,0,9,330,0,0,0,0,0,0,0,0,0,0,0,991,89,68,19,21,21,20,8,3,42,1279
101041018,43,11,10,26,20,14,0,17,370,3,0,0,0,0,0,0,0,0,0,6,1113,89,80,26,17,23,31,21,0,69,1469
101041019,43,29,21,14,11,6,3,8,260,0,0,0,0,0,0,0,0,0,0,0,584,74,83,26,31,14,17,8,3,30,875
101041020,12,5,3,5,5,0,0,0,116,4,0,0,0,0,0,0,0,0,0,3,866,74,40,7,3,12,6,5,4,31,1053
101041021,9,0,7,7,5,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,371,31,26,0,9,10,10,3,0,19,486
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
101041023,5,9,4,9,4,3,0,5,103,0,0,0,0,0,0,0,0,0,0,3,313,22,19,11,6,9,4,4,0,17,412
101041024,0,0,0,5,0,0,0,6,61,0,0,0,0,0,0,0,0,0,0,0,312,17,6,3,5,5,0,0,0,26,369
101041025,54,21,11,14,28,13,0,17,359,0,0,0,0,0,0,0,0,0,0,0,1298,130,100,38,17,24,29,18,0,58,1714
101041026,19,0,4,3,4,0,4,3,158,0,0,0,0,0,0,0,0,0,0,0,847,59,40,11,9,7,7,0,3,42,1045
101041027,19,12,14,14,15,7,4,12,267,10,0,0,0,0,0,0,0,0,0,11,1197,73,51,15,18,19,25,7,3,59,1466
101051539,293,73,70,89,148,30,42,29,1317,0,0,3,0,0,0,0,0,0,94,91,1279,346,384,92,81,97,190,38,55,186,2746
101051540,27,8,9,9,3,0,0,11,308,7,0,0,0,0,0,0,0,0,4,9,1029,106,51,16,13,13,6,5,3,53,1310
101061541,39,13,7,6,15,0,0,4,189,0,0,0,0,0,0,0,0,0,4,4,419,73,74,13,11,9,22,3,7,22,652
101061542,39,8,6,0,8,8,0,7,292,0,0,0,0,0,0,0,0,0,0,0,1071,142,112,8,7,5,14,6,0,45,1415
101061543,88,24,24,16,61,15,4,9,448,0,0,0,0,0,0,0,0,0,5,3,473,104,123,23,40,23,64,19,13,37,916
101061544,29,9,8,14,7,0,0,9,145,0,0,0,0,0,0,0,0,0,0,3,353,35,48,14,4,10,10,7,0,25,511
102011028,25,8,6,3,3,9,5,6,244,0,0,0,0,0,0,0,0,0,0,0,836,283,187,25,25,17,16,17,9,21,1434
102011029,46,14,9,3,15,3,0,3,345,3,0,0,0,0,0,0,0,0,0,3,1367,221,169,19,23,11,29,14,4,35,1888
102011030,25,6,3,3,11,5,0,10,238,0,0,0,0,0,0,0,0,0,0,0,552,76,53,10,9,3,27,10,0,26,754
102011031,158,23,37,34,35,6,5,25,917,15,0,0,0,0,0,0,0,0,46,59,2061,393,324,52,59,46,52,17,8,115,3125
102011032,618,172,204,228,178,82,15,35,2753,4,0,0,0,0,0,0,0,0,34,46,2451,731,800,220,255,265,196,104,22,148,5204
102011033,86,10,8,9,9,0,0,8,476,0,0,0,0,0,0,0,0,0,3,3,760,224,125,25,20,12,6,5,0,23,1205
102011034,34,9,0,0,10,0,0,9,262,0,0,0,0,0,0,0,0,0,0,0,834,177,131,23,13,16,24,0,4,45,1276
102011035,147,25,12,14,15,7,0,5,581,0,0,0,0,0,0,0,0,0,0,0,797,259,201,36,12,15,17,9,0,26,1384
102011036,76,24,7,20,11,12,0,9,429,0,0,0,0,0,0,0,0,0,0,0,891,186,141,47,13,25,15,12,0,26,1367
102011037,69,19,10,14,16,7,0,12,502,0,0,0,0,0,0,0,0,0,0,0,939,196,159,30,23,20,29,12,0,52,1449
102011038,16,5,7,6,4,0,3,0,152,4,0,0,0,0,0,0,0,0,0,4,711,105,74,10,11,4,6,9,6,22,965
102011039,115,39,30,19,46,15,7,17,755,0,0,0,0,0,0,0,0,0,0,4,1794,491,342,86,62,60,100,33,30,48,3041
102011040,208,38,32,27,44,25,0,21,1151,0,0,0,0,0,0,0,0,0,9,14,2785,546,455,80,63,58,82,40,11,136,4243
102011041,52,12,12,15,10,0,6,3,342,0,0,0,0,0,0,0,0,0,0,0,1065,216,147,31,23,33,17,19,12,31,1588
102011042,149,49,37,21,29,11,0,23,951,0,0,0,0,0,0,0,0,0,11,9,1747,382,296,77,53,33,41,25,4,94,2748
102011043,188,32,21,28,30,5,0,19,817,0,0,0,0,0,0,0,0,0,9,8,1374,304,270,47,39,41,39,12,3,66,2188
102021044,70,20,15,21,24,3,3,25,610,17,0,0,0,0,0,0,0,0,29,44,1793,275,213,53,33,36,36,19,4,96,2552
102021045,54,8,8,3,10,3,0,7,346,0,0,0,0,0,0,0,0,0,0,0,853,101,83,17,11,5,16,5,0,32,1118
102021046,19,6,4,3,5,0,0,0,167,4,0,0,0,0,0,0,0,0,0,7,858,49,53,6,10,6,12,0,0,33,1030
102021047,65,12,21,9,19,3,5,4,450,3,0,0,0,0,0,0,0,0,9,13,1430,192,159,26,38,12,26,11,8,57,1961
102021048,159,35,31,27,25,13,11,20,880,4,0,0,0,0,0,0,0,0,31,32,1957,238,240,47,42,39,50,21,17,105,2751
102021049,4,0,0,3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,314,34,27,0,0,8,0,0,0,10,398
102021050,23,3,0,4,15,0,3,0,196,5,0,0,0,0,0,0,0,0,4,8,1111,68,56,7,6,5,14,0,7,26,1297
102021051,47,8,9,6,9,0,0,0,244,0,0,0,0,0,0,0,0,0,0,5,530,122,77,7,13,7,22,3,0,9,796
102021052,14,0,5,7,3,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,557,33,48,3,13,9,3,0,0,19,678
102021053,113,32,32,38,52,12,13,23,878,7,0,0,0,0,0,0,0,0,0,7,1508,228,204,52,46,46,72,23,24,78,2274
102021054,25,7,16,12,12,6,3,6,256,3,0,0,0,0,0,0,0,0,0,8,854,79,65,18,26,18,15,7,3,36,1117
102021055,81,13,9,14,15,8,0,8,412,0,0,0,0,0,0,0,0,0,0,0,587,181,114,19,19,20,18,8,0,14,981
102021056,402,60,55,51,58,19,11,28,1538,0,0,0,0,0,0,0,0,0,28,35,1831,558,592,88,85,68,78,30,12,102,3444
102021057,132,25,42,26,28,14,3,22,691,0,0,0,0,0,0,0,0,0,5,4,898,183,194,39,51,32,28,20,8,43,1489
103011059,90,23,20,16,11,17,0,10,430,6,0,0,0,0,0,0,0,0,0,6,624,138,133,23,29,25,15,19,3,30,1051
103011060,6,0,0,3,4,0,0,0,79,0,0,0,0,0,0,0,0,0,33,32,416,26,22,3,4,3,9,0,0,58,543
103011061,19,8,16,14,20,9,0,5,196,0,0,0,0,0,0,0,0,0,29,26,342,45,36,13,18,19,29,10,0,43,548
103011612,166,42,69,94,93,41,6,8,775,3,0,0,0,0,0,0,0,0,121,125,603,201,218,54,80,105,110,51,7,152,1568
103011613,105,23,32,32,23,15,4,7,510,0,0,0,0,0,0,0,0,0,0,0,732,175,171,48,37,49,31,13,7,27,1290
103021062,35,10,35,20,21,3,0,4,157,0,0,0,0,0,0,0,0,0,0,0,112,25,42,10,38,23,31,7,8,13,314
103021063,56,13,25,26,44,4,0,0,289,3,0,0,0,0,0,0,0,0,0,6,394,58,72,18,31,36,46,4,0,17,675
103021064,14,7,4,3,4,0,0,10,107,0,0,0,0,0,0,0,0,0,0,0,255,29,31,14,14,8,3,0,0,25,384
103021065,31,14,11,14,23,3,8,4,149,0,0,0,0,0,0,0,0,0,5,5,249,48,44,15,17,17,32,5,5,25,456
103021066,4,0,0,0,3,0,5,0,39,0,0,0,0,0,0,0,0,0,0,0,141,5,18,0,0,3,6,0,6,9,199
103021067,65,16,12,36,13,12,3,0,283,3,0,0,0,0,0,0,0,0,0,3,331,96,102,32,21,41,19,16,6,14,679
103021068,6,0,3,0,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,7,100,13,14,0,3,0,6,4,0,5,150
103021069,27,6,5,3,23,10,0,0,128,0,0,0,0,0,0,0,0,0,0,0,145,59,51,11,14,11,21,13,0,11,331
103031070,73,21,15,19,21,5,3,15,450,3,0,0,0,0,0,0,0,0,59,59,910,108,100,31,18,25,30,0,7,105,1336
103031071,26,0,9,0,19,5,0,7,213,0,0,0,0,0,0,0,0,0,0,3,657,48,47,3,5,4,23,8,3,32,835
103031072,77,27,34,17,39,17,0,13,396,0,0,0,0,0,0,0,0,0,0,0,607,108,144,37,40,40,49,20,3,36,1087
103031073,9,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,270,19,7,0,9,0,0,0,0,11,320
103031074,15,9,3,5,7,4,3,6,168,0,0,0,0,0,0,0,0,0,0,0,619,63,51,9,9,12,16,4,3,37,822
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,14,0,4,9,5,0,0,0,65,0,0,0,0,0,0,0,0,0,0,5,335,41,41,5,4,8,7,3,0,15,466
103041077,181,56,74,83,84,27,7,19,935,5,0,0,0,0,0,0,0,0,3,9,1044,235,254,75,92,97,99,36,6,67,2007
103041078,396,92,84,84,79,55,7,20,1407,0,0,0,0,0,0,0,0,0,0,3,1082,429,528,106,113,103,103,71,5,55,2600
103041079,27,4,3,12,0,7,0,9,147,0,0,0,0,0,0,0,0,0,0,0,496,72,75,7,18,10,0,3,0,28,719
104011080,78,17,26,26,27,18,3,8,410,0,0,0,0,0,0,0,0,0,3,6,680,148,128,31,33,30,32,26,3,59,1180
104011081,31,8,10,4,9,5,0,4,226,5,0,0,0,0,0,0,0,0,177,177,960,104,62,11,17,21,18,4,4,235,1432
104011082,56,24,24,16,15,12,3,13,355,0,0,0,0,0,0,0,0,0,0,4,1369,169,163,45,42,32,34,16,16,85,1963
104021083,20,7,4,6,7,3,0,10,155,0,0,0,0,0,0,0,0,0,5,5,702,80,66,18,11,8,9,10,0,41,948
104021084,314,91,124,134,193,62,10,47,1523,0,0,0,0,0,0,0,0,0,4,14,1351,394,423,118,144,146,218,77,15,102,2992
104021085,195,66,126,159,173,34,60,34,1183,0,0,0,0,0,0,0,0,0,17,21,890,258,283,80,137,180,181,32,65,103,2212
104021086,16,6,0,4,10,7,0,3,110,0,0,0,0,0,0,0,0,0,0,0,279,55,38,6,9,6,8,7,0,32,433
104021087,3,7,5,0,4,0,0,0,70,0,0,0,0,0,0,0,0,0,0,4,281,26,18,7,4,0,5,0,0,17,360
104021088,58,14,23,36,39,8,3,10,465,0,0,0,0,0,0,0,0,0,3,6,995,241,162,37,43,55,55,19,16,34,1662
104021089,88,46,33,49,44,13,0,5,596,4,0,0,0,0,0,0,0,0,6,5,1516,272,190,61,63,60,58,25,4,60,2292
104021090,7,0,0,3,5,3,0,7,76,0,0,0,0,0,0,0,0,0,0,0,362,37,22,0,6,13,11,3,0,32,489
104021091,254,86,95,133,275,83,9,51,1569,0,0,3,0,0,0,0,0,0,7,10,1253,323,323,97,120,156,305,96,15,95,2781
105011092,10,8,3,14,11,5,11,0,105,0,0,0,0,0,0,0,0,0,0,0,65,28,22,8,3,19,13,5,11,11,183
105011093,31,14,12,18,16,5,0,5,160,0,0,0,0,0,0,0,0,0,0,0,124,73,53,13,16,17,26,7,4,11,354
105011094,10,0,5,7,8,3,0,3,57,0,0,0,0,0,0,0,0,0,0,0,64,12,20,8,5,6,12,3,3,5,137
105011095,32,8,11,15,22,8,4,5,155,0,0,0,0,0,0,0,0,0,0,0,103,39,46,15,15,17,32,9,7,16,298
105011096,15,3,11,10,9,17,6,5,210,0,0,0,0,0,0,0,0,0,5,4,335,38,23,3,19,14,10,20,6,18,483
105021097,75,11,26,40,50,26,9,3,418,0,0,0,0,0,0,0,0,0,5,5,515,105,113,29,36,49,63,29,15,20,978
105021098,7,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,96,14,11,0,0,3,0,0,4,3,141
105031099,20,7,10,12,3,4,4,0,132,0,0,0,0,0,0,0,0,0,0,0,371,33,32,9,11,12,4,6,4,12,494
105031100,145,50,69,64,64,17,21,9,627,0,0,0,0,0,0,0,0,0,3,3,294,128,189,51,79,72,71,16,26,46,971
105031101,530,185,183,164,130,36,19,22,1827,0,0,0,0,0,0,0,0,0,0,4,588,437,612,205,196,190,151,45,26,48,2490
105031102,173,47,49,58,28,26,26,14,642,4,0,0,0,0,0,0,0,0,0,3,324,179,217,62,54,68,40,40,37,29,1047
105031103,3,0,3,0,0,0,0,3,40,0,0,0,0,0,0,0,0,4,0,4,179,16,12,5,3,0,6,3,4,13,238
105031104,3,3,0,9,5,3,0,3,43,0,0,0,0,0,0,0,0,0,0,0,97,8,11,3,5,6,11,4,0,10,156
105031105,11,6,4,3,7,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,166,18,24,9,7,9,12,0,0,8,250
105031106,16,7,17,19,51,15,0,0,188,3,0,0,0,0,0,0,0,0,99,101,300,33,26,13,19,17,67,15,0,130,626
106011107,60,8,12,22,35,5,0,9,339,0,0,0,0,0,0,0,0,0,0,0,736,166,129,11,9,36,38,17,6,36,1189
106011108,78,26,27,32,24,18,0,15,465,4,0,0,0,0,0,0,0,0,241,247,973,170,145,42,29,37,33,25,0,305,1761
106011109,15,0,10,0,4,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,628,56,39,11,22,9,6,0,0,18,791
106011110,4,3,3,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,417,58,26,8,8,0,0,0,0,24,534
106011111,88,15,11,6,22,9,4,9,334,5,0,0,0,0,0,0,0,0,0,5,698,132,146,20,12,25,28,7,5,38,1112
106011112,118,33,24,40,47,24,18,5,587,0,0,0,0,0,0,0,0,3,0,0,757,322,217,56,28,57,55,30,36,33,1587
106011113,6,4,0,0,5,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,239,46,23,8,8,0,11,9,0,12,348
106021114,81,19,20,14,24,8,0,0,346,0,0,0,0,0,0,0,0,0,6,6,390,142,136,22,22,22,37,8,0,13,793
106021116,22,3,7,6,5,0,0,3,159,0,0,0,0,0,0,0,0,0,0,0,450,88,71,14,7,17,5,3,0,14,663
106021614,197,41,33,50,44,13,7,9,873,0,0,0,0,0,0,0,0,0,3,3,932,346,292,58,39,67,65,25,7,42,1866
106021615,187,36,27,34,33,19,11,10,706,0,0,0,0,0,0,0,0,0,3,3,796,319,267,44,39,42,41,24,15,36,1618
106021616,39,4,12,12,17,3,3,5,208,0,0,0,0,0,0,0,0,0,0,0,296,89,74,10,15,18,23,4,3,16,556
106021617,52,9,5,6,10,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,494,78,92,16,14,10,20,5,0,16,743
106021618,264,39,42,49,51,18,0,9,923,0,0,0,0,0,0,0,0,0,4,0,760,352,366,66,53,63,68,26,3,22,1783
106031119,14,4,9,9,4,0,0,0,141,0,0,0,0,0,0,0,0,0,0,4,697,70,69,5,5,15,4,0,0,25,906
106031120,13,3,0,3,3,9,0,4,136,0,0,0,0,0,0,0,0,0,0,0,629,42,38,8,0,5,3,10,0,29,773
106031121,107,31,61,55,57,24,15,20,946,9,0,0,0,0,0,0,0,0,24,33,2644,344,270,67,88,79,94,71,36,128,3824
106031122,65,7,18,24,25,5,4,11,382,4,0,0,0,0,0,0,0,0,5,4,775,120,106,18,28,37,31,5,7,47,1174
106031123,6,0,0,0,4,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,268,44,34,0,3,4,9,3,0,16,372
106031124,19,16,7,8,11,3,0,3,173,3,0,0,0,0,0,0,0,0,5,3,758,47,48,20,7,17,15,4,6,31,948
106031125,47,6,12,13,17,6,3,7,304,0,0,0,0,0,0,0,0,0,0,0,917,171,142,10,30,29,21,21,4,33,1384
106041126,108,15,16,29,51,8,0,11,470,0,0,0,0,0,0,0,0,0,66,64,466,171,193,37,34,41,76,11,8,91,1118
106041127,5,0,5,0,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,179,29,40,8,12,11,18,5,8,3,310
106041128,53,11,25,47,103,26,18,3,353,0,0,0,0,0,0,0,0,0,0,3,219,78,103,26,30,55,120,31,18,11,696
106041129,25,11,9,12,7,12,4,6,143,0,0,0,0,0,0,0,0,0,0,0,361,74,56,23,18,17,21,15,6,34,623
107011131,138,22,28,30,33,8,0,15,1184,8,0,0,0,0,0,0,0,0,3,13,3200,252,228,33,47,46,42,12,3,85,3948
107011132,240,32,13,17,19,10,4,20,985,0,0,0,0,0,0,0,0,0,0,0,1234,256,330,47,18,22,28,11,5,58,2016
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
107011134,146,28,30,37,25,8,7,89,1504,4,0,0,0,0,0,0,0,0,55,56,2135,240,252,34,40,53,40,20,5,188,3008
107011545,245,62,37,71,50,8,4,49,2560,0,0,0,0,0,0,0,0,0,8,12,2842,281,289,71,46,80,55,16,5,82,3758
107011546,122,30,12,47,54,14,6,49,1968,5,0,0,0,0,0,0,0,0,0,4,2109,158,180,32,28,57,71,26,3,79,2740
107011547,8,3,3,4,0,0,0,0,244,0,0,0,0,0,0,0,0,0,3,3,534,25,22,6,3,4,8,5,0,23,625
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,151,24,21,15,20,0,0,16,764,3,0,0,0,0,0,0,0,0,0,8,1680,233,267,46,36,32,25,7,4,50,2378
107031137,32,11,8,0,7,0,0,13,287,0,0,0,0,0,0,0,0,0,0,0,822,55,54,14,19,5,13,0,0,35,1026
107031138,58,6,8,8,8,12,5,8,337,0,0,0,0,0,0,0,0,0,29,27,1085,196,148,32,29,22,36,22,5,53,1628
107031139,18,4,3,0,7,3,0,0,129,0,0,0,0,0,0,0,0,0,0,0,537,78,70,8,8,4,9,3,0,10,734
107031140,12,7,3,11,3,4,0,15,178,0,0,0,0,0,0,0,0,0,5,5,732,101,52,13,17,12,16,4,0,42,994
107031141,121,24,20,15,39,6,0,14,1298,0,0,0,0,0,0,0,0,0,43,47,2295,310,217,37,35,37,60,20,9,84,3114
107031142,67,6,23,31,25,3,0,20,949,0,0,0,0,0,0,0,0,0,11,15,1691,120,102,11,23,45,29,13,0,71,2105
107031143,127,21,21,28,21,19,5,38,1504,3,0,0,0,0,0,0,0,0,7,11,2946,205,204,38,38,45,29,23,12,105,3643
107041144,290,124,88,130,153,86,14,44,2642,0,0,0,0,0,0,0,0,0,24,25,3063,383,408,144,112,156,184,107,17,127,4692
107041145,180,42,33,35,36,21,7,23,1280,12,0,0,0,0,0,0,0,0,0,13,2057,254,301,49,47,52,59,32,8,68,2934
107041146,443,147,133,209,280,166,15,56,3186,3,0,0,0,0,3,0,0,0,58,62,2888,517,587,176,164,253,326,198,17,154,5284
107041147,41,7,5,10,10,0,0,20,258,0,0,0,0,0,0,0,0,0,23,20,741,170,139,20,16,23,14,13,0,58,1195
107041148,53,14,22,5,21,0,0,6,415,0,0,0,0,0,0,0,0,0,17,19,1326,241,206,34,47,25,36,22,5,51,1995
107041150,94,31,17,14,25,8,0,46,799,4,0,0,0,0,0,0,0,0,14,17,2022,327,286,54,42,26,54,19,10,114,2945
107041548,513,234,215,255,309,113,17,32,2864,16,0,0,0,0,0,0,0,0,3,21,2180,411,659,268,262,305,362,153,25,53,4685
107041549,570,219,206,229,331,138,19,79,3622,0,0,5,0,0,0,0,0,0,102,116,2390,504,705,245,241,280,376,157,31,232,5163
108011151,13,3,0,4,8,0,0,12,77,0,0,0,0,0,0,0,0,0,0,4,335,33,20,3,5,4,4,4,0,37,452
108011152,59,14,30,36,32,16,0,13,440,8,0,0,0,0,0,0,0,0,4,9,1246,117,89,18,42,48,51,18,7,80,1716
108011153,23,3,0,7,3,3,0,11,143,0,0,0,0,0,0,0,0,0,0,0,676,68,42,7,0,11,8,0,0,39,856
108011154,36,14,9,14,11,4,0,16,181,3,0,0,0,0,0,0,0,0,0,4,503,28,51,9,9,16,11,4,0,40,680
108021155,54,22,11,19,16,0,7,15,288,0,0,0,0,0,0,0,0,0,88,91,635,75,88,30,10,16,21,7,9,149,1037
108021156,24,3,18,16,13,0,0,3,170,0,0,0,0,0,0,0,0,0,0,0,631,53,59,19,22,23,23,8,0,33,868
108021157,22,3,9,8,17,4,0,0,130,0,0,0,0,0,0,0,0,0,0,4,318,37,31,10,15,8,22,9,0,24,481
108021158,16,7,11,0,10,4,3,3,150,0,0,0,0,0,0,0,0,0,0,5,657,52,35,9,9,3,12,8,3,34,825
108021159,19,7,3,10,19,7,0,8,137,0,0,0,0,0,0,0,0,0,0,0,595,45,51,16,11,12,26,5,0,43,797
108021160,19,13,5,8,6,12,0,0,136,0,0,0,0,0,0,0,0,0,4,4,417,42,49,19,9,10,4,15,9,27,608
108031161,9,0,0,4,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,35,9,16,0,0,6,0,0,0,7,74
108041162,22,7,8,0,13,0,3,5,264,0,0,0,0,0,0,0,0,0,0,6,1579,127,85,21,21,12,36,12,9,91,1998
108041164,212,56,70,62,68,35,4,29,986,5,0,0,0,0,0,0,0,0,24,30,1921,330,340,77,97,80,80,56,10,135,3127
108041165,0,0,0,6,7,0,0,6,73,4,0,0,0,0,0,0,0,0,0,4,362,41,16,0,0,5,4,4,0,12,452
108041166,29,7,4,3,6,0,0,5,145,3,0,0,0,0,0,0,0,0,0,0,773,85,66,9,7,11,16,8,3,43,1026
108041619,100,12,43,29,29,8,10,11,459,0,0,0,0,0,0,0,0,0,0,0,1101,184,212,36,75,56,49,20,9,38,1786
108041620,70,18,17,23,28,3,4,10,520,0,0,0,0,0,0,0,0,0,0,0,1637,259,185,37,39,47,61,13,10,74,2365
108051167,14,3,0,0,7,0,0,7,66,0,0,0,0,0,0,0,0,0,0,0,361,31,22,7,3,4,7,3,0,22,455
108051168,46,7,9,11,0,0,0,10,250,3,0,0,0,0,0,0,0,0,7,8,1090,108,73,8,11,8,13,9,3,75,1402
108051169,116,40,28,45,75,37,13,13,661,3,0,0,0,0,0,0,0,0,5,18,1122,174,157,49,47,58,87,39,17,78,1820
108051170,25,3,3,5,0,0,0,4,178,0,0,0,0,0,0,0,0,0,0,0,987,80,57,6,7,7,4,3,0,51,1213
108051171,12,7,0,10,6,3,0,0,86,0,0,0,0,0,0,0,0,0,3,3,272,30,19,3,3,6,8,5,0,14,359
109011172,202,58,52,48,48,12,10,10,926,0,0,0,0,0,0,0,0,0,0,5,1008,349,280,74,65,68,52,30,16,29,1968
109011173,171,38,35,37,46,21,0,13,649,0,0,0,0,0,0,0,0,0,3,5,575,164,202,41,35,46,54,22,0,32,1174
109011174,131,53,61,60,37,30,4,10,629,0,0,0,0,0,0,0,0,0,0,0,716,179,178,67,74,68,51,33,10,22,1398
109011175,39,5,13,7,14,0,0,4,171,0,0,0,0,0,0,0,0,0,0,0,516,78,70,17,11,13,17,3,4,37,768
109011176,473,90,128,127,132,22,6,35,1454,8,0,0,0,0,0,0,0,0,0,9,861,353,525,96,142,141,143,26,8,74,2370
109021177,5,3,6,6,12,3,3,3,90,0,0,0,0,0,0,0,0,0,0,0,103,18,15,6,6,6,23,8,3,14,199
109021178,29,9,6,6,12,10,19,9,164,0,0,0,0,0,0,0,0,0,0,0,240,35,48,13,10,8,24,11,20,26,430
109021179,48,23,20,34,30,8,6,38,277,0,0,0,0,0,0,0,0,0,0,0,126,28,55,23,26,40,29,13,6,42,379
109031180,24,3,6,3,10,0,0,3,110,0,0,0,0,0,0,0,0,0,0,3,309,36,37,8,10,7,8,4,0,19,433
109031181,16,6,3,6,15,5,0,9,92,0,0,0,0,0,0,0,0,0,5,0,362,31,23,3,3,9,22,5,0,32,492
109031182,26,11,21,8,20,3,8,0,169,0,0,0,0,0,0,0,0,0,0,0,232,39,45,11,23,17,20,7,8,22,428
109031183,24,12,6,16,23,13,0,0,122,0,0,0,0,0,0,0,0,0,0,0,213,22,38,10,15,14,31,12,4,10,366
109031184,32,14,5,23,14,6,0,9,153,0,0,0,0,0,0,0,0,0,0,0,338,47,53,18,12,28,17,17,0,40,566
109031185,57,5,6,13,18,11,0,12,225,0,0,0,0,0,0,0,0,0,4,4,500,51,89,10,12,17,23,11,5,29,751
110011186,331,108,164,433,625,103,17,39,2405,0,0,0,0,0,0,0,0,0,4,5,1298,476,464,143,212,463,655,133,19,76,3938
110011187,13,5,7,8,44,13,7,9,146,0,0,0,0,0,0,0,0,0,0,0,167,34,23,5,7,12,55,21,13,20,350
110011188,13,0,0,0,0,3,0,0,87,0,0,0,0,0,0,0,0,0,0,0,326,37,24,6,9,7,4,8,0,13,444
110011189,3,5,0,5,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,3,135,17,3,3,0,5,4,8,0,4,182
110021190,17,8,7,24,15,9,3,4,161,3,0,0,0,0,0,0,0,0,43,49,450,38,26,8,10,28,23,8,8,74,677
110021191,79,20,26,26,63,45,37,15,479,0,0,0,0,0,0,0,0,0,0,0,349,118,112,29,35,31,74,51,40,42,883
110021192,4,5,0,0,3,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,210,64,22,12,12,7,15,0,0,22,359
110021193,7,0,9,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,185,9,21,0,9,6,0,0,0,13,234
