SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
210011231,82,80,164,275,359,627,6,3,8,17,30,45,0,0,0,1785,1887,3669,3,8,10,287,277,566,6,3,9,3,0,3,13,14,28,11,11,27,8,6,12,24,20,40,49,57,107,4,11,15,8,0,4,80,155,241,95,109,198,0,0,0,2668,2950,5615,116,90,208,222,207,436,5,0,10,4,0,5,6,9,16,6,6,12,17,15,34,1611,1436,3052,15,10,21,8,6,12,1633,1453,3087,181,169,347,6,5,14,4929,4981,9909
210011533,224,317,540,178,205,381,0,0,0,31,50,83,0,0,4,2559,2986,5552,0,0,0,565,575,1140,16,17,35,0,3,8,3,20,23,53,63,117,8,16,26,41,28,70,42,54,90,0,0,0,0,0,0,48,82,129,110,140,248,0,3,6,3669,4252,7921,92,72,163,184,167,351,4,8,6,0,0,0,21,15,37,10,21,33,31,35,64,1487,1216,2704,5,3,10,4,14,16,1501,1229,2733,276,236,512,3,3,9,5982,6318,12303
210011534,168,237,409,273,380,660,3,3,8,49,61,109,0,0,0,3165,3494,6656,11,9,17,628,658,1289,16,29,47,0,4,4,11,22,34,59,61,121,18,15,34,50,67,111,64,77,142,3,6,11,7,8,15,100,152,254,155,184,340,3,7,12,4625,5230,9857,121,124,247,170,134,302,3,0,3,0,0,0,36,33,71,18,15,28,54,47,103,1751,1605,3360,19,10,27,7,7,10,1783,1614,3396,321,328,649,11,11,15,7250,7730,14983
210021232,26,46,73,591,711,1302,0,0,0,36,44,79,0,0,0,1828,1826,3650,22,27,50,61,71,129,20,23,40,0,6,6,19,30,48,5,4,7,3,16,16,44,43,89,108,111,223,4,5,10,16,11,23,193,273,463,119,133,249,0,0,4,3062,3318,6383,23,21,43,36,33,60,7,4,10,0,0,0,21,20,47,6,13,21,28,31,63,3290,3257,6545,26,13,44,12,13,21,3330,3279,6616,363,351,710,6,4,8,6884,7090,13972
210021233,15,12,24,139,143,282,0,0,0,7,14,21,0,0,0,316,316,633,0,0,0,7,16,24,7,7,12,0,0,0,10,3,13,0,0,4,3,0,0,6,10,18,30,22,54,0,0,0,0,0,0,44,67,107,32,33,60,0,0,0,608,628,1236,5,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,5,7,0,5,7,1023,898,1924,0,3,9,3,3,6,1032,910,1936,160,120,282,4,0,4,1818,1674,3498
210021234,11,13,26,202,276,478,0,0,0,9,14,22,0,0,0,486,551,1036,5,0,5,16,18,29,0,0,0,0,7,3,14,19,32,0,0,0,0,0,7,5,5,10,26,28,53,0,4,0,0,0,0,64,88,153,35,29,64,0,0,0,856,1049,1905,3,0,0,16,8,19,0,0,0,0,0,0,0,0,0,0,6,9,0,3,8,1086,1066,2153,8,10,16,0,7,10,1091,1086,2181,115,121,235,0,0,4,2102,2279,4378
210021235,21,30,48,519,617,1137,0,0,0,20,25,41,0,0,0,1202,1254,2459,0,6,7,41,52,94,4,9,8,3,8,15,12,17,32,5,3,4,11,17,29,44,50,94,83,102,184,13,11,19,5,5,11,159,209,370,91,89,180,0,0,0,2218,2474,4688,0,0,0,16,28,47,3,8,14,0,0,0,5,8,13,14,9,20,17,15,32,2553,2421,4974,18,12,33,3,8,10,2581,2438,5023,402,378,783,3,6,9,5266,5369,10633
210031236,74,104,173,86,112,197,4,3,4,12,17,33,0,0,0,952,1131,2085,0,3,3,250,273,523,18,15,35,0,0,0,4,6,14,5,17,21,9,6,9,15,9,25,13,10,27,0,3,3,0,3,5,35,38,74,55,73,131,4,4,10,1470,1724,3189,107,83,184,330,247,577,5,8,12,0,0,0,3,6,8,11,15,22,15,18,32,1785,1763,3545,22,15,36,5,12,17,1814,1784,3597,313,270,586,7,4,14,4128,4245,8367
210031237,99,109,211,99,128,229,19,16,39,27,22,52,0,0,0,1750,1986,3731,0,0,0,295,345,642,6,18,26,4,8,12,7,15,23,13,11,21,14,16,27,13,11,25,21,29,47,5,3,9,4,0,3,24,23,52,75,91,171,5,4,5,2368,2734,5100,330,252,582,2613,2229,4847,0,10,13,0,0,0,10,11,24,12,10,19,23,21,48,1098,978,2075,22,15,32,4,8,11,1122,991,2114,548,484,1036,13,18,30,7134,6843,13977
210031439,39,44,83,62,116,179,5,9,15,6,7,11,0,0,0,536,647,1183,0,0,0,95,88,179,0,0,0,0,0,0,3,0,3,5,4,11,4,3,14,11,15,29,16,23,38,3,0,3,0,0,0,21,54,72,22,37,56,3,0,4,799,1012,1814,64,61,123,79,76,149,4,0,4,0,0,0,8,4,9,6,3,10,13,6,19,426,348,777,0,0,4,0,0,0,426,348,780,58,54,107,0,4,3,1473,1596,3072
210031440,39,37,76,68,96,165,5,5,5,10,12,22,0,0,0,928,1097,2026,4,0,3,183,195,379,12,11,26,0,0,4,4,7,13,3,5,6,4,4,13,9,19,24,19,29,44,3,4,9,0,0,0,15,27,49,37,52,85,0,0,0,1308,1571,2880,68,44,113,694,640,1331,3,7,10,0,0,0,10,6,17,11,11,24,22,20,39,681,647,1330,5,0,3,0,7,7,691,656,1345,231,202,434,3,5,7,3057,3180,6237
210031535,170,230,402,148,220,367,24,21,49,41,55,96,0,0,0,1647,1926,3577,8,5,11,241,297,544,15,17,32,13,12,24,9,8,14,13,25,33,15,21,40,28,39,69,30,38,72,0,3,7,0,0,0,49,73,127,102,125,228,4,0,0,2385,2897,5283,658,518,1176,1818,1627,3445,4,0,5,0,0,0,57,44,99,19,24,38,73,66,139,1563,1459,3025,12,15,24,9,10,21,1587,1485,3068,625,575,1198,8,12,26,7336,7404,14737
210031536,139,157,293,122,146,269,11,11,26,19,34,49,0,0,0,922,1021,1942,0,3,4,139,170,312,4,4,11,6,7,11,9,8,22,21,25,48,12,12,24,14,14,31,36,32,70,0,6,7,0,4,4,36,52,87,75,94,178,0,0,0,1440,1645,3078,788,590,1374,495,478,973,0,0,0,0,0,0,59,45,99,9,13,20,62,56,117,1172,1097,2274,11,4,19,0,9,6,1184,1113,2298,370,325,693,12,7,23,4486,4367,8856
210031537,97,144,240,145,188,337,0,0,4,35,33,69,0,0,0,993,1110,2105,0,0,0,116,168,295,5,8,15,4,3,13,3,6,15,5,8,15,14,8,21,16,25,41,28,41,68,3,0,7,0,0,0,46,71,120,79,89,178,0,0,0,1505,1780,3286,319,244,567,257,240,504,0,0,3,0,0,0,15,13,27,17,8,30,37,22,56,1412,1299,2713,17,15,33,0,9,9,1434,1323,2757,225,215,436,11,12,20,3878,3990,7866
210031538,160,203,355,242,359,599,4,7,7,28,40,72,0,0,0,2522,2862,5389,4,6,15,550,553,1100,8,31,45,5,0,4,6,14,18,30,22,57,17,21,36,24,36,61,53,54,107,3,8,14,7,9,11,78,117,194,103,133,238,4,0,3,3698,4279,7975,278,251,533,678,663,1336,6,6,10,4,0,7,35,31,69,29,33,59,70,68,131,2868,2878,5751,33,24,64,15,25,43,2918,2932,5850,443,462,902,11,11,27,8257,8872,17123
210041240,65,85,156,486,614,1099,0,0,0,50,71,122,38,47,87,1967,2091,4052,14,7,26,100,82,180,28,28,53,15,15,29,29,31,61,7,6,13,18,12,29,37,47,85,109,104,212,9,7,17,10,9,24,151,237,392,135,166,301,4,4,9,3201,3590,6789,46,41,86,95,90,183,3,7,13,0,0,0,27,38,66,16,19,28,43,57,96,2941,2596,5543,12,15,25,10,13,21,2966,2622,5591,370,327,697,0,9,3,6788,6824,13610
210041539,37,47,91,138,160,295,8,4,13,28,25,54,0,0,0,681,703,1382,5,5,6,68,67,135,19,11,33,7,3,7,3,7,12,15,8,23,16,23,35,36,30,67,20,20,41,0,6,6,4,3,10,24,36,59,56,74,133,0,0,0,1116,1197,2310,116,123,239,54,48,104,0,0,0,0,0,0,126,125,252,6,14,20,134,137,268,976,912,1885,13,11,21,4,9,10,989,922,1918,163,134,294,8,3,5,2620,2620,5232
210041540,72,98,163,557,756,1316,0,0,0,71,81,151,37,31,63,1864,2206,4069,8,23,27,133,136,266,20,32,54,28,33,60,22,34,62,5,3,9,10,19,32,61,60,120,76,113,187,6,13,22,0,6,10,141,264,406,153,197,351,3,3,12,3194,4013,7204,106,123,226,54,55,100,13,9,24,0,0,0,73,79,153,24,25,50,96,102,200,3127,2896,6021,14,18,34,5,5,13,3144,2920,6070,424,427,846,13,15,22,7110,7741,14851
210041541,33,65,93,400,525,930,0,0,0,47,53,96,16,18,37,1444,1535,2980,4,9,14,59,75,141,14,13,32,11,13,20,14,17,28,0,0,0,6,13,21,28,33,63,76,80,156,3,10,17,5,3,8,124,148,271,96,138,245,3,0,6,2372,2696,5063,55,49,103,33,28,59,0,0,3,0,0,0,25,29,46,7,27,30,37,50,82,2552,2466,5016,21,14,34,9,11,17,2582,2484,5071,302,279,586,3,6,10,5408,5655,11065
210051242,173,195,366,155,196,351,118,132,254,29,27,55,0,0,0,1083,1138,2218,4,3,8,177,165,338,11,20,34,34,25,58,8,6,15,25,32,52,18,23,38,32,38,66,38,37,71,6,0,10,9,5,9,35,58,92,187,193,379,0,0,3,1965,2096,4059,569,415,977,2353,2039,4399,0,0,0,0,0,0,64,50,118,35,36,63,101,83,180,1157,961,2126,4,4,9,7,9,12,1175,978,2148,1056,690,1739,13,11,26,7389,6499,13894
210051243,109,133,244,150,153,304,149,145,293,10,27,39,0,0,0,1584,1642,3227,3,4,8,271,293,566,21,17,37,32,22,59,3,6,10,31,25,55,12,23,34,15,20,31,33,47,74,6,6,18,0,4,4,36,31,75,144,131,275,5,0,3,2510,2610,5113,237,184,425,3753,3516,7265,0,5,5,0,0,0,34,23,59,22,14,35,56,39,96,792,676,1468,14,3,15,10,9,20,818,693,1505,745,649,1390,11,15,28,8234,7842,16075
210051245,171,226,392,405,547,953,80,70,154,52,55,100,0,0,0,3054,3376,6429,4,4,7,578,606,1179,31,36,68,12,18,30,22,30,52,53,61,117,47,42,88,95,85,176,95,106,204,14,22,32,4,0,5,129,175,305,256,280,532,5,7,12,4931,5506,10434,64,67,123,752,753,1508,9,3,13,0,0,0,25,10,30,20,15,39,48,18,69,2421,2104,4522,15,15,31,5,16,18,2436,2136,4572,448,459,913,12,11,22,8866,9181,18046
210051246,292,314,604,281,314,591,104,82,188,48,45,95,0,0,0,4363,4469,8830,0,0,0,600,562,1160,23,33,53,18,23,31,9,10,16,110,102,210,33,32,63,70,94,165,54,44,97,3,3,11,9,14,20,98,127,223,252,260,510,6,10,12,6073,6215,12291,241,230,475,2040,2121,4162,0,6,5,0,0,0,48,46,93,23,18,43,68,67,137,1734,1584,3320,21,14,35,10,9,17,1764,1610,3375,484,461,942,18,12,36,10982,11036,22025
210051247,164,191,359,98,134,234,170,185,357,12,12,31,0,0,0,1254,1435,2692,6,0,9,171,182,351,26,23,44,26,28,51,0,4,7,16,32,50,27,25,49,10,16,20,37,31,68,5,8,17,7,4,11,30,32,57,155,191,342,5,4,9,2048,2346,4398,104,79,177,3567,3594,7156,0,0,0,0,0,0,12,21,34,15,12,27,27,36,62,747,661,1409,9,3,17,6,7,16,766,675,1440,624,634,1266,3,7,9,7306,7566,14869
210051248,0,0,4,4,11,16,0,0,0,0,0,0,0,0,0,30,23,56,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,40,50,87,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,56,0,0,0,0,0,0,47,14,56,152,88,242,36,39,73,275,192,465
210051250,63,77,139,120,197,312,31,28,62,16,26,45,0,0,0,1107,1224,2334,6,0,9,268,290,561,13,12,21,22,23,46,8,4,13,11,19,28,17,13,29,14,32,49,26,19,49,0,3,9,8,4,6,49,55,105,118,122,239,4,0,7,1835,2079,3913,85,66,147,160,136,295,0,3,3,0,0,0,28,23,45,8,9,13,30,27,61,830,717,1548,7,6,12,3,3,7,843,721,1569,294,213,499,43,24,68,3347,3349,6694
210051441,87,104,191,155,189,340,28,31,63,16,39,64,0,0,0,996,1017,2014,0,4,9,134,155,298,11,10,17,38,43,80,9,6,9,20,18,39,15,26,42,17,23,40,40,38,75,3,5,13,4,3,7,59,71,130,132,131,269,0,4,6,1682,1823,3503,245,241,483,368,355,728,0,0,7,0,0,0,296,254,554,11,20,33,309,280,585,1043,936,1980,3,11,13,9,11,16,1063,953,2014,301,275,579,7,8,12,4062,4034,8096
210051442,177,209,391,128,198,324,61,69,129,24,27,50,0,0,0,1526,1642,3166,0,0,0,215,235,452,18,23,46,38,44,86,0,7,8,58,60,114,32,41,72,45,49,100,29,28,49,0,9,6,21,17,40,42,44,89,227,256,484,0,0,4,2470,2743,5212,547,538,1081,892,877,1767,0,0,0,0,0,0,657,556,1212,15,26,41,676,580,1257,1025,879,1899,9,4,12,10,3,14,1045,883,1928,351,330,681,11,19,23,6161,6183,12347
210051443,404,444,854,242,305,544,154,158,309,31,40,72,0,0,0,3063,3196,6255,4,6,9,284,242,529,28,29,55,35,37,75,10,12,26,98,104,201,23,21,46,85,84,171,65,79,148,13,11,21,17,19,38,78,103,178,304,348,653,5,0,4,4528,4806,9328,944,815,1759,1727,1687,3408,0,0,0,0,0,0,843,748,1593,49,42,94,897,794,1688,1729,1464,3192,17,9,28,3,12,16,1758,1476,3235,692,661,1350,22,25,47,10959,10714,21672
210051445,231,270,501,196,244,441,84,80,162,77,78,153,0,0,5,2507,2694,5207,8,7,19,266,249,513,37,23,61,90,97,188,3,7,11,78,68,142,43,61,104,127,136,259,78,95,174,11,3,12,25,21,47,69,83,159,398,427,821,3,0,5,4107,4375,8488,1047,995,2040,1439,1415,2861,0,0,6,0,0,0,2107,1868,3979,20,27,45,2131,1894,4025,1920,1861,3785,17,10,30,10,3,13,1947,1878,3826,823,776,1598,14,23,38,11750,11626,23380
210051542,188,197,386,43,58,102,88,82,167,19,14,38,0,0,0,1098,1139,2239,0,3,3,103,112,212,10,14,18,10,11,22,0,0,0,54,60,107,26,26,45,56,56,117,12,14,31,5,0,5,10,3,11,18,12,36,180,176,352,0,0,4,1722,1781,3507,743,675,1417,795,804,1594,0,3,5,0,0,0,791,666,1458,22,13,35,814,687,1498,543,450,988,3,0,5,0,0,6,544,455,1003,216,221,433,12,24,35,5037,4837,9875
210051543,247,248,495,92,140,234,104,119,229,34,22,57,0,0,0,1590,1687,3282,8,11,19,123,119,241,18,27,42,19,32,53,3,3,5,78,80,159,19,16,31,35,39,74,14,31,55,0,0,0,7,12,15,54,53,110,201,208,408,0,0,0,2400,2612,5011,741,690,1434,1191,1217,2413,0,12,12,0,0,0,698,600,1295,20,25,47,713,625,1339,767,705,1476,10,8,13,0,8,8,779,718,1496,356,395,751,5,9,20,6437,6525,12963
210051544,148,154,297,85,86,169,83,95,180,15,15,26,0,0,0,1228,1316,2545,4,0,3,133,140,267,11,15,21,4,0,6,3,4,0,25,31,55,4,5,8,17,15,39,19,18,35,9,5,12,9,6,9,18,29,53,184,178,359,0,0,0,1842,1950,3791,195,190,380,1667,1693,3358,0,0,3,0,0,0,40,23,64,3,8,9,44,36,74,526,454,974,3,0,8,0,5,5,531,454,983,295,255,544,7,7,13,4725,4736,9458
210051545,174,187,361,54,88,143,195,189,389,38,31,69,0,0,0,2560,2679,5240,0,9,5,140,156,293,6,16,24,18,33,53,0,8,4,76,78,156,23,23,47,23,24,39,12,20,30,5,10,13,7,9,18,25,45,70,267,269,540,3,7,12,3469,3682,7149,166,161,327,2433,2446,4877,0,0,0,0,0,0,45,42,88,12,19,34,58,56,118,540,464,1001,9,0,9,0,10,8,551,476,1023,399,367,770,9,12,20,7254,7390,14643
211011251,197,287,482,328,407,737,0,0,0,138,159,301,9,8,10,960,1104,2064,34,35,72,76,78,148,10,24,40,30,36,69,15,30,43,15,10,24,17,20,37,97,115,211,92,100,188,11,11,19,25,30,57,127,154,283,214,267,477,36,51,80,2221,2639,4858,261,257,518,79,80,163,0,4,4,0,0,0,52,39,98,50,55,106,104,96,202,2891,2585,5474,15,10,23,8,31,42,2915,2626,5538,386,377,760,6,20,27,6171,6381,12550
211011254,534,586,1120,429,527,954,3,4,4,242,252,498,0,4,4,1293,1444,2739,25,38,62,184,187,377,6,12,17,19,18,36,26,30,55,42,35,79,63,65,131,194,236,426,189,212,402,11,13,25,25,23,53,175,225,397,356,376,734,6,11,19,3290,3709,7001,470,479,953,158,158,312,7,4,12,0,0,0,41,48,94,45,46,88,92,97,187,3210,2885,6095,14,19,35,11,14,25,3236,2914,6149,388,372,760,27,23,52,8191,8353,16538
211011255,58,69,129,248,277,525,0,0,0,34,45,79,36,39,78,869,942,1810,0,0,0,142,115,261,11,17,30,7,6,4,12,11,18,24,30,52,13,18,24,41,44,87,32,35,66,4,8,12,13,11,24,59,92,150,100,123,226,4,0,7,1662,1805,3465,31,26,62,75,99,169,3,3,3,0,0,0,17,18,33,6,10,19,25,25,44,1289,1138,2429,9,3,14,4,7,13,1306,1152,2456,108,115,225,3,3,9,3264,3296,6564
211011256,348,404,751,421,509,930,3,6,9,139,165,304,0,0,3,1671,1815,3479,12,20,32,283,310,596,8,13,20,10,10,17,15,24,33,79,87,170,39,45,83,99,118,214,78,114,196,8,6,10,15,13,26,148,210,360,250,284,539,0,4,7,3280,3753,7028,277,266,539,180,185,368,7,7,11,0,0,0,47,43,92,39,63,104,90,99,194,2981,2766,5745,17,16,32,17,20,32,3017,2804,5817,302,281,576,6,18,29,7502,7817,15318
211011257,156,193,349,261,332,595,0,0,0,63,76,141,7,10,23,841,968,1812,9,10,20,119,126,243,7,12,12,7,13,23,16,8,24,33,26,56,9,12,16,82,77,158,42,61,105,10,15,19,8,3,11,84,101,189,127,145,270,3,5,8,1719,2008,3729,140,132,272,90,68,157,7,10,18,0,0,0,37,35,71,24,24,49,64,56,120,1513,1443,2959,4,6,9,0,11,7,1515,1455,2974,139,125,270,0,12,17,3842,4056,7903
211011258,272,291,565,324,374,693,5,3,3,65,86,153,3,4,3,1404,1460,2865,5,8,18,202,226,430,13,6,21,6,10,14,15,10,22,48,49,95,24,30,57,75,80,157,62,78,141,11,8,18,19,7,30,96,108,207,123,148,266,6,8,7,2502,2708,5210,195,191,389,135,155,283,4,9,12,0,0,0,33,35,69,37,27,62,68,56,129,1734,1563,3301,8,9,16,4,3,6,1751,1573,3318,179,173,353,9,0,7,5116,5157,10265
211011259,403,439,845,354,481,827,0,0,0,196,216,416,0,0,0,1115,1305,2424,22,23,43,201,205,407,7,10,20,27,43,74,25,19,45,14,16,32,38,46,90,103,126,227,133,143,273,11,15,23,12,19,35,152,202,349,249,337,582,6,4,15,2674,3214,5883,336,320,649,103,88,187,8,5,12,0,0,0,77,86,170,43,42,91,121,132,258,2942,2699,5640,9,12,27,6,12,25,2963,2725,5690,471,530,1003,14,23,35,7087,7476,14565
211011260,469,525,995,491,650,1140,4,3,4,306,351,653,0,0,0,1247,1625,2869,47,51,95,246,278,522,7,17,17,59,64,121,34,66,106,39,30,64,82,94,171,344,370,721,173,218,395,23,28,51,40,33,71,228,274,502,359,440,799,10,9,19,3727,4592,8322,466,481,946,153,142,289,10,14,23,0,0,0,59,82,145,30,49,84,94,127,222,3238,2966,6204,31,45,83,12,24,33,3283,3038,6319,374,391,768,21,19,44,8598,9328,17929
211011446,348,460,805,714,942,1662,0,0,0,228,260,492,17,19,39,1648,1990,3643,46,51,94,192,179,369,21,28,44,41,42,78,44,67,113,22,21,45,36,46,80,123,169,294,150,218,375,21,29,48,28,31,59,209,309,514,335,400,733,31,44,67,3898,4847,8738,344,357,701,138,115,247,0,15,15,0,0,0,53,58,116,62,81,144,114,147,259,5715,5321,11036,42,30,78,22,47,69,5781,5398,11175,765,736,1503,12,20,26,11403,12081,23480
211011447,145,185,326,448,609,1057,0,0,0,114,142,258,7,0,11,1120,1306,2418,18,32,49,102,95,193,8,10,20,20,29,50,15,39,56,12,12,28,26,36,65,87,104,192,106,128,241,16,23,36,18,20,37,143,202,342,189,217,408,20,26,51,2473,3032,5503,158,145,301,63,41,105,12,13,24,0,0,0,36,36,79,29,48,80,69,89,156,3501,3269,6769,19,22,39,16,38,54,3539,3328,6869,383,369,751,10,3,14,6848,7207,14051
211011448,198,245,444,510,625,1137,0,0,0,117,151,270,6,4,8,1441,1571,3010,13,18,32,141,132,269,20,34,49,13,13,24,28,32,57,18,22,39,30,33,62,77,94,171,138,154,294,15,12,29,16,12,26,107,158,266,221,259,482,15,14,25,2929,3333,6264,166,157,324,71,95,167,9,12,15,0,0,0,21,16,36,28,44,71,51,58,108,3714,3397,7119,24,20,43,15,24,38,3753,3439,7192,382,380,763,6,7,18,7564,7732,15297
211011449,17,22,41,150,206,360,0,0,0,41,41,88,0,0,0,294,367,663,14,19,36,8,15,22,7,5,11,8,13,15,3,4,8,0,0,0,5,8,16,21,42,61,26,33,57,0,6,8,0,0,4,28,32,61,61,52,113,11,4,13,687,841,1530,14,7,23,5,6,14,0,0,3,0,0,0,0,0,0,4,8,13,4,12,12,1255,1139,2384,11,10,18,4,12,18,1269,1157,2425,100,106,208,0,0,0,2105,2153,4259
211021261,146,234,383,545,686,1226,0,0,3,248,293,540,0,0,0,1717,1895,3616,22,24,48,383,379,760,10,12,24,7,4,8,55,71,124,43,40,82,44,41,85,138,141,279,155,166,317,9,11,22,28,31,59,165,247,413,233,295,531,4,5,8,3804,4350,8153,104,117,221,166,173,339,12,17,33,0,0,0,54,52,104,31,42,78,87,93,177,3083,2857,5941,9,15,28,7,18,24,3103,2886,5995,356,404,762,8,13,24,7803,8279,16086
211021262,39,68,101,462,545,1006,0,0,0,102,123,217,3,0,7,962,958,1915,8,8,19,141,151,292,5,16,21,11,8,19,37,43,80,10,12,16,36,26,63,79,73,141,101,100,201,5,9,15,0,10,8,132,179,313,152,191,339,5,5,6,2234,2448,4679,26,18,46,38,37,77,5,3,4,0,0,0,11,5,20,14,14,28,20,17,48,2340,2211,4550,16,7,24,11,18,25,2366,2229,4596,211,183,397,0,5,4,4946,5014,9961
211031263,134,165,297,354,496,851,0,0,0,160,175,333,7,5,16,970,1082,2054,24,44,70,69,76,145,3,8,14,20,23,44,24,33,60,5,11,16,14,18,34,61,72,136,86,96,182,10,16,22,16,21,43,92,138,231,177,210,389,10,12,23,2115,2538,4654,128,124,252,50,34,82,5,6,7,0,0,0,51,49,103,31,31,58,77,84,161,2897,2685,5584,28,14,44,4,11,14,2930,2708,5639,321,356,679,4,3,8,5762,6012,11782
211031265,88,124,212,675,860,1538,0,0,0,248,304,552,0,0,4,1697,1920,3618,36,43,80,164,171,333,13,26,39,14,19,37,115,152,267,14,11,26,29,44,74,125,132,262,138,169,306,17,19,31,16,31,50,197,275,469,327,356,684,17,6,19,3855,4543,8393,75,68,144,66,48,112,5,9,7,0,0,0,18,17,33,20,37,58,33,53,90,4231,3904,8140,17,24,40,7,24,32,4257,3945,8202,329,278,607,10,10,16,8715,9078,17790
211031266,310,415,731,447,606,1050,0,0,0,382,403,786,0,0,0,1347,1574,2921,47,59,107,106,142,248,14,15,32,5,4,10,46,58,104,10,18,30,39,50,89,114,147,256,138,153,290,25,42,63,66,56,123,220,310,531,353,433,785,29,69,100,3392,4132,7521,251,230,476,155,150,300,15,13,26,0,0,0,67,71,137,52,58,109,122,125,244,4206,3847,8053,31,37,72,12,30,40,4256,3907,8165,569,551,1120,24,24,45,9086,9539,18630
211031267,196,272,468,617,800,1420,0,0,0,480,535,1020,4,4,7,1645,1803,3437,72,78,152,112,160,273,15,17,32,20,25,41,62,69,134,16,15,38,47,44,92,137,158,296,148,148,302,16,41,56,25,30,55,266,390,657,362,434,799,24,21,48,4079,4778,8857,233,197,433,76,79,154,6,9,17,0,0,0,48,44,94,40,58,98,90,105,196,4952,4787,9738,48,30,79,21,36,52,5019,4852,9868,582,524,1105,13,25,42,10298,10831,21133
211031268,57,88,142,380,459,837,0,0,0,133,136,266,0,0,0,957,1095,2057,25,41,66,116,97,207,6,10,17,5,10,11,39,42,84,3,3,6,23,31,52,77,75,153,78,66,145,13,16,21,4,0,9,135,187,328,159,175,334,15,13,27,2163,2462,4618,50,62,111,41,39,76,3,4,8,0,0,0,4,6,10,16,18,31,16,22,38,2195,1984,4177,17,17,33,5,12,12,2217,2011,4223,144,145,289,7,5,8,4693,4826,9520
211031450,114,156,266,472,675,1155,0,0,0,483,545,1029,0,0,0,1084,1331,2419,35,47,87,82,95,178,23,30,53,33,32,68,44,61,107,8,6,16,15,38,52,83,119,203,119,128,247,18,23,34,32,49,79,141,242,382,284,313,600,16,32,46,2979,3764,6745,158,182,345,68,78,139,5,12,17,0,0,0,39,40,80,62,62,119,101,99,200,3610,3661,7274,31,21,49,11,20,34,3659,3703,7362,425,412,835,7,16,24,7519,8421,15939
