SA2_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
101021007,14,0,0,0,0,14,14,0,0,0,0,19,19,0,0,0,0,19,26,3,0,3,0,29,30,0,0,0,0,30,78,3,0,0,0,78,87,0,0,4,0,90,110,0,0,0,0,115,46,0,0,0,0,48,55,0,0,0,0,52,26,0,0,0,0,26,44,0,0,0,0,44,544,6,0,10,5,566
101021008,48,0,0,0,0,49,7,0,0,0,0,11,12,4,0,0,0,14,28,7,0,0,0,31,36,11,0,0,0,50,117,23,0,0,0,144,148,51,0,0,0,198,320,41,0,0,0,363,134,9,0,0,0,149,108,7,0,0,0,110,46,0,0,0,0,53,52,12,0,0,0,70,1057,175,4,0,0,1237
101021009,24,10,11,0,0,46,14,7,10,0,0,31,14,12,10,0,0,39,17,9,26,0,0,56,23,10,55,0,0,87,100,62,116,0,0,274,122,126,66,0,0,317,262,74,22,0,0,356,134,11,0,0,0,150,88,12,7,0,0,105,27,6,0,0,0,38,41,18,10,0,0,66,869,350,335,3,0,1564
101021010,11,4,3,0,0,23,7,0,3,0,0,11,0,3,5,0,0,9,3,9,11,0,0,24,9,11,32,0,0,49,25,44,45,0,0,118,39,89,19,0,0,148,66,69,9,0,0,141,50,11,9,0,0,63,49,7,0,0,0,55,31,5,0,0,0,34,24,12,4,0,0,38,320,264,133,0,0,712
101021012,67,15,0,0,0,86,18,0,0,0,0,23,13,5,0,0,0,21,33,3,0,0,0,31,38,6,4,0,0,48,118,24,3,0,0,148,174,73,0,0,0,251,375,73,5,0,0,444,307,21,4,0,0,332,346,12,0,0,0,360,192,12,0,0,0,202,84,5,0,0,0,90,1764,256,14,3,0,2038
101021610,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,3,18,0,0,0,0,18,40,9,0,0,0,46,83,22,3,0,0,108,308,20,6,0,0,331,396,3,0,0,0,396,287,7,0,0,0,296,111,0,0,0,0,111,37,3,0,0,0,49,1303,70,10,0,0,1378
101021611,107,4,0,0,0,107,36,0,0,0,0,43,30,0,0,0,0,30,53,0,0,0,0,53,80,0,0,0,0,80,216,0,0,0,0,222,249,4,3,0,0,254,527,3,0,0,0,535,450,5,0,0,0,449,555,4,0,0,0,557,355,0,0,0,0,358,155,5,0,0,0,160,2820,19,12,3,6,2850
101031013,20,0,0,0,0,20,6,0,0,0,0,6,10,0,0,0,0,10,22,0,0,0,0,28,33,0,0,0,0,33,70,0,0,0,0,72,28,0,0,0,0,28,16,0,0,0,0,16,5,0,0,0,0,5,7,0,0,0,0,7,6,0,0,0,0,6,12,0,0,0,0,22,244,0,0,0,3,246
101031014,36,0,0,0,0,42,25,0,0,0,0,23,19,0,0,0,0,20,59,0,0,0,0,54,70,0,0,0,0,70,215,3,4,0,0,223,146,0,0,0,0,146,105,0,0,0,0,111,23,0,0,0,0,26,17,0,0,0,0,17,10,0,0,0,0,11,43,0,0,0,0,39,778,12,4,0,0,795
101031015,34,0,0,0,0,33,17,0,0,0,0,17,18,0,0,0,0,18,30,0,0,0,0,30,33,0,0,0,0,33,54,0,0,0,0,54,75,0,0,0,0,74,88,0,0,0,0,86,43,0,0,0,0,43,28,0,0,0,0,28,25,0,0,0,0,25,20,0,0,0,0,20,449,5,0,0,0,452
101031016,39,0,4,0,0,43,10,5,7,0,0,20,10,3,3,0,0,17,30,0,0,0,0,30,50,8,7,0,0,69,128,7,24,0,0,159,120,15,15,0,0,149,142,4,18,0,0,162,78,6,8,0,0,84,75,5,8,0,0,85,47,3,10,0,0,64,44,5,7,0,0,56,774,56,98,3,0,936
101041017,52,0,6,0,0,62,31,3,0,0,0,29,21,0,0,0,0,23,32,0,5,0,0,36,43,3,6,0,0,52,120,5,3,0,0,131,160,4,0,0,0,163,146,6,4,0,0,157,54,3,3,0,0,57,43,3,6,0,0,48,20,0,0,0,0,20,40,0,0,0,0,42,756,30,25,0,0,819
101041018,60,0,3,0,0,69,18,0,3,0,0,25,19,6,0,0,0,17,29,4,0,0,0,30,36,3,4,0,0,47,120,7,8,0,0,145,137,16,3,0,0,162,177,6,0,0,0,189,83,0,0,0,0,85,44,0,0,0,0,41,28,0,0,0,0,28,42,3,0,0,0,52,801,51,28,6,3,890
101041019,47,0,0,0,0,46,30,3,0,0,0,33,16,3,0,0,0,26,44,0,0,0,0,44,60,5,0,0,0,65,198,7,0,0,0,210,210,4,0,0,0,216,177,0,0,0,3,176,69,0,0,0,0,70,47,0,0,0,0,44,24,0,0,0,0,24,54,0,0,0,0,48,970,28,0,3,0,1000
101041020,74,0,0,5,0,81,46,0,0,0,0,51,42,0,0,0,0,42,68,0,0,0,0,64,104,0,0,0,0,106,234,0,0,0,0,234,184,4,0,0,0,184,194,0,0,0,0,194,58,0,0,0,0,58,46,0,0,0,0,46,23,0,0,0,0,23,52,0,0,0,0,52,1132,5,0,5,0,1143
101041021,18,0,0,0,0,19,7,3,0,0,0,15,6,0,0,0,0,9,15,0,0,0,0,13,15,0,0,0,0,16,59,0,0,0,0,63,55,3,0,0,0,64,81,0,0,0,0,83,39,0,0,0,0,39,26,0,0,0,0,29,14,0,0,0,0,14,20,0,0,0,0,22,371,21,3,0,0,392
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,22,0,0,0,0,22,14,0,0,0,0,14,0,0,0,0,0,4,5,0,0,0,0,5,11,6,0,0,0,13,43,9,0,0,0,58,55,8,0,0,0,58,48,5,0,0,0,49,19,0,0,0,0,19,11,0,0,0,0,11,12,0,0,0,0,12,16,0,0,0,0,12,254,19,0,0,0,274
101041024,37,0,0,0,0,37,16,0,0,0,0,16,12,0,0,0,0,12,28,0,0,0,0,28,22,0,0,0,0,21,68,0,0,0,0,68,54,0,0,0,0,54,59,0,0,0,0,59,30,0,0,0,0,30,18,0,0,0,0,18,16,0,0,0,0,16,24,0,0,0,0,24,379,0,0,0,0,381
101041025,59,9,3,0,0,68,29,7,0,0,0,38,18,0,3,0,0,27,33,9,11,0,0,51,52,5,17,0,0,75,164,30,24,0,0,223,200,19,6,0,0,224,235,11,7,0,3,253,104,0,0,0,0,106,67,3,0,0,0,67,45,5,3,0,0,53,54,8,3,0,0,67,1053,108,85,0,11,1254
101041026,59,0,0,0,0,55,31,0,0,0,0,36,26,0,0,0,0,26,41,0,0,0,0,36,48,0,0,0,0,55,161,14,0,0,0,177,190,0,0,0,0,190,174,0,0,0,0,171,62,0,0,0,0,66,41,0,0,0,0,41,31,0,0,0,0,31,47,4,0,0,0,54,916,22,0,0,0,941
101041027,61,0,3,3,0,68,32,3,5,0,0,41,21,0,0,0,0,24,44,0,0,0,0,44,50,0,0,0,0,52,136,4,10,0,0,146,159,3,0,0,0,159,138,4,0,0,0,150,54,0,0,0,0,54,40,0,0,0,0,40,25,0,0,0,0,25,54,0,0,0,0,55,812,18,24,7,0,856
101051539,100,12,3,0,0,112,42,0,3,0,0,46,54,5,3,0,0,59,87,5,0,0,0,91,165,13,3,0,0,178,489,34,4,0,0,526,605,29,0,4,0,637,644,15,0,0,0,664,236,3,0,0,0,238,141,5,0,0,0,151,75,3,0,0,0,83,121,6,3,0,0,128,2763,116,16,6,3,2904
101051540,77,0,0,0,0,84,34,0,0,0,0,34,24,0,0,0,0,29,67,0,0,0,0,64,85,0,0,0,0,84,277,0,0,0,0,282,276,0,0,0,0,276,332,0,0,0,0,337,196,0,0,0,0,198,141,0,0,0,0,141,86,0,4,0,0,86,100,0,0,0,0,99,1705,5,4,5,3,1721
101061541,41,0,0,0,0,39,21,3,0,0,0,24,7,0,0,0,0,15,30,3,0,0,0,31,38,0,0,0,0,34,130,3,0,0,0,138,202,7,0,0,0,210,257,4,0,0,3,260,104,0,0,0,0,101,75,0,0,0,0,79,34,0,0,0,0,32,40,0,0,0,0,39,970,22,3,0,3,1006
101061542,83,0,0,0,0,82,27,0,0,0,0,27,28,0,0,0,0,28,46,0,0,0,0,46,57,0,0,0,0,59,191,0,0,0,0,194,234,0,0,0,4,237,340,0,0,0,0,348,282,0,0,0,6,288,374,0,0,0,0,374,250,0,0,0,0,249,98,0,0,0,0,103,2014,8,5,5,7,2036
101061543,43,5,0,0,0,54,18,5,0,0,0,22,41,0,0,0,0,41,85,5,0,0,0,88,134,7,5,0,0,143,310,9,0,0,0,321,214,0,0,0,0,212,160,0,0,0,0,160,57,0,0,0,0,59,38,0,0,0,0,38,22,0,0,0,0,22,61,0,0,0,0,63,1180,26,9,0,0,1215
101061544,67,0,0,0,0,69,38,0,0,0,0,40,38,4,0,0,0,42,85,0,0,0,0,89,89,0,0,0,0,89,176,3,0,0,0,181,108,0,0,0,0,109,67,0,0,0,0,67,20,0,0,0,0,23,24,0,0,0,0,29,19,0,0,0,0,19,57,0,0,0,0,57,791,10,0,3,0,806
102011028,46,0,0,0,0,45,21,0,0,0,0,20,9,0,0,0,0,9,24,0,0,0,0,27,25,0,0,0,0,25,73,3,3,0,0,78,95,6,3,0,0,101,185,0,5,0,0,192,155,8,7,0,0,164,201,4,4,0,0,211,148,0,0,0,0,154,65,5,0,0,0,74,1040,29,35,0,0,1111
102011029,90,0,0,0,0,90,30,0,0,0,0,30,11,3,0,0,0,16,31,0,0,0,0,34,57,0,0,0,0,58,146,0,8,3,0,157,143,5,3,0,0,146,274,3,3,0,0,286,213,0,0,0,0,220,218,8,0,0,0,225,198,0,0,0,0,198,96,0,0,0,0,94,1509,31,15,5,0,1558
102011030,28,0,0,0,0,28,8,0,0,0,0,12,9,0,0,0,0,9,11,0,0,0,0,11,17,0,0,0,0,20,59,0,0,0,0,58,61,0,0,0,0,61,60,0,0,0,0,64,65,0,0,0,0,61,64,0,0,0,0,64,91,0,0,0,0,95,42,0,0,0,0,44,524,0,0,0,6,529
102011031,63,9,3,4,0,84,20,0,3,0,0,29,22,8,0,0,0,28,45,10,0,0,0,54,58,6,5,0,0,70,126,8,7,0,0,150,151,6,13,0,0,171,297,11,3,0,0,317,250,5,4,0,0,257,232,0,3,0,0,237,216,3,0,0,0,226,98,4,0,0,0,105,1587,80,49,4,0,1716
102011032,52,14,26,0,0,89,27,9,16,0,0,47,23,10,6,0,0,41,33,7,18,0,0,63,43,9,34,0,0,86,130,36,124,0,0,296,212,87,175,0,0,471,379,66,180,0,0,628,234,28,51,0,0,317,142,4,30,0,0,184,94,6,18,0,0,117,77,16,34,0,0,124,1445,293,713,0,0,2454
102011033,39,3,0,0,0,40,13,0,0,0,0,13,12,0,0,0,0,16,17,0,0,0,0,21,33,0,0,0,0,35,98,7,0,0,0,107,147,12,0,0,0,160,262,14,0,0,0,277,173,5,0,0,0,184,113,0,0,0,0,113,40,4,0,0,0,43,66,5,0,0,0,70,1019,51,6,0,0,1072
102011034,36,6,0,0,0,40,16,3,0,0,0,17,13,5,0,0,0,23,24,0,0,0,0,27,25,10,0,0,0,32,87,4,0,0,0,91,120,14,0,0,0,128,212,19,0,0,0,235,133,7,0,0,0,143,121,4,0,0,0,120,58,0,0,0,0,57,66,11,0,0,0,71,901,82,7,0,0,982
102011035,49,4,0,0,0,49,23,0,0,0,0,23,16,0,0,0,0,14,20,0,0,0,0,22,38,4,0,0,0,41,103,15,0,0,0,120,178,17,0,0,0,195,289,11,0,0,0,304,152,7,0,0,0,158,137,3,0,0,0,141,35,0,0,0,0,37,54,3,0,0,0,56,1091,73,3,0,3,1167
102011036,43,0,0,0,0,45,16,0,0,0,0,16,22,0,0,0,0,25,27,7,0,0,0,36,45,4,0,0,0,54,128,25,0,0,0,150,170,22,0,0,0,189,277,23,0,0,0,301,184,6,0,0,0,191,171,4,0,0,0,172,79,0,0,0,0,80,72,7,0,0,0,80,1241,98,0,0,0,1340
102011037,29,0,0,0,0,28,19,0,0,0,0,19,13,5,0,0,0,15,20,0,0,0,0,22,40,0,0,0,0,45,85,0,0,0,0,89,131,4,0,0,0,138,218,7,0,0,0,227,134,0,0,0,0,134,118,0,0,0,0,125,35,0,0,0,0,35,44,0,0,0,0,44,903,23,6,0,0,930
102011038,50,0,0,0,0,50,16,0,0,0,0,16,10,0,0,0,0,14,18,0,3,0,0,25,40,8,0,0,0,41,90,0,3,0,0,93,114,7,6,0,0,127,245,6,6,0,0,251,186,5,0,0,0,190,143,0,0,0,0,142,81,0,0,0,0,81,71,0,3,0,0,74,1069,18,19,0,0,1107
102011039,73,0,20,0,0,95,22,0,6,0,0,31,26,3,0,0,0,28,39,0,0,0,0,38,35,0,3,0,0,42,124,3,26,0,0,150,134,10,23,0,0,166,279,20,50,0,0,351,265,15,23,0,0,296,320,13,25,0,0,361,278,9,29,0,0,310,93,0,15,0,0,112,1683,86,220,0,0,1979
102011040,115,20,3,0,0,140,40,7,5,0,0,57,33,10,0,0,0,41,53,10,10,0,0,68,76,20,10,0,0,101,197,42,7,3,0,249,274,48,11,6,0,337,494,87,13,11,0,597,394,45,8,0,0,444,302,20,10,5,0,335,150,9,3,0,0,162,123,25,6,0,0,154,2252,333,79,23,5,2689
102011041,65,0,4,0,0,65,14,0,0,0,0,21,20,8,0,0,0,22,17,9,7,0,0,24,27,7,0,0,0,32,110,3,3,0,0,117,140,8,3,0,0,151,236,17,8,0,0,260,216,8,5,0,0,225,260,3,3,0,0,264,222,3,5,0,0,231,80,5,0,0,0,84,1394,62,37,0,0,1502
102011042,64,11,3,0,0,74,27,5,0,0,0,33,21,4,0,0,0,28,39,7,0,0,0,44,41,15,5,0,0,57,133,29,3,0,0,173,184,46,11,0,0,246,308,64,5,0,0,380,209,17,7,0,0,233,165,9,0,0,0,175,86,3,4,0,0,93,77,12,0,0,0,92,1353,222,44,3,5,1621
102011043,60,4,0,0,0,63,19,7,0,0,0,25,27,12,0,0,0,36,29,0,0,0,0,29,68,0,0,0,0,69,168,20,6,0,0,192,248,22,0,0,0,264,430,25,15,0,0,468,246,5,0,0,0,254,102,3,0,0,0,102,38,6,0,0,0,38,91,8,0,0,0,99,1523,105,22,0,0,1644
102021044,132,6,3,0,0,146,43,8,3,0,0,58,42,0,0,0,0,48,86,4,4,0,0,96,106,7,5,0,0,119,321,13,16,0,0,348,418,20,17,0,0,454,780,31,10,0,0,814,485,9,3,0,0,497,278,0,0,0,0,283,124,5,0,0,0,131,169,7,0,0,0,182,2993,117,58,0,3,3162
102021045,51,0,0,0,0,53,25,0,0,0,0,22,24,0,0,0,0,24,40,0,0,0,0,44,68,0,0,0,0,71,233,3,0,0,0,242,375,5,0,5,0,380,462,7,0,0,0,463,122,0,0,0,0,124,47,0,0,0,0,46,22,0,0,0,0,22,91,0,0,0,0,91,1555,18,5,4,0,1577
102021046,58,0,0,0,0,57,16,0,0,0,0,23,22,0,0,0,0,25,45,0,0,0,0,47,56,0,0,0,0,56,169,0,3,0,0,171,261,3,8,3,0,277,345,7,5,0,0,354,114,0,0,0,0,115,61,0,0,0,0,61,24,0,0,0,0,28,69,0,3,0,0,75,1247,12,18,4,0,1286
102021047,112,0,0,0,0,114,44,0,0,0,0,48,25,3,0,0,0,29,56,0,0,0,0,57,81,0,0,0,0,84,254,6,0,0,0,260,415,12,0,0,0,423,663,10,3,0,0,672,377,5,0,0,0,375,228,7,0,0,0,231,112,0,0,0,0,114,124,3,3,0,0,130,2482,46,11,0,0,2543
102021048,103,9,4,0,0,118,41,3,3,0,0,49,54,7,5,0,0,68,79,7,3,0,0,92,127,8,7,0,0,143,328,12,42,0,0,377,572,16,26,0,0,613,671,9,24,0,0,706,216,0,4,0,0,218,97,0,6,0,0,105,53,0,0,0,0,50,148,8,8,0,0,165,2494,79,128,0,0,2700
102021049,20,0,0,0,0,20,6,0,0,0,0,6,8,0,0,0,0,8,6,0,0,0,0,6,12,0,0,0,0,12,38,0,0,0,0,38,46,0,0,0,0,46,63,0,0,0,0,66,64,0,0,0,0,64,98,0,0,0,0,101,87,0,0,0,0,95,34,0,0,0,0,34,483,0,0,0,0,487
102021050,63,0,0,0,0,63,25,0,0,0,0,25,23,0,0,0,0,23,49,5,0,0,0,50,73,0,0,0,0,71,179,0,0,0,0,180,258,0,0,0,0,262,330,0,0,0,0,330,110,3,0,0,0,114,69,0,0,0,0,69,25,0,0,0,0,25,95,0,0,0,0,98,1306,5,3,6,0,1323
102021051,31,0,0,0,0,28,8,0,0,0,0,12,7,0,0,0,0,9,18,4,0,0,0,27,25,11,0,0,0,35,78,13,0,0,0,93,79,31,0,0,0,106,137,24,3,0,0,156,86,9,0,0,0,93,82,0,0,0,0,85,55,0,0,0,0,57,37,5,0,0,0,45,631,103,3,3,0,736
102021052,48,0,0,0,0,46,16,0,0,0,0,16,17,0,0,0,0,17,31,0,0,0,0,31,32,0,0,0,0,32,122,0,3,0,0,125,191,0,0,0,0,195,242,0,0,0,0,244,115,0,0,0,0,115,59,0,0,0,0,59,18,0,0,0,0,18,67,0,0,0,0,64,960,0,8,0,0,968
102021053,42,18,21,0,0,82,8,11,9,0,0,26,21,0,6,0,0,27,11,12,13,0,0,26,26,12,19,0,0,57,86,42,26,4,0,158,120,51,48,0,0,221,217,68,37,0,0,320,142,31,16,0,0,187,131,32,6,0,0,169,84,9,5,0,0,99,57,20,3,0,0,81,944,303,188,9,0,1453
102021054,39,0,0,0,0,42,17,3,0,0,0,22,10,0,0,0,0,11,30,3,0,0,0,39,40,3,0,0,0,44,123,11,4,0,0,136,147,10,5,0,0,164,262,9,5,0,0,268,138,0,0,0,0,139,70,4,0,0,0,69,47,0,0,0,0,49,62,3,0,0,0,63,988,42,12,4,0,1047
102021055,35,3,0,0,0,35,11,0,0,0,0,14,7,0,0,0,0,7,15,3,0,0,0,24,26,0,0,0,0,22,56,18,0,0,0,74,93,35,0,0,0,125,153,21,0,0,0,179,83,8,0,0,0,92,59,0,0,0,0,59,28,0,0,0,0,28,33,5,0,0,0,38,608,100,0,0,0,706
102021056,51,0,0,0,0,51,18,6,0,0,0,25,21,0,0,0,0,22,47,4,0,0,0,55,61,6,0,0,0,60,194,9,0,0,0,201,338,11,0,0,0,353,778,9,0,0,0,789,550,4,0,0,0,549,269,0,0,0,4,278,107,0,0,0,0,107,143,3,0,0,0,143,2580,43,4,0,5,2629
102021057,34,3,0,0,0,48,13,0,0,0,0,17,8,0,0,0,0,8,27,0,0,0,0,34,41,3,0,0,0,51,150,17,3,0,0,162,201,24,4,0,0,229,224,4,0,0,0,227,92,0,0,0,0,97,49,0,0,0,0,50,20,0,0,0,0,20,52,0,0,0,0,54,925,58,17,0,0,996
103011059,49,0,0,0,0,53,26,5,0,0,0,28,18,0,0,0,0,23,41,0,0,0,0,48,66,0,0,0,0,66,214,3,0,0,0,219,353,4,0,0,0,358,480,6,0,0,0,480,178,3,0,0,0,177,92,0,0,0,0,92,42,0,0,0,0,41,70,5,0,0,0,75,1631,27,0,0,0,1663
103011060,47,0,0,0,0,47,13,0,0,0,0,13,28,0,0,0,0,30,42,0,0,0,0,43,39,0,0,0,0,38,117,0,0,0,0,122,119,0,0,0,0,124,192,0,0,0,0,189,106,0,0,0,0,106,105,0,0,0,0,108,61,0,0,0,0,65,67,0,0,0,0,67,945,0,3,0,3,948
103011061,19,0,0,0,0,19,4,0,0,0,0,4,15,0,0,0,0,15,27,0,0,0,0,27,38,0,0,0,0,38,120,0,0,0,0,120,108,0,0,0,0,109,103,0,0,0,0,103,33,0,0,0,0,33,27,0,0,0,0,27,17,0,0,0,0,17,40,0,0,0,0,40,542,0,0,0,0,541
103011612,30,7,7,0,0,42,7,3,0,0,0,15,15,4,0,0,0,24,18,0,0,0,0,24,42,14,0,0,0,60,137,35,10,0,0,187,152,23,0,0,0,177,113,16,0,0,0,127,35,6,0,0,0,39,24,0,0,0,0,28,16,3,0,0,0,23,38,5,0,0,0,43,647,117,27,0,0,789
103011613,73,0,0,0,0,73,14,0,0,0,0,15,28,0,0,0,0,28,54,6,0,0,0,57,83,4,3,0,0,89,303,6,3,0,0,316,460,9,0,0,0,475,476,7,0,0,0,480,175,0,0,0,0,175,109,0,0,0,0,109,69,0,0,0,0,71,89,5,0,0,0,91,1939,41,9,0,0,1989
103021062,78,0,0,0,0,83,31,0,0,0,0,34,29,0,0,0,0,33,67,0,0,0,0,67,67,0,0,0,0,69,92,0,0,0,0,94,47,0,0,0,0,42,33,0,0,0,0,33,10,0,0,0,0,10,13,0,0,0,0,13,20,0,0,0,0,22,51,0,0,0,0,51,543,0,0,4,5,551
103021063,36,4,0,0,0,42,33,6,0,0,0,32,28,0,0,0,0,28,67,4,0,0,0,72,139,0,0,0,0,141,238,0,0,0,0,239,179,0,0,0,0,185,105,0,0,0,0,107,33,0,0,0,0,33,16,0,0,0,0,16,13,0,0,0,0,16,59,0,0,0,0,62,942,12,3,0,3,964
103021064,51,0,0,0,0,49,32,0,0,0,0,32,41,0,0,0,0,41,54,0,0,0,0,55,56,0,0,0,0,57,130,0,0,0,0,131,89,0,0,0,0,90,59,0,0,0,0,63,30,0,0,0,0,30,23,0,0,0,0,24,24,0,0,0,0,24,34,0,0,0,0,34,618,10,0,3,0,634
103021065,66,0,0,0,0,71,29,0,0,0,0,30,35,0,0,0,0,35,97,0,0,0,0,101,121,0,0,0,0,128,269,4,0,0,0,274,185,4,0,0,0,190,137,0,0,0,0,135,43,0,0,0,0,42,29,0,0,0,0,36,27,0,0,0,0,34,67,0,0,0,0,65,1107,15,5,8,0,1136
103021066,44,0,0,0,0,44,33,0,0,0,0,33,27,0,0,0,0,26,46,0,0,0,0,46,34,0,0,0,0,36,75,0,0,0,0,81,32,0,0,0,0,38,23,0,0,0,0,25,13,0,0,0,0,13,9,0,0,0,0,9,13,0,0,0,0,13,22,0,0,0,0,22,362,3,0,0,0,364
103021067,50,0,0,0,0,54,25,0,0,0,0,27,37,0,0,0,0,37,97,0,0,0,0,99,143,0,0,0,0,143,389,0,0,0,0,392,227,0,0,0,3,231,180,8,0,0,0,185,45,0,0,0,0,48,46,0,0,0,0,48,20,0,0,0,0,22,74,0,0,0,0,69,1331,14,9,5,6,1365
103021068,41,0,0,0,0,36,16,0,0,0,0,16,21,0,0,0,0,21,22,0,0,0,0,22,27,0,0,0,0,24,44,0,0,0,0,44,33,0,0,0,0,40,33,0,0,0,0,33,20,0,0,0,0,20,9,0,0,0,0,9,9,0,0,0,0,13,22,0,0,0,0,22,297,0,0,4,0,300
103021069,51,4,0,0,4,54,26,0,0,0,0,26,34,0,0,0,0,32,48,0,0,0,0,52,62,0,0,0,0,64,129,0,0,5,0,131,70,0,0,0,0,74,61,0,0,0,0,65,15,0,0,0,0,15,10,0,0,0,0,10,15,0,0,0,0,20,37,0,0,0,0,37,568,5,0,10,5,588
103031070,62,7,0,0,0,67,30,0,0,0,0,31,33,4,0,0,0,31,62,3,0,0,0,65,91,5,0,0,0,99,295,6,0,0,0,309,253,8,0,0,0,264,203,0,3,0,0,210,111,0,0,0,0,112,66,0,0,0,0,66,26,0,0,0,0,26,64,3,0,0,0,72,1301,37,6,3,4,1349
103031071,50,0,0,0,0,49,46,0,0,0,0,50,25,0,0,0,0,25,38,0,0,0,0,40,102,0,0,0,0,104,201,5,0,0,0,210,198,7,0,0,0,203,179,0,0,0,0,182,80,0,0,0,0,83,90,0,0,0,0,91,51,0,0,0,0,56,59,0,0,0,0,59,1119,12,0,10,0,1140
103031072,45,9,0,0,0,50,33,0,0,0,0,33,24,0,0,0,0,23,37,4,0,0,0,36,69,6,0,0,0,67,219,12,0,0,0,227,310,12,0,0,0,320,405,4,0,0,0,411,147,3,0,0,0,151,81,4,0,0,0,88,62,0,0,0,0,62,66,3,0,0,0,67,1492,43,0,4,0,1542
103031073,19,0,0,0,0,14,20,0,0,0,0,20,14,0,0,0,0,14,29,0,0,0,0,29,36,0,0,0,0,39,62,0,0,0,0,62,31,0,0,0,0,31,37,0,0,0,0,37,10,0,0,0,0,10,10,0,0,0,0,10,6,0,0,0,0,8,24,0,0,0,0,24,296,0,0,3,0,299
103031074,64,0,0,7,0,67,39,0,0,0,0,37,44,0,0,0,0,44,58,0,0,0,0,58,75,0,0,0,0,75,229,0,0,0,0,232,242,4,0,0,0,249,248,0,0,0,0,249,120,0,0,0,0,121,116,0,0,0,0,115,80,0,0,0,0,77,79,0,0,0,0,82,1398,10,0,4,0,1415
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,50,0,0,0,0,50,16,0,0,0,0,16,19,0,0,0,0,19,36,0,0,0,0,38,68,4,0,0,0,74,200,5,0,0,0,199,164,0,0,0,0,169,155,0,0,0,0,155,69,0,0,0,0,71,68,0,0,0,0,67,50,0,0,0,0,49,45,0,0,0,0,45,947,9,0,4,8,966
103041077,60,6,0,0,0,68,31,0,0,0,0,36,30,0,0,0,0,31,91,10,0,0,0,101,128,11,0,0,0,138,446,29,4,0,0,479,503,12,0,0,0,515,347,4,0,0,0,354,104,0,0,0,0,105,82,0,0,0,0,82,60,0,0,0,0,56,100,0,0,0,0,103,1984,72,16,0,4,2074
103041078,76,3,7,0,0,83,40,5,0,0,0,47,40,7,0,0,0,50,95,0,3,0,0,101,117,4,0,0,0,127,407,14,7,0,0,426,678,16,0,0,0,690,829,0,0,0,0,831,315,0,0,0,0,316,210,0,0,0,0,210,127,0,0,0,0,133,148,4,4,0,0,155,3100,44,22,0,0,3172
