SA2_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
101031016,0,0,0,3,7,4,4,0,0,0,0,3,0,0,0,23,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,11,0,0,3,4,10,11,24,3,3,0,8,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,11,0,3,13,66,6,0,9,106,0,0,0,0,0,0,19,13,0,0,0,3,0,0,0,39,12,35,107,79,57,68,119,35,8,18,16,23,15,6,21,619,0,0,3,4,14,11,16,12,0,0,0,3,3,0,5,76,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,6,9,25,35,45,35,26,34,25,9,11,22,47,22,0,11,362,32,94,205,212,206,186,326,175,29,54,81,193,68,5,57,1920
101041017,0,0,0,6,7,3,4,8,3,0,5,0,0,0,0,34,0,0,3,0,8,5,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,11,11,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,18,91,159,83,47,17,25,18,0,5,5,0,0,0,15,477,0,0,3,3,3,8,5,0,0,0,0,0,0,0,0,26,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,7,10,21,41,27,35,5,11,11,0,0,4,6,0,0,3,181,39,184,294,199,147,90,122,68,19,21,21,20,8,3,42,1279
101041018,0,0,0,0,7,4,7,18,5,0,5,0,0,0,5,50,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,7,11,4,0,0,0,0,0,0,3,40,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,5,0,3,0,3,0,0,0,18,29,70,157,95,60,22,30,18,7,3,0,0,0,0,32,526,0,0,0,10,9,4,6,0,0,0,0,4,3,0,0,45,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,11,10,22,49,26,16,25,28,7,8,0,10,7,3,0,0,204,60,196,309,226,152,126,136,80,26,17,23,31,21,0,69,1469
101041019,0,0,0,3,6,0,4,13,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,4,0,0,0,0,0,22,15,50,81,44,30,20,19,7,0,3,0,0,0,0,11,285,0,4,0,6,4,8,13,9,0,3,0,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,13,13,17,4,16,12,7,4,0,3,3,0,0,119,24,91,128,117,106,68,121,83,26,31,14,17,8,3,30,875
101041020,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,3,6,12,5,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,14,5,62,154,77,40,31,38,14,5,0,0,0,0,0,17,439,0,0,4,10,11,4,6,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,11,29,17,21,4,13,5,5,0,0,0,0,0,0,117,14,131,247,199,150,93,105,40,7,3,12,6,5,4,31,1053
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,4,4,3,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,36,54,35,16,3,25,8,0,0,0,0,0,0,9,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,3,10,5,0,0,8,0,0,0,0,0,52,24,88,101,67,43,30,55,26,0,9,10,10,3,0,19,486
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
101041023,0,0,0,0,3,0,0,0,0,5,3,5,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,23,39,29,12,10,11,6,0,0,0,0,0,0,6,140,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,10,7,5,3,3,0,0,0,0,0,0,0,69,6,77,73,74,37,33,38,19,11,6,9,4,4,0,17,412
101041024,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27,47,22,15,10,3,0,0,0,0,0,0,0,11,140,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,13,5,0,6,0,0,0,0,0,0,0,3,59,12,58,89,59,52,22,27,6,3,5,5,0,0,0,26,369
101041025,0,0,0,0,11,12,12,14,0,3,0,9,0,0,0,59,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,4,8,11,9,16,0,3,0,0,5,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,0,0,3,0,0,0,3,37,23,99,233,113,72,51,50,22,4,3,0,0,4,0,26,699,0,0,4,9,5,7,19,0,3,0,0,0,0,0,0,51,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,11,27,38,50,32,17,25,10,7,4,0,3,0,0,8,231,72,222,345,264,194,135,202,100,38,17,24,29,18,0,58,1714
101041026,0,0,0,0,3,7,3,7,5,0,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,20,62,160,87,40,31,31,10,0,0,0,0,0,0,18,457,0,0,3,4,6,9,7,3,0,0,0,0,0,0,0,30,0,0,0,0,7,0,0,3,0,0,0,0,0,4,0,18,6,15,34,21,12,3,10,5,0,0,3,0,0,0,3,121,49,136,265,174,111,80,95,40,11,9,7,7,0,3,42,1045
101041027,0,0,0,0,8,0,6,6,0,0,0,3,0,0,0,35,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,8,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,27,98,202,112,71,33,23,15,0,0,0,9,0,0,30,616,0,0,4,9,11,5,14,8,0,0,0,0,0,0,0,56,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,11,12,38,38,48,28,8,17,13,3,0,5,0,3,0,4,204,61,221,327,257,187,100,115,51,15,18,19,25,7,3,59,1466
101051539,0,0,0,7,30,10,28,51,8,8,11,16,0,0,0,183,4,4,0,3,8,0,3,3,0,0,0,0,0,0,4,22,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,7,9,3,5,0,0,3,0,0,4,37,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,9,20,8,0,0,3,3,3,0,5,47,30,67,164,92,52,27,46,27,6,0,4,11,0,0,43,576,0,0,0,9,3,10,14,7,0,0,0,0,0,0,0,46,0,0,0,0,3,0,4,6,0,0,0,0,0,0,4,30,11,21,39,49,28,23,93,51,14,10,8,23,4,28,41,445,51,172,296,262,225,178,445,384,92,81,97,190,38,55,186,2746
101051540,0,0,0,0,6,3,7,5,0,0,0,0,0,0,0,31,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,8,6,12,0,0,0,0,0,0,0,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,13,53,158,94,63,25,42,7,0,5,0,0,0,0,15,474,0,0,5,8,3,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,40,46,32,15,19,4,3,8,8,3,0,0,12,209,33,128,300,241,178,107,151,51,16,13,13,6,5,3,53,1310
101061541,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,3,0,0,0,3,0,0,0,22,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,8,23,46,43,31,22,17,23,0,0,5,0,0,0,4,225,0,0,0,4,4,3,5,3,0,0,0,0,0,0,3,15,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,15,6,7,12,15,4,11,20,3,0,0,0,8,0,0,3,84,20,51,84,91,78,69,107,74,13,11,9,22,3,7,22,652
