SA2_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
101021007,0,0,0,0,0,5,0,5,0,0,3,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,12,21,62,39,34,15,24,0,0,0,0,0,0,0,10,223,0,0,4,0,3,5,3,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,20,29,6,9,9,3,0,0,0,3,0,0,5,104,25,43,108,107,93,53,65,28,8,3,10,14,4,0,23,568
101021008,0,0,0,0,14,6,17,29,4,5,5,3,3,0,3,88,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,16,4,26,53,25,24,4,30,8,0,0,0,0,0,0,0,168,0,0,6,4,7,0,3,6,0,0,0,0,0,0,0,29,0,0,0,6,6,5,5,3,0,0,0,0,0,0,0,25,6,24,47,32,31,37,53,24,0,3,0,0,0,0,11,268,17,100,218,187,198,126,250,164,40,41,30,30,10,8,46,1465
101021009,0,0,0,5,17,16,60,76,7,13,8,19,3,4,4,230,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,6,3,9,8,3,0,0,0,0,0,0,0,36,0,0,0,0,5,9,0,0,7,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,9,8,3,0,0,0,3,0,3,37,3,29,72,32,30,29,26,16,0,4,0,0,0,0,10,256,0,0,0,3,3,8,3,6,0,0,0,0,4,0,0,29,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,20,19,36,52,33,42,51,78,66,21,18,15,14,10,0,8,458,63,176,290,187,195,211,500,531,185,232,196,143,54,16,51,3031
101021010,0,0,0,4,8,3,24,15,7,10,4,7,3,0,0,86,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,9,0,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,0,6,0,0,0,0,0,0,20,9,12,45,26,16,11,26,13,4,0,3,0,0,0,0,172,0,0,4,5,3,3,9,6,5,0,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,5,15,19,18,19,15,24,34,0,8,8,6,5,4,0,173,25,50,98,86,85,100,266,209,52,77,77,65,22,8,16,1251
101021012,0,0,0,0,18,7,13,16,6,3,13,10,8,0,0,97,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,5,0,0,0,5,0,0,0,0,17,0,0,0,3,4,22,28,8,5,5,10,3,0,0,0,82,0,0,0,0,15,6,0,11,0,6,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,4,6,0,0,0,0,0,3,30,4,35,89,54,55,45,65,33,0,3,0,8,0,6,4,410,0,0,0,3,8,12,27,10,5,3,3,0,6,0,4,86,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,19,3,21,59,56,62,64,67,25,7,3,0,7,0,0,10,382,23,100,254,237,340,295,431,226,43,49,54,57,30,9,41,2183
101021610,0,0,0,0,3,6,28,30,10,4,0,3,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,21,0,0,0,0,3,4,13,21,4,3,0,4,0,0,0,72,0,0,0,0,0,7,10,8,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,3,19,20,23,15,45,33,0,0,0,0,0,0,0,168,0,0,0,0,3,3,5,8,5,0,0,0,5,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,4,5,18,25,42,34,6,6,3,8,0,0,3,148,0,14,33,58,94,122,397,303,58,29,22,43,11,8,28,1211
101021611,0,0,0,0,5,0,3,3,4,0,0,10,0,0,0,32,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,3,6,3,0,3,0,0,0,0,0,0,0,0,15,0,0,6,0,12,15,11,6,0,0,0,6,0,0,0,57,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,18,9,55,183,126,97,75,109,51,0,0,9,7,6,0,11,737,0,0,12,11,12,20,19,25,9,0,3,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,34,84,89,54,32,33,12,4,4,0,6,4,0,5,371,45,156,417,337,312,220,287,146,17,11,16,33,10,3,52,2063
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,20,12,0,0,3,0,0,0,0,0,0,0,0,49,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,3,6,0,3,0,4,0,0,0,3,0,3,0,0,30,11,19,43,29,22,8,21,19,7,3,3,10,5,0,10,207
101031014,0,0,0,0,3,0,0,6,0,0,5,8,3,5,10,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,3,9,0,0,0,0,0,3,5,0,31,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,14,7,0,0,0,3,0,0,0,32,12,23,66,36,20,11,11,5,0,0,0,0,0,0,10,198,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,9,21,31,20,19,18,29,12,0,9,3,10,6,9,15,204,37,122,174,106,95,86,134,87,20,51,31,66,39,38,67,1163
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,61,19,17,6,13,10,0,0,0,0,0,0,3,154,0,0,0,0,6,3,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,12,10,4,0,3,0,0,0,7,0,0,0,70,4,60,107,58,64,25,40,23,0,0,3,17,0,0,8,402
