SA2_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
101021007,672,272,342,433,612,730,610,352,77,4102,0,0,0,0,3,0,3,0,3,11,18,26,23,18,35,52,35,15,8,230,0,0,0,0,0,3,0,0,0,7,3,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5,8,9,0,0,44,0,0,0,0,0,0,0,0,0,0,23,25,33,25,43,67,52,23,9,295,19,25,33,27,45,74,54,24,7,307,0,0,0,0,0,0,3,0,0,3,696,297,377,456,657,804,664,370,84,4418
101021008,1602,966,1218,1109,1105,1048,718,366,90,8220,0,0,0,0,0,0,4,5,0,5,16,29,19,10,20,15,16,9,0,126,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,7,6,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,21,47,31,12,24,20,13,9,0,184,21,48,31,14,28,20,20,10,0,191,0,0,0,0,0,0,0,0,0,5,1627,1017,1253,1121,1131,1069,740,375,94,8419
101021009,1709,1076,2277,1603,1336,1215,854,524,333,10932,0,0,0,0,4,0,5,3,3,11,23,39,42,25,43,50,26,16,14,275,0,0,3,0,4,7,0,0,0,15,3,5,3,0,7,3,3,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,16,21,17,8,3,3,0,6,81,0,0,0,0,0,0,0,0,0,0,34,58,69,49,61,64,31,14,20,399,34,60,69,49,63,68,38,18,23,414,0,0,0,0,0,3,4,0,0,19,1748,1137,2353,1656,1400,1288,896,545,350,11364
101021010,769,518,1043,730,637,579,370,184,52,4881,0,0,0,0,0,0,0,0,0,0,11,26,27,20,29,28,12,0,0,154,0,0,0,0,0,4,5,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,4,3,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,26,37,36,31,34,41,15,3,0,216,26,37,36,31,34,39,15,3,0,219,0,0,0,5,4,3,3,0,0,8,796,553,1077,758,674,629,386,186,52,5113
101021012,2666,1624,1415,1776,2115,1601,760,314,78,12351,0,0,0,0,0,0,0,0,0,0,16,36,22,13,17,15,16,12,0,153,0,0,8,0,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,14,24,11,9,0,3,3,0,85,0,0,0,0,0,0,0,0,0,0,27,51,62,25,24,26,22,13,3,271,27,51,62,27,24,26,22,18,3,271,3,0,3,0,0,0,3,0,0,10,2699,1685,1481,1807,2147,1635,787,329,77,12634
101021610,1857,472,1269,1311,678,272,156,48,6,6075,0,0,0,0,0,0,0,0,0,0,9,8,6,13,5,3,7,0,0,48,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,3,0,4,0,6,0,23,0,0,0,0,0,0,0,0,0,0,15,17,16,11,3,11,9,5,0,82,15,17,16,11,3,11,9,5,0,82,0,0,0,0,0,3,0,0,0,13,1866,490,1285,1322,686,287,172,46,5,6171
101021611,3131,1762,1552,2015,2602,2412,1638,629,92,15824,0,0,4,0,3,9,9,6,0,31,40,50,48,41,47,53,36,24,9,349,0,3,5,0,0,6,4,0,0,19,0,0,5,0,6,8,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,24,28,36,23,19,14,7,4,0,156,0,0,0,0,0,0,0,0,0,0,62,83,95,67,68,86,55,29,10,554,62,87,97,68,68,98,63,35,10,583,0,0,0,5,0,4,0,0,0,15,3192,1847,1651,2089,2672,2507,1700,663,103,16426
101031013,394,201,225,244,277,360,360,191,62,2320,0,6,0,0,0,0,0,0,0,9,5,25,15,5,12,23,11,6,3,96,0,0,7,5,0,0,4,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10,30,25,10,14,24,13,6,3,132,10,32,25,10,15,31,11,6,6,144,0,0,0,0,3,0,0,0,0,8,405,236,250,261,294,390,371,197,72,2471
101031014,1084,626,806,792,791,901,715,522,235,6474,4,0,3,0,0,5,0,3,0,18,15,39,57,50,41,42,27,11,4,289,0,4,5,0,4,3,0,0,0,17,0,0,5,0,3,11,5,0,0,27,0,0,7,0,3,0,0,0,0,4,0,0,0,4,5,0,0,0,0,13,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,10,4,0,11,4,0,0,36,0,0,0,0,0,0,0,0,0,0,17,48,86,61,63,65,37,15,5,394,22,48,89,62,65,69,43,16,5,412,6,0,0,6,0,0,0,0,0,11,1103,672,900,860,854,972,755,541,239,6896
101031015,538,287,256,297,538,576,432,254,65,3242,0,6,0,0,3,0,0,0,0,12,10,22,32,27,41,24,19,13,0,181,0,0,4,5,4,0,0,0,0,14,0,4,8,17,14,7,0,0,0,44,0,0,12,13,0,11,0,0,0,33,0,5,0,4,0,4,0,0,0,15,0,0,0,0,6,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,8,13,0,4,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,13,39,64,60,66,54,19,13,0,325,13,39,61,60,65,55,18,15,6,335,0,0,0,0,0,0,0,0,0,0,550,332,320,352,601,627,450,273,66,3571
