SA2_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
101021007,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,620,479,1094,29,38,65,35,0,35,5,4,3,4,0,4,3,3,10,61,64,127,754,591,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,13,3,15,10,4,16,0,0,0,0,0,0,4,0,5,4,0,5,219,220,439,83,132,210,16,8,17,1077,953,2036
101021008,0,0,0,14,15,30,0,0,0,0,0,0,3,0,4,1712,1420,3127,121,157,276,37,0,33,34,6,35,8,7,11,12,0,21,20,26,47,1960,1634,3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,0,0,0,5,7,8,12,12,24,16,21,37,0,0,0,0,0,0,0,0,0,0,0,0,94,193,282,123,217,339,7,3,13,2199,2063,4258
101021009,0,0,0,48,90,136,0,0,0,0,0,0,13,16,27,2457,1794,4250,126,235,358,42,0,42,62,0,64,28,3,36,22,8,35,86,123,202,2884,2275,5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,13,14,0,5,11,9,25,32,30,22,50,38,43,83,0,0,0,3,6,4,3,0,3,8,3,12,189,261,454,218,338,555,9,11,25,3347,2936,6281
101021010,0,0,0,14,23,36,0,0,0,0,0,0,0,0,4,1182,898,2080,58,82,139,24,0,25,18,0,23,26,5,26,4,3,10,47,36,83,1374,1047,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,9,10,10,23,14,13,30,0,0,0,0,0,0,0,0,0,0,0,0,104,134,234,87,158,249,0,0,0,1582,1363,2944
101021012,0,0,0,12,10,19,0,0,0,0,0,0,12,8,21,2770,2465,5237,149,214,363,48,0,45,39,8,50,16,0,22,12,4,19,27,29,59,3085,2738,5823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,6,8,12,0,0,0,9,18,29,32,20,54,41,36,80,0,0,0,0,5,5,0,0,0,0,4,4,310,406,719,271,451,723,8,3,16,3718,3647,7364
101021610,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,1395,1155,2547,39,106,144,14,0,14,26,0,26,0,0,3,0,0,3,12,20,34,1499,1295,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,4,0,0,0,8,3,11,14,0,14,18,12,29,0,0,0,0,0,0,0,0,0,0,0,0,159,218,373,126,248,379,9,4,11,1811,1778,3588
101021611,0,0,0,12,11,27,0,0,0,0,0,0,0,0,0,3248,2730,5978,144,210,352,126,0,131,41,6,45,12,3,13,18,10,25,69,65,136,3673,3036,6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,5,9,0,0,0,12,10,21,52,31,81,60,44,99,0,0,0,0,0,0,0,0,0,0,3,6,530,711,1248,323,519,844,26,13,35,4606,4328,8936
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,320,730,21,14,40,17,0,17,0,0,4,0,0,0,6,0,6,24,42,66,486,382,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,6,5,17,0,0,0,0,0,0,0,0,0,0,0,0,80,69,152,30,55,94,9,4,12,615,518,1129
101031014,0,0,0,16,3,18,0,0,0,0,0,0,5,5,12,1075,919,1988,102,94,198,25,0,25,16,0,16,13,4,16,6,9,15,107,103,207,1364,1131,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,20,9,18,17,7,25,0,0,0,0,0,0,0,0,0,0,0,0,139,147,287,127,177,308,17,11,26,1659,1479,3138
101031015,0,0,0,25,4,27,0,0,0,0,0,0,0,0,0,597,466,1061,52,53,104,19,0,19,8,0,8,0,0,0,14,3,15,34,38,65,741,558,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,9,5,10,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,147,153,307,68,87,152,9,4,11,982,807,1792
101031016,11,20,31,22,13,35,3,0,3,0,0,0,0,0,0,1819,1470,3285,153,220,368,34,0,34,11,0,9,8,3,13,94,50,142,391,370,756,2537,2144,4681,15,0,13,0,0,0,0,0,0,26,29,55,9,8,15,0,0,0,48,37,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,33,26,65,87,69,148,6,3,8,0,0,0,5,0,5,7,12,16,572,615,1194,845,862,1703,37,32,69,4077,3721,7801
101041017,0,0,0,7,11,15,0,0,0,0,0,0,0,3,4,1087,997,2086,85,90,174,44,0,44,16,4,15,7,8,19,10,4,17,54,46,103,1313,1159,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,16,11,11,23,0,0,0,0,0,0,4,0,0,4,4,4,103,177,283,153,236,392,12,10,25,1597,1597,3193
101041018,0,0,0,14,7,25,0,0,0,0,0,0,0,3,3,1115,1090,2204,80,92,176,40,0,41,3,0,3,12,0,16,9,9,10,29,26,54,1298,1233,2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,7,12,5,17,14,7,22,0,0,0,0,0,0,0,0,0,0,0,0,175,239,415,154,225,382,15,12,29,1661,1716,3383
101041019,0,0,0,0,3,8,0,6,6,0,0,0,5,0,6,1248,1251,2504,82,91,172,38,0,36,10,3,13,17,13,31,7,8,14,116,112,226,1527,1484,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,30,18,9,27,0,0,0,0,0,0,0,0,5,0,0,5,161,224,387,167,267,432,24,16,34,1902,2001,3903
101041020,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,1313,1229,2537,60,65,127,81,0,83,26,0,29,3,0,7,19,10,25,81,59,139,1583,1379,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,5,4,23,3,28,25,12,35,0,0,0,0,0,0,0,0,0,0,0,0,315,381,700,189,284,471,28,20,53,2137,2078,4215
101041021,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,513,442,953,21,27,49,21,0,21,3,0,4,13,12,20,3,0,3,15,33,48,587,520,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,90,144,237,91,129,221,5,8,18,785,795,1579
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,6,6
101041023,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,432,399,825,42,29,68,22,0,21,5,0,0,0,0,0,9,3,6,26,33,62,527,457,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,57,86,47,70,121,14,13,27,625,610,1232
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,455,918,37,25,58,23,5,27,7,0,6,9,0,9,6,0,8,32,30,68,575,515,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,105,122,226,82,94,174,3,13,11,766,748,1513
101041025,0,0,0,3,8,14,0,0,0,0,0,0,0,6,5,1615,1459,3074,84,122,208,51,6,52,10,0,16,17,0,21,21,12,29,93,95,192,1900,1704,3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,18,16,10,24,0,0,0,0,0,0,0,0,0,0,0,0,279,360,639,234,356,588,20,13,34,2448,2445,4891
101041026,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,1130,1067,2199,59,61,123,58,0,58,10,0,10,17,7,24,5,7,13,40,48,91,1330,1198,2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,12,14,3,15,0,0,0,0,0,0,0,0,0,0,0,0,158,243,402,146,221,367,18,12,31,1661,1679,3342
101041027,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,1063,988,2047,72,74,150,40,0,36,9,0,9,7,11,20,21,4,29,80,92,167,1297,1170,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,17,15,5,17,0,0,0,0,0,0,0,0,0,0,0,0,249,312,559,184,235,416,29,33,58,1761,1754,3516
101051539,8,0,4,23,10,35,0,0,0,0,0,0,14,21,30,4099,3533,7631,328,345,671,82,5,90,33,0,36,26,4,31,27,5,31,191,193,381,4835,4118,8947,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,4,38,18,56,40,25,66,3,0,3,0,0,0,0,0,0,9,0,9,277,492,771,442,725,1164,38,30,64,5636,5384,11024
101051540,6,3,7,5,0,8,0,0,0,0,0,0,0,0,0,2021,1742,3761,106,121,226,149,4,154,25,3,26,3,0,3,40,16,53,127,102,234,2478,1993,4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,5,23,10,41,26,13,49,0,0,0,0,0,0,0,0,0,8,0,8,668,590,1255,238,379,616,36,28,58,3448,3006,6453
101061541,0,0,0,19,11,33,0,0,0,0,0,0,0,0,0,1140,963,2104,76,76,155,49,3,51,3,4,7,10,0,7,11,8,16,67,61,123,1366,1127,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,0,0,8,10,14,10,25,16,15,28,0,0,0,0,0,0,0,0,0,0,0,3,137,222,355,138,210,353,11,11,15,1669,1589,3257
101061542,0,0,0,8,9,14,0,0,0,0,3,3,0,0,0,2103,1934,4039,106,157,254,117,6,125,33,5,35,4,3,8,20,9,31,107,86,194,2500,2204,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,5,0,0,0,5,9,12,32,20,52,37,30,68,0,0,0,0,5,3,6,0,6,5,5,8,626,702,1332,243,379,625,19,18,39,3429,3341,6776
101061543,0,0,0,5,5,6,3,0,3,0,0,0,9,5,10,1646,1514,3158,149,138,286,67,0,70,17,3,14,12,0,12,14,3,13,93,91,180,2002,1746,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,14,12,4,23,0,0,0,0,0,0,0,0,0,0,0,0,141,208,346,123,243,369,29,18,46,2311,2220,4532
101061544,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,1033,962,1994,56,46,103,52,10,67,6,0,8,3,0,3,32,10,39,110,85,195,1299,1116,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,12,14,8,19,0,0,0,0,0,0,0,0,0,0,0,0,297,291,588,77,144,214,18,23,42,1711,1568,3277
102011028,10,8,19,4,0,5,0,0,0,0,0,0,0,0,0,871,709,1578,53,54,104,24,0,24,6,0,11,0,0,0,7,0,7,15,25,39,999,793,1792,0,0,4,0,0,0,0,0,0,11,9,16,0,0,0,0,0,0,14,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,19,31,13,39,0,0,0,0,0,0,0,0,0,0,0,0,651,718,1370,208,365,571,8,11,13,1897,1892,3787
102011029,27,9,31,5,4,5,4,0,4,0,0,0,0,0,0,1193,910,2100,56,45,96,36,0,34,16,0,16,4,0,5,10,3,13,14,20,37,1345,992,2333,3,0,4,0,0,0,0,0,0,16,3,20,0,0,3,0,0,0,24,10,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,4,18,8,22,39,18,59,3,4,10,0,0,0,0,0,0,9,4,10,817,975,1799,286,403,686,11,4,13,2506,2399,4904
102011030,5,3,7,0,0,5,0,0,0,0,0,0,0,0,0,547,369,915,28,35,65,44,0,44,6,0,6,4,0,4,20,8,35,77,47,124,732,472,1202,4,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,22,12,33,0,0,0,0,0,0,0,0,0,0,0,0,337,393,727,111,183,294,17,17,36,1222,1070,2292
102011031,17,11,27,14,8,22,0,0,0,0,0,0,0,0,3,1425,1232,2658,79,94,170,33,0,33,12,0,12,13,0,13,11,7,12,27,47,75,1638,1396,3026,4,0,10,0,0,0,0,0,0,11,3,17,4,5,8,5,0,3,24,9,29,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,13,0,18,40,11,53,4,4,6,0,0,0,0,0,0,4,4,4,872,974,1847,353,543,896,8,13,23,2919,2932,5852
102011032,94,79,175,62,92,153,0,0,0,0,0,0,6,10,16,2554,1946,4494,142,202,343,35,0,41,35,6,35,19,5,25,18,15,37,137,142,278,3094,2494,5588,37,24,66,0,0,0,4,0,4,20,8,32,3,9,8,0,3,4,71,45,111,0,0,0,0,0,0,0,0,4,3,8,14,0,3,4,3,10,19,20,13,36,95,69,168,11,11,24,3,0,9,0,0,0,14,14,28,1357,1511,2867,594,958,1549,27,19,44,5179,5060,10241
102011033,5,3,10,8,10,19,0,0,0,0,0,0,0,0,0,973,725,1698,46,63,115,25,4,20,16,0,16,0,0,0,6,4,14,8,19,24,1088,830,1922,6,4,3,0,0,0,0,0,0,8,3,12,0,0,3,0,0,0,10,8,19,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,10,0,10,21,8,29,0,3,7,0,0,0,0,0,0,0,3,5,388,466,852,211,313,521,9,5,17,1717,1630,3347
102011034,7,0,12,0,4,10,0,0,3,0,0,0,0,0,4,825,699,1526,38,63,99,20,0,20,7,0,7,5,0,5,3,0,8,14,30,39,929,797,1730,0,0,4,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,365,444,804,180,304,485,0,3,6,1486,1560,3047
102011035,20,16,35,4,3,7,0,0,0,0,0,0,0,3,5,909,784,1696,58,76,136,18,0,18,23,0,23,3,0,7,8,3,16,4,11,17,1056,896,1955,10,8,10,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,17,8,25,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,4,3,9,0,9,33,11,44,4,3,3,0,0,0,0,0,0,3,3,4,448,499,946,223,341,562,4,7,14,1771,1756,3526
102011036,20,13,38,7,9,16,0,0,0,0,0,0,0,0,0,1064,857,1920,64,68,137,30,0,30,16,0,21,7,0,7,12,8,15,21,15,38,1234,971,2208,3,4,12,0,0,0,0,0,0,5,0,7,0,0,0,4,0,0,18,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,20,32,11,41,0,5,5,0,0,0,0,0,0,0,5,5,541,591,1131,242,380,619,6,3,6,2045,1963,4014
102011037,33,30,65,8,5,17,0,0,0,0,0,0,0,0,0,665,530,1190,46,34,84,12,0,14,15,0,14,0,6,7,3,3,7,11,9,20,794,626,1416,8,4,12,0,0,0,0,0,0,6,4,6,0,3,6,4,0,4,23,7,26,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3,4,6,3,16,26,15,42,0,0,3,0,0,0,0,0,0,4,6,4,517,542,1059,179,266,442,7,3,14,1523,1457,2980
102011038,6,6,16,9,0,10,0,0,0,0,0,0,0,0,0,907,709,1613,42,44,84,29,0,31,9,0,9,0,0,0,7,6,17,8,3,11,1020,770,1791,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,18,5,21,5,0,5,0,0,0,0,0,0,5,0,5,367,581,954,217,324,545,11,9,22,1628,1699,3332
102011039,12,6,19,11,6,19,0,0,0,0,0,0,0,0,0,1751,1405,3160,78,96,175,37,0,37,13,3,17,10,4,8,13,7,21,41,40,80,1962,1577,3539,4,0,4,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,13,3,19,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,5,11,9,25,30,19,45,6,0,4,0,3,3,0,0,0,3,3,13,1167,1323,2493,438,667,1105,15,13,24,3619,3599,7218
102011040,102,56,159,26,40,63,10,0,10,0,0,0,6,10,14,2328,1835,4160,123,183,307,59,0,64,9,3,17,30,11,42,18,18,38,64,99,163,2780,2262,5041,48,34,83,0,0,0,0,0,0,34,17,51,5,5,8,6,0,9,96,53,152,0,6,5,0,0,0,3,3,3,0,8,8,0,7,6,9,13,18,29,13,44,138,81,216,15,9,23,0,4,4,0,0,0,21,4,24,1330,1690,3023,603,909,1511,28,19,46,4896,4975,9868
102011041,8,3,4,12,14,31,0,0,0,0,0,0,0,0,0,1349,1041,2389,76,67,147,38,0,38,10,0,9,8,6,8,8,9,17,20,14,33,1525,1157,2682,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,10,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,20,6,27,25,11,43,6,0,6,0,0,0,0,0,0,6,0,4,709,907,1622,300,476,777,5,10,10,2570,2568,5139
102011042,116,58,173,19,41,55,3,0,3,0,0,0,0,5,6,1290,1018,2307,67,87,157,29,0,28,10,0,14,18,6,23,12,9,14,42,82,119,1596,1312,2906,20,30,49,0,0,0,0,0,0,17,4,25,4,4,4,8,4,6,43,36,82,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,21,6,28,68,48,113,9,10,13,0,0,0,4,0,4,13,10,18,749,935,1690,341,516,859,30,18,48,2793,2836,5629
102011043,32,15,46,18,25,42,0,0,0,0,0,0,0,3,5,1293,988,2282,73,113,187,29,0,28,12,0,12,7,0,5,3,6,15,16,23,44,1491,1187,2675,10,6,23,0,0,0,0,0,0,10,10,19,0,0,0,0,0,4,24,19,41,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,10,11,10,3,16,36,32,64,5,3,5,4,0,4,0,0,0,5,3,11,553,667,1215,316,483,797,10,11,22,2411,2378,4786
102021044,16,9,26,21,24,43,0,0,0,0,0,0,0,3,4,2947,2254,5197,167,145,312,85,0,84,35,0,34,23,5,25,13,15,31,29,59,92,3334,2510,5844,7,3,11,0,0,0,0,0,0,7,7,13,0,0,0,0,0,0,18,8,21,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,4,9,22,9,32,50,20,62,6,0,3,0,0,3,0,0,0,7,4,6,826,1343,2173,618,975,1594,14,22,33,4843,4869,9710
102021045,15,0,15,8,11,24,0,0,0,0,0,0,0,0,0,1590,1268,2853,113,100,208,50,0,45,18,0,15,0,0,0,12,6,19,16,13,23,1809,1402,3217,0,0,0,0,0,0,0,0,0,12,4,14,0,0,0,0,0,0,16,4,21,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,4,3,23,8,25,37,11,49,0,3,3,0,0,0,0,0,0,0,3,5,249,421,669,304,487,795,12,16,28,2415,2339,4761
102021046,3,6,11,8,7,16,0,0,0,0,0,0,0,0,0,1195,905,2106,57,55,111,34,0,40,11,0,11,5,5,4,12,7,18,9,12,24,1344,994,2338,8,5,6,0,0,0,0,0,0,7,3,9,0,3,3,0,0,0,11,8,21,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,20,9,22,26,14,47,0,0,0,0,0,0,0,0,0,0,0,0,253,445,697,300,391,692,13,6,16,1937,1857,3795
102021047,8,0,12,13,19,30,0,0,0,0,0,0,0,0,0,2300,1729,4027,110,124,232,55,0,56,20,4,28,15,0,18,16,6,21,16,29,46,2556,1912,4470,6,3,12,0,0,0,0,0,0,14,4,15,0,0,0,0,0,0,19,9,25,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,4,6,23,8,25,40,19,61,3,0,3,0,0,0,0,0,0,6,0,6,721,1037,1761,472,757,1231,17,6,27,3808,3740,7543
102021048,23,6,31,22,36,61,0,0,0,0,0,0,0,0,4,2743,2176,4918,176,165,345,82,4,83,22,0,22,14,3,14,10,3,15,43,43,83,3144,2437,5583,13,7,16,0,0,0,0,0,0,22,4,24,4,0,5,0,0,0,40,6,52,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,4,9,13,31,12,36,75,21,94,7,5,7,0,0,0,0,0,0,7,6,5,495,885,1380,563,883,1450,32,27,55,4306,4263,8574
102021049,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,510,370,878,29,28,48,37,0,37,6,0,6,0,0,0,5,0,6,18,11,30,596,407,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,3,5,13,0,0,3,0,0,0,0,0,0,0,0,3,236,287,521,101,155,253,6,4,9,944,862,1799
102021050,8,3,13,0,3,6,0,0,0,0,0,0,0,0,0,1286,988,2275,69,56,121,55,0,55,10,0,10,0,0,0,12,3,11,15,20,33,1451,1065,2517,0,6,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,22,4,30,0,0,0,0,0,0,0,0,0,0,0,3,232,462,694,267,410,670,10,16,25,1977,1954,3935
102021051,12,9,19,4,5,7,0,0,0,0,0,0,0,0,0,695,559,1253,35,32,65,14,4,16,6,0,6,0,0,0,8,0,8,14,12,23,790,619,1407,3,0,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,5,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,10,19,8,23,0,3,3,0,0,0,0,0,0,0,3,3,308,368,672,174,258,425,4,5,5,1292,1257,2543
102021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,673,1570,49,36,84,35,4,41,3,0,3,4,0,4,4,4,6,11,10,24,1004,725,1731,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,15,10,23,0,0,0,0,0,0,0,0,0,0,0,0,177,354,535,159,237,397,3,9,8,1361,1332,2691
