SA2_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
201031015,766,0,0,0,0,769,828,0,0,4,0,833,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,70,8,0,0,0,0,8,0,0,0,0,0,0,104,0,0,0,0,107,34,0,0,0,0,38,138,5,0,4,0,142,1870,6,0,17,0,1897
201031016,1445,109,4,36,13,1600,855,11,5,6,0,883,404,102,17,5,0,532,88,38,9,0,0,134,13,20,11,0,0,42,215,26,7,10,0,260,11,0,0,7,3,29,15,0,0,0,0,12,744,184,46,25,3,1007,57,27,0,0,0,90,192,39,14,10,4,263,3302,374,67,76,21,3839
201031017,1151,11,0,29,0,1196,717,0,0,6,0,729,62,0,0,0,0,62,9,24,0,0,0,33,4,3,0,0,0,8,107,0,0,0,0,112,10,0,0,0,0,14,0,0,0,0,0,0,195,31,3,3,0,229,45,0,0,0,0,47,244,9,0,9,0,260,2354,50,3,51,8,2462
202011018,1719,73,15,0,3,1808,1486,68,10,0,0,1569,1355,371,64,8,0,1798,241,96,21,0,0,358,30,20,0,0,3,51,440,49,13,3,3,505,36,5,3,0,0,48,9,0,0,0,0,13,2102,545,103,10,11,2775,65,8,0,0,0,72,334,64,15,12,0,418,5704,766,146,25,12,6649
202011019,1607,43,3,0,6,1661,1812,22,6,0,13,1842,778,82,6,0,4,879,191,56,4,0,0,249,59,4,0,0,0,62,306,18,0,0,4,325,23,3,0,0,0,28,7,3,0,0,0,6,1370,164,10,8,3,1557,43,4,0,0,0,47,288,32,0,0,0,328,5127,267,15,9,22,5439
202011020,2065,197,13,0,11,2290,1380,114,19,0,0,1510,862,404,25,0,0,1286,83,97,12,0,0,193,20,35,0,0,0,54,250,70,3,0,5,326,13,3,0,0,4,23,0,0,0,0,0,10,1227,615,39,0,4,1886,62,17,0,0,0,75,172,75,4,0,0,255,4908,1013,75,4,16,6015
202011021,1096,133,3,0,0,1237,1062,65,0,0,0,1127,781,245,0,0,5,1030,61,27,9,0,0,94,22,20,8,0,0,48,195,41,0,0,0,238,9,4,0,0,5,16,5,0,0,0,0,10,1070,341,13,0,6,1426,28,17,0,0,0,48,102,68,4,7,0,183,3363,624,22,7,7,4022
202011022,2892,125,19,8,4,3042,2598,78,18,4,6,2696,1288,208,66,0,0,1559,217,110,39,0,0,363,58,34,14,0,0,103,478,39,21,0,0,541,47,0,3,0,0,54,16,0,3,0,0,20,2099,387,149,0,7,2647,76,10,4,0,0,93,409,68,31,5,0,509,8078,661,222,15,13,8983
202011023,626,0,3,14,0,640,964,0,0,0,0,966,74,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,125,0,0,4,0,125,10,0,0,0,0,10,40,0,0,3,0,42,1765,0,3,23,0,1788
202011024,1269,4,0,0,9,1282,1768,0,0,0,0,1768,256,3,0,0,0,255,4,0,0,0,0,4,4,0,0,0,0,4,74,0,0,0,0,74,4,0,0,0,0,12,0,0,0,0,0,0,347,5,0,0,0,349,108,0,0,0,0,110,116,3,0,0,0,120,3602,12,0,7,13,3629
202011025,1434,22,0,31,0,1486,2277,30,0,5,7,2320,793,93,0,0,0,883,67,24,0,0,0,98,24,16,0,0,0,38,213,10,0,5,0,230,14,0,0,11,0,32,3,0,0,0,0,3,1119,145,0,15,5,1283,42,0,0,0,0,42,208,24,0,8,0,243,5084,217,4,60,6,5370
202021026,1035,5,0,17,0,1064,1467,4,0,0,0,1465,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,75,15,0,0,7,0,17,0,0,0,0,0,0,167,0,0,7,0,173,37,0,0,0,0,38,155,0,0,8,0,161,2859,6,0,33,0,2900
202021027,2185,57,0,9,6,2262,1421,20,0,0,0,1442,447,47,0,3,3,508,63,76,0,0,0,136,25,6,0,0,0,35,247,13,5,3,0,268,12,0,0,7,0,19,3,0,0,0,0,3,794,148,0,12,3,961,57,3,0,0,0,60,236,23,0,6,0,260,4698,250,11,33,8,4993
202021028,1938,3,0,13,6,1960,1433,3,0,0,4,1443,109,0,0,0,0,109,0,6,3,0,0,11,6,0,0,0,0,6,174,0,0,3,0,181,10,0,0,0,0,10,0,0,0,0,0,3,309,11,3,0,0,322,89,0,0,0,0,92,264,4,0,15,0,286,4029,19,8,30,6,4099
202021029,996,10,0,30,0,1036,697,4,0,3,0,703,112,9,0,3,0,121,9,0,0,0,0,9,11,0,0,0,0,11,80,8,0,0,0,88,13,0,0,3,0,18,3,0,0,0,0,8,224,16,0,10,3,252,36,0,0,0,0,39,219,0,5,4,0,230,2167,33,6,49,0,2261
202021030,1573,69,0,16,0,1653,1483,21,0,34,0,1535,306,89,0,12,0,409,41,24,0,0,0,72,11,22,0,0,0,32,134,26,0,12,0,163,20,0,0,7,0,28,4,0,0,0,0,3,516,156,0,28,0,705,58,3,0,7,0,70,225,22,0,5,0,256,3853,278,4,85,0,4226
202021031,1096,107,0,0,0,1214,1177,21,0,0,4,1204,189,53,0,0,0,238,36,8,0,0,0,41,19,7,0,0,0,27,87,11,0,0,0,96,9,0,0,0,0,12,0,0,0,0,0,0,338,80,0,0,0,416,45,3,0,0,0,46,118,16,0,0,0,138,2771,225,6,4,0,3011
202031032,742,0,0,16,6,761,746,0,0,5,5,752,65,0,0,0,0,65,9,0,0,0,0,9,0,0,0,0,0,0,88,0,0,0,0,87,13,0,0,0,4,21,4,0,0,0,0,4,175,0,0,5,3,185,36,0,0,0,0,34,174,0,14,25,0,207,1872,3,14,42,15,1945
202031033,1557,27,0,36,8,1637,693,5,0,10,0,710,65,7,0,0,0,67,13,20,0,0,0,31,4,3,0,0,0,11,171,7,0,0,0,185,53,4,0,8,0,60,4,0,0,0,0,4,307,45,0,13,0,364,133,0,0,5,4,145,341,21,0,22,3,386,3035,96,3,83,15,3236
203011034,738,18,3,0,0,759,1358,19,0,0,0,1382,147,35,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,63,13,0,0,0,0,14,0,0,0,0,0,0,208,40,0,0,0,251,28,0,0,0,0,28,90,4,0,0,0,92,2423,82,6,0,0,2518
203011035,986,4,0,0,0,994,1426,7,0,0,0,1431,80,0,3,0,0,79,0,0,0,0,0,0,4,0,0,0,0,4,74,0,0,0,0,74,26,0,0,0,0,26,0,0,0,0,0,0,185,0,3,0,0,188,55,0,0,0,0,55,170,0,0,5,0,174,2826,9,5,8,0,2847
203011036,953,15,0,9,0,974,988,7,0,0,0,993,114,9,0,0,0,123,21,9,0,0,0,25,0,0,0,0,0,0,126,5,0,0,0,132,29,0,0,3,0,31,3,0,0,0,0,5,288,27,0,9,0,322,32,0,0,0,0,35,148,3,0,0,0,158,2409,46,4,16,3,2475
203021037,1621,266,6,77,5,1972,1731,178,4,7,7,1924,1001,490,36,4,7,1538,98,44,0,0,0,147,14,33,0,4,0,53,238,95,0,5,11,350,26,6,0,106,0,133,11,13,0,0,0,18,1377,676,39,117,14,2228,42,14,0,12,0,69,157,66,0,39,3,270,4934,1201,53,257,24,6471
203021039,1415,238,160,13,3,1825,1286,150,115,4,0,1555,848,485,350,9,10,1696,43,168,34,0,0,244,12,18,37,0,0,69,209,79,41,10,0,337,19,4,16,0,3,47,6,4,4,0,0,16,1142,760,474,20,17,2411,50,15,12,0,5,77,157,99,70,21,0,352,4055,1260,831,55,24,6216
203021040,2343,186,134,4,0,2672,2714,176,110,0,0,2994,1314,486,574,8,3,2387,60,47,45,0,0,154,13,23,21,0,0,56,315,76,72,0,4,472,21,4,8,0,0,32,4,0,0,0,0,10,1723,635,723,11,6,3099,73,7,8,0,0,87,203,56,65,0,0,329,7063,1059,1035,17,9,9181
203021042,3064,222,0,0,4,3291,3101,132,15,0,4,3251,876,360,4,0,0,1240,20,30,0,0,0,51,9,41,0,0,0,55,226,77,0,0,4,307,12,3,0,0,0,21,6,3,0,0,0,10,1152,517,4,0,5,1687,45,41,0,0,0,86,165,56,0,0,0,228,7534,974,18,3,10,8544
203021043,1981,208,9,6,0,2201,3013,110,6,0,0,3133,830,210,23,0,5,1061,25,0,0,0,0,28,22,9,15,0,0,43,206,30,3,0,0,242,31,13,4,0,0,45,9,0,0,0,0,11,1122,263,45,0,5,1432,79,15,0,0,0,101,238,29,4,0,0,278,6437,633,62,4,10,7144
203021044,1750,110,0,27,0,1890,2035,58,0,0,0,2095,564,69,0,0,0,637,22,6,0,0,0,27,5,4,0,0,0,14,171,26,0,3,0,196,13,0,0,26,0,37,8,0,0,0,0,9,781,108,0,29,0,918,34,37,0,8,0,78,154,14,0,3,0,176,4747,330,3,68,0,5153
203021045,1963,122,8,20,0,2108,1741,108,0,0,0,1852,912,263,36,0,5,1213,264,48,0,0,0,319,42,89,0,0,0,132,290,65,6,0,0,362,30,37,0,11,0,80,13,8,0,0,0,19,1547,511,40,13,13,2125,204,18,0,0,0,225,373,91,0,12,0,480,5828,854,57,40,12,6791
203021046,1315,193,15,0,6,1519,1116,148,8,0,3,1270,456,340,60,9,0,861,19,46,0,0,0,65,10,21,0,0,0,33,127,64,4,4,0,201,12,5,0,0,0,14,3,0,0,0,0,9,626,478,71,5,3,1189,30,9,0,0,0,40,86,35,3,0,0,129,3177,858,98,12,8,4148
203021047,2288,125,45,48,0,2518,1595,111,48,3,0,1756,971,268,118,3,5,1365,54,83,11,0,0,144,14,27,9,0,0,50,203,45,29,0,4,285,31,8,0,10,6,57,6,7,0,0,0,9,1280,430,170,17,8,1906,78,8,0,0,0,83,240,56,17,6,0,320,5485,730,284,81,14,6589
203021485,474,96,0,0,0,567,1804,57,0,0,3,1861,823,46,7,0,0,877,3,4,0,0,0,6,4,7,0,0,0,8,134,10,0,0,0,144,18,3,0,0,0,17,0,0,0,0,0,0,979,63,7,0,0,1051,73,112,0,0,0,189,131,29,0,0,0,162,3455,358,9,0,7,3826
203021486,1885,42,15,0,0,1935,1949,61,15,0,4,2025,1178,171,46,0,0,1397,398,83,5,0,0,484,66,5,3,0,0,75,290,23,4,0,6,326,47,3,0,28,3,77,16,3,0,0,0,18,1994,289,55,26,12,2378,51,4,3,36,0,96,461,48,5,6,0,521,6334,439,99,70,15,6950
203021487,2602,197,7,15,0,2815,3503,129,10,0,4,3642,1361,180,11,0,0,1548,131,66,5,0,0,195,48,34,0,0,0,87,347,37,5,0,0,385,29,17,0,8,0,55,4,3,0,0,0,4,1907,338,15,16,0,2279,75,174,6,0,0,258,224,73,3,23,0,322,8314,905,37,45,6,9313
203021488,828,39,7,0,0,875,638,52,10,0,0,700,917,111,10,4,0,1044,427,244,3,0,0,677,45,33,0,0,0,81,160,11,8,0,0,179,23,4,0,0,0,29,10,4,0,0,0,18,1581,409,28,4,0,2026,49,9,3,0,0,53,349,110,5,0,0,466,3447,616,56,7,5,4128
203031048,2569,120,25,0,0,2715,2414,19,0,0,0,2434,983,86,0,4,0,1068,9,5,0,0,0,15,10,0,0,0,0,8,207,14,3,0,0,222,14,6,0,0,0,19,8,0,0,0,0,6,1230,106,0,4,0,1342,113,4,0,0,0,122,185,16,4,4,0,211,6509,272,36,3,0,6824
203031049,1439,49,18,13,0,1519,664,27,4,0,4,706,174,27,5,4,0,218,17,5,0,0,0,23,4,10,10,0,0,21,155,13,0,3,5,176,12,0,0,11,0,24,3,0,0,0,0,3,367,58,11,15,7,460,93,10,3,5,0,108,150,4,0,4,0,166,2715,155,43,41,10,2960
203031051,2130,106,8,12,5,2247,924,30,5,3,8,967,561,110,10,0,0,676,0,0,0,0,0,0,0,6,0,0,0,10,134,23,6,0,0,164,8,4,0,6,0,22,3,0,0,0,0,4,709,147,8,12,4,874,72,10,0,0,0,77,278,18,0,7,0,305,4112,310,20,33,12,4479
203031052,1313,96,13,29,0,1461,522,17,3,4,0,547,176,22,10,0,0,205,0,9,0,0,0,9,0,0,0,0,0,0,70,13,7,3,0,91,10,0,0,10,0,18,3,0,0,0,0,3,254,47,18,10,0,332,59,45,0,0,0,115,137,15,0,6,0,155,2288,218,46,51,0,2601
203031053,2846,174,16,7,5,3047,3402,128,7,3,0,3537,1079,209,21,0,4,1308,0,3,0,0,0,3,4,0,0,0,0,4,314,37,6,0,0,358,23,0,0,13,0,35,3,0,0,0,0,0,1415,249,24,14,3,1712,171,44,0,0,3,219,282,37,9,9,0,339,8119,630,57,31,20,8855
203031489,1117,54,17,0,0,1191,1545,109,4,0,0,1660,751,69,13,5,0,834,10,12,0,0,0,25,4,0,0,0,0,4,132,18,6,0,0,150,14,0,0,4,0,17,4,0,0,0,0,7,917,94,22,5,0,1036,63,4,0,0,0,67,168,19,0,11,0,207,3811,274,51,16,4,4161
203031490,2850,141,6,13,0,3017,2592,90,3,0,0,2691,806,116,11,7,0,938,14,12,0,0,0,27,12,0,0,0,0,12,239,27,0,0,0,269,29,0,0,9,0,32,4,0,0,0,0,9,1098,154,11,10,0,1286,112,7,0,0,0,124,293,29,3,21,0,345,6956,429,28,43,0,7457
204011054,1436,15,3,102,8,1566,813,0,0,5,0,823,227,47,0,3,0,273,20,16,0,0,0,34,7,3,0,0,0,10,150,10,0,4,0,166,38,0,0,12,0,49,5,0,0,5,0,8,440,73,0,19,0,539,66,0,3,6,0,73,184,9,3,7,7,213,2940,103,7,139,15,3209
204011055,1466,21,0,7,0,1499,764,12,0,3,0,779,182,42,8,0,0,229,31,15,0,0,0,46,21,0,0,0,0,21,133,10,0,0,0,147,29,0,0,11,0,43,4,0,0,0,0,8,410,67,9,11,0,498,76,3,0,0,0,81,277,15,6,3,0,301,2999,115,16,28,0,3156
204011056,1682,206,8,6,0,1895,2520,51,10,6,0,2583,625,71,11,0,5,703,31,35,0,0,0,73,3,5,0,0,0,15,183,18,0,0,0,209,19,9,0,16,0,40,0,0,0,0,0,4,865,148,10,14,6,1040,70,69,0,0,0,136,312,46,7,17,0,381,5446,520,31,37,10,6039
204011057,1852,38,70,27,3,1995,1232,19,18,9,3,1278,284,49,8,0,3,345,40,5,0,0,0,55,3,0,0,0,0,3,191,9,20,0,0,215,45,6,12,10,0,77,3,0,0,0,0,4,566,67,42,11,6,696,143,0,12,0,3,164,303,24,13,12,0,359,4097,151,151,59,24,4480
204011058,885,22,0,38,0,951,519,5,0,0,0,524,177,28,0,0,0,205,3,12,0,0,0,11,4,0,0,0,0,3,81,5,0,3,0,85,27,0,0,6,0,39,0,4,0,0,0,0,293,43,0,6,4,348,52,0,0,4,0,52,124,15,0,7,0,141,1869,85,0,64,3,2018
204011059,954,27,0,13,0,997,716,3,0,0,0,729,337,103,0,3,0,451,152,50,0,0,0,206,15,7,0,0,0,26,139,28,0,0,0,167,26,5,0,5,3,41,4,3,0,0,0,6,673,200,0,11,5,893,30,4,0,3,0,36,198,26,0,43,0,264,2572,258,3,67,10,2917
204011060,555,0,0,0,0,558,568,6,0,0,0,571,30,0,0,0,0,27,22,0,0,0,0,22,0,0,0,0,0,0,55,0,0,0,0,56,214,6,0,0,0,216,0,0,0,0,0,0,325,8,0,0,0,332,35,0,0,0,0,37,123,0,0,8,0,130,1601,12,0,10,0,1626
204011061,29,0,0,0,0,33,48,0,0,0,0,48,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,17,0,0,0,0,22,108,0,0,0,0,113
204011062,837,3,0,20,0,859,529,0,0,0,0,531,106,0,0,0,3,107,8,0,0,0,0,8,0,0,0,0,0,0,87,0,0,0,0,89,16,0,0,0,0,17,6,0,0,0,0,6,219,0,0,0,5,225,44,0,0,0,0,45,195,4,0,9,0,206,1830,4,5,32,6,1869
204021063,1847,113,0,7,4,1965,1203,39,0,5,0,1245,480,256,0,4,0,739,139,79,0,0,0,221,10,17,0,0,0,25,162,28,4,0,0,198,14,10,0,0,0,30,7,4,0,0,0,15,816,392,3,0,0,1221,47,29,0,0,0,77,275,62,0,38,5,380,4190,635,7,45,17,4896
204021064,728,4,0,7,0,737,523,0,0,0,0,526,53,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,63,10,0,0,5,0,17,4,0,0,0,0,4,125,0,0,9,0,135,53,0,0,0,0,53,139,0,0,7,0,142,1566,0,0,26,3,1595
204021065,680,32,0,14,0,723,549,11,3,4,0,566,108,41,0,3,0,156,28,11,0,0,0,43,9,0,0,0,0,6,69,5,0,0,0,76,13,0,0,0,0,13,0,0,0,0,0,0,222,58,0,3,0,287,29,0,0,0,0,29,80,14,0,12,5,111,1559,117,8,32,7,1714
204021066,2873,179,0,10,0,3067,2383,81,0,0,0,2464,926,444,0,3,0,1373,253,118,5,0,0,367,23,49,0,0,0,69,324,89,0,3,0,413,24,26,0,10,0,63,7,10,0,0,0,12,1549,729,5,18,0,2299,67,27,0,0,0,95,383,232,0,17,0,636,7248,1251,3,46,9,8563
204021067,1836,0,0,18,0,1859,1337,4,0,0,5,1346,115,5,0,0,0,116,0,0,4,0,0,8,0,0,0,0,0,0,216,0,0,0,0,219,31,0,0,16,0,43,0,0,0,0,0,0,359,5,8,16,0,386,119,0,0,0,0,121,256,0,0,14,0,275,3907,7,9,58,5,3981
204031068,897,15,0,12,3,930,621,8,0,3,5,634,175,15,12,0,0,204,22,15,0,0,0,38,3,3,0,0,0,4,98,10,0,5,4,111,5,0,0,0,0,10,0,0,0,0,0,0,307,44,12,5,3,373,39,0,0,0,5,38,87,8,5,3,0,105,1946,69,17,28,16,2072
204031069,1516,55,76,24,10,1667,1010,31,24,8,9,1077,288,41,16,3,0,342,17,11,0,0,0,34,3,0,0,0,0,3,210,30,38,6,9,291,34,9,30,16,14,103,6,0,0,0,0,6,555,95,87,24,18,780,79,5,11,0,7,104,248,36,32,9,7,333,3411,212,230,65,43,3962
204031070,485,15,3,13,0,522,536,10,4,5,0,557,59,0,0,0,0,59,0,0,0,0,0,3,0,0,0,0,0,0,60,0,5,0,0,68,0,0,0,0,0,4,0,0,0,0,0,0,125,0,6,0,0,135,9,0,0,4,0,14,85,4,0,15,11,107,1250,37,8,32,10,1335
204031071,896,33,0,8,0,936,527,4,0,0,0,533,175,40,0,0,3,216,23,7,0,0,0,30,10,4,0,0,0,13,100,11,0,0,0,113,13,0,0,0,0,15,4,0,0,0,0,5,318,61,6,5,3,391,52,5,0,0,0,51,111,13,0,0,0,127,1904,108,6,10,8,2039
204031072,1189,10,4,15,5,1213,721,0,0,3,0,730,106,12,5,0,0,127,7,10,0,0,0,19,5,6,0,0,0,9,168,6,5,0,0,179,30,0,0,3,0,31,0,0,0,0,0,0,317,25,10,11,0,366,84,0,3,0,0,89,213,6,0,3,0,223,2523,38,19,31,0,2620
204031073,1629,72,18,0,0,1722,1968,62,12,0,0,2044,906,185,75,0,0,1171,262,47,42,0,0,357,22,4,6,0,0,32,200,35,15,0,0,248,68,3,0,0,0,73,4,0,0,0,0,4,1464,277,137,0,0,1886,51,3,3,0,3,66,280,97,19,39,3,435,5395,505,193,41,13,6149
204031075,750,5,0,5,0,764,727,0,0,0,0,734,101,5,0,0,0,109,5,0,0,0,0,5,0,13,0,0,0,11,89,4,0,0,0,93,17,5,0,0,0,19,0,4,0,0,0,5,206,21,0,0,3,230,48,4,7,0,0,62,135,0,6,0,0,137,1867,38,12,14,6,1927
204031491,1079,3,0,8,0,1091,1942,3,0,4,10,1948,613,3,0,0,0,617,27,0,0,0,0,27,12,0,0,0,0,12,96,0,0,0,0,96,144,0,0,6,0,142,0,0,0,0,0,0,888,3,0,5,0,899,87,0,0,0,0,96,116,0,0,0,0,116,4109,10,0,14,7,4151
204031492,1844,134,8,0,0,1991,1621,78,4,0,0,1709,1091,487,73,3,0,1653,310,165,15,0,0,480,15,9,0,0,0,30,306,67,3,6,0,375,42,10,0,0,0,54,16,12,0,0,0,26,1775,743,86,10,0,2622,45,13,0,0,0,60,299,102,7,22,3,427,5585,1068,104,38,4,6800
205011076,2354,113,65,58,4,2595,2894,74,37,0,4,3013,833,121,92,6,0,1062,46,3,24,0,0,72,10,0,0,0,0,13,253,15,23,0,0,286,25,0,0,28,0,50,9,4,0,0,0,11,1170,142,143,32,0,1492,105,3,3,4,0,115,357,25,28,46,0,458,6882,365,279,143,7,7677
205011077,1202,6,0,8,0,1217,894,0,0,0,3,905,76,4,0,0,0,76,0,0,7,0,0,3,0,0,0,0,0,0,117,0,0,0,0,124,17,0,0,9,0,26,0,0,0,0,0,0,217,4,5,9,0,234,56,0,0,6,0,63,199,4,4,9,0,211,2565,16,12,29,3,2627
205011078,1337,33,0,0,4,1373,1194,8,0,0,4,1203,288,38,7,0,0,331,17,9,0,0,0,23,0,8,0,0,0,11,128,17,0,0,0,144,18,0,0,0,0,18,3,0,0,0,0,0,448,69,3,0,0,526,65,0,0,0,0,65,165,12,0,0,0,178,3212,120,10,5,10,3350
205011079,2933,121,104,159,0,3318,3126,49,31,4,0,3219,937,137,77,0,4,1159,111,68,14,0,0,198,7,3,5,0,0,18,306,39,21,4,0,367,32,4,5,9,0,49,5,0,0,0,0,12,1404,250,129,10,4,1800,95,4,46,27,0,176,375,34,31,0,5,440,7939,453,347,200,8,8950
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,2332,195,9,24,0,2555,1751,47,3,0,0,1804,689,206,39,7,0,936,150,79,7,0,0,240,55,48,4,0,0,111,312,37,6,0,0,357,23,10,0,4,5,40,8,9,0,0,0,20,1236,395,56,10,11,1704,79,75,0,4,0,155,310,77,15,12,4,415,5702,778,92,42,13,6632
205021082,1511,7,0,65,5,1587,1144,0,3,0,0,1152,79,0,0,0,0,81,4,0,0,0,0,3,8,0,0,0,0,12,150,0,0,6,0,157,31,4,3,5,0,39,0,0,0,0,0,0,265,7,5,10,0,296,73,4,0,0,0,74,271,0,0,12,0,282,3268,23,14,86,6,3394
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,2205,108,9,80,8,2407,1121,27,0,0,3,1159,380,109,19,3,0,514,73,51,7,0,0,127,15,4,0,0,0,19,188,30,0,7,4,230,25,0,9,39,0,73,9,0,0,0,0,12,688,193,32,43,9,970,63,0,0,5,0,71,300,50,8,57,9,420,4382,375,51,191,31,5022
205021085,1538,17,0,41,10,1602,597,4,0,4,3,616,122,20,6,0,0,143,49,12,5,0,0,71,30,6,5,0,4,42,191,8,0,3,3,201,34,3,0,18,4,52,7,0,0,0,0,9,434,41,15,16,11,520,85,0,3,0,0,92,301,16,7,19,4,355,2956,82,29,87,28,3182
205021086,1698,96,11,38,4,1842,684,29,0,0,0,711,279,56,11,0,0,339,0,5,4,0,0,9,0,0,0,0,0,6,100,17,0,0,0,116,19,3,0,0,0,23,3,4,0,0,0,4,404,73,9,9,0,494,27,0,0,0,0,31,114,3,0,7,0,133,2922,211,19,43,5,3207
205031087,2136,13,13,29,3,2194,1115,9,3,5,3,1135,215,14,18,0,0,253,11,7,12,0,0,33,0,0,14,0,0,14,194,0,0,5,0,202,60,0,0,10,0,74,0,0,0,0,0,3,486,25,48,19,0,581,110,0,11,0,0,124,339,3,0,11,0,361,4184,57,80,67,8,4392
205031088,40,0,0,0,0,40,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,12,63,0,0,0,0,66
205031089,1517,51,0,13,0,1579,1455,17,0,3,0,1477,210,36,0,0,0,247,23,11,0,0,0,37,7,12,0,0,0,17,164,15,0,0,0,181,27,5,0,6,0,32,8,4,0,0,0,10,435,79,0,5,3,521,68,13,0,0,0,78,216,17,0,4,0,235,3686,176,3,29,4,3894
205031090,2052,42,6,3,3,2109,1474,10,0,0,0,1487,377,19,6,4,0,411,44,15,3,0,0,64,23,0,14,0,0,34,190,13,3,3,0,209,35,4,0,11,0,46,11,0,0,0,0,16,684,51,32,14,0,785,78,8,0,0,0,86,277,6,0,5,0,285,4560,121,32,23,7,4750
205031091,2396,227,36,11,4,2672,1523,80,25,0,6,1633,714,84,35,0,0,832,6,6,21,0,0,30,0,3,13,0,0,21,288,21,4,3,3,328,25,12,4,5,3,45,4,0,0,0,0,6,1035,130,81,10,3,1261,112,19,9,0,5,143,388,49,14,4,0,453,5460,504,159,26,18,6162
205031092,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,8,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,15
