SA2_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
101021007,4,4,7,8,18,12,5,0,0,64,8,0,9,21,25,17,4,3,0,87,84,92,281,342,496,497,198,38,3,2036
101021008,20,21,42,33,33,22,11,0,0,188,13,16,41,33,33,20,10,4,0,169,248,408,968,888,909,671,157,22,0,4258
101021009,12,27,60,50,31,30,11,0,0,223,10,22,89,56,40,39,8,0,0,263,224,570,1935,1380,1127,834,194,8,4,6281
101021010,6,12,29,27,16,13,0,4,0,107,6,11,36,22,23,17,5,0,0,117,100,283,872,648,537,394,95,10,6,2944
101021012,15,26,42,48,53,36,9,0,0,234,8,24,46,33,49,30,3,5,0,208,552,634,1266,1617,1905,1154,213,19,0,7364
101021610,3,8,40,26,11,4,0,0,0,91,3,6,28,37,15,8,0,0,0,93,141,203,1172,1212,622,203,30,0,0,3588
101021611,22,40,59,63,71,60,15,4,0,337,24,23,41,57,78,57,24,3,0,307,549,671,1383,1813,2266,1662,514,78,4,8936
101031013,3,5,3,3,3,0,0,0,0,20,4,4,16,17,5,6,6,0,0,62,52,81,201,204,204,253,111,24,0,1129
101031014,7,9,26,13,22,18,12,0,0,101,4,11,21,17,22,17,4,4,3,115,197,249,642,578,614,629,187,39,0,3138
101031015,5,8,10,3,12,8,4,0,0,55,8,4,9,18,11,13,6,0,0,59,106,101,238,268,474,402,138,59,3,1792
101031016,11,21,38,31,37,23,9,4,0,172,17,48,71,38,49,41,21,3,5,286,524,1082,1799,1238,1542,1190,355,53,13,7801
101041017,9,16,25,32,29,13,11,0,0,139,7,11,21,23,26,27,10,0,0,138,214,237,543,615,681,666,218,21,0,3193
101041018,9,13,14,23,44,31,8,0,0,134,12,7,25,15,25,28,8,4,0,133,211,211,516,591,787,786,249,25,3,3383
101041019,11,16,25,29,44,28,11,0,0,156,7,12,28,16,24,35,6,0,0,132,226,293,689,762,847,832,218,33,8,3903
101041020,9,10,24,29,36,29,9,0,0,143,21,3,13,42,25,55,22,4,0,186,264,234,563,687,931,1073,398,57,9,4215
101041021,5,0,12,13,15,14,6,0,0,63,6,5,8,16,11,13,5,0,0,60,111,97,248,299,368,354,98,11,0,1579
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
101041023,10,12,10,10,8,16,6,0,0,60,0,3,9,14,19,20,3,0,0,76,74,78,176,208,288,289,100,20,0,1232
101041024,3,12,8,17,15,11,7,0,0,76,15,13,7,11,12,11,9,0,0,82,97,104,202,247,332,373,146,20,0,1513
101041025,15,12,32,42,21,29,15,0,0,167,8,16,28,27,33,31,17,3,5,161,317,317,817,850,1111,1072,345,59,8,4891
101041026,12,5,23,10,23,28,5,0,0,112,7,10,32,23,28,38,10,4,0,161,188,206,517,558,732,867,245,22,4,3342
101041027,6,6,20,20,25,28,14,0,0,125,10,5,24,27,23,42,24,6,0,160,214,161,537,587,742,872,364,35,0,3516
101051539,30,50,115,91,89,59,17,4,0,449,18,52,118,64,67,65,13,4,0,400,677,1047,2543,2199,2086,1904,510,58,4,11024
101051540,12,25,42,40,50,50,15,4,0,243,26,16,34,43,53,42,25,9,0,250,396,377,885,1134,1424,1477,606,137,22,6453
101061541,8,12,26,28,22,18,7,6,0,123,6,10,23,21,17,9,8,0,0,98,220,251,649,717,702,539,153,21,3,3257
101061542,24,19,33,43,57,30,9,0,0,212,15,17,30,50,51,33,18,6,4,223,445,427,891,1358,1840,1170,488,143,17,6776
101061543,18,21,43,31,42,23,14,0,0,206,16,18,47,42,36,39,15,7,0,214,358,384,837,914,876,846,268,39,6,4532
101061544,7,12,21,15,19,16,0,0,0,98,20,12,25,20,27,23,16,13,0,162,134,226,551,516,704,717,318,82,13,3277
102011028,7,9,21,24,24,26,4,0,0,116,10,11,19,39,40,12,6,0,0,137,321,288,410,811,999,744,197,25,0,3787
102011029,6,19,24,34,32,36,10,0,0,160,10,13,26,33,60,35,15,4,0,204,294,354,589,977,1224,1081,346,42,6,4904
102011030,8,11,7,18,16,17,10,0,0,84,12,12,20,26,36,23,16,3,0,150,128,202,291,389,546,484,201,50,5,2292
102011031,12,22,33,43,60,44,24,0,0,242,17,19,31,39,54,32,10,4,5,209,469,465,797,1202,1381,1134,349,50,8,5852
102011032,9,43,95,73,67,54,25,4,0,356,14,44,105,87,66,56,19,8,0,404,444,1035,2722,2123,1826,1565,460,58,7,10241
102011033,5,12,30,30,22,29,4,0,0,137,11,15,32,37,31,19,5,0,0,140,264,300,610,732,777,542,107,7,0,3347
102011034,14,9,16,25,36,15,8,0,0,132,6,16,30,13,25,24,0,0,0,108,215,268,543,637,673,539,157,15,0,3047
102011035,9,11,27,29,34,33,5,0,0,150,6,12,27,25,27,21,4,0,0,121,219,272,686,799,790,598,144,13,0,3526
102011036,11,12,26,35,38,27,11,0,0,154,5,10,23,36,30,21,7,4,0,132,291,346,685,871,944,696,164,15,0,4014
102011037,3,7,24,23,23,18,4,0,0,106,0,8,15,21,34,11,4,3,0,94,185,219,479,644,736,570,125,19,3,2980
102011038,5,8,21,36,38,34,3,0,0,149,8,10,17,34,32,15,12,0,0,125,241,245,537,706,787,648,158,14,0,3332
102011039,10,15,40,54,54,42,13,3,0,225,14,20,47,66,65,37,21,4,0,279,487,600,1171,1522,1740,1248,389,55,3,7218
102011040,14,37,58,89,65,59,7,4,0,325,15,33,81,95,88,73,34,3,0,419,525,758,1623,2259,2258,1860,501,68,5,9868
102011041,3,14,33,31,32,28,6,0,0,148,9,8,37,53,50,25,3,4,0,187,395,412,778,1150,1279,869,223,32,4,5139
102011042,3,19,52,56,45,25,6,0,0,210,8,27,43,44,44,45,9,9,0,242,290,458,1067,1243,1256,1044,237,30,4,5629
102011043,7,24,38,50,38,32,7,0,0,198,11,13,33,52,36,29,4,3,0,189,282,408,1044,1115,954,754,204,22,5,4786
102021044,12,43,89,88,77,62,13,0,0,392,14,37,80,83,73,57,16,6,5,366,616,819,2067,2233,1950,1600,394,29,5,9710
102021045,15,29,61,44,53,24,4,0,0,229,13,35,53,50,42,37,11,0,0,247,300,512,1214,918,1002,679,121,14,0,4761
102021046,9,12,41,29,25,17,4,0,0,135,9,11,35,17,27,22,9,0,0,133,247,316,805,744,777,736,151,14,0,3795
102021047,17,26,87,66,77,42,16,0,0,332,13,19,47,53,56,39,15,5,5,252,505,673,1583,1570,1540,1353,299,32,5,7543
102021048,10,44,80,60,62,52,3,0,0,319,24,27,94,64,87,53,22,6,0,376,543,885,1919,1648,1768,1447,328,27,0,8574
102021049,5,11,7,14,30,17,9,0,0,86,4,12,8,9,19,18,3,0,0,71,147,162,205,306,454,380,124,23,0,1799
102021050,13,17,44,35,38,36,5,0,0,194,5,19,26,35,29,34,11,8,0,173,259,333,773,737,837,806,169,21,0,3935
102021051,9,17,18,29,30,26,6,0,0,124,5,9,21,24,32,18,3,0,0,110,185,223,450,519,563,478,115,9,0,2543
102021052,3,6,27,32,21,19,6,0,0,117,8,8,22,21,18,19,5,0,0,103,162,244,510,549,648,470,96,5,0,2691
102021053,8,22,45,48,43,37,10,4,0,215,12,37,58,52,57,67,20,6,0,311,354,550,1160,1282,1369,1206,348,44,0,6322
102021054,3,14,32,24,22,21,6,0,0,127,11,11,28,30,39,30,9,6,0,160,211,336,761,745,772,673,189,17,0,3706
102021055,9,8,27,21,20,13,4,0,0,103,6,10,30,20,15,18,6,0,0,106,176,276,493,523,575,395,84,12,0,2537
102021056,34,38,95,80,82,37,10,0,0,373,26,33,70,81,67,46,7,8,0,331,813,874,1885,2333,2038,1052,190,29,0,9217
102021057,15,11,41,24,37,24,7,0,0,158,4,23,41,35,30,22,4,0,0,166,230,361,730,657,772,610,140,15,0,3521
103011059,25,27,68,42,59,32,9,0,0,252,17,23,42,25,42,32,8,5,0,188,494,527,1180,1188,1229,834,237,28,0,5721
103011060,14,6,22,25,28,17,8,0,0,117,18,11,4,17,31,37,20,0,0,146,229,198,446,591,789,742,315,73,6,3396
103011061,0,6,9,11,11,13,5,0,0,49,12,11,22,24,27,27,13,8,0,142,101,143,332,364,437,440,245,54,4,2116
103011612,3,29,40,32,33,30,10,0,0,173,8,23,39,32,23,29,6,3,0,166,315,777,1202,768,776,723,219,24,5,4798
103011613,20,25,68,57,39,35,3,0,0,250,9,23,48,54,54,32,18,3,0,227,509,635,1510,1485,1472,1106,303,29,0,7053
103021062,11,10,17,10,10,24,6,0,0,90,5,10,29,25,21,25,11,6,3,143,113,176,511,508,503,529,253,61,13,2665
103021063,7,21,29,23,38,27,17,0,0,159,15,9,38,35,27,23,20,9,0,172,253,343,694,663,747,664,259,51,4,3678
103021064,14,8,14,10,12,15,5,0,0,86,11,7,20,29,22,14,17,7,0,115,142,143,358,384,537,517,216,69,5,2388
103021065,18,18,36,31,27,36,16,0,0,187,23,19,31,31,26,36,23,8,3,192,320,362,822,795,852,865,342,69,18,4452
103021066,4,0,7,5,4,14,0,0,0,34,0,0,8,5,12,15,8,5,0,51,84,71,227,244,296,333,146,42,3,1453
103021067,19,30,55,31,33,26,10,7,0,210,23,17,43,27,38,19,4,4,0,181,352,481,1022,937,991,800,224,39,5,4853
103021068,3,4,13,5,9,8,6,0,0,51,3,0,13,6,11,10,4,3,3,49,68,90,221,218,266,322,144,37,12,1374
103021069,15,20,16,14,12,20,8,0,0,109,7,13,15,18,20,22,14,6,4,117,165,222,502,483,533,538,206,50,9,2712
103031070,13,26,43,27,38,27,7,3,0,179,13,12,40,30,47,35,7,5,0,191,284,427,985,835,1002,929,216,33,4,4720
103031071,16,19,15,23,16,28,13,4,0,135,8,10,21,22,26,29,8,9,0,131,213,290,590,672,837,824,247,56,0,3733
103031072,18,32,75,36,43,40,19,0,0,261,7,13,57,29,31,26,12,14,0,191,408,526,1474,1270,1192,915,255,53,8,6106
103031073,0,4,0,0,5,7,0,0,0,29,0,4,0,7,13,10,9,4,0,50,46,62,156,184,285,281,113,35,11,1167
103031074,17,11,41,32,37,30,6,5,0,183,14,11,37,34,48,30,13,11,3,200,277,267,775,932,1144,1034,368,83,13,4894
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,11,8,28,20,34,21,0,0,0,125,12,5,18,16,30,27,10,4,0,131,228,225,633,610,767,686,267,55,9,3469
103041077,23,35,77,60,63,56,17,3,0,337,24,23,82,54,64,46,24,5,0,325,503,752,2009,1731,1560,1435,466,70,8,8528
103041078,29,49,135,117,87,44,18,0,0,477,26,37,71,49,62,37,11,0,0,304,806,991,2684,2578,2349,1518,437,43,4,11409
103041079,15,26,36,37,45,42,7,0,0,216,18,15,24,39,47,37,23,9,3,210,355,412,777,1192,1363,1210,468,126,16,5917
104011080,17,28,68,47,66,51,14,4,0,292,27,34,74,56,48,41,20,8,0,307,489,704,1489,1416,1467,1321,331,51,5,7274
104011081,11,19,39,42,67,46,11,0,0,247,21,13,36,44,62,65,21,4,0,265,384,376,881,981,1487,1501,493,77,9,6183
104011082,12,15,34,43,54,58,11,0,0,229,21,20,51,53,42,46,22,8,6,264,422,399,925,1193,1427,1524,447,46,11,6381
104021083,6,3,15,17,16,10,0,0,0,68,3,10,9,19,21,28,7,0,0,112,153,132,342,483,650,581,202,39,7,2587
104021084,27,41,78,68,64,56,10,0,0,342,27,29,68,65,55,37,21,3,0,306,552,695,1456,1554,1634,1278,370,43,5,7578
104021085,4,14,40,45,32,17,10,0,0,170,10,16,48,52,38,34,3,6,5,205,306,401,970,958,918,785,239,35,9,4611
104021086,0,7,19,21,11,14,0,0,0,78,9,8,12,21,24,21,5,3,0,111,113,136,274,351,468,397,114,13,0,1865
104021087,6,0,6,5,13,7,3,0,0,40,0,11,8,10,13,16,3,4,0,72,44,60,184,193,259,334,139,28,8,1257
104021088,20,18,44,35,40,33,15,0,0,209,7,11,24,39,30,28,11,4,0,155,367,272,795,1121,1164,901,290,22,4,4934
104021089,16,28,63,66,77,51,16,0,0,332,22,34,55,76,73,66,15,0,0,344,689,629,1542,1749,2015,1674,435,33,5,8769
104021090,0,12,16,12,16,18,4,0,0,80,4,6,19,21,12,20,5,4,0,80,99,108,302,316,461,492,147,11,0,1947
104021091,12,18,65,56,45,27,16,3,0,237,7,24,59,61,43,26,21,0,0,251,352,452,1440,1349,1265,1084,342,24,3,6306
105011092,5,12,7,7,7,13,5,0,0,45,9,5,11,4,16,17,4,7,0,73,48,129,319,246,277,322,117,26,3,1472
105011093,0,6,14,13,9,14,3,0,0,60,10,5,14,10,14,15,6,0,0,71,99,158,459,410,370,406,118,25,7,2045
105011094,0,5,8,7,8,8,3,0,0,42,6,3,15,16,12,15,4,3,0,71,69,100,310,263,300,337,128,27,6,1527
105011095,3,3,4,9,13,12,0,0,0,46,8,14,15,13,16,12,15,4,6,98,112,190,451,319,487,439,150,49,11,2200
105011096,3,4,9,13,9,9,4,0,0,42,4,0,14,16,6,11,10,5,0,64,65,134,362,325,373,424,207,37,3,1932
105021097,20,34,49,46,43,63,24,0,0,287,18,26,42,50,47,56,21,5,0,251,472,612,1592,1311,1369,1478,399,38,5,7275
105021098,0,3,4,6,5,0,3,0,0,20,4,9,0,0,3,10,3,0,0,40,31,74,155,144,203,227,121,29,4,998
105031099,6,13,13,10,22,6,3,4,0,78,10,7,15,22,16,38,20,3,0,134,145,170,486,480,608,666,303,80,16,2955
105031100,15,34,52,33,37,34,21,4,0,232,15,16,58,40,26,27,13,3,0,196,342,436,1230,1001,892,921,258,29,3,5119
105031101,26,40,105,62,55,54,21,0,0,364,23,29,102,59,60,35,14,14,0,342,637,829,2811,2019,1665,1355,444,72,10,9841
105031102,11,27,48,31,23,17,12,4,0,163,13,30,56,36,29,26,7,3,0,202,301,456,1187,980,861,666,199,30,3,4685
105031103,10,7,15,38,20,21,7,0,0,117,11,12,24,26,25,22,14,9,0,137,199,177,425,569,697,617,226,53,10,2966
105031104,0,6,11,10,16,9,3,5,0,60,7,4,12,9,14,24,10,5,0,87,88,82,317,309,381,403,189,48,8,1831
105031105,8,10,27,13,19,20,9,0,0,106,9,12,21,15,22,26,11,9,0,131,142,201,510,478,512,540,234,54,4,2663
105031106,6,11,19,20,21,18,5,3,0,110,9,11,28,20,31,33,13,10,0,146,193,248,571,531,589,673,246,49,8,3112
106011107,31,39,82,64,51,29,9,0,0,301,19,32,63,55,38,26,14,6,0,247,438,579,1495,1493,1301,937,288,43,3,6582
106011108,19,53,110,71,68,45,4,3,0,385,26,45,91,68,65,56,18,0,4,368,597,898,1989,1785,1763,1280,304,29,5,8660
106011109,22,20,44,31,42,21,10,6,0,197,20,17,33,30,44,28,10,3,0,183,287,324,704,836,1012,767,244,35,3,4218
106011110,14,25,49,35,37,38,9,0,0,206,11,17,22,27,60,43,17,5,0,203,254,300,662,867,1006,952,305,72,11,4429
106011111,29,54,161,68,60,42,8,0,0,414,26,47,113,79,81,55,18,9,0,431,573,948,2463,1853,1714,1179,210,16,0,8956
106011112,34,49,111,56,80,31,3,0,0,374,28,48,73,68,62,36,7,4,0,321,778,965,2029,1657,1693,1128,238,29,0,8524
106011113,10,9,24,27,21,13,6,0,0,112,15,3,11,23,25,14,7,7,0,105,176,161,394,551,610,487,160,41,0,2587
106021114,3,20,54,44,27,12,6,0,0,167,8,22,43,31,29,21,3,0,0,157,214,428,1202,997,784,460,97,10,0,4201
106021116,12,20,36,36,40,16,6,0,0,175,19,12,29,30,20,22,7,5,0,138,406,340,708,1015,1000,732,203,18,0,4428
106021614,22,43,83,72,54,57,18,6,0,352,14,33,89,69,59,48,14,4,5,329,622,842,1750,1799,1814,1320,298,27,6,8486
106021615,31,50,129,70,63,40,4,0,0,392,12,40,79,80,57,33,9,7,0,318,563,820,1996,1944,1623,1066,223,30,3,8266
106021616,13,28,54,40,25,16,8,0,0,176,7,25,48,35,20,15,6,0,0,164,224,384,1060,753,596,449,99,10,0,3567
106021617,18,16,47,39,29,23,11,0,0,187,12,19,44,28,33,26,3,0,0,169,283,392,1027,965,915,739,166,14,4,4500
106021618,23,46,94,71,47,43,6,0,0,337,22,36,81,79,52,35,7,0,0,312,576,844,2284,1956,1573,1004,190,20,0,8444
106031119,4,3,26,18,26,17,7,0,0,111,9,10,12,16,20,16,10,0,0,90,219,225,374,426,637,576,131,14,0,2598
106031120,9,12,18,19,17,20,3,0,0,97,5,3,25,22,37,21,4,0,0,115,147,208,434,461,551,548,119,3,0,2468
106031121,19,30,53,62,76,62,22,0,0,329,15,19,43,51,69,66,29,6,4,311,597,619,1184,1520,1997,1871,541,96,0,8430
106031122,16,26,66,59,50,49,7,5,0,280,31,35,88,52,58,45,14,4,0,317,403,599,1320,1181,1183,996,209,27,0,5927
106031123,14,17,25,33,32,39,6,0,0,166,8,14,7,17,34,10,6,6,0,104,252,270,367,543,735,629,137,22,0,2956
106031124,5,3,10,4,17,15,4,0,0,49,3,4,10,7,28,25,13,9,0,93,77,82,174,235,351,511,195,34,9,1658
106031125,25,28,61,43,60,62,14,0,0,296,12,35,43,55,65,40,9,5,0,257,515,553,1230,1484,1594,1128,275,25,11,6825
106041126,20,28,73,48,37,30,8,0,0,236,7,25,66,36,31,28,13,4,0,206,364,488,1325,1162,1084,808,192,22,0,5449
106041127,8,7,9,16,18,7,0,0,0,62,5,10,11,14,17,11,3,4,0,76,139,153,373,434,477,385,115,42,3,2116
106041128,5,14,31,35,12,12,9,0,0,120,6,9,21,18,22,14,12,0,3,98,189,230,672,671,600,469,147,24,3,2998
106041129,10,15,28,15,14,28,4,0,0,120,12,11,20,22,34,26,8,4,3,151,226,306,676,735,781,760,342,79,14,3912
107011131,38,42,108,87,84,65,10,0,0,435,22,50,75,85,94,74,12,12,0,412,648,994,2268,2228,2184,1608,319,43,0,10301
107011132,16,27,68,59,42,20,7,0,0,246,10,18,57,53,42,36,9,3,0,231,439,564,1437,1636,1255,799,137,12,3,6277
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
107011134,24,27,49,46,60,56,15,0,0,275,7,17,50,58,52,47,14,0,6,242,473,650,1367,1463,1544,1207,256,16,6,6976
107011545,10,26,61,43,50,45,7,0,0,249,12,27,79,50,60,43,9,0,0,277,312,558,1260,1085,1039,845,134,13,0,5236
107011546,10,27,39,29,34,28,7,0,0,166,6,20,47,32,33,23,3,0,0,169,142,354,800,734,696,540,104,6,0,3364
107011547,3,12,9,9,13,16,0,0,0,60,4,3,8,10,13,10,3,0,0,59,102,131,278,319,347,305,73,6,0,1554
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
107031136,31,52,117,79,74,59,14,0,0,427,18,28,101,64,56,26,15,0,0,318,666,932,2551,2145,1902,1281,233,22,0,9724
107031137,3,13,34,23,20,20,7,0,0,119,3,12,35,28,26,14,0,4,0,123,173,307,707,570,561,517,101,9,0,2937
107031138,5,10,11,24,26,16,8,0,0,97,5,0,21,25,18,20,4,5,0,103,196,250,666,739,760,769,204,26,3,3622
107031139,4,11,15,15,21,22,4,0,0,86,7,5,16,13,23,20,4,0,0,82,215,193,423,663,666,506,122,12,0,2803
107031140,12,12,20,9,25,25,7,0,0,110,10,13,13,20,31,13,6,0,0,113,311,300,580,728,830,790,266,49,3,3852
107031141,23,47,63,75,89,39,3,0,0,339,22,22,58,62,54,53,12,0,0,276,753,866,1582,2284,2273,1412,282,18,0,9474
107031142,10,24,37,40,38,31,15,0,0,191,13,12,47,21,22,28,16,0,0,161,267,495,980,884,1004,838,188,11,6,4668
107031143,7,31,72,53,57,40,15,0,0,277,21,38,89,63,75,57,18,5,0,364,497,743,1683,1512,1592,1294,281,25,0,7629
107041144,16,46,81,70,69,51,14,9,0,351,12,40,80,62,63,53,15,4,0,334,616,1174,1994,2046,1964,1487,375,43,8,9695
107041145,18,39,66,55,51,45,3,0,0,276,8,30,70,56,46,45,5,5,0,262,342,663,1658,1561,1472,1133,224,25,4,7078
107041146,21,49,65,73,78,65,4,0,0,360,19,29,65,72,54,41,5,3,0,287,832,1339,1975,2268,2346,1392,338,39,0,10531
107041147,9,30,39,43,54,36,10,6,0,236,8,10,36,48,30,21,3,0,0,161,252,411,812,1101,1118,819,178,24,3,4722
107041148,0,18,32,32,31,41,6,0,0,159,3,4,32,41,40,27,13,0,0,158,305,392,859,1311,1441,1136,308,21,0,5779
107041150,22,38,48,73,66,52,14,6,0,318,12,32,51,77,66,37,9,0,0,289,596,759,1581,2357,2389,1524,312,22,0,9528
107041548,10,42,98,38,44,31,10,0,0,275,8,47,93,57,50,38,4,0,0,309,214,1371,3038,1265,1083,1041,282,52,7,8348
107041549,11,37,72,59,33,21,12,4,0,253,12,66,93,55,46,28,11,8,0,306,338,1313,2360,1472,1404,934,225,25,0,8057
108011151,0,3,12,11,12,11,3,0,0,56,13,9,12,22,21,22,10,0,0,114,132,111,284,314,553,490,145,44,5,2081
108011152,9,18,34,36,55,34,13,0,0,204,21,15,33,44,50,33,12,15,6,226,381,333,809,1003,1100,1124,396,55,5,5214
108011153,3,3,8,15,20,22,8,0,0,88,7,7,21,40,27,35,14,0,0,140,168,147,330,503,618,666,206,29,0,2662
108011154,0,8,16,20,25,13,7,0,0,88,5,4,8,13,8,17,11,9,0,78,131,176,289,309,403,459,136,23,0,1943
108021155,7,11,44,38,41,30,11,0,0,183,13,14,38,36,46,32,19,0,0,206,403,456,958,938,1047,942,296,39,5,5071
108021156,11,14,15,23,24,30,14,0,0,119,14,13,22,33,49,44,12,12,0,199,201,249,512,598,836,1012,303,69,8,3782
108021157,4,5,19,7,8,8,3,0,0,61,3,6,19,16,21,15,8,3,0,100,105,112,337,336,382,407,107,18,0,1802
108021158,7,8,20,17,12,20,3,0,0,84,11,6,14,19,26,14,0,0,0,95,146,143,313,362,476,512,150,28,3,2131
108021159,12,9,13,20,14,23,12,0,0,105,14,10,26,20,38,44,14,4,0,165,226,179,428,533,715,778,262,56,5,3191
108021160,3,10,14,10,13,13,9,0,0,69,4,0,6,15,17,24,10,0,0,68,106,121,314,350,410,546,143,23,5,2019
108031161,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,9,4,8,50,55,42,52,21,4,0,243
108041162,17,22,40,55,62,69,11,0,0,277,19,17,30,33,62,39,13,9,3,221,522,414,802,1147,1616,1582,385,48,11,6519
108041164,15,38,95,53,54,48,26,0,0,324,21,35,59,46,50,32,20,9,3,282,631,906,1875,1628,1659,1369,434,61,7,8578
108041165,3,10,18,12,24,22,4,0,0,96,7,10,12,12,24,28,4,4,0,104,113,135,309,403,536,556,220,50,3,2322
108041166,20,29,62,56,72,49,16,0,0,302,19,18,32,27,37,40,10,4,6,173,477,422,963,1030,1223,974,271,36,4,5395
108041619,3,18,32,55,43,27,12,0,0,196,11,26,20,31,42,19,10,4,0,169,415,498,931,1147,1313,1141,322,49,3,5800
108041620,13,35,28,66,67,63,7,0,0,283,9,18,45,38,34,37,15,3,3,204,579,485,1017,1544,1806,1397,353,38,8,7220
108051167,3,3,15,6,18,21,0,0,0,65,11,13,20,19,20,21,14,4,0,118,114,99,255,331,460,508,211,48,8,2029
108051168,8,16,26,34,35,31,10,0,0,161,13,15,21,21,50,42,14,4,0,183,333,289,721,865,1144,1062,331,41,3,4793
108051169,18,26,69,74,68,57,17,0,0,326,20,30,48,53,57,46,21,4,0,291,577,660,1443,1352,1500,1393,389,49,6,7367
108051170,12,5,10,26,34,38,16,0,0,134,6,18,20,31,45,48,29,4,4,197,288,279,574,737,1114,1268,424,73,5,4762
108051171,6,11,23,21,23,6,3,0,0,94,4,4,19,3,14,23,6,0,0,81,112,166,390,357,414,428,108,13,0,1983
109011172,17,34,84,90,52,27,8,4,0,319,14,36,82,63,49,35,12,0,0,283,623,885,2101,2074,1766,1240,343,41,0,9061
109011173,15,24,51,32,34,24,6,0,0,187,19,18,36,34,41,39,3,5,0,193,357,462,1010,855,992,817,204,15,0,4719
109011174,10,18,29,31,29,36,7,3,0,167,12,18,30,23,41,28,11,7,0,171,323,426,1017,955,1005,966,356,52,4,5104
109011175,9,20,32,42,50,37,11,0,0,205,24,22,31,41,38,57,13,16,3,256,381,365,782,1125,1257,1232,427,107,15,5684
109011176,14,50,74,40,45,41,19,0,0,279,16,34,73,64,50,51,23,0,0,315,425,750,1558,1318,1174,1050,344,23,0,6639
109021177,3,10,3,3,10,10,3,0,0,44,4,8,14,16,16,18,5,0,0,78,65,123,236,184,246,327,107,29,0,1303
109021178,5,6,24,22,23,21,4,0,0,109,14,9,20,31,24,20,4,3,0,131,160,198,474,531,599,565,181,31,5,2748
109021179,0,8,10,6,0,4,4,0,0,28,0,9,10,14,8,10,9,0,0,74,62,130,361,312,384,388,139,20,4,1798
109031180,12,6,29,19,22,11,6,0,0,103,10,10,20,14,21,22,10,0,0,104,178,190,364,353,530,536,167,22,0,2349
109031181,4,9,21,14,15,17,8,0,0,87,11,7,22,28,30,29,11,3,3,143,203,222,481,569,633,638,245,44,7,3047
109031182,7,10,16,26,27,23,16,0,0,124,7,11,25,24,25,23,15,4,0,136,208,226,524,499,634,667,242,35,7,3049
109031183,6,5,7,9,11,12,3,0,0,54,8,8,19,16,24,37,18,4,0,137,132,169,461,513,636,754,347,78,14,3104
109031184,9,14,25,29,18,26,4,0,0,118,8,11,21,17,25,20,15,0,0,110,225,192,525,602,689,559,178,30,4,2998
109031185,10,7,25,28,40,21,8,0,0,140,15,10,23,30,19,25,16,14,0,154,233,237,661,681,810,859,370,81,4,3941
110011186,27,27,88,63,60,55,15,4,0,340,26,29,68,62,54,28,17,13,0,298,752,1100,2283,1966,1885,1720,548,92,8,10348
110011187,6,6,10,8,13,8,4,0,0,52,7,3,9,9,10,24,6,8,0,79,121,132,294,347,409,437,205,69,15,2019
110011188,6,10,16,14,19,16,7,0,0,83,11,6,16,18,18,19,0,0,4,92,156,167,417,492,631,602,224,50,11,2754
110011189,3,0,7,10,4,4,3,0,0,33,5,0,0,9,7,16,0,7,0,45,63,83,214,216,281,318,200,49,5,1434
110021190,10,7,35,34,24,34,7,0,0,160,15,15,27,32,25,35,19,6,3,169,236,229,523,554,690,730,332,75,14,3382
110021191,17,24,49,37,29,36,17,3,0,216,7,32,44,37,21,31,10,8,0,202,346,461,984,915,950,845,262,71,9,4844
110021192,6,6,12,9,18,11,8,0,0,70,5,9,13,19,25,18,12,3,4,103,98,121,274,296,463,436,182,58,17,1937
110021193,3,12,15,7,19,8,4,0,0,65,7,10,12,17,15,19,11,6,0,89,121,139,282,419,509,522,226,73,14,2295
110021194,11,0,8,17,15,14,8,5,0,72,16,5,17,20,24,36,17,6,0,136,141,146,321,364,513,622,328,79,12,2521
110031195,11,16,38,25,33,19,13,0,0,157,10,11,33,21,31,41,9,9,0,166,147,282,740,604,639,648,237,45,0,3349
