SA2_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
101021007,48,53,149,176,258,252,116,26,3,1077,0,6,9,8,16,34,18,10,0,98,0,4,8,0,4,3,0,0,0,10,0,0,0,4,5,4,0,0,0,28,0,0,4,5,0,0,0,0,0,9,0,0,3,3,9,4,0,0,0,28,0,0,0,0,5,0,0,0,0,16,9,3,4,5,22,24,10,0,0,83,17,13,18,14,14,12,6,0,0,83,0,4,0,4,7,5,0,0,0,15,0,0,0,0,5,8,0,0,0,11,0,0,4,4,0,0,0,0,0,15,0,0,0,0,8,3,0,0,0,17,0,0,13,14,21,16,3,0,0,70,0,0,0,7,10,12,0,0,0,36,0,0,15,31,31,22,4,0,0,116,0,5,20,28,22,31,10,0,0,114,3,5,20,19,33,45,16,0,0,132,0,0,0,3,3,3,4,0,0,28,0,0,4,5,8,7,3,0,0,31
101021008,116,222,494,460,449,351,95,13,0,2199,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10,11,3,9,0,0,0,33,0,0,0,7,0,0,6,0,0,12,0,6,15,3,18,11,0,0,0,62,0,0,5,7,5,4,0,0,0,22,42,23,40,22,29,30,3,0,0,181,40,18,14,19,11,8,3,0,0,113,0,0,9,9,12,10,0,0,0,36,0,0,8,4,6,0,0,0,0,18,0,0,13,6,4,4,0,0,0,27,0,6,14,12,4,4,0,0,0,42,0,17,40,32,28,21,0,0,0,145,5,4,12,20,18,20,6,0,0,80,7,41,113,154,145,98,8,0,0,553,9,18,49,47,58,34,3,0,0,221,8,28,84,64,81,58,17,0,0,343,5,3,10,6,4,0,0,0,0,25,11,19,17,7,10,8,8,0,0,82
101021009,131,311,1005,732,610,444,109,11,0,3347,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,5,12,6,11,7,0,0,0,46,0,0,8,4,0,0,0,0,0,17,0,13,22,10,14,6,7,0,0,74,0,3,9,4,3,7,3,0,0,30,22,36,105,37,42,31,3,0,0,277,26,36,63,29,17,15,0,0,0,184,0,0,14,10,7,3,0,0,0,32,0,0,9,4,6,3,3,0,0,32,0,0,10,12,11,3,0,0,0,38,0,13,12,16,3,5,0,0,0,54,0,13,72,43,25,23,6,0,0,183,0,10,30,21,19,20,9,0,0,111,3,28,203,207,191,104,16,0,0,758,15,23,79,58,44,41,8,0,0,275,7,44,215,116,91,76,24,0,0,573,4,10,11,15,6,11,0,0,0,60,4,5,26,24,9,10,4,0,0,90
101021010,63,139,461,338,276,232,61,7,6,1582,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,10,7,4,4,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,7,17,10,7,3,0,0,0,43,0,0,3,6,0,0,0,0,0,11,16,18,32,28,10,14,4,0,0,115,14,14,32,16,10,7,0,0,0,98,0,0,3,3,0,3,0,0,0,16,0,6,0,0,0,0,0,0,0,6,0,4,11,4,3,0,0,0,0,19,0,3,8,3,7,0,3,0,0,22,0,3,31,29,20,8,5,4,0,96,0,4,15,6,13,4,0,0,0,46,0,29,102,95,77,43,3,0,0,352,4,15,42,29,26,16,3,0,0,134,0,30,81,57,61,40,9,0,0,270,0,3,5,4,0,4,0,0,0,12,3,11,14,10,6,7,0,0,0,47
101021012,259,334,628,805,912,636,139,18,0,3718,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,15,4,10,16,14,7,0,0,0,66,0,0,0,3,0,3,0,0,0,15,8,10,21,14,28,11,0,0,0,92,0,0,5,3,11,4,6,0,0,33,74,36,41,24,41,39,12,0,0,272,94,34,18,22,17,14,0,0,0,194,0,3,4,8,6,10,0,0,0,31,4,3,6,9,10,3,0,0,0,37,3,4,8,7,14,12,0,0,0,46,0,11,10,7,16,6,0,0,0,49,6,17,60,83,99,33,7,0,0,302,5,3,18,19,24,15,9,0,0,94,10,60,217,314,389,161,11,0,0,1170,29,29,66,112,130,57,12,0,0,437,17,46,101,120,122,106,16,0,0,529,7,11,4,8,11,6,0,0,0,55,9,17,17,26,36,18,3,0,0,119
101021610,75,99,538,641,319,110,25,0,0,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,3,0,8,22,11,6,4,0,0,0,39,0,3,4,4,0,0,0,0,0,9,24,12,24,13,14,5,0,0,0,97,22,14,11,8,4,0,0,0,0,51,0,0,3,10,6,0,0,0,0,12,0,0,7,0,0,0,0,0,0,12,0,0,10,14,6,4,0,0,0,33,0,0,18,17,5,3,0,0,0,39,4,5,63,45,23,7,3,0,0,137,0,4,12,13,16,4,0,0,0,43,0,29,259,237,131,30,0,0,0,691,0,8,69,54,35,7,0,0,0,171,3,17,101,103,53,20,0,0,0,303,0,0,6,3,0,3,0,0,0,20,0,3,22,11,6,0,0,0,0,47
101021611,278,366,668,888,1129,901,318,58,0,4606,6,6,11,14,18,23,27,5,0,104,0,0,0,0,0,0,0,0,0,3,13,8,14,13,27,20,3,0,0,99,0,0,9,5,3,4,0,0,0,21,11,14,37,34,41,33,10,0,0,178,4,3,5,13,11,12,6,0,0,50,63,32,38,23,51,60,8,4,0,272,83,30,23,19,16,20,0,0,0,183,0,3,8,5,25,10,9,0,0,60,0,0,6,10,13,9,0,0,0,39,0,3,7,15,11,12,3,0,0,57,4,11,18,7,19,7,3,0,0,73,6,20,70,86,106,52,26,4,0,375,0,9,20,17,21,24,6,0,0,86,15,41,229,345,395,214,19,0,0,1262,20,48,67,137,165,86,32,0,0,549,15,42,104,116,151,124,28,0,0,581,3,11,16,12,18,9,4,0,0,74,14,13,25,27,25,29,4,0,0,144
101031013,22,38,116,100,112,133,68,17,0,615,3,5,17,14,9,12,19,6,0,84,0,0,4,0,0,0,0,0,0,4,0,0,14,5,7,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,0,0,0,0,9,10,9,7,17,10,13,9,0,0,75,8,3,3,5,12,7,0,0,0,33,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,3,0,9,6,0,0,0,0,15,0,0,0,3,3,7,0,0,0,15,0,3,3,3,8,4,0,0,0,28,0,5,7,18,22,24,3,0,0,81,0,10,10,16,16,31,5,0,0,88,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5
101031014,95,137,350,301,310,317,112,26,0,1659,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,4,0,0,20,7,12,7,12,10,18,0,0,0,69,3,0,17,14,14,4,5,0,0,51,0,0,0,0,5,6,4,0,0,16,34,12,38,40,48,46,8,0,0,229,32,21,27,24,22,19,8,0,0,157,0,4,3,3,8,7,0,0,0,25,0,0,0,0,5,4,0,0,0,9,0,4,5,0,3,4,0,0,0,21,3,5,10,8,6,7,0,0,0,32,0,7,16,20,15,11,0,0,0,70,0,6,12,9,5,14,4,0,0,51,4,5,30,33,38,39,0,0,0,148,3,7,40,45,43,52,14,0,0,207,3,20,52,51,58,69,21,0,0,277,0,0,0,4,3,4,0,0,0,10,0,3,6,6,13,6,4,0,0,37
101031015,57,48,135,150,244,226,83,38,5,982,4,3,6,10,23,20,23,15,0,102,0,0,0,0,0,0,0,0,0,7,0,0,4,5,3,3,0,0,0,22,8,0,0,3,5,6,0,0,0,19,0,0,7,3,12,3,3,0,0,38,0,0,3,0,5,5,0,0,0,20,10,11,12,15,27,17,0,4,0,90,13,7,15,8,13,10,5,0,0,77,0,0,8,4,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,4,4,13,14,13,10,0,0,0,52,7,0,0,3,10,7,3,0,0,24,0,6,12,14,40,29,3,0,0,106,4,4,8,11,31,24,5,0,0,87,5,8,16,16,31,29,7,0,0,99,0,0,0,0,3,0,0,0,0,8,4,0,7,3,6,0,0,0,0,15
