SA3_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
11402,8605,4848,4548,5142,6512,6938,7428,5012,1695,50720,5,0,0,8,9,16,14,4,4,67,299,361,245,213,263,288,290,153,53,2174,0,0,0,0,9,6,10,0,0,25,0,15,0,3,9,4,7,13,0,44,0,0,4,0,0,0,3,0,0,9,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,305,388,256,223,278,308,312,164,56,2286,308,384,259,233,280,321,326,176,61,2348,15,12,13,7,4,12,11,3,0,78,8931,5247,4817,5383,6794,7276,7766,5188,1750,53151
11501,29864,19215,13462,22858,21543,18290,15088,8314,3413,152057,13,4,0,10,8,11,22,36,97,206,225,311,327,249,187,201,216,164,104,1983,0,10,14,5,4,8,10,3,0,57,10,8,9,6,10,14,11,9,0,68,0,4,3,5,0,0,5,0,0,14,0,4,0,3,0,4,0,0,0,13,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,234,352,365,257,207,225,240,177,99,2164,251,355,366,272,217,238,261,216,196,2374,32,25,39,47,34,78,129,30,14,429,30143,19596,13867,23176,21799,18606,15488,8561,3624,154855
11502,4921,3715,2169,2858,4207,3771,2966,1910,716,27238,0,3,3,0,0,3,6,7,0,24,86,95,99,52,67,42,45,29,6,515,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,100,97,51,74,49,47,34,7,547,86,101,101,54,76,52,55,40,7,573,0,7,4,0,0,8,10,0,3,38,5007,3821,2277,2914,4289,3835,3028,1949,726,27843
11503,4676,3114,2673,2772,3675,3540,2428,1146,299,24327,4,5,3,7,0,4,3,0,4,33,63,95,51,43,63,73,61,35,7,490,0,0,0,5,0,0,0,0,0,3,3,0,0,5,4,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,65,98,52,47,64,78,76,41,7,536,69,102,56,51,67,88,81,40,10,569,3,3,6,5,6,0,0,0,0,24,4752,3224,2739,2830,3746,3627,2510,1185,306,24919
11504,13908,7116,6914,10184,7785,4899,3190,1431,370,55796,9,3,7,6,3,7,0,3,3,46,76,96,105,66,84,50,64,20,14,573,0,0,0,0,4,9,0,0,0,23,0,8,3,5,8,15,12,0,0,44,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,103,109,74,94,80,86,20,14,659,90,113,115,75,95,88,89,30,13,702,7,7,10,3,8,37,41,7,3,116,14003,7232,7041,10267,7885,5028,3316,1464,385,56614
11601,27602,17576,22082,22126,16606,14774,11544,5664,2153,140121,14,15,12,24,21,15,20,13,5,141,266,275,340,249,199,236,198,146,113,2018,4,6,11,0,3,3,5,4,0,29,10,13,7,4,5,14,7,0,0,64,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,6,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,282,293,364,262,209,263,212,149,113,2146,299,307,376,281,230,273,235,167,119,2287,16,12,34,21,33,78,90,13,0,306,27915,17901,22493,22433,16862,15127,11868,5840,2274,142714
11602,35707,16708,21045,29483,17017,10732,7004,2735,712,141138,12,8,8,6,3,9,7,3,3,58,241,254,290,182,113,80,78,59,27,1323,0,0,7,3,0,4,9,0,0,19,5,7,8,5,0,16,10,3,0,51,0,0,3,0,0,0,0,0,0,3,7,3,0,4,0,0,0,0,0,14,0,0,3,0,0,0,0,5,0,10,0,0,0,0,4,0,0,0,0,4,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,248,259,314,197,122,107,97,66,27,1434,264,270,323,201,126,115,107,70,26,1489,14,16,10,21,18,141,148,27,4,393,35974,16986,21378,29707,17160,10984,7252,2830,740,143020
11603,26755,15890,15910,15843,13704,11985,8132,3862,1364,113436,24,14,16,24,17,16,23,21,0,159,401,283,325,244,197,163,105,67,31,1821,5,0,5,3,0,7,3,0,0,24,12,7,6,5,3,6,13,0,0,53,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,419,299,346,251,203,175,126,69,35,1928,446,307,361,280,225,195,151,85,34,2084,8,22,29,28,10,49,35,17,0,202,27216,16221,16300,16142,13935,12220,8318,3968,1404,115717
11701,8734,7640,13353,8846,6564,5156,3758,2357,803,57218,3,4,7,8,13,9,0,10,0,57,119,306,439,241,213,123,71,48,17,1581,8,18,39,18,17,10,0,0,0,100,4,19,31,21,20,30,13,0,0,136,0,4,0,0,9,0,0,0,0,13,0,8,6,3,9,4,0,0,0,38,3,0,0,0,0,0,0,0,0,10,0,0,6,0,4,3,0,0,0,15,0,6,11,8,8,8,0,0,0,45,0,0,0,0,0,0,0,0,0,0,133,356,536,291,281,177,96,54,17,1944,138,361,543,298,291,189,97,65,17,1997,18,48,114,57,63,71,28,22,0,426,8884,8048,14006,9210,6913,5419,3888,2442,821,59636
11702,7054,5432,11635,9133,7379,5280,3660,2212,913,52695,0,7,9,3,5,11,9,11,3,54,75,130,260,146,115,104,70,32,26,962,0,0,11,0,4,4,6,0,0,26,0,3,7,0,5,5,0,0,0,26,0,0,0,0,0,0,5,0,0,5,0,6,0,3,0,3,4,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,75,145,280,156,132,120,78,32,29,1047,78,148,289,156,136,127,88,43,26,1102,12,12,26,12,16,6,14,0,0,95,7144,5591,11953,9295,7533,5413,3756,2261,944,53890
11703,16160,25615,67094,39221,22723,17582,11850,5691,1941,207871,9,42,48,39,25,31,28,27,8,269,605,1732,2845,1662,1239,976,641,331,222,10247,74,113,233,165,113,81,34,10,0,821,34,345,349,161,148,83,37,11,0,1177,0,29,61,28,30,13,14,5,0,187,7,153,126,82,57,33,12,9,0,466,4,16,24,15,17,4,8,3,0,94,0,9,18,11,4,10,0,6,0,59,11,28,64,75,49,35,20,4,0,281,0,0,0,0,0,0,0,0,0,0,740,2426,3723,2193,1651,1236,773,370,225,13340,755,2468,3771,2230,1681,1270,805,399,238,13610,153,272,603,316,212,250,135,34,7,1978,17062,28357,71468,41766,24617,19098,12789,6128,2185,223465
11801,18584,11379,24469,18804,15859,12174,10011,6601,2872,120749,3,3,11,9,10,13,30,62,129,268,249,345,545,367,254,268,216,140,66,2457,0,22,22,30,14,12,11,0,0,115,0,11,13,15,8,18,15,9,0,85,0,0,0,0,0,3,3,0,0,9,3,8,18,4,0,9,4,0,0,43,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,26,9,0,0,7,0,0,0,38,0,0,0,0,0,0,0,0,0,0,254,411,604,412,289,320,247,159,65,2758,259,413,616,425,295,330,282,218,191,3030,33,56,126,86,87,65,52,23,12,533,18880,11850,25212,19314,16244,12567,10340,6843,3074,124317
11802,20178,15240,23613,19766,16986,13659,10303,6637,2983,129363,11,7,17,14,24,15,37,81,213,410,376,421,558,370,276,243,229,167,156,2798,3,14,13,12,3,12,12,3,0,80,5,31,13,17,16,13,14,8,0,115,3,9,10,7,4,5,3,0,0,37,0,14,6,0,0,3,7,0,0,30,0,3,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,9,13,22,12,7,0,8,3,0,0,60,0,0,0,0,0,0,0,0,0,0,399,516,613,414,305,289,273,190,156,3152,412,521,627,424,327,302,316,271,366,3560,23,128,116,48,52,67,65,19,6,528,20614,15887,24350,20241,17363,14033,10684,6927,3353,133453
11901,38724,24457,25048,24289,22087,20755,14775,8289,3995,182407,31,20,32,29,19,20,35,19,8,202,428,337,503,312,308,308,217,161,137,2719,3,0,13,9,4,3,5,3,0,34,3,10,3,3,3,14,11,0,0,58,0,3,6,0,3,0,0,0,0,11,0,3,0,4,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,445,364,528,330,326,330,235,162,145,2867,476,375,559,352,347,354,264,184,151,3062,30,43,46,34,39,65,49,11,9,322,39224,24875,25650,24677,22466,21170,15089,8481,4154,185791
11902,25910,17015,22278,19840,17596,15188,10577,6698,2947,138048,15,10,33,24,19,25,32,53,60,266,232,243,359,236,203,189,132,92,84,1777,0,6,0,0,7,13,3,3,0,33,0,3,6,3,5,9,3,3,0,28,0,0,4,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,231,261,378,242,218,214,146,102,84,1876,250,270,409,265,241,235,182,158,140,2139,19,35,52,46,41,53,37,16,4,303,26176,17316,22739,20151,17873,15477,10798,6868,3092,140493
11903,20648,16724,19640,17138,16062,16085,12183,7061,3506,129046,6,6,11,6,16,9,7,10,9,84,231,228,347,232,194,205,147,100,63,1745,7,0,3,3,0,0,5,6,0,31,0,3,5,5,4,6,14,5,5,41,0,0,4,3,5,0,4,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,234,243,366,246,194,226,166,114,69,1861,244,250,378,256,211,238,178,125,77,1947,22,29,49,39,40,66,64,23,3,353,20914,17009,20072,17430,16315,16390,12428,7201,3591,131347
11904,21948,16660,27121,21533,17227,15322,11805,7574,3587,142781,11,8,15,20,19,19,28,30,44,197,246,289,442,315,274,282,296,287,214,2636,0,7,13,15,11,10,3,0,0,62,5,15,5,9,15,9,7,0,0,71,0,7,0,3,0,0,0,0,0,10,0,3,0,4,4,0,6,0,0,21,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,3,8,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,252,317,473,344,317,311,313,292,214,2829,260,327,484,361,335,326,344,321,261,3032,28,26,68,50,55,70,62,23,3,389,22241,17017,27678,21949,17616,15721,12212,7915,3854,146196
12001,13698,8473,13522,13085,11397,9879,7824,4606,2083,84577,5,0,0,6,8,9,17,29,55,124,204,169,299,196,191,199,205,192,153,1819,0,3,9,0,0,9,3,4,0,29,0,6,6,3,3,11,13,7,0,48,0,0,3,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,207,182,323,207,201,219,229,202,153,1929,214,187,329,213,205,223,244,233,204,2056,24,20,27,36,16,50,31,7,6,211,13935,8674,13880,13334,11621,10159,8100,4848,2291,86846
12002,9745,4758,7666,9372,8667,6229,4739,2283,782,54242,0,0,0,4,5,9,11,0,0,41,103,153,195,173,148,118,112,54,51,1093,0,0,8,11,3,3,3,5,0,28,0,3,0,3,9,9,10,4,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,6,0,17,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,10,6,0,0,31,0,0,0,0,0,0,0,0,0,0,100,169,210,190,164,140,140,63,53,1229,103,173,210,195,163,148,151,65,55,1266,9,12,19,14,12,12,18,4,0,103,9857,4939,7890,9587,8848,6393,4914,2350,840,55615
12003,21470,21562,34275,22938,18340,16552,11668,7145,3818,157771,12,8,22,16,11,11,11,7,0,120,257,374,613,372,293,256,173,100,74,2514,4,10,24,12,10,10,3,3,0,72,3,7,10,7,17,16,11,3,0,73,0,0,0,7,0,4,0,0,0,12,0,5,6,5,3,0,0,0,0,16,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,13,6,0,3,6,0,0,49,0,0,0,0,0,0,0,0,0,0,271,418,670,398,320,290,192,105,78,2743,285,432,695,417,328,301,206,121,82,2863,25,43,109,54,63,95,80,23,4,498,21775,22038,35077,23416,18737,16950,11951,7281,3902,161129
12101,21149,11783,16228,19770,15869,11890,9311,5297,2554,113843,10,5,0,6,15,5,11,10,9,62,326,343,449,402,258,348,362,275,247,3013,7,10,19,3,8,7,15,8,0,74,5,13,10,9,15,17,18,8,0,87,0,0,3,4,0,5,3,0,0,14,0,0,0,0,11,3,5,0,0,23,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,30,5,5,0,3,7,0,0,49,0,0,0,0,0,0,0,0,0,0,335,390,488,417,290,388,414,294,250,3273,349,396,494,428,302,394,418,298,257,3334,39,38,67,72,85,92,85,32,3,519,21534,12216,16791,20264,16256,12378,9812,5620,2813,117694
12102,16984,9541,9382,14133,12392,9728,7319,4310,1765,85554,7,8,5,8,9,8,5,7,3,62,159,183,194,155,126,149,139,101,104,1299,4,0,5,7,0,5,3,0,0,28,4,0,0,6,4,14,11,4,3,41,0,5,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,161,199,213,170,134,169,152,103,106,1411,171,201,218,181,141,177,161,116,109,1474,8,16,25,34,12,47,82,32,3,254,17167,9761,9624,14345,12551,9955,7556,4452,1877,87287
12103,23750,15500,9050,16178,18513,14873,11357,7939,3949,121103,3,0,0,4,10,0,12,7,14,46,253,346,348,231,180,218,209,187,177,2138,0,3,4,8,0,5,7,4,0,36,6,6,0,10,8,7,14,11,4,56,0,0,0,0,0,3,7,4,0,16,0,0,0,0,0,5,3,0,0,8,0,0,0,3,0,0,3,0,0,7,3,0,4,0,0,0,0,0,0,5,3,21,7,4,5,4,5,0,0,56,0,0,0,0,0,0,0,0,0,0,261,383,363,245,195,241,243,203,186,2325,270,389,368,251,200,241,255,208,200,2372,32,37,30,36,72,101,77,32,4,410,24051,15923,9442,16462,18782,15205,11692,8177,4155,123887
12104,12565,7782,15916,14863,12240,10368,8879,5727,2012,90359,5,0,9,0,12,5,16,14,13,69,221,265,384,286,232,229,176,89,54,1944,3,4,10,18,17,13,8,5,0,74,7,6,11,19,13,20,13,6,0,100,0,0,7,0,0,3,7,0,0,20,0,5,3,5,0,8,0,0,0,24,0,0,3,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,26,0,5,11,4,4,3,0,46,0,0,0,0,0,0,0,0,0,0,239,305,427,331,271,284,215,107,53,2224,241,311,435,338,277,285,225,118,62,2297,32,21,50,50,43,37,50,22,4,309,12846,8114,16400,15252,12561,10698,9152,5868,2079,92966
12201,7468,4196,5777,6209,6247,5048,3390,2198,857,41386,4,0,3,7,6,6,5,0,0,35,97,137,144,114,98,82,64,36,32,802,0,9,9,0,0,6,0,0,5,25,0,8,0,0,0,10,8,4,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,3,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,103,155,156,121,99,103,80,45,33,886,103,160,152,129,100,109,78,49,34,921,13,17,41,21,24,26,13,6,0,165,7586,4376,5976,6364,6367,5183,3481,2257,891,42476
12202,11174,6988,4648,6853,9096,8792,7231,4650,1790,61227,0,6,3,3,0,10,9,4,3,39,225,251,232,153,193,207,141,82,66,1551,0,0,4,4,0,13,3,3,0,24,7,3,7,0,0,9,9,4,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,4,0,0,0,9,3,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,236,269,241,162,198,239,162,89,68,1656,236,274,250,162,202,244,171,89,70,1702,10,13,20,13,16,16,12,3,3,107,11421,7272,4917,7032,9315,9056,7417,4744,1864,63034
12203,28994,17706,17367,21495,23628,17459,12554,9116,4328,152653,13,14,9,24,18,10,19,17,15,130,272,422,388,292,255,280,204,158,128,2403,0,3,3,3,0,11,11,0,0,30,3,9,11,11,13,30,12,4,3,94,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,6,14,0,0,25,0,4,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,4,5,4,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,279,457,411,306,274,332,236,162,135,2599,288,466,425,331,291,341,259,181,152,2734,26,22,62,36,33,34,33,11,5,262,29305,18197,17851,21860,23958,17836,12848,9313,4480,155653
12301,17173,9428,9629,10535,9899,7122,4960,2479,948,72171,5,5,4,5,3,0,6,3,4,33,178,189,185,128,96,79,97,67,27,1048,0,0,0,3,0,6,0,0,0,17,0,0,0,5,3,5,5,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,178,200,185,140,105,95,105,68,25,1109,184,203,188,138,109,95,113,72,32,1141,10,4,6,5,18,14,13,5,0,75,17365,9632,9823,10686,10028,7234,5082,2562,984,73389
12302,38391,21829,25123,26379,20080,19216,14556,6537,1883,173992,17,27,23,23,21,27,39,23,5,195,537,496,613,386,311,244,245,169,75,3083,4,4,8,7,5,6,7,0,0,38,15,12,20,16,7,14,15,0,0,95,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,556,525,643,404,333,274,270,180,80,3261,574,548,664,426,353,297,308,198,87,3455,8,29,40,31,28,82,91,21,13,328,38974,22400,25825,26835,20460,19591,14953,6753,1976,177775
12303,9734,5586,5408,5680,6020,5192,4259,2143,688,44709,6,12,3,4,13,10,8,11,3,63,121,136,124,78,80,77,58,32,17,722,0,0,4,0,0,0,0,0,4,12,0,3,0,10,5,7,5,0,0,25,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,121,140,131,92,81,95,67,38,18,784,127,145,131,97,96,97,80,44,25,848,0,5,14,9,0,6,9,0,0,51,9865,5733,5556,5792,6121,5298,4342,2194,716,45606
12401,13322,7809,6841,9301,10673,10804,10159,5058,1674,75639,3,6,12,8,4,8,8,6,7,66,266,239,242,214,231,277,233,124,64,1889,0,3,0,0,0,5,3,0,0,12,4,4,3,0,9,9,11,7,0,50,0,0,0,0,0,3,0,4,0,10,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,276,244,251,222,244,303,252,136,64,1999,276,256,261,234,254,313,268,142,70,2067,9,7,16,9,12,4,13,9,0,78,13602,8069,7114,9545,10937,11122,10437,5205,1743,77786
12402,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5
12403,33687,20240,23524,23146,19339,15884,12166,5894,1936,155809,13,8,8,12,20,17,29,17,6,138,528,552,565,368,338,255,234,196,86,3122,0,6,9,16,15,10,12,3,0,62,4,13,13,7,9,18,13,14,4,86,0,0,5,0,0,3,0,0,0,13,0,0,5,5,0,0,7,0,0,16,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,536,567,601,387,358,287,265,212,91,3314,549,575,613,406,377,305,295,230,99,3454,12,17,46,26,20,29,48,12,3,198,34243,20824,24180,23573,19740,16220,12507,6135,2040,159458
