SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
10102,0,0,5,5,59,42,149,176,41,31,34,51,21,4,13,636,6,3,10,11,32,5,4,5,0,0,0,0,0,0,0,71,0,0,7,13,13,0,10,14,0,0,0,0,0,3,3,66,0,0,8,23,27,57,81,44,6,11,11,19,0,0,4,295,0,0,0,6,28,16,12,34,7,4,0,4,4,0,0,118,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,13,0,0,0,3,8,23,40,23,8,6,3,7,8,0,6,133,47,172,520,333,277,192,329,148,7,8,13,21,6,7,46,2124,0,4,19,26,47,59,77,68,16,3,5,8,11,0,3,348,0,0,0,11,20,16,20,7,0,0,0,9,0,0,9,89,42,132,279,261,224,229,303,202,42,35,30,49,27,7,42,1910,202,639,1420,1201,1315,1116,2185,1605,402,438,409,384,141,52,260,11769
10103,0,0,0,0,10,11,9,8,0,3,3,8,3,5,10,75,3,3,4,0,13,0,4,0,0,0,0,0,0,0,0,33,0,0,4,4,3,3,4,4,0,0,0,0,0,0,0,21,0,0,5,6,13,15,40,8,3,0,8,0,4,5,0,113,0,0,0,4,0,0,9,0,3,0,0,5,0,0,0,31,0,0,0,0,0,0,6,11,0,3,13,66,3,0,9,110,0,0,0,0,3,6,33,19,0,0,4,5,0,0,0,79,28,80,255,143,99,88,147,49,3,17,19,23,16,4,34,1019,0,0,9,17,23,21,21,19,4,0,0,6,3,0,6,121,0,0,0,6,3,3,4,3,3,0,0,0,0,0,0,19,24,66,80,78,68,46,69,43,9,16,25,69,36,10,23,660,85,298,516,407,392,314,516,301,58,103,121,282,117,42,146,3696
10104,0,0,5,11,56,40,45,61,11,12,17,13,9,0,13,291,8,0,5,9,23,9,4,3,0,0,0,0,0,0,0,69,0,10,8,9,3,3,14,4,0,0,0,0,0,0,0,49,0,10,23,49,34,53,60,12,11,0,0,10,4,0,4,274,0,3,3,3,3,0,5,10,0,0,3,3,0,0,0,34,0,0,0,0,3,3,4,6,0,0,0,0,0,0,0,17,0,0,3,7,7,16,40,31,5,11,4,4,4,0,10,145,150,613,1289,700,405,223,248,113,12,21,5,21,6,5,177,3985,7,6,28,61,58,48,79,29,6,5,5,12,5,0,3,338,0,0,3,9,21,10,8,11,0,0,0,0,0,4,3,63,58,182,268,248,179,89,129,58,26,15,26,22,15,3,30,1357,372,1409,2172,1631,1180,778,1010,522,156,144,148,159,80,25,388,10171
10105,0,0,0,7,35,15,32,62,13,10,11,17,0,0,0,215,4,4,0,3,4,0,3,3,0,0,0,0,0,0,4,29,0,0,4,7,4,0,0,0,0,0,0,0,0,0,0,17,0,0,5,10,12,13,18,3,5,0,0,3,0,0,3,80,0,0,0,0,0,4,10,0,0,0,4,0,0,0,0,26,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,16,0,0,0,0,0,7,20,11,5,0,3,3,4,0,4,59,37,121,321,191,118,49,86,37,8,5,4,12,0,0,63,1051,0,0,8,10,9,7,23,7,4,0,0,3,0,0,0,74,0,0,0,4,3,0,4,6,0,0,0,0,0,0,5,34,18,42,80,90,52,39,106,59,17,16,16,25,4,29,51,645,84,300,599,501,405,288,592,441,106,95,112,194,40,59,236,4052
10106,0,0,0,10,21,11,35,29,12,9,6,17,6,0,4,168,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,20,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,10,0,0,8,14,7,10,22,11,3,0,5,7,0,0,0,93,0,0,0,5,5,3,11,6,0,0,7,0,0,0,0,33,0,0,0,0,0,3,4,5,0,6,0,0,0,0,0,19,0,0,0,0,7,10,14,8,4,0,0,3,0,0,0,46,47,140,270,203,130,71,112,79,6,4,7,3,6,0,46,1127,0,0,12,16,14,25,35,21,0,10,0,6,0,0,4,132,0,0,0,4,6,0,5,3,3,0,0,0,0,3,8,36,17,33,72,87,72,43,74,38,7,8,5,20,0,0,17,498,97,281,494,485,456,312,550,358,64,59,53,113,33,19,120,3498
10201,0,0,16,80,247,232,220,222,55,64,56,65,46,11,25,1332,13,7,16,14,101,30,52,32,7,0,4,3,0,0,9,292,0,9,8,27,17,15,41,29,3,9,4,3,0,0,0,171,0,11,42,126,181,222,483,151,73,29,40,29,35,17,20,1459,0,4,33,25,42,14,31,32,0,11,0,6,0,4,6,207,0,0,0,0,18,17,24,11,3,0,4,4,0,3,7,89,0,0,0,10,26,72,181,102,35,21,22,12,10,0,20,514,249,780,2297,1512,1399,1085,2217,1045,139,90,88,110,59,25,334,11436,4,5,47,102,92,117,186,132,31,26,11,18,10,8,19,812,0,0,3,29,44,17,46,49,12,10,6,9,8,0,3,237,120,275,597,698,625,542,944,570,112,93,90,105,50,15,130,4975,650,1935,4071,3871,4418,3904,6913,3874,823,704,664,696,338,107,899,33863
10202,0,0,13,48,236,180,247,219,38,32,36,66,16,0,37,1153,7,9,8,18,47,13,22,12,0,0,0,4,0,0,0,137,4,0,12,19,16,8,9,5,3,0,0,0,0,0,0,69,0,4,28,68,100,94,201,66,21,17,9,8,9,0,6,641,0,4,10,12,13,13,19,12,3,0,0,0,0,0,5,93,0,0,0,0,0,6,3,6,3,0,0,0,0,0,0,26,0,0,4,3,14,28,110,87,21,18,10,20,3,4,8,335,224,709,2008,1150,839,563,804,379,47,49,41,40,30,5,241,7134,4,6,26,45,49,72,98,68,14,16,8,12,4,3,6,435,0,0,3,22,37,19,30,44,11,9,3,10,0,0,8,197,125,303,520,613,442,296,465,238,44,39,43,47,13,10,96,3320,553,1716,3625,3003,2904,2281,3327,2121,375,388,307,385,158,78,656,21890
10301,0,0,0,13,24,28,39,65,5,22,30,19,14,6,10,269,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,4,3,5,4,6,4,0,0,0,0,0,0,4,29,0,0,0,10,10,29,52,4,8,4,10,10,11,0,0,152,0,0,0,0,9,9,28,30,3,3,5,12,0,0,0,107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,13,19,20,7,0,3,4,0,0,8,82,48,144,341,214,121,98,95,49,12,12,10,7,4,0,57,1211,0,0,4,11,9,10,29,18,0,0,11,0,0,0,8,108,0,0,0,3,9,6,20,16,5,3,3,9,4,0,14,88,20,45,93,87,69,76,73,54,22,7,21,21,9,0,51,645,115,321,619,506,478,466,801,576,139,177,207,190,87,15,304,5002
10302,0,0,0,3,22,25,36,64,18,12,31,40,7,6,6,276,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,15,26,51,18,0,9,17,10,0,0,0,153,0,0,0,0,4,5,0,11,8,0,3,8,0,0,0,34,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,12,0,0,0,0,8,6,11,12,6,0,3,0,0,0,3,43,45,122,253,110,66,39,55,20,8,10,4,3,4,7,38,781,5,0,4,9,0,13,13,15,10,13,4,0,0,3,3,91,0,0,0,0,4,3,8,0,0,0,0,4,0,0,4,25,19,36,43,41,32,29,66,61,13,19,16,47,6,3,16,439,106,288,424,280,278,240,447,372,110,139,139,168,54,31,121,3189
10303,0,0,0,5,37,39,38,37,9,13,7,29,4,5,8,235,3,9,7,0,13,4,6,0,0,0,4,0,0,0,6,42,0,0,0,6,0,0,8,4,0,0,0,0,0,0,0,19,0,0,5,0,13,15,31,14,6,0,0,5,0,0,3,105,0,3,0,0,13,7,6,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,4,3,11,20,24,0,13,3,10,6,0,0,99,51,155,447,289,131,68,109,41,7,0,16,3,0,0,71,1399,0,0,8,19,21,14,27,8,0,0,0,5,0,0,0,115,0,0,0,0,12,9,8,19,0,0,0,3,0,0,5,54,27,56,108,105,63,80,58,40,6,12,7,19,17,3,28,630,139,369,801,663,539,370,538,346,79,86,76,121,40,18,219,4398
10304,0,0,0,12,30,31,81,89,11,8,19,33,7,0,15,343,11,4,3,0,6,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3,18,7,0,6,0,0,7,0,3,44,0,0,9,12,19,30,83,43,8,9,3,11,15,0,0,239,0,0,0,0,4,10,16,8,3,13,6,3,0,0,0,71,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,23,0,0,0,0,4,10,32,28,5,8,4,10,0,0,6,104,49,142,360,167,93,101,142,100,11,13,4,12,3,3,42,1240,0,3,12,16,9,20,32,21,6,0,0,0,3,0,0,124,0,0,0,9,0,11,10,11,0,4,4,0,9,0,0,63,30,39,61,71,74,65,184,134,43,25,33,30,18,5,20,843,165,355,649,489,510,503,1067,897,201,228,221,210,120,15,165,5789
10401,0,0,0,3,27,23,46,60,10,12,10,13,0,3,16,221,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,14,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,25,0,0,10,13,16,18,42,7,7,0,0,3,3,0,3,123,0,0,3,0,13,0,12,3,0,0,0,0,0,0,0,32,0,0,0,0,9,3,0,3,0,0,3,5,0,0,6,26,0,0,0,4,4,4,15,13,0,8,0,6,3,0,4,72,59,220,523,263,137,64,117,73,6,7,11,7,3,0,93,1580,0,0,15,25,14,15,26,17,5,3,0,4,5,5,9,138,0,0,0,0,0,0,6,3,0,0,10,0,0,0,12,38,13,46,93,85,61,45,93,51,3,9,12,13,12,0,70,614,131,459,790,624,546,294,583,356,89,90,79,80,53,17,381,4567
10402,0,0,3,17,67,51,81,87,44,33,22,20,6,0,17,456,4,6,6,8,20,5,14,0,0,0,0,0,0,0,8,65,0,0,8,5,3,8,9,3,0,0,0,0,0,0,5,49,4,3,28,60,63,58,160,33,25,4,18,12,17,6,6,490,0,0,8,7,5,3,7,7,4,0,0,0,0,0,0,49,0,0,0,0,0,9,9,5,8,9,19,33,5,0,5,109,0,0,0,7,19,12,48,40,16,16,15,9,9,0,19,204,143,426,1039,550,380,263,462,220,19,35,22,28,23,8,149,3783,0,6,17,58,50,41,77,43,9,9,7,12,11,4,4,349,0,0,0,4,7,3,8,21,4,3,9,15,4,0,0,89,37,125,203,199,173,167,448,385,100,129,139,275,77,77,97,2630,290,968,1755,1469,1433,1074,2309,1524,427,533,622,858,280,114,509,14164
10501,0,0,0,0,9,10,13,18,8,9,14,12,4,0,3,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,23,13,0,0,3,0,5,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,3,9,9,0,0,0,0,0,5,3,27,13,38,58,29,19,18,16,15,0,4,0,4,5,0,15,234,0,0,0,9,0,0,5,3,0,0,6,6,0,0,0,24,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,15,7,16,52,24,19,15,44,30,11,8,10,17,7,0,16,281,34,81,160,116,133,118,245,170,44,52,76,88,51,24,66,1454
10502,0,0,0,0,29,19,19,46,10,13,23,22,10,7,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,19,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,16,7,36,65,41,25,3,24,5,7,0,0,5,4,0,9,222,0,0,0,0,6,3,6,6,0,5,0,7,0,0,0,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,5,22,14,19,17,15,20,25,7,0,10,0,3,0,0,159,14,99,129,100,127,96,157,132,30,35,52,65,34,15,28,1112
10503,0,0,3,4,28,30,82,110,17,23,51,62,21,3,17,444,0,0,4,0,11,0,3,0,0,0,0,0,0,0,0,16,0,0,0,3,0,3,4,0,0,0,0,6,0,0,0,20,3,0,6,5,20,17,51,31,0,4,18,0,7,6,0,172,0,0,0,4,11,11,49,51,7,6,19,12,10,0,4,191,0,0,0,0,0,0,3,12,0,3,8,5,0,0,6,42,0,0,0,0,0,4,15,13,4,5,0,8,4,5,8,67,53,118,284,143,81,43,66,66,14,12,15,23,8,6,56,988,0,0,13,19,6,16,21,6,0,5,5,3,4,5,0,102,0,0,0,4,5,12,8,19,5,0,0,0,0,0,10,62,17,43,62,58,49,31,138,93,29,17,38,65,17,19,46,719,109,321,523,396,427,332,1067,1119,358,372,370,357,132,92,300,6275
10601,0,0,0,8,84,55,82,144,25,15,33,27,14,4,21,521,5,8,0,3,9,0,0,0,0,0,0,0,0,0,4,31,0,0,4,8,0,5,5,0,0,0,0,0,0,0,0,26,0,5,0,13,24,39,159,40,13,4,17,8,13,0,6,341,0,0,0,4,3,5,15,12,0,0,0,3,0,0,0,39,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,22,0,0,0,0,10,17,65,48,18,3,7,5,10,0,6,193,76,260,565,358,255,190,294,110,17,6,12,11,9,8,105,2275,6,0,8,21,24,32,51,21,3,3,0,3,5,3,15,191,0,0,0,3,10,3,32,19,9,0,8,32,7,0,18,140,28,67,97,101,106,68,131,84,13,10,15,20,12,0,76,838,185,568,892,868,886,676,1330,721,146,113,170,176,89,54,463,7325
10602,0,0,8,9,89,80,120,130,20,12,26,17,6,4,8,546,15,0,11,7,14,3,3,6,0,0,0,0,0,0,0,61,0,0,6,0,3,0,5,0,0,7,0,0,0,0,0,30,0,0,8,11,17,41,159,75,0,9,13,22,4,3,7,383,0,0,0,3,6,6,28,19,3,3,0,0,0,0,0,75,0,0,0,0,0,3,10,13,0,4,5,13,0,0,5,58,0,0,0,0,7,13,28,33,11,15,10,7,8,0,5,136,67,198,435,265,243,149,322,147,26,7,13,22,15,0,41,1948,0,3,7,17,19,27,46,30,5,0,11,5,6,0,0,182,0,0,0,6,8,3,27,37,4,6,9,7,0,0,0,100,31,51,90,102,120,80,292,136,38,28,26,42,17,6,17,1072,222,453,738,679,862,735,1839,1299,238,182,242,254,94,28,166,8025
10603,0,0,3,12,72,34,66,59,11,11,18,16,14,0,10,322,7,3,7,7,26,8,10,3,0,0,0,0,0,0,0,77,0,0,3,16,5,4,3,3,0,0,0,0,5,0,0,45,0,3,19,50,52,39,117,42,7,4,4,9,0,7,6,361,0,0,0,3,11,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,0,0,0,0,11,15,48,36,11,13,12,9,5,4,3,174,138,400,1010,571,434,230,407,220,17,18,24,31,40,23,111,3681,0,4,5,25,35,21,56,36,9,3,12,7,11,3,9,245,0,0,0,3,10,3,7,10,0,4,5,0,4,4,3,67,48,104,230,220,129,89,150,85,17,24,22,19,11,3,34,1189,347,898,1717,1344,1237,733,1247,712,134,162,184,179,119,53,305,9377
10604,0,0,0,4,23,15,39,70,13,18,13,23,4,0,4,223,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,5,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,39,22,0,4,4,6,0,0,0,95,0,0,0,0,5,0,0,14,4,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,5,11,13,0,0,0,8,0,5,12,62,18,51,160,89,56,42,40,43,12,5,3,19,8,0,20,582,0,5,0,6,10,4,11,9,0,0,0,0,0,0,6,47,0,0,0,3,0,3,0,5,0,0,0,0,5,0,17,28,0,15,23,22,25,22,76,43,10,6,13,83,15,22,18,403,27,133,255,239,255,215,455,390,93,94,122,241,61,34,143,2744
10701,0,0,0,37,182,87,99,89,13,18,24,21,11,0,14,596,10,4,15,20,42,21,10,0,0,0,0,5,0,0,8,135,0,0,0,4,5,8,7,3,0,3,6,0,0,0,0,30,0,5,10,14,11,22,45,22,10,6,3,8,6,0,0,163,0,0,4,4,15,6,23,14,0,0,0,0,0,0,4,71,0,0,0,0,0,10,4,3,0,0,0,3,0,0,0,24,0,0,0,0,7,27,65,37,4,6,13,15,9,0,8,186,102,548,1442,666,352,131,204,137,18,8,13,6,4,0,135,3784,0,3,5,24,12,21,58,36,7,8,4,4,4,0,3,188,0,0,0,69,59,23,44,28,4,8,10,4,3,0,9,266,39,305,662,946,394,342,399,337,76,41,93,64,14,13,100,3821,253,1721,3617,2947,1678,1277,1789,1299,237,176,247,233,85,27,518,16103
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,34,117,57,88,67,19,28,24,21,7,0,20,484,3,6,7,17,62,12,5,4,0,0,0,0,0,0,3,133,0,3,3,16,13,3,16,10,4,4,0,0,3,0,3,68,0,0,13,42,43,40,127,62,5,0,5,15,11,4,4,365,0,0,3,3,14,14,3,6,0,4,0,3,0,0,0,39,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,21,0,0,0,3,12,28,77,55,16,3,11,12,3,0,0,223,134,562,2051,896,439,240,495,201,22,30,35,37,23,3,160,5329,0,5,13,47,24,29,49,39,6,15,12,17,6,0,7,272,0,0,0,35,34,13,14,24,7,0,4,8,0,0,5,160,66,322,747,723,303,254,249,149,37,31,29,26,22,9,80,3056,327,1631,3913,2638,1592,1167,1812,1118,200,215,202,223,99,30,447,15621
10704,0,0,0,44,162,118,117,128,20,23,48,49,24,8,13,761,17,13,11,33,73,22,22,6,0,0,0,4,0,0,11,217,3,3,10,20,3,8,28,27,9,0,7,0,0,7,0,122,0,0,19,53,84,107,183,54,14,21,16,23,5,9,5,585,0,0,9,22,27,22,21,26,20,18,23,17,13,0,4,220,0,0,0,0,9,21,11,20,3,6,6,9,6,0,0,82,0,0,0,12,26,39,195,130,56,25,21,29,8,9,4,554,160,594,1556,939,625,466,842,472,72,57,63,55,31,14,201,6151,5,3,23,69,54,78,155,102,24,29,15,36,32,15,9,646,0,0,0,121,130,67,65,97,27,40,56,59,16,4,21,698,60,286,536,871,508,653,845,600,261,152,220,274,97,14,150,5514,461,2227,3826,3327,2649,2707,4289,3298,994,928,1115,1408,703,111,848,28887
10801,0,0,3,0,23,18,23,24,7,9,7,15,5,0,15,148,8,0,8,0,16,0,0,0,0,0,0,0,0,0,0,33,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,8,12,23,19,26,7,4,0,0,9,0,3,0,112,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,5,5,10,12,0,0,5,0,0,0,8,47,81,198,431,234,147,77,101,29,0,9,0,5,8,0,68,1390,0,0,7,11,6,3,16,12,0,0,4,4,0,0,9,80,0,0,0,0,14,0,0,5,0,0,0,0,0,0,6,26,27,73,85,79,51,38,43,25,6,10,15,6,0,0,25,484,186,450,742,518,453,279,376,205,42,53,77,80,35,9,201,3706
10802,0,0,5,0,41,36,42,49,14,9,15,11,0,0,14,242,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,29,21,17,18,12,0,3,0,0,0,3,3,114,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,11,11,18,10,0,5,3,8,4,7,80,89,240,566,272,177,90,97,40,7,0,3,5,3,3,98,1683,0,5,10,22,21,7,26,6,11,0,3,5,4,3,0,128,0,0,0,7,4,0,8,0,4,3,0,0,0,0,18,41,16,68,93,85,74,37,58,42,10,8,13,20,11,0,35,573,176,481,897,648,581,327,458,309,94,80,78,108,52,19,318,4618
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,0,6,8,3,11,6,11,16,0,0,6,0,0,0,7,74
10804,0,0,4,14,75,42,78,62,19,21,35,33,7,4,16,410,9,3,8,6,11,0,16,3,3,0,0,0,0,3,4,66,0,0,6,11,7,3,8,0,0,0,0,3,0,0,0,43,8,6,13,33,46,54,122,33,3,10,8,5,0,8,13,364,4,3,0,3,11,3,12,19,0,0,0,4,0,0,0,64,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,17,0,0,0,0,16,15,38,23,11,10,3,14,0,0,6,134,158,480,1158,684,386,291,466,206,33,41,38,50,15,6,185,4199,0,3,25,42,38,35,58,53,7,3,3,14,8,3,9,301,0,0,0,6,13,5,13,18,0,8,3,3,9,0,4,81,66,134,199,198,162,103,208,129,35,33,36,33,13,8,34,1381,349,1031,1845,1455,1268,886,1561,910,186,240,214,251,104,42,402,10753
10805,0,0,0,8,49,40,41,33,19,12,13,12,14,4,16,253,0,3,7,5,6,0,0,0,0,0,0,0,0,0,4,24,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,21,0,0,13,17,22,25,35,13,0,0,4,3,0,0,3,139,0,3,5,0,3,7,5,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,12,31,9,0,8,12,9,0,0,3,88,81,267,678,313,220,84,178,36,3,14,0,10,6,0,98,1989,0,7,15,25,19,14,32,14,0,4,5,0,5,0,3,143,0,0,0,5,9,4,7,9,0,0,0,5,0,0,0,39,29,68,109,136,80,57,80,42,4,11,11,17,9,3,25,672,193,586,1060,774,643,355,639,333,72,72,83,118,64,28,237,5253
10901,0,0,7,11,66,39,107,105,18,14,37,38,5,0,16,457,5,0,3,3,9,0,4,0,0,0,0,0,0,0,0,29,0,0,3,4,9,0,6,7,0,4,0,0,0,0,0,34,0,0,0,8,15,41,63,18,5,7,3,13,4,0,0,181,0,4,0,4,9,14,9,19,13,6,14,4,0,4,0,97,0,0,0,0,0,0,0,8,0,6,5,0,0,0,0,18,0,0,0,5,8,10,39,18,9,5,4,0,0,0,4,106,57,151,403,235,199,82,210,45,7,10,25,10,13,7,56,1499,4,5,11,9,15,23,29,20,7,4,0,0,7,0,3,137,0,0,0,3,7,8,10,14,4,16,7,4,7,4,3,82,26,79,126,140,91,73,264,283,41,42,76,107,25,8,30,1417,163,569,794,641,677,513,1434,1259,296,327,344,321,113,34,188,7676
