SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
20102,15290,15359,30648,727,736,1465,1861,1741,3598,867,738,1608,557,473,1033,1261,1340,2597,1763,1835,3599,2241,2329,4574,2473,2577,5048,2222,2195,4422,1044,991,2038,267,407,673,15,14,31,15087,15124,30208,208,237,441,177,170,351,8,3,14,3,0,3,187,181,362,12107,12219,24322,1971,1964,3934,13558,13604,27156,642,693,1336,13620,13704,27328,206,224,435,1710,1595,3307,613,572,1181,124,165,286,286,643,933,5449,6796,12248,1914,1823,3739,2479,1878,4356,1115,796,1916,637,491,1127,36,22,58
20103,13414,13092,26505,545,560,1106,1553,1470,3022,708,637,1347,594,510,1102,1129,1173,2307,1242,1274,2511,1843,1796,3637,2052,2046,4098,2217,2059,4274,1219,1139,2362,311,435,747,8,6,8,12962,12878,25845,447,216,668,252,262,510,8,8,13,7,9,14,264,277,542,10965,10714,21685,1258,1252,2513,11719,11750,23473,336,366,700,11734,11724,23462,148,161,307,1401,1295,2693,460,442,896,82,150,231,149,384,532,3313,4367,7678,1748,1781,3530,2873,2142,5016,1282,1034,2311,895,700,1592,49,31,79
20201,49302,53363,102663,3111,3075,6178,6860,6351,13212,3020,3021,6039,3258,3344,6601,6765,7280,14048,6019,6609,12628,5778,6375,12157,5562,6500,12066,5002,5673,10678,2847,3394,6246,1080,1729,2808,46,40,88,47925,51742,99663,1377,1621,3003,1129,1176,2307,37,44,84,28,25,50,1194,1249,2443,41745,45267,87012,4965,5445,10414,42996,46669,89663,3591,3907,7496,44377,48187,92562,860,864,1725,6390,5969,12355,2206,2287,4496,978,1341,2315,1260,2285,3545,17479,21871,39352,5777,6130,11902,7641,7290,14928,3277,3107,6384,2181,2314,4499,338,323,660
20202,25951,26194,52138,1274,1120,2389,3265,3050,6314,1461,1340,2798,1035,869,1903,2260,2207,4464,2928,3150,6082,3678,3861,7540,3876,4122,7997,3703,3722,7430,1928,1952,3881,541,797,1335,28,17,46,25055,25700,50756,889,490,1382,326,260,587,12,9,14,6,7,16,345,271,613,20851,21302,42152,3310,3095,6406,22854,23485,46338,936,998,1934,22891,23648,46541,389,312,704,3023,2815,5836,1073,1046,2112,267,325,588,502,1093,1596,10037,12271,22309,2971,2888,5856,4101,2935,7036,1624,1268,2889,940,900,1837,67,69,131
20203,6122,6010,12130,296,263,563,694,717,1411,311,309,617,238,229,467,487,560,1042,594,608,1196,805,767,1572,1084,1048,2136,1013,870,1883,462,424,883,141,215,353,6,3,4,6055,5901,11959,61,110,173,108,137,246,9,7,17,0,5,9,118,153,270,4971,4843,9817,416,497,913,5315,5216,10532,147,197,348,5345,5229,10577,75,65,139,618,644,1265,214,244,459,41,71,113,58,181,241,1446,1989,3433,873,778,1654,1215,928,2143,569,435,1005,361,278,638,12,8,21
20301,11181,11031,22215,763,723,1484,1815,1593,3412,763,734,1495,516,442,957,1184,1193,2379,1428,1666,3093,1564,1553,3121,1413,1421,2832,1160,1060,2215,477,440,915,107,201,310,5,3,6,11130,10919,22040,56,115,171,120,116,231,4,9,14,5,9,9,129,131,259,9567,9399,18965,1026,1040,2067,10315,10147,20457,329,347,676,10332,10156,20494,205,226,428,1694,1477,3167,568,575,1146,158,172,327,173,417,594,3648,4696,8344,1608,1369,2975,1781,1249,3028,677,530,1203,334,288,619,18,22,43
20302,102754,107877,210635,6380,5947,12323,12626,12113,24742,6288,6002,12290,7463,7229,14692,16257,15965,32221,13262,13954,27218,12552,13300,25855,11318,12487,23806,9244,10789,20034,5359,6762,12120,2006,3335,5338,104,124,224,98875,104516,203392,3882,3361,7237,1422,1443,2865,43,41,83,36,36,72,1504,1518,3025,78400,83063,161464,19465,19947,39416,82385,88317,170702,14227,14494,28721,88162,94955,183122,1952,1760,3708,11879,11378,23256,4814,4843,9653,2837,3321,6162,3555,5199,8755,42549,49697,92248,12338,11635,23967,13592,12182,25771,5526,5724,11251,3986,4633,8617,713,767,1478
20303,44509,47849,92361,2606,2561,5162,6300,5818,12114,2415,2280,4692,2035,1898,3933,4326,4742,9067,5552,6275,11825,5518,6209,11729,5648,6765,12414,6179,6612,12790,3041,3341,6382,894,1356,2245,34,49,83,44080,47179,91260,429,671,1100,373,342,709,14,5,17,9,10,21,392,356,743,36526,39178,75708,5926,6498,12422,40505,43288,83788,2101,2498,4600,40708,43758,84463,834,800,1640,5962,5522,11490,1944,1915,3861,802,887,1688,1067,2002,3070,19899,23966,43869,5397,5369,10768,5284,4949,10233,2022,1886,3903,1042,1097,2140,81,80,160
20401,30845,30741,61588,1451,1374,2824,3669,3472,7139,1856,1709,3565,1713,1418,3134,3168,3200,6362,3221,3382,6603,3879,4090,7970,4581,4727,9313,4392,4196,8584,2286,2222,4506,625,966,1593,43,45,92,29116,29205,58322,1732,1535,3269,542,542,1084,29,20,48,17,16,29,583,576,1159,24727,24518,49240,3258,3536,6793,26788,26733,53521,1414,1545,2959,27095,27052,54151,415,393,806,3307,3143,6447,1222,1245,2463,370,405,775,496,1124,1619,9823,12122,21947,4005,3799,7799,5316,4262,9578,2442,1856,4295,1421,1257,2674,122,88,210
20402,23264,24836,48097,1168,1223,2392,2859,2687,5552,1382,1332,2717,1017,1058,2072,2373,2518,4892,2423,2667,5093,2876,3252,6127,3372,3640,7008,3260,3346,6605,1887,2107,3990,642,1006,1647,21,18,45,22735,24178,46911,524,656,1187,416,458,875,15,13,26,15,12,27,446,482,927,19529,20796,40325,2042,2302,4347,20712,22049,42759,1024,1179,2200,21012,22409,43426,317,334,651,2607,2480,5079,943,991,1933,206,309,516,421,868,1286,7142,9437,16578,3356,3391,6749,4176,3710,7885,1764,1535,3295,1144,1080,2226,78,72,150
20403,38412,39637,78048,2118,2125,4248,5180,4986,10169,2499,2229,4731,2247,2028,4279,4618,4607,9226,4473,4943,9415,4771,5125,9896,5114,5457,10578,4535,4562,9098,2195,2495,4696,655,1059,1711,60,57,116,36105,37670,73773,2311,1961,4276,868,969,1834,27,27,56,17,31,53,912,1026,1940,31658,32591,64241,4259,4576,8839,33713,34875,68583,2213,2443,4656,34487,35752,70238,639,691,1329,4791,4641,9434,1719,1636,3353,551,659,1209,929,1796,2727,13194,16285,29474,4875,4602,9481,6899,5851,12752,2264,1976,4241,1417,1361,2783,140,155,298
20501,27635,29255,56890,1768,1727,3496,3845,3601,7445,1617,1621,3235,1450,1431,2884,3378,3785,7163,3183,3392,6578,3266,3599,6867,3503,3880,7385,3266,3448,6711,1836,1947,3787,525,806,1339,24,34,56,27295,28736,56034,342,516,856,339,348,692,11,9,15,5,9,13,357,363,720,22719,23913,46636,3253,3662,6916,24794,26180,50977,1319,1542,2868,24960,26395,51349,492,443,935,3576,3324,6901,1187,1299,2487,343,500,845,501,1208,1704,8612,11686,20298,3714,3658,7376,4876,4135,9014,2067,1711,3777,1223,1140,2363,90,87,172
20502,23840,24678,48518,1133,1062,2191,2606,2548,5153,1236,1093,2324,957,906,1862,2155,2316,4472,2166,2419,4584,2651,3017,5666,3673,4001,7675,4297,4122,8418,2350,2337,4686,637,863,1492,28,15,42,23145,24052,47192,698,625,1327,835,819,1657,11,13,22,7,6,14,855,838,1693,19026,19558,38578,2736,3062,5803,21086,21766,42853,917,1102,2014,21170,21881,43046,323,304,627,2328,2297,4622,789,756,1543,121,236,360,321,863,1183,6925,9029,15946,3304,3210,6509,4714,4058,8771,2023,1691,3704,1171,1102,2271,74,59,123
20503,34684,36256,70938,1694,1595,3293,4235,3877,8113,1809,1795,3604,1382,1233,2614,3004,3305,6313,3562,3870,7428,4246,4548,8791,5360,5945,11305,5643,5870,11511,2910,2981,5895,839,1226,2069,33,31,66,34157,35640,69795,521,621,1140,394,377,767,20,10,37,12,10,21,429,401,827,27475,28515,55990,4605,5088,9695,30883,32179,63063,1522,1767,3287,31079,32367,63452,493,445,935,3878,3546,7419,1302,1366,2666,318,393,712,481,1182,1669,11208,14609,25821,5033,4779,9815,5996,5147,11146,2582,2232,4813,1473,1485,2960,125,128,247
20504,37778,39411,77186,2172,2124,4299,4905,4512,9418,2243,2124,4370,2173,2203,4376,4823,5108,9925,4334,4613,8948,4494,4803,9294,5040,5401,10440,4431,4615,9046,2367,2670,5033,789,1245,2032,66,39,100,36629,38092,74715,1148,1325,2469,757,770,1529,36,47,80,12,22,41,806,845,1651,29874,30975,60850,4671,5164,9834,32333,33540,65872,2394,2787,5184,33064,34503,67569,568,563,1130,4429,4059,8487,1480,1517,2999,469,621,1095,756,1519,2279,10762,13414,24177,5390,5170,10561,6711,5961,12671,2682,2767,5451,1957,2059,4021,194,215,406
20505,22742,22439,45175,1248,1173,2422,2776,2584,5354,1312,1235,2543,1188,1032,2218,2790,2452,5247,2665,2565,5234,2600,2881,5487,3197,3303,6501,3133,2997,6129,1425,1598,3026,412,611,1027,62,16,77,21341,21963,43298,1398,477,1873,443,436,881,14,5,23,8,12,20,472,456,924,18532,18221,36756,2526,2516,5037,19542,19904,39443,861,978,1838,19619,19985,39598,344,310,658,2544,2378,4925,871,890,1763,203,289,491,326,870,1202,6214,8094,14307,3086,3111,6197,4766,3399,8166,1823,1453,3276,1070,964,2034,71,63,134
20601,42772,46059,88831,2078,1983,4061,3753,3711,7468,1663,1696,3355,3265,3686,6951,10274,11128,21401,7551,7785,15331,5468,5617,11088,3922,4268,8193,2527,3025,5552,1536,2024,3564,727,1137,1860,79,77,156,42209,45528,87735,559,531,1089,267,300,561,7,6,14,16,16,32,285,321,609,29001,30826,59826,12286,13807,26097,29958,31620,61577,11300,12949,24244,36217,39011,75235,684,599,1284,3647,3571,7215,1430,1501,2931,1672,2015,3684,2781,4031,6811,27350,30863,58215,2611,2098,4707,2382,1947,4333,973,981,1949,1570,2209,3781,444,739,1183
20602,24814,27380,52193,1271,1253,2525,2687,2629,5312,1218,1239,2455,1388,1457,2841,4759,5623,10383,4112,4415,8526,3684,4006,7690,2627,2886,5510,1624,1909,3533,988,1270,2261,456,693,1150,22,35,59,24576,27042,51622,234,339,570,147,173,323,10,11,20,9,6,14,161,190,352,18002,19597,37602,6084,7001,13084,18904,20393,39297,5133,6185,11322,22137,24389,46528,428,441,870,2607,2558,5164,1107,1113,2223,738,797,1538,1350,2182,3532,15458,17913,33372,1410,1292,2707,1374,1139,2516,580,578,1156,936,1252,2186,253,411,668
20603,32943,34957,67899,1700,1624,3326,3613,3366,6979,1730,1691,3418,2391,2485,4876,5906,6341,12244,4936,5291,10225,4551,4874,9424,3798,4001,7802,2613,2832,5444,1197,1540,2733,502,918,1419,51,53,104,32493,34528,67017,452,434,876,158,147,298,4,3,15,10,10,16,168,158,326,22663,23527,46195,8880,9998,18882,23368,24043,47410,8128,9431,17558,27937,29510,57448,526,563,1085,3456,3208,6661,1502,1509,3012,1238,1289,2528,1544,2132,3680,19657,21496,41157,2475,2258,4732,2151,2050,4200,842,894,1731,892,1342,2236,230,463,697
20604,77514,77211,154722,2382,2209,4594,3025,2949,5977,3090,3626,6714,12140,13549,25687,27161,26749,53914,12829,11187,24014,6466,6115,12579,4930,4890,9820,3375,3453,6828,1606,1680,3288,506,809,1313,795,658,1450,69619,70268,139884,7894,6942,14838,466,365,831,11,10,21,27,19,45,500,394,896,30417,27574,57992,39640,42848,82492,37175,33287,70466,32495,36979,69473,41692,39496,81184,564,510,1075,2672,2563,5234,2499,3074,5577,7666,8745,16414,8402,9992,18396,56514,57663,114170,3300,3014,6307,2766,2256,5020,943,863,1806,681,853,1539,448,610,1056
20605,49513,51408,100921,2091,2041,4128,3749,3588,7341,1691,1624,3318,2824,2892,5715,11034,12015,23052,8925,9230,18153,7109,7366,14467,5715,5689,11401,3816,3970,7785,1987,2138,4125,573,860,1433,127,150,277,47764,50352,98118,1745,1060,2803,262,253,523,12,14,20,17,6,20,287,275,562,29802,30984,60788,16214,17228,33446,35897,36765,72667,10003,11310,21315,38043,39853,77889,623,647,1265,3536,3391,6925,1410,1391,2805,1300,1426,2725,2751,3952,6703,32407,35209,67616,3022,2814,5833,2681,2422,5100,971,838,1803,793,893,1688,190,235,425
20606,29219,32242,61463,1027,1051,2074,1703,1692,3398,898,1060,1957,2103,2824,4924,8356,9014,17371,4858,4680,9539,3228,3461,6690,2813,2950,5760,2210,2749,4959,1492,1908,3394,537,850,1392,104,118,218,28694,31667,60361,525,576,1104,125,110,234,3,0,5,0,0,0,137,113,245,17825,19171,36992,9685,11176,20866,21423,22766,44191,6083,7591,13677,22821,24782,47605,326,294,620,1555,1594,3146,765,914,1681,1074,1461,2536,1764,2396,4160,21406,23635,45038,1313,1564,2880,1146,1182,2329,447,418,858,384,562,948,98,175,271
20607,44058,46136,90192,1822,1852,3677,2939,2962,5896,1204,1423,2626,2948,3610,6558,12895,13707,26600,7888,7294,15180,5173,5168,10338,4314,4169,8487,2892,3336,6228,1484,1801,3286,505,818,1322,113,94,204,42627,44842,87470,1429,1294,2725,241,245,487,11,6,20,7,7,10,257,258,515,29194,29902,59103,12116,13688,25803,33100,33523,66630,8167,10010,18176,36083,37834,73921,524,534,1057,2716,2758,5474,993,1236,2229,1396,1855,3253,2896,3869,6765,30838,32554,63390,2107,1910,4015,1863,1672,3537,707,761,1469,794,1306,2102,288,560,855
20701,79674,86373,166047,3378,3215,6602,10259,9820,20076,6043,5777,11820,6176,5950,12129,10364,10531,20897,9446,10864,20303,10957,12694,23653,9769,10645,20414,7232,8338,15569,4242,5417,9659,1815,3124,4937,309,251,560,78146,84360,162507,1526,2016,3542,236,186,424,11,0,14,8,4,13,254,200,449,52343,54527,106865,24921,29307,54228,55283,57515,112797,21881,26194,48077,67587,72212,139798,1254,1214,2468,9931,9517,19455,5638,5463,11100,3968,3819,7784,3271,4251,7521,52121,56980,109100,4249,5008,9257,3625,4131,7760,1876,2017,3886,1365,1952,3320,354,463,819
20702,47289,50816,98101,2285,2271,4559,5834,5370,11205,2787,2535,5320,2999,2596,5598,5680,5752,11425,6301,6952,13256,5950,6574,12524,5627,6460,12085,4505,5585,10091,3726,4549,8279,1593,2170,3759,162,171,336,46835,49963,96797,452,854,1307,105,87,189,3,6,6,5,4,11,109,91,203,23848,24201,48048,21983,25066,47050,21470,21757,43225,24326,27428,51755,37853,40161,78011,793,761,1559,5589,5190,10777,2516,2323,4835,1687,1532,3220,1734,2360,4099,27513,29300,56812,3113,3406,6521,3092,3512,6603,1499,1787,3285,1884,2674,4555,472,684,1154
20703,51952,55349,107296,2371,2202,4576,5868,5744,11616,3227,3235,6466,4809,4341,9149,8288,8038,16327,6918,7329,14255,6697,7517,14216,5627,6164,11790,4141,4968,9110,2683,3622,6310,1308,2176,3485,185,199,386,50439,53640,104075,1511,1706,3218,158,150,310,8,13,18,8,4,8,173,163,331,28034,28993,57028,21780,24177,45955,28581,29495,58073,21150,23593,44740,38433,41088,79525,827,780,1609,5619,5530,11148,2942,2989,5927,2898,2694,5588,2827,3500,6328,31466,33967,65437,3382,3461,6836,3057,3212,6270,1586,1711,3295,1354,1901,3254,467,591,1057
20801,47638,52184,99827,2195,2237,4439,6721,6396,13120,3555,3334,6887,2737,2403,5140,3784,4094,7881,5417,6312,11730,7553,8533,16082,6555,7175,13731,4929,5756,10685,2987,3771,6758,1205,2167,3378,105,101,204,47091,51118,98206,552,1061,1619,142,124,267,5,3,4,0,4,0,141,130,276,33477,36008,69486,12699,14498,27199,39065,41815,80880,7012,8577,15587,42058,45839,87896,816,850,1666,6411,6129,12542,3241,3090,6331,1651,1512,3166,1078,1919,2992,28485,31406,59896,3533,4077,7618,2998,3532,6534,1265,1372,2638,850,1104,1953,137,173,308
20802,75300,79971,155271,4136,3931,8070,9764,9266,19024,4427,4231,8656,5039,4930,9971,11592,11936,23523,11050,11842,22887,10234,11153,21389,8075,8678,16753,6257,7079,13332,3256,4249,7504,1469,2691,4157,142,204,347,74457,78675,153131,841,1296,2134,222,195,416,16,5,20,8,5,15,240,207,444,45709,46955,92661,27299,30412,57712,49627,51313,100943,23151,25808,48956,62102,65506,127604,1504,1405,2906,9379,8912,18295,4038,3886,7924,2922,2988,5906,3172,4208,7376,45954,50407,96358,4648,4620,9267,4334,4193,8528,1924,1820,3743,1641,2239,3881,374,486,864
20803,58466,63359,121824,3468,3330,6794,7613,7234,14843,3425,3365,6795,3038,2978,6012,7004,7500,14510,8530,9365,17889,8758,9591,18343,7151,7768,14920,5165,6125,11288,3082,3936,7014,1242,2164,3405,75,94,168,57754,62315,120069,714,1037,1755,284,287,570,23,20,43,5,8,14,312,317,621,41129,43537,84669,15512,17871,33384,45560,48423,93978,10865,12793,23653,51676,55721,107397,1136,1167,2305,7330,6975,14306,2948,3003,5954,1445,1533,2979,1667,2720,4387,29872,34635,64505,5766,5583,11349,5685,5469,11159,2179,2296,4475,1553,2096,3647,296,391,681
20804,20025,21843,41870,959,887,1854,2336,2217,4552,1264,1308,2574,1559,1560,3123,3094,3112,6209,2598,2766,5359,2719,3071,5791,2212,2509,4721,1664,2114,3775,1142,1432,2569,482,875,1357,43,43,85,19472,21083,40559,551,758,1308,59,49,107,4,4,6,4,0,7,64,51,125,13825,14789,28607,5510,6347,11853,14974,15921,30897,4311,5149,9465,17050,18622,35676,378,301,677,2272,2150,4418,1175,1240,2416,979,1002,1981,875,1107,1983,13152,14428,27581,1063,1339,2407,871,1049,1921,422,484,902,392,502,897,76,130,208
20901,61292,64750,126037,3609,3403,7010,7794,7535,15332,3627,3196,6829,3650,3394,7047,8035,8313,16348,8798,9350,18149,8229,8668,16896,6953,7791,14745,5787,6728,12522,3485,4199,7685,1310,2166,3479,80,98,182,59830,63165,123001,1459,1577,3034,430,408,838,13,12,32,14,12,22,456,435,888,44557,46450,91005,14674,16251,30922,46149,48008,94159,12975,14594,27575,54185,56960,111143,1259,1147,2406,7512,7275,14789,3111,2861,5974,1712,1862,3573,2154,3093,5250,32597,36123,68715,5324,5079,10405,5237,5039,10272,2388,2356,4742,1803,2518,4323,409,513,926
20902,46881,48327,95204,2739,2550,5284,4669,4354,9025,2192,2143,4336,3370,3163,6530,9054,8912,17971,7474,7616,15087,6205,6361,12562,4704,5029,9730,3226,3677,6901,2188,2857,5041,1062,1676,2737,77,89,169,45876,47282,93155,1003,1044,2044,498,548,1044,18,11,33,16,22,34,536,576,1117,28124,28958,57083,16268,17051,33316,26609,27185,53792,17723,18760,36480,37375,39309,76690,804,737,1537,4390,4114,8509,1800,1845,3643,1664,1745,3403,2599,3229,5827,25256,26832,52091,3381,2933,6310,3504,3131,6636,1639,1677,3320,2434,3376,5815,679,988,1668
20903,32796,33418,66211,1744,1706,3447,4597,4370,8969,2512,2323,4835,2127,1876,4002,2972,3002,5970,3884,4270,8152,5054,5448,10499,4761,4921,9681,3326,3465,6798,1471,1483,2960,351,546,902,28,28,56,32537,32998,65537,263,418,679,213,211,428,13,8,22,5,5,9,226,228,454,26643,26970,53612,5182,5465,10644,28970,29064,58031,2838,3366,6200,30475,30916,61397,614,598,1212,4428,4206,8638,2096,2021,4117,984,986,1972,709,1332,2042,15600,18066,33665,3970,3433,7405,3734,2867,6594,1469,1232,2703,667,752,1420,80,60,142
20904,125124,126650,251778,9689,8911,18600,18398,17293,35690,7463,6966,14425,8240,7449,15683,19418,20132,39545,20402,20359,40762,15131,15519,30651,11922,13082,25008,8693,9819,18509,4417,5037,9458,1356,2085,3434,200,237,439,124061,125227,249289,1065,1422,2490,1254,1313,2563,34,36,64,37,35,72,1315,1386,2701,74760,75419,150181,44792,45712,90505,65884,66174,132064,53118,54253,107369,103185,104905,208092,2900,2603,5504,17303,16212,33523,5946,5909,11856,3327,3414,6739,4301,6433,10736,55444,60329,115775,10624,9764,20390,13052,11043,24091,5601,5120,10722,5331,6750,12078,1619,2144,3760
21001,29958,31396,61357,1689,1515,3206,3810,3571,7381,1856,1706,3560,1725,1534,3257,3484,3444,6932,4024,4196,8225,4236,4385,8621,3370,3764,7137,2776,3465,6242,2121,2630,4750,862,1185,2043,39,41,84,29653,30989,60644,308,407,714,134,107,241,9,9,17,5,8,11,152,121,272,21166,21413,42578,7847,9019,16872,20200,20378,40582,8774,10031,18809,27132,28357,55483,556,515,1066,3659,3439,7098,1635,1540,3178,786,785,1573,724,1089,1810,14394,15826,30221,2916,2720,5638,2881,2643,5525,1351,1362,2713,1556,2177,3736,294,462,755
21002,16074,16412,32486,964,988,1951,2507,2368,4880,1187,1053,2245,757,693,1450,1451,1516,2968,2034,2300,4344,2343,2559,4898,2169,2171,4338,1614,1724,3340,862,799,1665,175,237,417,12,8,24,15978,16307,32286,93,110,199,165,135,301,8,6,19,3,3,7,183,148,329,13390,13662,27048,1924,2015,3941,14695,14897,29588,646,784,1430,14799,15138,29933,288,296,585,2370,2260,4629,962,869,1833,284,289,579,295,606,896,6429,7981,14409,2028,1711,3738,2131,1603,3733,916,665,1580,420,401,816,21,19,34
21003,39753,40498,80252,2810,2730,5546,4704,4450,9153,1960,1765,3728,2908,2474,5386,7681,7403,15080,6554,6342,12893,4664,4752,9418,3608,3830,7438,2248,2654,4905,1582,2355,3944,1032,1735,2759,64,76,142,39317,39778,79089,437,718,1158,221,226,445,4,7,14,8,5,9,227,239,468,22698,23452,46157,14838,14906,29748,20379,20725,41103,17006,17401,34405,30751,32399,63146,787,790,1580,4385,4111,8498,1580,1523,3107,1404,1259,2658,1959,2424,4380,20375,20928,41301,2751,2519,5271,3091,2783,5880,1413,1392,2801,1779,2672,4452,516,765,1277
21004,21923,22841,44763,1466,1416,2881,2968,2807,5780,1376,1268,2638,1394,1280,2676,3359,3485,6846,3037,3166,6203,2835,3094,5925,2602,2845,5447,1812,2068,3881,814,992,1803,260,418,678,22,22,46,21852,22689,44546,66,151,217,286,244,532,5,12,19,13,8,22,301,271,569,17245,17759,35010,3776,4177,7950,18647,19199,37847,2383,2747,5128,19752,20475,40227,411,426,838,2808,2634,5445,1024,1047,2073,446,496,948,546,985,1536,8798,10640,19435,2746,2619,5374,3245,2716,5962,1181,1003,2188,587,710,1296,82,88,176
21005,102787,101709,204493,8559,7921,16479,15839,14919,30758,6582,6247,12826,7386,6799,14190,17247,17449,34693,16175,15738,31908,11462,11875,23335,9876,9884,19759,6022,6597,12616,2932,3202,6132,719,1070,1790,219,238,457,101695,101013,202712,1087,691,1780,627,640,1269,34,28,64,11,15,24,673,684,1356,51426,51322,102746,45487,44939,90427,38258,37490,75749,57529,57530,115066,79061,79308,158369,2139,1968,4104,14525,13673,28197,5069,5246,10314,2996,3114,6110,3856,5774,9629,43483,45475,88966,7317,6800,14119,9727,7956,17678,4822,4288,9106,5325,6129,11457,2191,3196,5389
21101,77680,81035,158721,4307,4158,8468,9769,8920,18690,4851,4470,9320,5019,4624,9641,10008,10192,20194,10870,11430,22299,10329,11189,21513,9776,10646,20423,7369,8372,15742,4024,4817,8840,1366,2225,3584,121,153,279,76718,79658,156378,965,1375,2338,454,508,971,17,19,33,15,7,24,485,537,1020,50585,50799,101389,24728,27745,52477,53382,54265,107645,21748,23929,45678,66920,68671,135590,1365,1309,2670,9361,8538,17899,4086,3892,7980,2185,2247,4430,2310,3502,5807,37686,42163,79851,8221,7820,16043,8994,8313,17313,3568,3460,7019,2158,2731,4884,442,616,1060
21102,12747,13291,26042,499,515,1014,1724,1671,3387,1091,969,2064,907,833,1733,940,945,1894,1292,1496,2785,2012,2212,4230,1857,1888,3741,1335,1437,2772,774,908,1685,314,417,732,14,15,29,12571,12985,25550,184,310,489,53,40,90,0,3,4,0,0,0,55,42,90,9105,9340,18443,3333,3581,6911,9739,9909,19646,2683,3007,5692,11493,11901,23394,178,183,363,1676,1612,3286,981,877,1860,467,494,962,290,440,736,6876,7507,14383,1284,1184,2473,1176,1058,2231,488,493,976,324,411,737,50,77,125
21103,55002,58631,113632,3458,3340,6797,7243,6790,14034,3387,3065,6450,3306,3072,6384,7245,7683,14932,8084,8606,16690,7319,7889,15207,6381,7027,13403,4737,5755,10491,2789,3580,6371,1047,1838,2883,72,89,163,54146,57454,111598,860,1178,2035,358,341,693,17,11,24,10,8,19,387,358,737,39882,41696,81579,13509,15255,28765,42595,44686,87284,10556,11972,22526,47765,50574,98340,1182,1099,2279,6997,6554,13552,2860,2660,5525,1393,1390,2784,1720,2754,4469,26241,30427,56663,6023,5730,11745,5996,5520,11515,2347,2337,4682,1572,1996,3572,383,488,872
