SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
21104,30310,32352,62666,1707,1579,3289,3844,3768,7615,1897,1684,3579,1923,1672,3593,3727,3698,7428,4396,4832,9226,4142,4450,8589,3283,3664,6950,2775,3313,6089,1865,2472,4331,754,1225,1981,67,89,151,29921,31716,61633,393,635,1033,82,102,185,5,0,5,3,3,6,87,114,197,17864,18388,36256,11560,13001,24561,17878,18474,36355,11419,12707,24124,24675,26004,50680,662,582,1247,3717,3648,7364,1688,1543,3238,1025,924,1947,1061,1561,2624,17003,18302,35304,2344,2360,4704,2257,2433,4688,1039,1147,2180,842,1135,1974,243,376,618
21105,75644,77561,153206,4819,4393,9216,10118,9405,19524,4865,4472,9339,4435,4157,8597,9354,9598,18957,9755,10383,20140,10287,10849,21137,9583,10158,19745,7403,8234,15638,3971,4331,8298,1056,1568,2630,72,65,141,75167,76875,152038,481,688,1171,791,799,1587,38,35,66,27,15,43,855,843,1696,60493,61403,121894,12368,13486,25856,66971,68456,135429,5883,6479,12361,68716,70334,139051,1483,1417,2902,9651,8998,18653,3830,3644,7475,1466,1679,3149,1732,3228,4961,29271,36408,65682,9813,9123,18936,11469,9232,20703,4761,3640,8399,2323,2287,4617,361,326,693
21201,57893,59639,117533,4652,4454,9104,9064,8596,17666,3798,3502,7296,3580,3462,7043,8880,9672,18553,8631,8834,17466,7054,7381,14436,5532,5975,11507,3973,4504,8478,2150,2371,4518,583,883,1466,63,92,159,57618,59231,116846,282,407,682,505,560,1076,28,17,43,9,13,21,546,590,1144,41428,42690,84119,13638,14002,27637,44662,45983,90642,10381,10638,21021,49566,50888,100453,1368,1293,2655,8474,8019,16491,2886,2809,5693,1112,1310,2421,1538,2971,4512,21431,26277,47714,6450,5933,12385,8385,6842,15224,3411,2772,6184,1724,1762,3488,272,326,595
21202,68153,68974,137132,4237,4006,8240,9563,9064,18627,4679,4297,8973,4813,4289,9101,9223,9121,18344,9600,9813,19412,8914,9393,18307,8077,8370,16437,5388,5834,11222,2774,3252,6025,898,1534,2430,123,140,264,67375,67846,135227,773,1128,1906,316,388,707,14,15,29,11,9,17,341,414,753,37246,37429,74678,27637,28330,55966,37752,37866,75619,26751,27368,54122,55653,56623,112277,1255,1101,2350,8952,8460,17416,3774,3651,7426,1962,1978,3946,2034,3186,5219,30700,33269,63966,6256,5663,11918,7571,6681,14251,3053,2914,5965,2493,2875,5366,1186,1284,2466
21203,113259,114062,227325,10082,9537,19620,18827,17783,36606,7183,6977,14155,7703,7419,15121,17823,19474,37297,19464,19079,38546,13395,13424,26823,9747,9916,19665,5791,6369,12156,2605,2995,5603,637,1100,1739,179,264,443,112955,113566,226520,304,503,809,789,766,1559,30,28,55,26,19,41,850,809,1655,60132,59975,120110,48185,49203,97387,58662,58715,117382,48820,49360,98181,89955,89496,179449,2643,2376,5018,17542,16638,34179,5689,5835,11521,2815,3208,6021,3841,6271,10108,47942,52411,100353,9242,8540,17785,12495,10613,23115,5055,4486,9545,3478,3887,7365,1825,2339,4171
21204,98187,95743,193933,5881,5556,11435,11022,10491,21517,5350,5042,10393,7300,6398,13698,17716,15408,33126,14294,13638,27937,11561,11410,22968,10316,10536,20851,8105,9012,17120,4896,5566,10461,1742,2685,4425,232,253,490,96156,94031,190183,2032,1711,3744,324,330,660,18,22,41,8,10,20,350,364,714,38990,36264,75249,53896,54834,108734,32789,30202,62994,59217,59826,119045,70863,70569,141435,1460,1414,2874,10173,9734,19911,4427,4322,8744,3510,3343,6850,4257,5355,9614,47564,46157,93715,6451,5485,11933,8607,7704,16314,3936,3913,7848,5430,6978,12411,3674,4275,7948
21205,91666,91957,183617,4204,3943,8144,10552,9796,20346,5546,5208,10752,8548,7135,15684,15272,12885,28161,12226,12727,24959,10988,11776,22760,9263,9923,19190,7218,8500,15723,5392,6498,11893,2447,3557,6006,396,366,763,88394,88495,176889,3269,3463,6731,246,222,466,10,10,15,6,10,19,264,243,507,41803,40774,82582,45679,47386,93063,40328,38877,79208,46942,49002,95946,66209,67240,133447,1475,1326,2804,10056,9352,19408,4981,4775,9756,5296,4621,9920,4879,5187,10067,55062,55173,110238,5528,5278,10801,5589,5624,11209,2672,2807,5482,2773,3926,6700,805,1160,1968
21301,93306,92767,186072,5483,5101,10581,11253,10541,21800,5398,5228,10629,6796,6126,12927,15490,14188,29677,12767,12703,25477,11315,12128,23447,10893,11144,22034,8347,8843,17192,4260,4668,8928,1295,2096,3388,173,200,377,92444,91610,184053,856,1154,2014,385,393,777,15,7,21,10,14,22,407,413,818,42411,40561,82979,44775,46637,91412,33376,31070,64448,53395,55640,109037,71571,72465,144036,1370,1281,2656,10229,9590,19816,4313,4443,8759,3048,3042,6087,3640,4543,8181,42549,42912,85462,6939,6042,12979,8766,7559,16323,3933,3982,7915,5724,7593,13315,2587,3415,6004
21302,41855,44049,85901,2850,2581,5431,5345,5278,10627,2173,2088,4260,2146,1969,4112,5412,5717,11127,6518,6898,13420,5939,6385,12316,5142,5347,10490,3601,4041,7643,1961,2451,4416,772,1292,2059,57,53,112,41441,43511,84952,414,538,950,281,247,525,12,17,29,9,4,10,303,266,564,28290,29037,57327,11758,13233,24986,29622,30177,59794,10336,12038,22376,36099,37982,74083,908,810,1715,5065,5013,10080,1808,1786,3600,974,962,1938,1282,2118,3405,20244,22944,43187,3767,3334,7097,4109,3494,7600,1670,1668,3331,1656,2230,3884,435,632,1067
21303,42511,42181,84688,2514,2378,4886,4370,3909,8286,1725,1703,3429,2861,2726,5585,9690,9394,19085,7648,7486,15132,5435,5456,10885,4047,4140,8183,2545,2684,5229,1190,1474,2669,493,835,1332,75,83,163,41697,41560,83254,815,619,1437,319,279,593,9,14,24,9,4,19,337,292,629,24284,23881,48171,15950,16288,32234,24252,23516,47767,15805,16530,32332,33380,33855,67235,722,718,1440,4119,3706,7821,1459,1495,2952,1422,1368,2787,2690,3219,5910,25001,25500,50500,2490,2086,4572,2658,2298,4957,1126,1153,2278,1341,1815,3149,589,837,1428
21304,98541,99568,198104,7958,7672,15628,16293,15750,32041,6448,6259,12704,6395,5787,12177,14850,15746,30597,16522,16555,33078,12533,12490,25030,8335,8918,17257,6034,6626,12659,2591,2780,5367,582,992,1571,131,193,324,96215,98656,194871,2321,907,3230,1237,1091,2331,37,16,54,26,40,66,1302,1146,2449,61207,61030,122241,32611,33766,66380,56738,57661,114396,34651,36193,70847,80218,81645,161858,2142,2217,4356,15148,14655,29801,5001,5129,10134,2214,2343,4553,2582,4633,7213,39931,45122,85053,8604,7880,16487,12507,9749,22254,4632,4070,8707,3175,3697,6869,813,1183,1997
21305,149951,147148,297106,13648,12821,26468,24919,23563,48482,8440,7750,16191,10010,8462,18473,25285,27016,52305,29939,27905,57841,16215,15681,31901,10867,11727,22592,7078,7715,14791,2884,3275,6161,675,1233,1904,378,553,929,148363,146364,294721,1590,788,2386,1222,1216,2442,21,23,47,38,37,67,1277,1278,2559,69861,68672,138535,71850,70602,142455,65577,64662,130246,74183,73496,147681,105935,104119,210048,3688,3361,7047,22917,21716,44628,6692,6419,13114,4329,3952,8285,6156,8944,15102,71158,72736,143896,9719,9099,18814,13215,11143,24360,5043,4735,9773,3332,4128,7460,1393,1807,3197
21401,67681,70963,138641,4336,4240,8575,8845,8328,17176,4135,3687,7819,3887,3841,7725,9315,9791,19110,9519,10117,19632,9274,9628,18900,8081,8667,16746,5931,6750,12686,3236,3975,7211,1125,1931,3059,59,69,125,66556,69522,136077,1125,1436,2565,815,845,1658,37,36,74,24,23,52,878,907,1783,50229,51898,102125,13976,15684,29663,56873,58918,115797,7214,8505,15715,59227,61956,121184,1345,1306,2654,8313,7832,16149,3145,2949,6094,1237,1543,2783,1711,3196,4898,26460,32203,58663,8341,7494,15833,9937,8796,18733,3987,3547,7535,2089,2402,4488,256,286,542
21402,80962,86871,167832,4136,3803,7944,10166,9666,19830,5087,4656,9744,4126,3691,7818,7265,7525,14787,8403,9556,17956,10730,12019,22745,10763,12044,22810,10697,12267,22962,7073,8185,15261,2511,3456,5966,65,78,141,79020,84955,163970,1943,1914,3854,843,736,1583,49,33,80,22,32,52,910,796,1713,62455,66403,128854,14019,15616,29635,72488,77444,149927,4331,4929,9252,73017,78186,151207,1355,1217,2573,9513,9041,18557,3820,3702,7522,1440,1489,2929,1457,2963,4417,33441,40079,73523,9986,10046,20036,11690,10717,22404,4547,4544,9092,2575,2934,5509,249,264,507
21501,30236,29869,60104,1552,1599,3149,3545,3181,6728,1638,1490,3129,1512,1417,2933,3584,3378,6965,3161,3088,6250,3573,3723,7295,4612,4399,9017,4023,3817,7837,2211,2510,4717,821,1274,2095,30,22,50,28664,28926,57587,1572,946,2514,526,462,993,26,22,46,20,20,36,573,503,1076,25379,25101,50480,2608,2618,5227,26048,26434,52483,1432,1507,2933,26427,26750,53175,436,463,898,3244,2965,6208,1069,1068,2139,251,341,589,416,966,1375,8488,10626,19115,4717,4411,9130,5435,4273,9706,2325,1930,4259,1705,1540,3245,187,130,317
21502,28147,29019,57169,1643,1610,3251,3744,3553,7300,1675,1601,3275,1676,1539,3213,3790,3895,7687,3236,3471,6717,3456,3651,7104,3673,3804,7480,3014,3093,6109,1662,1838,3500,572,949,1526,58,66,119,27544,28343,55890,602,672,1273,1169,1316,2488,27,22,47,43,35,77,1238,1378,2617,21762,22774,44541,3904,3888,7792,22232,23399,45633,3585,3407,6995,23597,24656,48250,479,455,933,3342,3194,6540,1082,1135,2219,317,399,715,535,1122,1659,8075,9875,17953,3436,3414,6849,4807,4254,9059,2098,1997,4099,1668,1694,3364,323,321,643
21503,19327,19037,38366,1033,1044,2073,2315,2233,4544,1058,897,1959,986,868,1848,2274,2256,4537,2140,2106,4250,2231,2249,4483,2851,2742,5590,2561,2348,4907,1380,1521,2903,493,785,1275,59,28,86,18839,18558,37393,491,484,971,618,655,1270,23,23,44,15,29,43,657,702,1355,15149,15102,30248,2302,2260,4562,15535,15551,31089,2030,1887,3917,16107,16152,32257,250,257,513,2066,2006,4073,700,641,1345,152,222,376,248,578,828,4992,6441,11433,2633,2581,5216,3422,2709,6129,1681,1276,2964,1297,994,2295,190,166,357
21601,19091,19608,38696,999,961,1956,2389,2301,4697,1187,1049,2236,964,938,1898,1956,2063,4017,1860,2068,3930,2392,2536,4930,2826,2871,5698,2491,2469,4961,1518,1594,3108,509,763,1268,24,20,38,18619,19086,37707,466,521,988,549,582,1130,12,15,26,12,9,22,579,598,1175,16190,16555,32747,1375,1594,2976,16976,17469,34445,742,824,1573,17140,17627,34771,272,243,517,2191,2138,4324,830,798,1624,190,251,441,245,660,903,4730,6562,11296,2756,2786,5542,3732,3074,6806,1839,1430,3262,1149,1027,2173,68,54,124
21602,15114,15181,30298,754,718,1480,1842,1737,3581,852,799,1654,670,635,1307,1537,1560,3096,1490,1547,3034,1847,1876,3724,2176,2215,4392,2166,2175,4339,1344,1317,2662,428,609,1031,6,11,18,14653,14758,29416,463,427,884,300,295,594,11,17,21,11,16,29,319,324,643,12308,12447,24752,1476,1510,2983,13112,13305,26408,799,798,1593,13208,13371,26584,203,205,411,1667,1568,3234,565,607,1173,112,169,282,218,497,713,3654,5018,8664,2108,2034,4138,3068,2562,5637,1383,1098,2484,996,795,1795,72,53,127
21603,33751,34107,67858,2154,1922,4077,4724,4384,9105,2178,1944,4119,1973,1932,3901,4377,4584,8957,3960,4193,8156,4316,4229,8537,4110,4247,8361,3361,3533,6895,1954,2143,4100,644,999,1641,44,47,85,32880,33304,66183,867,807,1671,1247,1305,2552,32,34,61,41,39,79,1316,1378,2698,25118,25614,50740,5893,5980,11874,24890,25592,50478,6016,6065,12085,27877,28607,56488,567,506,1073,4282,3983,8261,1545,1471,3021,436,654,1086,722,1395,2120,10156,12678,22831,4175,3896,8068,5156,4505,9662,2452,2053,4500,1882,1714,3595,459,443,903
21701,18086,18401,36495,907,874,1777,2128,2003,4125,1073,970,2044,868,782,1649,1794,1799,3590,1797,1964,3760,2306,2401,4704,2838,2859,5693,2624,2554,5183,1336,1465,2803,431,735,1162,9,3,12,17592,17869,35456,497,539,1032,455,472,934,8,12,18,14,7,18,481,491,973,15345,15538,30889,1442,1619,3060,16396,16712,33105,517,595,1107,16392,16698,33091,244,250,502,1961,1843,3804,749,705,1456,140,171,313,260,596,860,5028,6616,11648,2778,2769,5549,3342,2775,6120,1621,1193,2815,1020,916,1933,49,57,109
21703,19188,19117,38303,966,903,1870,2359,2175,4533,1160,1007,2164,967,830,1794,2155,2090,4245,2003,2063,4066,2407,2491,4898,2853,2869,5721,2517,2512,5030,1353,1481,2840,447,701,1149,22,25,46,18783,18676,37458,402,446,848,249,241,491,4,9,13,0,5,10,261,253,509,15925,15980,31900,1796,1764,3566,16964,17011,33976,907,854,1769,17012,17041,34053,289,275,570,2156,1989,4146,784,756,1542,162,223,388,289,577,869,5580,7412,12986,2870,2586,5460,3322,2539,5863,1586,1211,2800,1088,958,2046,99,80,184
21704,25449,27065,52516,1424,1355,2782,3470,3210,6685,1580,1555,3136,1291,1314,2597,3083,3214,6301,2944,3185,6127,3223,3485,6705,3359,3799,7164,3016,3179,6191,1524,1822,3351,535,949,1481,49,37,85,24871,26369,51249,577,695,1269,486,478,962,9,4,8,22,0,17,511,487,996,21474,22960,44433,2285,2446,4729,22717,24280,46996,1134,1182,2316,22669,24366,47038,380,392,772,3207,3004,6210,1095,1211,2304,288,451,740,602,1067,1672,8365,11197,19562,3557,3595,7156,3972,3337,7307,1843,1539,3386,1166,1082,2258,96,61,160
29797,493,72,565,0,0,0,0,0,0,0,0,0,4,0,4,30,17,52,131,14,140,163,18,182,141,24,158,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,493,74,560,6,0,10,0,0,0,0,0,3,3,3,7,122,20,138,28,6,41,141,20,163,13,0,13,148,20,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,86,36,3,38,47,3,49,5,0,5,4,0,4,0,0,0
30101,35556,36982,72537,2074,1947,4021,5077,4590,9669,2493,2259,4750,2132,1819,3959,3945,4163,8100,4582,4970,9553,4740,5185,9925,4477,5074,9550,3755,4121,7872,1776,2010,3779,515,836,1353,30,42,68,35356,36543,71896,204,439,641,886,971,1858,46,43,86,53,43,93,986,1058,2045,26972,27549,54524,7635,8403,16035,31459,32069,63528,3023,3668,6690,31877,33050,64922,686,603,1290,4852,4412,9258,1856,1852,3710,621,716,1341,792,1543,2336,15761,17319,33081,2464,2091,4558,6624,7128,13750,1407,1439,2848,1031,1071,2102,94,116,204
30102,44840,47931,92772,2347,2234,4581,5961,5626,11593,3089,2856,5944,2457,2181,4636,4121,4454,8574,5067,5749,10821,5942,6833,12770,6132,6701,12833,5464,6075,11541,3251,3653,6904,1006,1563,2567,51,63,117,44285,47030,91320,558,899,1451,1189,1236,2420,64,51,113,86,77,158,1332,1362,2699,32664,34687,67353,10571,11565,22134,40445,42785,83234,2821,3507,6331,39943,42645,82590,739,713,1450,5684,5391,11074,2243,2272,4513,666,849,1516,843,1779,2622,19186,21709,40898,3116,3040,6162,9164,10009,19168,1997,1842,3843,1335,1460,2790,93,95,181
30103,35086,37179,72259,2321,2189,4515,5140,4963,10103,2244,2045,4287,1931,1806,3732,4052,4362,8415,5122,5737,10855,5241,5601,10844,4078,4336,8410,2899,3283,6179,1537,1937,3478,522,916,1436,49,60,98,34798,36787,71576,283,389,679,857,871,1727,54,53,104,49,57,107,965,983,1945,25733,26987,52720,8293,9062,17355,30378,31645,62024,3558,4303,7866,30665,32427,63095,750,694,1441,4928,4756,9685,1798,1715,3518,634,725,1362,912,1678,2595,16997,18824,35817,2118,1925,4044,5310,5683,10995,1137,1186,2324,878,1088,1967,86,91,183
30201,22024,23682,45709,1461,1411,2869,2995,2972,5968,1367,1359,2725,1445,1444,2889,2915,3126,6043,3286,3513,6804,2869,3185,6057,2347,2602,4951,1860,2027,3896,1066,1347,2412,407,700,1105,36,39,73,21831,23348,45175,191,339,535,381,375,753,35,45,80,26,35,56,442,443,890,15464,16667,32129,6060,6484,12546,17223,18383,35606,4221,4721,8946,19447,20911,40355,434,439,866,2890,2871,5766,1120,1186,2309,562,622,1187,809,1191,1995,12178,13078,25255,1153,1070,2216,2642,3317,5958,577,540,1117,450,667,1113,70,82,151
30202,35802,38581,74382,2270,2085,4359,4428,4193,8624,2044,2012,4054,2331,2533,4862,5777,6223,12005,5443,5626,11069,4701,4942,9643,3665,3933,7602,2637,3130,5769,1683,2366,4048,822,1529,2354,62,96,156,35048,37496,72541,754,1082,1837,718,773,1489,42,41,80,72,70,136,833,874,1710,26194,27901,54096,8136,9040,17175,29114,30801,59914,5067,6001,11069,30899,33160,64061,665,642,1306,4203,4020,8226,1639,1688,3328,833,1170,2005,1403,2178,3578,19675,21383,41057,1816,1614,3428,4175,5063,9237,889,927,1821,861,1285,2145,131,159,294
30203,21529,21707,43237,1307,1222,2534,2322,2103,4427,1159,986,2143,1411,1488,2903,4066,4197,8263,3653,3516,7170,2778,2756,5536,2256,2299,4554,1562,1655,3214,735,973,1712,276,510,783,65,55,121,20623,21092,41713,905,615,1525,442,476,915,31,48,81,37,38,74,506,562,1067,15085,14912,30004,5428,5886,11315,16892,16770,33660,3487,3937,7429,17932,18027,35959,365,345,714,2172,2015,4186,891,806,1694,528,647,1174,953,1435,2387,11915,12442,24358,1096,981,2079,2680,2829,5506,595,498,1089,467,604,1070,84,101,182
30204,29264,31379,60651,1908,1819,3724,4028,3670,7691,1712,1594,3311,1747,1624,3367,3941,4275,8210,4315,4676,8989,3885,4209,8100,3209,3624,6833,2561,2990,5551,1452,1948,3402,520,959,1474,43,47,89,28845,30815,59654,420,570,992,788,849,1634,48,64,113,47,61,106,885,973,1859,20660,21881,42542,7703,8489,16188,23094,24491,47583,5152,5718,10867,25202,26893,52095,570,539,1099,3842,3498,7336,1334,1322,2655,539,677,1220,980,1719,2699,14098,15606,29698,1665,1544,3204,4433,5086,9515,999,990,1990,913,1263,2178,157,175,327
30301,25884,28099,53981,1680,1601,3283,3538,3292,6831,1593,1523,3123,1745,1826,3567,3687,3942,7637,3925,4366,8299,3503,3928,7429,2762,3157,5923,1997,2367,4361,1074,1399,2470,371,695,1069,31,40,70,25706,27770,53473,182,330,510,335,383,718,27,29,55,21,15,39,388,423,811,18578,19825,38400,6720,7585,14304,20460,21834,42296,4758,5549,10308,23066,24922,47987,524,535,1059,3412,3199,6616,1345,1320,2668,769,846,1622,961,1429,2385,15026,16490,31513,1162,1162,2320,2629,3279,5906,631,622,1251,525,828,1355,69,96,168
30302,39124,40563,79682,2066,1913,3973,3806,3548,7348,1993,1979,3962,3856,4368,8223,8313,8575,16895,6086,6113,12198,4851,4875,9726,3717,3755,7471,2514,2678,5194,1381,1728,3107,551,1030,1576,84,81,162,37482,38970,76457,1640,1591,3229,532,578,1109,43,46,91,24,29,63,596,661,1262,26712,27561,54272,10555,11268,21825,29666,30372,60042,7511,8374,15879,32329,33430,65757,596,544,1144,3649,3413,7060,1654,1701,3356,1957,2332,4285,2665,3302,5970,25210,26753,51955,1552,1324,2876,3051,3513,6571,754,741,1496,622,802,1428,161,163,327
30303,38734,40461,79194,2300,2122,4419,5289,5242,10537,2589,2565,5150,3031,2831,5864,6040,6129,12173,5952,6398,12351,4908,5158,10065,3656,3969,7623,2714,3138,5851,1684,1993,3672,577,917,1488,126,149,274,38204,39903,78107,532,553,1087,444,456,904,35,57,96,53,56,110,535,568,1105,21420,21725,43144,15892,17381,33268,21842,22170,44010,15308,16751,32055,30299,31395,61695,692,651,1342,5064,5026,10091,2137,2245,4384,1466,1504,2965,1742,2536,4279,22336,23399,45737,1646,1467,3117,3588,4227,7815,967,1010,1983,863,1193,2050,239,325,561
30304,19741,19882,39627,1202,1171,2378,2527,2373,4894,1135,1084,2214,1550,1434,2983,3450,3160,6616,3096,3186,6281,2575,2561,5135,1926,1994,3918,1251,1453,2706,759,962,1720,275,505,781,50,65,110,19322,19481,38802,418,402,821,308,331,633,21,25,44,13,22,39,345,375,722,13062,13174,26234,5970,6050,12019,13889,13930,27824,5078,5231,10303,16346,16767,33108,392,366,767,2451,2276,4727,940,934,1869,744,761,1508,1118,1241,2355,11544,11770,23314,822,670,1492,1876,2064,3943,457,467,922,419,550,978,122,139,260
30305,33231,34541,67779,2495,2459,4948,5243,4971,10208,2061,1952,4016,2122,1950,4076,5107,5477,10583,5614,5925,11544,3857,4178,8032,3122,3488,6609,2299,2520,4822,1015,1104,2117,299,526,827,91,133,227,32940,34127,67064,290,414,708,489,496,987,45,50,96,45,72,114,583,616,1197,16380,16462,32845,15530,16728,32260,16171,16042,32213,15506,16885,32395,25606,26200,51806,722,673,1392,4906,4675,9578,1581,1636,3217,776,881,1656,1198,1899,3098,17401,18526,35927,1478,1320,2800,3329,3540,6873,989,878,1865,730,1051,1785,337,469,813
30306,25017,25121,50139,1563,1386,2952,3218,3171,6383,1388,1383,2773,2000,1696,3700,4372,4105,8484,3844,3838,7684,2711,2918,5625,2486,2735,5211,2049,2208,4253,1083,1153,2236,310,535,842,89,95,179,24855,24768,49619,165,354,522,258,309,562,22,17,45,19,20,44,296,351,649,10994,10489,21481,12999,13607,26601,10306,9859,20156,13562,14059,27620,17876,17877,35751,445,327,777,3033,2983,6021,1122,1174,2292,998,894,1891,1386,1816,3195,14297,14101,28392,949,888,1844,2272,2439,4703,650,681,1335,681,923,1605,327,441,767
30401,15974,16714,32689,937,807,1743,2389,2178,4566,1113,1012,2129,831,792,1623,1616,1732,3347,2264,2455,4717,2147,2405,4554,1944,2136,4082,1634,1816,3451,845,918,1769,246,463,714,30,23,55,15789,16405,32196,179,313,491,167,186,358,17,11,27,8,4,8,194,206,395,10439,10651,21091,5257,5816,11070,12077,12347,24420,3577,4078,7654,14311,14909,29219,328,281,612,2322,2121,4441,947,913,1860,368,431,803,488,803,1297,9227,9830,19054,798,750,1546,1614,1967,3574,386,362,744,214,344,564,66,73,141
30402,23154,24116,47276,1204,1101,2308,3993,3738,7727,1950,1650,3594,1318,1095,2417,1552,1724,3275,2990,3517,6507,3625,3935,7566,2679,2833,5510,2084,2341,4425,1313,1476,2789,455,703,1152,60,56,119,22972,23716,46682,187,401,591,124,146,267,4,11,24,14,8,23,142,170,313,15105,15537,30648,7632,8117,15747,19011,19310,38320,3686,4302,7984,20648,21216,41862,454,386,838,3895,3661,7556,1733,1502,3229,726,660,1394,662,1223,1884,13971,14708,28681,983,1004,1988,1726,2055,3775,508,501,1004,235,292,526,45,38,79
30403,26124,27615,53744,1161,1116,2277,3290,3194,6479,2422,2554,4979,3310,3190,6500,3969,3923,7894,3546,3869,7413,3051,3383,6436,2220,2402,4625,1772,2175,3944,1054,1240,2290,332,574,906,95,127,221,24744,26104,50852,1377,1513,2888,189,192,384,13,21,29,15,17,30,222,229,453,16458,17165,33620,8927,9615,18539,18919,19601,38520,6386,7070,13458,21007,21935,42944,397,392,790,3198,3094,6289,2177,2334,4517,2174,2193,4368,1797,2095,3896,17936,18829,36770,845,876,1721,1413,1872,3283,444,460,898,210,290,504,66,73,147
30404,26122,27377,53496,1698,1545,3247,4115,3739,7855,1966,1771,3735,1739,1440,3184,3142,3338,6486,3819,4261,8080,3761,4019,7779,2408,2758,5168,1923,2314,4234,1156,1423,2576,390,765,1152,35,32,69,25374,26872,52247,748,497,1252,485,475,955,53,50,98,31,39,69,572,556,1130,20048,20891,40938,5391,5899,11291,22798,23699,46502,2592,3048,5642,23802,24801,48598,568,491,1054,4010,3635,7640,1546,1514,3056,617,676,1293,914,1484,2400,14389,15472,29865,1265,1207,2470,2831,3431,6265,637,656,1287,414,618,1033,69,78,150
30501,47685,46345,94035,1346,1306,2658,2512,2525,5036,2135,2256,4393,5386,6114,11502,13310,12997,26309,8052,6976,15031,5790,5227,11014,4491,4134,8622,2869,2816,5687,1370,1360,2729,427,632,1054,648,466,1116,40551,40308,80864,7133,6038,13171,628,611,1234,55,45,101,58,41,100,732,697,1436,24504,22770,47274,17683,18778,36463,29530,27368,56892,12418,13937,26357,31896,30059,61956,323,326,646,2230,2272,4501,1668,1803,3473,2794,3311,6096,4169,5080,9248,31621,31587,63210,1994,1712,3710,3110,2967,6075,775,625,1396,565,563,1127,195,233,431
