SA3_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
10102,18389,51719,1794,3361,1653,3347,3444,6713,1154,1835,603,1050,983,1715,79,132,32,73,2857,4807,38,63,23,46,18,22,46,97,122,234,59,101,24870,63566,2428,..,27294,63566
10103,7462,18280,240,428,245,602,482,1029,679,1625,115,302,16,27,0,0,32,62,839,2024,43,57,27,43,28,50,34,84,129,235,171,317,9085,21880,2531,..,11616,21880
10104,28348,65971,1707,2611,1178,2059,2890,4674,1683,2614,103,166,42,65,5,6,46,77,1878,2927,325,580,526,869,53,83,53,122,953,1654,166,309,34239,75539,9220,..,43460,75539
10105,13838,34164,997,1610,185,342,1184,1952,321,457,67,93,0,0,0,0,17,39,413,599,43,62,33,46,4,9,52,96,137,211,41,74,15613,36999,2475,..,18086,36999
10106,13734,35443,693,1096,36,75,727,1169,236,319,0,0,0,0,0,0,13,33,248,350,38,63,23,37,4,10,34,73,109,183,88,167,14912,37309,1811,..,16723,37309
10201,52802,141689,6170,10146,3895,7762,10063,17904,4368,7649,1141,2004,1880,3416,480,883,282,604,8149,14563,201,280,400,627,6,5,82,157,695,1072,195,353,71898,175578,8147,..,80047,175578
10202,54684,144745,4051,6834,2626,5244,6681,12079,2665,4250,494,873,799,1347,154,276,164,323,4280,7068,234,366,178,279,13,20,77,163,505,833,120,246,66274,164966,6381,..,72658,164966
10301,16325,41968,1447,2421,419,729,1867,3150,759,1133,27,33,0,0,3,0,22,35,804,1201,52,89,13,23,21,24,23,56,103,193,62,113,19166,46629,2044,..,21214,46629
10302,20913,50092,869,1332,68,96,935,1421,810,1109,23,29,0,3,0,0,14,19,848,1164,128,202,87,127,21,45,72,154,307,526,161,315,23167,53513,3485,..,26653,53513
10303,18049,43759,1260,1990,131,225,1388,2216,218,306,22,27,0,0,3,4,7,19,252,358,76,97,113,181,9,13,84,171,280,455,70,132,20045,46926,3087,..,23129,46926
10304,21025,54788,1617,2541,253,435,1869,2977,647,945,63,102,0,0,0,0,18,35,727,1084,58,77,14,22,0,3,233,572,304,671,77,178,23994,59698,2144,..,26138,59698
10401,18972,45953,936,1488,562,1059,1494,2544,857,1319,129,223,36,57,0,0,47,81,1066,1685,340,614,426,648,40,61,172,407,976,1731,137,265,22655,52187,3150,..,25800,52187
10402,28864,74967,2351,4192,1653,3473,4001,7668,2637,4583,429,773,289,466,121,190,91,175,3567,6184,494,984,547,863,77,81,31,71,1156,2002,207,398,37796,91220,3429,..,41225,91220
10501,7938,19363,345,519,8,19,354,546,242,328,0,0,0,3,0,0,0,6,249,336,196,369,66,116,293,488,35,96,589,1072,262,498,9382,21807,2099,..,11482,21807
10502,8289,18466,216,301,25,44,242,348,240,303,0,0,0,0,0,0,5,11,240,312,130,275,8,34,6,16,5,7,153,324,188,377,9114,19825,1782,..,10899,19825
10503,25108,65132,1773,3020,84,168,1860,3189,1496,2348,17,33,0,5,0,0,28,61,1540,2441,182,293,48,65,26,46,85,182,335,577,180,326,29023,71658,2872,..,31900,71658
10601,32926,88561,2079,3628,525,880,2605,4508,540,796,0,5,0,0,0,0,66,132,610,929,126,166,74,129,34,45,44,81,272,421,97,211,36513,94635,3332,..,39843,94635
10602,28109,78193,2584,4558,671,1155,3253,5708,698,989,0,0,30,57,0,3,75,155,806,1207,167,203,10,10,4,16,49,79,227,306,51,111,32449,85524,1696,..,34142,85524
10603,24957,63472,2281,3829,1987,4118,4267,7951,405,642,266,417,475,813,0,0,61,145,1205,2017,239,332,334,591,22,24,53,100,645,1053,121,205,31197,74687,6347,..,37547,74687
10604,10948,27563,911,1484,220,316,1135,1799,92,141,13,27,0,0,0,0,3,8,115,180,60,91,46,73,12,10,20,36,139,209,60,101,12392,29854,1655,..,14054,29854
10701,25678,69977,1388,2469,1165,2535,2547,5006,1409,2283,303,478,41,49,0,0,122,298,1876,3118,0,4,87,127,4,5,40,96,128,235,38,69,30268,78401,1576,..,31842,78401
10702,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,0,6
10703,29441,82184,2333,4189,3062,6579,5399,10768,1339,2233,301,529,429,648,0,0,114,260,2188,3670,347,481,34,58,0,0,77,150,457,697,65,129,37542,97453,3035,..,40572,97453
10704,31105,88213,2770,5138,5055,10787,7824,15923,4658,8354,2982,5085,4013,7321,2168,4118,194,438,14019,25317,49,77,166,245,6,7,292,592,516,922,145,299,53608,130668,3888,..,57491,130668
10801,11038,25944,1537,2599,286,526,1819,3127,982,1472,428,647,414,696,100,183,5,20,1940,3019,154,273,249,353,3,12,72,133,470,771,66,106,15335,32973,3860,..,19191,32973
10802,18625,45266,607,1061,295,496,905,1561,986,1542,202,314,36,47,0,8,33,66,1252,1982,388,686,260,442,19,35,67,132,738,1292,125,236,21644,50335,2643,..,24289,50335
10803,150,336,0,3,32,56,34,59,4,0,0,0,0,0,0,0,13,19,10,21,0,0,0,0,0,0,0,0,0,0,0,0,193,420,38,..,235,420
10804,27403,69454,3718,6224,1191,2386,4904,8607,1735,2698,640,1046,1032,1643,155,273,45,116,3613,5770,177,337,309,451,17,24,60,119,567,931,149,266,36641,85025,3322,..,39961,85025
10805,21223,51342,1398,2119,269,510,1664,2629,966,1437,66,93,0,0,0,4,16,38,1050,1563,159,228,163,250,16,36,56,112,389,631,101,155,24428,56326,2624,..,27056,56326
10901,22737,57357,3826,5977,495,756,4320,6738,240,329,84,133,35,48,0,0,5,13,363,526,58,91,55,69,8,11,29,69,144,247,69,127,27631,64998,2469,..,30102,64998
10902,4755,11839,259,406,3,8,268,417,74,107,0,0,0,0,0,0,0,6,75,111,99,139,20,38,16,25,7,15,148,228,78,142,5319,12731,939,..,6257,12731
10903,16440,38401,1598,2305,32,52,1628,2355,131,196,0,0,0,0,0,0,3,5,139,202,120,250,104,149,6,13,47,100,284,518,145,258,18631,41733,2912,..,21543,41733
11001,12903,31489,1094,1825,184,310,1279,2131,540,843,60,107,0,0,0,3,10,18,605,969,23,31,101,118,9,9,31,69,158,225,47,97,14997,34909,1990,..,16990,34909
11002,15316,35517,688,1043,98,151,783,1188,238,317,0,0,0,6,0,5,8,15,253,342,164,280,59,99,41,57,44,98,301,532,102,175,16755,37747,2428,..,19186,37747
11003,8590,22215,913,1470,116,190,1035,1664,156,236,0,0,0,0,0,0,3,3,159,243,171,297,56,78,14,24,25,53,263,447,123,206,10164,24765,1597,..,11760,24765
11004,30085,76469,2526,3918,471,803,2989,4726,541,850,29,46,27,44,0,0,27,49,627,988,183,245,132,191,11,12,42,95,370,546,158,285,34224,83019,3459,..,37679,83019
11101,40951,108420,3773,6054,2133,4162,5908,10217,1719,2546,245,366,647,1055,258,450,108,219,2977,4629,73,133,66,88,5,8,73,170,216,398,65,105,50114,123778,3071,..,53184,123778
11102,29017,76658,1585,2503,683,1313,2267,3820,582,837,94,164,81,144,0,0,80,173,839,1313,75,99,200,283,7,12,25,46,303,441,69,124,32494,82355,2266,..,34760,82355
11103,50624,131636,4914,8739,6542,13656,11451,22394,3847,5993,2586,4192,2078,3477,1480,2397,335,673,10323,16725,23,39,27,26,22,17,246,439,308,530,162,256,72864,171541,5744,..,78604,171541
11201,26760,68810,3268,6188,2809,5693,6076,11878,1436,2434,278,483,88,150,24,46,198,388,2019,3503,600,940,649,962,61,83,134,226,1441,2215,197,330,36495,86742,4135,..,40625,86742
11202,25604,63819,1633,2507,628,1158,2267,3664,1078,1727,98,149,0,0,0,6,109,201,1281,2078,204,285,237,311,48,71,74,154,558,818,111,198,29825,70580,2362,..,32184,70580
11203,26302,69486,4515,8457,2994,6379,7507,14839,2225,3626,1735,3053,682,1176,654,1119,71,141,5378,9113,402,759,677,980,198,206,40,108,1322,2055,174,312,40683,95800,3892,..,44576,95800
11301,16294,42952,581,1086,90,144,675,1227,1491,2911,36,73,0,0,0,0,10,29,1532,3006,103,175,99,150,19,41,106,238,333,598,114,280,18946,48065,1683,..,20627,48065
11302,5619,13511,397,569,8,15,404,579,72,91,6,5,0,0,0,0,3,5,77,101,26,33,34,47,5,15,19,38,84,136,52,89,6246,14422,814,..,7056,14422
11303,33891,87021,1510,2290,279,482,1794,2766,2478,3769,149,192,53,61,3,6,30,60,2707,4094,92,131,51,106,18,24,137,291,295,558,139,259,38827,94693,3605,..,42430,94693
11401,39682,96190,2823,4677,937,1595,3761,6271,793,1250,33,51,11,20,0,0,126,247,972,1569,175,251,761,1154,77,100,70,152,1093,1653,302,450,45802,106138,12712,..,58509,106138
11402,19252,48639,983,1501,363,630,1346,2131,414,698,22,46,0,0,0,3,57,125,497,866,44,67,84,103,7,10,47,101,180,284,40,77,21314,51998,2257,..,23573,51998
11501,39053,126168,1125,2047,4804,13093,5927,15136,968,1738,1030,2280,2021,4287,965,2112,167,431,5153,10840,0,4,0,0,0,0,3,12,3,16,84,201,50214,152360,2554,..,52772,152360
11502,8007,25876,144,239,206,568,348,799,221,300,14,20,66,93,0,0,58,136,363,557,16,36,54,86,0,0,25,53,98,180,43,93,8852,27504,605,..,9455,27504
11503,8318,24572,18,24,10,21,27,44,19,30,0,0,0,0,0,0,16,45,33,71,26,31,23,29,5,13,7,14,62,88,25,62,8473,24840,702,..,9175,24840
11504,15047,50856,51,150,772,2475,822,2628,183,343,166,368,745,1613,119,252,59,129,1282,2711,62,104,56,70,4,16,4,11,126,207,32,71,17298,56476,700,..,18002,56476
11601,37246,111221,1765,4300,5012,14446,6783,18749,777,1143,119,322,3272,8040,242,620,384,951,4795,11074,0,0,5,6,7,11,37,80,41,92,69,149,48936,141282,2803,..,51738,141282
11602,36627,123220,1277,3298,2988,9163,4271,12466,156,420,50,135,2100,4483,0,0,96,241,2398,5278,0,0,0,0,4,4,27,81,32,81,121,346,43441,141393,1737,..,45178,141393
11603,29384,94721,1575,4168,3057,9910,4639,14088,382,595,466,840,1374,3186,0,0,289,745,2505,5368,0,0,0,0,14,23,30,95,37,114,53,137,36608,114430,1914,..,38523,114430
11701,5909,17912,1098,2710,1256,3405,2346,6113,1918,4185,3084,6626,5405,12168,4501,10568,27,51,14943,33593,0,0,0,0,3,11,137,300,141,315,64,129,23407,58062,2520,..,25922,58062
11702,6584,18824,4093,10069,2038,5532,6136,15606,3096,5329,3377,5912,2695,4797,163,328,221,424,9549,16792,0,0,0,0,0,0,550,1115,557,1118,70,118,22888,52453,2388,..,25279,52453
11703,2386,6396,5329,11551,15392,35977,20718,47526,2996,4930,9632,15740,31808,55665,38621,72296,94,207,83153,148841,0,3,0,0,68,64,706,1406,775,1475,542,828,107568,205067,18945,..,126517,205067
11801,9715,30127,2962,7753,7798,20375,10765,28132,5983,12084,13977,26581,8467,14936,4373,7719,112,266,32916,61587,0,0,0,0,5,7,729,1404,732,1410,138,225,54266,121477,7736,..,62000,121477
11802,14131,43295,3493,9165,5429,15368,8919,24532,5790,11578,14383,27218,7586,14708,2302,4720,152,344,30214,58570,0,0,0,0,3,3,475,954,478,956,87,163,53825,127514,5932,..,59765,127514
11901,36466,120043,2598,6780,9402,29599,12007,36384,2162,3883,4414,10679,2610,6317,1231,3430,570,1635,10986,25948,0,0,0,0,0,0,321,796,321,800,135,348,59913,183529,3920,..,63836,183529
11902,23047,74736,1359,3436,3957,11916,5319,15354,9627,23520,5101,12738,4465,10709,250,554,284,836,19729,48353,5,8,0,0,0,0,201,463,202,471,120,296,48423,139218,3982,..,52402,139218
11903,24293,75645,2168,4727,3902,10878,6076,15606,2049,3952,5265,11811,5784,13781,3246,7834,282,735,16620,38110,0,0,0,0,0,0,211,501,218,505,80,168,47291,130039,3362,..,50646,130039
11904,21757,66651,3847,8928,2702,7541,6550,16465,1852,3592,5305,11326,12001,26702,7336,16691,283,673,26775,58980,77,95,3,4,0,0,471,1006,545,1107,145,301,55766,143511,5014,..,60789,143511
12001,12961,38691,1088,2762,2282,5746,3378,8510,3435,6792,3441,6978,6755,14051,4258,9050,101,232,17991,37105,0,0,0,0,0,0,398,844,402,849,54,108,34787,85262,3222,..,38006,85262
12002,7005,18977,4070,9870,4883,12204,8953,22072,2291,4198,2290,3730,2526,4278,365,679,69,130,7542,13022,0,0,15,25,0,0,170,350,189,376,36,63,23727,54511,2681,..,26403,54511
12003,20610,62522,2927,7268,3627,10151,6550,17418,7091,13679,10294,21972,11442,26144,5924,13990,139,330,34887,76120,0,0,0,0,6,6,613,1291,620,1299,242,441,62908,157797,6316,..,69220,157797
12101,18499,56865,1083,2788,1956,4986,3039,7778,2496,4968,6403,13214,7542,15547,7444,15704,118,320,24005,49749,0,0,0,0,5,4,97,206,98,214,72,133,45709,114738,4214,..,49924,114738
12102,19306,58006,318,664,1676,4383,1992,5047,954,1823,3099,6261,3538,8326,2606,6269,134,302,10331,22988,0,0,5,13,0,0,45,87,52,90,27,50,31706,86187,1882,..,33585,86187
12103,29255,92901,217,437,1453,3387,1671,3830,1685,3014,1744,3395,7308,16305,855,1889,94,217,11677,24819,3,0,8,10,0,0,130,283,138,300,43,98,42781,121942,3172,..,45956,121942
12104,7808,22739,1978,4874,3687,8676,5668,13552,5133,10197,10355,18447,7318,12670,7688,13236,99,183,30586,54737,0,0,17,28,0,0,178,352,192,381,113,178,44374,91591,6530,..,50902,91591
12201,6149,19237,759,1850,1626,4023,2382,5871,2151,4648,2774,5570,2101,3940,1256,2325,32,65,8318,16548,0,0,6,9,0,0,106,229,114,234,24,37,16993,41934,1996,..,18984,41934
12202,16548,48848,467,1009,1820,4190,2282,5198,1445,2771,1492,2725,977,1971,13,22,135,308,4062,7795,4,15,28,38,0,8,119,255,149,319,71,140,23113,62301,2195,..,25311,62301
12203,32632,104340,984,1672,2971,6457,3957,8128,3466,6431,10003,20219,5803,11319,717,1434,395,966,20387,40373,30,61,38,49,3,9,112,279,186,401,97,216,57262,153462,3453,..,60719,153462
12301,22208,69350,643,1061,790,1672,1436,2734,184,262,0,0,35,48,0,0,57,149,275,455,26,39,39,61,0,0,10,17,81,119,36,58,24029,72720,721,..,24757,72720
12302,47038,145755,4155,9288,5240,12818,9391,22106,1119,1974,527,861,1664,3262,187,350,432,987,3927,7433,0,5,0,0,4,8,13,21,17,28,76,146,60455,175461,2893,..,63346,175461
12303,14472,43526,567,909,65,154,632,1068,102,144,4,9,0,0,0,0,56,158,167,309,3,9,78,86,8,10,37,69,122,174,40,69,15434,45151,791,..,16227,45151
12401,28922,72508,827,1326,584,1021,1414,2347,620,870,219,309,32,46,0,0,143,309,1013,1530,0,0,5,6,5,7,48,80,56,89,69,109,31473,76584,3469,..,34945,76584
12402,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,5,0,..,10,5
12403,43802,130593,2243,4686,4720,10877,6966,15563,1566,2369,1319,2173,2341,4142,884,1565,190,423,6299,10678,27,44,100,132,9,18,23,56,154,247,90,182,57311,157263,3070,..,60385,157263
12404,10846,30424,1717,3222,553,1154,2272,4376,342,515,112,191,19,28,0,0,38,99,515,833,5,3,0,0,4,3,41,95,40,102,46,98,13719,35845,720,..,14437,35845
12405,16104,47286,702,1494,1938,5430,2635,6927,345,610,370,677,273,501,0,0,114,289,1104,2076,0,0,0,0,0,5,22,40,24,48,26,55,19895,56390,902,..,20799,56390
12501,11949,41682,463,1121,2969,9412,3423,10537,2460,5986,2131,5913,7307,17085,7892,18478,369,1108,20158,48574,0,0,0,0,3,4,108,327,115,330,162,351,35804,101471,4095,..,39896,101471
12502,14595,44947,876,1932,4780,13680,5658,15606,657,1017,1039,2119,2642,6631,916,2360,107,273,5363,12411,0,0,0,0,0,0,34,58,38,61,34,78,25687,73107,2097,..,27785,73107
12503,32390,109913,2184,4908,5362,17359,7544,22266,2509,4744,4797,10912,4009,9957,595,1371,562,1752,12471,28726,7,12,0,0,3,11,165,420,176,448,195,459,52771,161809,4232,..,57009,161809
12504,20312,61592,2499,6081,5064,14280,7565,20354,5045,10976,7963,18276,8726,21078,6940,16353,195,501,28874,67175,15,36,0,0,7,10,175,456,191,509,156,319,57104,149942,6094,..,63192,149942
12601,11485,35708,523,1202,1134,3020,1657,4219,243,387,1505,3572,3095,7523,1064,2518,97,228,6009,14234,0,0,0,0,0,0,10,25,10,25,43,88,19200,54270,1365,..,20569,54270
12602,24223,74061,2961,7151,5278,13305,8239,20454,1855,3148,7263,13460,8531,17747,6732,13549,172,377,24551,48284,8,15,6,13,0,3,132,268,152,298,125,214,57279,143309,5460,..,62737,143309
12701,38193,131279,791,2136,2110,6249,2906,8388,550,919,324,486,25,76,0,0,293,803,1195,2286,0,8,96,126,0,4,13,33,109,177,151,425,42554,142562,1880,..,44432,142562
12702,43397,148957,1508,3706,6082,19352,7592,23056,2274,5134,2615,6069,2120,4930,604,1428,860,2468,8473,20025,94,105,0,0,9,7,64,161,167,283,200,547,59830,192863,3130,..,62957,192863
12703,27883,93801,938,2111,4599,12256,5530,14367,1323,2443,4171,8901,1943,4857,3739,8339,293,783,11475,25330,0,0,0,0,8,7,33,78,44,87,115,278,45048,133856,3347,..,48391,133856
12801,23703,72079,1441,2823,5801,13487,7245,16312,2521,4222,5924,10966,4345,8017,1637,3016,110,282,14538,26505,68,103,12,18,0,0,145,313,225,429,71,141,45784,115465,3523,..,49310,115465
12802,27621,84914,1316,2936,3400,8351,4719,11292,1344,2363,3137,5819,2290,4286,214,415,84,167,7062,13057,11,11,45,70,0,0,50,102,106,184,56,102,39566,109545,1830,..,41393,109545
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
20101,40190,100481,5131,8530,594,1102,5725,9636,1115,1607,87,132,4,4,0,0,19,36,1227,1773,28,44,28,33,27,28,50,114,132,222,90,167,47357,112280,3566,..,50927,112280
20102,12376,29269,236,377,52,88,289,468,121,147,0,0,0,0,0,0,4,16,126,162,58,103,17,33,13,18,47,92,144,249,28,60,12962,30208,2822,..,15787,30208
20103,10847,24645,440,599,25,41,457,639,75,94,0,0,0,0,0,0,6,4,74,99,114,158,67,106,12,22,55,110,247,397,40,62,11674,25845,1813,..,13489,25845
20201,37624,92790,3076,4772,481,904,3552,5679,446,699,19,48,0,0,0,0,13,15,482,761,50,78,38,57,24,28,35,79,143,244,90,189,41895,99663,3028,..,44922,99663
20202,20372,48973,764,1148,51,100,820,1248,25,44,0,0,0,0,0,0,4,4,34,53,79,116,69,170,22,32,62,116,235,437,29,50,21484,50756,2773,..,24257,50756
20203,4905,11514,101,161,0,3,103,164,12,20,0,0,0,0,0,0,0,0,12,20,66,103,17,25,13,18,26,62,128,209,30,55,5185,11959,1011,..,6193,11959
20301,7663,21724,134,237,8,12,142,251,9,4,0,0,0,0,0,0,6,4,7,16,9,10,9,14,0,9,0,7,17,37,7,15,7837,22040,644,..,8476,22040
20302,70806,181135,8449,13325,1776,3550,10223,16869,1927,3003,183,273,346,531,151,257,19,38,2634,4092,89,116,392,528,30,37,144,334,654,1023,141,268,84458,203392,5802,..,90266,203392
20303,34503,86091,1384,2369,908,1863,2291,4228,196,294,58,101,13,25,0,0,11,10,275,428,75,152,110,201,8,6,30,52,223,414,54,102,37342,91260,13776,..,51116,91260
20401,23463,55162,1195,1719,64,119,1253,1839,92,176,62,188,48,121,4,3,11,33,214,518,149,235,206,297,37,53,36,82,427,664,72,145,25424,58322,5889,..,31312,58322
20402,18472,43659,1930,2694,86,130,2015,2822,21,22,0,0,0,0,0,0,6,7,24,25,96,142,45,68,19,25,45,101,206,327,39,71,20748,46911,2046,..,22801,46911
20403,27983,68848,1940,2873,147,284,2082,3164,488,790,34,96,29,61,32,71,17,32,593,1050,146,227,31,53,30,33,70,140,280,451,117,262,31055,73773,3657,..,34719,73773
20501,20594,52998,905,1370,58,96,959,1468,639,958,0,0,0,0,0,0,6,16,648,972,22,38,335,460,4,7,13,31,379,532,31,62,22606,56034,1926,..,24531,56034
20502,19233,43819,1334,1947,136,258,1467,2209,189,280,11,10,0,0,0,0,3,9,204,295,184,267,217,329,19,36,29,63,451,697,91,174,21440,47192,4523,..,25960,47192
20503,28923,66349,1047,1454,382,803,1423,2258,345,499,34,37,12,16,0,6,12,11,402,573,107,128,188,265,11,19,51,92,352,515,56,107,31159,69795,15050,..,46211,69795
20504,28445,68851,1852,2519,168,322,2020,2840,1889,2625,0,0,0,0,0,0,10,15,1898,2644,79,94,102,155,19,28,9,26,207,305,43,77,32609,74715,2949,..,35564,74715
20505,17167,40821,567,900,117,161,681,1057,668,892,27,52,0,0,0,6,9,23,709,973,105,144,81,130,18,21,35,68,243,361,45,85,18838,43298,4651,..,23488,43298
20601,17874,48125,4196,8515,5191,11711,9388,20233,3693,5950,1579,2592,5202,8217,1172,1821,23,63,11671,18642,0,0,0,0,80,76,242,559,318,638,47,98,39297,87735,4735,..,44030,87735
20602,11297,30877,2608,5751,3042,6410,5652,12164,3345,4881,776,1170,1254,2035,111,127,14,28,5487,8243,0,0,0,0,13,18,135,289,150,301,21,34,22606,51622,2374,..,24974,51622
20603,12254,34757,2366,5168,3230,7498,5602,12664,3591,6237,3004,4787,3727,5950,1202,2345,7,20,11541,19341,0,0,0,0,4,3,96,192,99,198,26,54,29523,67017,3908,..,33434,67017
20604,1640,4174,2435,5245,5984,14389,8421,19631,1992,3586,4642,7984,10383,17686,49287,85897,8,20,66308,115172,0,0,6,8,128,127,141,280,280,416,312,491,76956,139884,26072,..,103029,139884
20605,4404,11950,6245,14396,5718,13807,11968,28201,7089,11685,12001,18955,6627,10628,9228,15400,44,93,34986,56762,0,0,3,4,34,38,617,999,657,1037,116,163,52123,98118,11063,..,63188,98118
20606,5410,13975,2880,6055,2933,6496,5815,12553,3375,5842,7191,11211,5443,8392,5261,8134,13,21,21281,33602,0,0,0,0,8,3,70,138,77,145,47,90,32631,60361,7189,..,39819,60361
20607,5404,14004,8958,20097,6822,16181,15779,36277,3459,5670,4876,7887,7188,11678,5976,10961,34,76,21539,36268,0,0,0,0,44,45,367,760,414,809,61,108,43195,87470,7186,..,50381,87470
20701,35498,105161,7985,17055,4894,12446,12881,29501,5640,9967,5136,8609,4496,7502,662,1043,18,53,15959,27176,0,0,0,0,15,12,241,491,251,500,86,166,64668,162507,8147,..,72817,162507
20702,24623,69377,2631,5460,4540,12391,7167,17849,1380,2742,660,1194,1592,2920,1387,2562,12,44,5042,9460,0,0,0,0,0,0,11,22,11,22,34,82,36874,96797,3675,..,40547,96797
20703,24765,69120,6111,12418,3944,10152,10051,22569,1902,3599,1397,2418,1771,2926,1751,3227,34,75,6845,12252,0,0,0,0,0,0,15,43,17,46,46,93,41733,104075,4901,..,46630,104075
20801,24333,69320,4650,8829,4257,10164,8906,18994,2263,3840,1434,2424,1652,2591,257,402,17,48,5625,9297,0,0,3,4,4,6,270,495,279,502,41,93,39190,98206,3871,..,43058,98206
20802,29785,86025,9147,19492,6020,16086,15168,35579,10282,18282,3097,5435,3757,6507,397,625,40,96,17577,30944,0,0,0,0,0,0,220,443,224,446,67,139,62824,153131,6686,..,69507,153131
20803,27089,76357,7854,14707,5488,13060,13342,27766,6606,11548,857,1384,1183,1851,364,604,14,44,9025,15431,3,4,165,198,3,3,146,235,323,447,41,74,49824,120069,3829,..,53650,120069
20804,7781,23175,2008,4144,1484,3574,3486,7721,2606,4502,1692,2785,894,1433,244,406,0,11,5437,9139,0,0,0,0,3,0,304,474,304,479,20,53,17033,40559,2668,..,19699,40559
20901,37038,99915,4418,7864,3609,8479,8028,16346,1964,3499,516,863,1002,1606,326,500,34,65,3849,6541,0,0,0,0,15,16,36,78,53,95,51,97,49024,123001,3941,..,52966,123001
20902,23322,62123,6357,12034,4891,11170,11246,23202,1413,2481,775,1291,1730,2847,350,543,31,77,4295,7235,0,0,4,5,71,77,229,466,309,540,38,60,39208,93155,4073,..,43276,93155
20903,21522,62803,315,555,439,985,759,1536,547,984,45,59,29,46,0,0,19,29,642,1120,0,6,4,8,6,7,3,10,20,35,17,43,22954,65537,1163,..,24121,65537
20904,74860,223719,4976,11096,4028,9829,9004,20924,1268,2697,520,798,537,843,0,0,41,85,2369,4421,8,13,3,8,27,22,21,58,57,100,63,122,86356,249289,4547,..,90904,249289
21001,17674,48027,2335,4432,3015,7515,5347,11949,153,293,14,19,121,185,0,0,13,17,302,512,0,0,0,0,0,0,68,135,68,135,13,26,23405,60644,1639,..,25042,60644
21002,11087,31152,518,882,29,58,547,942,27,56,19,32,0,0,0,0,9,25,55,114,14,18,16,25,0,7,0,0,34,50,15,32,11734,32286,863,..,12602,32286
21003,19287,53456,3664,7037,6420,15596,10084,22632,1094,2088,235,427,99,144,0,0,26,69,1447,2726,0,4,0,0,14,10,75,166,91,176,39,102,30953,79089,2831,..,33784,79089
21004,15072,41408,581,970,203,395,780,1362,1085,1730,0,0,0,0,0,0,5,14,1092,1746,0,0,0,0,0,3,3,4,6,13,8,20,16962,44546,828,..,17798,44546
21005,56064,182291,3862,8982,2902,7563,6764,16545,1179,3051,4,7,158,325,0,0,45,92,1385,3476,57,61,84,91,24,21,11,21,169,200,77,194,64461,202712,3798,..,68264,202712
21101,49001,136884,5209,9543,3039,7090,8254,16640,711,1172,409,645,274,435,182,277,66,152,1643,2683,0,0,0,0,3,7,50,98,58,101,40,77,58993,156378,2979,..,61972,156378
21102,8233,24366,336,526,106,313,444,845,90,196,40,72,0,0,0,0,8,24,141,291,12,18,3,7,0,0,0,0,19,27,7,23,8848,25550,496,..,9343,25550
21103,38245,100684,2610,4837,1273,2850,3879,7688,442,842,649,1043,602,995,73,125,29,67,1803,3075,0,0,0,0,15,16,22,49,34,66,50,96,44016,111598,2691,..,46711,111598
21104,17159,48164,4174,8052,1551,4098,5729,12149,83,176,130,218,500,818,0,0,28,63,739,1269,0,0,0,0,4,4,8,32,10,33,9,20,23647,61633,1528,..,25177,61633
21105,53821,145826,2172,3434,878,1703,3049,5139,263,406,11,19,0,0,0,0,58,105,334,531,81,114,147,186,6,7,37,79,271,384,77,160,57549,152038,3592,..,61141,152038
21201,37703,109909,2319,4089,854,1951,3174,6041,326,530,19,30,0,6,3,7,19,42,373,615,6,9,134,156,3,9,12,18,156,191,40,94,41446,116846,2120,..,43567,116846
21202,40922,122475,3378,7152,1713,4525,5091,11675,323,643,33,64,0,0,0,0,30,69,390,779,18,34,108,135,4,0,15,37,140,210,36,95,46577,135227,2069,..,48643,135227
